"probe_id","gsym","entrez_id"
"220564_at","C10orf59","55328"
"220565_at","CCR10","2826"
"220566_at","PIK3R5","23533"
"220567_at","IKZF2","22807"
"220568_at",NA,NA
"220569_at",NA,NA
"220570_at","RETN","56729"
"220571_at","PRDM11","56981"
"220572_at","DKFZp547G183","55525"
"220573_at","KLK14","43847"
"220574_at","SEMA6D","80031"
"220575_at","FAM106A","80039"
"220576_at","PGAP1","80055"
"220577_at","GVIN1","387751"
"220578_at","ADAMTSL4","54507"
"220579_at","FLJ14100","80093"
"220580_at","BICC1","80114"
"220581_at","C6orf97","80129"
"220582_at",NA,NA
"220583_at","FLJ22596","80156"
"220584_at","FLJ22184","80164"
"220585_at","HKDC1","80201"
"220586_at","CHD9","80205"
"220587_s_at","GBL","64223"
"220588_at","BCAS4","55653"
"220589_s_at","ITFG2","55846"
"220590_at","ITFG2","55846"
"220591_s_at","EFHC2","80258"
"220592_at","CCDC40","55036"
"220593_s_at","CCDC40","55036"
"220594_at","OGT","8473"
"220595_at","PDZRN4","29951"
"220596_at","GPATCH4","54865"
"220597_s_at","ARL6IP4","51329"
"220598_at","CARD14","79092"
"220599_s_at","CARD14","79092"
"220600_at","TMEM103","54859"
"220601_at","C16orf70","80262"
"220602_s_at","FLJ22795 ","388152 "
"220603_s_at","MCTP2","55784"
"220604_x_at","FTCD","10841"
"220605_s_at","SIRT2","22933"
"220606_s_at","C17orf48","56985"
"220607_x_at","TH1L","51497"
"220608_s_at",NA,NA
"220609_at","LOC202181","202181"
"220610_s_at","LRRFIP2","9209"
"220611_at","DAB1","1600"
"220612_at","C3orf26","84319"
"220613_s_at","SYTL2","54843"
"220614_s_at","C6orf103","79747"
"220615_s_at","MLSTD1","55711"
"220616_at",NA,NA
"220617_s_at","ZNF532","55205"
"220618_s_at","ZCWPW1","55063"
"220619_at","CHD7","55636"
"220620_at","CRCT1","54544"
"220621_at","FOXE3","2301"
"220622_at","LRRC31","79782"
"220623_s_at","TSGA10","80705"
"220624_s_at","ELF5","2001"
"220625_s_at","ELF5","2001"
"220626_at","SERPINA10","51156"
"220627_at","CST8","10047"
"220628_s_at","SDK2","54549"
"220629_at","KCNQ1DN","55539"
"220630_s_at","CHIA","27159"
"220631_at","OSGEPL1","64172"
"220632_s_at","POMT2","29954"
"220633_s_at","HP1BP3","50809"
"220634_at","TBX4","9496"
"220635_at","PSORS1C2","170680"
"220636_at","DNAI2","64446"
"220637_at","FAM124B","79843"
"220638_s_at","CBLC","23624"
"220639_at","TM4SF20","79853"
"220640_at","CSNK1G1","53944"
"220641_at","NOX5","79400"
"220642_x_at","GPR89A ","51463 "
"220643_s_at","FAIM","55179"
"220644_at",NA,NA
"220645_at","FAM55D","54827"
"220646_s_at","KLRF1","51348"
"220647_s_at","CHCHD8","51287"
"220648_at","ADARB2","105"
"220649_at",NA,NA
"220650_s_at","SLC9A5","6553"
"220651_s_at","MCM10","55388"
"220652_at","KIF24","55265"
"220653_at","ZIM2","23619"
"220654_at","PPY2","23614"
"220655_at","TNIP3","79931"
"220656_at",NA,NA
"220657_at","KLHL11","55175"
"220658_s_at","ARNTL2","56938"
"220659_s_at","C7orf43","55262"
"220660_at","C9orf27","58483"
"220661_s_at","ZNF692","55657"
"220662_s_at","HEYL","26508"
"220663_at","IL1RAPL1","11141"
"220664_at","SPRR2C","6702"
"220665_at","LUZP4","51213"
"220666_at",NA,NA
"220667_at",NA,NA
"220668_s_at","DNMT3B","1789"
"220669_at","OTUD4","54726"
"220670_at",NA,NA
"220671_at","CCRN4L","25819"
"220672_at","KIAA1622","57718"
"220673_s_at","KIAA1622","57718"
"220674_at","FLJ22814","79978"
"220675_s_at","PNPLA3","80339"
"220676_at","ADAMTS8","11095"
"220677_s_at","ADAMTS8","11095"
"220678_at","FLJ20712","55025"
"220679_s_at","CDH7","1005"
"220680_at","RAVER2","55225"
"220681_at","C22orf26","55267"
"220682_s_at",NA,NA
"220683_at","RDH8","50700"
"220684_at","TBX21","30009"
"220685_at","FAM120C","54954"
"220686_s_at","PIWIL2","55124"
"220687_at",NA,NA
"220688_s_at","MRT4","51154"
"220689_at",NA,NA
"220690_s_at","DHRS7B","25979"
"220691_at","TMEM23","259230"
"220692_at","POLR2J2","246721"
"220693_at","HSPC048","29061"
"220694_at","DDEF1IT1","29065"
"220695_at",NA,NA
"220696_at","PRO0478","29048"
"220697_at","LOC643749","643749"
"220698_at","MGC4294","79160"
"220699_s_at",NA,NA
"220700_at","WDR37","22884"
"220701_at",NA,NA
"220702_at",NA,NA
"220703_at","C10orf110","55853"
"220704_at","IKZF1","10320"
"220705_s_at","ADAMTS7","11173"
"220706_at","ADAMTS7","11173"
"220707_s_at","FOXRED2","80020"
"220708_at",NA,NA
"220709_at","ZNF556","80032"
"220710_at","C15orf28","80035"
"220711_at",NA,NA
"220712_at","C8orf60","619426"
"220713_at",NA,NA
"220714_at","PRDM14","63978"
"220715_at","FLJ12547","80058"
"220716_at","FLJ12595","80060"
"220717_at","ADAMTS20","80070"
"220718_at","C15orf34","80072"
"220719_at","FLJ13769","80079"
"220720_x_at","FAM128B","80097"
"220721_at","ZNF614","80110"
"220722_s_at","SLC5A7","60482"
"220723_s_at","FLJ21511","80157"
"220724_at","FLJ21511","80157"
"220725_x_at","DNAH3","55567"
"220726_at",NA,NA
"220727_at","KCNK10","54207"
"220728_at",NA,NA
"220729_at",NA,NA
"220730_at","FLJ12986 ","197319 "
"220731_s_at","NECAP2","55707"
"220732_at","DEPDC2","80243"
"220733_at","SLC26A1","10861"
"220734_s_at","MGC10334 ","727825 "
"220735_s_at","SENP7","57337"
"220736_at","SLC19A3","80704"
"220737_at","RPS6KA6","27330"
"220738_s_at","RPS6KA6","27330"
"220739_s_at","CNNM3","26505"
"220740_s_at","SLC12A6","9990"
"220741_s_at","PPA2 ","140691 "
"220742_s_at","NGLY1","55768"
"220743_at",NA,NA
"220744_s_at","IFT122","55764"
"220745_at","IL19","29949"
"220746_s_at","UIMC1","51720"
"220747_at","HSPC072","29075"
"220748_s_at","ZNF580","51157"
"220749_at","C10orf68","79741"
"220750_s_at","LEPRE1","64175"
"220751_s_at","C5orf4","10826"
"220752_at","LOC51145","51145"
"220753_s_at","CRYL1","51084"
"220754_at","ARMC9","80210"
"220755_s_at","C6orf48","50854"
"220756_s_at","GPR172B","55065"
"220757_s_at","UBXD1","80700"
"220758_s_at","ROBO4","54538"
"220759_at","FAM12B","64184"
"220760_x_at","ZNF665","79788"
"220761_s_at","TAOK3","51347"
"220762_s_at","GNB1L","54584"
"220763_at","HSPA12A","259217"
"220764_at","PPP4R2","151987"
"220765_s_at","LIMS2","55679"
"220766_at","BTG4","54766"
"220767_at",NA,NA
"220768_s_at","CSNK1G3","1456"
"220769_s_at","WDR78","79819"
"220770_s_at","LOC63920","63920"
"220771_at","LOC51152","51152"
"220772_at","BPESC1","60467"
"220773_s_at","GPHN","10243"
"220774_at","DYM","54808"
"220775_s_at","UEVLD","55293"
"220776_at","KCNJ14","3770"
"220777_at","KIF13A","63971"
"220778_x_at","SEMA6B","10501"
"220779_at","PADI3","51702"
"220780_at","PLA2G3","50487"
"220781_at","DEC1","50514"
"220782_x_at","KLK12","43849"
"220783_at","MMP27","64066"
"220784_s_at","UTS2","10911"
"220785_at","UTS2","10911"
"220786_s_at","SLC38A4","55089"
"220787_at",NA,NA
"220788_s_at","RNF31","55072"
"220789_s_at","TBRG4","9238"
"220790_s_at","MS4A5","64232"
"220791_x_at","SCN11A","11280"
"220792_at","PRDM5","11107"
"220793_at","SAGE1","55511"
"220794_at","GREM2","64388"
"220795_s_at","KIAA1446","57596"
"220796_x_at","SLC35E1","79939"
"220797_at","METT10D","79066"
"220798_x_at","PRG2","79948"
"220799_at","GCM2","9247"
"220800_s_at","TMOD3","29766"
"220801_s_at","HAO2","51179"
"220802_at","KCNH4","23415"
"220803_at","STAMBPL1","57559"
"220804_s_at","TP73","7161"
"220805_at","HRH2","3274"
"220806_x_at","GNG13","51764"
"220807_at","HBQ1","3049"
"220808_at","THEG","51298"
"220809_at","FLJ14327","79972"
"220810_at","CLCA3","9629"
"220811_at","PRG3","10394"
"220812_s_at","HHLA2","11148"
"220813_at","CYSLTR2","57105"
"220814_at",NA,NA
"220815_at","CTNNA3","29119"
"220816_at","EDG7","23566"
"220817_at","TRPC4","7223"
"220818_s_at","TRPC4","7223"
"220819_at","FRMD1","79981"
"220820_at",NA,NA
"220821_at","GALR1","2587"
"220822_at",NA,NA
"220823_at","LOC729164","729164"
"220824_at",NA,NA
"220825_s_at","KIRREL","55243"
"220826_at","C21orf77","55264"
"220827_at","CACNA1C","775"
"220828_s_at","FLJ11292","55338"
"220829_s_at","B3GALT1","8708"
"220830_at","IMPG2","50939"
"220831_at","GCNT4","51301"
"220832_at","TLR8","51311"
"220833_at",NA,NA
"220834_at","MS4A12","54860"
"220835_s_at","ZNF407","55628"
"220836_at","ZNF407","55628"
"220837_at",NA,NA
"220838_at","FLJ20433","54932"
"220839_at","METTL5","29081"
"220840_s_at","C1orf112","55732"
"220841_s_at","AHI1","54806"
"220842_at","AHI1","54806"
"220843_s_at","WDSOF1","25879"
"220844_at","TCEB3B","51224"
"220845_at","ACOXL","55289"
"220846_s_at","PRKCZ","5590"
"220847_x_at","ZNF221","7638"
"220848_x_at","OBP2A","29991"
"220849_at","FLJ22659","79999"
"220850_at","MORC1","27136"
"220851_at",NA,NA
"220852_at","PRO1768","29018"
"220853_at","GTDC1","79712"
"220854_at",NA,NA
"220855_at","CLTC","1213"
"220856_x_at",NA,NA
"220857_at",NA,NA
"220858_at","SORBS2","8470"
"220859_at",NA,NA
"220860_at","PURG","29942"
"220861_at",NA,NA
"220862_s_at","USP22","23326"
"220863_at","MIP","4284"
"220864_s_at","NDUFA13","51079"
"220865_s_at","PDSS1","23590"
"220866_at","ADAMTS6","11174"
"220867_s_at","SLC24A2","25769"
"220868_s_at","SLC7A10","56301"
"220869_at","UBE1L2","55236"
"220870_at",NA,NA
"220871_at",NA,NA
"220872_at","PRO2964","55415"
"220873_at",NA,NA
"220874_at",NA,NA
"220875_at",NA,NA
"220876_at",NA,NA
"220877_at",NA,NA
"220878_at",NA,NA
"220879_at",NA,NA
"220880_at",NA,NA
"220881_at",NA,NA
"220882_at",NA,NA
"220883_at","PRO2012","55478"
"220884_at",NA,NA
"220885_s_at","CENPJ","55835"
"220886_at","GABRQ","55879"
"220887_at","C14orf162","56936"
"220888_s_at","C20orf32","57091"
"220889_s_at","CA10","56934"
"220890_s_at","DDX47","51202"
"220891_at","C4orf23","152992"
"220892_s_at","PSAT1","29968"
"220893_at","LOC57399","57399"
"220894_x_at","PRDM12","59335"
"220895_at","USP29","57663"
"220896_at","FBXL18","80028"
"220897_at",NA,NA
"220898_at",NA,NA
"220899_at",NA,NA
"220900_at","FLJ12078","80042"
"220901_at","GPR157","80045"
"220902_at","FLJ12616","196707"
"220903_at","GFM1","85476"
"220904_at","C6orf208","80069"
"220905_at",NA,NA
"220906_at",NA,NA
"220907_at","GPR110","266977"
"220908_at","CCDC33","80125"
"220909_at","TRIM46","80128"
"220910_at","FRAS1","80144"
"220911_s_at","KIAA1305","57523"
"220912_at","FLJ11827","80163"
"220913_at",NA,NA
"220914_at","LOC442367","442367"
"220915_s_at","LOC442367","442367"
"220916_at","FLJ13310","80188"
"220917_s_at","WDR19","57728"
"220918_at","C21orf96","80215"
"220919_s_at","C10orf79","80217"
"220920_at","ATP10B","23120"
"220921_at","SPANXB2 ","64694 "
"220922_s_at","SPANXA1 ","30014 "
"220923_s_at","PNMA3","29944"
"220924_s_at","SLC38A2","54407"
"220925_at","MAK10","60560"
"220926_s_at","EDEM3","80267"
"220927_s_at","HPSE2","60495"
"220928_s_at","PRDM16","63976"
"220929_at","GALNT8","26290"
"220930_s_at","MGC5590","79024"
"220931_at","MGC5590","79024"
"220932_at",NA,NA
"220933_s_at","ZCCHC6","79670"
"220934_s_at","MGC3196","79064"
"220935_s_at","CDK5RAP2","55755"
"220936_s_at","H2AFJ","55766"
"220937_s_at","ST6GALNAC4","27090"
"220938_s_at","GMEB1","10691"
"220939_s_at","DPP8","54878"
"220940_at","KIAA1641","57730"
"220941_s_at","C21orf91","54149"
"220942_x_at","C3orf28","26355"
"220943_s_at","PRO1853","55471"
"220944_at","PGLYRP4","57115"
"220945_x_at","MANSC1","54682"
"220946_s_at","SETD2","29072"
"220947_s_at","TBC1D10B","26000"
"220948_s_at","ATP1A1","476"
"220949_s_at","C7orf49","78996"
"220950_s_at","FLJ10081","55683"
"220951_s_at","ACF","29974"
"220952_s_at","PLEKHA5","54477"
"220953_s_at","MTMR12","54545"
"220954_s_at","PILRB","29990"
"220955_x_at","RAB23","51715"
"220956_s_at","EGLN2","112398"
"220957_at","CTAGE1","64693"
"220958_at","ULK4","54986"
"220959_s_at","OBP2B ","29989 "
"220960_x_at","RPL22","6146"
"220961_s_at","TBRG4","9238"
"220962_s_at","PADI1","29943"
"220963_s_at","C1orf89","79363"
"220964_s_at","RAB1B","81876"
"220965_s_at","RSHL1","81492"
"220966_x_at","ARPC5L","81873"
"220967_s_at","ZNF696","79943"
"220968_s_at","TSPAN9","10867"
"220969_s_at",NA,NA
"220970_s_at","KRTAP2-4 ","644350 "
"220971_at","IL25","64806"
"220972_s_at","KRTAP9-9 ","81870 "
"220973_s_at","SHARPIN","81858"
"220974_x_at","SFXN3","81855"
"220975_s_at","C1QTNF1","114897"
"220976_s_at","KRTAP1-1 ","728946 "
"220977_x_at","EPB41L5","57669"
"220978_at","KRTAP1-3 ","728951 "
"220979_s_at","ST6GALNAC5","81849"
"220980_s_at","ADPGK","83440"
"220981_x_at","NXF2","56001"
"220982_s_at","SPACA1","81833"
"220983_s_at","SPRY4","81848"
"220984_s_at","SLCO5A1","81796"
"220985_s_at","RNF170","81790"
"220986_s_at","TIGD6","81789"
"220987_s_at","C11orf17 ","56672 "
"220988_s_at","C1QTNF3","114899"
"220989_s_at","AMN","81693"
"220990_s_at","TMEM49 ","406991 "
"220991_s_at","RNF32","140545"
"220992_s_at","C1orf25","81627"
"220993_s_at","GPR63","81491"
"220994_s_at","STXBP6","29091"
"220995_at","STXBP6","29091"
"220996_s_at","C1orf14","81626"
"220997_s_at","DIAPH3","81624"
"220998_s_at","UNC93B1","81622"
"220999_s_at","CYFIP2","26999"
"221000_s_at","KAZALD1","81621"
"221001_at","C15orf49","63969"
"221002_s_at","TSPAN14","81619"
"221003_s_at","CAB39L","81617"
"221004_s_at","ITM2C","81618"
"221005_s_at","PTDSS2","81490"
"221006_s_at","SNX27","81609"
"221007_s_at","FIP1L1","81608"
"221008_s_at","AGXT2L1","64850"
"221009_s_at","ANGPTL4","51129"
"221010_s_at","SIRT5","23408"
"221011_s_at","LBH","81606"
"221012_s_at","TRIM8","81603"
"221013_s_at","APOL2","23780"
"221014_s_at","RAB33B","83452"
"221015_s_at","CDADC1","81602"
"221016_s_at","TCF7L1","83439"
"221017_s_at","LRRC3","81543"
"221018_s_at","TDRD1","56165"
"221019_s_at","COLEC12","81035"
"221020_s_at","SLC25A32","81034"
"221021_s_at","CTNNBL1","56259"
"221022_s_at","PMFBP1","83449"
"221023_s_at","KCNH6","81033"
"221024_s_at","SLC2A10","81031"
"221025_x_at","PUS7L","83448"
"221026_s_at","SCRT1 ","727748 "
"221027_s_at","PLA2G12A","81579"
"221028_s_at","GFOD2","81577"
"221029_s_at","WNT5B","81029"
"221030_s_at","ARHGAP24","83478"
"221031_s_at","APOLD1","81575"
"221032_s_at","TMPRSS5","80975"
"221033_s_at","RNF17","56163"
"221034_s_at","TEX13B","56156"
"221035_s_at","TEX14","56155"
"221036_s_at","APH1B","83464"
"221037_s_at","SLC25A31","83447"
"221038_at",NA,NA
"221039_s_at","DDEF1","50807"
"221040_at","CAPN10","11132"
"221041_s_at","SLC17A5","26503"
"221042_s_at","CLMN","79789"
"221043_at",NA,NA
"221044_s_at","TRIM34 ","445372 "
"221045_s_at","PER3","8863"
"221046_s_at","GTPBP8","29083"
"221047_s_at","MARK1","4139"
"221048_x_at","C17orf80","55028"
"221049_s_at","POLL","27343"
"221050_s_at","GTPBP2","54676"
"221051_s_at","ITGB1BP3","27231"
"221052_at","TDRKH","11022"
"221053_s_at","TDRKH","11022"
"221054_s_at","TCL6","27004"
"221056_x_at","EPS15L1","58513"
"221057_at","SPATA1","64173"
"221058_s_at","CKLF","51192"
"221059_s_at","COTL1","23406"
"221060_s_at","TLR4","7099"
"221061_at","PKD2L1","9033"
"221062_at","HS3ST3B1","9953"
"221063_x_at","RNF123","63891"
"221064_s_at","C16orf28","65259"
"221065_s_at","CHST8","64377"
"221066_at","RXFP3","51289"
"221067_s_at","C12orf39","80763"
"221068_at","ANKRD25","25959"
"221069_s_at","CCDC44","51204"
"221070_s_at","KIAA1967","57805"
"221071_at",NA,NA
"221072_at","C9orf31","57000"
"221073_s_at","NOD1","10392"
"221074_at","NCR2","9436"
"221075_s_at","NCR2","9436"
"221076_at",NA,NA
"221077_at","ARMC4","55130"
"221078_s_at","KIAA1212","55704"
"221079_s_at","METTL2B ","339175 "
"221080_s_at","DENND1C","79958"
"221081_s_at","DENND2D","79961"
"221082_s_at","NDRG3","57446"
"221083_at","KCNQ4","9132"
"221084_at","HTR3B","9177"
"221085_at","TNFSF15","9966"
"221086_s_at","FEZF2","55079"
"221087_s_at","APOL3","80833"
"221088_s_at","PPP1R9A","55607"
"221089_at","NOX3","50508"
"221090_s_at","OGFOD1","55239"
"221091_at","INSL5","10022"
"221092_at","IKZF3","22806"
"221093_at","BP75","23629"
"221094_s_at","ELP3","55140"
"221095_s_at","KCNE2","9992"
"221096_s_at","TMCO6","55374"
"221097_s_at","KCNMB2","10242"
"221098_x_at","UTP14A","10813"
"221099_at",NA,NA
"221100_at","C6orf15","29113"
"221101_at","C14orf113","54792"
"221102_s_at","TRPM6","140803"
"221103_s_at","WDR52","55779"
"221104_s_at","NIPSNAP3B","55335"
"221105_at",NA,NA
"221106_at","SLC22A17","51310"
"221107_at","CHRNA9","55584"
"221108_at","LOC51233","51233"
"221109_at",NA,NA
"221110_x_at","PDE11A","50940"
"221111_at","IL26","55801"
"221112_at","IL1RAPL2","26280"
"221113_s_at","WNT16","51384"
"221114_at","AMBN","258"
"221115_s_at","LENEP","55891"
"221116_at",NA,NA
"221117_at",NA,NA
"221118_at","PKD2L2","27039"
"221119_at","FLJ20184","54848"
"221120_at",NA,NA
"221121_at","CXorf48","54967"
"221122_at","HRASLS2","54979"
"221123_x_at","ZNF395","55893"
"221124_s_at","VSX1","30813"
"221125_s_at","KCNMB3","27094"
"221126_at","RIG","10530"
"221127_s_at","RIG","10530"
"221128_at","ADAM19","8728"
"221129_at","APR-2","23591"
"221130_s_at","UNC13B","10497"
"221131_at","A4GNT","51146"
"221132_at","CLDN18","51208"
"221133_s_at","CLDN18","51208"
"221134_at","ANGPT4","51378"
"221135_s_at","ASTE1","28990"
"221136_at","GDF2","2658"
"221137_at",NA,NA
"221138_s_at",NA,NA
"221139_s_at","CSAD","51380"
"221140_s_at","GPR132","29933"
"221141_x_at","EPN1","29924"
"221142_s_at","PECR","55825"
"221143_at","RPA4","29935"
"221144_at",NA,NA
"221145_at",NA,NA
"221146_at",NA,NA
"221147_x_at","WWOX","51741"
"221148_at",NA,NA
"221149_at","GPR77","27202"
"221150_at","MEPE","56955"
"221151_at","PRDM9","56979"
"221152_at","COL8A1","1295"
"221153_s_at",NA,NA
"221154_at","TRIM49 ","283116 "
"221155_x_at",NA,NA
"221156_x_at","CCPG1","9236"
"221157_s_at","FBXO24","26261"
"221158_at","C21orf66","94104"
"221159_at",NA,NA
"221160_s_at","CABP3 ","51476 "
"221161_at","ASCL3","56676"
"221162_at","HHLA1","10086"
"221163_s_at","MLXIPL","51085"
"221164_x_at","CHST5","23563"
"221165_s_at","IL22","50616"
"221166_at","FGF23","8074"
"221167_s_at","CCDC70","83446"
"221168_at","PRDM13","59336"
"221169_s_at","HRH4","59340"
"221170_at","HRH4","59340"
"221171_at","RP4-692D3.1","728621"
"221172_at","FLJ21075","80099"
"221173_at","USH1C","10083"
"221174_at",NA,NA
"221175_at","C3orf36","80111"
"221176_x_at","WBSCR23","80112"
"221177_at","MIA2","117153"
"221178_at","BAIAP2L2","80115"
"221179_at",NA,NA
"221180_at","YSK4","80122"
"221181_at","LOC642452 ","642452 "
"221182_at","C1orf129","80133"
"221183_at",NA,NA
"221184_at",NA,NA
"221185_s_at","IQCG","84223"
"221186_at",NA,NA
"221187_s_at","FUZ","80199"
"221188_s_at","CIDEB","27141"
"221189_s_at","TARSL1","80222"
"221190_s_at","C18orf8","29919"
"221191_at","DKFZP434A0131","54441"
"221192_x_at","ET","79157"
"221193_s_at","ZCCHC10","54819"
"221194_s_at","LOC51136","51136"
"221195_at","LOC51136","51136"
"221196_x_at","BRCC3","79184"
"221197_s_at","CHAT","1103"
"221198_at","SCT","6343"
"221199_at","GFRA4","64096"
"221200_at",NA,NA
"221201_s_at","ZNF155","7711"
"221202_at","LOC728999 ","728999 "
"221203_s_at","YEATS2","55689"
"221204_s_at","CRTAC1","55118"
"221205_at",NA,NA
"221206_at","PMS2","5395"
"221207_s_at","NBEA","26960"
"221208_s_at","C11orf61","79684"
"221209_s_at","OTOR","56914"
"221210_s_at","NPL","80896"
"221211_s_at","C21orf7","56911"
"221212_x_at","PB1","55193"
"221213_s_at","SUHW4","54816"
"221214_s_at","NELF","26012"
"221215_s_at","RIPK4","54101"
"221216_s_at","SCMH1","22955"
"221217_s_at","A2BP1","54715"
"221218_s_at","TPK1","27010"
"221219_s_at","KLHDC4","54758"
"221220_s_at","SCYL2","55681"
"221221_s_at","KLHL3","26249"
"221222_s_at","C1orf56","54964"
"221223_x_at","CISH","1154"
"221224_s_at","DCAKD","79877"
"221225_at","DCAKD","79877"
"221226_s_at","ACCN4","55515"
"221227_x_at","COQ3","51805"
"221228_s_at",NA,NA
"221229_s_at","FLJ20628","55006"
"221230_s_at","ARID4B","51742"
"221231_s_at","C14orf102","55051"
"221232_s_at","ANKRD2","26287"
"221233_s_at","KIAA1411","57579"
"221234_s_at","BACH2","60468"
"221235_s_at","LOC644617","644617"
"221236_s_at","STMN4","81551"
"221237_s_at","OSBP2","23762"
"221238_at","NSBP1","79366"
"221239_s_at","FCRL2","79368"
"221240_s_at","B3GNT4","79369"
"221241_s_at","BCL2L14","79370"
"221242_at",NA,NA
"221243_s_at",NA,NA
"221244_s_at",NA,NA
"221245_s_at","FZD5","7855"
"221246_x_at","TNS1","7145"
"221247_s_at","WBSCR16","81554"
"221248_s_at","WHSC1L1","54904"
"221249_s_at","FAM117A","81558"
"221250_s_at","MXD3","83463"
"221251_x_at","ZNHIT4","83444"
"221252_s_at","GSG1","83445"
"221253_s_at","TXNDC5","81567"
"221254_s_at","PITPNM3","83394"
"221255_s_at","TMEM93","83460"
"221256_s_at","HDHD3","81932"
"221257_x_at","FBXO38","81545"
"221258_s_at","KIF18A","81930"
"221259_s_at","TEX11","56159"
"221260_s_at","C12orf22","81566"
"221261_x_at","MAGED4","81557"
"221262_s_at","SLC2A11","66035"
"221263_s_at","SF3B5","83443"
"221264_s_at","TARDBP","23435"
"221265_s_at","C15orf44","81556"
"221266_s_at","TM7SF4","81501"
"221267_s_at","FAM108A1","81926"
"221268_s_at","SGPP1","81537"
"221269_s_at","SH3BGRL3","83442"
"221270_s_at","QTRT1","81890"
"221271_at","IL21","59067"
"221272_s_at","C1orf21","81563"
"221273_s_at","LOC727800","727800"
"221274_s_at","LMAN2L","81562"
"221275_s_at",NA,NA
"221276_s_at","SYNC1","81493"
"221277_s_at","PUS3","83480"
"221278_at","HOXB8","3218"
"221279_at","GDAP1","54332"
"221280_s_at","PARD3","56288"
"221281_at","SRC","6714"
"221282_x_at","RUNX2","860"
"221283_at","RUNX2","860"
"221284_s_at","SRC","6714"
"221285_at","ST8SIA2","8128"
"221286_s_at","MGC29506","51237"
"221287_at","RNASEL","6041"
"221288_at","GPR22","2845"
"221289_at","DLX6","1750"
"221290_s_at","MUM1","84939"
"221291_at","ULBP2","80328"
"221292_at","PTCH2","8643"
"221293_s_at","DEF6","50619"
"221294_at","GPR21","2844"
"221295_at","CIDEA ","1149 "
"221296_at","TECTA","7007"
"221297_at","GPRC5D","55507"
"221298_s_at","SLC22A8","9376"
"221299_at","GPR173","54328"
"221300_at","C15orf2","23742"
"221301_at","C6orf27","80737"
"221302_at","KLF15","28999"
"221303_at","PCDHB1","29930"
"221304_at","UGT1A10","54575"
"221305_s_at","UGT1A8 ","54576 "
"221306_at","GPR27","2850"
"221307_at","KCNIP1","30820"
"221308_at","FRS2","10818"
"221309_at","RBM17","84991"
"221310_at","FGF14","2259"
"221311_x_at","LYRM2","57226"
"221312_at","GLP2R","9340"
"221313_at","GPR52","9293"
"221314_at","GDF9","2661"
"221315_s_at","FGF22","27006"
"221316_at","C19orf15","57828"
"221317_x_at","PCDHB6","56130"
"221318_at","NEUROD4","58158"
"221319_at","PCDHB8","56128"
"221320_at","BCL2L10","10017"
"221321_s_at","KCNIP2","30819"
"221322_at","NPVF","64111"
"221323_at","ULBP1","80329"
"221324_at","TAS2R1","50834"
"221325_at","KCNK13","56659"
"221326_s_at","TUBD1","51174"
"221327_s_at","OPN1MW ","2652 "
"221328_at","CLDN17","26285"
"221329_at","OR52A1","23538"
"221330_at","CHRM2","1129"
"221331_x_at","CTLA4","1493"
"221332_at","BMP15","9210"
"221333_at","FOXP3","50943"
"221334_s_at","FOXP3","50943"
"221335_x_at","FLJ12886","56006"
"221336_at","ATOH1","474"
"221337_s_at","ADAM29","11086"
"221338_at","LY6G6E","79136"
"221339_at","OR10C1","442194"
"221340_at","CDX4","1046"
"221341_s_at","OR1D4 ","8385 "
"221342_at","C6orf25","80739"
"221343_at","OR11A1","26531"
"221344_at","OR12D2","26529"
"221345_at","FFAR2","2867"
"221346_at","OR10J1","26476"
"221347_at","CHRM5","1133"
"221348_at","NPPC","4880"
"221349_at","VPREB1","7441"
"221350_at","HOXC8","3224"
"221351_at","HTR1A","3350"
"221352_at","HUMBINDC","29892"
"221353_at","OR3A1","4994"
"221354_s_at","MCHR1","2847"
"221355_at","CHRNG","1146"
"221356_x_at","P2RX2","22953"
"221357_at","CHRM4","1132"
"221358_at","NPBWR2","2832"
"221359_at","GDNF","2668"
"221360_s_at","GHSR","2693"
"221361_at","OMP","4975"
"221362_at","HTR5A","3361"
"221363_x_at","GPR25","2848"
"221364_at","GRID2","2895"
"221365_at","MLNR","2862"
"221366_at","NKX6-1","4825"
"221367_at","MOS","4342"
"221368_at","NEU2","4759"
"221369_at","MTNR1A","4543"
"221370_at","LOC649115","649115"
"221371_at","TNFSF18","8995"
"221372_s_at","P2RX2","22953"
"221373_x_at","PSPN","5623"
"221374_at","FGF16","8823"
"221375_at","OR1G1","8390"
"221376_at","FGF17","8822"
"221377_s_at","RBPSUHL","11317"
"221378_at","CER1","9350"
"221379_at",NA,NA
"221380_at","HHCM","10639"
"221381_s_at","MORF4L1 ","10933 "
"221382_at",NA,NA
"221383_at","NMUR1","10316"
"221384_at","UCP1","7350"
"221385_s_at","FFAR3 ","2865 "
"221386_at","OR3A2","4995"
"221387_at","NPFFR1","64106"
"221388_at","OR1A1","8383"
"221389_at","PLA2G2E","30814"
"221390_s_at","MTMR8","55613"
"221391_at","TAS2R14","50840"
"221392_at","TAS2R4","50832"
"221393_at","TAAR3","9288"
"221394_at","TAAR2","9287"
"221395_at","TAS2R13","50838"
"221396_at","TAS2R7","50837"
"221397_at","TAS2R10","50839"
"221398_at","TAS2R8","50836"
"221399_at","EDA2R","60401"
"221400_at","MYO3A","53904"
"221401_at","CACNG5","27091"
"221402_at","OR1F1","4992"
