	TCGA-3M-AB46-01A-11D-A411-05	TCGA-3M-AB47-01A-22D-A411-05	TCGA-B7-5816-01A-21D-1601-05	TCGA-B7-5818-01A-11D-1601-05	TCGA-B7-A5TI-01A-11D-A31M-05	TCGA-B7-A5TJ-01A-11D-A31M-05	TCGA-B7-A5TK-01A-12D-A31M-05	TCGA-B7-A5TN-01A-21D-A31M-05	TCGA-BR-6452-01A-12D-1801-05	TCGA-BR-6452-11A-01D-1801-05	TCGA-BR-6453-01A-11D-1801-05	TCGA-BR-6454-01A-11D-1801-05	TCGA-BR-6455-01A-11D-1801-05	TCGA-BR-6456-01A-11D-1801-05	TCGA-BR-6457-01A-21D-1801-05	TCGA-BR-6458-01A-11D-1801-05	TCGA-BR-6563-01A-13D-2054-05	TCGA-BR-6564-01A-12D-1883-05	TCGA-BR-6565-01A-11D-1801-05	TCGA-BR-6566-01A-11D-1801-05	TCGA-BR-6566-11A-01D-1801-05	TCGA-BR-6705-01A-12D-1883-05	TCGA-BR-6706-01A-11D-1883-05	TCGA-BR-6707-01A-11D-1883-05	TCGA-BR-6709-01A-11D-1883-05	TCGA-BR-6710-01A-11D-1883-05	TCGA-BR-6801-01A-11D-1883-05	TCGA-BR-6802-01A-11D-1883-05	TCGA-BR-6803-01A-11D-1883-05	TCGA-BR-6852-01A-11D-1883-05	TCGA-BR-7196-01A-11D-2054-05	TCGA-BR-7197-01A-11D-2202-05	TCGA-BR-7703-01A-11D-2054-05	TCGA-BR-7704-01A-11D-2054-05	TCGA-BR-7707-01A-11D-2054-05	TCGA-BR-7715-01A-11D-2054-05	TCGA-BR-7716-01A-21D-2054-05	TCGA-BR-7717-01A-11D-2054-05	TCGA-BR-7722-01A-31D-2202-05	TCGA-BR-7723-01A-11D-2054-05	TCGA-BR-7851-01A-11D-2202-05	TCGA-BR-7901-01A-11D-2202-05	TCGA-BR-7957-01A-11D-2202-05	TCGA-BR-7958-01A-21D-2342-05	TCGA-BR-7959-01A-11D-2342-05	TCGA-BR-8058-01A-31D-2342-05	TCGA-BR-8059-01A-11D-2342-05	TCGA-BR-8060-01A-11D-2342-05	TCGA-BR-8077-01A-11D-2342-05	TCGA-BR-8078-01A-11D-2342-05	TCGA-BR-8080-01A-11D-2342-05	TCGA-BR-8081-01A-11D-2342-05	TCGA-BR-8284-01A-11D-2342-05	TCGA-BR-8285-01A-11D-2342-05	TCGA-BR-8286-01A-12D-2342-05	TCGA-BR-8289-01A-11D-2342-05	TCGA-BR-8291-01A-11D-2342-05	TCGA-BR-8295-01A-11D-2342-05	TCGA-BR-8296-01A-11D-2342-05	TCGA-BR-8297-01A-12D-2342-05	TCGA-BR-8360-01A-11D-2342-05	TCGA-BR-8361-01A-11D-2342-05	TCGA-BR-8362-01A-11D-2342-05	TCGA-BR-8363-01A-11D-2342-05	TCGA-BR-8364-01A-11D-2342-05	TCGA-BR-8365-01A-21D-2342-05	TCGA-BR-8366-01A-11D-2342-05	TCGA-BR-8367-01A-11D-2342-05	TCGA-BR-8368-01A-11D-2342-05	TCGA-BR-8369-01A-11D-2342-05	TCGA-BR-8370-01A-11D-2342-05	TCGA-BR-8371-01A-11D-2342-05	TCGA-BR-8372-01A-11D-2342-05	TCGA-BR-8373-01A-11D-2342-05	TCGA-BR-8380-01A-11D-2342-05	TCGA-BR-8381-01A-11D-2398-05	TCGA-BR-8382-01A-11D-2398-05	TCGA-BR-8384-01A-21D-2398-05	TCGA-BR-8483-01A-31D-2398-05	TCGA-BR-8484-01A-11D-2398-05	TCGA-BR-8485-01A-11D-2398-05	TCGA-BR-8486-01A-31D-2398-05	TCGA-BR-8487-01A-11D-2398-05	TCGA-BR-8588-01A-11D-2398-05	TCGA-BR-8589-01A-11D-2398-05	TCGA-BR-8590-01A-11D-2398-05	TCGA-BR-8591-01A-11D-2398-05	TCGA-BR-8592-01A-11D-2398-05	TCGA-BR-8676-01A-11D-2398-05	TCGA-BR-8677-01A-11D-2398-05	TCGA-BR-8678-01A-11D-2398-05	TCGA-BR-8679-01A-11D-2398-05	TCGA-BR-8680-01A-11D-2398-05	TCGA-BR-8682-01A-11D-2398-05	TCGA-BR-8683-01A-11D-2398-05	TCGA-BR-8686-01A-11D-2398-05	TCGA-BR-8687-01A-11D-2398-05	TCGA-BR-8690-01A-11D-2398-05	TCGA-BR-A44T-01A-32D-A24I-05	TCGA-BR-A44U-01A-11D-A24I-05	TCGA-BR-A452-01A-91D-A254-05	TCGA-BR-A453-01A-11D-A24I-05	TCGA-BR-A4CQ-01A-12D-A254-05	TCGA-BR-A4CR-01A-11D-A24I-05	TCGA-BR-A4CS-01A-11D-A24I-05	TCGA-BR-A4IU-01A-22D-A254-05	TCGA-BR-A4IV-01A-31D-A254-05	TCGA-BR-A4IY-01A-11D-A254-05	TCGA-BR-A4IZ-01A-32D-A254-05	TCGA-BR-A4J1-01A-11D-A254-05	TCGA-BR-A4J2-01A-21D-A254-05	TCGA-BR-A4J4-01A-12D-A254-05	TCGA-BR-A4J5-01A-21D-A254-05	TCGA-BR-A4J6-01A-11D-A254-05	TCGA-BR-A4J7-01A-31D-A254-05	TCGA-BR-A4J8-01A-11D-A254-05	TCGA-BR-A4J9-01A-12D-A254-05	TCGA-BR-A4PD-01A-11D-A254-05	TCGA-BR-A4PE-01A-31D-A254-05	TCGA-BR-A4PF-01A-11D-A254-05	TCGA-BR-A4QI-01A-12D-A254-05	TCGA-BR-A4QL-01A-31D-A254-05	TCGA-BR-A4QM-01A-12D-A254-05	TCGA-CD-5798-01A-11D-1601-05	TCGA-CD-5799-01A-11D-1601-05	TCGA-CD-5800-01A-11D-1601-05	TCGA-CD-5801-01A-11D-1601-05	TCGA-CD-5802-01A-11D-1601-05	TCGA-CD-5803-01A-11D-1601-05	TCGA-CD-5804-01A-12D-2054-05	TCGA-CD-5813-01A-11D-1601-05	TCGA-CD-8524-01A-11D-2342-05	TCGA-CD-8525-01A-11D-2342-05	TCGA-CD-8526-01A-11D-2342-05	TCGA-CD-8527-01A-11D-2342-05	TCGA-CD-8528-01A-11D-2342-05	TCGA-CD-8529-01A-11D-2342-05	TCGA-CD-8530-01A-11D-2342-05	TCGA-CD-8531-01A-11D-2342-05	TCGA-CD-8532-01A-11D-2342-05	TCGA-CD-8533-01A-11D-2342-05	TCGA-CD-8534-01A-11D-2342-05	TCGA-CD-8535-01A-11D-2342-05	TCGA-CD-8536-01A-11D-2342-05	TCGA-CD-A486-01A-11D-A24I-05	TCGA-CD-A487-01A-21D-A24I-05	TCGA-CD-A489-01A-11D-A24I-05	TCGA-CD-A48A-01A-12D-A24I-05	TCGA-CD-A48C-01A-11D-A24I-05	TCGA-CD-A4MG-01A-11D-A254-05	TCGA-CD-A4MH-01A-11D-A254-05	TCGA-CD-A4MI-01A-21D-A254-05	TCGA-CD-A4MJ-01A-11D-A254-05	TCGA-CG-4437-01A-01D-1801-05	TCGA-CG-4441-01A-01D-1801-05	TCGA-CG-5717-01A-11D-1601-05	TCGA-CG-5718-01A-11D-1601-05	TCGA-CG-5719-01A-11D-1601-05	TCGA-CG-5720-01A-11D-1601-05	TCGA-CG-5721-01A-11D-1601-05	TCGA-CG-5722-01A-21D-1601-05	TCGA-CG-5723-01A-11D-1601-05	TCGA-CG-5724-01A-11D-1601-05	TCGA-CG-5725-01A-11D-1601-05	TCGA-CG-5726-01A-11D-1601-05	TCGA-CG-5727-01A-11D-1601-05	TCGA-CG-5728-01A-11D-1601-05	TCGA-CG-5730-01A-11D-1601-05	TCGA-CG-5732-01A-11D-1601-05	TCGA-CG-5733-01A-11D-1601-05	TCGA-CG-5734-01A-11D-1601-05	TCGA-D7-5577-01A-01D-1601-05	TCGA-D7-5578-01A-01D-1601-05	TCGA-D7-5579-01A-01D-1601-05	TCGA-D7-6518-01A-11D-1801-05	TCGA-D7-6519-01A-11D-1801-05	TCGA-D7-6520-01A-11D-1801-05	TCGA-D7-6521-01A-11D-1801-05	TCGA-D7-6522-01A-11D-1801-05	TCGA-D7-6524-01A-11D-1801-05	TCGA-D7-6525-01A-11D-1801-05	TCGA-D7-6526-01A-11D-1801-05	TCGA-D7-6527-01A-11D-1801-05	TCGA-D7-6528-01A-11D-1801-05	TCGA-D7-6815-01A-11D-1883-05	TCGA-D7-6817-01A-11D-1883-05	TCGA-D7-6818-01A-11D-1883-05	TCGA-D7-6820-01A-11D-1883-05	TCGA-D7-6822-01A-11D-1883-05	TCGA-D7-8570-01A-11D-2342-05	TCGA-D7-8572-01A-11D-2342-05	TCGA-D7-8573-01A-11D-2342-05	TCGA-D7-8574-01A-13D-2342-05	TCGA-D7-8575-01A-11D-2342-05	TCGA-D7-8576-01A-11D-2342-05	TCGA-D7-8578-01A-21D-2342-05	TCGA-D7-8579-01A-11D-2342-05	TCGA-D7-A4YT-01A-11D-A254-05	TCGA-D7-A4YU-01A-21D-A254-05	TCGA-D7-A4YV-01A-11D-A254-05	TCGA-D7-A4YX-01A-11D-A254-05	TCGA-D7-A4YY-01A-11D-A254-05	TCGA-D7-A4Z0-01A-22D-A254-05	TCGA-D7-A6ET-01A-32D-A32S-05	TCGA-D7-A6EV-01A-11D-A31M-05	TCGA-D7-A6EX-01A-11D-A31M-05	TCGA-D7-A6EY-01A-21D-A31M-05	TCGA-D7-A6EZ-01A-11D-A31M-05	TCGA-D7-A6F0-01A-11D-A31M-05	TCGA-D7-A6F2-01A-12D-A31M-05	TCGA-D7-A747-01A-22D-A33U-05	TCGA-D7-A748-01A-12D-A32S-05	TCGA-D7-A74A-01A-11D-A32S-05	TCGA-D7-A74B-01A-12D-A33U-05	TCGA-EQ-5647-01A-01D-1601-05	TCGA-EQ-8122-01A-11D-2342-05	TCGA-EQ-A4SO-01A-11D-A254-05	TCGA-F1-6177-01A-11D-1801-05	TCGA-F1-6874-01A-11D-1883-05	TCGA-F1-6875-01A-11D-2054-05	TCGA-F1-A448-01A-11D-A24I-05	TCGA-F1-A72C-01A-21D-A33U-05	TCGA-FP-7735-01A-11D-2054-05	TCGA-FP-7829-01A-11D-2054-05	TCGA-FP-7916-01A-11D-2202-05	TCGA-FP-7998-01A-11D-2202-05	TCGA-FP-8099-01A-11D-2342-05	TCGA-FP-8209-01A-11D-2342-05	TCGA-FP-8210-01A-11D-2342-05	TCGA-FP-8211-01A-11D-2342-05	TCGA-FP-8631-01A-11D-2398-05	TCGA-FP-A4BE-01A-12D-A24I-05	TCGA-FP-A4BF-01A-12D-A24I-05	TCGA-FP-A8CX-01A-11D-A365-05	TCGA-FP-A9TM-01A-11D-A398-05	TCGA-HF-7132-01A-11D-2054-05	TCGA-HF-7133-01A-11D-2054-05	TCGA-HF-7134-01A-11D-2054-05	TCGA-HF-7136-01A-11D-2054-05	TCGA-HF-A5NB-01A-11D-A31M-05	TCGA-HJ-7597-01A-21D-2202-05	TCGA-HU-8238-01A-11D-2342-05	TCGA-HU-8243-01A-11D-2342-05	TCGA-HU-8244-01A-11D-2342-05	TCGA-HU-8245-01A-11D-2342-05	TCGA-HU-8249-01A-11D-2342-05	TCGA-HU-8602-01A-11D-2398-05	TCGA-HU-8604-01A-11D-2398-05	TCGA-HU-8608-01A-11D-2398-05	TCGA-HU-8610-01A-22D-2398-05	TCGA-HU-A4G2-01A-11D-A254-05	TCGA-HU-A4G3-01A-11D-A24I-05	TCGA-HU-A4G6-01A-11D-A24I-05	TCGA-HU-A4G8-01A-11D-A254-05	TCGA-HU-A4G9-01A-11D-A24I-05	TCGA-HU-A4GC-01A-12D-A254-05	TCGA-HU-A4GD-01A-11D-A254-05	TCGA-HU-A4GF-01A-11D-A24I-05	TCGA-HU-A4GH-01A-11D-A24I-05	TCGA-HU-A4GJ-01A-11D-A254-05	TCGA-HU-A4GN-01A-11D-A254-05	TCGA-HU-A4GP-01A-11D-A254-05	TCGA-HU-A4GQ-01A-11D-A254-05	TCGA-HU-A4GT-01A-21D-A254-05	TCGA-HU-A4GU-01A-11D-A254-05	TCGA-HU-A4GX-01A-12D-A254-05	TCGA-HU-A4GY-01A-21D-A24I-05	TCGA-HU-A4H0-01A-11D-A254-05	TCGA-HU-A4H2-01A-11D-A254-05	TCGA-HU-A4H3-01A-21D-A254-05	TCGA-HU-A4H4-01A-21D-A254-05	TCGA-HU-A4H5-01A-21D-A254-05	TCGA-HU-A4H6-01A-11D-A254-05	TCGA-HU-A4H8-01A-11D-A254-05	TCGA-HU-A4HB-01A-12D-A254-05	TCGA-HU-A4HD-01A-11D-A254-05	TCGA-IN-7806-01A-11D-2054-05	TCGA-IN-7808-01A-11D-2202-05	TCGA-IN-8462-01A-11D-2342-05	TCGA-IN-8663-01A-11D-2398-05	TCGA-IN-A6RI-01A-11D-A32S-05	TCGA-IN-A6RJ-01A-21D-A33U-05	TCGA-IN-A6RL-01A-11D-A32S-05	TCGA-IN-A6RN-01A-12D-A33U-05	TCGA-IN-A6RO-01A-12D-A33U-05	TCGA-IN-A6RP-01A-21D-A33U-05	TCGA-IN-A6RR-01A-12D-A32S-05	TCGA-IN-A6RS-01A-12D-A34V-05	TCGA-IN-A7NR-01A-11D-A34V-05	TCGA-IN-A7NT-01A-21D-A34V-05	TCGA-IN-A7NU-01A-22D-A34V-05	TCGA-IN-AB1V-01A-21D-A411-05	TCGA-IN-AB1X-01A-11D-A398-05	TCGA-IP-7968-01A-11D-2202-05	TCGA-KB-A6F5-01A-12D-A33U-05	TCGA-KB-A6F7-01A-12D-A32S-05	TCGA-KB-A93G-01A-11D-A398-05	TCGA-KB-A93H-01A-11D-A398-05	TCGA-KB-A93J-01A-11D-A398-05	TCGA-MX-A5UG-01A-21D-A31M-05	TCGA-MX-A5UJ-01A-11D-A31M-05	TCGA-MX-A663-01A-11D-A31M-05	TCGA-MX-A666-01A-11D-A31M-05	TCGA-R5-A7O7-01A-11D-A33U-05	TCGA-R5-A7ZE-01B-11D-A34V-05	TCGA-R5-A7ZF-01A-11D-A34V-05	TCGA-R5-A7ZI-01A-11D-A34V-05	TCGA-R5-A7ZR-01A-11D-A34V-05	TCGA-R5-A804-01A-11D-A365-05	TCGA-R5-A805-01A-11D-A365-05	TCGA-RD-A7BS-01A-11D-A32S-05	TCGA-RD-A7BT-01A-11D-A33U-05	TCGA-RD-A7BW-01A-11D-A32S-05	TCGA-RD-A7C1-01A-11D-A32S-05	TCGA-RD-A8MV-01A-11D-A365-05	TCGA-RD-A8MW-01A-11D-A365-05	TCGA-RD-A8N0-01A-12D-A365-05	TCGA-RD-A8N1-01A-12D-A365-05	TCGA-RD-A8N2-01A-12D-A365-05	TCGA-RD-A8N4-01A-21D-A365-05	TCGA-RD-A8N5-01A-12D-A365-05	TCGA-RD-A8N6-01A-11D-A365-05	TCGA-RD-A8N9-01A-12D-A398-05	TCGA-RD-A8NB-01A-12D-A398-05	TCGA-SW-A7EA-01A-12D-A34V-05	TCGA-SW-A7EB-01A-11D-A34V-05	TCGA-VQ-A8DL-01A-11D-A365-05	TCGA-VQ-A8DT-01A-11D-A365-05	TCGA-VQ-A8DU-01A-11D-A365-05	TCGA-VQ-A8DV-01A-12D-A365-05	TCGA-VQ-A8DZ-01A-11D-A365-05	TCGA-VQ-A8E0-01A-11D-A411-05	TCGA-VQ-A8E2-01A-11D-A365-05	TCGA-VQ-A8E3-01A-11D-A398-05	TCGA-VQ-A8E7-01B-11D-A411-05	TCGA-VQ-A8P2-01A-11D-A365-05	TCGA-VQ-A8P3-01A-11D-A365-05	TCGA-VQ-A8P5-01A-11D-A398-05	TCGA-VQ-A8P8-01A-11D-A398-05	TCGA-VQ-A8PB-01A-11D-A398-05	TCGA-VQ-A8PC-01A-11D-A398-05	TCGA-VQ-A8PD-01A-11D-A411-05	TCGA-VQ-A8PE-01A-11D-A411-05	TCGA-VQ-A8PF-01A-11D-A411-05	TCGA-VQ-A8PH-01A-12D-A411-05	TCGA-VQ-A8PJ-01A-11D-A411-05	TCGA-VQ-A8PK-01A-12D-A411-05	TCGA-VQ-A8PM-01A-21D-A411-05	TCGA-VQ-A8PO-01A-11D-A411-05	TCGA-VQ-A8PP-01A-21D-A411-05	TCGA-VQ-A8PQ-01A-11D-A411-05	TCGA-VQ-A8PS-01A-11D-A411-05	TCGA-VQ-A8PT-01A-11D-A411-05	TCGA-VQ-A8PU-01A-12D-A411-05	TCGA-VQ-A8PX-01A-12D-A411-05	TCGA-VQ-A8PY-01A-11D-A411-05	TCGA-VQ-A8PZ-01A-11D-A411-05	TCGA-VQ-A91A-01A-11D-A411-05	TCGA-VQ-A91D-01A-11D-A411-05	TCGA-VQ-A91E-01A-31D-A411-05	TCGA-VQ-A91K-01A-11D-A411-05	TCGA-VQ-A91N-01A-11D-A411-05	TCGA-VQ-A91Q-01A-12D-A411-05	TCGA-VQ-A91S-01A-11D-A411-05	TCGA-VQ-A91U-01A-11D-A411-05	TCGA-VQ-A91V-01A-11D-A411-05	TCGA-VQ-A91W-01A-11D-A411-05	TCGA-VQ-A91X-01A-12D-A411-05	TCGA-VQ-A91Y-01A-11D-A411-05	TCGA-VQ-A91Z-01A-11D-A411-05	TCGA-VQ-A922-01A-11D-A411-05	TCGA-VQ-A923-01A-11D-A411-05	TCGA-VQ-A924-01A-11D-A411-05	TCGA-VQ-A925-01A-11D-A411-05	TCGA-VQ-A927-01A-12D-A411-05	TCGA-VQ-A928-01A-11D-A411-05	TCGA-VQ-A92D-01A-11D-A411-05	TCGA-VQ-A94O-01A-11D-A411-05	TCGA-VQ-A94P-01A-13D-A411-05	TCGA-VQ-A94R-01A-11D-A411-05	TCGA-VQ-A94T-01A-11D-A411-05	TCGA-VQ-A94U-01A-12D-A411-05	TCGA-VQ-AA64-01A-11D-A411-05	TCGA-VQ-AA68-01A-11D-A411-05	TCGA-VQ-AA69-01A-11D-A411-05	TCGA-VQ-AA6A-01A-11D-A411-05	TCGA-VQ-AA6B-01A-11D-A411-05	TCGA-VQ-AA6D-01A-11D-A411-05	TCGA-VQ-AA6F-01A-31D-A411-05	TCGA-VQ-AA6G-01A-11D-A411-05	TCGA-VQ-AA6I-01A-11D-A411-05	TCGA-VQ-AA6J-01A-11D-A411-05	TCGA-VQ-AA6K-01A-11D-A411-05	TCGA-ZA-A8F6-01A-23D-A365-05	TCGA-ZQ-A9CR-01A-11D-A398-05
ACSL4	0.03252	0.0281122	0.455129	0.0489922	0.0251013	0.0306768	0.201656	0.0303213	0.493734	0.525997	0.0260016	0.0217028	0.0515415	0.43292	0.029652	0.318108	0.0300847	0.47901	0.0328272	0.490531	0.470852	0.391237	0.0702741	0.06437	0.512059	0.0307356	0.0360123	0.0320841	0.504792	0.535684	0.288197	0.0367885	0.0268885	0.51123	0.442795	0.0380509	0.33991	0.0282099	0.0380141	0.0357197	0.0387204	0.0286151	0.462426	0.0366299	0.0320293	0.48161	0.0318971	0.386719	0.587231	0.550889	0.505928	0.552517	0.567973	0.556417	0.0352514	0.0336366	0.0282739	0.357293	0.592637	0.032828	0.0334559	0.569378	0.0369566	0.506609	0.513443	0.507324	0.603888	0.0288448	0.553413	0.48284	0.0372311	0.0293797	0.0333247	0.381654	0.0359784	0.027165	0.548132	0.0299184	0.0294563	0.0309151	0.433581	0.523968	0.565042	0.561762	0.208706	0.0317312	0.0275369	0.551374	0.0399499	0.508171	0.0364504	0.406679	0.0355654	0.0331446	0.0350381	0.0833208	0.47933	0.562443	0.530109	0.0309978	0.0397889	0.0309521	0.0460132	0.276624	0.0275756	0.55448	0.0288205	0.0296941	0.540262	0.0315498	0.0298424	0.0571966	0.0339681	0.378153	0.0358948	0.476788	0.0295481	0.482025	0.392001	0.0302099	0.363439	0.590568	0.0336007	0.0374323	0.0406981	0.395788	0.441985	0.0346756	0.447142	0.0278737	0.0225852	0.438727	0.509537	0.498499	0.362996	0.546819	0.0280557	0.0285919	0.564324	0.0299019	0.0289683	0.0371273	0.0270505	0.0309367	0.0371309	0.030726	0.026763	0.0333438	0.512297	0.0315387	0.613836	0.0350546	0.027476	0.0321664	0.0326972	0.0395122	0.479295	0.341243	0.0441985	0.0380848	0.514125	0.0352791	0.0321376	0.0449815	0.0320712	0.0889321	0.302491	0.533647	0.0497489	0.39951	0.0344232	0.600939	0.0301378	0.0406854	0.0417958	0.161554	0.0218697	0.0271267	0.0329897	0.0298189	0.0333107	0.533242	0.029253	0.379588	0.435155	0.0348976	0.0362873	0.0265664	0.0446745	0.0360426	0.222286	0.0998803	0.0326372	0.0337873	0.298371	0.0355771	0.51093	0.0424072	0.031536	0.606793	0.0653565	0.0383817	0.581033	0.0649979	0.311922	0.202139	0.469809	0.0465729	0.444318	0.0307288	0.0345542	0.486082	0.139678	0.481819	0.364894	0.569376	0.0328293	0.0433492	0.0341541	0.0279754	0.0283666	0.040929	0.0329511	0.0222762	0.0445347	0.0399056	0.0257888	0.030819	0.0350139	0.0319464	0.0336273	0.0286693	0.029847	0.0302162	0.032239	0.0262486	0.365396	0.0322817	0.0375614	0.0977152	0.454261	0.0332529	0.0372167	0.578658	0.0363082	0.0287018	0.524006	0.38294	0.0361105	0.0314962	0.279085	0.0355133	0.579278	0.535071	0.52477	0.0315051	0.0263747	0.028363	0.0312388	0.574364	0.0445522	0.337062	0.0275944	0.511055	0.0372108	0.579127	0.497043	0.458898	0.443994	0.584936	0.46053	0.0349925	0.518904	0.0300173	0.0292677	0.0379873	0.0254028	0.0312207	0.0276321	0.0288795	0.0270045	0.0407598	0.0346796	0.378624	0.0276696	0.0270826	0.0331559	0.0386776	0.46816	0.419182	0.0304571	0.0294313	0.482107	0.0385122	0.0411208	0.374134	0.0353435	0.436707	0.0313655	0.02839	0.530574	0.0268963	0.0251171	0.0399673	0.370079	0.474562	0.429677	0.529374	0.0333759	0.033281	0.0392616	0.0278533	0.450596	0.0335401	0.0317463	0.0306968	0.562506	0.0361061	0.460628	0.496048	0.0310378	0.323269	0.320098	0.462719	0.680284	0.0291724	0.574751	0.0378004	0.0299659	0.0344901	0.0351869	0.0262996	0.0321604	0.026836	0.0399161	0.0325185	0.0372344	0.0340101	0.476685	0.511835	0.027428	0.0421221	0.0347558	0.174231	0.0272217	0.0270031	0.0305375	0.0317972	0.0315296	0.0355156	0.401754	0.0296536	0.0452334	0.234482	0.0282372	0.409869	0.452908	0.0348329	0.0320318	0.493594	0.0289592	0.287201	0.0305993	0.0321456	0.0337119	0.0331179	0.0217087	0.0283127	0.0299435	0.194943	0.0278473	0.109151	0.0313876	0.0242446	0.0257668	0.0319293	0.0320133	0.03779	0.0252001	0.0323552	0.0303365	0.0282511	0.0235837	0.336827	0.0519586	0.0303109	0.0322081	0.53156	0.0317602	0.030642	0.0235279	0.032515	0.0284017	0.0230949	0.403291
ALOX15	0.397735	0.347682	0.393741	0.650054	0.120997	0.279524	0.365928	0.307941	0.393194	0.362672	0.344898	0.24283	0.629699	0.464518	0.249394	0.298323	0.386684	0.367313	0.392709	0.323575	0.263109	0.326751	0.35661	0.55971	0.435651	0.169682	0.554969	0.382992	0.201181	0.440752	0.325404	0.457509	0.284198	0.321146	0.375925	0.502543	0.182727	0.148326	0.393548	0.204335	0.488089	0.264336	0.289545	0.530077	0.211833	0.195395	0.232966	0.144848	0.106935	0.561539	0.217328	0.490687	0.364004	0.441264	0.399689	0.432897	0.167067	0.150706	0.401086	0.240993	0.625134	0.396088	0.472023	0.44248	0.164704	0.310645	0.485373	0.271273	0.48799	0.369384	0.584838	0.234955	0.582373	0.0987323	0.290418	0.446862	0.402057	0.17993	0.354264	0.33521	0.287277	0.623111	0.543433	0.459749	0.617158	0.221517	0.563154	0.209047	0.464038	0.262961	0.587295	0.576663	0.676791	0.188078	0.316295	0.559403	0.389141	0.193475	0.282509	0.606826	0.218787	0.282686	0.572744	0.336761	0.22606	0.313303	0.159417	0.321408	0.153321	0.100914	0.226015	0.553901	0.406542	0.261584	0.308845	0.351049	0.266251	0.356504	0.503567	0.556197	0.683297	0.35452	0.532208	0.246912	0.098365	0.207226	0.447134	0.475302	0.278941	0.182347	0.340317	0.413847	0.219742	0.166272	0.722693	0.484103	0.199858	0.242743	0.746443	0.309276	0.125575	0.61437	0.851141	0.444404	0.35286	0.370574	0.159469	0.624809	0.496414	0.569192	0.329779	0.280185	0.558118	0.462077	0.500366	0.259905	0.326878	0.322592	0.443667	0.4032	0.448367	0.513485	0.448551	0.7121	0.544569	0.530715	0.364731	0.352051	0.250992	0.354686	0.467064	0.64926	0.481727	0.137039	0.305804	0.580484	0.16251	0.240538	0.245463	0.271432	0.288887	0.182958	0.400135	0.364488	0.112378	0.233008	0.429704	0.33885	0.20894	0.519076	0.224604	0.720681	0.268281	0.279409	0.107366	0.212018	0.209414	0.252768	0.375693	0.246566	0.668013	0.199227	0.339948	0.346273	0.402015	0.229778	0.319532	0.647067	0.0878621	0.365454	0.273522	0.315111	0.639087	0.247611	0.53532	0.222877	0.323294	0.639493	0.521465	0.471464	0.313564	0.237242	0.17961	0.484678	0.502283	0.414825	0.336951	0.205299	0.305438	0.551896	0.408318	0.638081	0.407682	0.363897	0.368741	0.403198	0.454224	0.427022	0.102864	0.842769	0.219925	0.243305	0.14043	0.0744943	0.186915	0.751988	0.490832	0.443829	0.560947	0.178282	0.6986	0.463407	0.847428	0.466704	0.406694	0.319892	0.362323	0.180179	0.421815	0.317209	0.51138	0.432094	0.635377	0.677391	0.70537	0.477953	0.368161	0.576707	0.281702	0.623884	0.481654	0.109364	0.329526	0.276965	0.248264	0.275721	0.189705	0.483959	0.352763	0.755911	0.219466	0.238419	0.221049	0.104849	0.812061	0.383008	0.61301	0.295468	0.175159	0.356397	0.119628	0.121577	0.371726	0.120635	0.142177	0.180096	0.264805	0.147401	0.127012	0.217516	0.333862	0.108502	0.185225	0.361742	0.263192	0.309342	0.349436	0.245676	0.431596	0.306528	0.237032	0.129385	0.157933	0.448278	0.189385	0.299334	0.232526	0.208553	0.19998	0.246763	0.253028	0.143459	0.187509	0.339619	0.607491	0.131886	0.267092	0.381259	0.162058	0.0683837	0.482391	0.480865	0.10048	0.560977	0.556178	0.498527	0.581979	0.322354	0.390921	0.4015	0.211113	0.306187	0.209727	0.507288	0.176428	0.171431	0.389032	0.243577	0.504731	0.532034	0.185511	0.349788	0.676617	0.116727	0.327525	0.426552	0.357642	0.554964	0.481545	0.350735	0.461011	0.542852	0.597379	0.376773	0.606479	0.626661	0.525876	0.154638	0.176723	0.0836136	0.202788	0.565252	0.533475	0.102658	0.249687	0.367593	0.568427	0.106697	0.153339	0.18792	0.241253	0.161896	0.193179	0.453376	0.770922	0.379738	0.226277	0.605318	0.208262	0.525537	0.263849	0.291169	0.257466	0.263498	0.157354
