	TCGA-3L-AA1B-01A-11D-A36Y-05	TCGA-4N-A93T-01A-11D-A36Y-05	TCGA-4T-AA8H-01A-11D-A40X-05	TCGA-5M-AAT4-01A-11D-A40X-05	TCGA-5M-AAT5-01A-21D-A40X-05	TCGA-5M-AAT6-01A-11D-A40X-05	TCGA-5M-AATA-01A-31D-A40X-05	TCGA-5M-AATE-01A-11D-A40X-05	TCGA-A6-2671-01A-01D-1407-05	TCGA-A6-2671-11A-01D-1551-05	TCGA-A6-2675-01A-02D-1721-05	TCGA-A6-2675-11A-01D-1721-05	TCGA-A6-2677-01A-01D-A27A-05	TCGA-A6-2679-01A-02D-1407-05	TCGA-A6-2679-11A-01D-1551-05	TCGA-A6-2680-01A-01D-1407-05	TCGA-A6-2680-11A-01D-1551-05	TCGA-A6-2681-01A-01D-1407-05	TCGA-A6-2681-11A-01D-1551-05	TCGA-A6-2682-01A-01D-1407-05	TCGA-A6-2682-11A-01D-1551-05	TCGA-A6-2684-01A-01D-1407-05	TCGA-A6-2684-01A-01D-A27A-05	TCGA-A6-2684-11A-01D-1551-05	TCGA-A6-2685-01A-01D-1407-05	TCGA-A6-2685-11A-01D-1551-05	TCGA-A6-2686-01A-01D-1407-05	TCGA-A6-2686-11A-01D-1551-05	TCGA-A6-3809-01A-01D-A27A-05	TCGA-A6-3810-01A-01D-A27A-05	TCGA-A6-4105-01A-02D-1772-05	TCGA-A6-4107-01A-02D-1407-05	TCGA-A6-4107-11A-01D-1551-05	TCGA-A6-5656-01A-21D-1837-05	TCGA-A6-5656-01A-21D-A27A-05	TCGA-A6-5657-01A-01D-1651-05	TCGA-A6-5659-01A-01D-1651-05	TCGA-A6-5659-01A-01D-A27A-05	TCGA-A6-5660-01A-01D-1651-05	TCGA-A6-5661-01A-01D-1651-05	TCGA-A6-5662-01A-01D-1651-05	TCGA-A6-5664-01A-21D-1837-05	TCGA-A6-5665-01A-01D-1651-05	TCGA-A6-5666-01A-01D-1651-05	TCGA-A6-5667-01A-21D-1721-05	TCGA-A6-5667-11A-01D-1721-05	TCGA-A6-6137-01A-11D-1772-05	TCGA-A6-6138-01A-11D-1772-05	TCGA-A6-6140-01A-11D-1772-05	TCGA-A6-6141-01A-11D-1772-05	TCGA-A6-6142-01A-11D-1772-05	TCGA-A6-6648-01A-11D-1772-05	TCGA-A6-6649-01A-11D-1772-05	TCGA-A6-6650-01A-11D-1772-05	TCGA-A6-6650-01A-11D-A27A-05	TCGA-A6-6651-01A-21D-1837-05	TCGA-A6-6652-01A-11D-1772-05	TCGA-A6-6653-01A-11D-1772-05	TCGA-A6-6654-01A-21D-1837-05	TCGA-A6-6780-01A-11D-1837-05	TCGA-A6-6780-01A-11D-A27A-05	TCGA-A6-6781-01A-22D-1926-05	TCGA-A6-6781-01A-22D-A27A-05	TCGA-A6-6782-01A-11D-1837-05	TCGA-A6-A565-01A-31D-A28O-05	TCGA-A6-A566-01A-11D-A28O-05	TCGA-A6-A567-01A-31D-A28O-05	TCGA-A6-A56B-01A-31D-A28O-05	TCGA-A6-A5ZU-01A-11D-A28O-05	TCGA-AA-3488-01A-01D-1407-05	TCGA-AA-3488-11A-01D-1407-05	TCGA-AA-3489-01A-21D-1837-05	TCGA-AA-3492-01A-01D-1407-05	TCGA-AA-3492-11A-01D-1407-05	TCGA-AA-3494-01A-01D-1407-05	TCGA-AA-3494-11A-01D-1407-05	TCGA-AA-3495-01A-01D-1407-05	TCGA-AA-3495-11A-01D-1407-05	TCGA-AA-3496-01A-21D-1837-05	TCGA-AA-3502-01A-01D-1407-05	TCGA-AA-3502-11A-01D-1407-05	TCGA-AA-3506-01A-01D-1407-05	TCGA-AA-3506-11A-01D-1407-05	TCGA-AA-3509-01A-01D-1407-05	TCGA-AA-3509-11A-01D-1407-05	TCGA-AA-3510-01A-01D-1407-05	TCGA-AA-3510-11A-01D-1407-05	TCGA-AA-3511-01A-21D-1837-05	TCGA-AA-3655-01A-02D-1721-05	TCGA-AA-3655-11A-01D-1721-05	TCGA-AA-3660-01A-01D-1721-05	TCGA-AA-3660-11A-01D-1721-05	TCGA-AA-3663-01A-01D-1721-05	TCGA-AA-3663-11A-01D-1721-05	TCGA-AA-3712-01A-21D-1721-05	TCGA-AA-3712-11A-01D-1721-05	TCGA-AA-3713-01A-21D-1721-05	TCGA-AA-3713-11A-01D-1721-05	TCGA-AD-5900-01A-11D-1651-05	TCGA-AD-6548-01A-11D-1837-05	TCGA-AD-6888-01A-11D-1926-05	TCGA-AD-6889-01A-11D-1926-05	TCGA-AD-6890-01A-11D-1926-05	TCGA-AD-6895-01A-11D-1926-05	TCGA-AD-6899-01A-11D-1926-05	TCGA-AD-6901-01A-11D-1926-05	TCGA-AD-6963-01A-11D-1926-05	TCGA-AD-6964-01A-11D-1926-05	TCGA-AD-6965-01A-11D-1926-05	TCGA-AD-A5EJ-01A-11D-A28O-05	TCGA-AD-A5EK-01A-11D-A28O-05	TCGA-AM-5820-01A-01D-1651-05	TCGA-AM-5821-01A-01D-1651-05	TCGA-AU-3779-01A-01D-1721-05	TCGA-AU-6004-01A-11D-1721-05	TCGA-AY-5543-01A-01D-1651-05	TCGA-AY-6196-01A-11D-1721-05	TCGA-AY-6197-01A-11D-1721-05	TCGA-AY-6386-01A-21D-1721-05	TCGA-AY-A54L-01A-11D-A28O-05	TCGA-AY-A69D-01A-11D-A36Y-05	TCGA-AY-A71X-01A-12D-A36Y-05	TCGA-AY-A8YK-01A-11D-A40X-05	TCGA-AZ-4308-01A-01D-1407-05	TCGA-AZ-4313-01A-01D-1407-05	TCGA-AZ-4315-01A-01D-1407-05	TCGA-AZ-4323-01A-21D-1837-05	TCGA-AZ-4614-01A-01D-1407-05	TCGA-AZ-4615-01A-01D-1407-05	TCGA-AZ-4616-01A-21D-1837-05	TCGA-AZ-4681-01A-01D-1407-05	TCGA-AZ-4682-01B-01D-1407-05	TCGA-AZ-4684-01A-01D-1407-05	TCGA-AZ-5403-01A-01D-1651-05	TCGA-AZ-5407-01A-01D-1721-05	TCGA-AZ-6598-01A-11D-1772-05	TCGA-AZ-6598-11A-01D-1772-05	TCGA-AZ-6599-01A-11D-1772-05	TCGA-AZ-6599-11A-01D-1772-05	TCGA-AZ-6600-01A-11D-1772-05	TCGA-AZ-6600-11A-01D-1772-05	TCGA-AZ-6603-01A-11D-1837-05	TCGA-AZ-6605-01A-11D-1837-05	TCGA-AZ-6606-01A-11D-1837-05	TCGA-AZ-6607-01A-11D-1837-05	TCGA-CA-5254-01A-21D-1837-05	TCGA-CA-5255-01A-11D-1837-05	TCGA-CA-5256-01A-01D-1407-05	TCGA-CA-5796-01A-01D-1651-05	TCGA-CA-5797-01A-01D-1651-05	TCGA-CA-6715-01A-21D-1837-05	TCGA-CA-6716-01A-11D-1837-05	TCGA-CA-6717-01A-11D-1837-05	TCGA-CA-6718-01A-11D-1837-05	TCGA-CA-6719-01A-11D-1837-05	TCGA-CK-4947-01B-11D-1651-05	TCGA-CK-4948-01B-11D-1651-05	TCGA-CK-4950-01A-01D-1721-05	TCGA-CK-4951-01A-01D-1407-05	TCGA-CK-4952-01A-01D-1721-05	TCGA-CK-5912-01A-11D-1651-05	TCGA-CK-5913-01A-11D-1651-05	TCGA-CK-5914-01A-11D-1651-05	TCGA-CK-5915-01A-11D-1651-05	TCGA-CK-5916-01A-11D-1651-05	TCGA-CK-6746-01A-11D-1837-05	TCGA-CK-6747-01A-11D-1837-05	TCGA-CK-6748-01A-11D-1837-05	TCGA-CK-6751-01A-11D-1837-05	TCGA-CM-4743-01A-01D-1721-05	TCGA-CM-4744-01A-01D-1407-05	TCGA-CM-4746-01A-01D-1407-05	TCGA-CM-4747-01A-01D-1407-05	TCGA-CM-4748-01A-01D-1407-05	TCGA-CM-4750-01A-01D-1407-05	TCGA-CM-4751-01A-02D-1837-05	TCGA-CM-4752-01A-01D-1407-05	TCGA-CM-5341-01A-01D-1407-05	TCGA-CM-5344-01A-21D-1721-05	TCGA-CM-5348-01A-21D-1721-05	TCGA-CM-5349-01A-21D-1721-05	TCGA-CM-5860-01A-01D-1651-05	TCGA-CM-5861-01A-01D-1651-05	TCGA-CM-5862-01A-01D-1651-05	TCGA-CM-5863-01A-21D-1837-05	TCGA-CM-5864-01A-01D-1651-05	TCGA-CM-5868-01A-01D-1651-05	TCGA-CM-6161-01A-11D-1651-05	TCGA-CM-6162-01A-11D-1651-05	TCGA-CM-6163-01A-11D-1651-05	TCGA-CM-6164-01A-11D-1651-05	TCGA-CM-6165-01A-11D-1651-05	TCGA-CM-6166-01A-11D-1651-05	TCGA-CM-6167-01A-11D-1651-05	TCGA-CM-6168-01A-11D-1651-05	TCGA-CM-6169-01A-11D-1651-05	TCGA-CM-6170-01A-11D-1651-05	TCGA-CM-6171-01A-11D-1651-05	TCGA-CM-6172-01A-11D-1651-05	TCGA-CM-6674-01A-11D-1837-05	TCGA-CM-6675-01A-11D-1837-05	TCGA-CM-6676-01A-11D-1837-05	TCGA-CM-6677-01A-11D-1837-05	TCGA-CM-6678-01A-11D-1837-05	TCGA-CM-6679-01A-11D-1837-05	TCGA-CM-6680-01A-11D-1837-05	TCGA-D5-5537-01A-21D-1926-05	TCGA-D5-5538-01A-01D-1651-05	TCGA-D5-5539-01A-01D-1651-05	TCGA-D5-5540-01A-01D-1651-05	TCGA-D5-5541-01A-01D-1651-05	TCGA-D5-6529-01A-11D-1772-05	TCGA-D5-6530-01A-11D-1721-05	TCGA-D5-6531-01A-11D-1721-05	TCGA-D5-6532-01A-11D-1721-05	TCGA-D5-6533-01A-11D-1721-05	TCGA-D5-6534-01A-21D-1926-05	TCGA-D5-6535-01A-11D-1721-05	TCGA-D5-6536-01A-11D-1721-05	TCGA-D5-6537-01A-11D-1721-05	TCGA-D5-6538-01A-11D-1721-05	TCGA-D5-6539-01A-11D-1721-05	TCGA-D5-6540-01A-11D-1721-05	TCGA-D5-6541-01A-11D-1721-05	TCGA-D5-6898-01A-11D-1926-05	TCGA-D5-6920-01A-11D-1926-05	TCGA-D5-6922-01A-11D-1926-05	TCGA-D5-6923-01A-11D-1926-05	TCGA-D5-6924-01A-11D-1926-05	TCGA-D5-6926-01A-11D-1926-05	TCGA-D5-6927-01A-21D-1926-05	TCGA-D5-6928-01A-11D-1926-05	TCGA-D5-6929-01A-31D-1926-05	TCGA-D5-6930-01A-11D-1926-05	TCGA-D5-6931-01A-11D-1926-05	TCGA-D5-6932-01A-11D-1926-05	TCGA-D5-7000-01A-11D-1926-05	TCGA-DM-A0X9-01A-11D-A153-05	TCGA-DM-A0XD-01A-12D-A153-05	TCGA-DM-A0XF-01A-11D-A153-05	TCGA-DM-A1D0-01A-11D-A153-05	TCGA-DM-A1D4-01A-21D-A153-05	TCGA-DM-A1D6-01A-21D-A153-05	TCGA-DM-A1D7-01A-11D-A153-05	TCGA-DM-A1D8-01A-11D-A153-05	TCGA-DM-A1D9-01A-11D-A153-05	TCGA-DM-A1DA-01A-11D-A153-05	TCGA-DM-A1DB-01A-11D-A153-05	TCGA-DM-A1HA-01A-11D-A153-05	TCGA-DM-A1HB-01A-22D-A17Z-05	TCGA-DM-A280-01A-12D-A16X-05	TCGA-DM-A282-01A-12D-A16X-05	TCGA-DM-A285-01A-11D-A16X-05	TCGA-DM-A288-01A-11D-A16X-05	TCGA-DM-A28A-01A-21D-A16X-05	TCGA-DM-A28C-01A-11D-A16X-05	TCGA-DM-A28E-01A-11D-A16X-05	TCGA-DM-A28F-01A-11D-A16X-05	TCGA-DM-A28G-01A-11D-A16X-05	TCGA-DM-A28H-01A-11D-A16X-05	TCGA-DM-A28K-01A-21D-A16X-05	TCGA-DM-A28M-01A-12D-A16X-05	TCGA-F4-6459-01A-11D-1772-05	TCGA-F4-6460-01A-11D-1772-05	TCGA-F4-6461-01A-11D-1772-05	TCGA-F4-6463-01A-11D-1721-05	TCGA-F4-6569-01A-11D-1772-05	TCGA-F4-6570-01A-11D-1772-05	TCGA-F4-6703-01A-11D-1837-05	TCGA-F4-6704-01A-11D-1837-05	TCGA-F4-6805-01A-11D-1837-05	TCGA-F4-6806-01A-11D-1837-05	TCGA-F4-6807-01A-11D-1837-05	TCGA-F4-6808-01A-11D-1837-05	TCGA-F4-6809-01A-11D-1837-05	TCGA-F4-6854-01A-11D-1926-05	TCGA-F4-6855-01A-11D-1926-05	TCGA-F4-6856-01A-11D-1926-05	TCGA-G4-6293-01A-11D-1721-05	TCGA-G4-6294-01A-11D-1772-05	TCGA-G4-6295-01A-11D-1721-05	TCGA-G4-6295-11A-01D-1721-05	TCGA-G4-6297-01A-11D-1721-05	TCGA-G4-6297-11A-01D-1721-05	TCGA-G4-6298-01A-11D-1721-05	TCGA-G4-6298-11A-01D-1721-05	TCGA-G4-6299-01A-11D-1772-05	TCGA-G4-6302-01A-11D-1721-05	TCGA-G4-6302-11A-01D-1721-05	TCGA-G4-6303-01A-11D-1772-05	TCGA-G4-6304-01A-11D-1926-05	TCGA-G4-6306-01A-11D-1772-05	TCGA-G4-6307-01A-11D-1721-05	TCGA-G4-6309-01A-21D-1837-05	TCGA-G4-6311-01A-11D-1721-05	TCGA-G4-6311-11A-01D-1721-05	TCGA-G4-6315-01A-11D-1721-05	TCGA-G4-6317-01A-11D-1721-05	TCGA-G4-6317-02A-11D-2064-05	TCGA-G4-6320-01A-11D-1721-05	TCGA-G4-6320-11A-01D-1721-05	TCGA-G4-6321-01A-11D-1721-05	TCGA-G4-6322-01A-11D-1721-05	TCGA-G4-6322-11A-01D-1721-05	TCGA-G4-6323-01A-11D-1721-05	TCGA-G4-6586-01A-11D-1772-05	TCGA-G4-6588-01A-11D-1772-05	TCGA-G4-6626-01A-11D-1772-05	TCGA-G4-6627-01A-11D-1772-05	TCGA-G4-6628-01A-11D-1837-05	TCGA-NH-A50T-01A-11D-A28O-05	TCGA-NH-A50U-01A-33D-A36Y-05	TCGA-NH-A50V-01A-11D-A28O-05	TCGA-NH-A5IV-01A-42D-A36Y-05	TCGA-NH-A6GA-01A-11D-A36Y-05	TCGA-NH-A6GB-01A-11D-A36Y-05	TCGA-NH-A6GC-01A-12D-A40X-05	TCGA-NH-A8F7-01A-11D-A40X-05	TCGA-NH-A8F7-06A-31D-A40X-05	TCGA-NH-A8F8-01A-72D-A40X-05	TCGA-QG-A5YV-01A-11D-A28O-05	TCGA-QG-A5YW-01A-11D-A28O-05	TCGA-QG-A5YX-01A-11D-A28O-05	TCGA-QG-A5Z1-01A-11D-A28O-05	TCGA-QG-A5Z2-01A-11D-A28O-05	TCGA-QL-A97D-01A-12D-A40X-05	TCGA-RU-A8FL-01A-11D-A36Y-05	TCGA-SS-A7HO-01A-21D-A36Y-05	TCGA-T9-A92H-01A-11D-A36Y-05	TCGA-WS-AB45-01A-11D-A40X-05
ACSL4	0.499008	0.0304296	0.358837	0.0291329	0.450307	0.462335	0.025847	0.0241739	0.0352984	0.0260303	0.0288869	0.0368786	0.543491	0.266169	0.4939	0.378308	0.474665	0.41866	0.474627	0.0383579	0.0310846	0.384322	0.421011	0.485201	0.410314	0.502887	0.235709	0.497444	0.502075	0.0356021	0.0283007	0.472832	0.492258	0.038865	0.0299737	0.0456728	0.035597	0.0343036	0.0403874	0.581661	0.0337131	0.032827	0.505308	0.0553312	0.135047	0.476652	0.0385286	0.0329398	0.0335517	0.0322303	0.424461	0.0347885	0.0391684	0.525616	0.482927	0.420665	0.0379413	0.0414857	0.458021	0.0367219	0.0319012	0.0318449	0.028346	0.0333908	0.502357	0.563138	0.026736	0.0356534	0.0269476	0.0328793	0.0321637	0.0338363	0.476192	0.462862	0.0349262	0.0282716	0.0369694	0.0350046	0.320463	0.0468735	0.0373589	0.0357021	0.0403086	0.389814	0.511682	0.0399969	0.04074	0.035842	0.0326223	0.0468217	0.393319	0.435317	0.0306099	0.0448369	0.0313524	0.0302914	0.0365996	0.0315074	0.0476988	0.462036	0.030447	0.0342652	0.0465067	0.0333956	0.0437231	0.0239837	0.0396848	0.034163	0.0342788	0.552035	0.0313874	0.487612	0.462739	0.493894	0.421225	0.312079	0.0351064	0.046386	0.462243	0.504612	0.392748	0.497287	0.0258154	0.242335	0.559622	0.0342344	0.0360557	0.524805	0.0427591	0.470032	0.486829	0.0414693	0.0338981	0.0369113	0.472422	0.248349	0.557906	0.0389485	0.0394829	0.0498644	0.0533628	0.384506	0.0488309	0.0367122	0.0414138	0.234761	0.0445891	0.499376	0.502548	0.0246812	0.0370416	0.0422497	0.0406987	0.052824	0.0323113	0.527262	0.441309	0.455876	0.411731	0.508249	0.0295239	0.629219	0.0260859	0.0427126	0.515894	0.537756	0.545858	0.235183	0.552249	0.0287881	0.0386077	0.0337055	0.0309068	0.0317851	0.335757	0.0341966	0.0322032	0.310922	0.329669	0.028921	0.510061	0.038907	0.549786	0.0392758	0.469745	0.0389705	0.577255	0.522576	0.501855	0.0258516	0.488977	0.0277175	0.475185	0.451492	0.526145	0.0308465	0.529765	0.519844	0.371226	0.0442791	0.0404736	0.0378886	0.451852	0.546505	0.0353369	0.524682	0.0320878	0.483474	0.0384568	0.0550754	0.0415402	0.0478294	0.0317694	0.0276203	0.023458	0.536008	0.488076	0.276252	0.0660952	0.033641	0.385429	0.425461	0.0333367	0.0286737	0.307794	0.497558	0.0372854	0.037168	0.0350144	0.0325551	0.0317198	0.0330273	0.323015	0.0472621	0.0280874	0.0423395	0.427983	0.434112	0.0314849	0.474965	0.48412	0.0292615	0.0258083	0.023165	0.496291	0.498749	0.484184	0.0265357	0.0268773	0.0344288	0.500964	0.462284	0.422625	0.0427876	0.0287392	0.031057	0.592666	0.0336804	0.0294698	0.0372708	0.0348897	0.0331649	0.561672	0.46591	0.641465	0.0406672	0.0532911	0.566079	0.0378995	0.0454047	0.551995	0.483642	0.572449	0.391312	0.497917	0.291605	0.420811	0.0335171	0.493721	0.0368205	0.321395	0.454713	0.490679	0.483355	0.0337695	0.0348099	0.0366139	0.451837	0.360362	0.418333	0.484362	0.0379304	0.502134	0.526487	0.0356936	0.0342597	0.0303732	0.556424	0.519616	0.030935	0.0212969	0.485821	0.0321744	0.0301734	0.0386086	0.571685	0.555132	0.0571217	0.0407997	0.0584604	0.465738	0.0278855	0.0318295	0.481775	0.0317784	0.414531	0.1946	0.296538	0.114953	0.0295253	0.537052	0.574786	0.227473	0.0298983	0.0283861	0.454027	0.0316748	0.156089	0.0232017	0.421572
ALOX15	0.190161	0.115149	0.742883	0.446719	0.301255	0.285506	0.48476	0.106456	0.129937	0.273186	0.162207	0.232144	0.148879	0.531906	0.234883	0.182106	0.142236	0.366862	0.200281	0.294066	0.244957	0.389393	0.346214	0.22724	0.139249	0.258201	0.640912	0.274869	0.48129	0.352425	0.361908	0.445078	0.230259	0.789367	0.734252	0.395774	0.137928	0.127138	0.31695	0.586354	0.66178	0.259948	0.726383	0.165063	0.0948528	0.242817	0.293647	0.548675	0.140227	0.378658	0.154293	0.186939	0.537508	0.857588	0.766218	0.189364	0.639041	0.800845	0.330026	0.616848	0.579499	0.527842	0.538556	0.319337	0.251161	0.487379	0.343719	0.473497	0.109419	0.455725	0.236509	0.415332	0.77939	0.209514	0.0896461	0.226379	0.158601	0.221852	0.334798	0.452491	0.275207	0.385353	0.23229	0.184334	0.231498	0.483202	0.22226	0.597954	0.662295	0.324386	0.551477	0.244363	0.758913	0.243618	0.126623	0.26903	0.486628	0.252123	0.712321	0.52816	0.182939	0.830111	0.278229	0.559015	0.458918	0.151827	0.130189	0.464013	0.105687	0.644792	0.682219	0.705834	0.683157	0.357751	0.56528	0.168278	0.168413	0.714326	0.39967	0.481213	0.627275	0.472839	0.114968	0.14099	0.318762	0.645516	0.254387	0.527244	0.676879	0.471029	0.26367	0.333461	0.630672	0.203605	0.688998	0.852629	0.250599	0.252675	0.190245	0.31797	0.256936	0.106755	0.207452	0.77131	0.348807	0.686282	0.495552	0.547315	0.508518	0.266233	0.286082	0.426351	0.535263	0.579417	0.114899	0.315585	0.63688	0.533398	0.585368	0.694169	0.409667	0.730376	0.109258	0.476587	0.670773	0.392212	0.188284	0.611641	0.711803	0.475539	0.427463	0.301081	0.411938	0.493487	0.36697	0.380261	0.499229	0.413256	0.218547	0.504666	0.271983	0.449869	0.658733	0.789357	0.417306	0.393756	0.361122	0.297827	0.239414	0.341322	0.2134	0.416195	0.200427	0.138918	0.454543	0.352052	0.161777	0.76994	0.629436	0.580854	0.774442	0.506103	0.337067	0.345008	0.139088	0.512242	0.47485	0.549189	0.368442	0.72555	0.264782	0.536634	0.182884	0.674531	0.491281	0.508817	0.376012	0.455824	0.666853	0.140011	0.846198	0.317911	0.739328	0.123608	0.341223	0.407253	0.114932	0.118595	0.17547	0.14049	0.150332	0.417564	0.220963	0.514214	0.492315	0.217359	0.64651	0.668923	0.553431	0.0862754	0.713479	0.715784	0.779091	0.462622	0.692836	0.397359	0.836416	0.365277	0.315055	0.660267	0.403198	0.138968	0.511073	0.812353	0.634013	0.490312	0.144112	0.549458	0.509567	0.661634	0.419798	0.362353	0.159394	0.726636	0.659288	0.188759	0.298673	0.524373	0.277794	0.368246	0.367701	0.439691	0.513638	0.166175	0.428407	0.187554	0.564674	0.556253	0.294577	0.114337	0.17647	0.231404	0.159631	0.257699	0.512779	0.383525	0.677082	0.263105	0.372082	0.162198	0.443969	0.224395	0.465711	0.476602	0.452008	0.295051	0.430404	0.745852	0.425806	0.634843	0.262858	0.561452	0.71269	0.297296	0.418183	0.671216	0.655942	0.35647	0.37636	0.575244	0.278959	0.538756	0.501395	0.406174	0.632076	0.329221	0.673326	0.0604993	0.122721	0.132148	0.317346	0.701825	0.542289	0.11264	0.583828	0.532634	0.685983	0.540712	0.650996	0.375866
ATP5G3	0.0976713	0.0912968	0.0850566	0.0956876	0.0952573	0.105086	0.0987221	0.0799467	0.0839525	0.0906139	0.0943545	0.114315	0.0774711	0.0855554	0.0927546	0.0898867	0.103718	0.0855296	0.0923186	0.0918514	0.102737	0.0825297	0.0890792	0.0876101	0.094111	0.0882307	0.0975681	0.0932702	0.100638	0.0960175	0.0590354	0.089808	0.0758413	0.123963	0.0845325	0.112044	0.0972349	0.0655162	0.1497	0.100128	0.0816952	0.118287	0.101995	0.11284	0.100273	0.114118	0.114435	0.0847566	0.0733975	0.0792953	0.0983636	0.085273	0.0987639	0.0826151	0.0817959	0.101519	0.102057	0.102209	0.137642	0.100836	0.0803341	0.119182	0.0969647	0.0991766	0.0947948	0.0955238	0.109062	0.10914	0.0881804	0.0662991	0.108345	0.125313	0.0894994	0.0956075	0.0953561	0.0881175	0.092578	0.0916973	0.109732	0.101494	0.107129	0.0737713	0.102087	0.0897608	0.0906448	0.0964166	0.107868	0.129003	0.0912114	0.135348	0.102312	0.110122	0.103445	0.0995429	0.0937825	0.091389	0.0998005	0.10095	0.114631	0.12921	0.121624	0.118363	0.116608	0.124591	0.125889	0.105721	0.112445	0.126745	0.115189	0.104808	0.0894186	0.110489	0.097095	0.103179	0.101536	0.102973	0.110063	0.12667	0.0860667	0.0766072	0.102349	0.0899685	0.0899082	0.0890024	0.107093	0.0820137	0.15474	0.0907806	0.0896321	0.131014	0.104443	0.08173	0.0899212	0.11045	0.102918	0.0925518	0.105505	0.0917011	0.106155	0.0686819	0.0979829	0.105775	0.119537	0.12014	0.110239	0.105241	0.0982068	0.0910264	0.106953	0.0813367	0.127401	0.151773	0.12111	0.123931	0.0973525	0.112767	0.114673	0.109893	0.0886582	0.0852104	0.0943093	0.104536	0.107533	0.104101	0.11063	0.113339	0.116065	0.128964	0.138855	0.10846	0.0746851	0.103443	0.0864614	0.0809231	0.0781799	0.0899124	0.112008	0.0918309	0.0848953	0.103484	0.110549	0.115867	0.0916471	0.112964	0.108626	0.0944442	0.0868162	0.117554	0.0903435	0.101417	0.108352	0.100374	0.110615	0.110708	0.100339	0.099513	0.109516	0.106201	0.16124	0.130881	0.124033	0.107487	0.117255	0.138834	0.113093	0.113373	0.121943	0.0853944	0.107843	0.132878	0.136225	0.0885942	0.112766	0.095155	0.0896325	0.0962921	0.121075	0.0955788	0.127747	0.0897185	0.0891458	0.107006	0.0851454	0.110379	0.12234	0.112494	0.123168	0.11864	0.119454	0.116256	0.12293	0.119797	0.124654	0.114652	0.120601	0.12507	0.119844	0.0813343	0.0968695	0.100981	0.107223	0.0928363	0.0876132	0.0881763	0.0965978	0.0974291	0.0876381	0.0991848	0.0853684	0.112422	0.119714	0.114989	0.112263	0.120567	0.11155	0.0976997	0.0964274	0.101252	0.118613	0.0957635	0.100196	0.11274	0.10723	0.0780539	0.0943628	0.113812	0.105762	0.0918947	0.12785	0.131345	0.0923182	0.122418	0.13902	0.0983843	0.128278	0.102116	0.123635	0.140002	0.105637	0.107769	0.101444	0.112721	0.11591	0.153696	0.100514	0.107485	0.0929667	0.103826	0.142804	0.0910599	0.103079	0.0970062	0.0831778	0.109312	0.111002	0.115528	0.0974897	0.114195	0.0860614	0.0792616	0.0910596	0.0902518	0.0976536	0.12128	0.089147	0.0759013	0.0988913	0.0757163	0.0919698	0.112685	0.100619	0.0826283	0.103638	0.0608674	0.0849701	0.0891954	0.0819897	0.08434	0.0771007	0.0856629	0.0934272	0.0938687	0.0742738	0.0773994	0.113268	0.124071	0.0892924	0.0969504	0.0806628	0.0791266
