,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_010239,22062.87,25677.391,19762.789,23106.775,23129.373,29526.056,21590.22,24591.64,31148.186,26140.726,30749.928,26045.324,52546.02,62393.491,45654.937,56710.154,33710.237,34144.603,27430,30802.967
NM_053110,7477.928,9801.512,6898.924,8867.352,7127.824,8739.95,6415.121,7499.835,3489.529,2661.433,3048.666,2558.681,16719.951,18467.211,15339.903,16126.146,11421.403,12860.692,9751.739,10762.12
NM_010821,6311.533,7379.755,5813.405,6556.321,5528.383,6971.48,4869.925,5932.151,7092.373,5372.852,6238.817,5093.25,9622.79,9561.338,9545.078,8489.95,5285.225,7702.894,4646.969,6294.919
NM_008175,3275.442,3891.982,2908.833,3467.862,3011.406,3285.294,2547.198,2789.734,2701.155,2372.784,2436.135,2358.5,4443.15,4654.413,3755.302,4126.335,2030.385,2762.974,1785.52,2311.565
NM_007793,2730.73,2815.151,2708.248,2486.409,2302.924,2412.331,1933.932,2206.177,1931.281,1905.747,1768.532,1631.089,3000.743,3899.963,2425.942,3513.611,2373.679,2599.768,2150.825,2412.711
NM_012053,2100.094,1734.082,1760.425,1509.463,2097.844,1753.108,1825.427,1520.288,1604.6,1910.813,1574.917,1642.325,2801.453,2353.335,2043.802,2202.526,2504.534,2112.223,2250.287,1857.472
NM_001001892,2304.544,2205.384,1924.147,2088.337,1479.279,1468.184,1590.235,1454.776,1627.963,1865.665,1511.225,1793.113,2396.844,3640.85,2043.491,3276.907,1176.731,1329.308,1094.67,1174.119
NR_110499,1060.723,949.907,902.711,813.254,1210.893,1163.979,1060.309,917.238,829.918,918.437,814.616,758.426,1470.599,1309.205,1229.222,1241.514,1291.684,1239.835,1085.302,1105.284
NM_001146346,983.086,1082.863,995.607,1014.078,996.085,1126.822,989.517,1038.619,1053.432,1079.474,1002.221,953.094,601.656,578.49,514.198,521.738,921.169,940.294,795.158,850.962
NM_024212,1015.141,842.318,880.501,732.043,1070.969,903.336,954.464,811.937,852.578,972.639,786.641,853.253,1522.985,1389.05,1353.771,1294.508,1254.344,989.366,1072.04,898.867
NM_001287180,652.404,527.321,536.675,580.424,886.478,975.619,773.211,829.605,535.334,594.343,587.314,648.216,961.087,1442.652,927.64,1140.74,778.147,720.627,777.611,755.332
NM_022325,1258.239,1541.872,1154.059,1423.373,809.996,966.767,755.027,855.944,964.308,835.642,906.232,776.835,1582.309,2001.974,1362.978,1741.408,915.047,986.176,790.682,883.283
NM_008509,594.516,648.249,540.597,577.637,737.828,860.515,603.623,780.191,994.849,1033.388,836.288,925.501,624.887,169.297,556.197,159.041,999.436,809.774,878.93,597.042
NM_001291892,851.53,842.743,1622.485,1236.1,727.415,791.075,1274.203,1151.728,849.595,615.33,1090.414,858.427,180.148,241.624,385.95,361.986,935.924,725.396,1028.696,784.332
NR_002875,747.108,593.249,626.852,528.454,797.422,673.092,663.828,604.54,585.83,623.617,587.209,463.722,203.973,100.089,132.706,77.83,631.486,499.048,472.757,473.847
NM_011804,793.218,843.193,687.877,742.14,691.554,691.671,568.808,549.818,548.982,471.994,505.853,420.039,1319.586,1837.951,1080.707,1591.962,244.57,168.304,186.92,140.284
NM_013725,611.764,470.856,556.729,421.989,696.462,598.485,574.915,478.966,439.346,444.563,379.573,403.974,1072.657,1047.745,930.951,917.22,800.644,717.374,693.065,615.765
NM_009438,576.78,394.611,457.996,358.53,711.871,571.108,588.588,484.147,558.16,688.553,472.85,609.493,1001.921,863.605,802.622,742.03,576.151,531.045,527.915,463.404
NM_023168,644.284,872.186,603.841,748.884,567.583,700.96,530.543,611.418,537.665,442.943,462.119,429.689,1168.862,1564.572,953.106,1303.836,633.287,768.128,501.101,658.56
NM_011018,341.923,344.57,782.456,577.004,542.552,668.179,1119.112,924.293,414.481,356.57,709.372,596.455,540.854,1181.25,780.894,1407.664,361.086,411.258,391.581,392.422
NM_016921,694.389,741.376,611.866,719.422,581.362,617.922,512.17,568.13,590.259,533.619,533.005,514.935,779.762,709.721,668.364,636.45,810.202,710.936,679.229,662.956
NM_011032,529.401,625.959,424.237,496.765,444.997,481.663,380.74,403.621,537.036,543.932,479.397,498.408,375.479,341.145,329.892,300.782,542.598,596.826,471.291,507.374
NM_011034,258.391,309.833,249.944,307.451,360.388,467.047,318.569,467.276,494.744,460.374,495.233,332.686,410.699,994.348,388.525,1008.023,89.374,81.961,90.373,70.751
NM_133668,358.568,402.123,324.146,352.807,374.103,410.068,358.518,362.402,374.188,381.445,363.632,377.914,308.486,296.544,253.773,277.32,397.39,385.1,387.137,339.709
NM_011602,330.081,333.246,283.562,284.946,411.923,368.5,352.248,345.436,315.831,256.331,308.147,269.889,435.309,358.05,416.963,321.778,389.846,381.492,354.608,302.117
NM_026524,391.451,335.586,407.776,387.649,408.328,345.297,430.263,405.375,442.392,388.977,394.533,397.162,273.314,142.939,248.578,155.901,483.243,303.212,554.371,402.559
