,Category,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
1426,C3,MIR6833_5P,MIR6833_5P,15/817,131/26190,1.50558008768213e-05,0.00052833394507273,0.000346958897535279,SORT1/DLG1/ITGA2/IGF1R/LYN/RNF128/PTPRR/MAFF/SLC6A14/AFF4/USP18/MMP1/APOBEC3B/RASA1/SH3TC2,15
1427,C3,MIR12133,MIR12133,29/817,388/26190,1.50961738256573e-05,0.00052833394507273,0.000346958897535279,SERPINB2/CELSR2/DAAM1/HBEGF/ZHX2/SERINC5/MITF/SORT1/RARG/ANXA11/DOCK9/OVOL1/MAST4/FZD3/SNX16/ATP2B4/PHACTR4/MFAP3L/IGF1R/NEK7/ZFAND5/MTSS1/RAB8B/ARPC5L/SPSB1/KLHL7/CNN3/ARHGEF3/STK17A,29
1428,C3,MIR6124,MIR6124,32/817,450/26190,1.52318871190931e-05,0.00052833394507273,0.000346958897535279,TNFSF10/ANK3/DSC3/LAMA3/TFAP2A/RAPGEF5/SGPL1/CAST/ENDOD1/NEDD4L/ABLIM1/CASZ1/MFAP3L/MYLK/MARCKSL1/RNF128/DAG1/GLS/ZFAND5/SPINK5/IDS/ZNF365/CRIM1/SLC6A14/AFF4/MKRN1/PLK2/MAP2/ZBTB20/OSBPL3/BAIAP2/SH3TC2,32
1429,C3,MIR548AP_5P_MIR548J_5P,MIR548AP_5P_MIR548J_5P,34/817,494/26190,1.64639117053417e-05,0.000544622833759487,0.000357655872267906,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1430,C3,MIR548AS_5P,MIR548AS_5P,34/817,494/26190,1.64639117053417e-05,0.000544622833759487,0.000357655872267906,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1431,C3,MIR548I,MIR548I,34/817,494/26190,1.64639117053417e-05,0.000544622833759487,0.000357655872267906,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1432,C3,PBX1_02,PBX1_02,15/817,132/26190,1.65040875607006e-05,0.000544622833759487,0.000357655872267906,ZHX2/DUSP10/HES1/IRX4/ABHD3/GSK3B/RNF128/EGR3/CYB5R2/MTSS1/LIF/TFDP2/DMD/PTHLH/MMP1,15
1433,C3,AACTGGA_MIR145,AACTGGA_MIR145,21/817,235/26190,1.67488971717461e-05,0.000544622833759487,0.000357655872267906,HERC6/EFNA3/TRIM2/NUAK1/KLF5/FLNB/SEMA3A/CTNND1/MAF/NEDD4L/ADD3/SOX9/MPP5/RASA2/DAG1/FZD7/RBPMS/SMAD3/RASA1/AMOTL2/ADAM19,21
1434,C3,TAZ_TARGET_GENES,TAZ_TARGET_GENES,33/817,474/26190,1.73336723835855e-05,0.000544622833759487,0.000357655872267906,ERBB3/EPS8L1/CRABP2/CXADR/CHRNB1/TFAP2C/CEACAM1/KRT8/CORO1A/JUP/AVPI1/RPS6KA1/TJP2/SGPL1/GSTP1/SPHK1/SLCO3A1/TNNT1/ISG20/BCAM/ARTN/GCLC/HOXA1/SFN/EDN1/DIDO1/RNF39/CNN3/HOOK2/DKK1/PAQR4/STK17A/AMOTL2,33
1435,C3,MIR1271_5P,MIR1271_5P,29/817,391/26190,1.74272418699109e-05,0.000544622833759487,0.000357655872267906,SERPINB2/CELSR2/DAAM1/HBEGF/ZHX2/SERINC5/MITF/SORT1/RARG/ANXA11/DOCK9/OVOL1/MAST4/SNX16/ATP2B4/PHACTR4/ADD3/MFAP3L/IGF1R/NEK7/ZFAND5/MTSS1/RAB8B/ARPC5L/SPSB1/KLHL7/CNN3/ARHGEF3/STK17A,29
1436,C3,MIR3140_3P,MIR3140_3P,21/817,236/26190,1.78564251309009e-05,0.000544622833759487,0.000357655872267906,SLC2A1/TRIM2/KLF5/LAMA3/MXD1/ZMIZ1/GALNT3/KLF3/FZD3/CHMP1B/C21orf91/AFTPH/CD55/RNF128/EGR3/SEMA3C/PAK6/RB1CC1/VSNL1/PRKX/CCNE1,21
1437,C3,MIR548A_5P,MIR548A_5P,34/817,496/26190,1.78924028523063e-05,0.000544622833759487,0.000357655872267906,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1438,C3,MIR548AB,MIR548AB,34/817,496/26190,1.78924028523063e-05,0.000544622833759487,0.000357655872267906,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1439,C3,MIR548AK_MIR548AM_5P_MIR548C_5P_MIR548H_5P_MIR548O_5P_MIR548AU_5P,MIR548AK_MIR548AM_5P_MIR548C_5P_MIR548H_5P_MIR548O_5P_MIR548AU_5P,34/817,496/26190,1.78924028523063e-05,0.000544622833759487,0.000357655872267906,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1440,C3,MIR548O_5P_MIR548W,MIR548O_5P_MIR548W,34/817,496/26190,1.78924028523063e-05,0.000544622833759487,0.000357655872267906,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1441,C3,GGCCAGT_MIR193A_MIR193B,GGCCAGT_MIR193A_MIR193B,12/817,88/26190,1.83066041160648e-05,0.000545372787110371,0.000358148369466415,CELSR2/FLRT3/GRB7/LAMC2/PTPRF/NRIP1/YWHAZ/LAMP2/GLS2/PLAU/MYCN/ETV6,12
1442,C3,MMEF2_Q6,MMEF2_Q6,23/817,274/26190,1.86371181312977e-05,0.000545372787110371,0.000358148369466415,FLRT3/SDC1/MITF/ELMO3/DHRS3/HSPB1/SEMA3A/DBNDD2/TSPAN14/DLGAP4/ADD3/INSIG2/LYN/SSH3/ATP6V0C/MXI1/TFDP2/DMD/MBNL2/DUSP14/WIPI1/DKK1/CAPN1,23
1443,C3,MIR548AD_5P_MIR548AE_5P_MIR548AY_5P_MIR548B_5P_MIR548D_5P,MIR548AD_5P_MIR548AE_5P_MIR548AY_5P_MIR548B_5P_MIR548D_5P,34/817,497/26190,1.86483487379342e-05,0.000545372787110371,0.000358148369466415,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1444,C3,MIR561_3P,MIR561_3P,34/817,497/26190,1.86483487379342e-05,0.000545372787110371,0.000358148369466415,PRRG4/TRIM2/SDC1/SERINC5/HOOK1/ARNTL2/RNF141/DSP/STK38L/UBE2H/USP9X/CASP1/RASAL2/MFAP3L/MBP/ACPP/NEK7/GLS2/KLHL24/CRIM1/SCYL2/ZBTB43/MBNL2/SMAD3/APOL6/PLK2/GATM/DIDO1/CLDND1/STX17/ZBTB20/BAIAP2/BIRC3/BTBD7,34
1445,C3,MIR6820_3P,MIR6820_3P,13/817,103/26190,1.94129146433574e-05,0.000555853175732452,0.000365030880264691,C1orf116/ITGB8/EPN3/ATP1B1/MID1/OVOL1/RNF103/CPEB1/MFAP3L/SOS1/EGR3/PARP12/SH3TC2,13
1446,C3,MIR548AQ_5P,MIR548AQ_5P,34/817,498/26190,1.94333819424587e-05,0.000555853175732452,0.000365030880264691,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1447,C3,MIR1283,MIR1283,33/817,477/26190,1.96837076982077e-05,0.000555853175732452,0.000365030880264691,MAP7/KCNK1/PRRG4/DUSP10/DNAJC6/MYO1D/C3orf52/HES1/ZDHHC13/MFHAS1/ABHD3/PLCXD1/FZD3/GAB1/CASZ1/ADIPOR1/LLGL2/PRDM1/ITPKB/MTSS1/PTPRR/RAB8B/TFDP2/MAFF/ABHD5/GNAQ/MBNL2/ETNK1/DHX32/SRC/DAPK1/HPSE/RRAGD,33
1448,C3,OCT1_Q5_01,OCT1_Q5_01,23/817,275/26190,1.97520739616627e-05,0.000555853175732452,0.000365030880264691,TPD52/BLNK/ZHX2/SPRR2B/EHF/TSPAN13/SFRP1/IRX4/MID1/TRAF3IP2/MTUS1/DLGAP4/DAPK3/LYN/PRDM1/TMCC1/DMD/EAF2/PTHLH/LIPG/MMP1/REL/VSNL1,23
1449,C3,MIR548BB_5P,MIR548BB_5P,34/817,499/26190,2.0248504281831e-05,0.000564498021240205,0.000370707982965938,AQP3/ITGB6/IGSF3/DAAM1/TRIM2/FLRT3/SERINC5/GULP1/HDAC9/OGFRL1/TNFRSF21/MAST4/FZD3/SNX16/NEDD4L/DHRS1/FZD5/C21orf91/AFTPH/FZD7/TOLLIP/ZFAND5/PTPRR/RAB8B/ACTN4/GNAQ/MBNL2/GATM/MYCN/RAB27B/C18orf25/RALA/ZBTB20/RRAGD,34
1450,C3,SRY_02,SRY_02,22/817,259/26190,2.34406212235407e-05,0.000647438639905757,0.000425175400555645,KRT13/BAMBI/TACSTD2/FGFR2/MITF/DHRS3/IFIH1/RAPGEF5/TIAM1/FST/KLF3/ULK1/C21orf91/MYLK/MXI1/PLEKHA5/SLC12A8/GNAQ/LDB1/MBNL2/SMAD3/HS3ST1,22
1451,C3,PXR_Q2,PXR_Q2,22/817,260/26190,2.48706522138982e-05,0.00067496318361115,0.000443250872382218,SCNN1A/ATP1B1/MITF/DHRS3/PKP3/CHST11/HES1/RARG/OVOL1/DLGAP4/PLCG2/GSK3B/NDRG2/ITSN2/DMD/AFF4/PLEKHA1/SYTL2/MBNL2/MACF1/SMAD3/TTYH1,22
1452,C3,MIR5697,MIR5697,16/817,153/26190,2.48896916517688e-05,0.00067496318361115,0.000443250872382218,MAP7/SRCAP/FRMD4B/OSBPL2/DLG1/MFHAS1/PMAIP1/USP9X/OVOL2/SPTLC2/GSK3B/SLC12A2/REEP4/MTM1/HS3ST1/ADM,16
1453,C3,MIR148B_3P,MIR148B_3P,26/817,338/26190,2.52130377991368e-05,0.000677571997791216,0.000444964090509185,ERBB3/GPRC5A/TGFA/MMP10/CDS1/ITGB8/SLC2A1/PRKCZ/MITF/KLF5/MXD1/KLF4/RANGAP1/CYB5R4/ATP2B4/SNN/CASZ1/FMR1/ITSN2/SIRT7/MAP3K4/B4GALT5/CDK5R1/C18orf25/MAP3K9/AKAP1,26
1454,C3,MIR25_3P,MIR25_3P,30/817,420/26190,2.56424603645587e-05,0.000681731863669905,0.000447695890145806,DSC2/MMP10/DAAM1/LRRC1/SERINC5/DUSP10/RNF141/KLF4/ELOVL4/IDH1/TTC9/DOCK9/SEMA3A/MFHAS1/MAST4/SOCS6/SOX4/SNN/C21orf91/TRIO/PLEKHG3/ITGA6/SLC39A8/RAB8B/WWP2/CCNC/GNAQ/PLEKHA1/CLCN5/ADAM19,30
1455,C3,AGCTCCT_MIR28,AGCTCCT_MIR28,12/817,91/26190,2.58249080102914e-05,0.000681731863669905,0.000447695890145806,SDC1/PTPRF/OTUB1/USP9X/NDRG2/N4BP1/MTSS1/BCAM/LIF/CRIM1/HOXA1/SMAD3,12
1456,C3,MIR148A_3P,MIR148A_3P,26/817,340/26190,2.78843909393229e-05,0.000729641562912282,0.000479158370619389,ERBB3/GPRC5A/TGFA/MMP10/CDS1/ITGB8/SLC2A1/PRKCZ/MITF/KLF5/MXD1/KLF4/RANGAP1/CYB5R4/ATP2B4/SNN/CASZ1/FMR1/ITSN2/SIRT7/MAP3K4/B4GALT5/CDK5R1/C18orf25/MAP3K9/AKAP1,26
1457,C3,MIR5702,MIR5702,11/817,78/26190,2.94846331656307e-05,0.000764805745505012,0.000502250822162369,CEACAM6/TPD52/RAB38/KLF5/ANXA11/CTNND1/HMGB3/HOMER2/FAM49A/RAB3B/ADAM19,11
1458,C3,MIR507,MIR507,22/817,264/26190,3.14081982821281e-05,0.000807678064444725,0.000530405235962254,FLRT3/ATP1B1/ANK3/RARG/FST/ENDOD1/CHMP2B/USP9X/TFRC/BICD2/WWP1/PPP1R3D/PRDM1/AUTS2/OXTR/CCDC93/SCYL2/APOL6/GATM/RALA/ARHGEF3/ADAM19,22
1459,C3,MIR363_3P,MIR363_3P,30/817,425/26190,3.19769899314174e-05,0.000810081975889785,0.000531983893689112,DSC2/MMP10/DAAM1/LRRC1/DUSP10/CD2AP/RNF141/KLF4/ELOVL4/IDH1/TTC9/DOCK9/SEMA3A/MFHAS1/MAST4/SOCS6/SOX4/SNN/C21orf91/TRIO/PLEKHG3/ITGA6/SLC39A8/RAB8B/WWP2/CCNC/GNAQ/PLEKHA1/CLCN5/ADAM19,30
1460,C3,MIR3164,MIR3164,13/817,108/26190,3.23795576115814e-05,0.000810081975889785,0.000531983893689112,C1orf116/ITGB8/EPN3/ATP1B1/MID1/OVOL1/RNF103/CPEB1/MFAP3L/SOS1/EGR3/PARP12/SH3TC2,13
1461,C3,FOXO4_01,FOXO4_01,21/817,246/26190,3.31393178842637e-05,0.000810081975889785,0.000531983893689112,LRRC1/ZHX2/HDAC9/TSPAN13/BIK/DHRS3/HEBP2/NDRG1/FST/DBNDD2/TJP2/UBE2H/MARCKSL1/LIMK2/PRDM1/MXI1/DMD/MAFF/ID2/KRT86/VLDLR,21
1462,C3,GATA1_03,GATA1_03,21/817,246/26190,3.31393178842637e-05,0.000810081975889785,0.000531983893689112,ERBB3/FLRT3/EHF/HES1/SOX15/PIM1/MID1/CHMP2B/ADD3/CASZ1/RASAL2/NDRG2/ITSN2/WWP2/FURIN/DMD/PRKCI/SYTL2/ADM/STXBP2/CAPN1,21
1463,C3,PTF1BETA_Q6,PTF1BETA_Q6,21/817,246/26190,3.31393178842637e-05,0.000810081975889785,0.000531983893689112,ERBB3/KRT14/ANK3/DHRS3/TFAP2A/HEBP2/BBOX1/SOX4/HMGB3/MARCKSL1/ITSN2/KLHL24/LIF/CCNC/DMD/SLC6A14/PRSS3/ETV6/PAQR4/ZBTB20/RASA1,21
1464,C3,DBP_Q6,DBP_Q6,22/817,265/26190,3.32666402841552e-05,0.000810081975889785,0.000531983893689112,IL18/KRT17/MITF/RARG/SMURF1/MID1/ELF4/KLF3/UBE2H/SOX4/MYLK/ITSN2/AUTS2/MXI1/ITPKB/TFDP2/DMD/TPMT/MBNL2/STX17/VSNL1/EPS8L2,22
1465,C3,MIR367_3P,MIR367_3P,30/817,426/26190,3.34026426531826e-05,0.000810081975889785,0.000531983893689112,DSC2/MMP10/DAAM1/LRRC1/DUSP10/CD2AP/RNF141/KLF4/ELOVL4/IDH1/TTC9/DOCK9/SEMA3A/MFHAS1/MAST4/SOCS6/SOX4/SNN/C21orf91/TRIO/PLEKHG3/ITGA6/SLC39A8/RAB8B/WWP2/CCNC/GNAQ/PLEKHA1/CLCN5/ADAM19,30
1466,C3,TATTATA_MIR374,TATTATA_MIR374,23/817,285/26190,3.46957118226839e-05,0.00083465571263763,0.000548121559439854,TGFA/RAB38/FGFR2/NUAK1/HES1/BMP2/UBE2H/SOX4/FMR1/BICD2/PRDM1/TEAD3/CRIM1/DMD/HOXA1/ACTN4/AFF4/MBNL2/MAP2/ARL15/ETV6/RALA/GATA3,23
1467,C3,MIR7161_5P,MIR7161_5P,18/817,192/26190,3.50388087004706e-05,0.000836166130828031,0.000549113456771165,DAAM1/ATP1B1/MITF/HDAC9/TFAP2A/CTSC/MTUS1/EPB41L4B/SNX10/ABLIM1/GCH1/PRKCI/NAPG/DIDO1/ETV6/GRK5/GNAL/NUP98,18
1468,C3,HNF3ALPHA_Q6,HNF3ALPHA_Q6,19/817,211/26190,3.75128475937569e-05,0.000888101780731563,0.000583219794252144,IL18/BAMBI/KRT17/ZHX2/IRX5/SOX15/KLF3/MAF/SSH3/GABARAPL1/PRDM1/SLC39A8/ITPKB/PALMD/ABI1/TFDP2/DMD/BDH1/BAIAP2,19
1469,C3,MIR5692B_MIR5692C,MIR5692B_MIR5692C,29/817,408/26190,3.80166014962125e-05,0.000892941120182691,0.000586397806750529,CXADR/RAB38/FGFR2/MFAP5/SYNE2/BMP2/ANXA1/DLG3/STK38L/KLF3/SDC4/UBE2H/SNX16/MFAP3L/FZD5/BICD2/PRDM1/AUTS2/STRN/MYO5C/ABHD5/AFF4/GNAQ/MBNL2/CYP4F11/ARL15/ZBTB20/GATA3/SH3TC2,29
1470,C3,SOX5_01,SOX5_01,22/817,268/26190,3.94484772497504e-05,0.000908600180156696,0.000596681170588285,TACSTD2/KRT14/FGFR2/ANK3/DHRS3/GRHL2/PIM1/SEMA3A/FST/OTUB1/MAF/EPHB3/C21orf91/MYLK/AUTS2/MXI1/PITX1/FOSL2/ZNF365/TFDP2/LDB1/HS3ST1,22
1471,C3,MIR4796_3P,MIR4796_3P,21/817,249/26190,3.95970578009958e-05,0.000908600180156696,0.000596681170588285,CDH1/ITGB8/LAMA3/SMURF1/BMP2/DSP/EGLN3/TNFRSF21/NRIP1/FZD3/NEDD4L/RNF128/EGR3/LIMK2/FZD7/RAB8B/KLHL24/MACF1/REL/SLC11A2/LAMP3,21
1472,C3,MYOD_Q6,MYOD_Q6,21/817,249/26190,3.95970578009958e-05,0.000908600180156696,0.000596681170588285,CDH1/ERBB3/TUFT1/PCDH1/ATP1B1/HDAC9/CHRNB1/EFNA1/KRT8/NPEPPS/TGM1/MID1/TNFRSF21/MTUS1/WWC1/NEDD4L/STK3/ANKHD1/ITGA6/FAM49A/DEF6,21
1473,C3,MIR144_3P,MIR144_3P,33/817,495/26190,4.10186775138998e-05,0.000934035992549336,0.000613384964671494,NCF2/FLRT3/MYO1E/LRRC1/ATP1B1/ARNTL2/SLC20A2/ALDH1A3/DDX58/FST/FGD6/SLC35A3/USP9X/FMR1/TRIO/BICD2/SLC12A2/NEK7/EMP1/MAP3K8/EXPH5/MAP3K4/ABI1/PTHLH/ETNK1/MYCN/CXCL11/REL/MAP3K9/ZC3H12A/VLDLR/GATA3/SH3TC2,33
1474,C3,MIR1205,MIR1205,17/817,177/26190,4.22029012406806e-05,0.000953721624249622,0.00062631259337246,SYK/PPARD/TSPAN13/DNAJC6/SFRP1/KLK6/EGLN3/CTNND1/TMEM62/SLC35A3/USP9X/N4BP1/RAB8B/ASB7/NT5C2/DNAJB1/PPIF,17
1475,C3,AAANWWTGC_UNKNOWN,AAANWWTGC_UNKNOWN,18/817,195/26190,4.30202547388265e-05,0.000964882856285108,0.000633642216612237,FGFR2/ATP1B1/ANK3/SORT1/MID1/ELF4/SOX4/ATP2B4/DLGAP4/MYLK/PCTP/FZD7/MAP3K4/TFDP2/DMD/AFF4/LIPG/GATA3,18
1476,C3,MIR153_3P,MIR153_3P,25/817,329/26190,4.38169100866914e-05,0.000967772300351876,0.000635539725445892,MITF/KLF5/FZD3/GAB1/MFAP3L/C21orf91/PCTP/ITSN2/WWP1/AUTS2/EXPH5/FURIN/DMD/ASB7/ACTN4/ZBTB43/PTPN3/GATM/RB1CC1/CNN3/CLCN5/RASA1/BTBD7/FAM102A/ADAM19,25
1477,C3,TTGCCAA_MIR182,TTGCCAA_MIR182,25/817,329/26190,4.38169100866914e-05,0.000967772300351876,0.000635539725445892,IGSF3/MITF/NUAK1/ANK3/DOK4/CD2AP/RARG/PLD1/DOCK9/RIMS3/CEBPA/FZD3/MAF/ADD3/ABLIM1/FMR1/EGR3/PRDM1/N4BP1/MTSS1/PTHLH/MBNL2/RASA1/VLDLR/ARHGEF3,25
1478,C3,OCT_C,OCT_C,22/817,270/26190,4.41223710519126e-05,0.000967772300351876,0.000635539725445892,BLNK/FGFR2/ZHX2/HDAC9/EHF/TSPAN13/SFRP1/IRX4/TRAF3IP2/MTUS1/DLGAP4/EPHB3/LYN/PRDM1/TMCC1/TEAD3/DMD/MMP1/BST2/REL/VSNL1/ZBTB20,22
1479,C3,MIR10394_5P,MIR10394_5P,17/817,178/26190,4.53300450057685e-05,0.000983173035291251,0.000645653446257571,SYK/PPARD/TSPAN13/DNAJC6/SFRP1/KLK6/EGLN3/CTNND1/TMEM62/SLC35A3/USP9X/N4BP1/RAB8B/ASB7/NT5C2/DNAJB1/PPIF,17
1480,C3,MIR548AH_5P,MIR548AH_5P,26/817,350/26190,4.5483700593427e-05,0.000983173035291251,0.000645653446257571,ITGB8/FLRT3/PPARD/LAMA3/PRKCH/AMPD3/EGLN3/TNFRSF21/NRIP1/FZD3/SLC31A2/MFAP3L/RNF128/EGR3/SLC39A8/STRN/RAB8B/FURIN/LITAF/UGCG/MKRN1/RRAS2/ZBTB20/COBL/LAMP3/RRAGD,26
1481,C3,OCT1_01,OCT1_01,22/817,271/26190,4.66402451726512e-05,0.00100091979388502,0.000657307809665307,PCDH1/ZHX2/MITF/HDAC9/ANK3/TSPAN13/MID1/TRAF3IP2/EGLN3/MTUS1/MAF/DLGAP4/EPHB3/LYN/LLGL2/ATP6V0C/CPA4/DMD/LIPG/MMP1/REL/ZBTB20,22
1482,C3,ZIC2_01,ZIC2_01,21/817,252/26190,4.71576082184917e-05,0.00100251698524952,0.000658356691267837,ERBB3/SLC5A1/DAAM1/LAMC2/CRYAB/DHRS3/RARG/SOX15/PIM1/OSBPL2/TRAF3IP2/CTNND1/MTUS1/DLGAP4/PDLIM2/CASZ1/CKB/MACF1/MYCN/REL/ETV6,21
1483,C3,MIR302E,MIR302E,32/817,477/26190,4.73868236406914e-05,0.00100251698524952,0.000658356691267837,ERBB3/C6orf15/ITGB8/RAB11FIP1/SDC1/MFAP5/LAMA3/VDR/TIAM1/GALNT3/ABHD3/MTUS1/TMEM62/FZD3/CPEB1/PHACTR4/FMR1/RASAL2/MFAP3L/SPTLC2/SNRK/MYLK/SEMA3C/CRIM1/ATP6V0B/MYCN/RB1CC1/VLDLR/CXCL1/SH3TC2/TBC1D2/RRAGD,32
1484,C3,CEBP_Q2_01,CEBP_Q2_01,22/817,272/26190,4.92859040036184e-05,0.00102200437269449,0.000671154132217456,SPRR1B/MREG/KRT23/MITF/KLF5/IL1R2/PLS1/SIRPA/PPL/USP9X/SPTLC2/MPP5/PCTP/PPP1R3D/XDH/CRIM1/DMD/HOXA1/LIPG/ETV6/ZBTB20/HAGH,22
1485,C3,HOXA4_Q2,HOXA4_Q2,22/817,272/26190,4.92859040036184e-05,0.00102200437269449,0.000671154132217456,C1orf116/BAMBI/COL17A1/KRT34/MITF/SYNE2/KLF5/PIM1/BBOX1/PART1/CHMP1B/ATP2B4/MPP5/NEK7/RIPK4/ROBO3/DMD/SFN/MBNL2/MAP2/ETV6/CNN3,22
1486,C3,ATF3_Q6,ATF3_Q6,21/817,253/26190,4.9950100802647e-05,0.00102200437269449,0.000671154132217456,RAB25/DAAM1/FLRT3/MITF/DUSP10/SORT1/CD2AP/MXD1/IRX4/TNFRSF21/UBE2H/RUSC1/ATP6V0C/ZFAND5/YWHAZ/MAFF/PAK6/PLEKHA1/MBNL2/CNN3/CLCN5,21
1487,C3,CP2_02,CP2_02,21/817,253/26190,4.9950100802647e-05,0.00102200437269449,0.000671154132217456,DSC2/EFNA3/TUFT1/HBEGF/EPN3/GRB7/DDR1/CLDN4/PRKCH/TFCP2L1/DBNDD2/CTNND1/MINK1/CAMK2G/LYN/GSK3B/KIF1C/GNAQ/PTHLH/DNAJB1/DEF6,21
1488,C3,MIR3609,MIR3609,26/817,352/26190,5.00209984624187e-05,0.00102200437269449,0.000671154132217456,ITGB8/FLRT3/DSC3/LAMA3/PRKCH/AMPD3/EGLN3/TNFRSF21/NRIP1/FZD3/SLC31A2/MFAP3L/RNF128/EGR3/SLC39A8/STRN/RAB8B/FURIN/LITAF/UGCG/MKRN1/RRAS2/ZBTB20/COBL/LAMP3/RRAGD,26
1489,C3,MIR1255A_MIR1255B_5P,MIR1255A_MIR1255B_5P,10/817,69/26190,5.31695130521867e-05,0.00107894324785492,0.000708546106624557,GPRC5A/UBE2H/CAMK2G/YWHAZ/OAS2/PPP2R1B/MAP3K9/SH3TC2/GNAL/FAM102A,10
1490,C3,MIR4531,MIR4531,25/817,334/26190,5.59860042178729e-05,0.00112842061203997,0.00074103807858792,LRRC1/SDC1/SERPINB13/MYO1D/CEACAM1/USP6NL/KIAA0040/BMP2/EGLN3/CAMK2N1/TNFRSF21/SLC35A3/NEDD4L/ABLIM1/TFRC/CD53/AUTS2/ZFAND5/ISG20/SEMA3C/HPS1/SLC12A8/PPP2R1B/ZBTB20/SLC11A2,25
1491,C3,CTATGCA_MIR153,CTATGCA_MIR153,19/817,218/26190,5.85131528139451e-05,0.00116363156562665,0.000764161244819311,EFNA3/FGFR2/KLF5/MFAP3L/CAMK2G/ITSN2/AUTS2/GCA/FURIN/TFDP2/DMD/ASB7/ACTN4/SRC/CNN3/CLCN5/RASA1/BTBD7/ADAM19,19
1492,C3,ZNF512B_TARGET_GENES,ZNF512B_TARGET_GENES,19/817,218/26190,5.85131528139451e-05,0.00116363156562665,0.000764161244819311,TM4SF1/ARHGEF5/TFAP2A/AMPD3/IRX4/ZMIZ1/SEMA3A/CAMK2N1/FST/CSTB/SNX16/KCNG1/CLMN/SMAD3/SEMA4D/F12/PAWR/ZGPAT/GATA3,19
