	GBM	LGG	CESC	LUAD	COAD	BRCA	ESCA	SARC	KIRP	STAD	PRAD	UCEC	HNSC	KIRC	LUSC	THYM	LIHC	THCA	MESO	READ	PAAD	OV	TGCT	PCPG	SKCM	UVM	UCS	BLCA	ACC	KICH	CHOL	DLBC
YTHDC1	0.81091576232455	0.871108875653597	0.575274682101738	0.820980590914418	0.625951780435114	0.443212753032229	0.827268791621797	0.516814611323912	0.536825197363424	0.568847097531629	0.289550906066712	0.411382903917129	0.526683568326673	7.40351375955234e-05	0.771814844535415	0.451404193328673	0.0751415943887884	0.250542186498087	0.664713919977835	0.114733758115412	0.956517807787876	0.408980792324317	0.577079604449345	0.183599702155119	0.57720067060197	0.776097177880907	0.748677610561841	0.312691969521589	0.206011424505552	0.256076211392583	0.476593926319413	0.565491851334105
IGF2BP1	0.610377372715289	5.36753000413401e-06	0.445042505860628	3.36957866097067e-07	0.242534555955638	0.0233624515786554	0.998837376234482	0.0108978703205716	0.00155959819245218	0.102596564630584	0.535457116701111	0.87973632739348	0.022857373029554	0.071604718848953	0.299815994692779	0.843917666186886	0.106321185815339	0.0709616866413352	0.00505003985228305	0.549979005771147	0.0622658514885274	0.296948232957038	0.483210184526453	0.591664861413557	0.00181638118421747	0.775966427526112	0.0382011579942246	0.769218158001399	0.00211148036453666	2.48973351858443e-05	0.172419659444036	0.161200229961626
IGF2BP2	0.943166594168711	7.89958192172345e-25	0.465723553000903	0.00571187127810232	0.651140908895406	0.344077472403548	0.703484278502659	0.00689394191648333	0.1895589931684	0.678189139854433	0.960604269403612	0.760726553567285	0.00222942298071474	3.65437894585773e-08	0.823715414970263	0.595710896378134	0.00614918810180528	0.139144317474262	0.000191640260707943	0.1169775658477	6.39116634617525e-05	0.937109821180832	0.803371396695106	0.971831582097269	0.615971396439644	0.00709257367330784	0.167032791583358	0.0150972486257428	0.00122154872194799	0.586472835886595	0.160720049586649	0.653721202854312
IGF2BP3	0.524884004626256	9.05238276925326e-28	0.988013815876406	0.000290501786691792	0.113809718386246	0.29763717820798	0.179609820668325	0.00769356987823245	6.78216174407415e-17	0.370544587715484	0.520480118338883	0.448145387853264	0.240204547553088	8.53437615426806e-10	0.265800491659556	0.265120457944442	0.00203931560905952	0.0362121816500763	4.99659679639459e-05	0.978744129751838	0.000529641655342595	0.48084057858851	0.570837107663244	0.0621569479044632	0.0912551934895302	0.00984272612888009	0.604990645270927	0.00930160477955986	0.000949864814198619	0.0444265038583125	0.564105289151149	0.819905717413322
YTHDF1	0.256783967472979	1.67881606915572e-05	0.680971372411624	0.634814532786842	0.952993704674525	0.0466544749856072	0.84334789295104	0.44408691439788	0.725269516659194	0.47865787165028	0.194584112876745	0.625915075985935	0.318722704689466	0.0417852232878905	0.353611393287072	0.466308154898387	6.77761362361522e-05	0.00895282030979288	0.0375098830385973	0.0442527386020242	0.262068613980711	0.91884102064652	0.432792345923596	0.445532740676978	0.622554241384268	0.0129886865236808	0.425855108520416	0.517212123858818	0.0639934376479305	0.0884290739081441	0.552221017107269	0.867927279559699
YTHDF3	0.900994557996526	0.0204150549891876	0.0682564939082938	0.16192828360067	0.508820720789183	0.00840741572006752	0.798139385245386	0.413390012390138	0.317418712326916	0.709959988153148	0.647782221177488	0.731431857996561	0.970871405271975	0.00019964144372941	0.488434611072962	0.723194452539984	0.171744141338627	0.0232373462726785	0.639519226115875	0.0792607306401938	0.464384709552703	0.94621264163305	0.594642878835229	0.341708599243097	0.789632045833859	0.00258198757625153	0.909083675237181	0.903071951245998	0.42264647560793	0.0356096151846661	0.477583682513558	0.474511896111167
YTHDC2	0.912201086845457	0.000815574365176753	0.852149727683856	0.362342168881873	0.0557757479908489	0.265062254947085	0.933176145024813	0.915600627059489	0.755145349758777	0.913453972623202	0.46388232877988	0.532889482081323	0.0292013606745052	0.00243216981639258	0.961583880485559	0.919382848280694	0.444296058283995	0.0395820926184831	0.973981927237768	0.0067332352893175	0.790394459986472	0.235725815234193	0.816592009954446	0.484944967733132	0.444690849718748	0.139364979402734	0.371796726549781	0.747713196577838	0.607749902169681	0.0554155511320433	0.295711213907383	0.482797005175113
HNRNPA2B1	0.334143273494362	3.88368536484471e-08	0.132378512391463	0.00342342227922926	0.823903323008518	0.315581286959081	0.338948258604348	0.0330908346195584	0.469676831269571	0.0864545693193127	0.079134112202607	0.430249874989326	0.411069106606864	0.797379182778245	0.912454944362097	0.161964129986825	0.00307167794752673	0.491395936796847	0.117394852194602	0.118503323542252	0.304152248758719	0.0380799535564946	0.411534026392312	0.146644955877338	0.568109155564671	0.144669633948626	0.799199207587372	0.845891227120825	3.44517026673625e-06	0.0106112201439229	0.65555209361985	0.850732302155753
YTHDF2	0.321621024739528	2.21473923070872e-07	0.312524807498447	0.988421688519861	0.409249755477727	0.226082542937603	0.610694783884763	0.00537880462401971	0.884692437984674	0.500007118576982	0.163902823553914	0.0348240176636878	0.991176193629772	0.000170347777365171	0.686255450895657	0.515556293769983	5.74511711287515e-05	0.156174388328492	0.620374647458568	0.0935993005982703	0.367614615876238	0.480974716215166	0.427648577766216	0.640392752371263	0.664502648864114	0.157716702220463	0.67712554505546	0.96403451442216	0.0277920737975763	0.00256126076512093	0.608753298690822	0.589669429779659
HNRNPC	0.163303044023157	0.673347731866471	0.117810020171943	3.65281325042359e-06	0.660221364571319	0.616615423837851	0.274541975811946	0.0101046206863577	0.00267690689848949	0.557512370253576	0.396599811809474	0.0975816002347812	0.0217166824454447	0.0391063388483491	0.341138430983045	0.236800583207778	0.000731357956661004	0.849207580614157	0.127033766048354	0.713502406331378	0.0660003721656989	0.0141103018948365	0.164641392106405	0.179334825528463	0.108199041052168	0.295152405787573	0.918747802639337	0.187760787452407	0.00106068052861038	0.0381182561549213	0.119000666336511	0.520402175799078
RBMX	0.307794079298581	0.98931748563267	0.682875200279074	0.144544247481115	0.330382420669766	0.103738669407202	0.0993599734380675	0.00768860572948645	0.0450686692760214	0.752041243696747	0.161584397867855	0.302125587261362	0.434018033337919	3.61855107277182e-06	0.722666881229565	0.12200628416838	0.00277618075423842	0.444751435813793	0.751598198679017	0.00233659721511402	0.865004471086752	0.105036816992034	0.704390245311179	0.0914914709341798	0.296082050295087	0.127120691183747	0.525019792629407	0.88045608458321	0.000707151186537265	0.121222699503926	0.436904058068641	0.879489732588201
METTL3	0.884353958644733	0.709706640939589	0.402416683859413	0.364891147760092	0.985780377407064	0.812527034552297	0.741394615161779	0.416993862561717	0.818585972317299	0.1813923419682	0.142282798955117	0.465255684958128	0.944365468424028	0.197470391203458	0.157142287450421	0.77179453184582	0.00226862215557585	0.584192000549886	0.193963037186154	0.911807381818117	0.0349801127311618	0.249598601557829	0.235330111460594	0.117829744763275	0.364600668979133	0.266056879031708	0.730415753380537	0.796090281900523	0.0346218845463096	0.00768304058852029	0.349754219718403	0.976617921205008
METTL14	0.799883284205155	0.0170574907658855	0.0473952087369786	0.61597296958136	0.434084059102385	0.216136847120647	0.180028894710084	0.665126615091688	0.69013175450402	0.35499776936379	0.153763184028207	0.5796900348169	0.982683383349938	3.64052494676411e-10	0.256484976240931	0.942545534657092	0.83955758655174	0.292421776141631	0.401891156586805	0.00256917812632349	0.954692363775859	0.552158522816441	0.934509516095474	0.164607994789923	0.759897356162818	0.846871138551547	0.981322295342764	0.386255339877729	0.977226193067495	0.14447650596747	0.654112286369655	0.609416160963979
WTAP	0.706936600575618	6.95818123919015e-05	0.0427631378068386	0.484212883752737	0.902552272634506	0.0954500518048903	0.96842798587782	0.677269499638746	0.136565738735583	0.490121711069618	0.761871941711417	0.40613850746781	0.719203967734328	0.0622894515634741	0.987692970894054	0.207686167275658	0.0132043783221236	0.570767419165381	0.0380546822247735	0.103959139126277	0.915745321791442	0.061736529915722	0.786736754453798	0.856053274617159	0.995640807516367	0.321091159352282	0.899127423184354	0.965617944010065	0.0978404622642417	0.281940833832284	0.836255595727653	0.470617728468275
KIAA1429	0.171689419456899	0.400323905378395	0.993551374465723	0.00998895345882936	0.0772662988634663	0.376434385463354	0.20196751018178	0.0880551249031986	0.00289447902746066	0.396935152445614	0.416456535676994	0.404010677019417	0.166138694441118	0.00279629757264375	0.670718426003268	0.0163318032652719	0.0035491935393921	0.237265351834377	0.0532683042942145	0.328940813412859	0.555053288648758	0.476158660394902	0.234404616366556	0.154574496078532	0.557690660115121	0.00174141626224241	0.365968868268839	0.970755498808299	0.00563938544760064	0.0032811224859228	0.982297334129727	0.646998688614932
RBM15	0.864543582721034	1.00337696286201e-07	0.613403365194122	0.0455966146809507	0.837738456233749	0.542744682831725	0.887968806746725	0.643449076987746	0.279268745805228	0.0717696209782635	0.248405401721082	0.398543151469202	0.449508465396846	0.000207706756086963	0.819195378292634	0.251650398567316	0.0348450988626099	0.0088076439468112	0.0827791544472968	0.0128742787553756	0.0610213773374798	0.85703549181932	0.776486275460874	0.354412425337621	0.70562880419626	0.420416250019994	0.905772856798774	0.532181920118042	0.000399167309695276	0.0298128355809412	0.0720882790666651	0.724445275486858
RBM15B	0.546422237951047	0.178034191404613	0.538137535053103	0.142494393064788	0.427132680089847	0.300329786583646	0.131204130749867	0.13624814430788	0.501322860288554	0.699192956130079	0.268276116142286	0.252379595619184	0.170821102108762	0.00764479678111256	0.611216738670979	0.181426438174681	0.000701840767217139	0.252240604192148	0.25663900157516	0.0662028713321471	0.781556535533989	0.357059607340308	0.785851915816157	0.347370115593393	0.49153314119261	0.000994265298336271	0.49906447409302	0.853555261798891	0.0318914633557221	0.08213135601385	0.625606945845284	0.762086805799111
ZC3H13	0.964786946897126	0.258457028951134	0.0423096422953786	0.539705340885459	0.588512512672471	0.201522122941024	0.227044220918752	0.875164662010036	0.983137848395712	0.64598973033959	0.922458758460594	0.292626343192564	0.370219351089507	6.93536414525305e-06	0.38628819449474	0.687429630958808	0.272512247278519	0.64303363040315	0.445732893570042	0.469291372680756	0.468348856181051	0.245161548019812	0.377096608917552	0.344936506850371	0.643925347437943	0.140791423382682	0.400612728894974	0.101935418254778	0.217288687092722	0.0649824544867638	0.678439867951668	0.672398802314392
FTO	0.847791833324685	0.394110973589661	0.496962119146004	0.547171398192341	0.690871993432537	0.189416952580102	0.995226907354616	0.518967154605589	0.35757636668449	0.0210611904590867	0.877035616549751	0.720142475743756	0.217096018764241	9.29643245139923e-05	0.13225296660268	0.577329878325294	0.497057511435227	0.0713755639354317	0.798888951590187	0.166842054197801	0.709565498285479	0.611950996127729	0.99762566629894	0.530851630548103	0.715538887609274	0.953806022957332	0.634724490383633	0.0184023399112998	0.51037080138849	0.209320464595999	0.380645196581981	0.554593309993977
ALKBH5	0.0156625096921206	0.000648307018653107	0.951361986284329	0.182400916616884	0.482914438138565	0.221965477179036	0.0171501866551424	0.604205683760631	0.297032197566712	0.25049085225612	0.238096290274285	0.246643704595661	0.406108212198436	0.110884638308869	0.791538128579787	0.967099394416248	0.688835699205884	0.0385020861898097	0.983979270523343	0.792828555904821	0.00650019480226142	0.100640678895279	0.803773716464539	0.620503781109745	0.975837491029129	0.113000229199284	0.77727116153188	0.0122913184903917	0.191366589986424	0.00639303014372105	0.131756183740419	0.47051050678653
