	GBM	LGG	CESC	LUAD	COAD	BRCA	ESCA	SARC	KIRP	STAD	PRAD	UCEC	HNSC	KIRC	LUSC	THYM	LIHC	THCA	MESO	READ	PAAD	OV	TGCT	PCPG	SKCM	UVM	UCS	BLCA	ACC	KICH	CHOL	DLBC
RBMX	0.29083704374388	0.152975906976171	0.184601032577832	0.171209701651606	0.36840446720888	0.298737703820604	0.0353676973135483	0.0208067898839173	0.451102734197505	0.819390201133347	0.722442015487166	0.59187017976918	0.890797811868858	3.27899243378615e-05	0.934125362418169	0.0676078178608537	0.0271834646627684	0.422637853236185	0.715016766590851	0.397832576246337	0.713938736295259	0.161605361453302	0.48987792801453	0.0161507473874597	0.0130072791412545	0.0601732678720178	0.749071608303341	0.822493010999391	0.000287458585350286	0.190825984874102	0.753525824187312	0.734319774077367
METTL3	0.667314193757228	0.998739024615567	0.814783935119252	0.555314724261557	0.680278010402585	0.770706562556445	0.879513468127749	0.166247147646686	0.580660134958988	0.22193179452241	0.316323648375037	0.347981923278788	0.905062621586188	0.382847709519368	0.0802000365878672	0.390814998878809	0.00143120518180029	0.513182489461151	0.0132084710107747	0.339201586566382	0.00983078894373157	0.402243951501692	0.0739548994687212	0.702372852288649	0.388782014356298	0.238065135248229	0.637854670994384	0.866773517652281	0.0438908242493934	0.0157927520228518	0.493667334566878	0.30422404972266
METTL14	0.0598657748669621	0.339531436242905	0.0451019081868741	0.150310454399518	0.657148632275914	0.753706868938253	0.229489635008195	0.872998501597895	0.143001046688686	0.676622930330286	0.324246074027422	0.700093764168976	0.209637923948102	2.25819420873741e-06	0.131455619662152	0.644953995428062	0.94629757947197	0.104817682443619	0.119635052820888	0.132667787336739	0.322150489721083	0.249845900976816	0.313263298914038	0.368469395471262	0.839775864349761	0.889006062641133	0.671815307392291	0.764039966760021	0.630403409718728	0.0743452293116638	0.842390187456646	0.270758357096302
WTAP	0.435767498151283	0.101168383411289	0.0937672727142299	0.257030479606387	0.940202481419725	0.510083277206134	0.55490132320849	0.814735241142334	0.0390248539442962	0.951681843782459	0.759907493880081	0.377939130579322	0.752561752383866	0.013394460656793	0.0555381786600485	0.495357360117463	0.0147527447124173	0.904779082224961	0.070561421436714	0.369122364728924	0.469893106432678	0.000100145883112468	0.979938974327699	0.96700713074073	0.501241142094822	0.345571496491834	0.98239220265922	0.872135754918176	0.613035027722724	0.151247274634639	0.373120420027797	0.260099137425099
KIAA1429	0.453219252241926	0.198185894348832	0.968381790725603	0.0256213801721822	0.030204912817108	0.0550580395620319	0.735616905161048	0.224435896091714	0.0169167580066515	0.653214009557566	0.779153602383973	0.209142208769697	0.478585578593901	0.0172787600572145	0.817891785456466	0.015389992642612	0.00712406089219231	0.901590512639827	0.187692766507468	0.579682112000881	0.968400889410034	0.691961997256927	0.348684256312048	0.330169158681377	0.980300236780513	0.0245765163242576	0.918966840212161	0.608543244408255	0.324529687455909	0.0874753768396129	0.971979298258735	0.369099507416928
RBM15	0.548204787052621	0.00751053972206561	0.459841871118547	0.0367377491858222	0.945689913992013	0.481016289741348	0.557753608948301	0.519391583092091	0.598069885081493	0.108451459736208	0.259613921778422	0.340509502720124	0.372202555182859	0.000764506793193287	0.824520659593355	0.13531866934977	0.286251734290003	0.0415560237328888	0.100645641529951	0.349432618916248	0.0726694782211589	0.863118496537063	0.983851418526969	0.532013477473189	0.33159121587348	0.834993210151306	0.801361108396425	0.87919338416922	0.0089614414043272	0.0291694897370381	0.0376034859469616	0.226256811825003
RBM15B	0.809790540538567	0.23719893919455	0.682869106392061	0.12726337697828	0.425379494719433	0.533396930789066	0.299589381705348	0.412248983688394	0.555274505762038	0.974051791832676	0.382319761691045	0.269634288651595	0.499192752592428	0.0109359449528242	0.788918618878476	0.274317395409759	0.00367892109394841	0.44591928535189	0.904649104123234	0.119877361717078	0.50263361782426	0.45026097279372	0.422847358430747	0.366322653765058	0.132759657061464	0.000252299930494693	0.644411309053394	0.638547660423996	0.00230347484121818	0.257811262221855	0.350297390635851	0.270758357096302
ZC3H13	0.359228015498056	0.76551513150827	0.00516507829862389	0.437102432630885	0.217264201558611	0.905592874138907	0.479406280008348	0.592400780948994	0.552514964549969	0.910327422139302	0.993850161294225	0.293076703619235	0.982884508977056	5.10427218192167e-06	0.608076576242653	0.390865223439081	0.619744414007444	0.535313951199438	0.136701183477415	0.560684159224785	0.640876018312411	0.434539079424435	0.586584838416068	0.902277085793488	0.638681571436676	0.889462007692066	0.468253717189303	0.40956170392155	0.666230809958901	0.0842776090644322	0.812445471827388	0.270758357096302
FTO	0.16319689404433	0.148024226053185	0.646527224695635	0.788832614544796	0.465492413852135	0.779525180674433	0.740517392370671	0.637195051249781	0.127104610992816	0.286300040842013	0.461646388451731	0.704820130117303	0.633442132601588	0.000146422245003275	0.197232218828915	0.840540409718521	0.751792959308704	0.0115807095915584	0.371406517397997	0.407933140047529	0.347706553956156	0.118429486496154	0.757366880536072	0.539231794031931	0.485512629220592	0.966178598095135	0.946663586527223	0.0141882193188654	0.318655972436697	0.238774468823012	0.443917657489448	0.695779417319849
ALKBH5	0.177445545652671	0.00348302236623499	0.0525625975529328	0.0366414873341651	0.669400371363311	0.818583835276042	0.256923028059309	0.954118071852731	0.935849704591679	0.629152894387383	0.771001694359744	0.496157242181697	0.515981951210177	0.0590693603229512	0.437915055213005	0.491584790987933	0.596430699809623	0.684415486642542	0.753596107736717	0.884654635375847	0.270727872847782	0.216314657419462	0.970478548477403	0.423954264905908	0.216381287074978	0.0025468966437403	0.944777301694259	0.00967119235808733	0.0741990903612864	0.0152574505141144	0.775193782887805	0.712398151313604
