	GBM	LGG	CESC	LUAD	COAD	BRCA	ESCA	SARC	KIRP	STAD	PRAD	UCEC	HNSC	KIRC	LUSC	THYM	LIHC	THCA	MESO	READ	PAAD	OV	TGCT	PCPG	SKCM	UVM	UCS	BLCA	ACC	KICH	CHOL	DLBC
YTHDC1	1.03433127683323	0.961454410011154	1.10965020822838	1.03120506818379	0.861193527847711	1.12384389965668	1.05674958797528	1.09965946314147	0.878029374167388	0.907050410458333	1.83012838106457	0.851871584007947	0.936071153998521	0.675547908561338	0.965789663540739	0.756625748593571	1.25409894897516	1.8186239874862	0.904417933150935	0.46693304068532	0.990038995616294	0.914890111006695	0.627110450457861	3.24003343811003	1.13532791736313	1.08366006875655	0.912007562847283	0.882214561047339	1.4446374784221	2.02992963529039	0.753492347772082	1.26243638158989
IGF2BP1	0.917572042680487	4635.08175807247	1.08223371812124	1.30240809610128	1.1637390451666	1.55458134439193	1.00010970931628	1.26582611096086	2.00469836471215	1.09034312530388	0.000615424606951054	0.969286462280792	1.13384404810945	1.19142324654097	0.94430470693393	1.39215405727418	1.12653035044838	2.9360966269073	1.49145148048911	0.817459319007331	1.37600541833363	1.09424362808222	1.52670941932074	2.47422193741672e-06	1.9639924618513	1.82049845709838	0.791065922042017	1.01945697405109	1.64244570000534	265.359994036092	1.41440939432096	0.262221707135967
IGF2BP2	1.00465751933229	1.84418705573361	1.05924115844006	1.17085711116847	1.08576976094913	0.92751524216748	1.03910282898757	1.15092321294453	1.162466921472	0.971169798972563	1.03524855994054	1.02754872056908	1.17568842476609	1.38902096439059	0.99016641409926	0.874808427464756	1.18287250210137	0.782702219624957	1.37070970121702	0.564993910818208	1.5293033524211	0.996725887423603	1.12767881169652	1.01721226662117	0.927261990543164	0.496938398504318	0.873628728483299	1.10475454746171	1.46610972520264	1.25706352641005	1.41575184951789	0.773069220064034
IGF2BP3	1.04735615119015	1.8549846078302	0.998832645055196	1.17388593864793	1.14995144522204	0.877160213352624	1.10623468721598	1.20896008100933	2.54548246209395	1.04847839392637	0.0836205297953006	1.08218345588861	1.05562101370555	1.45710493291375	0.94633791318835	1.34115980304718	1.23727762074196	1.38099610703249	1.53728642966524	1.00488582468056	1.34575756842092	0.973532657830974	1.27420712498678	5.18659447197691	1.29406545567441	8.32945728583712	0.940353204648883	1.14313691552037	1.90519562285858	1.99086690077181	0.891206556310092	1.05093263681132
YTHDF1	1.26444046545814	2.93938168046127	0.910861520745631	0.940508764165724	1.01175940720049	1.32800313552627	0.956985492451775	1.1668828759029	1.1100533241157	0.912265120178514	2.80507938732613	1.16150438845808	1.14701893196537	0.714288350441385	1.13686380247107	0.620785819256108	2.04250345042512	5.29794037764423	1.98577268608931	0.44891267098956	0.787245006875197	0.99037461429184	2.32482635650615	2.48711608172818	0.874660455093835	2.98671908704216	1.3602241511108	1.10138918485357	1.94468462936201	4.56212904541834	0.656575370098362	1.11535457531277
YTHDF3	1.02954723818009	1.61939641699113	1.51147420126826	1.20927540856848	0.849038768835409	1.33626071417769	0.952766475239882	1.12332380804871	1.23960817587267	1.04574734561905	1.22637230625402	1.08708520300815	1.00325981592025	0.665777527728838	1.08283405747814	0.854339227879739	1.191039891884	3.50009556493965	0.896109828117132	0.49436154034139	1.13482155345102	0.993403335800937	0.691759393232958	2.21620087816233	1.0471866961166	1.74890757840419	1.02269074988476	0.985356412363781	1.22745416325438	4.31338765460639	0.772816638062148	1.33354853101254
YTHDC2	0.982443669000687	1.98956830128529	1.03355050189849	0.891024967956224	0.608103630329962	1.13154984342843	0.981177073553188	1.01573255590303	1.07239171797772	0.986695996314808	1.36943120967932	1.13736115896536	0.805156715126758	0.714700286429077	0.993719219797211	1.04499444327795	1.10313783053669	3.62262725029358	0.993131840211641	0.344211182952325	0.953630463260589	1.14322580457554	1.23001220806591	1.72502842236408	1.19048049877486	1.52149205382968	1.28995494461374	0.963805039015887	1.14245833666989	3.44686904104291	0.674250424398198	1.28988039589645
HNRNPA2B1	1.12869326359162	3.42272253543044	1.55315007298159	1.50233695555693	0.949519041733544	1.20677049089939	1.26196405669245	1.48909975383298	1.21669887243104	0.76690918757273	5.34880220548783	0.868183380527539	1.10851183671867	1.0397802280996	1.01421388774933	0.608549921395542	1.56639485539725	1.52847416909751	1.65908862313313	0.464847807804698	1.27739911084046	0.842225275140439	0.444095565539862	5.57700303166986	1.13977725396227	1.7037027139825	0.907359847739214	1.02742754760528	8.53341121066086	15.4917941005414	0.750222563396002	0.922939227540635
YTHDF2	1.24792079219906	3.01181554133346	1.30270887519808	1.00223893698553	0.781671312014842	1.24950091778613	0.88196117286635	1.85254444482804	0.9615510300337	0.893259501279051	3.01389520694349	0.595531189619609	0.998373179600286	0.595762107307238	1.06107433908594	0.66151586893629	2.04015777811368	2.90342753321781	0.860263480803747	0.394452230037307	1.23396885267918	0.931378504939867	0.462620069297827	1.466372915717	1.10021265677604	1.47792150201301	1.19868579484704	0.993417169014088	2.15006009393935	12.2842157912869	0.697290239190064	1.41310986844313
HNRNPC	0.743839064451421	1.12611148767635	1.70846446993445	2.38298552493381	0.893427730858391	0.89824124535376	1.38864390784108	1.89109452551746	3.01810218136935	0.898211112907127	2.07540597287145	0.718894481248282	1.47177444871118	0.720686737066515	0.866758036130781	0.551171337179756	1.8432353653891	1.12964445812368	1.78729167192554	0.822226148460594	1.65529177923304	0.789843785902058	0.278575305214347	6.86802598672223	1.97371022724996	1.60779604667746	1.05740411248828	1.23816499043493	3.7306140158735	6.46423611704748	0.305255419234765	2.00000104721704
