,x,y,PAM50,Cohort,Class,color
BRCA-A0SP-01A,19.574096256464,-3.8823982814871,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0YH-01A,3.84471541218882,-3.30553639917955,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0HF-01A,-6.71258730584579,-6.72149277592799,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0CM-01A,24.1886128989775,-8.34924634935638,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0AY-01A,-0.675558793737633,-9.61672124213701,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A04J-01A,12.3809342743952,-14.3536625954503,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A12H-01A,-6.49740223844746,14.0134246109792,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A03V-01A,-7.09695583813192,4.44002328137035,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A09K-01A,1.8115682957639,17.2742289611773,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0SK-01A,18.4409638584837,16.0630184523082,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0BC-01A,-0.712371869500543,-5.31954910742564,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A07L-01A,5.36182258666791,10.8554427296245,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0J6-01A,24.803826905835,2.70941346711844,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0DH-01A,-5.36214850584295,8.54457641448125,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A03T-01A,2.14810950065586,6.52885312889655,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A0BV-01A,-4.84004274786427,-0.622539411023996,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0JB-01A,6.43303393189167,3.79871591568635,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A0JC-01A,6.76095129480433,-16.9514115528696,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0B9-01A,23.9978589180303,-1.08706595046226,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A12E-01A,-5.80505759481438,-1.02658898647532,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A03U-01B,0.103301782856097,-16.5170879105827,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A0BM-01A,-17.6353591340722,-8.32397179072627,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0JJ-01A,-9.15005699241734,-12.4370280340478,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A03N-01B,-2.51514025348013,5.67328004549966,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A03P-01A,3.03744708981291,13.7875204476342,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A12B-01A,-3.90254557357738,17.6759523314798,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A124-01A,21.6503008280996,5.32671663140826,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1R2-01A,-2.03240360157428,2.8787814375249,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1KR-01A,23.675562819796,8.13581824405122,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A5PX-01A,-17.6325793332561,-9.06678004527577,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A081-01A,7.47018887108164,9.58391448380711,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A083-01A,-12.2112958938459,16.7664908155588,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A094-01A,10.735275610678,-2.91131379482189,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A096-01A,-5.47732648378841,-7.09594443787832,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A09Z-01A,3.0543355230637,6.50369177051225,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A03X-01A,-9.1588716900195,-5.28620347151505,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0FX-01A,10.322814968803,-2.75773460793413,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0XL-01A,-11.8964765939146,-7.151466919854,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A26X-01A,9.84256748689841,-10.8543626846797,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A0FW-01A,-1.58208208808808,7.52465215982917,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A26Y-01A,12.5898101800265,9.64592920505396,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A0G0-01A,19.3564142567796,2.81564852085589,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A295-01A,-6.58185194097877,0.0695886689053262,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A27P-01A,-15.5435864042381,3.21992540227631,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2QI-01A,-11.2980740144278,-5.64943873580068,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A08A-01A,-8.27004867078932,6.46996117174814,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A08R-01A,22.7502728000577,-5.40386090917837,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A06Z-01A,0.0845579656965582,22.2677910880418,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A06Q-01A,3.91799361866554,19.6353903635517,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A131-01A,12.960147841097,-3.25141386410051,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1HM-01A,18.2407071175966,3.59034203120327,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0HO-01A,-7.15273731186757,6.44549946326684,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0DS-01A,-6.74973966934736,-3.55995999155745,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A6FQ-01A,-0.501489530773482,12.8818192456853,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0E0-01A,18.2270145682919,9.29428540282766,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0RX-01A,18.250410450555,-14.6928179585568,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1PC-01B,14.2546690686006,12.1710063732714,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0FS-01A,-17.2514972408019,-5.26835211265184,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0FK-01A,-6.61367904635421,12.5636979580288,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0FN-01A,-10.9390085866856,-23.100133447275,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A4RW-01A,-5.89288761617209,-1.86936887274488,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0FL-01A,12.4270448582072,9.49227868590069,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0FJ-01A,17.9716397786298,0.524928719949297,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A26Z-01A,-5.8160735613006,12.7768424444657,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A09R-01A,-1.15632028568784,1.21857914673479,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A079-01A,8.23798081725318,15.5978621829151,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A27K-01A,-12.5252988246009,-5.31406306430094,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A274-01A,-3.48290099260439,12.8572640824103,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1Y1-01A,-2.2578523118099,-2.09030543690116,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A07O-01A,26.2946615040309,5.53172191574938,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A09A-01A,-3.68418656191675,-3.38083282238521,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A08L-01A,9.96229123706913,3.43791172137634,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A3J0-01A,-0.0639363768530657,12.8631932840752,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A6VX-01A,0.37352437016854,2.46082297515924,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A5QQ-01A,21.9961567883966,-9.48477379689126,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A5ZW-01A,-14.2226395790486,-9.68240917893559,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1HI-01A,-5.9509446806243,2.87046420043974,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1HG-01A,12.067798369364,4.09863434877073,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A441-01A,10.0132994831994,-10.9740091960263,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A3YW-01A,7.87430821532163,-13.8393829545305,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A13Y-01A,10.1874348766962,17.3477743536851,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A07J-01A,-12.9235388042554,-13.1272379107604,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A08I-01A,7.44971813125118,2.74473429403436,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1JF-01A,0.803699532370914,-1.7155104519861,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A73X-01A,-14.4222650423113,0.0272636253509846,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1JS-01A,-8.54564229504224,22.3733711936879,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A27A-01A,8.0948859415226,15.5185137612032,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0XO-01A,-8.66520030186673,7.18900450975388,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1XC-01A,-8.37086234647602,17.7974750804686,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A27V-01A,-15.5105482826243,-3.48853652854823,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1XW-01A,8.33723835128428,-11.1138911303668,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A12U-01A,13.0683298339242,17.7960893769281,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A12W-01A,3.89334308659502,1.3259037778086,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A12X-01A,2.50499423897814,15.0258623336189,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0HU-01A,6.80571892495076,12.440463287661,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1XU-01A,-9.70346835139286,-0.191700162853427,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A06O-01A,3.21596358042974,6.76015781948762,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A27T-01A,-9.74360712719894,-8.89409517669744,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0HP-01A,-10.4640433775224,-6.66180330484722,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0TU-01A,30.6969744234809,4.70774144750696,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1JH-01A,-15.6101116206949,-10.3592147343933,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A09X-01A,10.3923141811043,-7.23508772243123,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A143-01A,19.1838599519515,3.39401085474993,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0E2-01A,-1.09209847620295,2.49907747969661,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A27I-01A,-11.4559685745546,-14.7429081303602,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A5YO-01A,18.6987529261887,-9.80656008475536,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A0YI-01A,-12.4716204285357,-8.04851455188231,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1JU-01A,-20.199618627659,-18.5996905174481,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1KO-01A,-10.9809687169887,-9.39437764296287,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A158-01A,16.3992176715185,8.75453951563045,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A3OD-01A,-2.14013013037399,-7.84544486152362,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A4SA-01A,-2.07671174081906,-6.44532367752756,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A084-01A,-2.48807401046894,9.34108295913548,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1XF-01A,9.2169302103162,21.0584746803406,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1XZ-01A,3.3021794290809,1.69051752268436,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1LS-01A,6.31762393661317,2.47688041316522,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1Y0-01A,-3.65830746557171,-4.76965746067786,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1XO-01A,-15.3151026067803,-6.11840069322274,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1JC-01A,3.827635974332,1.67727242619465,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1XR-01A,-8.92588858394009,10.4219253501962,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A27F-01A,18.7239165646855,-3.66375498576186,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A73U-01A,-5.81316730313048,-16.8565320050312,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1XQ-01A,17.0680586667799,-8.88031498200344,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A27L-01A,-12.9251554799253,-8.48033399751625,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1G6-01A,-15.0298838066396,-12.7403515211974,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A1XD-01A,-8.41849034944294,6.75386655034913,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A25C-01A,-5.26569740887053,1.08440540214379,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A62Y-01A,-6.69118853127143,-2.17201501222999,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A27E-01A,-12.0676229108007,10.5052490627235,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1XM-01A,-5.41569191869088,-8.49879016596596,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1X6-01A,-1.64136861564836,10.9302032093841,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A093-01A,-12.5326364166794,9.30617337130705,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A082-01A,-0.690029653325563,10.5162684152959,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1JD-01A,1.19489388836639,-1.83698986217401,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1XB-01A,-13.1337890646687,-1.43239282702141,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0BD-01A,2.01543219635649,-2.61962207699591,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A15G-01A,-16.8225190752277,11.6085127440622,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A14Z-01A,3.01471157587793,-7.20037697796399,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1JE-01A,-9.18909580779692,-0.708855605030312,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1PA-01A,-0.690077000667284,4.56722914452535,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0T6-01A,-14.4142479915184,-18.1235146258756,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A07F-01A,-5.07405078467899,-0.0748741705593883,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A07G-01A,-9.61714291629047,-7.14781581858456,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0YK-01A,-10.2268783077976,-20.1064257066621,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A1JM-01A,22.4275622659593,9.88849931996604,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A154-01A,-8.40600036944323,9.07051804895288,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A15P-01A,-12.7816178049548,3.18760028243262,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A07E-01A,-2.73889914613142,-10.2152688255453,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1JL-01A,15.2002327596828,-12.951450431458,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1JJ-01A,1.80799758308053,-0.687865280174012,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1JK-01A,13.6375181661054,-7.84810323101406,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0J7-01A,-1.50006006597111,18.3412690143233,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0HI-01A,-13.9172145897136,2.64449435231304,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A141-01A,-6.95638128729621,-16.659441562102,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A26J-01A,-5.83579655504065,1.39425846242465,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0T7-01A,-2.76142604698427,-6.49695842935884,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A13Z-01A,13.1377614898346,-6.04311852315796,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A1JP-01A,-1.89496155851285,-6.08214631924148,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0A6-01A,-5.81593333826618,-9.96720496366439,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A4S2-01A,-6.33448963571656,-2.61698197212384,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A146-01A,-14.7124415788424,-6.10494131780785,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A4SE-01A,13.5708148149986,-7.70543738485116,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A4RY-01A,-12.2503829063368,-12.5504994514961,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A0JF-01A,-15.516447169203,-13.9837729584599,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0JA-01A,-4.9934814564925,-6.08869327074814,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A15F-01A,-2.96708141655664,8.38588225653819,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A4Z1-01A,-15.2724975137104,-9.3224988017433,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1IP-01A,20.2479776042801,-9.78292865308906,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0BJ-01A,-10.3113647896517,-5.45191037661018,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2FW-01A,2.86705937811289,16.1357768409977,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1IN-01A,-10.5425948870863,-0.59238113612401,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0J8-01A,-9.37506792454527,1.30704844808749,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1OW-01A,17.6251125289538,-7.24950550952663,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0H7-01A,-1.43660638607965,3.04786899150792,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A4S0-01A,-9.63261314512329,16.5690386054279,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3YI-01A,-8.32024849093648,-11.5869813003436,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A153-01A,-12.1559263105529,-7.16306119284498,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A15A-01A,6.21171467671944,4.62213510632128,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A13G-01A,-17.2260875288159,13.832588788831,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A4RX-01A,5.60811532952126,-13.0536502425063,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0H6-01A,-11.9885081169626,3.32892003226013,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2FV-01A,3.72961885442157,-4.15171240865417,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A06Y-01A,-5.33784798057069,16.2189819165879,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0JG-01A,-10.2766148542358,-6.79465065488449,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A108-01A,-0.117018510508672,-24.0855972388692,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A0DC-01A,-7.60332821098965,28.9991094723895,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0GY-01A,4.48227323654742,-0.807891221116011,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0CJ-01A,5.54851134324406,12.48892296279,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A092-01A,7.53934998921254,9.42102854079509,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A08O-01A,-10.5020620147636,4.7988749065705,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A26E-01A,-16.2164477115143,-1.77007586553031,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A14X-01A,14.9396765069332,-4.81473724988335,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1H3-01A,-10.3057712691529,-4.8949532885496,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A54O-01A,-1.89724489725841,12.0669096951171,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A08F-01A,9.48339178960316,2.65743443785216,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A091-01A,-10.2875970192496,9.54199065132811,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1B4-01A,-18.1028154383254,8.68570307227765,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A09M-01A,4.76307350879977,8.70690968289553,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0DB-01A,-10.8487655332519,-4.35408738303848,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1II-01A,25.3365186891939,-7.33886652615898,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A07C-01A,21.4102395124676,-0.863599361468227,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0CG-01A,-9.38441686146986,-13.4828285301453,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0DA-01A,9.88033110924371,-2.63048804427297,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0HQ-01A,-11.92941761456,1.17009160509622,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A085-01A,-3.5176570663606,15.7870782904718,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A08J-01A,3.14359250820581,4.79229476608583,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A0BA-01A,-9.10286963121143,-4.43305488194865,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1IF-01A,-7.99623681748848,-3.58334504956656,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0D9-01A,-6.70643737780939,7.58052538830785,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0B1-01A,-2.63686766428115,2.43303369275531,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1AS-01A,-3.44441466940529,12.064232354471,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0AD-01A,-11.7363759096882,0.507469426959559,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2LN-01A,-19.1846053180584,-17.0912947848457,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A14Q-01A,-9.78171612730055,1.95861443947372,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3Y0-01A,28.1301723708727,4.85812923309266,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A14R-01A,26.2395286787018,0.489657885550647,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0B3-01A,22.2889204075836,-5.59103685500138,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A08Z-01A,-4.76063174339775,-10.7250427020004,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A10C-01A,4.11489623295212,3.67612693007796,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A2LQ-01A,-11.2071248437095,-19.094479854676,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A095-01A,-4.65422897282998,4.19818319864544,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1LL-01A,15.3280712537284,3.90672341722251,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1AO-01A,6.82985056813624,-23.1176004067328,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A0E7-01A,-14.2840985321814,12.1366180567116,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A12F-01A,13.4872598264908,-2.18973811855571,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0YL-01A,-9.8215588717004,-10.6998000557215,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1AL-01A,-15.6849649144869,-10.744487982911,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A09D-01A,1.22754277533414,-7.7266670823717,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0JI-01A,-5.46896444724338,14.8414754756764,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0SX-01A,14.1190211946682,-14.9401147179944,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1AK-01A,-4.81668388392538,-9.25563781191608,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2FS-01A,-1.41052623390784,1.00131035904747,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1L6-01A,-13.0245529382884,-0.475903133116091,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2LK-01A,-0.504180060117507,6.89918894888302,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A402-01A,20.3782011454825,8.72406485158849,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0SU-01A,-8.11222169088844,1.31142669478192,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1AV-01A,-9.39806391887927,7.51669941952407,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1KQ-01A,7.21364595308935,6.77936106873895,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A40C-01A,-2.2143860465541,1.68862894945016,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0TS-01A,15.5031640315527,-11.9661974474113,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0U2-01A,11.9252136634717,11.3579265492942,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A401-01A,-1.7992580338406,-0.921495598945301,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0TT-01A,6.22925658341265,-10.7755948118387,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A24R-01A,-1.02959301170965,6.6592633387232,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A256-01A,22.1167516074211,-0.316224373840342,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A24M-01A,-14.5705178514791,-3.35796281089074,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2DN-01A,-1.28765882460332,-7.94814365005093,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0U1-01A,9.49487183287059,-1.55803861388178,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A40B-01A,-6.76118145502575,4.15013784400259,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2DM-01A,-7.38546859506618,9.27636377502965,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0U3-01A,0.920903350185986,12.2409686284368,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2DL-01A,0.100660286895048,-7.03203676216283,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A24H-01A,8.84919564199333,9.31080712638073,LumB,TCGA,LumB_TCGA,#FDBF6F
