"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"EIF3K",1.62888867370132e-10,0.262832851785546,0.794,0.725,2.23385792711399e-06,"2","EIF3K"
"C14orf2",1.66641154487131e-10,0.377003197514296,0.269,0.149,2.28531679263651e-06,"2","C14orf2"
"COX5B",1.73572137598375e-10,0.435928732539469,0.606,0.48,2.38036829502412e-06,"2","COX5B"
"VAMP5",3.26190933538555e-10,0.45526763534154,0.33,0.202,4.47338246254775e-06,"2","VAMP5"
"NDUFB11",5.92010081938501e-10,0.320312592843125,0.527,0.381,8.11882626370461e-06,"2","NDUFB11"
"ARF5",8.08671826688342e-10,0.327687875877233,0.414,0.275,1.10901254312039e-05,"2","ARF5"
"OAS1",8.137885628627e-10,0.267789376129881,0.303,0.174,1.11602963510991e-05,"2","OAS1"
"METTL9",9.32864433971704e-10,0.40545022108558,0.357,0.23,1.2793302847488e-05,"2","METTL9"
"SNF8",1.29744187081361e-09,0.459387504933338,0.29,0.171,1.77931178163379e-05,"2","SNF8"
"YBX1",1.89814564497581e-09,0.27935950325835,0.851,0.805,2.60311693751982e-05,"2","YBX1"
"IFI35",1.93428832838936e-09,0.437713703128818,0.276,0.162,2.65268301355316e-05,"2","IFI35"
"MRPL23",2.01103922405803e-09,0.400483341862179,0.4,0.266,2.75793919187318e-05,"2","MRPL23"
"RNF181",2.25733077358613e-09,0.255293562777997,0.321,0.196,3.09570342289602e-05,"2","RNF181"
"PPP4C",2.40708832096859e-09,0.353363883939332,0.403,0.268,3.30108092337633e-05,"2","PPP4C"
"DOK2",2.45463350187726e-09,0.382350200231292,0.346,0.219,3.36628438447448e-05,"2","DOK2"
"MT-ND3",2.70482495041684e-09,0.320871618423611,0.312,0.186,3.70939693700165e-05,"2","MT-ND3"
"PSMA7",5.02003650370918e-09,0.399322776672673,0.649,0.542,6.88447806118677e-05,"2","PSMA7"
"LTA4H",5.95439392012404e-09,0.363144879188432,0.253,0.144,8.1658558220581e-05,"2","LTA4H"
"GNAS",7.8397881787657e-09,0.299607194780917,0.405,0.277,0.000107514855083593,"2","GNAS"
"CHMP1B",4.09237408940343e-08,0.34264842367881,0.355,0.239,0.000561228182620787,"2","CHMP1B"
"VASP",5.04140194145234e-08,0.275610680089333,0.385,0.252,0.000691377862250773,"2","VASP"
"SF3B5",5.09717359128164e-08,0.501961889951214,0.493,0.371,0.000699026386308364,"2","SF3B5"
"KLF6",8.45403838557976e-08,0.263720721570397,0.747,0.624,0.00115938682419841,"2","KLF6"
"NDUFB10",1.00216256319798e-07,0.363371920878234,0.425,0.312,0.00137436573916972,"2","NDUFB10"
"AHNAK",1.09750831218642e-07,0.320203378984303,0.373,0.255,0.00150512289933245,"2","AHNAK"
"GNG5",1.27054249206395e-07,0.340542086287291,0.387,0.274,0.00174242197361649,"2","GNG5"
"ATP5I",1.36291144774695e-07,0.405349782138626,0.378,0.271,0.00186909675944017,"2","ATP5I"
"ANAPC11",3.13869207760045e-07,0.29497173690521,0.339,0.226,0.00430440231522126,"2","ANAPC11"
"COPE",4.35318338095774e-07,0.337842728436619,0.538,0.413,0.00596995568864545,"2","COPE"
"FIBP",5.98111057909394e-07,0.350779409721762,0.251,0.156,0.00820249504816943,"2","FIBP"
"NAAA",6.66366918859505e-07,0.332686726853316,0.258,0.163,0.00913855592523925,"2","NAAA"
"FLNA",8.59073347739499e-07,0.258682211355719,0.301,0.194,0.0117813318908995,"2","FLNA"
"ATP5J2",1.09310601241676e-06,0.273430385243955,0.421,0.307,0.0149908558542835,"2","ATP5J2"
"UBL5",1.16450452807257e-06,0.390778345733196,0.541,0.425,0.0159700150979872,"2","UBL5"
"SDHB",1.39044789658691e-06,0.621619230169652,0.296,0.199,0.0190686024537929,"2","SDHB"
"ATP5EP2",1.5776166757476e-06,0.298861857211729,0.371,0.263,0.0216354350912026,"2","ATP5EP2"
"MRPL54",2.47572978605132e-06,0.277857950596673,0.308,0.209,0.0339521582859079,"2","MRPL54"
"LRRFIP1",2.56388256251783e-06,0.323569559642418,0.434,0.34,0.0351610854623695,"2","LRRFIP1"
"IDH3G",3.10463445610697e-06,0.413008652829304,0.281,0.184,0.042576956931051,"2","IDH3G"
"SSR3",5.80635925278305e-06,0.321775015001659,0.258,0.167,0.0796284107926668,"2","SSR3"
"CKLF",1.25285719301782e-05,0.261735405245928,0.29,0.199,0.171816835450463,"2","CKLF"
"COX5A",1.48506770466018e-05,0.342359735716854,0.441,0.332,0.203662185017097,"2","COX5A"
"UQCR10",1.60124040670703e-05,0.297974069262774,0.425,0.331,0.219594109375801,"2","UQCR10"
"NEDD8",0.000123096365317019,0.282059835207697,0.563,0.484,1,"2","NEDD8"
"ALKBH7",0.000147627392692247,0.390313544609571,0.303,0.222,1,"2","ALKBH7"
"PCBP1",0.000172606823192036,0.255008612089805,0.529,0.441,1,"2","PCBP1"
"PGAM1",0.000209022921523,0.262994324515853,0.299,0.223,1,"2","PGAM1"
"PSMB7",0.000355026325602642,0.299162121523178,0.385,0.301,1,"2","PSMB7"
"SRSF9",0.000889829954201868,0.31017842853248,0.369,0.294,1,"2","SRSF9"
"SCAND1",0.00144436621478017,0.290069299286514,0.357,0.291,1,"2","SCAND1"
"EVI2B",0.00710024480578367,0.266813545957529,0.373,0.314,1,"2","EVI2B"
"CD79A",0,2.97227313096274,0.927,0.041,0,"3","CD79A"
"MS4A1",0,2.3507012851763,0.851,0.052,0,"3","MS4A1"
"CD79B",1.06278978404101e-275,2.39393532520883,0.907,0.142,1.45750990983384e-271,"3","CD79B"
"LINC00926",8.43110572215339e-274,1.95168934743757,0.555,0.009,1.15624183873612e-269,"3","LINC00926"
"HLA-DQA1",1.38408698326334e-271,2.11711428569297,0.885,0.116,1.89813688884735e-267,"3","HLA-DQA1"
"TCL1A",3.63715166964719e-268,2.46629005621923,0.608,0.022,4.98798979975415e-264,"3","TCL1A"
"VPREB3",3.7256447005745e-239,1.66600946331521,0.482,0.006,5.10934914236787e-235,"3","VPREB3"
"HLA-DQB1",1.97049384973841e-233,2.12833774014948,0.856,0.145,2.70233526553125e-229,"3","HLA-DQB1"
"CD74",1.21924347225925e-188,2.02683853826525,1,0.818,1.67207049785633e-184,"3","CD74"
"HLA-DRA1",1.04104262340483e-187,1.91364142635658,1,0.489,1.42768585373739e-183,"3","HLA-DRA"
"FCER2",2.15316835136354e-171,1.42959058129984,0.377,0.009,2.95285507705997e-167,"3","FCER2"
"HLA-DPB1",8.78462448529516e-170,1.63274742744126,0.986,0.443,1.20472340191338e-165,"3","HLA-DPB1"
"BANK1",1.26668285400183e-162,1.43746237020752,0.479,0.036,1.73712886597811e-158,"3","BANK1"
"HLA-DRB11",1.11901100127761e-157,1.42674641822513,0.98,0.378,1.53461168715211e-153,"3","HLA-DRB1"
"HLA-DPA11",1.11160025498576e-146,1.38540696597389,0.977,0.417,1.52444858968747e-142,"3","HLA-DPA1"
"HLA-DQA2",7.26767399087526e-140,1.45091481042518,0.518,0.064,9.96688811108633e-136,"3","HLA-DQA2"
"FCRLA",1.69447169785657e-136,1.19236454440293,0.293,0.006,2.3237984864405e-132,"3","FCRLA"
"TSPAN13",8.69210093635743e-134,1.13280666963294,0.301,0.008,1.19203472241206e-129,"3","TSPAN13"
"CD37",1.65184008647711e-130,1.32460631321503,0.963,0.734,2.26533349459471e-126,"3","CD37"
"HLA-DRB51",1.43414589451171e-122,1.30318494372605,0.848,0.272,1.96678767973336e-118,"3","HLA-DRB5"
"HVCN1",6.16079871029341e-120,1.27977459694008,0.485,0.068,8.44891935129639e-116,"3","HVCN1"
"PKIG",4.53745616202758e-119,1.05037030488729,0.276,0.008,6.22266738060462e-115,"3","PKIG"
"HLA-DOB",7.42053978275136e-115,1.03379049693839,0.282,0.011,1.01765282580652e-110,"3","HLA-DOB"
"BLK",1.96574555199611e-107,1.03762181930486,0.287,0.014,2.69582345000747e-103,"3","BLK"
"HLA-DMA1",1.02588441334825e-101,1.33955407753126,0.687,0.198,1.40689788446578e-97,"3","HLA-DMA"
"PDLIM1",1.12299672053687e-100,0.962838862037863,0.318,0.025,1.54007770254427e-96,"3","PDLIM1"
"GNG7",8.8380907335327e-99,0.982263885796936,0.285,0.018,1.21205576319667e-94,"3","GNG7"
"CD72",1.27842338795047e-95,1.06594762016233,0.256,0.013,1.75322983423528e-91,"3","CD72"
"HLA-DMB1",2.31135284479493e-95,1.28458308804789,0.546,0.123,3.16978929135177e-91,"3","HLA-DMB"
"P2RX5",1.81273120468756e-90,1.09625541394879,0.276,0.02,2.48597957410852e-86,"3","P2RX5"
"CD40",2.10948797263676e-88,0.950517501206396,0.293,0.026,2.89295180567405e-84,"3","CD40"
"EAF2",2.59992405078268e-76,1.14483988445084,0.349,0.055,3.56553584324337e-72,"3","EAF2"
"PPAPDC1B",7.78115790198716e-75,1.05284602999493,0.318,0.044,1.06710799467852e-70,"3","PPAPDC1B"
"IRF8",1.37638359492946e-70,1.19791361161097,0.372,0.07,1.88757246208626e-66,"3","IRF8"
"RPL18A",3.08548568438537e-63,0.407067866124795,1,0.992,4.2314350675661e-59,"3","RPL18A"
"MARCH1",2.41244264302901e-62,0.978315214255751,0.287,0.044,3.30842384064998e-58,"3","MARCH1"
"QRSL1",5.59328282318154e-62,0.914338888809267,0.268,0.036,7.67062806371117e-58,"3","QRSL1"
"CYB561A3",5.88690565094744e-61,0.935379578525155,0.321,0.058,8.07330240970931e-57,"3","CYB561A3"
"MEF2C",1.49055456280477e-56,0.910046003951959,0.268,0.042,2.04414652743047e-52,"3","MEF2C"
"SMIM14",2.60385483481629e-53,1.02586009820401,0.321,0.069,3.57092652046707e-49,"3","SMIM14"
"RPS11",4.38298719445075e-52,0.470107859544434,0.992,0.939,6.01082863846976e-48,"3","RPS11"
"RPS231",1.72016805053639e-50,0.425842637138643,1,0.979,2.3590384645056e-46,"3","RPS23"
"PLEKHF2",6.46924232317666e-49,0.887848334098517,0.29,0.06,8.87191892200447e-45,"3","PLEKHF2"
"LY861",1.22582058874357e-48,0.856636708559322,0.456,0.149,1.68109035540294e-44,"3","LY86"
"RPS51",1.91564069262619e-48,0.384316640123297,0.994,0.973,2.62710964586756e-44,"3","RPS5"
"SNX2",3.87505765880539e-44,0.893329813512371,0.459,0.174,5.31425407328571e-40,"3","SNX2"
"LTB2",2.48280995065984e-42,0.491172712384956,0.924,0.667,3.4049255663349e-38,"3","LTB"
"TPD52",1.18902549508929e-40,0.762630972914838,0.254,0.054,1.63062956396546e-36,"3","TPD52"
"ISG20",4.33658404812019e-39,0.825491090751694,0.69,0.423,5.94719136359202e-35,"3","ISG20"
"NCF11",5.81630481239928e-39,0.799272490256599,0.392,0.131,7.97648041972437e-35,"3","NCF1"
"CXCR4",1.93548352032266e-37,0.75617971406288,0.811,0.566,2.6543220997705e-33,"3","CXCR4"
"SNHG7",2.31335852679276e-36,1.01452805810594,0.499,0.228,3.17253988364359e-32,"3","SNHG7"
"LAPTM5",2.14781648414108e-35,0.700245059226736,0.87,0.775,2.94551552635108e-31,"3","LAPTM5"
"RPL13A1",4.68679125596757e-35,0.277111293071495,1,0.999,6.42746552843393e-31,"3","RPL13A"
"RPS81",5.93515651207027e-33,0.293594421876465,1,0.985,8.13947364065316e-29,"3","RPS8"
"LAT2",1.40790611285522e-32,0.894357783093834,0.256,0.067,1.93080244316964e-28,"3","LAT2"
"RPL15",3.4752042965877e-32,0.254553022061369,0.997,0.993,4.76589517234038e-28,"3","RPL15"
"RPL8",7.22988258693624e-32,0.296718146727137,1,0.985,9.91506097972436e-28,"3","RPL8"
"FAIM3",6.31429193161829e-30,0.788623439823725,0.411,0.177,8.65941995502132e-26,"3","FAIM3"
"RPL181",5.23304691918005e-26,0.256268294692353,0.994,0.981,7.17660054496352e-22,"3","RPL18"
"RPL10A1",1.17735762415801e-23,0.252385328720687,0.994,0.982,1.6146282457703e-19,"3","RPL10A"
"PTPRCAP",7.56261030454941e-23,0.492884017723984,0.839,0.61,1.03713637716591e-18,"3","PTPRCAP"
"STX7",1.84155206746046e-22,0.672125298318705,0.268,0.101,2.52550450531527e-18,"3","STX7"
"SYPL1",5.13093327543711e-22,0.626795413385845,0.299,0.12,7.03656189393446e-18,"3","SYPL1"
"CD52",3.571048412848e-21,0.369854422025904,0.952,0.883,4.89733579337975e-17,"3","CD52"
"GNB2L1",7.8070129497841e-21,0.302380626770369,0.992,0.974,1.07065375593339e-16,"3","GNB2L1"
"RPSA2",1.96519411854756e-20,0.300724830017367,0.986,0.948,2.69506721417612e-16,"3","RPSA"
"LIMD2",1.41823091221173e-18,0.387906030076042,0.761,0.639,1.94496187300717e-14,"3","LIMD2"
"PRKCB",4.0880145938603e-16,0.600178383268965,0.268,0.12,5.60630321402002e-12,"3","PRKCB"
"BIRC3",1.9525652947914e-15,0.561663028951885,0.251,0.111,2.67774804527693e-11,"3","BIRC3"
"RPS211",4.97896471236286e-15,0.298111660108011,0.904,0.854,6.82815220653443e-11,"3","RPS21"
"SNX3",1.22183189003166e-14,0.54248689134269,0.58,0.443,1.67562025398942e-10,"3","SNX3"
"FAM26F1",1.95868597569746e-14,0.575829518200018,0.363,0.206,2.6861419470715e-10,"3","FAM26F"
"RPL22L1",7.69495375179709e-14,0.671627756792621,0.332,0.179,1.05528595752145e-09,"3","RPL22L1"
"EEF2",1.19651895334074e-13,0.378665162919505,0.862,0.825,1.64090609261149e-09,"3","EEF2"
"EEF1B21",3.90586564129876e-13,0.324232354634041,0.91,0.879,5.35650414047712e-09,"3","EEF1B2"
"POLD4",4.93952885027134e-13,0.547889398803367,0.482,0.324,6.77406986526212e-09,"3","POLD4"
"PLAC8",1.10832795255291e-12,0.457817323012134,0.572,0.434,1.51996095413106e-08,"3","PLAC8"
"RCSD1",1.05026390943975e-11,0.486507537721573,0.332,0.198,1.44033192540568e-07,"3","RCSD1"
"SEC62",1.40711285908231e-11,0.514179559558588,0.335,0.201,1.92971457494548e-07,"3","SEC62"
"PNISR",8.84723377708995e-11,0.473451199916931,0.482,0.356,1.21330964019012e-06,"3","PNISR"
"TMEM243",2.5527632218372e-10,0.444481292882963,0.313,0.186,3.50085948242753e-06,"3","TMEM243"
"BLOC1S2",2.80178606064437e-10,0.487020527178768,0.262,0.145,3.84236940356769e-06,"3","BLOC1S2"
"HMGN1",2.90902680357233e-10,0.310004958279157,0.623,0.51,3.98943935841909e-06,"3","HMGN1"
"RNASEH2B",7.76835627800328e-10,0.366343419056887,0.268,0.149,1.06535237996537e-05,"3","RNASEH2B"
"POU2F21",6.14470355057188e-09,0.380282079146267,0.254,0.143,8.42684644925428e-05,"3","POU2F2"
"DRAM2",1.69137126928368e-08,0.351424634493235,0.251,0.148,0.000231954655869564,"3","DRAM2"
"ZFP36L1",2.6453937357888e-08,0.359251919949845,0.335,0.226,0.000362789296926076,"3","ZFP36L1"
"SELL",3.35867990950062e-08,0.581457194733972,0.575,0.452,0.000460609362788915,"3","SELL"
"CD691",3.64506588021327e-08,0.438526353284373,0.459,0.344,0.000499884334812448,"3","CD69"
"EIF4A21",8.37881154944308e-08,0.260883285147149,0.704,0.628,0.00114907021589062,"3","EIF4A2"
"SP100",8.74043094066427e-08,0.364747474416485,0.366,0.255,0.0011986626992027,"3","SP100"
"TSC22D31",1.36898851452952e-07,0.254207081646126,0.789,0.742,0.00187743084882578,"3","TSC22D3"
"DCK",2.80456806155007e-07,0.421758638947173,0.273,0.177,0.00384618463960977,"3","DCK"
"CD53",7.2387774963473e-07,0.367618238288746,0.606,0.531,0.00992725945849069,"3","CD53"
"EZR",8.23757396481356e-07,0.43134885869094,0.276,0.183,0.0112970089353453,"3","EZR"
"PAPOLA",1.32175739356677e-06,0.43205187606267,0.296,0.207,0.0181265808953746,"3","PAPOLA"
"PTPN6",1.66305475889826e-06,0.373078547291716,0.377,0.279,0.0228071329635307,"3","PTPN6"
"HERPUD1",5.06403570376876e-06,0.330472543877341,0.287,0.2,0.0694481856414848,"3","HERPUD1"
"CCNI",6.70888777278736e-06,0.271936180114127,0.668,0.619,0.0920056869160059,"3","CCNI"
"FAM65B",8.67788366430454e-06,0.351932483730891,0.372,0.292,0.119008496572272,"3","FAM65B"
"UCP2",1.11959231775804e-05,0.36946205590345,0.592,0.55,0.153540890457338,"3","UCP2"
"RASGRP2",1.12422773162472e-05,0.650690022116007,0.315,0.232,0.154176591115014,"3","RASGRP2"
"SP110",1.43492629102119e-05,0.323693123097878,0.352,0.27,0.196785791550646,"3","SP110"
"ANAPC16",1.59778356732897e-05,0.361637886073573,0.53,0.472,0.219120038423495,"3","ANAPC16"
"PRMT1",1.89152413351381e-05,0.320535664051849,0.256,0.177,0.259403619670083,"3","PRMT1"
"ERP29",3.50391698972136e-05,0.262244093288148,0.594,0.553,0.480527175970388,"3","ERP29"
"TAF7",4.53786794953571e-05,0.369469552632792,0.29,0.213,0.622323210599327,"3","TAF7"
"STK17A",5.07602921124846e-05,0.415415125946681,0.38,0.305,0.696126646030614,"3","STK17A"
"RHOH2",0.000142697321344838,0.265161118706298,0.315,0.239,1,"3","RHOH"
"LSM10",0.000151956043425009,0.348187656095448,0.273,0.202,1,"3","LSM10"
"HMGB1",0.000210875204628569,0.381747572500755,0.645,0.629,1,"3","HMGB1"
"TCEA1",0.000220001733419956,0.280273718076036,0.282,0.212,1,"3","TCEA1"
"TSTD1",0.00034270643903587,0.336541154593462,0.279,0.216,1,"3","TSTD1"
"EVI2B1",0.000418613021321782,0.251352386928598,0.375,0.316,1,"3","EVI2B"
"EIF4G2",0.000582355252709536,0.264004606576847,0.358,0.301,1,"3","EIF4G2"
"UQCRH",0.000645114727818572,0.386774742235709,0.49,0.447,1,"3","UQCRH"
"HNRNPDL",0.000715453636434393,0.316714858364769,0.6,0.6,1,"3","HNRNPDL"
"SEP15",0.00124233909622506,0.314006907672605,0.335,0.287,1,"3","SEP15"
"SPCS2",0.00271085836131398,0.275948592699124,0.338,0.297,1,"3","SPCS2"
"CHCHD10",0.00819975092887052,0.254794403002087,0.265,0.218,1,"3","CHCHD10"
"CCL5",8.14051848059793e-227,2.19658646408026,0.973,0.226,1.1163907044292e-222,"4","CCL5"
"GZMK",1.31336496305092e-192,2.12819927465454,0.592,0.05,1.80114871032804e-188,"4","GZMK"
"NKG7",4.87617045457586e-192,1.5588344001253,0.944,0.21,6.68718016140533e-188,"4","NKG7"
"CST7",9.86275052014875e-176,1.43691232509908,0.763,0.117,1.3525776063332e-171,"4","CST7"
"GZMA",3.05488760889198e-171,1.40198680641839,0.769,0.119,4.18947286683447e-167,"4","GZMA"
"CD8A",2.04557758826529e-120,1.34239756126951,0.494,0.065,2.80530510454702e-116,"4","CD8A"
"CTSW",3.98614194516406e-117,1.27618289429648,0.799,0.228,5.466595063598e-113,"4","CTSW"
"KLRG1",9.26162371841061e-110,1.25061419294313,0.467,0.066,1.27013907674283e-105,"4","KLRG1"
"LYAR",2.13947009843546e-93,1.16829225299325,0.565,0.13,2.93406929299439e-89,"4","LYAR"
"B2M",1.73725292262927e-86,0.463759543708978,1,1,2.38246865809378e-82,"4","B2M"
"IL321",3.97410789544148e-84,0.954700861261059,0.95,0.497,5.45009156780844e-80,"4","IL32"
"GZMH",1.14974303913762e-78,1.76689583425353,0.376,0.06,1.57675760387333e-74,"4","GZMH"
"GZMM",3.18710356960457e-69,1.07791457619972,0.604,0.195,4.3707938353557e-65,"4","GZMM"
"HLA-C",7.34766300311363e-69,0.568231700991385,0.997,0.977,1.007658504247e-64,"4","HLA-C"
"PRF1",3.98095842939813e-65,0.649041512002155,0.482,0.112,5.45948639007659e-61,"4","PRF1"
"CD3D2",3.02904373533673e-59,0.783943837960627,0.888,0.468,4.1540305786408e-55,"4","CD3D"
"HLA-A",3.01839930919485e-54,0.497984104214014,0.994,0.959,4.13943281262982e-50,"4","HLA-A"
"CD8B",3.02778555480588e-47,0.977975208489542,0.367,0.091,4.15230510986079e-43,"4","CD8B"
"HOPX",3.80224315585683e-47,0.833259717512175,0.411,0.112,5.21439626394206e-43,"4","HOPX"
"PTPRCAP1",6.07753687424887e-45,0.70410840853669,0.888,0.605,8.3347340693449e-41,"4","PTPRCAP"
"HCST",2.70335790296009e-39,0.692262426171433,0.769,0.506,3.70738502811946e-35,"4","HCST"
"SAMD3",3.66086379643682e-35,0.694644913815621,0.311,0.089,5.02050861043346e-31,"4","SAMD3"
"CCL4",9.81529762481878e-35,0.611463957227861,0.311,0.086,1.34606991626765e-30,"4","CCL4"
"NCR3",7.87260334033692e-34,0.93862861097509,0.272,0.07,1.0796488220938e-29,"4","NCR3"
"MALAT11",1.93363560723518e-32,0.325990441388793,1,1,2.65178787176233e-28,"4","MALAT1"
"HLA-B",4.03193767000259e-32,0.3623021703078,0.976,0.942,5.52939932064155e-28,"4","HLA-B"
"APOBEC3G",4.41344595080535e-32,0.955655032976093,0.438,0.184,6.05259977693445e-28,"4","APOBEC3G"
"CD99",1.78925447088454e-28,0.542711989312817,0.722,0.472,2.45378358137106e-24,"4","CD99"
"FGFBP2",2.16468192631907e-28,0.614174788092315,0.287,0.084,2.96864479375398e-24,"4","FGFBP2"
"C12orf75",3.2205056016135e-28,0.653406944937856,0.328,0.112,4.41660138205275e-24,"4","C12orf75"
"LCK2",4.83261484697435e-28,0.55789257018729,0.609,0.323,6.62744800114062e-24,"4","LCK"
"CD21",5.40386367351739e-23,0.596602837882006,0.515,0.289,7.41085864186176e-19,"4","CD2"
"RARRES3",1.95399575680169e-22,0.628150770907943,0.663,0.441,2.67970978087783e-18,"4","RARRES3"
"MYL12A1",3.81325220855976e-22,0.296551809913955,0.944,0.859,5.22949407881886e-18,"4","MYL12A"
"CD3E2",8.16881691678214e-22,0.504219781699762,0.713,0.448,1.1202715519675e-17,"4","CD3E"
"DUSP2",1.15288459293965e-20,0.69983283641315,0.435,0.233,1.58106593075744e-16,"4","DUSP2"
"HLA-E",1.28318106590163e-19,0.35255795738723,0.938,0.874,1.75975451377749e-15,"4","HLA-E"
"CHST12",1.4390925685254e-19,0.511454910454876,0.26,0.097,1.97357154847573e-15,"4","CHST12"
"ZAP70",7.88232058149037e-15,0.560361671227033,0.275,0.123,1.08098144454559e-10,"4","ZAP70"
"CD247",1.83467296625392e-14,0.306694223196521,0.432,0.243,2.51607050592063e-10,"4","CD247"
"MT-CYB",1.14854707161319e-13,0.331794060204099,0.947,0.93,1.57511745401032e-09,"4","MT-CYB"
"ARPC5L",5.24988782820312e-13,0.451459081671994,0.317,0.168,7.19969616759776e-09,"4","ARPC5L"
"TPST2",1.24871770586131e-12,0.565568135895853,0.263,0.127,1.71249146181819e-08,"4","TPST2"
"FYN",2.20921451730976e-12,0.445861207745864,0.287,0.147,3.02971678903861e-08,"4","FYN"
"PFN1",5.59206170219224e-12,0.282457753420239,0.976,0.938,7.66895341838643e-08,"4","PFN1"
"ID2",1.32969743361448e-11,0.436205356076049,0.521,0.366,1.8235470604589e-07,"4","ID2"
"SLC9A3R1",2.22364765889577e-11,0.448510482649905,0.278,0.147,3.04951039940966e-07,"4","SLC9A3R1"
"CTSC",2.3748207853297e-11,0.372896108647675,0.402,0.249,3.25682922500115e-07,"4","CTSC"
"CALM11",2.57316077189619e-11,0.384905178175283,0.749,0.664,3.52883268257844e-07,"4","CALM1"
"BIN2",3.04650597931248e-10,0.512181096155174,0.485,0.351,4.17797830002913e-06,"4","BIN2"
"LAT3",3.10480771131765e-10,0.384677914451148,0.34,0.201,4.25793329530103e-06,"4","LAT"
"PIM1",3.7451819071077e-10,0.394036869411216,0.299,0.17,5.1361424674075e-06,"4","PIM1"
"C9orf142",4.80761125127177e-10,0.704927720872024,0.358,0.226,6.59315806999411e-06,"4","C9orf142"
"LITAF",5.42927927139775e-10,0.595808676799546,0.426,0.294,7.44571359279488e-06,"4","LITAF"
"ARL4C",6.5110745425305e-10,0.391682146975759,0.317,0.184,8.92928762762632e-06,"4","ARL4C"
"SEPT7",7.19984592840901e-10,0.333494838028806,0.459,0.321,9.87386870622012e-06,"4","SEPT7"
"IL2RG1",8.58563031632088e-10,0.388638291185099,0.553,0.418,1.17743334158025e-05,"4","IL2RG"
"CD3G2",1.20276890672062e-09,0.518394645896439,0.322,0.204,1.64947727867666e-05,"4","CD3G"
"HLA-F",1.22281164099273e-09,0.385894936054551,0.441,0.314,1.67696388445743e-05,"4","HLA-F"
"MYO1F",2.10671879205719e-09,0.386122534405644,0.349,0.221,2.88915415142723e-05,"4","MYO1F"
"MYL12B",2.35524212604047e-09,0.301413090293276,0.754,0.688,3.2299790516519e-05,"4","MYL12B"
"PPP2R5C1",2.63136039151615e-09,0.396605142318975,0.355,0.227,3.60864764092525e-05,"4","PPP2R5C"
"ANXA11",3.68290444813012e-09,0.37467674707623,0.695,0.575,5.05073516016564e-05,"4","ANXA1"
"PLEK",4.58280346250228e-09,0.464811487423664,0.269,0.155,6.28485666847563e-05,"4","PLEK"
"MT-ND2",5.13699924873437e-09,0.31223088830762,0.926,0.89,7.04488076971432e-05,"4","MT-ND2"
"YWHAQ1",5.48976543853438e-09,0.423979719944474,0.393,0.271,7.52866432240604e-05,"4","YWHAQ"
"CD531",8.18909879136511e-09,0.298721705787752,0.618,0.53,0.000112305300824781,"4","CD53"
"RAP1B",1.48705884165789e-08,0.250239150003275,0.467,0.346,0.000203935249544963,"4","RAP1B"
"PTPRC",5.64482110742171e-08,0.298546289038154,0.538,0.442,0.000774130766671814,"4","PTPRC"
"IFITM11",5.92771243570228e-08,0.31310237382024,0.577,0.46,0.000812926483432211,"4","IFITM1"
"HSPA5",6.03038980058271e-08,0.420850627338313,0.293,0.185,0.000827007657251913,"4","HSPA5"
"HSP90B1",6.86437452411785e-08,0.309695344023519,0.343,0.233,0.000941380322237522,"4","HSP90B1"
"PPP1R18",1.60130480663759e-07,0.338478752850683,0.379,0.271,0.00219602941182279,"4","PPP1R18"
"SUN2",1.80815722499878e-07,0.391315652516964,0.346,0.236,0.00247970681836333,"4","SUN2"
"ANXA6",2.20370654956508e-07,0.316616019571018,0.393,0.279,0.00302216316207354,"4","ANXA6"
"IL7R2",4.99129351793777e-07,0.389995502680785,0.485,0.39,0.00684505993049985,"4","IL7R"
"TUBA4A",3.22630965528037e-06,0.271307635591219,0.334,0.238,0.044245610612515,"4","TUBA4A"
"SRSF7",4.46087905606989e-06,0.290722558281269,0.55,0.475,0.0611764953749424,"4","SRSF7"
"PDIA3",4.94613293628182e-06,0.42618436552719,0.414,0.324,0.0678312670881688,"4","PDIA3"
"ZFP36L21",6.28258961046896e-06,0.285841981652704,0.701,0.642,0.0861594339179713,"4","ZFP36L2"
"SPOCK21",6.56683919952745e-06,0.307417764173412,0.293,0.198,0.0900576327823195,"4","SPOCK2"
"GUK1",8.54653765943165e-06,0.320116762518601,0.547,0.47,0.117207217461446,"4","GUK1"
"HNRNPA3",9.95360338935408e-06,0.315468257284812,0.382,0.304,0.136503716881602,"4","HNRNPA3"
"PPIA",1.16902535021338e-05,0.276045090462763,0.763,0.735,0.160320136528263,"4","PPIA"
"ANXA2R",1.77357150633634e-05,0.475338664316392,0.251,0.169,0.243227596378966,"4","ANXA2R"
"RPA2",2.67156861352468e-05,0.259049022341674,0.254,0.171,0.366378919658775,"4","RPA2"
"ACTG1",2.7875718793869e-05,0.278237884577356,0.879,0.858,0.382287607539119,"4","ACTG1"
"DHRS7",2.96655389726689e-05,0.273396011496914,0.391,0.306,0.406833201471181,"4","DHRS7"
"CALR",4.70161445076499e-05,0.311183273986276,0.349,0.267,0.64477940577791,"4","CALR"
"CKLF1",4.78607546228239e-05,0.275640001245944,0.287,0.203,0.656362388897407,"4","CKLF"
"P4HB",7.75737923403796e-05,0.260271265065693,0.311,0.225,1,"4","P4HB"
"XBP1",9.55996983265175e-05,0.267583562719082,0.358,0.273,1,"4","XBP1"
