"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"NAGK2",7.15425322487994e-10,0.36910754345866,0.5,0.119,9.81134287260035e-06,"7","NAGK"
"HSH2D",8.25783958224517e-10,0.265336775293471,0.389,0.079,1.1324801203091e-05,"7","HSH2D"
"COA5",8.90766418317167e-10,0.377729031984007,0.333,0.063,1.22159706608016e-05,"7","COA5"
"CDKN1A",9.80192728100977e-10,0.533851083789839,0.333,0.067,1.34423630731768e-05,"7","CDKN1A"
"PLBD11",1.2009663416155e-09,0.347972608806152,0.389,0.083,1.6470052408915e-05,"7","PLBD1"
"PYCARD2",1.24708642199276e-09,0.547931619532708,0.917,0.362,1.71025431912087e-05,"7","PYCARD"
"ACAA11",1.33380158887262e-09,0.41059914930732,0.528,0.134,1.82917549897991e-05,"7","ACAA1"
"ERCC11",1.41622335501905e-09,0.38648152909654,0.472,0.113,1.94220870907313e-05,"7","ERCC1"
"ACTB3",1.53709776168949e-09,0.536539427775245,1,0.991,2.10797587038096e-05,"7","ACTB"
"NECAP1",1.58649233298293e-09,0.253902491941707,0.278,0.047,2.1757155854528e-05,"7","NECAP1"
"NDUFV3",1.62879694361588e-09,0.285508517629552,0.361,0.072,2.23373212847482e-05,"7","NDUFV3"
"NCF22",1.65607326126204e-09,0.371323266876622,0.611,0.167,2.27113887049476e-05,"7","NCF2"
"WDR61",1.82929568532006e-09,0.366308401784902,0.472,0.11,2.50869610284793e-05,"7","WDR61"
"CEBPD2",2.0914828094944e-09,0.65090646870355,0.667,0.217,2.86825952494062e-05,"7","CEBPD"
"LST12",2.10818474944087e-09,0.294502568378523,0.917,0.348,2.89116456538321e-05,"7","LST1"
"TNFSF13B2",2.12361200040261e-09,0.559592709072778,0.556,0.155,2.91232149735215e-05,"7","TNFSF13B"
"ITM2C",2.38852613109324e-09,0.769597455225664,0.306,0.059,3.27562473618126e-05,"7","ITM2C"
"HSCB",2.65390792235011e-09,0.297148920346064,0.278,0.048,3.63956932471094e-05,"7","HSCB"
"C17orf49",2.73623161429292e-09,0.392439869908274,0.417,0.094,3.75246803584132e-05,"7","C17orf49"
"RAC12",2.82536430412263e-09,0.552877642449649,0.944,0.429,3.87470460667378e-05,"7","RAC1"
"RAB31",2.88339766329695e-09,0.324974911885763,0.278,0.048,3.95429155544543e-05,"7","RAB31"
"NIPSNAP3A",2.89408603075008e-09,0.320789603380532,0.333,0.065,3.96894958257066e-05,"7","NIPSNAP3A"
"GNL2",3.08759913710999e-09,0.273237916393959,0.278,0.048,4.23433345663264e-05,"7","GNL2"
"PGLS2",3.25495314535347e-09,0.533506860687153,0.833,0.289,4.46384274353775e-05,"7","PGLS"
"MAP3K11",3.38072429994041e-09,0.357173635237518,0.306,0.057,4.63632530493828e-05,"7","MAP3K11"
"NME1",3.72700681240352e-09,0.258457979649896,0.333,0.065,5.11121714253019e-05,"7","NME1"
"CTSZ2",3.80476675461678e-09,0.456379972106283,0.444,0.108,5.21785712728145e-05,"7","CTSZ"
"ANXA52",4.11469398068819e-09,0.53714295145194,0.806,0.298,5.64289132511579e-05,"7","ANXA5"
"TYROBP3",4.41725533286068e-09,0.439791772907246,1,0.389,6.05782396348514e-05,"7","TYROBP"
"IL6R",4.84078761937524e-09,0.284241735071481,0.306,0.057,6.6386561412112e-05,"7","IL6R"
"BLVRB1",5.25377939382059e-09,0.439021569403566,0.556,0.155,7.20503306068556e-05,"7","BLVRB"
"CMPK2",5.95673471820332e-09,0.291872639906867,0.306,0.058,8.16906599254403e-05,"7","CMPK2"
"PRDX3",6.10482927902577e-09,0.330602115385032,0.5,0.13,8.37216287325595e-05,"7","PRDX3"
"TAGLN2",7.45921067226495e-09,0.607470146210022,1,0.501,0.000102295615159441,"7","TAGLN2"
"PLEKHO1",7.6154253318765e-09,0.340988972440248,0.361,0.078,0.000104437943001354,"7","PLEKHO1"
"SRGN3",7.63090954671207e-09,0.721052998534349,0.972,0.592,0.000104650293523609,"7","SRGN"
"ARPC1B2",9.48965846047912e-09,0.507138860770567,1,0.739,0.000130141176127011,"7","ARPC1B"
"LAMTOR11",9.80647694540396e-09,0.472120588908122,0.861,0.337,0.00013448602482927,"7","LAMTOR1"
"EIF4EBP12",1.07612386929685e-08,0.310807014148196,0.472,0.118,0.00014757962743537,"7","EIF4EBP1"
"PRKCD",1.12652180841045e-08,0.268131062009521,0.278,0.051,0.00015449120080541,"7","PRKCD"
"GAPT",1.16469603294678e-08,0.315899462949061,0.306,0.06,0.000159726413958321,"7","GAPT"
"FBXO6",1.26695353651237e-08,0.38175420107811,0.278,0.051,0.000173750007997306,"7","FBXO6"
"RAB322",1.44831600932589e-08,0.419396376501378,0.361,0.081,0.000198622057518953,"7","RAB32"
"SEC13",1.76482438875538e-08,0.306455971228123,0.417,0.099,0.000242028016673913,"7","SEC13"
"APEX1",1.82484128837784e-08,0.522563333528515,0.694,0.233,0.000250258734288138,"7","APEX1"
"BHLHE40",1.82869983928744e-08,0.434121617933865,0.278,0.053,0.000250787895959879,"7","BHLHE40"
"UNC93B11",1.84043614087691e-08,0.332896855453555,0.361,0.08,0.00025239741235986,"7","UNC93B1"
"CD83",1.89631356834391e-08,0.306661778953254,0.333,0.071,0.000260060442762684,"7","CD83"
"TUBA1B1",2.27475548448365e-08,0.737287075714411,0.833,0.423,0.000311959967142088,"7","TUBA1B"
"AKR1A1",2.35955238428652e-08,0.318910243066141,0.528,0.142,0.000323589013981053,"7","AKR1A1"
"TPGS1",2.48452824120085e-08,0.421141611760973,0.444,0.116,0.000340728202998284,"7","TPGS1"
"COTL12",2.50532512083291e-08,0.586037173657459,0.944,0.621,0.000343580287071026,"7","COTL1"
"PRCP",2.67531558208155e-08,0.322532061067713,0.333,0.071,0.000366892778926664,"7","PRCP"
"RGS22",2.90211722869839e-08,0.517287304052382,0.75,0.27,0.000397996356743697,"7","RGS2"
"AKIRIN2",2.95505697579916e-08,0.397484530968387,0.472,0.125,0.000405256513661096,"7","AKIRIN2"
"GAPDH1",2.99278209797473e-08,0.5204126909178,1,0.84,0.000410430136916255,"7","GAPDH"
"LAMTOR22",2.99691332171813e-08,0.431204503118326,0.667,0.217,0.000410996692940425,"7","LAMTOR2"
"FGR3",3.27266582233601e-08,0.389035894804974,0.667,0.207,0.00044881339087516,"7","FGR"
"EMC8",3.48046999825386e-08,0.286402306559329,0.333,0.072,0.000477311655560535,"7","EMC8"
"REL",3.55862367949862e-08,0.497248220241237,0.417,0.104,0.00048802965140644,"7","REL"
"GNB11",4.02066524601683e-08,0.323272713918169,0.444,0.113,0.000551394031838748,"7","GNB1"
"FIBP2",4.53846831598749e-08,0.298663135763889,0.583,0.166,0.000622405544854524,"7","FIBP"
"C1orf1623",4.67830757934417e-08,0.975242936465158,0.806,0.377,0.00064158310143126,"7","C1orf162"
"ACTG12",4.79171921702667e-08,0.466106926195989,1,0.858,0.000657136373423037,"7","ACTG1"
"ODF3B2",4.83769093944496e-08,0.31149029036307,0.444,0.115,0.000663440935435482,"7","ODF3B"
"DNAJC4",5.69271524459187e-08,0.346651347565345,0.444,0.115,0.000780698968643329,"7","DNAJC4"
"EIF4A12",5.86630115781259e-08,0.499439017844049,0.972,0.675,0.000804504540782419,"7","EIF4A1"
"CSTB2",6.09373672566151e-08,0.617587511795881,0.833,0.36,0.000835695054557219,"7","CSTB"
"ATG32",6.45346140534947e-08,0.421972267672351,0.639,0.206,0.000885027697129626,"7","ATG3"
"EI24",6.61791374137718e-08,0.297739677124968,0.333,0.074,0.000907580690492466,"7","EI24"
"SLC35B1",7.68193230402764e-08,0.311568041192382,0.306,0.065,0.00105350019617435,"7","SLC35B1"
"MPST",8.54609055365464e-08,0.298979701733132,0.278,0.056,0.0011720108585282,"7","MPST"
"OS9",8.62155795806288e-08,0.418156675098158,0.472,0.131,0.00118236045836874,"7","OS9"
"HEXA",8.63403154351187e-08,0.291025948792287,0.389,0.095,0.00118407108587722,"7","HEXA"
"DUSP23",9.24525521087915e-08,0.662804229598192,0.389,0.096,0.00126789429961997,"7","DUSP23"
"MRPS25",9.27175180562113e-08,0.288740938328452,0.306,0.065,0.00127152804262288,"7","MRPS25"
"MLEC",1.00233819241957e-07,0.291782361640893,0.278,0.056,0.00137460659708419,"7","MLEC"
"YIF1A",1.02221026965991e-07,0.29409492406574,0.389,0.095,0.00140185916381161,"7","YIF1A"
"EPSTI12",1.07702829537543e-07,0.458175253916673,0.556,0.174,0.00147703660427786,"7","EPSTI1"
"SUMO3",1.11622626624272e-07,0.314283022061403,0.639,0.205,0.00153079270152526,"7","SUMO3"
"IFNAR1",1.12894811432701e-07,0.271180012303412,0.306,0.065,0.00154823944398807,"7","IFNAR1"
"MAGEF1",1.1799464119653e-07,0.327485930298726,0.278,0.057,0.00161817850936921,"7","MAGEF1"
"NAMPT1",1.23718507700756e-07,0.331128099774806,0.361,0.087,0.00169667561460816,"7","NAMPT"
"LMNA",1.31706880491492e-07,0.641779321553035,0.278,0.06,0.00180622815906032,"7","LMNA"
"TMSB101",1.35471162264732e-07,0.33787531786508,1,0.993,0.00185785151929854,"7","TMSB10"
"S100A102",1.55501410000264e-07,0.732877829632046,0.917,0.636,0.00213254633674362,"7","S100A10"
"CNPY32",1.6200708181341e-07,0.527011944144877,0.694,0.272,0.00222176511998911,"7","CNPY3"
"APIP",1.63494348712863e-07,0.251986251778787,0.333,0.076,0.0022421614982482,"7","APIP"
"CSF1R1",1.71308457002914e-07,0.320862554423547,0.306,0.068,0.00234932417933796,"7","CSF1R"
"SCIMP1",1.73753275722694e-07,0.297060266850776,0.333,0.077,0.00238285242326102,"7","SCIMP"
"EIF4E22",1.82240049004398e-07,0.251312052568419,0.528,0.151,0.00249924003204631,"7","EIF4E2"
"MAP4K1",1.95911728535233e-07,0.275599680165444,0.306,0.067,0.00268673344513218,"7","MAP4K1"
"SAT21",2.01790525711101e-07,0.301992308300028,0.556,0.164,0.00276735526960204,"7","SAT2"
"PRELID12",2.08367022597224e-07,0.533616041871851,0.917,0.459,0.00285754534789832,"7","PRELID1"
"NRROS",2.31393422336872e-07,0.267392917992755,0.278,0.058,0.00317332939392787,"7","NRROS"
"URM1",2.71922841943071e-07,0.321442500220208,0.444,0.122,0.00372914985440728,"7","URM1"
"RNF5",3.24715498577721e-07,0.268312664797158,0.5,0.142,0.00445314834749486,"7","RNF5"
"TACC1",3.39155454844933e-07,0.267960366361278,0.306,0.069,0.00465117790774341,"7","TACC1"
"HEBP2",4.02104378608194e-07,0.373346492283861,0.278,0.061,0.00551445944823277,"7","HEBP2"
"SLC39A3",4.13965717010961e-07,0.403647897962731,0.278,0.06,0.00567712584308831,"7","SLC39A3"
"YWHAE1",4.85531282698983e-07,0.307374665837792,0.472,0.138,0.00665857601093385,"7","YWHAE"
"NDUFAB1",5.07448554658185e-07,0.469369982291466,0.583,0.198,0.00695914947858235,"7","NDUFAB1"
"UCHL3",5.37921037060144e-07,0.360081927235717,0.306,0.072,0.00737704910224281,"7","UCHL3"
"MRPL15",5.63316732333878e-07,0.294385266424871,0.306,0.071,0.0077253256672268,"7","MRPL15"
"ACYP2",6.01637566516755e-07,0.364684674709748,0.278,0.062,0.00825085758721077,"7","ACYP2"
"MPEG12",6.66506386894733e-07,0.270371067843934,0.389,0.104,0.00914046858987436,"7","MPEG1"
"RPS111",6.7612404122772e-07,0.349539647057057,1,0.945,0.00927236510139695,"7","RPS11"
"CHPT1",8.06450252243013e-07,0.259689698005596,0.417,0.114,0.0110596587592607,"7","CHPT1"
"FAM46A",8.54108592856979e-07,0.295007675943752,0.278,0.063,0.0117132452424406,"7","FAM46A"
"RNF1812",8.67138919439422e-07,0.271055146806898,0.639,0.211,0.0118919431411922,"7","RNF181"
"RAB7A1",8.68000230317982e-07,0.368003665618388,0.778,0.305,0.0119037551585808,"7","RAB7A"
"SAMD9L",8.98753012928667e-07,0.283276076130368,0.361,0.095,0.0123254988193037,"7","SAMD9L"
"FKBP3",9.92986520251869e-07,0.806226518386179,0.389,0.104,0.0136178171387341,"7","FKBP3"
"FGL22",1.12469223143852e-06,0.296472023147547,0.417,0.122,0.0154240292619478,"7","FGL2"
"SNRPD1",1.1953679024046e-06,0.38088989282092,0.639,0.209,0.0163932754135766,"7","SNRPD1"
"SCNM1",1.29582372898414e-06,0.318411661956659,0.417,0.12,0.0177709266192885,"7","SCNM1"
"GNB22",1.33141797297948e-06,0.409389073545432,0.694,0.259,0.0182590660814406,"7","GNB2"
"RPS6KA1",1.39418724650388e-06,0.256863125403177,0.333,0.084,0.0191198838985542,"7","RPS6KA1"
"MRPL232",1.42201582542493e-06,0.353703739698905,0.75,0.282,0.0195015250298775,"7","MRPL23"
"ATP2B1",1.45397794329303e-06,0.26873966778258,0.361,0.096,0.0199398535143207,"7","ATP2B1"
"RNASET21",1.45820453407372e-06,0.541202982105681,0.917,0.488,0.0199978169802871,"7","RNASET2"
"DDIT41",1.5627443300504e-06,0.288963510857453,0.639,0.214,0.0214314757423112,"7","DDIT4"
"IRF81",1.68467119885591e-06,0.777652295662074,0.361,0.106,0.02310358082111,"7","IRF8"
"SLC25A62",1.70585185011351e-06,0.478012081610712,1,0.825,0.0233940522724566,"7","SLC25A6"
"S100A112",1.79804021667512e-06,0.28885466397232,1,0.52,0.0246583235314826,"7","S100A11"
"CYBA3",1.83403476665077e-06,0.414819605992601,1,0.841,0.0251519527898487,"7","CYBA"
"DCXR",1.95795619410733e-06,0.332246046102539,0.528,0.172,0.026851411245988,"7","DCXR"
"OSTC",2.09485888234034e-06,0.26761789875702,0.556,0.182,0.0287288947124154,"7","OSTC"
"AOAH2",2.11228536345884e-06,0.302697471881178,0.417,0.121,0.0289678814744746,"7","AOAH"
"PPT12",2.12515670651448e-06,0.553401020972476,0.528,0.187,0.0291443990731395,"7","PPT1"
"ATP5J23",2.15048389353073e-06,0.339321394130806,0.806,0.319,0.0294917361158804,"7","ATP5J2"
"MYL63",2.15686445087961e-06,0.331022408230698,1,0.848,0.0295792390793629,"7","MYL6"
"CFDP1",2.18288018103345e-06,0.396356705668326,0.361,0.103,0.0299360188026927,"7","CFDP1"
"VPS291",2.20756874214373e-06,0.364645537254813,0.556,0.192,0.0302745977297592,"7","VPS29"
"OXA1L",2.42855227678635e-06,0.304345984428613,0.583,0.196,0.033305165923848,"7","OXA1L"
"FAM26F3",2.49615355860968e-06,0.352136647571598,0.611,0.221,0.0342322499027731,"7","FAM26F"
"IRF71",2.52148984602662e-06,0.824127603218294,0.472,0.158,0.0345797117484091,"7","IRF7"
"EIF3L",2.81453630308543e-06,0.550951223045309,0.944,0.536,0.0385985508605136,"7","EIF3L"
"VAMP81",2.86504006545178e-06,0.45091526857024,0.944,0.498,0.0392911594576057,"7","VAMP8"
"NDUFV1",2.89652981589928e-06,0.251841760344652,0.444,0.132,0.0397230098952427,"7","NDUFV1"
"NDUFS3",3.02551677953801e-06,0.299827524891011,0.5,0.162,0.0414919371145843,"7","NDUFS3"
"CAT1",3.31634698768077e-06,0.820845088041429,0.417,0.136,0.0454803825890541,"7","CAT"
"IFITM32",3.44174427228596e-06,0.539499635144091,0.583,0.217,0.0472000809501297,"7","IFITM3"
"CAPNS11",3.67743419323556e-06,0.648971054226793,0.417,0.125,0.0504323325260324,"7","CAPNS1"
"ICT1",3.71621588832883e-06,0.257390613837943,0.278,0.067,0.0509641846925416,"7","ICT1"
"ARL4C2",4.33426689731837e-06,0.568642844540809,0.528,0.196,0.0594401362298242,"7","ARL4C"
"ATP6AP1",4.99285508295597e-06,0.327376787473957,0.306,0.081,0.0684720146076581,"7","ATP6AP1"
"LARP7",5.35904707258169e-06,0.269931973585638,0.333,0.09,0.0734939715533853,"7","LARP7"
"PFKL",5.41230365798838e-06,0.275294064170574,0.361,0.102,0.0742243323656526,"7","PFKL"
"HMGN31",5.56533749499801e-06,0.331388546965073,0.639,0.232,0.0763230384064027,"7","HMGN3"
"ATP6V1E1",6.20811932172722e-06,0.327162804721433,0.5,0.167,0.0851381483781671,"7","ATP6V1E1"
"C19orf101",6.69031662897321e-06,0.343940710554405,0.583,0.212,0.0917510022497386,"7","C19orf10"
"TMED10",6.73751002939428e-06,0.381242536661273,0.528,0.186,0.0923982125431131,"7","TMED10"
"CMTM3",6.8601058897601e-06,0.280523284018901,0.472,0.152,0.0940794921721699,"7","CMTM3"
"EIF61",7.16083105564105e-06,0.353093220899776,0.611,0.22,0.0982036370970614,"7","EIF6"
"SH3BGRL33",7.67566037232125e-06,0.338991866126676,1,0.855,0.105264006346014,"7","SH3BGRL3"
"ATP5B1",8.21650841673522e-06,0.460050135234471,0.806,0.398,0.112681196427107,"7","ATP5B"
"PPA12",8.38403562428393e-06,0.459240522433557,0.694,0.308,0.11497866455143,"7","PPA1"
"NDUFS4",8.52857785188823e-06,0.34857355303005,0.417,0.131,0.116960916660795,"7","NDUFS4"
"UQCRFS11",9.46578399347879e-06,0.374158517923367,0.722,0.28,0.129813761686568,"7","UQCRFS1"
"COX5B2",9.98162744642135e-06,0.316411604892508,0.944,0.494,0.136888038800222,"7","COX5B"
"PPIA2",1.10224448332222e-05,0.35168599945877,0.972,0.735,0.151161808442809,"7","PPIA"
"HMGA1",1.11768970093323e-05,0.303946353104366,0.389,0.119,0.153279965585984,"7","HMGA1"
"TMEM109",1.15969473525251e-05,0.301207413818648,0.389,0.12,0.15904053599253,"7","TMEM109"
"CPPED12",1.19573403366232e-05,0.34464196938778,0.333,0.099,0.163982965376451,"7","CPPED1"
"ATP5C11",1.20921247805047e-05,0.717627765256314,0.722,0.302,0.165831399239841,"7","ATP5C1"
"HERPUD11",1.31160308690002e-05,0.523666400346171,0.556,0.207,0.179873247337469,"7","HERPUD1"
"INPP5D",1.33556917428994e-05,0.252005519436419,0.306,0.083,0.183159956562122,"7","INPP5D"
"EFHD23",1.35297921133623e-05,0.254967764193997,0.528,0.189,0.18554756904265,"7","EFHD2"
"NDUFS61",1.36448524979632e-05,0.336350778308954,0.611,0.224,0.187125507157068,"7","NDUFS6"
"CNDP2",1.39166883804182e-05,0.995937553898439,0.333,0.096,0.190853464449055,"7","CNDP2"
"GLIPR12",1.48450226617134e-05,0.270505793394103,0.556,0.2,0.203584640782737,"7","GLIPR1"
"BST23",1.56976421587194e-05,0.388534431153439,0.889,0.44,0.215277464564678,"7","BST2"
"PFN13",1.69295937909536e-05,0.261971596294673,1,0.942,0.232172449249137,"7","PFN1"
"LRRC251",1.81991691728965e-05,0.250330189649726,0.333,0.098,0.249583406037103,"7","LRRC25"
"ID22",1.83752230186063e-05,0.492784424888931,0.778,0.38,0.251997808477167,"7","ID2"
"GRINA1",1.9203092584588e-05,0.271473553685731,0.333,0.098,0.26335121170504,"7","GRINA"
"COX8A2",2.0391864874792e-05,0.448648340738016,0.833,0.378,0.279654034892898,"7","COX8A"
"ARPC32",2.35545163183797e-05,0.489098704681087,0.972,0.809,0.323026636790259,"7","ARPC3"
"MOB1A1",2.36776629164605e-05,0.294567489613292,0.528,0.191,0.324715469236339,"7","MOB1A"
"GNG52",2.37879411251256e-05,0.557869075098513,0.667,0.288,0.326227824589972,"7","GNG5"
"COPE1",2.41517538509159e-05,0.368002769454414,0.917,0.427,0.331217152311461,"7","COPE"
"BAG1",2.48644534216808e-05,0.261907357916364,0.5,0.171,0.340991114224931,"7","BAG1"
"C1orf43",2.51440187402434e-05,0.324043304406267,0.583,0.222,0.344825073003698,"7","C1orf43"
"MLF2",2.53042479633621e-05,0.285559809017441,0.417,0.136,0.347022456569548,"7","MLF2"
"ALKBH71",2.55635329883268e-05,0.26610628742198,0.611,0.23,0.350578291401914,"7","ALKBH7"
"MRPL41",2.57286054290547e-05,0.30692505570146,0.444,0.152,0.352842094854057,"7","MRPL41"
"RGS191",2.60119109428039e-05,0.31803936634546,0.667,0.263,0.356727346669613,"7","RGS19"
"CHMP4B2",2.60297034108583e-05,0.251875358765208,0.5,0.17,0.35697135257651,"7","CHMP4B"
"ABI32",2.70984385786626e-05,0.334352638605066,0.472,0.173,0.371627986667779,"7","ABI3"
"ADI1",3.21003092041747e-05,0.280872225859334,0.444,0.155,0.440223640426052,"7","ADI1"
"CLIC13",3.23770452099966e-05,0.339312709430421,0.972,0.637,0.444018798009894,"7","CLIC1"
"MX1",3.50285880811033e-05,0.301880199564388,0.556,0.212,0.48038205694425,"7","MX1"
"PTPN181",3.88599396150483e-05,0.268614552300204,0.417,0.137,0.532925211880772,"7","PTPN18"
"CBR11",3.9350411478312e-05,0.285198722954787,0.361,0.115,0.53965154301357,"7","CBR1"
"ZNHIT12",4.02762925549119e-05,0.337243352303101,0.667,0.269,0.552349076098061,"7","ZNHIT1"
"SERPINB62",4.06963658159688e-05,0.316017283789476,0.5,0.188,0.558109960800196,"7","SERPINB6"
"SDHD",4.43956351676494e-05,0.360899714501448,0.5,0.19,0.608841740689143,"7","SDHD"
"ZYX2",4.48877740017372e-05,0.299274912172884,0.417,0.146,0.615590932659824,"7","ZYX"
"SRSF71",4.58969197281645e-05,0.662785332413257,0.861,0.48,0.629430357152048,"7","SRSF7"
"ATP5G31",4.635678081933e-05,0.387407520946239,0.889,0.423,0.635736892156292,"7","ATP5G3"
"ZFP361",4.63641225238812e-05,0.284371557860639,1,0.696,0.635837576292507,"7","ZFP36"
"EIF4A3",4.78817856588803e-05,0.327448973092884,0.361,0.117,0.656650808525885,"7","EIF4A3"
"XAF1",4.98566350311321e-05,0.343108650838427,0.556,0.204,0.683733892816945,"7","XAF1"
"EIF3K1",5.0074747774118e-05,0.498436423312709,1,0.732,0.686725090974255,"7","EIF3K"
"GDI21",5.0215402587472e-05,0.881696705281457,0.639,0.298,0.688654031084591,"7","GDI2"
"MIR24-21",5.26607098043934e-05,0.366120792783989,0.333,0.107,0.722188974257451,"7","MIR24-2"
"RHOG2",6.02297429635397e-05,0.343684595771025,0.778,0.384,0.825990695001984,"7","RHOG"
"SEC61B2",6.20320538226742e-05,0.410181897098385,0.722,0.314,0.850707586124155,"7","SEC61B"
"NDUFB51",6.30527402387613e-05,0.30723366132367,0.528,0.208,0.864705279634373,"7","NDUFB5"
"ZNF511",6.31642677142206e-05,0.293378138482683,0.306,0.094,0.866234767432821,"7","ZNF511"
"RGS101",6.41477295196933e-05,0.383332538118272,0.833,0.409,0.879721962633074,"7","RGS10"
"LCP12",6.57400691782082e-05,0.330650424457036,0.806,0.38,0.901559308709947,"7","LCP1"
"H2AFJ",6.57912432202498e-05,0.295234292716771,0.417,0.149,0.902261109522506,"7","H2AFJ"
"AURKAIP1",6.67951426556681e-05,0.337444862679027,0.667,0.28,0.916028586379833,"7","AURKAIP1"
"C9orf89",7.15510980809511e-05,0.318755986707324,0.333,0.107,0.981251759082163,"7","C9orf89"
"MRPL55",7.74342249561429e-05,0.299638905561068,0.472,0.171,1,"7","MRPL55"
"MRPL11",8.14735494530953e-05,0.413154199933453,0.417,0.154,1,"7","MRPL11"
"SUB11",9.24548869516796e-05,0.283078004409603,0.694,0.296,1,"7","SUB1"
"GADD45B",9.98454891889687e-05,0.289504495726541,0.556,0.23,1,"7","GADD45B"
"LINC00493",0.000102076169718301,0.265643754061111,0.5,0.186,1,"7","LINC00493"
"PFDN2",0.000108296453485003,0.417570565085465,0.5,0.19,1,"7","PFDN2"
"RPL391",0.000123418740309358,0.334632643585467,0.611,0.268,1,"7","RPL39"
"CFL12",0.000128409531490986,0.305790971222721,1,0.91,1,"7","CFL1"
"MRPL14",0.000129843890280629,0.826339142445492,0.417,0.152,1,"7","MRPL14"
"CD41",0.00013044293081889,0.33106107359803,0.333,0.113,1,"7","CD4"
"C1QBP",0.000138428899721544,0.25665493643463,0.806,0.364,1,"7","C1QBP"
"MTCH1",0.000157492777340281,0.264438673051658,0.389,0.139,1,"7","MTCH1"
"ATP5A1",0.0001754846118296,0.300025874651412,0.806,0.409,1,"7","ATP5A1"
"CYCS1",0.000176573489932956,0.279655962679653,0.694,0.31,1,"7","CYCS"
"SEP151",0.000178924861232165,0.529942476100549,0.694,0.288,1,"7","SEP15"
"NR4A1",0.00023513067189754,0.346263937148227,0.306,0.105,1,"7","NR4A1"
"FAM49B1",0.000237769965293101,0.281536585967523,0.639,0.297,1,"7","FAM49B"
"GNAS2",0.00024681169964929,0.297999401923681,0.667,0.293,1,"7","GNAS"
"COMMD3",0.000248557594458739,0.877836413595197,0.361,0.124,1,"7","COMMD3"
"SNX32",0.000260318440268559,0.348021413632384,0.861,0.456,1,"7","SNX3"
"ATP6V1F2",0.000270996912199582,0.271472328159357,0.778,0.365,1,"7","ATP6V1F"
"C14orf21",0.000278823941583888,0.31798176532312,0.417,0.166,1,"7","C14orf2"
"NR4A2",0.000280278710038761,0.353030711906203,0.472,0.196,1,"7","NR4A2"
"FKBP1A2",0.000287053058801911,0.280376048670236,0.861,0.456,1,"7","FKBP1A"
"PTPLAD2",0.000303518502311798,0.265696437077667,0.278,0.09,1,"7","PTPLAD2"
"NPC22",0.000315167126840868,0.500013604660506,0.806,0.41,1,"7","NPC2"
"NENF",0.000338043916881196,0.260967075193334,0.389,0.145,1,"7","NENF"
"DHRS4L2",0.000369355102360832,0.709241876262767,0.333,0.116,1,"7","DHRS4L2"
"APLP22",0.00039930508003894,0.256245117659797,0.417,0.161,1,"7","APLP2"
"AHNAK1",0.00041449124212753,0.259494489554632,0.583,0.27,1,"7","AHNAK"
"IRF2BP2",0.000418104855823617,0.291415453019101,0.306,0.104,1,"7","IRF2BP2"
"ATP5G1",0.000438447227619817,0.250398712407263,0.5,0.203,1,"7","ATP5G1"
"YBX12",0.000458884422316538,0.312359487688632,1,0.81,1,"7","YBX1"
"UBE2A",0.00046149413614549,0.256681918438998,0.333,0.12,1,"7","UBE2A"
"ANXA13",0.000495544338843306,0.854736656451831,0.889,0.586,1,"7","ANXA1"
"CLTA2",0.000514862418716191,0.250043922668802,0.639,0.284,1,"7","CLTA"
"CALM21",0.00053638751477898,0.345712349444552,0.833,0.533,1,"7","CALM2"
"CHCHD22",0.000544199179119353,0.287762334027406,0.972,0.703,1,"7","CHCHD2"
"BLOC1S11",0.000607447217521599,0.250027838057683,0.639,0.306,1,"7","BLOC1S1"
"CKLF2",0.000620651147154709,0.264447973104664,0.5,0.21,1,"7","CKLF"
"TSPO2",0.00064555306572296,0.408978390162668,0.833,0.469,1,"7","TSPO"
"TPI13",0.000665651873959397,0.280408240966412,0.861,0.5,1,"7","TPI1"
"PPIB2",0.000780975968215302,0.283662113984292,0.833,0.467,1,"7","PPIB"
"PABPC1",0.00087647648275001,0.269948169642546,1,0.853,1,"7","PABPC1"
"FOSB1",0.000897340918470291,0.316281390740401,0.833,0.48,1,"7","FOSB"
"CASP12",0.000937011971116344,0.290560850851798,0.583,0.267,1,"7","CASP1"
"ZDHHC12",0.000998554903880684,0.307468868650115,0.306,0.114,1,"7","ZDHHC12"
"SLC25A52",0.00111152368237344,0.564622109392347,0.833,0.5,1,"7","SLC25A5"
"MCL11",0.00119472801248631,0.310356401239539,0.75,0.402,1,"7","MCL1"
"UFC1",0.00130401422575693,0.291641931538154,0.694,0.37,1,"7","UFC1"
"IFI62",0.00167629663153474,0.585704030941789,0.694,0.397,1,"7","IFI6"
"NDUFC2",0.00173364215112148,0.34369281692703,0.556,0.252,1,"7","NDUFC2"
"PSMA3",0.00176012696923087,0.264151483414253,0.361,0.15,1,"7","PSMA3"
"SLC25A32",0.00182441085733701,0.419664901906453,0.889,0.515,1,"7","SLC25A3"
"ZFAND51",0.0024806296460823,0.253346168398166,0.389,0.17,1,"7","ZFAND5"
"FKBP2",0.00251182214769309,0.472786258219195,0.333,0.134,1,"7","FKBP2"
"ACTR2",0.00257935310390494,0.290931842466137,0.417,0.19,1,"7","ACTR2"
"CHMP51",0.00285830962473607,0.338616508147579,0.472,0.215,1,"7","CHMP5"
