GenePairs,frac.of.var.tissue,frac.of.var.species,frac.of.var.residual
DEFB132_Defb15,0.118491772670486,0.362647773197448,0.518860454132066
FAM210B_Fam210b,0.112334395775587,0.183834039409739,0.703831564814674
MYO18B_Myo18b,0.55592294017132,0.303207244799769,0.140869815028911
FAM209A_Fam209,0.779893820678398,0.0237399170980594,0.196366262223543
ZNFX1_Znfx1,0.147811923617255,0.714314016691015,0.13787405969173
TFF3_Tff3,0.426365583985053,0.0314156478792264,0.54221876813572
IL10RB_Il10rb,5.71558422850975e-09,0.903050208626109,0.0969497856583069
HCK_Hck,0.391796950679571,0,0.608203049320429
TCP10L_Tcp10a,0.583510412271777,0.191881939193361,0.224607648534862
RBM11_Rbm11,0.484348445598484,0.249617128021457,0.266034426380058
TRPM2_Trpm2,0.241307890367704,0.280585065055454,0.478107044576843
PCDH9_Pcdh9,0.601607732672594,0.00982092131939269,0.388571346008014
NEURL2_Neurl2,0,0.644485465357125,0.355514534642875
WFDC13_Wfdc13,0.331967108874624,0,0.668032891125376
TMEM239_Tmem239,0.606364888066666,0,0.393635111933334
TCF15_Tcf15,0.412854705199781,0.330248838021226,0.256896456778994
SPATA25_Spata25,0.158460430604256,0.32689508518552,0.514644484210224
SRMS_Srms,0,0.740985288967818,0.259014711032182
ZNF831_Zfp831,0.187767805236787,0,0.812232194763213
CBFA2T2_Cbfa2t2,0.311640832712857,0.568441070873686,0.119918096413458
MICAL3_Mical3,0.0680457130972556,0.868379458427194,0.0635748284755504
HSPA13_Hspa13,0.0823225994142876,0.759731862705246,0.157945537880467
LTN1_Ltn1,0.278360558359613,0.099022488043798,0.622616953596589
CSTL1_Cstl1,0.597080211544194,0.013028359122027,0.389891429333779
SLC13A3_Slc13a3,0.872457112252549,0.0730733604215638,0.0544695273258875
UBE2G2_Ube2g2,0.0080192812443428,0.74584878420925,0.246131934546407
ACR_Acr,0.482385621126876,0.288540415662508,0.229073963210617
SLC12A5_Slc12a5,0.327737107774944,0.61842923255008,0.0538336596749765
CELSR1_Celsr1,0.0324223475545684,0.316595961544919,0.650981690900513
TRAPPC10_Trappc10,0,0.940005819660263,0.059994180339737
PARVB_Parvb,0.632183397418941,0.0171000220550843,0.350716580525975
KAT14_Kat14,0,0.707110859072995,0.292889140927005
FAM9B_Gm14692,0.776979427962083,0.0243115742191194,0.198708997818797
SNU13_Snu13,0.833365281012001,0.0202847495238595,0.14634996946414
TGM3_Tgm3,0.196569640840598,0.140105064176587,0.663325294982815
GRPR_Grpr,0.279498647389646,0,0.720501352610354
UBE2L5_Ube2l3,0.00348900238582179,0.935417274598853,0.0610937230153248
CCDC188_Ccdc188,0.513414267601675,0.0663269978432873,0.420258734555037
SLC32A1_Slc32a1,0.887310842525841,3.05552563575602e-08,0.112689126918903
CNBD2_Cnbd2,0.284275467857579,0.60300757400705,0.112716958135371
RTN4R_Rtn4r,0.0517972550018832,0.254094496499619,0.694108248498498
KCNJ6_Kcnj6,0.591176469072381,0.0392297272166212,0.369593803710998
CNKSR2_Cnksr2,0.778748960001004,0.00809971308059662,0.213151326918399
RRP1_Rrp1,0.0337107767580503,0.908113025771409,0.058176197470541
TXNRD2_Txnrd2,0.0821476055698953,0.832769294709671,0.0850830997204335
TAF4_Taf4,0.00860927957304343,0.710459580681332,0.280931139745625
WFDC8_Wfdc8,0.469971995776765,0.00707490894653887,0.522953095276696
ADIG_Adig,0.106871432529042,0.634272129007384,0.258856438463574
FASTKD5_Fastkd5,0,0.819893151010316,0.180106848989684
TP53RK_Trp53rka,0.105559361131887,0.57565275011373,0.318787888754382
ANKRD60_Ankrd60,0.614030510421068,0.111717445124484,0.274252044454448
SUN5_Sun5,0.91513582835439,0.00572247139852564,0.0791417002470842
BPIFB4_Bpifb4,0.0427656711133795,0.0725429979219984,0.884691330964622
BPIFA2_Bpifa2,0.368092231778002,0,0.631907768221998
BPIFA3_Bpifa3,0.909664022523724,0.00954764594311744,0.0807883315331591
BPIFB3_Bpifb3,0.786168755448542,0.05534066577949,0.158490578771968
FGF14_Fgf14,0.339655924952681,0.132454301934339,0.52788977311298
AHCY_Ahcy,0.261878410171681,0.325363662898956,0.412757926929363
KLF5_Klf5,0.865176401622605,0,0.134823598377395
RUBCNL_Rubcnl,0,0,1
GINS1_Gins1,0.451335033726782,0.0774080202991683,0.47125694597405
DYRK1A_Dyrk1a,0.0986689340885017,0.745613777987015,0.155717287924483
SMIM26_Smim26,0,0.582331314616509,0.417668685383491
PANX2_Panx2,0.40043851386827,0,0.59956148613173
SLC15A1_Slc15a1,0,0,1
HMOX1_Hmox1,0.749044364342987,0,0.250955635657013
SPO11_Spo11,0.537279234876047,0.359531175585038,0.103189589538915
CACNG2_Cacng2,0.747441620751278,0,0.252558379248722
SLC5A4_Slc5a4a,0.284461438474565,0.239272597110254,0.476265964415181
APOBEC3H_Apobec3,0.0342435497629454,0.767876809956288,0.197879640280766
RBM38_Rbm38,0.404954571517797,0.434242895912423,0.16080253256978
DEFB123_Defb36,0.701171867701886,0.115483850117148,0.183344282180966
DEFB124_Defb25,0.438477426830156,0,0.561522573169844
NOL4L_Nol4l,0.485324311134079,0.194574258198153,0.320101430667768
SPATA13_Spata13,0.269678041922615,0.378609670706016,0.351712287371369
KCNS1_Kcns1,0.612896085217344,0.0949533936717662,0.29215052111089
CCDC116_Ccdc116,0.386659822976056,0.514464799044237,0.0988753779797065
S100G_S100g,2.1049233919439e-16,0.426139208743118,0.573860791256882
WFDC12_Wfdc12,0.0306565046535353,0.116174811490712,0.853168683855752
SEMG2_Svs3b,0,0,1
PPIL2_Ppil2,0.0134275518684185,0.959514683475816,0.0270577646557654
DEFB118_Defb21,0.851071732454934,1.20658762342602e-10,0.148928267424407
DEFB119_Defb19,0.525986787967389,0.102391256651846,0.371621955380765
WFDC5_Wfdc5,0,0,1
EBF4_Ebf4,0.704980210085726,0,0.295019789914274
CDKL5_Cdkl5,0.686591757580168,0,0.313408242419832
TTLL9_Ttll9,0.593694362482984,0.275253715502762,0.131051922014254
F10_F10,0.524733847344739,0.221124857469561,0.2541412951857
YPEL1_Ypel1,0.483092865168118,0.167226302865742,0.34968083196614
EMILIN3_Emilin3,0.439306624133159,0.199172061366536,0.361521314500305
SAMD10_Samd10,0.0586156592932134,0.859955464495368,0.0814288762114185
NEFH_Nefh,0.885035201610898,0.0508299708717845,0.0641348275173179
GPR183_Gpr183,0.14358497579301,0.667539173789893,0.188875850417098
SEL1L2_Sel1l2,0.63166855428501,0.0467617433347188,0.321569702380271
FLT3_Flt3,0.0454542072189345,0.0744856926925072,0.880060100088558
SEC14L2_Sec14l2,0.676623792556369,0.0745539561318586,0.248822251311773
MACROD2_Macrod2,0.240982895223267,0.576224059682668,0.182793045094065
TSC22D1_Tsc22d1,0.150689642145092,0.524038679056808,0.3252716787981
AKAP4_Akap4,0.890769506547194,0,0.109230493452805
OXGR1_Oxgr1,0.374640997037277,0.228551774297758,0.396807228664965
PIGP_Pigp,0,0.938454299398703,0.0615457006012973
JADE3_Jade3,0.0500086236822795,0.788396635523173,0.161594740794548
L3MBTL1_L3mbtl1,0.372324005876244,0.0750527416308301,0.552623252492926
STOML3_Stoml3,0.637705921194923,0,0.362294078805077
GPR12_Gpr12,0.472779209132194,0.112705869821033,0.414514921046773
GGACT_Ggact,0.0289760167688895,0.916063290115277,0.0549606931158338
CPB2_Cpb2,0.629298152215684,0.00998792851780683,0.360713919266509
GSC2_Gsc2,0.901340148769296,0.0206579161841072,0.078001935046597
FGF16_Fgf16,1.48151802969081e-18,0.344051831506676,0.655948168493324
RSPH14_Rsph14,0.43132739671223,2.70183605715395e-10,0.568672603017586
CPXCR1_Cpxcr1,0.998880494546225,3.12766045140126e-08,0.0011194741771704
PABPC5_Pabpc5,0.100590393143795,0.788271210402476,0.111138396453729
TIAM1_Tiam1,0.764834452898194,0.000341407402914759,0.234824139698891
ARL13A_Arl13a,0.463918196805104,0.331110125921479,0.204971677273416
EIF3L_Eif3l,0.28919862804858,0.595194764669395,0.115606607282025
BRWD3_Brwd3,0.0101652921077495,0.753673889895916,0.236160817996334
NANP_Nanp,0,0.0313841753000493,0.968615824699951
DNAJC15_Dnajc15,0.152541953384057,0.0651860763217161,0.782271970294227
SERP2_Serp2,0.538966420414169,1.871623753062e-09,0.461033577714207
EDA_Eda,0.270389409544036,0,0.729610590455964
KLF12_Klf12,0.250988392112384,0.322063058411127,0.426948549476489
PLCB1_Plcb1,0.557443360157832,0.0112281071821166,0.431328532660052
CRYL1_Cryl1,0.337512270702656,0.282384230474784,0.38010349882256
RGCC_Rgcc,0.53488526142439,0.0540054999069628,0.411109238668647
TCF20_Tcf20,0.423392959014216,0.437364795274857,0.139242245710927
F7_F7,0.4902641173124,0.106040435696514,0.403695446991086
SYCE3_Syce3,0.625691649700146,0.0599017377857532,0.314406612514101
XK_Xk,0.550306063879996,0,0.449693936120004
ARHGAP6_Arhgap6,0.237760920364592,2.64527205795317e-19,0.762239079635408
CLDN5_Cldn5,0.406955508027024,0.181870666048521,0.411173825924455
FAM227A_Fam227a,0.334119418940256,0.434926729387533,0.230953851672211
C21orf91_D16Ertd472e,0.506495915540451,0.0966572397915425,0.396846844668007
PPM1F_Ppm1f,0.137829696692665,0.660110210785708,0.202060092521627
LMO7_Lmo7,0.270594748388197,0.305841420052491,0.423563831559312
CCNB3_Ccnb3,0.363735466278868,0.439416523894677,0.196848009826455
CBR3_Cbr3,0.421671055640732,0.296934455440829,0.28139448891844
CFAP298_Cfap298,0.281547706524196,0.634997250366729,0.0834550431090754
POU3F4_Pou3f4,0.220174464494525,0,0.779825535505475
CYLC1_Cylc1,0.871671404561149,0.0142471574336817,0.114081438005169
RIPPLY1_Ripply1,0.386672993250861,0,0.613327006749139
TSHZ2_Tshz2,0.238076921213482,0.371226313237417,0.390696765549102
ZNF217_Zfp217,0.755569478580502,0.00454286482405856,0.23988765659544
SHISA8_Shisa8,0.0702382713278495,0.509435997509488,0.420325731162663
PTPRT_Ptprt,0.810068789909415,6.09790582746289e-11,0.189931210029606
CRYBB3_Crybb3,0.0465351609193729,0.830059648773234,0.123405190307393
SELENOO_Selenoo,0.149342622113942,0.713585635235133,0.137071742650925
TTC28_Ttc28,0.72993346480164,6.30206535978617e-11,0.27006653513534
PANK2_Pank2,0.316776063308535,0.550004990010082,0.133218946681382
ASB12_Asb12,0.666633463518766,0,0.333366536481235
GSTT4_Gstt4,0.657239329850503,0.168846150528441,0.173914519621056
AMER1_Amer1,0.231199639271182,0.0265829461106771,0.742217414618141
PRDM15_Prdm15,0.0228424705399837,0.907951494887098,0.0692060345729183
BPIFC_Bpifc,0.144251039137734,0.355263387357028,0.500485573505238
ADM2_Adm2,0.510456231783425,0,0.489543768216575
LDOC1_Ldoc1,0.0740171224289178,0.867060304510493,0.0589225730605894
TMEM121B_Tmem121b,0.672310240470745,0,0.327689759529255
KCNK15_Kcnk15,0.0771649091804444,0.427662036614653,0.495173054204903
RIMS4_Rims4,0.533385694697225,0.0798083342004389,0.386805971102336
PNMA6F_Gm45015,0,0,1
LRRC74B_Lrrc74b,0.368713165395077,0.370638718611331,0.260648115993592
PDYN_Pdyn,0.663890667755458,0,0.336109332244542
ZNF280B_Zfp280b,0.0577833962149205,0.441467823005552,0.500748780779527
F8_F8,0,0.890669762509251,0.109330237490749
GGTLC2_Ggt1,0,0.649385813828658,0.350614186171342
AFF2_Aff2,0.267584027585566,1.84297779051658e-09,0.732415970571456
BMP7_Bmp7,0,0.430352265395086,0.569647734604914
SLC35E4_Slc35e4,0.0654048213682218,0.638582957758828,0.29601222087295
MCHR1_Mchr1,0.174227558782456,0,0.825772441217544
EFCAB8_Efcab8,0.403497534872754,0.467168339320611,0.129334125806635
DDX17_Ddx17,0.138945778512499,0.705534109834914,0.155520111652588
SOD1_Sod1,0.0919238396347828,0.796817824662849,0.111258335702368
ADGRG4_Adgrg4,0,0,1
TMC2_Tmc2,0.308080405510394,0.387224819940319,0.304694774549287
RAB39B_Rab39b,0.634494444274628,0.0115084805935289,0.353997075131843
NAP1L3_Nap1l3,0.358391901274822,0.246251780442868,0.395356318282309
ALOX5AP_Alox5ap,0.575847554029405,0.0342975080759351,0.38985493789466
RWDD2B_Rwdd2b,0,0.497436723916498,0.502563276083502
LGALS2_Lgals2,0,0,1
CCNA1_Ccna1,0.800291600985888,0.0177574181577666,0.181950980856345
TTLL8_Ttll8,0.500602044040261,0.259694566154663,0.239703389805076
HUNK_Hunk,0.249201793191238,0.346002883568923,0.404795323239838
MRTFA_Mrtfa,0.374717597099558,0.554541657532689,0.0707407453677527
SUMO3_Sumo3,0,0.787889239832229,0.212110760167771
USPL1_Uspl1,0.305028116463973,0,0.694971883536027
ZBTB21_Zbtb21,0.326689473643064,0.402189783611431,0.271120742745505
CXCR3_Cxcr3,0,0.456893610528103,0.543106389471897
