Variables	Accuracy	Kappa	AccuracySD	KappaSD
66	0.986330935251799	0.922232153513907	0.0109631937176619	0.063382334664051
67	0.98705035971223	0.927432065894342	0.00884368772881813	0.0486262263760181
68	0.986330935251799	0.922775018572415	0.00985841956407411	0.0557115711076095
69	0.986330935251799	0.922810255836592	0.0104254508965392	0.0588589058877208
70	0.985611510791367	0.918437351918936	0.0107245466546753	0.0605036140036786
71	0.985611510791367	0.917361504276645	0.0107245466546753	0.0621051957929634
72	0.985611510791367	0.918472589183112	0.011247999424037	0.0634162330610343
73	0.985611510791367	0.918153208514665	0.011247999424037	0.0644655643054806
74	0.984892086330935	0.913773932419356	0.0109631937176618	0.0628508257246069
75	0.986330935251799	0.922232153513907	0.0109631937176619	0.063382334664051
76	0.984892086330935	0.913815541861186	0.011966402829616	0.0683239804767967
77	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
78	0.98705035971223	0.926356218252051	0.00884368772881813	0.0508171451747471
79	0.984892086330935	0.913815541861186	0.011966402829616	0.0683239804767967
80	0.986330935251799	0.922810255836592	0.0104254508965392	0.0588589058877208
81	0.986330935251799	0.922775018572415	0.00985841956407411	0.0557115711076095
82	0.987769784172662	0.931013265573977	0.00762122234152073	0.0424976607101262
83	0.985611510791367	0.918153208514665	0.011247999424037	0.0644655643054806
84	0.984892086330935	0.913815541861186	0.011966402829616	0.0683239804767967
85	0.986330935251799	0.921699170930125	0.00985841956407411	0.0575370973074798
86	0.986330935251799	0.923507494736517	0.00925671897631598	0.0518405111588814
87	0.985611510791367	0.918153208514665	0.011247999424037	0.0644655643054806
88	0.986330935251799	0.922018551598571	0.00985841956407411	0.0563365823245027
89	0.985611510791367	0.918153208514665	0.011247999424037	0.0644655643054806
90	0.985611510791367	0.918153208514665	0.011247999424037	0.0644655643054806
91	0.984892086330935	0.913773932419356	0.0109631937176618	0.0628508257246069
92	0.985611510791367	0.918437351918936	0.0107245466546753	0.0605036140036786
93	0.98705035971223	0.926675598920498	0.00884368772881813	0.0494203390974744
94	0.986330935251799	0.922810255836592	0.0104254508965392	0.0588589058877208
95	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
96	0.985611510791367	0.919169828083037	0.0101741982904539	0.0570211125555048
97	0.986330935251799	0.921398839834057	0.00925671897631599	0.0548498678159441
98	0.986330935251799	0.921699170930125	0.00985841956407411	0.0575370973074798
99	0.984892086330935	0.913773932419356	0.0109631937176618	0.0628508257246069
100	0.98705035971223	0.925778115929366	0.00947166314538684	0.0560346962773643
101	0.98705035971223	0.925778115929366	0.00947166314538684	0.0560346962773643
102	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
103	0.985611510791367	0.917875437288048	0.0117481522435644	0.067309163754127
104	0.98705035971223	0.926094440898595	0.00947166314538684	0.0543719823496109
105	0.984892086330935	0.913714704345437	0.00985841956407411	0.0569505699679598
106	0.985611510791367	0.917639275503262	0.00959232613908875	0.0548255804861272
107	0.986330935251799	0.921699170930125	0.00985841956407411	0.0575370973074798
108	0.98705035971223	0.925304361419502	0.00947166314538684	0.0560591252830397
109	0.985611510791367	0.917361504276645	0.0107245466546753	0.0621051957929634
110	0.984172661870504	0.909436265765876	0.0116498396177373	0.0664858679999916
111	0.984892086330935	0.912739694218895	0.011966402829616	0.0696669552126832
112	0.985611510791367	0.917361504276645	0.0107245466546753	0.0621051957929634
113	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
114	0.98705035971223	0.926356218252051	0.00884368772881813	0.0508171451747471
115	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
116	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
117	0.987769784172662	0.929397869351615	0.00962225546654146	0.0571588978506457
118	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
119	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
120	0.984892086330935	0.913773932419356	0.0109631937176618	0.0628508257246069
121	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
122	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
123	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
124	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
125	0.985611510791367	0.917361504276645	0.0107245466546753	0.0621051957929634
126	0.984892086330935	0.912739694218895	0.011966402829616	0.0696669552126832
127	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
128	0.984892086330935	0.913756313787267	0.0109631937176619	0.0629389617816609
129	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
130	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
131	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
132	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
133	0.98705035971223	0.925304361419502	0.00947166314538684	0.0560591252830397
134	0.983453237410072	0.904814455708126	0.0127120942740514	0.0730438381227642
135	0.98705035971223	0.925304361419502	0.00947166314538684	0.0560591252830397
136	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
137	0.983453237410072	0.904814455708126	0.0127120942740514	0.0730438381227642
138	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
139	0.985611510791367	0.918153208514665	0.011247999424037	0.0644655643054806
140	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
141	0.985611510791367	0.917639275503262	0.00959232613908875	0.0548255804861272
142	0.985611510791367	0.917379122908733	0.0107245466546753	0.0620147367672913
143	0.984892086330935	0.912958237371594	0.00985841956407411	0.0574296791078904
144	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
145	0.985611510791367	0.917396741540822	0.011247999424037	0.0649466773354199
146	0.986330935251799	0.921699170930125	0.00985841956407411	0.0575370973074798
147	0.984172661870504	0.908301190049667	0.0106167595305413	0.0623510043295017
148	0.986330935251799	0.921699170930125	0.00985841956407411	0.0575370973074798
149	0.984892086330935	0.913017465445512	0.0109631937176618	0.0632860686221779
150	0.987769784172662	0.929397869351615	0.00962225546654146	0.0571588978506457
151	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
152	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
153	0.985611510791367	0.917361504276645	0.0107245466546753	0.0621051957929634
154	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
155	0.985611510791367	0.917361504276645	0.0107245466546753	0.0621051957929634
156	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
157	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
158	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
159	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
160	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
161	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
162	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
163	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
164	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
165	0.984892086330935	0.912958237371594	0.00985841956407411	0.0574296791078904
166	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
167	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
168	0.985611510791367	0.917337513466903	0.0101741982904539	0.0592595042925832
169	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
170	0.983453237410072	0.904814455708126	0.0127120942740514	0.0730438381227642
171	0.985611510791367	0.917396741540822	0.011247999424037	0.0649466773354199
172	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
173	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
174	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
175	0.985611510791367	0.91658104649306	0.0101741982904539	0.0597710594731828
176	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
177	0.984172661870504	0.90913287897059	0.00947166314538685	0.0552049215847149
178	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
179	0.985611510791367	0.917337513466903	0.0101741982904539	0.0592595042925832
180	0.986330935251799	0.920942703956281	0.00985841956407411	0.0581269333341296
181	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
182	0.986330935251799	0.921699170930125	0.00985841956407411	0.0575370973074798
183	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
184	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
185	0.985611510791367	0.917075736113448	0.00830719811783638	0.0497834843848702
186	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
187	0.984892086330935	0.912999846813424	0.0109631937176619	0.0633733656984885
188	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
189	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
190	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
191	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
192	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
193	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
194	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
195	0.984892086330935	0.912714078650226	0.00861308632904942	0.0513298512021358
196	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
197	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
198	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
199	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
200	0.985611510791367	0.917075736113448	0.00830719811783638	0.0497834843848702
201	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
202	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
203	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
204	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
205	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
206	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
207	0.984172661870504	0.907544723075823	0.0106167595305413	0.0627164096702789
208	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
209	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
210	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
211	0.984892086330935	0.912999846813424	0.0109631937176619	0.0633733656984885
212	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
213	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
214	0.984892086330935	0.912714078650226	0.00861308632904942	0.0513298512021358
215	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
216	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
217	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
218	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
219	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
220	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
221	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
222	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
223	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
224	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
225	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
226	0.983453237410072	0.903998760660364	0.0117726021185934	0.0683162029806144
227	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
228	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
229	0.985611510791367	0.917319894834815	0.00959232613908875	0.0560307345077672
230	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
231	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
232	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
233	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
234	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
235	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
236	0.984172661870504	0.908301190049667	0.0106167595305413	0.0623510043295017
237	0.984892086330935	0.912714078650226	0.00861308632904942	0.0513298512021358
238	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
239	0.986330935251799	0.921220475182898	0.0086130863290494	0.0502525496371898
240	0.984172661870504	0.907220126454105	0.0106167595305413	0.0633441849903664
241	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
242	0.986330935251799	0.921220475182898	0.0086130863290494	0.0502525496371898
243	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
244	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
245	0.984172661870504	0.907793287539427	0.00884368772881813	0.0519136920182729
246	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
247	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
248	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
249	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
250	0.984172661870504	0.908620570718114	0.0106167595305413	0.0613225056228519
251	0.984172661870504	0.907544723075823	0.0106167595305413	0.0627164096702789
252	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
253	0.984892086330935	0.912958237371594	0.00985841956407411	0.0574296791078904
254	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
255	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
256	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
257	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
258	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
259	0.984172661870504	0.908620570718114	0.0106167595305413	0.0613225056228519
260	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
261	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
262	0.986330935251799	0.920925085324193	0.00925671897631599	0.0548327994140821
263	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
264	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
265	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
266	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
267	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
268	0.984172661870504	0.908620570718114	0.0106167595305413	0.0613225056228519
269	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
270	0.984172661870504	0.908620570718114	0.0106167595305413	0.0613225056228519
271	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
272	0.984892086330935	0.911923999171133	0.0109631937176619	0.0648039480205239
273	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
274	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
275	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
276	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
277	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
278	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
279	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
280	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
281	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
282	0.984172661870504	0.908360418123586	0.0116498396177373	0.0677880456356265
283	0.984892086330935	0.912982228181335	0.0104254508965392	0.0603636315165811
284	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
285	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
286	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
287	0.984172661870504	0.908620570718114	0.0106167595305413	0.0613225056228519
288	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
289	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
290	0.984892086330935	0.911906380539045	0.0104254508965392	0.0618635117562867
291	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
292	0.983453237410072	0.904511068912841	0.0107513245906283	0.0629245502148444
293	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
294	0.985611510791367	0.916563427860971	0.00959232613908875	0.0565712320304132
295	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
296	0.984892086330935	0.91220177039775	0.00985841956407411	0.05789384264046
