specificSubtype	otherSubtype	EnrichScore	tissue
hT04_CD4-TCF7	hT05_CD4-CXCR6	-0.849458663150546	tumor
hT04_CD4-TCF7	hT06_CD4-CXCR5	-0.998299842200725	tumor
hT04_CD4-TCF7	hT15_CD8-GZMK	0.666473794192864	tumor
hT04_CD4-TCF7	hT16_CD8-CD6	0.455408909847321	tumor
hT04_CD4-TCF7	hT17_CD8-CD160	0.595339297850281	tumor
hT04_CD4-TCF7	hI02_NK-GZMK	0.23789826581368	tumor
hT04_CD4-TCF7	hI04_ILC3-SLC4A10	-0.808014441718502	tumor
hT04_CD4-TCF7	hB02_GALTB-IgA	0.492961060349197	tumor
hT04_CD4-TCF7	hB03_FollicularB-IgD	-0.017780349597679	tumor
hT04_CD4-TCF7	hB05_GCBCell-LRMP	-0.10035380342411	tumor
hT04_CD4-TCF7	hB01_PlasmaB-IgG	0.431037100247832	tumor
hT04_CD4-TCF7	hF01_Myofib-ACTA2	-2.15949902016453	tumor
hT04_CD4-TCF7	hF02_CAF-FAP	-2.29346783379159	tumor
hT04_CD4-TCF7	hM13_TAM-SPP1	0.123853153639623	tumor
hT04_CD4-TCF7	hT07_CD4-GZMK	0.270974926972543	tumor
hT04_CD4-TCF7	hT08_CD4-IL23R	-0.85909348223168	tumor
hT04_CD4-TCF7	hT09_CD4-CXCL13	-0.532329280485368	tumor
hT04_CD4-TCF7	hT11_CD4-CTLA4	-0.433964680288166	tumor
hT04_CD4-TCF7	hT18_CD8-LAYN	0.532730339183732	tumor
hT05_CD4-CXCR6	hM01_Mast-TPSAB1	0.576846273161779	tumor
hT05_CD4-CXCR6	hM02_pDC-LILRA4	2.03374439288881	tumor
hT05_CD4-CXCR6	hM03_cDC2-CD1C	1.765055633642	tumor
hT05_CD4-CXCR6	hM04_cDC1-BATF3	1.69098563098647	tumor
hT05_CD4-CXCR6	hM08_Macro-NLRP3	1.15928668685678	tumor
hT05_CD4-CXCR6	hM12_TAM-C1QC	2.13885907434476	tumor
hT05_CD4-CXCR6	hT04_CD4-TCF7	-0.765748151187571	tumor
hT05_CD4-CXCR6	hT05_CD4-CXCR6	-0.718231636248889	tumor
hT05_CD4-CXCR6	hT06_CD4-CXCR5	-0.765929652649014	tumor
hT05_CD4-CXCR6	hT15_CD8-GZMK	-0.609236630066808	tumor
hT05_CD4-CXCR6	hT16_CD8-CD6	-0.645029307458807	tumor
hT05_CD4-CXCR6	hT17_CD8-CD160	-0.667495783673513	tumor
hT05_CD4-CXCR6	hI02_NK-GZMK	-0.485593660470194	tumor
hT05_CD4-CXCR6	hI04_ILC3-SLC4A10	-0.613399693450126	tumor
hT05_CD4-CXCR6	hB02_GALTB-IgA	0.173970793361886	tumor
hT05_CD4-CXCR6	hB03_FollicularB-IgD	0.176766073214511	tumor
hT05_CD4-CXCR6	hB05_GCBCell-LRMP	0.175312237897041	tumor
hT05_CD4-CXCR6	hB01_PlasmaB-IgG	0.104840154406894	tumor
hT05_CD4-CXCR6	hF01_Myofib-ACTA2	-1.20060407671869	tumor
hT05_CD4-CXCR6	hF02_CAF-FAP	-1.25529877142648	tumor
hT05_CD4-CXCR6	hM13_TAM-SPP1	0.583223745369884	tumor
hT05_CD4-CXCR6	hT07_CD4-GZMK	-0.515366891016922	tumor
hT05_CD4-CXCR6	hT08_CD4-IL23R	-0.666923318056075	tumor
hT05_CD4-CXCR6	hT09_CD4-CXCL13	-0.595106509372839	tumor
hT05_CD4-CXCR6	hT11_CD4-CTLA4	-0.515011093768173	tumor
hT05_CD4-CXCR6	hT18_CD8-LAYN	-0.559915520566728	tumor
hT07_CD4-GZMK	hM01_Mast-TPSAB1	0.40559412126087	tumor
hT07_CD4-GZMK	hM02_pDC-LILRA4	1.64396105397311	tumor
hT07_CD4-GZMK	hM03_cDC2-CD1C	1.93459960132646	tumor
hT07_CD4-GZMK	hM04_cDC1-BATF3	2.01903124346624	tumor
hT07_CD4-GZMK	hM08_Macro-NLRP3	0.799954734209604	tumor
hT07_CD4-GZMK	hM12_TAM-C1QC	2.32258870472175	tumor
hT07_CD4-GZMK	hT04_CD4-TCF7	-0.491704298343351	tumor
hT07_CD4-GZMK	hT05_CD4-CXCR6	-0.405801233259318	tumor
hT07_CD4-GZMK	hT06_CD4-CXCR5	-0.43552717644939	tumor
hT07_CD4-GZMK	hT15_CD8-GZMK	-0.576748347443275	tumor
hT07_CD4-GZMK	hT16_CD8-CD6	-0.421808087526892	tumor
hT07_CD4-GZMK	hT17_CD8-CD160	-0.658811339420938	tumor
hT07_CD4-GZMK	hI02_NK-GZMK	-0.436756811024808	tumor
hT07_CD4-GZMK	hI04_ILC3-SLC4A10	-0.502466220717524	tumor
hT07_CD4-GZMK	hB02_GALTB-IgA	-0.455902040046968	tumor
hT07_CD4-GZMK	hB03_FollicularB-IgD	0.523763512620639	tumor
hT07_CD4-GZMK	hB05_GCBCell-LRMP	0.344128958767494	tumor
hT07_CD4-GZMK	hB01_PlasmaB-IgG	-0.460003152069537	tumor
hT07_CD4-GZMK	hF01_Myofib-ACTA2	-1.43962670976883	tumor
hT07_CD4-GZMK	hF02_CAF-FAP	-1.5012155191556	tumor
hT07_CD4-GZMK	hM13_TAM-SPP1	0.0477331993058733	tumor
hT07_CD4-GZMK	hT07_CD4-GZMK	-0.632336798902351	tumor
hT07_CD4-GZMK	hT08_CD4-IL23R	-0.525752218338484	tumor
hT07_CD4-GZMK	hT09_CD4-CXCL13	-0.272011041348637	tumor
hT07_CD4-GZMK	hT11_CD4-CTLA4	-0.233142056702865	tumor
hT07_CD4-GZMK	hT18_CD8-LAYN	-0.591742079133257	tumor
hT08_CD4-IL23R	hM01_Mast-TPSAB1	0.630225215107589	tumor
hT08_CD4-IL23R	hM02_pDC-LILRA4	1.63609604976386	tumor
hT08_CD4-IL23R	hM03_cDC2-CD1C	1.24841433906294	tumor
hT08_CD4-IL23R	hM04_cDC1-BATF3	1.79580435941159	tumor
hT08_CD4-IL23R	hM08_Macro-NLRP3	0.492460025533026	tumor
hT08_CD4-IL23R	hM12_TAM-C1QC	1.493403519382	tumor
hT08_CD4-IL23R	hT04_CD4-TCF7	-0.842457052351319	tumor
hT08_CD4-IL23R	hT05_CD4-CXCR6	-0.824499512896758	tumor
hT08_CD4-IL23R	hT06_CD4-CXCR5	-0.840809312919229	tumor
hT08_CD4-IL23R	hT15_CD8-GZMK	-0.454511952675907	tumor
hT08_CD4-IL23R	hT16_CD8-CD6	-0.456138248401752	tumor
hT08_CD4-IL23R	hT17_CD8-CD160	-0.445010783469114	tumor
hT08_CD4-IL23R	hI02_NK-GZMK	-0.408857754200973	tumor
hT08_CD4-IL23R	hI04_ILC3-SLC4A10	-0.837203167860272	tumor
hT08_CD4-IL23R	hB02_GALTB-IgA	0.939526152536432	tumor
hT08_CD4-IL23R	hB03_FollicularB-IgD	1.08868648402318	tumor
hT08_CD4-IL23R	hB05_GCBCell-LRMP	0.972377515688483	tumor
hT08_CD4-IL23R	hB01_PlasmaB-IgG	0.943586824542698	tumor
hT08_CD4-IL23R	hF01_Myofib-ACTA2	-1.43355334486017	tumor
hT08_CD4-IL23R	hF02_CAF-FAP	-1.52931608283301	tumor
hT08_CD4-IL23R	hM13_TAM-SPP1	0.377163713390799	tumor
hT08_CD4-IL23R	hT07_CD4-GZMK	-0.600963701757178	tumor
hT08_CD4-IL23R	hT08_CD4-IL23R	-0.964402881324192	tumor
hT08_CD4-IL23R	hT09_CD4-CXCL13	-0.829299626902216	tumor
hT08_CD4-IL23R	hT11_CD4-CTLA4	-0.499420938634459	tumor
hT08_CD4-IL23R	hT18_CD8-LAYN	-0.651299837356053	tumor
hT09_CD4-CXCL13	hM01_Mast-TPSAB1	-0.674080504236562	tumor
hT09_CD4-CXCL13	hM02_pDC-LILRA4	0.344278360600421	tumor
hT09_CD4-CXCL13	hM03_cDC2-CD1C	1.42036637503809	tumor
hT09_CD4-CXCL13	hM04_cDC1-BATF3	2.45072091017954	tumor
hT09_CD4-CXCL13	hM08_Macro-NLRP3	0.893378501735226	tumor
hT09_CD4-CXCL13	hM12_TAM-C1QC	1.76364795524834	tumor
hT09_CD4-CXCL13	hT04_CD4-TCF7	-0.793027116322783	tumor
hT09_CD4-CXCL13	hT05_CD4-CXCR6	-0.804811290349224	tumor
hT09_CD4-CXCL13	hT06_CD4-CXCR5	-0.886181750842045	tumor
hT09_CD4-CXCL13	hT15_CD8-GZMK	0.820404120663547	tumor
hT09_CD4-CXCL13	hT16_CD8-CD6	0.605230699646416	tumor
hT09_CD4-CXCL13	hT17_CD8-CD160	0.676229682165501	tumor
hT09_CD4-CXCL13	hI02_NK-GZMK	-0.180325770087222	tumor
hT09_CD4-CXCL13	hI04_ILC3-SLC4A10	-0.612120207732857	tumor
hT09_CD4-CXCL13	hB02_GALTB-IgA	-0.625522494746886	tumor
hT09_CD4-CXCL13	hB03_FollicularB-IgD	0.24130860593764	tumor
hT09_CD4-CXCL13	hB05_GCBCell-LRMP	-0.29940492968117	tumor
hT09_CD4-CXCL13	hB01_PlasmaB-IgG	-0.629674003140516	tumor
hT09_CD4-CXCL13	hF01_Myofib-ACTA2	-1.45711599898481	tumor
hT09_CD4-CXCL13	hF02_CAF-FAP	-1.38266890115063	tumor
hT09_CD4-CXCL13	hM13_TAM-SPP1	1.01784083600195	tumor
hT09_CD4-CXCL13	hT07_CD4-GZMK	-0.309435380259647	tumor
hT09_CD4-CXCL13	hT08_CD4-IL23R	-0.813040031390343	tumor
hT09_CD4-CXCL13	hT09_CD4-CXCL13	-0.695866940138114	tumor
hT09_CD4-CXCL13	hT11_CD4-CTLA4	-0.834804684680491	tumor
hT09_CD4-CXCL13	hT18_CD8-LAYN	0.764673956526638	tumor
hT11_CD4-CTLA4	hM01_Mast-TPSAB1	-0.261420148849551	tumor
hT11_CD4-CTLA4	hM02_pDC-LILRA4	0.545917762922615	tumor
hT11_CD4-CTLA4	hM03_cDC2-CD1C	1.39455646874512	tumor
hT11_CD4-CTLA4	hM04_cDC1-BATF3	1.18965932615182	tumor
hT11_CD4-CTLA4	hM08_Macro-NLRP3	2.11908379245573	tumor
hT11_CD4-CTLA4	hM12_TAM-C1QC	2.25010232510418	tumor
hT11_CD4-CTLA4	hT04_CD4-TCF7	-0.602063083612241	tumor
hT11_CD4-CTLA4	hT05_CD4-CXCR6	-0.399750063362642	tumor
hT11_CD4-CTLA4	hT06_CD4-CXCR5	-0.627070397845155	tumor
hT11_CD4-CTLA4	hT15_CD8-GZMK	-0.491238272742769	tumor
hT11_CD4-CTLA4	hT16_CD8-CD6	-0.523506900958366	tumor
hT11_CD4-CTLA4	hT17_CD8-CD160	-0.558726502342182	tumor
hT11_CD4-CTLA4	hI02_NK-GZMK	-0.0775453059984133	tumor
hT11_CD4-CTLA4	hI04_ILC3-SLC4A10	0.255029223088249	tumor
hT11_CD4-CTLA4	hB02_GALTB-IgA	-0.421079118843839	tumor
hT11_CD4-CTLA4	hB03_FollicularB-IgD	-0.477215765392253	tumor
hT11_CD4-CTLA4	hB05_GCBCell-LRMP	-0.40543467200873	tumor
hT11_CD4-CTLA4	hB01_PlasmaB-IgG	-0.438987196518568	tumor
hT11_CD4-CTLA4	hF01_Myofib-ACTA2	-0.957641041034126	tumor
hT11_CD4-CTLA4	hF02_CAF-FAP	-0.882572572131928	tumor
hT11_CD4-CTLA4	hM13_TAM-SPP1	2.37061764437798	tumor
hT11_CD4-CTLA4	hT07_CD4-GZMK	-0.581176871652264	tumor
hT11_CD4-CTLA4	hT08_CD4-IL23R	-0.469507096021391	tumor
hT11_CD4-CTLA4	hT09_CD4-CXCL13	-0.612597967738562	tumor
hT11_CD4-CTLA4	hT11_CD4-CTLA4	-0.677855183369918	tumor
hT11_CD4-CTLA4	hT18_CD8-LAYN	-0.65957838242281	tumor
hT15_CD8-GZMK	hM01_Mast-TPSAB1	0.265799081721757	tumor
hT15_CD8-GZMK	hM02_pDC-LILRA4	1.20593494859897	tumor
hT15_CD8-GZMK	hM03_cDC2-CD1C	1.81153280840093	tumor
hT15_CD8-GZMK	hM04_cDC1-BATF3	1.65773877052313	tumor
hT15_CD8-GZMK	hM08_Macro-NLRP3	0.978778582071618	tumor
hT15_CD8-GZMK	hM12_TAM-C1QC	2.75223645989111	tumor
hT15_CD8-GZMK	hT04_CD4-TCF7	-0.252816365550847	tumor
hT15_CD8-GZMK	hT05_CD4-CXCR6	-0.0924867714411151	tumor
hT15_CD8-GZMK	hT06_CD4-CXCR5	-0.162404004674571	tumor
hT15_CD8-GZMK	hT15_CD8-GZMK	-0.867290762678677	tumor
hT15_CD8-GZMK	hT16_CD8-CD6	-0.741732863285489	tumor
hT15_CD8-GZMK	hT17_CD8-CD160	-0.89490304551944	tumor
hT15_CD8-GZMK	hI02_NK-GZMK	-0.675096511347068	tumor
hT15_CD8-GZMK	hI04_ILC3-SLC4A10	-0.355394696438798	tumor
hT15_CD8-GZMK	hB02_GALTB-IgA	-0.641733175581653	tumor
hT15_CD8-GZMK	hB03_FollicularB-IgD	-0.00480162529685247	tumor
hT15_CD8-GZMK	hB05_GCBCell-LRMP	-0.25991318938131	tumor
hT15_CD8-GZMK	hB01_PlasmaB-IgG	-0.585282564082577	tumor
hT15_CD8-GZMK	hF01_Myofib-ACTA2	-1.17569655005535	tumor
hT15_CD8-GZMK	hF02_CAF-FAP	-1.33612038387073	tumor
hT15_CD8-GZMK	hM13_TAM-SPP1	1.06334577230642	tumor
hT15_CD8-GZMK	hT07_CD4-GZMK	-0.31624585348897	tumor
hT15_CD8-GZMK	hT08_CD4-IL23R	-0.10790470168039	tumor
hT15_CD8-GZMK	hT09_CD4-CXCL13	-0.165281078500052	tumor
hT15_CD8-GZMK	hT11_CD4-CTLA4	-0.186819209498845	tumor
hT15_CD8-GZMK	hT18_CD8-LAYN	-0.913443071141199	tumor
hT16_CD8-CD6	hM01_Mast-TPSAB1	0.247784154714648	tumor
hT16_CD8-CD6	hM02_pDC-LILRA4	1.72642651548654	tumor
hT16_CD8-CD6	hM03_cDC2-CD1C	1.96633406634812	tumor
hT16_CD8-CD6	hM04_cDC1-BATF3	1.81643207425296	tumor
hT16_CD8-CD6	hM08_Macro-NLRP3	1.34614586607759	tumor
hT16_CD8-CD6	hM12_TAM-C1QC	2.17864383010349	tumor
hT16_CD8-CD6	hT04_CD4-TCF7	-0.390279196945552	tumor
hT16_CD8-CD6	hT05_CD4-CXCR6	-0.413455433396618	tumor
hT16_CD8-CD6	hT06_CD4-CXCR5	-0.386972206780105	tumor
hT16_CD8-CD6	hT15_CD8-GZMK	-0.830147822998859	tumor
hT16_CD8-CD6	hT16_CD8-CD6	-0.87324606937618	tumor
hT16_CD8-CD6	hT17_CD8-CD160	-0.939178008332766	tumor
hT16_CD8-CD6	hI02_NK-GZMK	-0.620954814824464	tumor
hT16_CD8-CD6	hI04_ILC3-SLC4A10	-0.732364338802848	tumor
hT16_CD8-CD6	hB02_GALTB-IgA	-0.115265120155055	tumor
hT16_CD8-CD6	hB03_FollicularB-IgD	-0.163792481955858	tumor
hT16_CD8-CD6	hB05_GCBCell-LRMP	-0.0680388915736166	tumor
hT16_CD8-CD6	hB01_PlasmaB-IgG	-0.314995970178144	tumor
hT16_CD8-CD6	hF01_Myofib-ACTA2	-0.972824415007629	tumor
hT16_CD8-CD6	hF02_CAF-FAP	-1.20358733716328	tumor
hT16_CD8-CD6	hM13_TAM-SPP1	0.922527944290641	tumor
hT16_CD8-CD6	hT07_CD4-GZMK	-0.401136085786589	tumor
hT16_CD8-CD6	hT08_CD4-IL23R	-0.412150186083265	tumor
hT16_CD8-CD6	hT09_CD4-CXCL13	-0.338013922583777	tumor
hT16_CD8-CD6	hT11_CD4-CTLA4	-0.247954289529264	tumor
hT16_CD8-CD6	hT18_CD8-LAYN	-0.779937859800123	tumor
hT18_CD8-LAYN	hM01_Mast-TPSAB1	-0.36620913871333	tumor
hT18_CD8-LAYN	hM02_pDC-LILRA4	0.998809203299224	tumor
hT18_CD8-LAYN	hM03_cDC2-CD1C	1.75927717204182	tumor
hT18_CD8-LAYN	hM04_cDC1-BATF3	1.84968785138967	tumor
hT18_CD8-LAYN	hM08_Macro-NLRP3	0.984242668486573	tumor
hT18_CD8-LAYN	hM12_TAM-C1QC	3.01302390305202	tumor
hT18_CD8-LAYN	hT04_CD4-TCF7	-0.576676014344946	tumor
hT18_CD8-LAYN	hT05_CD4-CXCR6	-0.497286422773988	tumor
hT18_CD8-LAYN	hT06_CD4-CXCR5	-0.684951402101301	tumor
hT18_CD8-LAYN	hT15_CD8-GZMK	-0.609189647754138	tumor
hT18_CD8-LAYN	hT16_CD8-CD6	-0.629504023504358	tumor
hT18_CD8-LAYN	hT17_CD8-CD160	-0.685600738323181	tumor
hT18_CD8-LAYN	hI02_NK-GZMK	-0.45076548125923	tumor
hT18_CD8-LAYN	hI04_ILC3-SLC4A10	-0.276214470180107	tumor
hT18_CD8-LAYN	hB02_GALTB-IgA	-0.252496037158034	tumor
hT18_CD8-LAYN	hB03_FollicularB-IgD	0.280139317027636	tumor
hT18_CD8-LAYN	hB05_GCBCell-LRMP	-0.0196889333805861	tumor
hT18_CD8-LAYN	hB01_PlasmaB-IgG	-0.235136872489871	tumor
hT18_CD8-LAYN	hF01_Myofib-ACTA2	-0.871620423673554	tumor
hT18_CD8-LAYN	hF02_CAF-FAP	-0.827680875398937	tumor
hT18_CD8-LAYN	hM13_TAM-SPP1	1.12191518942222	tumor
hT18_CD8-LAYN	hT07_CD4-GZMK	-0.589125706954265	tumor
hT18_CD8-LAYN	hT08_CD4-IL23R	-0.572293652811785	tumor
hT18_CD8-LAYN	hT09_CD4-CXCL13	-0.558652406702504	tumor
hT18_CD8-LAYN	hT11_CD4-CTLA4	-0.634372632453953	tumor
hT18_CD8-LAYN	hT18_CD8-LAYN	-0.669630424741094	tumor
