GeneSymbol	VM	HN	P1	P2	YFB-S	YFB-C	YFB-G	FB-S	FB-C
jgi|Copci_AmutBmut1|126826|	8.49141693939353	7.97177388371483	8.30095402868339	8.74675980782549	7.00811879681989	3.88300949445159	8.2043851942642	2.65255650414491	4.36339362900202
jgi|Copci_AmutBmut1|127373|	3.51453031631908	3.52598704255843	3.25205042736114	3.10027558202525	1.02633892472286	1.39191456493812	3.55503612445361	2.50545629730663	4.85586101607551
jgi|Copci_AmutBmut1|12737|	3.85966187543195	3.19914362184967	3.8063740630446	3.73865120808591	3.78484406736572	3.19187075972994	4.18405338638825	5.41357491571342	2.08006859498702
jgi|Copci_AmutBmut1|127786|	5.2210601356646	8.45697079983981	4.01542296844307	4.28210569738532	6.20140804860717	7.41471794711942	5.43067907618944	7.4924806097868	7.28898503718677
jgi|Copci_AmutBmut1|128107|	3.53233643979013	2.40218605233498	2.58483634011254	3.07395367364529	0.459138095078675	1.50610310972288	2.13962533279698	2.76676624099514	1.69025215464522
jgi|Copci_AmutBmut1|128242|	2.77300163950155	2.59179970363796	1.91939991428838	2.28328924306082	3.13833080017367	1.87797430564044	1.52000137993676	3.31543877117348	2.52689265803043
jgi|Copci_AmutBmut1|128649|	2.49595796772852	3.17112144245989	4.50925299491643	4.82805939567737	5.54933268648635	6.14851557453015	5.08573172274747	4.59220979082118	5.80806945485203
jgi|Copci_AmutBmut1|128900|	4.67451593162378	5.14957573682032	4.43014165421293	3.98580308524519	4.37271024956244	3.52690589633622	1.61482554666612	8.74369027869361	3.6407349074
jgi|Copci_AmutBmut1|129710|	4.30065915641169	4.0250437583036	4.20957011271859	3.84895431946681	3.68921826184273	1.43055530414799	4.64216833495048	3.43280996924158	2.80556119697367
jgi|Copci_AmutBmut1|129845|	3.86280333559055	3.61934445659072	3.72847707340295	4.23489204470021	4.63856807795805	4.54896778926409	3.37176359869851	6.50684832289923	5.98747475319735
jgi|Copci_AmutBmut1|130009|	4.22463808350934	4.8317549300239	5.70991274475653	5.29422118326928	6.11345381342097	6.93098815681919	6.02263407822636	2.46455051635588	3.70267587009331
jgi|Copci_AmutBmut1|130704|	9.79321483902666	7.06606350054115	6.24732326946701	7.14308670824673	7.12159105162246	6.43716262845259	4.67146190390333	6.32405594859818	5.51059226133134
jgi|Copci_AmutBmut1|130867|	3.46846537522387	4.48700732386274	4.40386855482177	3.64266367943758	6.06480216390846	2.44024598737419	2.86589935907935	3.00115739063565	3.41141258752589
jgi|Copci_AmutBmut1|130970|	3.65972973312624	2.20723305352034	2.86567312483237	2.73722549664981	1.41462695942224	1.80315812424603	3.01941588129894	2.80206073806473	3.36959827241605
jgi|Copci_AmutBmut1|131148|	9.91919432124244	9.17568144996586	8.94520972556008	9.7554924221899	6.98934147018769	5.16329262434803	9.44398351562992	3.18135835262895	7.39262018808326
jgi|Copci_AmutBmut1|133336|	4.06859540936003	4.65133481130597	4.21016842901421	3.66079052665133	7.10796173603868	5.2379352996568	5.42641376425554	5.55009146576975	6.70977771643244
jgi|Copci_AmutBmut1|13357|	7.31197454101101	7.70682191147708	7.64587131345533	7.82980748962256	6.2028709998352	8.66733477296904	7.97443234098263	3.86463270076962	3.83651174513244
jgi|Copci_AmutBmut1|134989|	5.3058123953799	5.26424683650488	3.7245079973295	4.76680130511197	2.51806513937429	3.64434999419284	4.43814019000165	3.69237395274662	4.78216646375399
jgi|Copci_AmutBmut1|137121|	2.75388154907339	5.12156216472298	6.45579385900887	5.89087037767963	5.34607148263315	5.85774153775316	6.16137257555362	3.94013309424149	4.19282124616608
jgi|Copci_AmutBmut1|137157|	4.11848422873297	4.21788966915885	6.4219044210701	7.19228884839517	4.82220946488249	6.65916753361141	5.46522413488469	3.36479929471811	4.33401013961336
jgi|Copci_AmutBmut1|137979|	3.7531074794409	4.22559605274302	4.67191774406103	4.5226003191823	3.03341623292562	5.03615268637046	5.45291314647457	3.4804881555994	2.34785867609106
jgi|Copci_AmutBmut1|138654|	4.40454542794784	4.50977208119168	4.38327959497747	4.10528283922072	5.96295189615222	4.6007666898443	4.01855783867564	7.7084458463035	8.18618747382895
jgi|Copci_AmutBmut1|139271|	1.03566573694227	3.07891915848334	2.96058484815041	3.19641059993001	3.29898797169508	2.04734164786273	3.6407195222046	4.39407593535814	2.81988129232795
jgi|Copci_AmutBmut1|139363|	5.59086277715899	4.59499368816973	5.34563553425679	4.76532082150309	5.44937705857541	5.20513337587473	6.38662076604544	3.48714918934659	4.04218827735232
jgi|Copci_AmutBmut1|139883|	1.93730216428367	1.7626039670505	1.95011649596685	2.41118354781803	1.41054544373328	3.6938822878011	5.70592733584596	4.54239949105024	5.06748067315817
jgi|Copci_AmutBmut1|141048|	5.30709813623013	4.34847277816114	3.49859697019192	5.05233475507961	0.928432407433115	3.32637666024611	4.86591784826425	1.32251165470638	7.44503317257082
jgi|Copci_AmutBmut1|141981|	6.09372280789878	7.67158581940812	7.52586535018593	6.57775059671201	6.16022202666954	6.67970712099373	6.35926799334039	4.54803147255521	8.67556059323142
jgi|Copci_AmutBmut1|142072|	6.06793409297601	4.49399902743138	2.9154034706665	4.1361585168714	3.63628320784395	2.89274905365823	6.07080293811994	5.31340806912907	3.96774162802499
jgi|Copci_AmutBmut1|14228|	5.16979917197049	4.66647793194073	3.99846632133473	4.20216627075653	4.34378385235844	2.76253410614183	4.73732968332635	6.11776093760451	4.78123865202041
jgi|Copci_AmutBmut1|142517|	2.72385717146333	3.32896678977112	2.79484619753441	2.88363510192135	3.85648616419863	4.35324589595985	3.63723391903885	9.1370934061338	5.90878447927584
jgi|Copci_AmutBmut1|143616|	4.30426947278366	2.05733345458887	1.99639885969231	2.50272207777163	0.660966416192951	0.2804772245565	0.341346981203093	2.64399233292373	2.02736093899312
jgi|Copci_AmutBmut1|144455|	4.31999627776662	4.50651011764172	3.14593188642508	3.02255184250043	2.99605963449826	2.71749553261873	0.304252848521919	7.22353246912414	7.21487707535344
jgi|Copci_AmutBmut1|144518|	5.56012041407158	6.391958503035	4.66559084897308	4.47974413459254	4.39552803861305	3.11445271757747	1.92360245481711	9.21506399588342	9.07594290937188
jgi|Copci_AmutBmut1|145047|	3.11673028906965	6.4494378540765	2.65770798122476	2.73481694468202	2.80554467772683	1.7468732874078	2.31334305909196	1.82302957178981	2.2911737708985
jgi|Copci_AmutBmut1|14533|	3.70165778184281	5.45859945981331	3.61449214951288	3.68626669466037	0.181936035820588	1.44022784699809	3.826765674809	1.10558520929332	2.53797938345281
jgi|Copci_AmutBmut1|145627|	6.07890806805881	5.90173245253508	6.45827041771165	6.49650726828434	6.7051810804443	4.66850385590161	6.44039555875657	1.21524033237586	4.10609428610532
jgi|Copci_AmutBmut1|145914|	2.09744081767107	2.67985352730099	3.93548700527421	2.92110200634346	4.19835381910991	3.57624633040773	2.92340556423117	2.02301460595835	1.76642321485345
jgi|Copci_AmutBmut1|145939|	0.477666888236912	6.80444394377095	7.95954261620774	7.03054680398228	8.92180080638457	7.99147585038573	6.29914595146297	7.01880544791786	8.97128296848783
jgi|Copci_AmutBmut1|146434|	5.69975537056579	5.13442950057742	5.17391815046634	5.14558183169912	9.66909323492921	5.57198011490131	4.83595906428391	7.418247893446	6.62585513112866
jgi|Copci_AmutBmut1|146653|	1.99605901443864	1.52294248176767	2.28352900506555	2.47109087254823	3.7344090680619	2.83064969811054	2.48063608276738	2.91902010708829	1.9027732517394
jgi|Copci_AmutBmut1|14676|	2.97272842793787	2.37923042639129	2.38393824512265	2.31121108351036	1.07511378965776	2.28323641360791	2.784072419294	2.08465179378564	1.88836208979465
jgi|Copci_AmutBmut1|147525|	4.20984679838689	4.93951172747197	4.80652813027736	4.5291169112314	8.127287414722	4.67474973876413	3.64984565700386	5.83909486940098	5.50921345460343
jgi|Copci_AmutBmut1|147911|	3.25505791787042	3.05965020689005	3.10147119863851	3.22536065444438	5.46777537278553	3.4331662105242	2.97825228604948	4.89293708143213	4.72205503170433
jgi|Copci_AmutBmut1|148189|	0.522505777237507	1.09355116575366	1.57538250792405	1.45808979387831	3.30345300673084	3.87079670356739	1.61701262813569	3.78306381323759	1.30856739178856
jgi|Copci_AmutBmut1|148645|	2.03521159050246	3.74707077763091	2.3442554627709	2.01077137364637	4.22413279771153	4.77711619731038	2.99781861421536	3.93250932298168	3.75614342523782
jgi|Copci_AmutBmut1|14892|	2.42807842832398	3.0927199916004	4.2447304644945	3.62486019231896	3.29666654385808	2.14388232244357	4.15612835893134	2.67003446676172	1.38337324461277
jgi|Copci_AmutBmut1|14894|	2.23708434622176	2.75986899932926	4.22375954598033	3.65672510916926	2.85251444522656	2.56996195604178	3.16873034371809	1.07763661799143	1.48694717903787
jgi|Copci_AmutBmut1|149173|	5.08618363866029	1.93338385713093	0.723572098297128	2.76424701056104	3.22223057119319	1.58484167025013	3.73882854852536	2.3359670091656	0.581660469131941
jgi|Copci_AmutBmut1|149335|	7.95472703352402	5.56056019110585	5.71187761051626	6.60475515945629	3.11632086974762	4.7097893080398	4.82981109804109	6.23641997275592	8.18069479838243
jgi|Copci_AmutBmut1|149780|	5.32172095823608	6.80286567832378	6.46105518990487	5.75971626290514	2.97242874069082	1.70895187763436	2.57606669235912	2.90721847176876	0.81974517342897
jgi|Copci_AmutBmut1|150694|	4.28112624921151	3.33299176529685	3.83303817774597	3.80201413859247	2.63091584296332	3.81005241773465	5.61033275256913	3.79760077228828	3.87135770468499
jgi|Copci_AmutBmut1|151105|	2.07552281771407	2.14354232769877	2.87368041077882	1.83251876594906	4.27640039457356	3.22980312407733	2.62384528237227	2.47539612583843	2.77645379623286
jgi|Copci_AmutBmut1|151330|	3.99475145095585	3.65952232174277	3.03462633590851	3.32330070679433	4.96141875987267	3.34901487966598	4.79225915374045	4.89800240556919	6.38988225577133
jgi|Copci_AmutBmut1|151523|	6.02511354340109	6.26883702645601	6.28291581478475	6.59091831594146	4.10933130352214	2.81696758686193	7.96691661261701	0.27277124795952	6.47957383154061
jgi|Copci_AmutBmut1|151777|	2.41648108490865	4.01616245728142	4.94540129572645	3.91950198463181	6.97250082041279	5.83738778376873	3.66849900719182	3.78839471548359	3.35727740988111
jgi|Copci_AmutBmut1|152042|	3.68023548170951	5.25978462957267	1.7199211103839	2.44446651001434	2.99842863414277	1.7871212620019	2.19272497668596	4.97127045127124	7.16477961998549
jgi|Copci_AmutBmut1|152514|	3.67604826972099	2.80885533978284	3.01620001169904	3.40720136058792	2.98616532745606	3.79760230319717	4.80281251367587	2.91651492879925	1.93643291349526
jgi|Copci_AmutBmut1|15263|	4.62964818215744	2.9680771084149	3.26146336117218	3.76560818805669	2.0224450402554	2.23872179595399	3.28612691184438	2.46963083162626	2.69766650727956
jgi|Copci_AmutBmut1|152702|	7.45027930986805	9.15371648380716	8.00582737782936	7.8296079769363	5.35368019958914	7.72669486890282	5.45437933882307	5.21001554822936	2.753956375037
jgi|Copci_AmutBmut1|153190|	2.49255027013991	2.31514956006035	3.36800313446859	4.24862046635478	5.06785588259577	5.88355634885365	4.36286221865294	3.26806812428224	4.12240596237287
jgi|Copci_AmutBmut1|153454|	5.10896051933098	2.28844167712218	2.09826370269994	3.12225739242375	1.89244293938117	0.352711653022376	0.552025418874427	3.33459852042201	2.73705541042739
jgi|Copci_AmutBmut1|153536|	3.96126721846267	3.20507953650746	5.08616950119281	4.15697220808369	8.3429807678028	5.79377858874957	3.52931025925549	6.24130262896206	10.6390676626574
jgi|Copci_AmutBmut1|15356|	1.12091784341877	5.16940259866887	2.97070988386981	1.56414731229826	2.06951488851639	2.75568000196226	2.01683954619509	2.33622700775768	0.974844666360097
jgi|Copci_AmutBmut1|154165|	5.62218659711975	4.96768164835185	5.10994605001385	4.93630154722812	4.2637188851755	4.09748094343658	5.60731334277364	3.331147627319	2.79010001296136
jgi|Copci_AmutBmut1|154673|	4.8798326003743	5.15843395610022	5.43597211898557	5.23558628255067	4.31930239799909	4.85555603540579	4.86020404131471	2.82457250091256	5.61267572345895
jgi|Copci_AmutBmut1|154974|	5.18406173030855	4.31842520382254	4.20478178301729	4.35498465526037	2.69903208617306	2.52360467948082	4.8777331063531	4.58396916026725	5.97322305915401
jgi|Copci_AmutBmut1|155423|	3.78652790658638	5.71921453409415	5.3853483883245	4.76974406962437	6.58497781697787	6.33088540109008	5.23082760337479	8.78709106990314	8.46449109284785
jgi|Copci_AmutBmut1|156301|	3.75518918148893	3.14565278406495	3.71765478699986	3.61927518335444	1.57836728571421	2.40870654935853	4.02211611369837	2.46480732383733	3.76567851935395
jgi|Copci_AmutBmut1|1569|	3.77167030766338	4.68867007823991	3.51291902173074	3.59677705045914	3.72326650943859	4.1959306077503	2.87303349562143	6.7572219448281	4.96370837116025
jgi|Copci_AmutBmut1|15706|	4.1909910001353	5.06648291962224	4.67550225312232	3.75310078052995	2.66288590990572	6.08067480261311	2.14303170392299	1.9722836178452	4.09079424467514
jgi|Copci_AmutBmut1|159481|	4.06197461199364	4.57975876459269	3.6971247558737	3.52337155256797	3.1622364004186	2.55686757650919	5.68215016779779	0.976220394479404	4.99705763809501
jgi|Copci_AmutBmut1|160418|	1.88283083643505	5.19571636020102	3.90646669908499	4.01813445677852	1.17213824405262	1.12616233061543	3.17240559474379	1.30396482219011	0.258311699544952
jgi|Copci_AmutBmut1|160790|	5.00817242139519	4.03600478424725	4.83060980527263	4.83061099823029	3.49103681431269	4.40605984194699	4.17032896354817	1.79950164472798	2.66862838926563
jgi|Copci_AmutBmut1|160990|	2.77168627751587	2.19322163652854	4.12745624731145	3.24092481813932	4.1570845625975	4.33105261666228	3.40684279620401	0.0840087004040266	1.76497922770361
jgi|Copci_AmutBmut1|161438|	5.55440071366013	1.96334277453594	1.83273439236398	2.36751837489794	3.66265102538444	1.77277498010181	2.0875569679221	3.18090307986629	2.69943469780954
jgi|Copci_AmutBmut1|161543|	6.22177544270492	3.92760565976289	3.16092564792359	3.97810936115827	2.06097188773746	2.57643781402837	5.74136858585476	4.61229894339805	7.02389397724937
jgi|Copci_AmutBmut1|162048|	6.11403724060796	6.77791378272874	4.49101783089733	4.52201185014152	3.82784660115584	3.65760622061258	4.32483850285149	5.83999099372858	4.53249024268319
jgi|Copci_AmutBmut1|162076|	11.2214034401575	8.92029999191578	9.10948668516959	9.38672602323898	5.75487944210443	5.50632560768386	9.54388401756111	8.759594482467	7.88567708171025
jgi|Copci_AmutBmut1|163053|	3.89471728670312	3.75824085894555	4.72668814439792	3.78673028393819	5.92629495267999	6.19459101674841	4.48710167175072	8.30077520990096	6.35792093521578
jgi|Copci_AmutBmut1|163064|	5.39101959544425	3.88418989771718	4.36968564881526	4.65538860777711	2.78962186469486	3.02887580831623	4.49242528047099	4.41370094315818	4.3949416567887
jgi|Copci_AmutBmut1|163947|	4.61315827542328	3.54448198309228	2.83198746247886	3.50871008361829	0.13866508869451	0.720397314821381	0.879633641298097	2.80136395592902	1.44332651106737
jgi|Copci_AmutBmut1|164224|	4.86949199135723	1.88111082352941	2.60602568760173	2.73800245964226	2.62196091780737	3.32631712388434	1.44339427670202	3.91236662085635	2.16772890707927
jgi|Copci_AmutBmut1|164466|	2.70909362732656	2.45174934325163	3.60930865006636	3.13508139130535	4.45044510437329	3.34814214635837	2.37543126267714	4.51878182103045	1.08352056286451
jgi|Copci_AmutBmut1|164761|	5.4209196780095	5.40370525810991	4.32837418322353	4.57391802345075	3.93740038088985	5.22871342797988	5.36009127509481	6.38581832141409	8.20785413080156
jgi|Copci_AmutBmut1|164922|	3.46640507387649	3.66872111127106	3.34287558850076	3.22934970437795	3.05824059860294	2.32576038725899	1.47215585237902	4.06142243025107	2.43964146425951
jgi|Copci_AmutBmut1|165685|	5.03147269899219	4.5973309341135	4.37987567655951	3.75887815351625	3.93259767244682	5.39663008549979	2.33446865111392	6.58530582945203	6.79766375591107
jgi|Copci_AmutBmut1|166359|	5.18832806601987	5.56987762094301	6.49616477574416	5.341511163409	8.44471481463396	8.15220747126294	7.02516226340175	10.4302502706546	9.17045817410717
jgi|Copci_AmutBmut1|166533|	5.20222818595292	5.3662135055342	6.05938813056851	6.48773930392107	6.52585554337962	6.01752145314158	5.81296269767545	3.31649810166578	3.74176784139188
jgi|Copci_AmutBmut1|16680|	2.66003191098633	1.94301039520568	5.54819449647827	3.44962657794977	4.19579098892412	5.1331998579169	3.18505264902002	3.38252842123429	1.69475062914856
jgi|Copci_AmutBmut1|167060|	7.21248508466396	7.04251773060496	4.68857134330682	5.13600664624219	2.14530659454264	4.88333546708545	3.71796198522622	2.84890266978115	4.14823531414905
