GeneSymbol	SPOT	Profile	VM	HN	P1	P2	YFB-S	YFB-C	YFB-G	FB-S	FB-C
JGI|COPCI_AMUTBMUT1|376858|	ID_1232	2	0.00	-0.59	-0.70	-0.63	-2.07	-1.24	-0.26	1.51	0.45
JGI|COPCI_AMUTBMUT1|376927|	ID_1233	11	0.00	0.02	-0.16	-0.39	-0.52	-0.76	0.33	1.30	2.19
JGI|COPCI_AMUTBMUT1|376969|	ID_1234	14	0.00	1.21	1.20	1.04	2.74	4.31	2.66	2.80	0.49
JGI|COPCI_AMUTBMUT1|377061|	ID_1235	32	0.00	-0.20	-0.75	-0.29	-0.23	-0.42	3.34	-0.16	-0.41
JGI|COPCI_AMUTBMUT1|377062|	ID_1236	27	0.00	-0.06	0.79	0.64	2.02	1.41	1.46	-2.32	0.24
JGI|COPCI_AMUTBMUT1|377070|	ID_1237	44	0.00	0.81	-0.21	0.05	1.88	-0.01	1.15	1.70	-0.24
JGI|COPCI_AMUTBMUT1|377071|	ID_1238	21	0.00	-0.13	-0.72	-0.31	-3.20	-4.24	-3.52	-2.29	-1.39
JGI|COPCI_AMUTBMUT1|37712|	ID_1239	33	0.00	0.37	-1.58	-0.49	2.93	1.56	0.46	1.61	2.12
JGI|COPCI_AMUTBMUT1|377151|	ID_1240	25	0.00	1.18	1.61	2.22	-0.51	0.08	0.48	0.01	1.03
JGI|COPCI_AMUTBMUT1|377174|	ID_1241	39	0.00	0.83	0.43	0.39	2.31	1.96	1.39	3.86	6.22
JGI|COPCI_AMUTBMUT1|377183|	ID_1242	31	0.00	-1.50	-2.09	-2.20	0.79	-1.88	-0.43	0.73	1.26
JGI|COPCI_AMUTBMUT1|377246|	ID_1243	6	0.00	-0.16	-1.00	-0.50	-2.01	1.04	-5.09	-0.02	-0.78
JGI|COPCI_AMUTBMUT1|377319|	ID_1244	24	0.00	0.11	0.46	-0.13	-1.66	-1.39	-2.96	0.22	3.09
JGI|COPCI_AMUTBMUT1|377363|	ID_1245	39	0.00	-0.23	-1.22	-0.95	1.69	0.43	0.47	1.48	1.14
JGI|COPCI_AMUTBMUT1|377401|	ID_1247	26	0.00	-0.41	-0.52	-0.20	1.59	-0.53	0.41	2.09	1.19
JGI|COPCI_AMUTBMUT1|377402|	ID_1248	39	0.00	1.44	1.80	0.89	1.24	2.01	1.45	2.22	2.84
JGI|COPCI_AMUTBMUT1|377419|	ID_1249	9	0.00	-2.15	-0.73	-0.06	-0.57	-1.37	0.71	-1.40	-1.71
JGI|COPCI_AMUTBMUT1|377444|	ID_1250	10	0.00	-0.48	-0.55	-0.69	-2.48	-2.49	-0.28	-1.87	-2.05
JGI|COPCI_AMUTBMUT1|377522|	ID_1252	24	0.00	-0.13	-0.63	-0.71	5.44	0.46	0.07	7.13	4.83
JGI|COPCI_AMUTBMUT1|377523|	ID_1253	14	0.00	0.85	0.63	0.58	2.43	2.27	0.46	2.46	1.64
JGI|COPCI_AMUTBMUT1|377556|	ID_1254	24	0.00	1.48	0.67	0.67	-0.18	2.96	-1.54	5.00	2.53
JGI|COPCI_AMUTBMUT1|377571|	ID_1255	41	0.00	0.30	-0.16	-0.27	0.11	0.29	-0.76	0.90	-2.14
JGI|COPCI_AMUTBMUT1|377595|	ID_1256	10	0.00	-0.81	-0.80	-0.45	-0.30	-1.23	-0.52	-2.39	-2.98
JGI|COPCI_AMUTBMUT1|377634|	ID_1257	35	0.00	1.67	0.96	1.18	0.97	2.91	0.64	0.80	3.18
JGI|COPCI_AMUTBMUT1|377668|	ID_1259	28	0.00	0.99	1.19	0.78	-0.07	1.93	-1.05	-0.12	0.92
JGI|COPCI_AMUTBMUT1|377690|	ID_1260	31	0.00	0.13	0.03	0.07	1.99	0.28	1.44	1.10	3.99
JGI|COPCI_AMUTBMUT1|377696|	ID_1261	31	0.00	0.23	0.56	0.86	3.99	0.94	1.82	1.13	4.40
JGI|COPCI_AMUTBMUT1|377718|	ID_1262	39	0.00	0.68	0.34	0.31	1.52	2.85	1.97	3.19	3.00
JGI|COPCI_AMUTBMUT1|377721|	ID_1263	23	0.00	-0.15	-0.17	-0.70	-0.71	0.22	-2.48	-0.27	-3.78
JGI|COPCI_AMUTBMUT1|377797|	ID_1264	18	0.00	-1.13	-0.34	0.02	0.59	-0.75	-0.19	2.60	0.92
JGI|COPCI_AMUTBMUT1|377820|	ID_1265	1	0.00	-1.89	-4.04	-3.48	-2.75	-5.88	-3.97	-5.97	-2.02
JGI|COPCI_AMUTBMUT1|378028|	ID_1266	12	0.00	-0.61	-0.42	-0.54	0.47	-0.12	0.72	-0.76	-2.08
JGI|COPCI_AMUTBMUT1|378043|	ID_1267	1	0.00	-2.82	-2.78	-2.60	-1.38	-2.71	-2.05	-3.04	-4.30
JGI|COPCI_AMUTBMUT1|378150|	ID_1268	24	0.00	-0.28	-0.08	-0.89	-0.71	-2.05	-1.57	1.72	2.14
JGI|COPCI_AMUTBMUT1|378161|	ID_1269	39	0.00	-0.02	0.15	0.02	-0.65	-0.25	0.64	1.97	3.44
JGI|COPCI_AMUTBMUT1|378169|	ID_1270	37	0.00	0.28	0.06	-0.29	-0.42	1.19	1.83	2.49	0.21
JGI|COPCI_AMUTBMUT1|378179|	ID_1271	24	0.00	-0.48	-0.34	-0.51	-1.63	-0.95	-1.71	0.46	0.02
JGI|COPCI_AMUTBMUT1|378181|	ID_1272	23	0.00	0.66	0.59	0.50	0.15	0.80	-1.13	0.12	-1.45
JGI|COPCI_AMUTBMUT1|378200|	ID_1273	36	0.00	0.09	0.84	0.43	0.31	-0.55	1.30	-1.68	-1.83
JGI|COPCI_AMUTBMUT1|378204|	ID_1274	2	0.00	-0.10	-0.55	-0.65	-1.31	-0.71	-0.40	2.26	1.18
JGI|COPCI_AMUTBMUT1|378244|	ID_1276	39	0.00	-0.13	-0.34	-0.23	0.52	1.00	1.37	2.91	1.45
JGI|COPCI_AMUTBMUT1|378335|	ID_1277	37	0.00	-0.21	0.45	0.44	-0.16	-0.14	1.25	-0.42	-1.07
JGI|COPCI_AMUTBMUT1|378360|	ID_1278	29	0.00	1.45	1.94	1.77	3.93	3.46	2.81	0.66	0.52
JGI|COPCI_AMUTBMUT1|378365|	ID_1279	38	0.00	8.51	10.32	10.24	10.03	11.76	4.47	8.22	10.30
JGI|COPCI_AMUTBMUT1|378377|	ID_1280	39	0.00	0.92	1.20	1.15	1.90	1.14	1.68	1.68	3.23
JGI|COPCI_AMUTBMUT1|378388|	ID_1281	24	0.00	0.51	-0.24	-0.28	0.60	0.17	0.12	3.94	2.35
JGI|COPCI_AMUTBMUT1|378427|	ID_1282	5	0.00	-1.71	-0.96	-1.04	0.27	1.52	-0.44	0.52	4.24
JGI|COPCI_AMUTBMUT1|378607|	ID_1284	9	0.00	-1.77	-1.87	-1.17	-2.05	-2.28	-1.17	-5.14	-2.92
JGI|COPCI_AMUTBMUT1|378627|	ID_1285	3	0.00	-1.95	-1.27	-0.90	-0.02	-2.33	-4.44	0.52	-4.16
JGI|COPCI_AMUTBMUT1|378634|	ID_1286	30	0.00	0.50	-0.38	-0.32	1.13	1.03	-3.30	-0.69	-0.23
JGI|COPCI_AMUTBMUT1|378669|	ID_1287	7	0.00	-0.68	0.45	-0.19	1.22	2.46	3.42	-0.63	2.27
JGI|COPCI_AMUTBMUT1|378690|	ID_1288	22	0.00	-0.85	-0.88	-0.59	-1.60	-4.24	-5.84	-0.40	-4.41
JGI|COPCI_AMUTBMUT1|378691|	ID_1289	33	0.00	2.35	3.38	3.44	9.42	8.76	9.60	5.08	5.97
JGI|COPCI_AMUTBMUT1|378699|	ID_1290	22	0.00	-0.04	-0.43	-0.46	-0.17	-1.35	-0.82	2.18	0.12
JGI|COPCI_AMUTBMUT1|378709|	ID_1291	8	0.00	-0.44	-0.81	-0.81	-0.12	-0.21	0.13	-1.08	-2.25
JGI|COPCI_AMUTBMUT1|378752|	ID_1293	29	0.00	0.84	0.86	0.69	2.08	1.39	0.56	-0.53	-1.90
JGI|COPCI_AMUTBMUT1|378815|	ID_1294	47	0.00	3.00	3.34	3.26	0.34	3.93	1.61	-0.40	0.02
JGI|COPCI_AMUTBMUT1|378834|	ID_1295	39	0.00	0.03	0.95	0.99	2.59	4.34	1.00	5.14	4.99
JGI|COPCI_AMUTBMUT1|378862|	ID_1297	20	0.00	-0.73	-1.10	-0.90	-1.52	-2.21	0.44	-1.70	-2.25
JGI|COPCI_AMUTBMUT1|378910|	ID_1299	46	0.00	1.24	2.18	1.90	1.94	1.89	-0.61	1.66	1.57
JGI|COPCI_AMUTBMUT1|378976|	ID_1300	34	0.00	0.68	0.31	0.03	-1.62	-0.57	-0.59	1.91	0.50
JGI|COPCI_AMUTBMUT1|378977|	ID_1301	39	0.00	1.29	0.77	1.00	-0.84	5.58	2.04	7.68	7.10
JGI|COPCI_AMUTBMUT1|379034|	ID_1302	14	0.00	-0.91	-0.77	-0.78	0.91	1.03	0.60	1.90	-0.75
JGI|COPCI_AMUTBMUT1|379039|	ID_1303	0	0.00	-0.65	-0.92	-1.02	0.63	0.34	0.45	1.31	-0.95
JGI|COPCI_AMUTBMUT1|37903|	ID_1304	24	0.00	0.39	-0.35	-0.45	-0.25	1.01	-1.76	0.38	1.12
JGI|COPCI_AMUTBMUT1|379133|	ID_1305	43	0.00	2.28	2.84	1.00	1.54	0.76	3.13	1.64	6.90
JGI|COPCI_AMUTBMUT1|379173|	ID_1306	14	0.00	-0.45	-0.48	-0.32	1.12	0.23	-0.12	1.80	0.81
JGI|COPCI_AMUTBMUT1|379246|	ID_1307	10	0.00	-0.42	-1.46	-0.85	-0.84	-1.25	-0.23	-2.61	-2.84
JGI|COPCI_AMUTBMUT1|379275|	ID_1308	10	0.00	-0.67	-1.75	-1.53	-3.33	-1.28	-2.95	-3.94	-4.42
JGI|COPCI_AMUTBMUT1|379286|	ID_1309	39	0.00	0.88	0.57	0.17	0.75	1.24	0.60	1.24	2.94
JGI|COPCI_AMUTBMUT1|379334|	ID_1310	43	0.00	0.65	1.25	0.98	-0.88	2.18	2.14	1.13	3.42
JGI|COPCI_AMUTBMUT1|379363|	ID_1311	29	0.00	0.47	2.09	2.63	0.29	4.39	0.92	-1.26	-0.44
JGI|COPCI_AMUTBMUT1|379369|	ID_1312	36	0.00	-0.19	0.41	0.09	0.31	-1.10	0.61	-1.59	-1.79
JGI|COPCI_AMUTBMUT1|379440|	ID_1313	10	0.00	0.63	0.11	0.29	-0.81	-0.61	-0.26	-0.65	-1.87
JGI|COPCI_AMUTBMUT1|379513|	ID_1315	8	0.00	-1.96	-1.95	-2.27	-2.32	-0.93	-3.07	-2.68	-4.30
JGI|COPCI_AMUTBMUT1|379543|	ID_1316	24	0.00	-0.61	-0.94	-0.94	-2.48	0.81	-2.00	2.36	3.09
JGI|COPCI_AMUTBMUT1|379551|	ID_1317	24	0.00	-0.26	-0.51	-0.43	-0.69	-0.50	-0.93	0.34	1.65
JGI|COPCI_AMUTBMUT1|379556|	ID_1318	24	0.00	1.31	-0.18	-0.45	-1.17	-1.70	-3.25	3.37	4.06
JGI|COPCI_AMUTBMUT1|379584|	ID_1319	37	0.00	-0.65	-1.10	-1.07	-0.01	1.08	3.99	-0.92	-0.16
JGI|COPCI_AMUTBMUT1|379586|	ID_1320	39	0.00	-0.35	0.08	0.22	1.06	1.39	2.18	1.03	2.61
JGI|COPCI_AMUTBMUT1|379588|	ID_1321	39	0.00	-0.09	0.47	0.32	1.27	1.66	2.28	1.17	2.66
JGI|COPCI_AMUTBMUT1|379667|	ID_1322	11	0.00	-0.55	-1.61	-1.31	-3.45	-1.43	-1.44	-1.01	-1.49
JGI|COPCI_AMUTBMUT1|379693|	ID_1323	8	0.00	0.15	0.55	-0.01	0.01	1.94	0.91	-0.89	-1.09
JGI|COPCI_AMUTBMUT1|379709|	ID_1324	12	0.00	-0.13	-0.12	0.01	1.25	-0.13	1.26	-0.74	-0.98
JGI|COPCI_AMUTBMUT1|379789|	ID_1325	10	0.00	-0.14	0.08	0.27	-0.68	-0.93	-0.27	-1.36	-1.77
JGI|COPCI_AMUTBMUT1|379822|	ID_1326	41	0.00	-0.01	0.16	-0.04	1.00	0.16	0.18	0.28	-1.05
JGI|COPCI_AMUTBMUT1|379831|	ID_1327	23	0.00	0.14	-0.55	-0.49	-2.56	-1.60	-3.38	0.88	-4.41
JGI|COPCI_AMUTBMUT1|379839|	ID_1328	11	0.00	0.95	-0.14	-0.72	-0.95	-0.56	-0.03	1.49	1.01
JGI|COPCI_AMUTBMUT1|379843|	ID_1329	48	0.00	2.35	3.05	2.06	3.45	3.28	1.28	3.68	3.46
JGI|COPCI_AMUTBMUT1|379914|	ID_1331	12	0.00	0.04	0.51	0.20	2.12	-0.15	0.62	1.13	-0.64
JGI|COPCI_AMUTBMUT1|379927|	ID_1332	39	0.00	0.42	0.93	1.31	1.77	3.97	4.16	2.66	7.17
JGI|COPCI_AMUTBMUT1|379930|	ID_1333	21	0.00	-1.35	-2.40	-2.06	-3.95	-2.91	-4.03	-3.57	-1.46
JGI|COPCI_AMUTBMUT1|379960|	ID_1334	21	0.00	-0.62	-2.41	-1.42	-5.01	-3.11	-5.52	-4.73	-2.98
JGI|COPCI_AMUTBMUT1|380120|	ID_1335	48	0.00	1.18	1.16	0.86	2.59	1.35	1.04	2.73	1.38
JGI|COPCI_AMUTBMUT1|380137|	ID_1336	41	0.00	-0.12	0.01	0.29	0.49	1.43	-0.54	0.04	-1.21
JGI|COPCI_AMUTBMUT1|380197|	ID_1337	36	0.00	-1.09	-0.89	-0.81	-1.77	-3.49	-0.61	-5.53	-2.21
JGI|COPCI_AMUTBMUT1|380226|	ID_1338	37	0.00	-0.17	-0.04	-0.01	-0.33	0.04	0.79	-0.62	-1.45
JGI|COPCI_AMUTBMUT1|380243|	ID_1339	10	0.00	-0.78	-1.75	-1.47	-3.64	-2.85	-3.11	-1.60	-4.02
JGI|COPCI_AMUTBMUT1|380247|	ID_1340	49	0.00	0.56	1.35	0.92	-0.81	-0.16	-0.34	0.67	1.66
JGI|COPCI_AMUTBMUT1|380252|	ID_1341	29	0.00	0.23	0.64	0.46	1.59	0.88	0.77	-2.41	-3.34
JGI|COPCI_AMUTBMUT1|380290|	ID_1342	39	0.00	0.71	1.02	0.84	2.59	1.72	1.25	3.65	3.95
JGI|COPCI_AMUTBMUT1|380328|	ID_1343	28	0.00	4.90	4.97	4.65	4.05	4.23	-0.11	-0.00	2.26
JGI|COPCI_AMUTBMUT1|380444|	ID_1344	49	0.00	1.34	1.63	1.17	-0.09	-0.60	0.45	0.93	2.47
JGI|COPCI_AMUTBMUT1|380458|	ID_1345	40	0.00	0.94	-1.00	-0.91	-1.82	-1.61	0.09	-2.75	-1.40
JGI|COPCI_AMUTBMUT1|380482|	ID_1346	10	0.00	-2.89	-5.31	-5.49	-7.69	-7.52	-8.24	-6.90	-6.35
JGI|COPCI_AMUTBMUT1|380705|	ID_1347	11	0.00	0.10	0.45	-1.94	-3.51	-1.88	-2.40	-2.24	1.00
JGI|COPCI_AMUTBMUT1|380784|	ID_1348	41	0.00	0.64	0.89	0.66	1.40	0.83	0.62	0.82	-1.50
JGI|COPCI_AMUTBMUT1|380940|	ID_1350	36	0.00	0.09	0.39	0.56	0.18	-1.45	1.22	-0.86	0.35
JGI|COPCI_AMUTBMUT1|380997|	ID_1351	28	0.00	0.32	1.69	1.10	0.89	2.81	-0.68	-0.08	1.40
JGI|COPCI_AMUTBMUT1|381040|	ID_1352	8	0.00	-0.98	-1.27	-1.22	-2.03	0.37	-1.05	-3.01	-2.15
JGI|COPCI_AMUTBMUT1|381056|	ID_1353	22	0.00	0.50	0.18	0.26	0.17	-1.75	-0.52	1.29	0.59
JGI|COPCI_AMUTBMUT1|381107|	ID_1354	11	0.00	-0.74	-3.20	-2.30	-3.64	-2.18	-0.01	-2.15	0.29
JGI|COPCI_AMUTBMUT1|381129|	ID_1355	32	0.00	-0.56	-1.07	-0.82	-0.92	-1.31	1.35	-2.52	-2.14
JGI|COPCI_AMUTBMUT1|381140|	ID_1356	34	0.00	1.94	2.31	1.84	1.32	1.37	1.82	4.95	1.35
JGI|COPCI_AMUTBMUT1|381144|	ID_1357	34	0.00	2.69	2.99	3.15	2.57	2.58	1.67	7.13	2.95
JGI|COPCI_AMUTBMUT1|381258|	ID_1358	27	0.00	0.93	1.77	1.76	1.30	0.45	2.23	-2.25	2.38
JGI|COPCI_AMUTBMUT1|381263|	ID_1359	21	0.00	-0.66	-1.43	-3.21	-8.03	-5.04	-9.74	-3.96	-5.66
JGI|COPCI_AMUTBMUT1|381329|	ID_1360	36	0.00	0.88	0.95	0.86	-0.86	-0.51	0.90	-1.73	-1.78
JGI|COPCI_AMUTBMUT1|381445|	ID_1361	28	0.00	0.46	0.59	0.23	0.59	1.01	-1.01	0.07	1.61
JGI|COPCI_AMUTBMUT1|381577|	ID_1363	40	0.00	0.18	0.41	0.01	-1.42	-1.94	-0.16	-0.95	0.18
JGI|COPCI_AMUTBMUT1|381587|	ID_1364	39	0.00	0.83	0.62	0.45	2.49	2.76	2.23	3.99	2.80
JGI|COPCI_AMUTBMUT1|381639|	ID_1365	10	0.00	-0.59	-1.17	-1.18	-1.24	-2.57	-1.90	-4.26	-1.77
JGI|COPCI_AMUTBMUT1|381821|	ID_1366	12	0.00	-2.35	-2.68	-2.57	0.38	-1.55	-0.15	-2.70	-5.17
JGI|COPCI_AMUTBMUT1|381860|	ID_1367	24	0.00	-1.89	-4.78	-1.08	-5.10	-2.16	-5.51	-1.62	5.64
JGI|COPCI_AMUTBMUT1|381900|	ID_1368	24	0.00	-0.52	-1.23	1.69	-0.94	-1.38	-3.21	5.72	7.57
JGI|COPCI_AMUTBMUT1|382056|	ID_1369	40	0.00	-1.40	-1.34	-1.06	-3.20	-5.53	-1.10	-6.59	-1.46
JGI|COPCI_AMUTBMUT1|382067|	ID_1370	36	0.00	-0.76	-0.74	-0.42	-2.60	-5.05	-0.76	-3.61	-1.65
JGI|COPCI_AMUTBMUT1|382114|	ID_1371	40	0.00	-1.15	-4.07	-3.33	-4.41	-3.71	-0.80	-5.21	-0.46
JGI|COPCI_AMUTBMUT1|382122|	ID_1372	11	0.00	-1.38	-4.87	-3.55	-6.54	-7.46	-3.52	-3.99	-0.67
JGI|COPCI_AMUTBMUT1|382133|	ID_1373	24	0.00	-5.18	-7.23	-0.94	-4.75	-3.45	-4.80	-0.27	3.59
JGI|COPCI_AMUTBMUT1|382170|	ID_1374	24	0.00	0.00	0.09	0.15	0.72	1.75	-1.77	4.27	2.87
JGI|COPCI_AMUTBMUT1|382205|	ID_1375	21	0.00	-0.83	-1.71	-1.37	-3.56	-4.29	-3.81	-2.26	-2.92
JGI|COPCI_AMUTBMUT1|382370|	ID_1376	3	0.00	-0.38	-1.08	-0.95	0.59	-0.92	-2.04	-0.26	-3.36
JGI|COPCI_AMUTBMUT1|382397|	ID_1377	25	0.00	0.17	-1.86	-1.41	-3.64	-1.02	-2.53	-2.87	0.62
JGI|COPCI_AMUTBMUT1|382455|	ID_1378	25	0.00	-0.70	-0.25	-0.34	-0.97	-0.83	0.17	-0.57	1.40
JGI|COPCI_AMUTBMUT1|382460|	ID_1379	5	0.00	0.17	0.86	0.73	1.23	2.05	0.37	0.60	2.94
JGI|COPCI_AMUTBMUT1|382605|	ID_1380	39	0.00	1.30	1.95	1.81	3.16	3.56	2.61	2.81	3.61
JGI|COPCI_AMUTBMUT1|382705|	ID_1381	36	0.00	-0.28	-0.33	-0.18	-0.42	-1.12	1.05	-2.17	-2.83
JGI|COPCI_AMUTBMUT1|382766|	ID_1382	5	0.00	-1.57	-0.90	-0.13	-0.84	0.89	-1.12	0.42	7.53
JGI|COPCI_AMUTBMUT1|382773|	ID_1383	48	0.00	5.17	5.99	5.91	6.61	7.52	4.68	3.54	6.98
JGI|COPCI_AMUTBMUT1|382813|	ID_1384	39	0.00	0.40	0.18	-0.10	0.79	1.23	2.53	1.97	1.30
JGI|COPCI_AMUTBMUT1|382845|	ID_1385	24	0.00	-0.13	-0.50	-0.48	-1.30	0.01	-0.54	0.86	3.96
JGI|COPCI_AMUTBMUT1|382856|	ID_1386	29	0.00	1.97	2.73	2.66	2.64	3.63	1.09	0.97	-0.05
JGI|COPCI_AMUTBMUT1|382857|	ID_1387	39	0.00	0.28	1.16	1.08	1.85	1.89	0.48	3.53	2.54
JGI|COPCI_AMUTBMUT1|382980|	ID_1388	18	0.00	0.41	1.29	0.96	1.55	0.81	0.16	2.98	0.85
JGI|COPCI_AMUTBMUT1|383066|	ID_1389	9	0.00	-0.64	0.21	0.33	-0.59	-0.90	1.85	-0.97	-0.72
JGI|COPCI_AMUTBMUT1|383174|	ID_1390	25	0.00	0.10	-0.46	0.00	-1.39	-0.72	0.77	-1.40	1.98
JGI|COPCI_AMUTBMUT1|383298|	ID_1391	38	0.00	1.51	2.67	2.58	2.69	2.69	2.13	3.59	1.87
JGI|COPCI_AMUTBMUT1|383723|	ID_1392	35	0.00	3.93	5.46	4.89	3.36	6.69	4.50	0.24	3.58
JGI|COPCI_AMUTBMUT1|383783|	ID_1394	46	0.00	0.39	0.47	0.75	2.16	-2.42	-1.99	0.74	1.09
JGI|COPCI_AMUTBMUT1|383940|	ID_1395	26	0.00	0.04	-0.51	-0.40	2.46	-0.22	0.69	1.99	1.71
JGI|COPCI_AMUTBMUT1|383969|	ID_1396	12	0.00	-0.60	-0.40	-0.29	0.52	-0.07	2.34	0.30	-0.85
JGI|COPCI_AMUTBMUT1|383990|	ID_1397	3	0.00	-1.54	-2.24	-1.10	-0.28	-1.59	-2.89	-1.92	-1.54
JGI|COPCI_AMUTBMUT1|384318|	ID_1398	21	0.00	1.23	-0.06	-0.48	-1.45	-1.15	-1.37	-0.76	0.20
JGI|COPCI_AMUTBMUT1|384371|	ID_1399	24	0.00	0.16	0.15	-0.39	0.61	0.45	-1.08	0.92	0.44
JGI|COPCI_AMUTBMUT1|384373|	ID_1400	24	0.00	-0.13	-0.41	-0.55	0.08	0.48	-1.34	0.80	1.22
JGI|COPCI_AMUTBMUT1|384401|	ID_1401	24	0.00	0.07	0.29	0.30	-1.51	0.59	-1.65	0.81	2.33
JGI|COPCI_AMUTBMUT1|384744|	ID_1402	46	0.00	1.02	1.25	0.82	1.48	1.24	-0.42	0.15	-0.59
JGI|COPCI_AMUTBMUT1|385098|	ID_1403	26	0.00	-0.57	-0.53	-0.23	0.59	-2.36	0.16	1.60	0.65
JGI|COPCI_AMUTBMUT1|385380|	ID_1404	9	0.00	-0.59	-0.06	-0.10	-0.06	-0.15	0.74	-1.85	-1.69
JGI|COPCI_AMUTBMUT1|385707|	ID_1405	24	0.00	2.34	1.71	1.45	2.93	5.05	-0.15	6.91	5.17
JGI|COPCI_AMUTBMUT1|385760|	ID_1406	35	0.00	0.39	3.18	2.65	2.62	7.89	3.50	0.56	4.01
JGI|COPCI_AMUTBMUT1|385780|	ID_1407	36	0.00	-1.09	-1.37	-0.97	-2.91	-4.82	-0.35	-6.55	-2.32
JGI|COPCI_AMUTBMUT1|385824|	ID_1408	24	0.00	-0.51	-0.62	-0.72	-0.42	-2.03	-3.10	1.96	-0.24
JGI|COPCI_AMUTBMUT1|385894|	ID_1409	27	0.00	0.73	0.79	0.21	0.43	-0.04	1.30	-0.62	1.47
JGI|COPCI_AMUTBMUT1|385912|	ID_1410	40	0.00	0.67	-0.30	-0.40	-1.15	-1.27	-0.06	-2.26	0.23
JGI|COPCI_AMUTBMUT1|386127|	ID_1411	27	0.00	-0.08	-0.12	-0.27	0.37	0.10	0.15	-2.45	0.12
JGI|COPCI_AMUTBMUT1|386131|	ID_1412	40	0.00	-0.96	-1.07	-0.95	-2.36	-4.29	-0.45	-6.27	-1.71
JGI|COPCI_AMUTBMUT1|38629|	ID_1413	40	0.00	-0.37	-0.89	-0.53	-1.98	-2.99	-0.09	-2.25	1.31
JGI|COPCI_AMUTBMUT1|386592|	ID_1414	36	0.00	0.44	0.86	0.52	0.56	-0.53	1.47	-5.24	-2.91
JGI|COPCI_AMUTBMUT1|386934|	ID_1415	41	0.00	3.01	2.15	2.06	2.79	3.44	1.51	0.03	0.45
JGI|COPCI_AMUTBMUT1|387097|	ID_1416	36	0.00	0.41	1.10	0.73	1.32	0.18	2.67	-1.55	-0.50
JGI|COPCI_AMUTBMUT1|387301|	ID_1419	11	0.00	-2.08	-5.37	-2.69	-4.70	-3.36	-0.50	-2.91	1.73
JGI|COPCI_AMUTBMUT1|387615|	ID_1420	10	0.00	0.47	0.60	0.66	0.18	-0.41	-0.07	-1.78	-2.57
JGI|COPCI_AMUTBMUT1|387659|	ID_1421	24	0.00	-0.88	-1.58	-1.08	-2.66	-2.92	-4.41	2.70	-1.00
JGI|COPCI_AMUTBMUT1|387673|	ID_1422	21	0.00	-1.38	-2.51	-2.29	-3.42	-3.15	-3.94	-3.06	-2.48
JGI|COPCI_AMUTBMUT1|387714|	ID_1423	34	0.00	1.91	1.61	1.11	0.23	3.39	-1.10	2.96	1.57
JGI|COPCI_AMUTBMUT1|387872|	ID_1424	48	0.00	0.38	1.99	1.67	4.63	3.82	3.69	2.03	1.68
JGI|COPCI_AMUTBMUT1|387883|	ID_1425	24	0.00	2.49	3.63	3.22	2.55	7.05	-0.76	6.06	10.81
JGI|COPCI_AMUTBMUT1|388092|	ID_1426	29	0.00	-0.00	0.82	1.05	2.39	1.11	1.19	-1.52	-1.80
JGI|COPCI_AMUTBMUT1|388130|	ID_1427	21	0.00	-2.54	-3.65	-2.33	-4.86	-5.04	-7.23	-2.75	-4.86
JGI|COPCI_AMUTBMUT1|388362|	ID_1429	20	0.00	-1.80	-2.21	-1.32	-2.94	-1.82	0.25	-2.90	-3.44
JGI|COPCI_AMUTBMUT1|388410|	ID_1430	11	0.00	-0.41	-0.69	-0.42	-1.92	-1.35	-0.24	-1.04	0.17
JGI|COPCI_AMUTBMUT1|388545|	ID_1431	39	0.00	0.19	-0.80	0.48	0.45	1.80	1.62	1.34	3.20
JGI|COPCI_AMUTBMUT1|388582|	ID_1432	32	0.00	-0.39	-0.40	-0.43	-1.19	-1.11	1.89	-1.54	-1.44
JGI|COPCI_AMUTBMUT1|388856|	ID_1433	40	0.00	-0.34	-0.30	-0.43	-1.49	-3.14	0.12	-2.04	-1.26
JGI|COPCI_AMUTBMUT1|389252|	ID_1434	27	0.00	-1.23	-1.51	-0.57	0.82	0.40	0.90	-3.26	-1.07
JGI|COPCI_AMUTBMUT1|389581|	ID_1435	14	0.00	-0.86	-0.39	-0.08	0.44	0.90	0.36	1.55	-0.65
JGI|COPCI_AMUTBMUT1|389656|	ID_1436	24	0.00	0.35	-0.50	-0.31	1.09	0.07	0.16	2.14	3.96
JGI|COPCI_AMUTBMUT1|389795|	ID_1438	47	0.00	2.03	2.03	1.19	-1.84	-0.58	-0.40	-2.41	-1.70
JGI|COPCI_AMUTBMUT1|389825|	ID_1439	39	0.00	0.26	0.29	0.32	1.32	1.78	0.97	3.23	4.03
JGI|COPCI_AMUTBMUT1|389935|	ID_1440	28	0.00	3.36	4.15	4.26	6.83	7.09	1.31	2.31	5.70
JGI|COPCI_AMUTBMUT1|390199|	ID_1441	36	0.00	-0.08	0.67	0.52	0.65	-1.04	0.46	-2.79	-2.41
JGI|COPCI_AMUTBMUT1|390497|	ID_1442	24	0.00	0.17	-0.33	-0.29	0.23	0.45	-0.08	2.16	2.83
JGI|COPCI_AMUTBMUT1|390711|	ID_1443	29	0.00	-1.19	-0.30	0.54	3.29	1.50	2.36	-0.78	-2.08
JGI|COPCI_AMUTBMUT1|391212|	ID_1444	40	0.00	0.35	0.34	0.46	-0.22	-1.50	0.54	-1.68	1.20
