sampleID,fpi,tissue,p,p.lab,TCGA
TCGA-33-AASD-01,0.053729945261892,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-5478-01,0.677823813774048,Tumor,0.00103915468001525,0.001,LUSC
TCGA-92-8063-01,1.205097117086,Tumor,0.00103915468001525,0.001,LUSC
TCGA-39-5028-01,2.11374209690751,Tumor,0.00103915468001525,0.001,LUSC
TCGA-58-A46J-01,-1.43496193744548,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-4133-01,-0.483828932993079,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8146-01,2.23194221625237,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-7142-01,-0.567039742040602,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2719-01,-0.719206434109939,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-3394-01,-0.145456192891538,Tumor,0.00103915468001525,0.001,LUSC
TCGA-18-3409-01,0.516356758925902,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-A4BW-01,1.40484956660427,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8308-01,0.0973452528000974,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8353-01,0.266752341677096,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-4604-01,-1.38095106132209,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-7579-01,-0.235766869502952,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8007-01,0.83779491633507,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-7463-01,1.47908098064171,Tumor,0.00103915468001525,0.001,LUSC
TCGA-39-5039-01,-0.166251742226518,Tumor,0.00103915468001525,0.001,LUSC
TCGA-18-5595-01,0.220733127293009,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-7221-01,1.27968450840121,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-2576-01,0.583142067975228,Tumor,0.00103915468001525,0.001,LUSC
TCGA-39-5027-01,0.524432990847237,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-5485-01,0.338845857146369,Tumor,0.00103915468001525,0.001,LUSC
TCGA-46-6025-01,-0.882735309300436,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A512-01,-1.09774151383057,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2710-01,0.693582755789439,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-6202-01,0.695665715628527,Tumor,0.00103915468001525,0.001,LUSC
TCGA-46-3767-01,0.600927512163548,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-AAS8-01,-1.22186393698665,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2790-01,0.649530973942659,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HI-01,-0.236558698549108,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-5819-01,-1.1606786049184,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-A5C4-01,1.50621275932311,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A4CL-01,-1.02647337391084,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2714-01,0.469324577991452,Tumor,0.00103915468001525,0.001,LUSC
TCGA-39-5019-01,-0.193312514883325,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-5668-01,-0.522053472178631,Tumor,0.00103915468001525,0.001,LUSC
TCGA-18-4083-01,-2.82662724814014,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-8115-01,-0.307208552053696,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-A474-01,-0.205229339451116,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-AASI-01,3.30411801018599,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2785-01,0.0164468680561357,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8201-01,1.39609377757602,Tumor,0.00103915468001525,0.001,LUSC
TCGA-90-A4EE-01,-0.663737733631081,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A50Z-01,-0.900984147832199,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-7337-01,0.632256171167919,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8623-01,-0.323649838230593,Tumor,0.00103915468001525,0.001,LUSC
TCGA-98-A538-01,-0.672958143399955,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-5234-01,1.07082731772595,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-7822-01,0.848928015089179,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-A62T-01,0.557090769349314,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A4JB-01,0.13418489151638,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8136-01,0.732263153929861,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2756-01,-1.09941034783665,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-8116-01,-0.640623624464268,Tumor,0.00103915468001525,0.001,LUSC
TCGA-18-3410-01,-0.940972216419582,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-AASB-01,0.52901093170128,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NK-A5CR-01,2.40047463440212,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-4586-01,0.682335852290421,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-7580-01,-0.894950982020616,Tumor,0.00103915468001525,0.001,LUSC
TCGA-90-7769-01,-0.0635406782601837,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-4135-01,-2.64460320217194,Tumor,0.00103915468001525,0.001,LUSC
TCGA-98-8020-01,0.285224522489571,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-5471-01,0.666894730515113,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2744-01,-0.576403318843697,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-1078-01,-0.523484674538811,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-2600-01,-0.445205665621607,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HK-01,-2.67392215013203,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2767-01,-0.22104661915635,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HO-01,-0.347737418093553,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-6773-01,-0.349851949925754,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8154-01,0.338393540116469,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-A5EL-01,-1.22995098693947,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-1082-01,-0.13575140964763,Tumor,0.00103915468001525,0.001,LUSC
TCGA-98-A53J-01,-0.763858284298669,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MJ-01,0.300812136730515,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-4538-01,0.371478676995916,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8503-01,1.13717558998522,Tumor,0.00103915468001525,0.001,LUSC
TCGA-98-A53A-01,-0.288239604324381,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HL-01,-0.498942967587864,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8307-01,-0.102536814873803,Tumor,0.00103915468001525,0.001,LUSC
TCGA-J1-A4AH-01,-2.63097099244541,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-AASL-01,-1.00397360591156,Tumor,0.00103915468001525,0.001,LUSC
TCGA-68-8251-01,-1.14768699060814,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-1081-01,0.270866790621754,Tumor,0.00103915468001525,0.001,LUSC
TCGA-58-8391-01,-0.708414243864141,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2754-01,-2.31975027491317,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A4QQ-01,0.417588503183574,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-4601-01,-1.59675155628583,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MB-01,-1.4412727952481,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-5670-01,-0.0180084263674009,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2758-01,-0.84360844349929,Tumor,0.00103915468001525,0.001,LUSC
TCGA-94-7557-01,1.22339621259177,Tumor,0.00103915468001525,0.001,LUSC
TCGA-98-7454-01,0.637560202177164,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-A5GW-01,1.13585337923431,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MV-01,1.32241542083737,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2770-01,0.119835687147953,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-5241-01,0.0987474119995378,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-6647-01,1.46280121432474,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-7731-01,1.66206281165537,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MN-01,0.55180069376455,Tumor,0.00103915468001525,0.001,LUSC
TCGA-46-3768-01,0.920327651150812,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HF-01,0.133245655497407,Tumor,0.00103915468001525,0.001,LUSC
TCGA-52-7810-01,0.865883435999751,Tumor,0.00103915468001525,0.001,LUSC
TCGA-90-6837-01,-1.26519687925601,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8071-01,1.39719900452903,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-1076-01,0.557356573126264,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-1622-01,1.16749267419592,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-4566-01,-0.568830937180017,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-5232-01,-0.747068823402826,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2723-01,-0.34917193141368,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-1072-01,-0.435201953774427,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-5782-01,0.161565237033958,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2720-01,1.49743132267551,Tumor,0.00103915468001525,0.001,LUSC
TCGA-LA-A7SW-01,0.171059343540015,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NK-A7XE-01,0.29218862386206,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-5897-01,2.06902694025865,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-A475-01,-0.785388897678136,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-A5G1-01,0.354355773069236,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-A4ZK-01,-1.05047189009359,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-3789-01,0.296404357244434,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-A5EM-01,-1.39098113524643,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2792-01,-0.658195398883809,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-7699-01,0.0301405036911268,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HM-01,1.34293671630432,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2724-01,0.583505751178405,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-7696-01,0.250306641181201,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-5928-01,0.0111572399501758,Tumor,0.00103915468001525,0.001,LUSC
TCGA-68-8250-01,1.02828885140244,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2780-01,0.310627766950378,Tumor,0.00103915468001525,0.001,LUSC
TCGA-18-3412-01,1.30100687533667,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2759-01,0.0510740961997815,Tumor,0.00103915468001525,0.001,LUSC
TCGA-51-4079-01,1.31622115548038,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-1016-01,-0.0397320283713138,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A4CN-01,-0.0250672622690706,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-A5DS-01,0.876341751502972,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2707-01,1.72662030903275,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-1012-01,-0.544461577411577,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MG-01,1.62571804817403,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8133-01,-0.208471921945053,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-7657-01,-0.431570243578937,Tumor,0.00103915468001525,0.001,LUSC
TCGA-39-5035-01,0.594356952444231,Tumor,0.00103915468001525,0.001,LUSC
TCGA-94-A4VJ-01,-0.0711965973198474,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-A5DI-01,1.30453469013961,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-6175-01,0.731236011396836,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5ML-01,1.28943906396021,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-5477-01,0.316603546213224,Tumor,0.00103915468001525,0.001,LUSC
TCGA-98-A53H-01,1.43186506465536,Tumor,0.00103915468001525,0.001,LUSC
TCGA-58-A46M-01,0.571426615486197,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MH-01,-0.649451987060815,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2704-01,-1.21223410203379,Tumor,0.00103915468001525,0.001,LUSC
TCGA-52-7811-01,0.758640123621114,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-2596-01,-0.566411507991055,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A5B5-01,1.67915516153544,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-1011-01,-0.159893742398636,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-6798-01,-0.346868406302792,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NK-A5D1-01,-2.19299815074233,Tumor,0.00103915468001525,0.001,LUSC
TCGA-90-A59Q-01,0.499250862886765,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2783-01,-0.311781991502284,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HP-01,-0.84502715954088,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-A5GH-01,-0.745644291583554,Tumor,0.00103915468001525,0.001,LUSC
TCGA-18-5592-01,0.71288578751335,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-8454-01,1.13040100644937,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-7021-01,-0.689526334188124,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-7698-01,0.0454002347896428,Tumor,0.00103915468001525,0.001,LUSC
TCGA-96-A4JK-01,0.501377734517999,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2794-01,0.928046044229105,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-7222-01,1.42415854677057,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-5482-01,-0.721666339408881,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2800-01,0.573088359112106,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-3792-01,-0.875720029205288,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-A5GB-01,-0.999541031066103,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2712-01,-0.89559161885304,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-6842-01,-0.0276865086227771,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-4532-01,0.161266049746167,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A511-01,0.00879732927575866,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8629-01,0.472031052812907,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-A5DR-01,0.413770354973943,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-6845-01,-0.414331192023266,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2734-01,1.08862133940977,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-A5FZ-01,0.749658491376685,Tumor,0.00103915468001525,0.001,LUSC
TCGA-O2-A52Q-01,0.491628638938904,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-A5G7-01,-0.487305234164436,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2786-01,0.547080791997351,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8144-01,-0.246790261761443,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-A5G3-01,-0.698415003657396,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-4599-01,-1.09424035149982,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8584-01,1.82437915349719,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-1002-01,0.788296540082801,Tumor,0.00103915468001525,0.001,LUSC
TCGA-39-5011-01,0.550292640242684,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-5786-01,-0.346077633929757,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8140-01,-0.791913468732865,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8309-01,-0.0898726310370757,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8352-01,-2.83574948901155,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8139-01,0.270999228350009,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-7710-01,-0.276761789074524,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-4595-01,0.206532345957072,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-5898-01,0.513196439129599,Tumor,0.00103915468001525,0.001,LUSC
TCGA-39-5034-01,-1.04526195664037,Tumor,0.00103915468001525,0.001,LUSC
TCGA-58-A46K-01,-0.647454638092142,Tumor,0.00103915468001525,0.001,LUSC
TCGA-XC-AA0X-01,0.448092666739438,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A4PA-01,-1.3171452947371,Tumor,0.00103915468001525,0.001,LUSC
TCGA-98-8023-01,0.409110826152665,Tumor,0.00103915468001525,0.001,LUSC
TCGA-39-5029-01,1.3627942939234,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-7465-01,-0.976157254919175,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8131-01,0.356237455083626,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-5472-01,1.90536989613281,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8150-01,-0.314772639600404,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-7843-01,0.299165882741413,Tumor,0.00103915468001525,0.001,LUSC
TCGA-46-3765-01,-0.606306896724126,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A50M-01,1.13847110960125,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2782-01,2.56552645311121,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2716-01,0.458624412872307,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2768-01,0.0249979922823932,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8481-01,0.978036854041865,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-4141-01,-0.389628760730261,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2715-01,0.570649208535402,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-A5GA-01,-0.282386726957301,Tumor,0.00103915468001525,0.001,LUSC
TCGA-58-8388-01,-0.529012568464489,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8504-01,1.38993492813421,Tumor,0.00103915468001525,0.001,LUSC
TCGA-52-7622-01,1.16693880441309,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MI-01,0.917387800135449,Tumor,0.00103915468001525,0.001,LUSC
TCGA-MF-A522-01,0.960121823802678,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2753-01,0.130713940023235,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-6770-01,-0.254494168362687,Tumor,0.00103915468001525,0.001,LUSC
TCGA-98-A53B-01,0.898008072301621,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MR-01,-1.42975862873625,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2763-01,0.856628129894078,Tumor,0.00103915468001525,0.001,LUSC
TCGA-94-A5I6-01,-0.604565547361563,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2742-01,1.46139200494262,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8304-01,0.447876248764257,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-4130-01,-1.47244572998392,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A4JC-01,0.335021225192148,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-5239-01,-0.0302785895694651,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2757-01,-0.913485556128021,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-5128-01,-1.51802142852791,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A4QR-01,0.0186090187581243,Tumor,0.00103915468001525,0.001,LUSC
TCGA-90-7767-01,0.269221590212383,Tumor,0.00103915468001525,0.001,LUSC
TCGA-92-7341-01,-0.237055681800408,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NK-A5CX-01,0.17955883392794,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-4609-01,-0.171438334220663,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-6771-01,-1.34328748022082,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-1017-01,0.939928002930667,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-A49D-01,-0.686645114602988,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-5474-01,0.477650950461897,Tumor,0.00103915468001525,0.001,LUSC
TCGA-70-6723-01,-0.486146297079181,Tumor,0.00103915468001525,0.001,LUSC
TCGA-96-8170-01,0.357693182960958,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MY-01,-0.203427143602973,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5M9-01,-0.460243325956747,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HR-01,0.85248905637009,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HE-01,0.200174787683458,Tumor,0.00103915468001525,0.001,LUSC
TCGA-68-A59J-01,-0.522535901187353,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2777-01,0.486751005156344,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8355-01,0.682268510173495,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8130-01,0.844656524629785,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-7823-01,0.268453357450284,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8072-01,1.54511490749813,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-1071-01,-0.313946999508702,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-8008-01,1.0837727125066,Tumor,0.00103915468001525,0.001,LUSC
TCGA-96-A4JL-01,1.56935586406918,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2698-01,0.444246662124663,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-7023-01,-1.6259347592795,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-4591-01,1.11727021458746,Tumor,0.00103915468001525,0.001,LUSC
TCGA-58-8386-01,-1.81464287877493,Tumor,0.00103915468001525,0.001,LUSC
TCGA-94-8491-01,1.27426022051242,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2697-01,0.855500400962346,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HN-01,-0.20684620629226,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-5784-01,0.791120214057863,Tumor,0.00103915468001525,0.001,LUSC
TCGA-98-A53D-01,-0.351223513654217,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-7138-01,0.796999366067999,Tumor,0.00103915468001525,0.001,LUSC
TCGA-58-8390-01,-0.0252268703832951,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-7141-01,0.821069901840764,Tumor,0.00103915468001525,0.001,LUSC
TCGA-90-7766-01,0.505397762879703,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-2581-01,0.668679616392075,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8354-01,-1.16187387025274,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-A5MW-01,-0.410811627990143,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2708-01,1.44417183491054,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-4593-01,0.505604513399505,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-5240-01,-0.297494904796764,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-6737-01,0.731044013454723,Tumor,0.00103915468001525,0.001,LUSC
TCGA-90-A4ED-01,-1.65705054011486,Tumor,0.00103915468001525,0.001,LUSC
TCGA-66-2771-01,-0.325963192294579,Tumor,0.00103915468001525,0.001,LUSC
TCGA-94-A5I4-01,-2.18058002076892,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-A53L-01,-0.554172659063722,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-4594-01,-0.490204968185303,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2721-01,1.03752304233139,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8052-01,0.191795340830828,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-3920-01,0.425536185771685,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-1000-01,-0.131222698570759,Tumor,0.00103915468001525,0.001,LUSC
TCGA-52-7812-01,1.11056657564721,Tumor,0.00103915468001525,0.001,LUSC
TCGA-22-5491-01,-0.371954049211812,Tumor,0.00103915468001525,0.001,LUSC
TCGA-70-6722-01,0.175337994731227,Tumor,0.00103915468001525,0.001,LUSC
TCGA-21-1070-01,1.13396723284787,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8276-01,-0.776531598546465,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HT-01,0.270983921021324,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8625-01,-0.345392191388283,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2703-01,-1.17284263691276,Tumor,0.00103915468001525,0.001,LUSC
TCGA-NC-A5HH-01,-2.44966149114625,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2722-01,-0.40514754305327,Tumor,0.00103915468001525,0.001,LUSC
TCGA-33-4582-01,-1.08808232503217,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8666-01,1.99627458052148,Tumor,0.00103915468001525,0.001,LUSC
TCGA-68-7757-01,0.876426603630437,Tumor,0.00103915468001525,0.001,LUSC
TCGA-92-8065-01,-1.27629038233551,Tumor,0.00103915468001525,0.001,LUSC
TCGA-60-2726-01,-0.742776282994937,Tumor,0.00103915468001525,0.001,LUSC
TCGA-39-5021-01,0.161265757420396,Tumor,0.00103915468001525,0.001,LUSC
TCGA-34-5929-01,-0.860673917328109,Tumor,0.00103915468001525,0.001,LUSC
TCGA-52-7809-01,-2.75974882143393,Tumor,0.00103915468001525,0.001,LUSC
TCGA-6A-AB49-01,-0.199271276779365,Tumor,0.00103915468001525,0.001,LUSC
TCGA-37-3783-01,0.184061817480957,Tumor,0.00103915468001525,0.001,LUSC
TCGA-43-7656-01,-0.502816416799691,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8479-01,0.202189524204034,Tumor,0.00103915468001525,0.001,LUSC
TCGA-85-8580-01,-1.61413215639888,Tumor,0.00103915468001525,0.001,LUSC
TCGA-63-7022-01,1.20588819221856,Tumor,0.00103915468001525,0.001,LUSC
TCGA-18-3408-01,1.2571365988199,Tumor,0.00103915468001525,0.001,LUSC
TCGA-56-8626-01,0.899588929285609,Tumor,0.00103915468001525,0.001,LUSC
TCGA-77-A5G8-01,0.299016675255679,Tumor,0.00103915468001525,0.001,LUSC
