"","CC_FB_CL_R1","CC_FB_CL_R2","CC_FB_CL_R3","CC_FB_S_R1","CC_FB_S_R2","CC_FB_S_R3","CC_H_R2","CC_H_R3","CC_H_R4","CC_P1_R1","CC_P1_R2","CC_P1_R3","CC_P1_R4","CC_P2_R1","CC_P2_R2","CC_P2_R3","CC_P2_R4","CC_VM_R1","CC_VM_R2","CC_VM_R3","CC_YFB_C_R1","CC_YFB_C_R2","CC_YFB_C_R3","CC_YFB_L_R1","CC_YFB_L_R2","CC_YFB_L_R3","CC_YFB_S_R1","CC_YFB_S_R2","CC_YFB_S_R3"
"jgi|Copci_AmutBmut1|373120|",1.57244231330791,2.43250696347014,2.30644114119,3.37011146447507,3.25854202884086,3.64473411954204,2.73680645870888,2.38554272041239,2.84916964397166,2.52181023762381,3.09155609273265,3.10117997000277,2.72524918945402,2.80654313069677,3.02003800016708,2.56875861665621,2.63526509423856,2.35476801095166,1.99076373967442,2.742565245191,2.49100375068697,2.50636709012917,2.7186788758363,1.96644352353174,2.88845262385344,2.77235497693807,4.56966080262481,4.59362956503018,4.270889891582
"jgi|Copci_AmutBmut1|373128|",2.69665017598363,2.84694331475875,1.81312022743521,3.34772585259224,3.80908098444347,3.03298647510841,4.28453537265498,4.13222234157012,4.47361920115682,4.60831302038013,4.70635638280209,4.81057460605857,4.26181515147319,4.90834736504389,4.72670685996765,4.75808548098295,4.73075900670053,4.36247628791572,4.17331823444371,4.62644443535457,5.08937977525688,5.15235051309911,4.33489433449502,4.49586283357891,5.46526304701936,5.48339374199963,5.69832155512255,5.30471196367406,5.29820265857302
"jgi|Copci_AmutBmut1|373132|",3.40973301271733,2.96159416745487,2.89018789732317,3.59441698874723,3.55169463108247,3.80372290516002,4.31318306237543,3.94720608972847,4.23171334490913,4.01450751147171,4.26879101823746,4.30571607023412,4.03472942820176,4.029208911421,4.15866402276873,4.03594697728091,3.93335755867235,4.00345655000071,4.27629181231426,4.21994484658269,2.68205508206395,2.75864902041549,1.09975633892886,1.36430698833011,2.59652825337208,2.32900978173864,3.53353261909807,2.76579622078804,2.81616544674037
"jgi|Copci_AmutBmut1|373138|",-0.375146748937176,0.186300454629564,-2.160112863002,-2.76102220850146,-2.46848614086637,-2.74134254691473,3.41862765730268,4.21868250687425,3.82343561649972,3.35278458032029,4.76362297006495,4.64815513864407,3.36830925350671,4.36128343911222,4.85938481277633,4.47956621197832,2.63199503417946,4.94908591144169,5.60148230886562,4.42596188185841,3.08171318775579,2.95425251564593,0.80912022102903,2.43316811576536,3.93126707859214,4.55910442792664,5.11728858087861,1.83709259330344,4.48587769622069
"jgi|Copci_AmutBmut1|373147|",3.76360310298801,4.44321853032055,4.3861494282357,5.25738423664846,5.01552606917065,4.86280849890086,3.9067044271644,4.43677460623636,4.59827342948211,4.48678184452474,4.72997284087298,5.25212721262006,4.18529019862504,4.98535254635978,4.36074035044887,4.36766584750588,4.47941661474088,3.57472426881796,3.03265374834652,3.61738817603699,4.12931204191385,3.81656560476467,3.54037995491443,4.47912941084392,5.20995358774218,5.34290318569368,5.37444485131748,6.58850293468837,6.06602689803502
"jgi|Copci_AmutBmut1|373169|",2.02552086692835,3.26269603513943,3.26332606052218,0.0871043843352906,1.46370471675885,1.19084831071049,0.29509339914067,-0.607809343834418,-0.153359539485768,-0.503827258764713,-0.763910515923452,-0.912323208973655,0.0778149648191511,-1.1016234218351,-0.282565792350952,-0.33522172077534,0.0992998430752747,2.99828691801088,1.82321661766913,3.12473983469609,1.36728369291966,0.640055829773699,-0.249643781742741,0.60136926411986,2.58777359888726,2.82734716007999,1.47097891637168,1.25366660007833,0.697237524069031
"jgi|Copci_AmutBmut1|373191|",2.04953907643883,2.30036667565739,1.94417233723323,4.04897765191555,4.49456949092702,3.96686331174555,3.48881480203815,2.45129797157017,3.4594545407229,3.47081970355105,2.72650886703917,2.73530442656527,3.14103106204228,2.57797660344211,3.14346980747033,2.70888133416207,2.90086902722611,5.30307087900911,3.43984836361674,5.48043411564549,3.30476515196215,3.30170456940272,3.83980653689698,0.0532134037807955,0.782260095495458,0.119203697976776,1.87914061721522,1.88267027069492,2.5097894799919
"jgi|Copci_AmutBmut1|373193|",1.41845552230107,1.4266858091556,1.26499449489443,0.990585974072159,1.54919690186109,1.27634049581273,4.48140428795778,3.94392977501861,4.12847848748056,3.78110570036532,3.79227020300831,3.68878582697892,4.71472994911879,3.56321925644341,3.83019221320991,3.62637624385788,4.54884013604247,4.36517045185613,4.72628310308983,4.46273166788863,1.36353067071338,0.863984054359257,1.5884617991421,1.97993739985551,1.74485110949628,1.90141367124059,1.87720339501019,1.89891157703264,2.52103464588227
"jgi|Copci_AmutBmut1|373194|",5.30833232740127,5.86013339363047,5.98776014286733,2.98017236569327,2.15925038354508,2.73439088405167,4.78805636765963,6.91736164587261,2.97537144986686,3.36244719528635,2.29580733484398,2.93489762875572,2.52101730422984,2.49295461590708,2.7762784037425,3.93469018877632,2.56243610985472,6.75626402342736,4.92264903192445,6.47898882372319,2.76208004720365,2.04998879546943,2.37796305638691,6.1064856744857,5.2623014844044,5.60774696029796,2.38385537880984,1.47566451907683,1.81666570942698
"jgi|Copci_AmutBmut1|373204|",2.3033205775952,2.11771336937215,1.38962114940817,4.74848195912019,4.7816875896849,5.11581999068769,3.49573314064808,3.03671698053174,2.22001520834609,2.75765168056704,3.04203356346471,3.13768451684833,2.91493735504906,2.80509842764294,2.65112310472736,2.47713276430563,2.38586976336986,2.91201842346693,2.3788090136371,3.18072197164174,2.38686119381177,2.67136869482621,2.7506219533952,3.76406752625227,3.23594175949922,2.93527486183116,4.72459841486497,5.08759109668636,4.13156106480731
"jgi|Copci_AmutBmut1|373206|",0.688903934383531,1.1935447823318,0.705711710113008,-0.463481394960972,-1.85900132101114,-0.0923293628728656,2.83155234921212,2.2969760824493,3.70687406207779,2.57044868769289,2.26393681955696,2.83720538336318,2.43361718748727,2.34744528454753,2.90604158021454,2.27916949785015,1.79110339368117,3.28220168696151,2.52563204344731,3.52302274855096,1.04210516947014,1.10883537534437,1.9040318680545,4.78849668113324,0.0948146371730504,0.185848011611784,2.33402577218451,2.13341952789904,2.80313341770366
"jgi|Copci_AmutBmut1|373231|",0.193696086420704,2.47135032398685,2.65665748579946,3.09322284571867,3.45790869910959,3.0369536540721,2.82631570084598,2.96487128379164,2.89347259488616,2.49461727473325,2.2527386129521,2.62809905872162,2.6074466433855,2.65780862780197,2.13544589890636,2.40549919740577,2.39828393374355,1.1619074532438,1.49887558520492,2.53935294949154,2.58642568569396,2.31873685249762,3.53716165123616,2.54480399760045,0.755948818379611,1.13880825591629,1.98569169809539,3.31516996473814,2.59883798002234
"jgi|Copci_AmutBmut1|373236|",4.96308315827929,4.46260261270282,4.33096853229783,3.22309919807849,2.76413357838949,4.00127761538107,6.76525054966024,5.14294874816318,4.96352645130973,4.31404502909142,3.91618342295268,4.12075293816812,4.76641803554802,3.83672443721338,6.33384378440101,5.50275653123629,4.76872685689955,8.05107948245749,8.56229801538476,7.41767439290329,5.21717726431268,4.85907460560615,6.44669823346737,2.01084177073166,0.067035353619546,0.921037392320217,8.88349314539648,8.74223372095829,8.14196650638974
"jgi|Copci_AmutBmut1|373248|",4.46760266644512,4.3255153454479,4.64326231404615,7.1669688082145,6.74485680083166,6.95017423968216,5.34770369523205,6.21788966915885,4.98222334771771,5.60811140587408,5.08420352647047,4.95816927042036,5.29591074429595,5.01769514815977,4.62048233369406,4.86508438409269,4.9613122983977,3.76455829581856,4.07978543027381,3.82010363770399,5.10418311499099,5.73636227172538,6.46323527226377,4.46406173063531,2.8325947764108,2.74986819333985,4.435578419395,4.59132315052289,5.32286451848105
"jgi|Copci_AmutBmut1|373251|",3.00403486691713,1.57397353137751,1.4397568679765,3.19714800702937,4.12754152381774,3.02503752109332,1.64033510398781,2.02627182845578,1.77708602033502,1.93041333417889,2.18143662013013,1.06861752840966,2.60914094192538,1.93286678382496,1.96495054954562,2.05448771219789,1.50373965848563,-0.103856745345568,1.05984713935957,1.27517762225318,-0.733602876277925,0.316007059742046,1.6340110319046,3.98878582982737,-1.97406401514483,-1.17062889478788,0.605720595667232,1.51350615475839,2.02569399511477
"jgi|Copci_AmutBmut1|373271|",4.08553233630693,3.93478185085641,3.73688464160813,4.09629159463619,4.11540996062335,3.94100815273558,5.4311093734887,6.12435231349883,5.87583892037054,5.8746001547239,6.21124708591732,6.14850151659465,5.80547423494717,5.85818246918359,5.96812092949769,5.67509626006024,5.69373336761143,4.68828823270174,4.74300198268058,4.69961458248371,5.11241255524068,5.21101167817105,4.94028471691397,5.90563145713893,5.52829478833928,5.38457970645785,5.67374569016565,6.01426754573805,5.84714179899539
"jgi|Copci_AmutBmut1|373272|",1.92659201627786,2.32551825448555,3.12006975884659,1.47185469856878,0.961836830410082,1.19345300722251,2.64507829521348,1.62861822344197,1.96835636891392,1.96936102013636,2.22400689440878,1.93347700229551,2.01311774898796,1.55060720326338,2.27714160042123,1.77416338571363,1.87484011034093,2.83178409312998,2.73788806906581,2.84306354757952,1.3522863788989,1.25275809068553,1.87207212665695,2.94599926988442,2.34496953567512,2.35223221353085,1.23304706393485,0.414336142822598,1.19963942695679
"jgi|Copci_AmutBmut1|373325|",2.05196797680904,2.87976994450119,2.67912776660316,3.43641005997784,3.93812292944521,4.80437840298882,5.21523247982174,5.19356404620811,4.72725685284123,4.49461727473324,3.7052508176496,3.75245384005244,4.39085709647493,3.28711843595253,4.16730481272307,4.49712967287133,3.05351429703216,5.03577619868316,4.76110972650395,5.96270736996207,5.76069039061116,4.68081775834508,6.0777536428901,3.67083528180445,1.81382973446011,1.49178478706288,4.11724330210133,3.57634049405816,3.44066511933708
"jgi|Copci_AmutBmut1|373338|",4.82748623261151,5.01770346307466,4.81864145514937,5.88233972193598,5.72371084882289,5.461587499402,5.89582350204548,6.07563591951975,6.12310345724618,5.78934450598458,5.19486710767538,5.54362120947649,5.76726277605271,5.16994887217611,5.26208271821639,5.20493502666461,5.6633238328195,5.28617909961034,5.9020954204412,5.54430629881188,6.23504811000991,6.83614529454471,7.6887848990357,4.54450393623479,4.08082419731731,4.330014346857,4.18636766275615,4.75035421424219,4.63521434002605
"jgi|Copci_AmutBmut1|373344|",-1.39126641430045,-0.467249131349005,-1.59127002764412,0.129748721743784,-0.314680804787334,1.52794000658424,1.13241882857166,0.599221811474958,-0.893123767004648,-0.675307726709067,-1.2066930056852,-3.30263827884127,-1.01704422152229,-1.17001039681535,-1.32398571973093,-3.52523814015712,-3.02798082095854,0.338785215327877,-3.35910540992265,-2.50504116986691,-0.136040338777136,0.117102991327968,1.9946344168354,0.569051543847131,1.49291441254582,0.742879579585148,0.466317539001815,-0.144261653899158,-1.02565288488545
"jgi|Copci_AmutBmut1|373360|",7.9827804036623,7.7535957012749,8.01474894375716,6.18852880829004,5.70681291246104,6.29933549119587,8.8177381274629,8.35723714841584,8.50657887844983,8.67846427359624,8.50145403154207,8.58720099035386,8.59217815156853,8.52207648546663,8.81635093722118,8.35070465955468,8.71587955817671,9.44362919218285,9.36459248192616,9.8384462178258,6.95659196373647,6.9391907459005,5.99197723463271,7.77957908548552,8.68845422181199,8.85875485260751,7.88795169443014,7.48007020885864,7.25559265420742
"jgi|Copci_AmutBmut1|373379|",1.79739514972345,0.826109811341587,0.102626844630197,-0.257274401365463,0.582749461572119,0.816853044243642,3.41384756117927,0.625100443300564,2.29553779701925,1.83714227422772,1.80387623602499,0.814470024157597,2.37392551779472,0.971345452430194,2.07236721628298,1.86909845025829,1.94795141907963,4.33837715563321,2.88098439290825,4.27245590402535,2.87452890293305,2.17938726958231,2.49995358076552,1.99465828483616,1.49291441254582,1.10445675112551,2.17759648950437,0.955274019651757,0.981401872648498
"jgi|Copci_AmutBmut1|373383|",4.04941849714794,3.60692928615551,4.14676225421644,2.65368178906738,1.67961683584848,2.7200925009991,4.81071041033843,6.60098552263491,3.66744649111136,3.67032715814721,3.33640747237635,3.88402542624837,3.14876467144779,3.34050215474593,3.39017849414859,3.81892642859516,2.88458968372233,4.56712227042422,4.37331794219247,4.54914970113887,2.46870477413456,2.59274050161078,3.08908864561786,2.76560396024832,3.25593619007818,3.42022119106494,2.43757764356076,1.85817533154668,2.33833926956845
"jgi|Copci_AmutBmut1|373388|",6.16126971783047,6.24387775426173,6.58280950287801,5.72927104666123,5.81902238765551,5.46963385706887,6.17509954413128,6.14096710027183,6.39015801048247,6.19779129175582,6.05897518404372,6.27417749575089,6.16060722228989,6.14267764796804,6.00369821497266,6.34305034571608,6.12919123094795,6.54674170087623,6.47201662316976,6.41427729293563,5.70173434568864,5.57903657467798,5.89055503739919,7.19070131092163,6.33372012167296,6.37293345483696,6.17098881300046,6.0433443540857,6.23157741780866
