"","CC_FB_CL_R1","CC_FB_CL_R2","CC_FB_CL_R3","CC_FB_S_R1","CC_FB_S_R2","CC_FB_S_R3","CC_H_R2","CC_H_R3","CC_H_R4","CC_P1_R1","CC_P1_R2","CC_P1_R3","CC_P1_R4","CC_P2_R1","CC_P2_R2","CC_P2_R3","CC_P2_R4","CC_VM_R1","CC_VM_R2","CC_VM_R3","CC_YFB_C_R1","CC_YFB_C_R2","CC_YFB_C_R3","CC_YFB_L_R1","CC_YFB_L_R2","CC_YFB_L_R3","CC_YFB_S_R1","CC_YFB_S_R2","CC_YFB_S_R3"
"jgi|Copci_AmutBmut1|102967|",5.45495113151128,6.62547122536256,6.32770386060293,6.05294865172984,5.23083468793227,5.73145900169955,5.99288949278865,5.78183640732597,4.48380989077958,5.46160609171337,5.71302755472941,5.76241386889373,4.53704600693532,5.78121345649915,5.3629372229224,5.93915835887744,4.66215492704114,5.31013076831415,5.57903462533012,5.33986662093803,6.69013945379805,6.66798366330969,6.4834280224089,6.51327951237784,5.99397665784938,6.00054720210582,6.08804648433479,6.05019977048587,5.87872503367417
"jgi|Copci_AmutBmut1|103086|",-1.33496783459013,-0.21164174341528,-1.53497144793381,-0.550918292712104,-0.620952304461724,-0.0766727676598938,1.97024855488163,1.13388382583295,1.75347075772987,1.25545997091739,1.54262782060373,1.35852235902791,1.70221937091046,1.34280231814997,1.74428550164546,1.01218712928981,1.71014179872552,1.23207820753567,0.604083765396183,1.43661484390228,1.16987213100465,0.948335015403512,0.766836975184098,0.786939265831697,0.973836540364176,1.11603526463541,0.132301048844521,0.0432814590894124,0.253038116161313
"jgi|Copci_AmutBmut1|103302|",-2.05254307687011,-0.210987954110637,-1.51558109604758,-0.531527940825875,-0.975957467356993,-0.170811361404079,0.2249815787326,-0.138003704328,0.266629429380373,-0.28927867450037,-0.34859550916128,0.179043012431116,0.196148233824192,-0.183588803315888,-0.847758858550658,-0.727083184089483,-0.519332482085891,-0.563499546745577,-0.961488383438745,0.378002683787239,0.34018652240314,-2.12913617196285,-0.868276106903907,1.10242231213102,-0.111778721657475,-0.465884878287004,1.71406721638467,1.94169561315122,-0.464537126118664
"jgi|Copci_AmutBmut1|103352|",-0.434133063912312,-1.58050510885226,-1.85652909859243,-0.582969326175745,-1.42793678229059,-1.21536636116871,0.148930726038729,-1.25099976019451,-0.310385931398006,-0.759994552015554,-0.734986482467301,-0.904932337067146,-0.992796675275613,-0.387963752985299,-1.24820787284417,-2.20553471038427,-2.0708474705704,-1.51143635634159,0.0760752372701312,-0.448372145927857,-0.401299409725444,-1.24769175317125,-0.472258515282555,2.49141947607459,0.356388655719712,-0.310875386169448,2.16041648355616,2.04365190331815,0.583557162082381
"jgi|Copci_AmutBmut1|103438|",1.46135451877995,0.404480624679097,0.0769263342988469,1.14586838710706,1.80097453412686,1.76418548631202,-0.65881642812267,-0.644525649916875,-1.83636211714402,-0.881580482682238,-1.23239351601655,-0.845946022092009,-0.933810360300476,-0.328977438010162,-0.91358711525561,-0.924155974072688,-1.64929107621056,-0.509033569732817,-1.98041566517467,-0.208813585310899,-0.161740849108486,-1.67413226536636,-0.413272200307418,0.652285405068945,-1.77225203248092,-2.9743550956654,0.496112141262169,-0.494924319207504,-0.701410924159844
"jgi|Copci_AmutBmut1|104036|",3.02112469085352,3.41066380669884,3.53321200303702,4.59381433935732,4.47632731059882,4.58465516091755,5.45297333688372,4.58674062472495,4.88826246884338,4.36124094196716,4.39242257209219,4.48612870522244,4.50035249753956,4.5476071210098,4.10921679059417,4.30180507759225,4.41138684621405,4.92324267878652,4.10327383106299,5.06258621890754,3.52561889370468,3.4264310494357,3.89472268334704,3.65471128438017,3.59972541689991,3.73568311848247,2.68766762589448,2.55811640640692,3.14248810807257
"jgi|Copci_AmutBmut1|104072|",1.98492327437338,2.64008491276232,2.57137568976143,2.14971713797638,2.03216492230436,2.31991181134875,3.87705207591844,3.53659346264136,4.02876899194312,4.04013415477127,4.3100777228488,4.36267287551076,3.8276442309446,4.53814222417043,4.3172541569139,3.8743617175059,3.85270129166311,4.87984290285235,3.76586246410173,4.72142976577255,5.07897255219372,4.63079620375174,4.16628256104248,4.49822230284335,4.26641090954037,4.14832772291785,6.44341127226583,5.95924810056655,5.62689023967263
"jgi|Copci_AmutBmut1|104367|",2.886256077683,3.27063485042278,3.29041353854733,4.81152503729284,4.86342781659525,4.60149177838843,2.52129211160401,2.41034344762838,3.0869881590117,3.11896908948381,2.55088677742751,2.88427376937075,3.09438513060988,2.61853384875862,2.39994944441996,2.64523796400058,3.09583225562946,2.2233998629811,2.06888457659463,2.54980465389889,2.35948280542561,2.32832311294327,1.95777175459413,1.8243483252441,3.43204420822418,3.5393127785685,2.59927060381985,2.20316285131445,2.49889930792882
"jgi|Copci_AmutBmut1|10444|",3.26006489603642,2.76780151285839,3.1185075550763,2.32648655432006,2.75168800482838,2.50835068570008,2.57785580795767,2.37388382537422,3.71890697691468,3.23158286889945,3.28057282114882,3.60034363098191,3.43470211385203,3.44966175819346,3.00821071061026,3.32188023493403,3.38361270345567,2.80331770565804,2.84451272644809,2.87428093094429,4.10793728844585,4.18905283320698,3.26936540908335,2.26997159994535,3.95336764933572,4.14861143094665,3.6596455495207,3.75367919191079,3.86974207188524
"jgi|Copci_AmutBmut1|104532|",6.5605131369056,5.39822153687953,5.40915523250365,4.65496663687188,6.18801967377933,4.56871285370954,5.05871317770398,4.94996537835496,4.40934703839163,4.55590439551739,5.39215306578232,5.29797595625232,4.73784328064118,5.54718748396597,5.31277568157043,5.10040178819521,5.2610810720119,5.68675525676368,4.09691960727139,5.37367491914942,6.22839994833513,6.94194768268232,5.41092884460862,3.28904083802601,3.64420959514829,4.16817779373186,2.33234836838703,3.54023652037291,3.55248834997969
"jgi|Copci_AmutBmut1|104667|",-3.27372832297012,-0.565439731074114,-1.35825471889386,-0.904716280370938,-1.11914020145573,-0.510641104002711,3.48892356577395,3.43557815026123,1.41028086963701,1.5960357007003,2.44066603217382,2.44182560631391,0.873083373704966,2.36030921985346,2.82770938233146,0.883854397017051,0.538017771188078,1.62624830810052,1.66131021450957,2.01052799543657,-0.25296750108383,-1.14868755689321,-0.381642104497229,2.68458449928708,-0.175422690771007,0.246696177212896,-0.604216717820428,-0.441761061847673,-0.296680081472777
"jgi|Copci_AmutBmut1|104742|",4.97212067032037,4.48680657233819,4.53664249431892,5.22268785845961,6.09496649652934,6.28985119153405,5.62760112412993,5.25596197475641,2.58136521368071,2.14629768095448,2.31774040617656,3.17431895743484,2.66890608678369,2.60879529791493,2.67099316815061,2.74364127171749,2.24293198806859,2.86594326452617,2.58733710965467,3.29701144037524,5.03388466266518,5.26063649387888,6.20067780285244,3.13911818451472,2.28854075362853,2.42604662138545,4.78963971061646,5.99132309553626,5.1594471103911
"jgi|Copci_AmutBmut1|104827|",2.15834497522363,2.2999536932477,1.88962861179594,1.95353507470686,2.5274840774906,1.67876737782833,2.81935431332223,2.16168008055464,2.27461698717579,2.6418106515096,2.93011588894335,3.12904738612012,2.59815550962937,3.18215492850252,2.94095719347487,2.68025753601873,2.81646500257062,2.42702804919394,2.35669826216741,2.51312322826301,4.19285520721788,4.17118696371284,3.79899023984958,2.84620351474815,3.71049711721357,3.62672732303413,3.23352036359852,3.23242599055278,3.14935586975902
"jgi|Copci_AmutBmut1|10510|",4.05143903270013,4.34944365528794,4.346353695504,4.10274911317661,4.24533199439706,3.9724755883487,4.18846736519269,3.57607182330539,4.01927856421289,3.90100030870155,4.24739470975193,4.0274637474918,3.85255331110292,4.00106462066306,4.33251612491772,4.15508352446633,3.93807955116796,4.36437619985099,4.95351703704736,4.29254279382232,5.11116037614181,5.29505892029646,5.78499697917333,5.92744511358322,4.83404215445727,4.63038521193679,5.22910884219529,5.91191765045737,5.27978708721334
