CONTINENT,AREA,REGISTRY,NAME,YEAR1,YEAR2
6,99, 3600200,Australia_NSW_ACT,1983,2012
6,99, 3600300,Australia_Queensland,1993,2012
6,99, 3600400,South_Australia,1978,2012
6,99, 3600500,Australia_Tasmania,1978,2012
6,99, 3600600,Australia_Victoria,1983,2012
6,99, 3600700,Western_Australia,1983,2012
6,99, 3600800,Australia_Northern-Territories,1993,2012
6,99,55400000,New_Zealand,1983,2012
