REGISTRY,YEAR,SEX,CANCER,TOTAL,N0_4,N5_9,N10_14,N15_19,N20_24,N25_29,N30_34,N35_39,N40_44,N45_49,N50_54,N55_59,N60_64,N65_69,N70_74,N75_79,N80_84,N85+,N_UNK
 3600700,1995,2,29,83,5,0,0,2,1,4,1,2,2,4,4,4,5,11,10,11,7,10,0
 3600700,1996,1, 1,3857,10,8,8,10,16,55,54,82,110,179,254,343,465,649,637,450,315,212,0
 3600700,1996,1, 2,186,0,0,0,0,1,5,10,11,14,14,20,22,16,26,22,16,4,5,0
 3600700,1996,1, 3,72,0,0,0,0,0,0,0,1,0,3,7,5,9,12,12,11,6,6,0
 3600700,1996,1, 4,107,0,0,0,0,0,1,0,1,2,4,5,9,9,20,23,16,13,4,0
 3600700,1996,1, 5,308,0,0,0,0,0,0,5,2,5,14,22,39,36,46,60,39,26,14,0
 3600700,1996,1, 6,224,0,0,0,0,0,1,0,1,8,12,16,28,34,38,27,22,23,14,0
 3600700,1996,1, 7,39,0,0,0,1,0,1,0,0,0,3,5,4,2,8,4,6,2,3,0
 3600700,1996,1, 8,26,0,0,0,0,0,0,0,1,1,0,3,3,4,3,3,4,4,0,0
 3600700,1996,1, 9,72,0,0,0,0,0,0,0,0,1,3,2,7,5,16,15,8,11,4,0
 3600700,1996,1,10,36,0,1,0,0,0,0,1,0,1,2,4,2,3,10,6,4,1,1,0
 3600700,1996,1,11,488,0,0,0,0,0,0,0,3,4,25,21,36,60,95,105,64,49,26,0
 3600700,1996,1,12,15,0,0,1,1,1,2,1,0,2,0,2,1,0,0,0,1,0,3,0
 3600700,1996,1,13,404,0,0,1,3,4,23,12,30,31,42,43,32,44,42,41,27,19,10,0
 3600700,1996,1,14,27,2,1,0,0,1,1,4,0,1,1,0,1,3,2,2,3,3,2,0
 3600700,1996,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1996,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1996,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1996,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1996,1,19,965,0,0,0,0,0,0,0,0,0,11,45,95,143,212,203,121,78,57,0
 3600700,1996,1,20,52,1,0,0,2,4,6,8,10,8,7,2,1,1,2,0,0,0,0,0
 3600700,1996,1,21,94,2,0,0,0,0,0,0,4,2,3,9,10,13,14,13,15,5,4,0
 3600700,1996,1,22,105,0,0,0,0,0,0,0,0,1,2,2,8,12,20,18,14,15,13,0
 3600700,1996,1,23,10,1,0,0,0,0,1,1,0,1,1,1,0,2,0,0,1,1,0,0
 3600700,1996,1,24,60,0,2,2,0,1,1,3,3,5,4,4,3,6,11,5,6,1,3,0
 3600700,1996,1,25,22,0,0,0,1,0,1,2,3,6,1,1,0,4,1,1,1,0,0,0
 3600700,1996,1,26,11,0,0,3,0,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0
 3600700,1996,1,27,143,0,1,0,2,1,5,2,4,9,9,12,8,12,20,20,16,10,12,0
 3600700,1996,1,28,41,0,0,0,0,0,0,0,0,0,2,4,4,4,5,5,7,5,5,0
 3600700,1996,1,29,98,4,2,0,0,0,2,2,6,1,4,12,5,10,10,11,11,9,9,0
 3600700,1996,2, 1,2982,9,10,10,16,26,38,74,134,178,203,258,255,288,335,370,308,243,227,0
 3600700,1996,2, 2,54,0,0,0,0,0,1,3,5,1,4,3,3,4,5,13,4,1,7,0
 3600700,1996,2, 3,30,0,0,0,0,0,0,0,0,0,0,1,1,4,8,1,5,5,5,0
 3600700,1996,2, 4,71,0,0,0,0,0,0,0,2,4,6,1,1,4,7,14,10,9,13,0
 3600700,1996,2, 5,258,0,0,0,1,3,0,3,2,5,8,12,20,24,38,35,39,26,42,0
 3600700,1996,2, 6,131,0,0,0,0,0,0,1,0,3,7,12,9,15,16,20,22,14,12,0
 3600700,1996,2, 7,14,0,0,0,0,0,1,1,1,0,0,1,0,2,4,0,1,1,2,0
 3600700,1996,2, 8,24,0,0,0,0,0,0,0,0,0,0,3,1,2,3,4,1,3,7,0
 3600700,1996,2, 9,67,0,0,0,0,0,0,0,0,1,1,2,3,3,7,9,17,10,14,0
 3600700,1996,2,10,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
 3600700,1996,2,11,210,1,0,0,1,0,0,0,2,5,8,9,14,23,32,46,36,20,13,0
 3600700,1996,2,12,13,0,2,1,2,0,2,0,1,0,0,0,0,0,1,1,1,1,1,0
 3600700,1996,2,13,304,0,0,2,6,10,13,21,33,30,23,41,26,24,23,16,16,12,8,0
 3600700,1996,2,14,13,1,0,0,0,0,0,1,1,1,1,0,0,3,1,2,1,0,1,0
 3600700,1996,2,15,877,0,0,0,0,2,4,23,50,70,104,96,102,101,95,77,58,59,36,0
 3600700,1996,2,16,88,0,0,0,0,1,5,8,12,14,6,5,6,5,7,9,3,3,4,0
 3600700,1996,2,17,114,0,0,0,0,0,0,0,2,7,9,13,23,9,7,22,14,7,1,0
 3600700,1996,2,18,90,0,0,1,0,1,2,1,1,3,4,13,10,13,12,12,5,5,7,0
 3600700,1996,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1996,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1996,2,21,66,1,0,0,0,0,0,0,3,5,1,8,5,4,7,14,8,6,4,0
 3600700,1996,2,22,22,0,0,0,0,0,0,0,1,0,0,1,2,4,5,1,3,3,2,0
 3600700,1996,2,23,7,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,2,0,0
 3600700,1996,2,24,44,1,2,1,0,0,1,2,0,5,1,4,4,2,7,5,5,3,1,0
 3600700,1996,2,25,52,0,0,0,0,3,3,4,8,8,5,3,5,7,0,2,1,1,2,0
 3600700,1996,2,26,14,0,1,0,2,2,1,1,0,0,1,1,0,0,0,3,0,1,1,0
 3600700,1996,2,27,107,0,0,3,0,1,1,0,1,5,3,15,7,12,14,15,12,14,4,0
 3600700,1996,2,28,43,0,0,0,0,0,0,1,0,3,0,2,4,5,4,9,6,6,3,0
 3600700,1996,2,29,93,4,5,2,3,2,3,2,5,4,4,5,3,7,6,9,13,9,7,0
 3600700,1997,1, 1,3516,10,5,6,17,17,51,46,63,93,155,253,321,385,551,578,443,299,223,0
 3600700,1997,1, 2,175,0,0,0,1,0,6,3,8,10,14,19,22,20,21,19,13,8,11,0
 3600700,1997,1, 3,63,0,0,0,0,0,0,0,2,4,2,3,8,9,9,8,9,3,6,0
 3600700,1997,1, 4,99,0,0,0,0,1,0,1,0,4,4,7,9,15,9,18,13,10,8,0
 3600700,1997,1, 5,322,0,0,1,3,1,0,1,1,6,13,17,41,31,47,52,44,38,26,0
 3600700,1997,1, 6,217,0,0,0,0,1,1,0,1,7,8,21,20,31,48,37,13,17,12,0
 3600700,1997,1, 7,48,2,1,0,0,0,0,0,1,2,3,3,4,6,11,9,2,0,4,0
 3600700,1997,1, 8,20,0,0,0,0,0,2,0,0,0,0,1,1,1,2,1,4,4,4,0
 3600700,1997,1, 9,68,0,0,0,0,0,0,0,0,1,5,2,6,6,11,16,9,6,6,0
 3600700,1997,1,10,46,0,0,0,0,0,0,0,1,1,3,4,5,5,7,8,6,2,4,0
 3600700,1997,1,11,458,0,0,0,0,0,0,0,4,5,11,19,36,56,82,98,68,45,34,0
 3600700,1997,1,12,9,1,0,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0
 3600700,1997,1,13,387,0,0,1,3,8,14,12,16,22,30,52,45,32,44,46,41,17,4,0
 3600700,1997,1,14,26,1,0,0,1,0,0,2,1,0,2,2,1,3,5,2,3,3,0,0
 3600700,1997,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1997,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1997,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1997,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1997,1,19,738,0,0,0,0,0,0,0,0,3,14,26,62,96,153,140,115,79,50,0
 3600700,1997,1,20,51,0,0,0,2,3,9,13,9,3,5,1,4,1,1,0,0,0,0,0
 3600700,1997,1,21,68,1,0,0,0,0,0,1,2,2,4,12,7,9,11,5,8,3,3,0
 3600700,1997,1,22,108,0,0,0,0,1,0,1,1,1,2,5,5,10,14,27,18,12,11,0
 3600700,1997,1,23,9,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,2,1,0,0
 3600700,1997,1,24,53,2,1,1,0,0,2,3,2,2,2,9,4,4,9,4,4,2,2,0
 3600700,1997,1,25,16,0,0,0,1,0,1,1,0,3,1,1,1,2,2,1,1,1,0,0
 3600700,1997,1,26,15,0,0,0,2,0,3,1,1,3,2,0,2,0,0,0,1,0,0,0
 3600700,1997,1,27,126,0,1,0,0,1,2,4,5,1,12,24,9,9,8,23,15,7,5,0
 3600700,1997,1,28,49,0,0,0,0,0,0,0,0,3,2,5,2,2,10,9,7,4,5,0
 3600700,1997,1,29,100,2,2,2,2,1,7,2,3,0,6,6,5,10,11,14,10,11,6,0
 3600700,1997,2, 1,3071,14,5,11,12,26,45,78,128,174,258,257,290,266,358,331,332,244,242,0
 3600700,1997,2, 2,78,0,0,0,0,1,0,1,2,5,7,9,8,7,10,6,7,6,9,0
 3600700,1997,2, 3,29,0,0,0,0,0,0,0,0,1,0,0,0,2,4,5,6,4,7,0
 3600700,1997,2, 4,68,0,0,0,0,0,2,1,0,1,3,5,7,8,6,8,7,7,13,0
 3600700,1997,2, 5,303,0,1,0,2,2,3,2,3,13,15,20,28,22,39,38,50,34,31,0
 3600700,1997,2, 6,127,0,0,0,0,0,0,2,4,3,7,16,17,10,18,14,14,7,15,0
 3600700,1997,2, 7,16,0,0,0,0,0,0,2,0,0,1,1,0,3,1,3,3,1,1,0
 3600700,1997,2, 8,25,0,0,0,0,0,0,0,2,0,0,1,1,1,4,6,4,5,1,0
 3600700,1997,2, 9,87,0,0,0,1,0,0,1,0,3,1,2,5,7,14,10,10,17,16,0
 3600700,1997,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
 3600700,1997,2,11,243,0,0,0,0,1,0,0,4,7,16,12,16,33,46,26,36,27,19,0
 3600700,1997,2,12,11,2,0,2,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0
 3600700,1997,2,13,288,0,0,1,4,9,16,27,30,24,27,26,26,11,22,29,21,7,8,0
 3600700,1997,2,14,16,2,0,1,0,0,0,1,1,0,1,0,3,3,1,0,0,2,1,0
 3600700,1997,2,15,914,0,0,0,1,0,8,13,45,78,126,104,109,92,102,82,76,39,39,0
 3600700,1997,2,16,59,0,0,0,0,0,3,2,8,10,5,5,6,3,4,3,2,5,3,0
 3600700,1997,2,17,102,0,0,0,0,0,1,1,1,6,7,8,12,11,18,15,14,3,5,0
 3600700,1997,2,18,77,0,1,0,1,1,0,2,2,3,5,10,6,6,8,10,8,9,5,0
 3600700,1997,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1997,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1997,2,21,61,2,0,0,0,0,0,2,1,5,3,4,5,5,3,12,8,5,6,0
 3600700,1997,2,22,35,0,0,0,0,0,0,0,0,0,0,3,1,1,2,8,9,5,6,0
 3600700,1997,2,23,12,0,0,0,0,1,0,1,0,0,4,1,1,0,0,1,1,2,0,0
 3600700,1997,2,24,46,0,1,2,1,1,2,2,1,3,5,4,8,3,3,3,2,4,1,0
 3600700,1997,2,25,49,0,0,0,0,2,6,7,5,4,5,3,3,3,5,2,4,0,0,0
 3600700,1997,2,26,18,0,0,0,0,4,2,2,5,1,0,0,1,0,0,2,0,1,0,0
 3600700,1997,2,27,116,0,0,2,1,0,1,2,6,3,9,7,11,10,16,10,17,12,9,0
 3600700,1997,2,28,36,0,0,0,0,0,0,0,0,2,2,3,1,2,4,6,6,6,4,0
 3600700,1997,2,29,73,6,2,3,1,4,1,0,3,0,3,5,6,2,7,8,5,7,10,0
 3600700,1998,1, 1,3604,11,4,13,16,22,45,52,76,95,186,229,336,397,530,583,488,290,231,0
 3600700,1998,1, 2,153,0,0,0,1,1,1,4,8,11,22,13,17,14,12,15,17,9,8,0
 3600700,1998,1, 3,60,0,0,0,0,0,0,0,0,0,0,2,4,8,9,13,8,13,3,0
 3600700,1998,1, 4,92,0,0,0,0,0,1,0,2,2,5,5,7,6,15,18,17,7,7,0
 3600700,1998,1, 5,309,0,1,1,2,0,4,1,3,6,9,23,25,29,56,51,47,27,24,0
 3600700,1998,1, 6,231,0,0,0,0,0,0,0,1,6,12,17,27,33,36,38,28,12,21,0
 3600700,1998,1, 7,36,0,0,0,1,0,2,0,0,0,2,2,7,3,4,7,6,2,0,0
 3600700,1998,1, 8,28,0,0,0,0,0,0,0,0,1,1,1,4,2,4,4,7,0,4,0
 3600700,1998,1, 9,74,0,0,0,0,1,0,0,2,2,2,4,7,9,10,17,10,2,8,0
 3600700,1998,1,10,48,0,0,0,0,0,0,0,0,2,1,8,8,6,5,7,8,2,1,0
 3600700,1998,1,11,479,0,0,0,0,1,0,1,2,3,15,19,33,59,95,106,76,40,29,0
 3600700,1998,1,12,8,0,0,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,0,0
 3600700,1998,1,13,406,0,0,3,2,6,10,18,29,22,50,34,30,37,41,48,48,17,11,0
 3600700,1998,1,14,34,2,0,2,1,2,3,0,0,0,4,1,3,2,3,3,3,3,2,0
 3600700,1998,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1998,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1998,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1998,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1998,1,19,726,0,0,0,0,0,0,0,0,2,10,39,78,104,123,130,109,70,61,0
 3600700,1998,1,20,50,0,0,0,1,0,13,11,6,7,8,2,1,0,1,0,0,0,0,0
 3600700,1998,1,21,95,1,0,0,0,0,1,3,2,3,5,10,12,9,11,14,12,9,3,0
 3600700,1998,1,22,98,0,0,0,0,0,0,0,0,0,0,4,3,6,15,23,19,17,11,0
 3600700,1998,1,23,12,0,0,0,0,0,0,1,1,0,3,0,1,0,0,3,2,1,0,0
 3600700,1998,1,24,68,1,1,1,1,3,2,2,1,3,5,9,8,8,6,4,7,4,2,0
 3600700,1998,1,25,22,0,0,0,0,0,0,4,3,2,3,1,3,1,0,1,2,1,1,0
 3600700,1998,1,26,15,0,1,2,1,3,0,0,2,1,1,0,3,1,0,0,0,0,0,0
 3600700,1998,1,27,160,2,0,2,2,2,4,3,9,7,15,12,13,14,25,15,17,11,7,0
 3600700,1998,1,28,51,0,0,0,0,0,0,0,1,3,2,3,6,5,10,8,3,6,4,0
 3600700,1998,1,29,110,3,1,1,4,2,1,1,0,2,3,6,14,9,13,21,14,10,5,0
 3600700,1998,2, 1,3159,11,4,6,15,17,39,82,127,182,240,290,269,304,349,356,365,255,248,0
 3600700,1998,2, 2,65,0,1,0,0,0,2,1,1,1,3,6,7,8,8,6,10,4,7,0
 3600700,1998,2, 3,30,0,0,0,0,0,0,0,0,1,0,1,1,2,4,6,3,5,7,0
 3600700,1998,2, 4,57,0,0,0,0,0,1,1,0,2,1,2,0,1,8,7,10,8,16,0
 3600700,1998,2, 5,292,0,0,0,3,1,2,2,4,7,8,14,20,37,43,49,32,25,45,0
 3600700,1998,2, 6,151,0,0,0,0,0,0,4,3,8,11,11,11,18,12,24,21,16,12,0
 3600700,1998,2, 7,19,1,0,0,1,0,0,2,0,1,3,0,1,0,5,1,1,2,1,0
 3600700,1998,2, 8,34,0,0,0,0,0,0,0,1,0,1,0,2,1,1,10,9,5,4,0
 3600700,1998,2, 9,86,0,0,0,0,0,0,0,0,0,2,3,4,6,13,14,23,11,10,0
 3600700,1998,2,10,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0
 3600700,1998,2,11,253,0,0,0,0,1,0,1,3,3,6,22,15,22,44,46,44,23,23,0
 3600700,1998,2,12,8,0,0,1,0,0,2,0,0,0,0,1,0,2,0,1,0,1,0,0
 3600700,1998,2,13,318,0,0,0,5,4,16,31,21,27,26,30,25,28,26,20,29,17,13,0
 3600700,1998,2,14,18,0,0,0,1,1,0,0,2,0,1,2,3,5,0,0,2,1,0,0
 3600700,1998,2,15,933,0,0,0,1,2,2,21,53,74,111,130,111,99,106,69,64,53,37,0
 3600700,1998,2,16,99,0,0,0,0,2,2,10,7,21,14,7,7,5,5,6,5,3,5,0
 3600700,1998,2,17,99,0,0,0,0,0,0,0,2,6,6,10,13,14,10,13,9,7,9,0
 3600700,1998,2,18,86,0,1,2,0,2,0,0,5,4,2,8,11,4,8,15,9,11,4,0
 3600700,1998,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1998,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1998,2,21,58,2,0,0,0,0,0,1,1,5,5,6,4,6,8,7,8,3,2,0
 3600700,1998,2,22,38,0,0,0,0,0,0,0,0,0,2,0,0,6,6,5,9,6,4,0
 3600700,1998,2,23,10,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,2,1,0,0
 3600700,1998,2,24,41,2,1,1,0,0,1,1,2,2,3,4,2,4,1,5,7,4,1,0
 3600700,1998,2,25,59,0,0,0,2,1,4,2,9,8,7,7,5,2,1,3,4,2,2,0
 3600700,1998,2,26,15,0,0,2,1,1,3,1,1,1,0,1,1,1,1,1,0,0,0,0
 3600700,1998,2,27,105,0,0,0,0,0,2,0,2,4,12,6,8,12,14,18,15,10,2,0
 3600700,1998,2,28,33,0,0,0,0,0,0,0,1,0,2,5,4,3,2,4,6,5,1,0
 3600700,1998,2,29,64,5,1,0,1,1,0,1,1,0,5,0,3,6,5,4,12,6,13,0
 3600700,1999,1, 1,4124,19,8,5,26,30,49,59,84,129,189,263,367,454,581,692,580,345,244,0
 3600700,1999,1, 2,186,0,0,0,0,1,2,7,5,13,27,27,32,15,15,16,14,6,6,0
 3600700,1999,1, 3,63,0,0,0,0,0,0,1,0,2,4,5,5,8,11,8,9,6,4,0
 3600700,1999,1, 4,117,0,0,0,0,1,0,0,3,2,4,7,9,16,22,21,14,9,9,0
 3600700,1999,1, 5,326,0,0,0,1,1,4,1,3,6,10,12,20,40,54,56,45,36,37,0
 3600700,1999,1, 6,216,0,0,0,0,0,1,1,1,4,15,19,21,31,29,39,29,15,11,0
 3600700,1999,1, 7,41,0,0,1,0,0,0,0,0,2,1,2,4,4,8,9,7,3,0,0
 3600700,1999,1, 8,19,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,2,2,3,0
 3600700,1999,1, 9,80,0,0,0,0,0,0,1,1,1,5,4,7,9,15,15,12,5,5,0
 3600700,1999,1,10,61,0,0,0,0,0,0,0,0,2,3,6,7,10,11,10,11,1,0,0
 3600700,1999,1,11,511,0,0,0,0,0,1,0,3,6,13,20,34,56,86,104,106,58,24,0
 3600700,1999,1,12,8,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0
 3600700,1999,1,13,531,0,0,1,10,14,17,23,28,37,44,41,47,58,47,70,47,36,11,0
 3600700,1999,1,14,29,0,0,0,0,0,2,1,0,2,4,2,1,0,3,5,2,3,4,0
 3600700,1999,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1999,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1999,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1999,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1999,1,19,947,0,0,0,0,0,0,0,0,2,15,54,99,118,179,186,146,89,59,0
 3600700,1999,1,20,60,1,0,0,3,5,4,8,15,13,4,3,2,2,0,0,0,0,0,0
 3600700,1999,1,21,123,3,0,0,1,0,0,1,4,3,7,11,10,13,17,22,13,11,7,0
 3600700,1999,1,22,104,0,0,0,0,0,0,0,0,2,1,2,6,7,8,31,17,14,16,0
 3600700,1999,1,23,12,0,0,0,0,0,0,1,0,0,2,0,3,1,2,3,0,0,0,0
 3600700,1999,1,24,72,2,0,1,3,2,5,1,4,6,3,6,8,6,11,4,5,2,3,0
 3600700,1999,1,25,20,0,0,0,0,0,0,4,3,2,2,0,2,1,2,2,2,0,0,0
 3600700,1999,1,26,20,0,2,0,2,0,8,1,2,1,1,1,0,0,0,1,1,0,0,0
 3600700,1999,1,27,165,0,3,1,2,2,2,7,6,8,7,13,14,16,12,22,22,12,16,0
 3600700,1999,1,28,53,0,0,0,0,0,0,0,0,0,3,5,4,6,8,10,9,5,3,0
 3600700,1999,1,29,117,8,2,0,1,2,1,0,3,5,7,4,11,8,3,23,22,11,6,0
 3600700,1999,2, 1,3353,14,6,11,15,27,49,92,121,168,259,322,322,330,324,350,396,276,271,0
 3600700,1999,2, 2,58,0,0,0,0,0,0,0,1,1,4,9,6,10,4,6,5,8,4,0
 3600700,1999,2, 3,30,0,0,0,0,0,0,0,0,1,0,3,5,2,3,6,3,4,3,0
 3600700,1999,2, 4,62,0,0,0,0,0,0,1,0,1,2,1,2,7,9,10,6,10,13,0
 3600700,1999,2, 5,318,0,0,1,1,0,1,4,0,6,11,16,30,27,37,39,63,48,34,0
 3600700,1999,2, 6,133,0,0,0,0,0,1,1,4,4,10,6,13,17,16,15,16,12,18,0
 3600700,1999,2, 7,20,0,0,0,0,0,0,0,0,0,1,2,2,4,2,1,3,3,2,0
 3600700,1999,2, 8,22,0,0,0,0,0,0,0,0,1,0,2,3,1,2,0,7,3,3,0
 3600700,1999,2, 9,69,0,0,0,0,0,0,0,2,0,0,2,3,7,5,14,15,13,8,0
 3600700,1999,2,10,12,0,0,0,0,0,0,0,0,1,0,2,2,1,2,1,1,0,2,0
 3600700,1999,2,11,262,0,0,0,0,0,0,0,5,3,7,20,22,26,31,46,57,23,22,0
 3600700,1999,2,12,10,0,0,1,0,0,1,0,1,1,1,0,0,0,0,2,0,2,1,0
 3600700,1999,2,13,389,0,0,1,7,16,21,24,37,35,42,41,27,27,31,24,17,20,19,0
 3600700,1999,2,14,10,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,2,2,0
 3600700,1999,2,15,1023,0,0,0,0,2,6,23,45,80,120,160,131,125,89,73,78,47,44,0
 3600700,1999,2,16,61,0,0,0,0,0,4,10,5,7,9,4,1,5,4,3,5,4,0,0
 3600700,1999,2,17,107,0,0,0,0,0,0,1,1,4,8,10,13,22,10,16,13,5,4,0
 3600700,1999,2,18,90,0,1,0,0,1,2,0,1,0,9,7,9,12,9,11,7,6,15,0
 3600700,1999,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1999,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,1999,2,21,77,4,0,1,0,0,0,0,3,4,6,5,9,9,10,6,11,3,6,0
 3600700,1999,2,22,41,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,14,8,8,0
 3600700,1999,2,23,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
 3600700,1999,2,24,46,1,0,1,0,1,1,1,1,1,4,3,5,3,7,5,6,4,2,0
 3600700,1999,2,25,61,0,1,1,2,3,7,11,2,3,9,7,2,2,4,1,4,1,1,0
 3600700,1999,2,26,22,0,0,1,2,3,2,4,4,1,1,0,0,1,0,0,2,1,0,0
 3600700,1999,2,27,111,0,2,0,0,0,0,4,6,4,5,9,13,5,11,14,18,11,9,0
 3600700,1999,2,28,61,0,0,0,0,0,0,1,1,3,5,2,4,4,10,10,8,4,9,0
 3600700,1999,2,29,87,5,2,4,3,0,1,3,0,2,1,6,5,3,9,11,7,12,13,0
 3600700,2000,1, 1,4132,13,4,8,21,19,52,68,80,148,187,271,381,494,570,616,576,354,270,0
 3600700,2000,1, 2,187,0,0,0,0,4,3,6,6,13,22,16,22,34,19,15,14,8,5,0
 3600700,2000,1, 3,61,0,0,0,0,0,0,0,1,2,3,5,5,2,11,10,13,5,4,0
 3600700,2000,1, 4,114,0,0,0,0,0,0,1,1,3,2,8,9,11,14,18,21,14,12,0
 3600700,2000,1, 5,375,0,0,0,3,1,5,3,3,11,7,18,44,52,59,59,48,30,32,0
 3600700,2000,1, 6,279,0,0,0,0,0,0,1,3,9,8,29,27,37,38,47,38,27,15,0
 3600700,2000,1, 7,49,0,0,0,0,0,0,0,0,3,4,2,10,5,4,11,5,4,1,0
 3600700,2000,1, 8,28,0,0,0,0,0,0,0,1,0,5,3,4,1,1,4,3,4,2,0
 3600700,2000,1, 9,87,0,0,0,0,1,0,1,0,2,6,5,9,14,7,16,13,4,9,0
 3600700,2000,1,10,40,0,0,0,0,0,0,0,0,1,3,4,8,8,7,2,2,4,1,0
 3600700,2000,1,11,497,0,0,0,1,1,0,0,3,5,15,18,36,66,91,90,79,50,42,0
 3600700,2000,1,12,7,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
 3600700,2000,1,13,511,0,0,1,7,4,23,24,32,42,37,47,52,50,51,56,49,24,12,0
 3600700,2000,1,14,31,2,0,0,0,1,0,0,0,2,4,2,1,4,3,3,7,1,1,0
 3600700,2000,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,2000,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,2000,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,2000,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600700,2000,1,19,833,0,0,0,0,0,0,0,0,0,16,47,72,101,159,140,137,91,70,0
 3600700,2000,1,20,58,0,0,0,2,2,8,19,9,10,2,6,0,0,0,0,0,0,0,0
 3600700,2000,1,21,131,0,0,1,1,0,0,0,6,8,9,14,13,20,23,10,15,9,2,0
 3600700,2000,1,22,130,1,0,0,0,0,0,0,0,0,2,5,7,15,11,23,31,17,18,0
 3600700,2000,1,23,12,2,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
 3600700,2000,1,24,73,2,1,3,0,0,3,2,3,8,7,6,8,6,7,9,5,2,1,0
 3600700,2000,1,25,32,0,0,0,2,0,1,1,3,8,3,3,2,4,1,2,1,1,0,0
 3600700,2000,1,26,21,0,0,1,0,1,4,2,1,0,4,3,0,2,1,0,0,2,0,0
 3600700,2000,1,27,138,0,0,1,2,1,1,3,3,2,12,8,19,16,13,24,18,13,2,0
 3600700,2000,1,28,77,0,0,0,0,0,0,0,1,3,2,5,6,8,9,16,13,7,7,0
 3600700,2000,1,29,119,4,2,0,3,2,1,4,1,6,6,3,8,6,13,23,21,10,6,0
 3600700,2000,2, 1,3405,8,10,12,15,27,52,82,138,166,271,324,319,356,343,361,366,272,283,0
 3600700,2000,2, 2,62,0,0,0,0,0,0,0,2,4,1,7,4,6,4,6,9,9,10,0
 3600700,2000,2, 3,33,0,0,0,0,0,0,0,1,0,1,1,3,6,3,4,6,3,5,0
