gene,HR,z,pvalue,lower,upper
AC005387.3,0.950936335418534,-0.28986277023922,0.771921224457018,0.676734211519768,1.33624087363406
AC005387.2,0.961826483201768,-0.25194204949129,0.801085856864934,0.710557186640891,1.3019503583683
AC005253.2,1.11061646664888,0.467326509091393,0.640266293153967,0.715267626620908,1.724485898822
AC005932.1,1.20867106939061,0.997766723130999,0.318392489941175,0.832963711711792,1.7538408137608
AC004447.2,1.10580944454953,0.44183449111932,0.658608977704058,0.707808661668811,1.72760605213828
CTC-260F20.5,1.11120487462675,0.522636490245731,0.601227242071772,0.748271770358493,1.6501708634587
LINC00663,1.34025594709746,1.50828627803628,0.131481273644457,0.916034493471552,1.96093707882399
CTC-559E9.4,1.46613591501571,2.29940380711764,0.0214820199665783,1.05810988743594,2.03150404964823
CTC-559E9.6,0.91996371397142,-0.332525212376429,0.7394927050459,0.562637419015651,1.50422493495859
CTC-559E9.5,1.37773194705905,1.29872571776661,0.194038074904876,0.849464293163533,2.23452043037401
CTC-559E9.8,1.0187879349651,0.0826821205225721,0.934104301943034,0.655328429974765,1.58383004453266
AC007204.2,1.44069820445453,2.03739550134877,0.0416104243242283,1.01397346707484,2.04700752407884
CTC-260E6.6,1.36823910898841,1.68874460786128,0.0912683831176876,0.950893369269642,1.96875729694415
CTD-2626G11.2,1.49247522873922,3.29721847284039,0.000976475131972746,1.17633657212808,1.89357566633375
CTD-2542C24.1,1.40977813048082,2.44206369084662,0.0146035699751082,1.07014981549709,1.85719265508521
CTD-2561J22.5,1.17098278138577,0.720459628511391,0.471242047956171,0.762190036576632,1.79902728781485
CTD-2561J22.4,1.06761922929256,0.332857633874822,0.739241750811632,0.72626031172688,1.5694246268876
RP11-678G14.2,0.94337105867227,-0.234810115910684,0.814356115873191,0.579905670959776,1.53464433770327
RP11-678G14.3,0.851458628926788,-0.419005845126856,0.675211860552023,0.40132190991995,1.80648446758986
CTC-451A6.4,0.935757894627905,-0.261333738341363,0.793835150866306,0.568714180668051,1.53968877007754
CTD-2291D10.4,0.816159408335914,-0.886426996679855,0.375387476969229,0.520837376381119,1.27893313733268
RP11-15H20.7,1.11370813887049,0.505269827152617,0.613369332081817,0.733403691639562,1.69121840089666
RP11-15H20.6,1.09679497356313,0.430070461882609,0.667144386077415,0.719882092725873,1.67105033753273
CTB-176F20.3,1.16680892998613,0.819723805815354,0.412373575769889,0.806868942080802,1.68731625186168
CTB-175P5.4,1.16175813563198,0.982547055727045,0.325830412805929,0.861438471354516,1.56677697895807
CTB-92J24.3,1.00585731328308,0.0186243745619758,0.985140758118276,0.544022482001037,1.85975574201201
CTB-92J24.2,1.27411044708325,1.14512842575943,0.252155961886132,0.841662775059039,1.9287504205622
CTD-2017D11.1,1.07503807784322,0.326268444201176,0.744221260919871,0.696071911236598,1.66032682853082
LINC00662,1.08843939903827,0.394119065898897,0.693493135323621,0.714127533322529,1.65894783508331
