,GSM904985,GSM904986,GSM904988,GSM904989
MED15P9,6.614537056,7.13742874,6.875117985,6.329179288
MEF2C-AS1,5.874645004,5.262885562,5.885562837,5.222389769
MEG3,5.4468457075,5.17391068,5.210156509,5.162436203
MEG9,3.966929391,3.987034334,4.542781924,3.616262974
MIAT,5.3930261055,5.626901384,5.811372775,5.809213438
MIATNB,6.064916915,6.101969643,6.3432510035,6.2487657135
MIF-AS1,6.002096642,6.8939027,6.360907677,6.795997277
MINCR,5.574897836,4.778422366,6.661548052,5.809894825
MIR1-1HG,7.487035858,7.537373994,7.544719748,7.957624541
MIR100HG,7.0339767645,5.8832373785,6.5319680495,5.576205991
MIR124-2HG,4.160400418,4.118221426,4.485995521,4.612366621
MIR133A1HG,3.468510262,3.487301741,3.826801389,3.636526992
MIR17HG,3.313978281,3.58360169,3.049771041,3.734354473
MIR181A2HG,6.14204722,6.176086225,6.774209714,6.961291825
MIR2052HG,5.219414531,5.040303205,5.242625933,5.043860508
MIR205HG,4.160838912,3.990665072,4.606159134,4.508392991
MIR210HG,5.8071162565,8.323132167,5.796773163,8.374238097
MIR31HG,6.225710455,5.795221807,6.086931579,5.89784504
MIR3663HG,3.156727129,3.349695767,3.31245378,3.814452607
MIR3681HG,4.964255134,5.279181898,5.263501409,4.869128782
MIR3945HG,4.9383980975,4.7787244305,5.1118579845,4.6073748405
MIR3976HG,4.146146706,3.728475704,3.949650441,3.749016623
MIR4290HG,3.703907069,3.421877282,3.160101585,3.558989557
MIR4300HG,5.80702768,5.953000003,6.208978138,5.599029502
MIR4307HG,4.292356999,4.594694863,4.918345338,4.014374376
MIR4435-2HG,4.7599013045,5.609399255,4.493362976,5.236033358
MIR4500HG,3.915599276,3.664104744,3.767637155,4.010788081
MIR548XHG,3.446727966,4.077059655,3.773536043,3.113710992
MIR646HG,4.450756448,6.008342583,5.62975871,5.787079944
MIR663AHG,3.544282906,3.876529192,3.347359191,3.551224832
MIR670HG,6.343078865,6.625767965,6.666409089,6.127032091
MIR7-3HG,4.4327394045,4.5843016615,4.4479809255,4.2054968885
MIR9-3HG,4.862998562,5.1021094805,5.476429859,5.2952979935
MIR924HG,3.501677788,3.533013723,3.815529213,3.951185827
MIR99AHG,4.99136275,4.472028019,5.012856198,4.998850473
MIRLET7BHG,6.7684822775,6.838715032,6.975048717,6.4863234325
MKNK1-AS1,6.076030019,6.097659373,6.117701705,6.29958573
MMP25-AS1,5.307512626,5.343097409,5.624561712,5.170806519
MNX1-AS1,4.191706925,4.203156591,4.396852913,4.354444779
MORC2-AS1,7.444088783,7.577221906,7.396645313,7.386686751
MORF4L2-AS1,5.4061071395,4.8277353775,5.2264228925,5.391280506
MRGPRF-AS1,7.018301291,7.128396862,6.970405974,6.790912611
MRGPRG-AS1,6.313011357,6.799194316,6.541510923,6.488580735
MSC-AS1,7.251461954,8.061400943,5.706835792,8.806472833
MTMR9LP,6.571928013,6.6334677745,6.5728149085,6.414202378
MTUS2-AS1,5.095634718,4.63090547,5.840529636,4.831447936
MYCNOS,5.4939396055,5.116715333,5.3725744135,5.3567021245
MYCNUT,5.713791971,5.685185132,6.065073687,6.01761121
MYLK-AS1,6.526820383,6.247848529,6.336616127,6.32747873
MZF1-AS1,4.389668096,4.374745395,4.466137857,4.455453489
N4BP2L2-IT2,4.988054761,4.673358726,4.617819316,4.814695081
NAALADL2-AS3,3.453130522,3.410818362,3.169268148,3.506182722
NADK2-AS1,4.21324822,4.714758682,4.170302198,3.705670374
NALCN-AS1,5.743846635,5.642394652,6.061494879,6.103530927
NALT1,7.313386605,7.140423061,7.375598807,7.29172791
NAPA-AS1,6.404140421,6.652496789,6.4817111705,6.615206205
NAV2-AS2,4.820909062,4.218027001,4.063717616,4.318850308
NAV2-AS4,6.214934014,5.838369261,5.974504435,6.351562703
NAV2-AS5,4.028830779,4.361919937,4.203832066,3.915678611
NAV2-IT1,4.756480475,6.035353288,5.169140177,4.979515411
NBAT1,6.17152144,5.650568198,6.61953535,6.473402788
NBR2,7.273719012,7.138130774,7.0956543065,6.830099193
NDUFB2-AS1,6.741252517,6.939030257,6.833608211,5.960563393
NDUFV2-AS1,5.310433364,4.829641297,4.9979560065,4.893812664
NEBL-AS1,6.529774058,5.866478503,4.830818578,6.282503125
NEGR1-IT1,5.590396527,4.653414719,4.922406175,5.115351829
NEXN-AS1,3.940577006,3.584600182,3.731034747,3.811925125
NFE4,4.008739813,4.160090236,4.232733378,4.277657163
NFIA-AS2,3.865975009,4.254716248,4.172397915,4.341388425
NFYC-AS1,6.524068441,6.073153221,6.488326294,6.16802345
NHEG1,4.866609775,4.858911633,5.631384857,4.741819713
NIFK-AS1,7.2165817975,7.439452629,7.0413303965,7.6624921235
NKAPP1,6.188429222,6.320638898,6.551076323,5.932953963
NKX2-1-AS1,6.073784888,5.836970393,6.082120265,4.978085987
NNT-AS1,8.502083928,8.576319782,8.274364303,7.644460788
NOP14-AS1,6.099932688,6.147760406,5.432968936,6.326085595
NORAD,10.310952694,10.376245117,10.1182648785,10.223944807
NPHP3-AS1,4.8726938175,5.1301078515,4.9294946735,5.022614155
NPSR1-AS1,4.131648723,4.1935140605,4.5014065825,4.4362986585
NPTN-IT1,6.942901498,7.256938356,7.009522939,6.630006837
NR2F1-AS1,5.662621971,6.108079843,4.661003421,4.311455808
NR2F2-AS1,6.811939635,6.289366578,6.282194573,5.857102873
NRAV,7.3619671165,7.3640124555,7.526057677,8.0405875405
NRG1-IT1,3.889867978,4.439161063,4.140458268,4.133730071
NRSN2-AS1,6.942901498,6.439412891,6.43572111,6.4532136
NTRK3-AS1,6.572032611,6.600563248,7.039737131,6.717360065
NUP210P1,4.925791196,5.05906426,5.24977682,5.401525922
NUTM2A-AS1,6.531748891,6.236452329,5.918725632,6.231380504
NUTM2B-AS1,5.531217295,5.236913228,5.4732503035,5.618767735
OGFRP1,7.337242699,6.891740207,7.681194889,6.907167897
OIP5-AS1,9.217131702,8.732859184,8.760459221,8.74733638
OLMALINC,4.761767162,5.474352179,5.454658598,5.125632431
OR12D3,5.391347459,5.278070904,4.811856056,5.309365599
OR5V1,4.016803379,3.998744482,4.43135516,3.93537883
OSTCP1,3.589489897,3.869739375,3.518387564,3.572520807
OSTM1-AS1,3.523531437,5.502585667,3.436566721,4.528481811
OTUD6B-AS1,8.238335894,7.532934201,8.405340734,8.1638689965
OTX2-AS1,3.652831125,3.427402589,4.187414208,4.368821021
OVAAL,5.417860362,4.785165264,4.757328282,4.984479663
OVCH1-AS1,6.680858973,6.423951058,6.894801116,7.279956328
OVOL1-AS1,7.148072046,6.893709113,7.720419674,7.149376849
PACRG-AS1,4.994436437,4.796127188,4.899175194,4.977473767
PACRG-AS2,4.0965068315,3.9990900925,3.8888030785,4.0483029625
PACRG-AS3,4.705509037,5.021550472,5.140368942,4.430060682
PAN3-AS1,6.368202266,7.838970907,6.247430616,6.14291262
PARD6G-AS1,6.495221872,6.6651493495,6.745032654,6.3524831315
PART1,6.051014794,5.795677645,5.627638088,5.453786097
PARTICL,6.665310213,6.402944658,6.642243915,6.59484602
PATL2,5.096794034,5.25944533,5.156053546,5.713372817
PAX8-AS1,5.9787591075,5.7344799315,6.29990405,6.115330976
PAXBP1-AS1,4.6322662725,4.753152101,4.5362509555,4.859054029
PAXIP1-AS2,6.576821892,6.442423745,6.608766473,6.527897104
PCA3,4.274844258,4.2609949235,4.31571519,4.33132125
PCAT18,3.927369975,3.876529192,3.879248412,4.110653139
PCAT19,6.672056589,7.002777672,6.46271747,6.639457844
PCAT4,5.2233204085,5.36624032,5.347424871,5.3254107815
PCAT6,6.692324198,6.543351682,6.441228568,8.86131051
PCAT7,6.741252517,5.9182913,6.847354313,6.19351962
PCBP1-AS1,5.5808958905,5.6992073575,5.708682271,6.058768748
PCED1B-AS1,4.244266859,4.465046667,3.729348473,4.635588585
PCGEM1,4.638890628,4.8080951905,4.764677324,8.222058098
PCOLCE-AS1,7.017599806,7.144236104,7.565882098,6.813116379
PDCD4-AS1,5.110284603,5.450575239,5.397565524,5.810175167
PDZRN3-AS1,5.163924394,5.297309737,5.520248407,5.094116607
PEX5L-AS2,3.912952727,4.107874746,4.201027876,3.736554922
PGM5-AS1,7.241036541,7.312782359,7.147766996,6.940049656
PGM5P2,4.052562585,3.671797271,3.273907358,3.715225738
PHACTR2-AS1,4.1455253065,4.191482176,4.252225819,4.5541661705
PHF1,8.968676376,8.8966417545,8.62584148,8.7105364395
PICSAR,4.197022008,4.273956249,4.230979694,4.03730115
PIK3CD-AS1,7.477664963,7.62569147,7.684955058,7.674965578
PIK3CD-AS2,4.1308989555,4.0705005925,4.1817535795,4.070181537
PIN1P1,7.004000308,6.644769722,6.941044061,6.881461364
PINK1-AS,6.275233698,6.529735359,5.817380474,6.10864851
PITPNA-AS1,7.71876776,7.601745998,8.058148247,8.089316715
PITRM1-AS1,4.977722262,5.675242611,4.688197811,5.069320042
PKIA-AS1,3.131547977,2.808074079,3.125329694,3.148376859
PLA2G4E-AS1,3.5405784195,3.7140053135,3.696523752,3.4605561885
PLAC4,6.174955731,5.911194788,6.230520151,6.090309528
PLCE1-AS2,4.7145625825,4.5193767265,4.9243323085,5.0778879515
PLCG1-AS1,4.154286721,3.959865661,4.575516089,4.154695466
PLCH1-AS1,5.382430952,5.34186982,5.460690447,5.277265752
PLEKHA8P1,6.666682344,7.129612949,6.910285706,7.348899443
PMCHL2,4.1094085925,4.141710176,4.3014552355,3.914586234
PMS2P3,8.4745822285,8.3865407025,8.6592014865,9.0045808155
POLR2J4,5.7790515785,6.131013797,6.0784127885,6.1393850015
POM121L9P,5.519680112,5.162898104,4.9767731045,6.415318418
POT1-AS1,3.759297112,3.143565738,3.532025241,3.620260392
POU6F2-AS2,3.532735571,3.165280845,2.923623238,3.120906341
PPP1R26-AS1,6.271738337,5.6036452255,5.889077845,5.573607877
PPP3CB-AS1,6.2274039785,6.059048572,6.31177795,6.3064518935
PRICKLE2-AS3,4.60854102,4.310174126,4.934136123,5.111562816
PRKAG2-AS1,7.674763951,6.37146388,7.061456564,7.621186836
PRKCA-AS1,3.125049854,3.281630353,3.2822422055,3.7630902685
PRKCQ-AS1,6.439053835,5.994744908,6.741294265,6.463430002
PRKG1-AS1,4.0356151,4.648407703,4.346629565,3.703124779
PRMT5-AS1,5.762402903,5.564981739,6.510275036,5.71634471
PRNT,5.116178619,5.371410418,5.380929972,5.466774778
PRORSD1P,5.674754227,5.92067006,5.834717076,6.839043836
PRORY,6.258358746,6.195632214,6.485876911,6.291621729
PROSER2-AS1,4.940678099,4.3123438155,4.843408152,4.813628985
PROX1-AS1,4.11051206,3.876529192,3.782062804,3.859230161
PRR34,7.231726237,6.861712569,7.3062951,6.848881768
PRR7-AS1,5.355539094,5.050713879,5.262853055,5.413990552
PRRT3-AS1,5.419097646,5.824325816,6.191387995,5.173069664
PRRX2-AS1,5.821211446,5.999990893,6.298468127,5.738495456
PRSS30P,5.082930284,5.657924455,5.577979888,5.59697907
PSMA3-AS1,7.702776806,7.806125674,7.106392872,6.675549185
PSMB1,12.17465029,12.32473825,12.31538712,12.58476412
PSMB8-AS1,7.051990464,7.4310417325,6.886460775,7.4412103465
PSMD6-AS2,6.1923888235,6.147799,6.272861607,6.3326764515
PSMG3-AS1,6.38128978,6.190112699,6.445111832,6.33067717
PSORS1C3,4.779548947,5.25633767,4.649230121,4.867187836
PTCSC1,6.19228092,6.220175255,6.733728506,6.268401364
PTENP1,5.910972753,6.849139272,6.777629035,7.614380637
PTOV1-AS1,5.1871771805,5.308728978,5.3426395755,5.2991135955
PTOV1-AS2,7.03097192,7.379829373,7.543188967,7.577019406
PTPRD-AS1,5.48529378,5.107497822,6.310580189,6.07649881
PTPRG-AS1,3.707116716,3.641130952,3.557744837,3.047142684
PVT1,5.037563618,5.609616832,5.629638113,6.083877653
PWRN2,3.2060612695,3.7124054475,3.4254038655,3.461274281
PXN-AS1,6.356633842,6.148680233,7.005183849,6.359958804
PYCARD-AS1,5.077460895,5.21248659,5.573656152,5.611784243
RAB11B-AS1,6.4258368645,6.201770376,6.004789735,6.3260360845
RAD51-AS1,6.454908835,6.5665245725,6.4487770875,6.188163113
RALY-AS1,5.987493392,6.132005779,6.331371878,6.885221199
RAMP2-AS1,4.5430849445,4.933078012,4.615721007,5.4057040825
RAP2C-AS1,6.132304826,6.102912547,6.119944239,5.700179104
RAPGEF4-AS1,4.874082134,4.382818663,4.404246735,4.516139779
RARA-AS1,8.506001837,8.357468402,8.368202134,7.815198387
RASSF1-AS1,5.954640388,5.854220412,6.779678764,5.77794185
RASSF8-AS1,7.142535627,6.2421119405,7.518845544,6.277728296
RBFADN,5.4656784325,5.2992451665,5.439528137,5.1858159425
RBM26-AS1,6.488502852,6.3059857025,7.0047483105,6.052413895
RBMS3-AS3,3.929261761,4.619308094,4.459990208,3.817283983
RBPMS-AS1,6.722364172,6.448334905,6.8689179,8.076085379
RFPL1S,4.198504142,3.841990518,3.430960389,3.456051963
RFPL3S,3.631280179,4.559529585,3.642783225,4.30404884
RGMB-AS1,5.272211867,4.935567393,5.245700732,4.803815098
RGPD4-AS1,3.907317466,3.859966746,3.883021557,4.239375993
RHPN1-AS1,6.529671007,6.590115344,6.567547929,6.552702182
RMST,5.442444402,4.830629115,5.474641226,5.264715927
RNF157-AS1,7.27625939,6.090057393,5.925921291,4.315120164
RNF185-AS1,6.532475607,6.161726903,6.417007572,6.911674404
RNF217-AS1,3.065713255,3.623405638,2.964631492,3.341486218
ROR1-AS1,4.038552668,3.689307262,3.844222464,3.529628237
RORA-AS1,5.1467568075,5.4531084655,4.9013019275,4.7288531235
RP9P,8.139746735,8.469206698,8.136505593,8.118559596
RPL13AP17,7.323697786,7.237277454,7.623344136,7.176359638
RPS6KA2-AS1,5.750300122,5.551500062,6.148612283,5.988355781
RRN3P2,4.624973584,4.982567034,4.502034688,4.620827791
RRN3P3,4.961175008,5.865748571,5.4215318,5.030696738
RUNDC3A-AS1,4.159002886,3.410927726,3.836835792,3.770429732
RUSC1-AS1,6.637877765,7.1280747665,6.760945081,7.070638817
SACS-AS1,3.7261854675,3.596770364,3.698844119,3.5542664825
SAMMSON,3.415329223,3.499585149,3.65269664,3.345452045
SATB1-AS1,5.400699393,5.181725557,4.785395306,5.293362219
SATB2-AS1,4.629391378,4.0976587515,4.555554872,4.5829781675
SBF2-AS1,5.4962106615,5.377594093,5.6796298915,5.6705118
SCAMP1-AS1,9.13944438,8.823058524,8.961308499,8.376449656
SCOC-AS1,5.410988456,5.07964383,5.187807652,5.052574917
SDCBP2-AS1,5.487508543,5.3599739325,6.0049106205,5.4827695185
SEC1P,5.46148482,5.311339615,5.806280305,5.365725609
SEC24B-AS1,6.112265004,5.919107741,5.966926694,5.361198462
SENCR,5.797721287,6.067758523,6.073532895,6.001431809
SEPSECS-AS1,5.160856856,4.802765022,5.515764076,5.718925734
SERPINB9P1,5.523730598,5.77936862,6.157202032,9.052497986
SERTAD4-AS1,8.256692516,7.777784532,7.338586672,7.697060431
SFTA1P,5.289554393,5.838149911,6.014588636,6.785787283
SFTA3,3.27668664,2.982616035,2.957887046,2.993418982
SH3BP5-AS1,7.368025211,6.749505011,7.102151975,6.43435573
SH3PXD2A-AS1,4.809914474,5.635629438,4.755265044,5.119066029
SH3RF3-AS1,3.631280179,3.507434372,3.689483161,3.724107371
SHANK2-AS3,6.417595107,6.109046043,6.191581995,6.1095696
SIGLEC5,5.464496834,5.819149828,6.102792845,5.649395019
SIX3-AS1,4.923115371,4.560777464,4.707347068,4.91753649
SLC14A2-AS1,4.968137317,4.441789518,5.140368942,5.393603785
SLC16A1-AS1,5.607002966,5.589070026,5.827144052,6.032749083
SLC16A12-AS1,7.539380622,6.601529798,7.884473914,5.657759205
SLC25A21-AS1,5.506527201,5.683210207,6.156930303,5.562720417
SLC25A25-AS1,8.747278845,7.622201743,8.666133946,6.605725039
SLC25A3P1,4.644029336,5.502585667,4.76393623,4.952779813
SLC25A5-AS1,6.3475618875,5.7109973335,6.592211903,5.8720747225
SLC26A4-AS1,3.448906325,3.344467398,3.441847591,4.235847127
SLC44A4,7.641289326,5.77090096,8.5425655325,6.361512565
SLC7A11-AS1,4.475675347,4.68767531,4.869517623,5.148155837
SLC8A1-AS1,4.1724973595,3.741040337,4.336355659,4.9242367885
SLCO4A1-AS1,5.897200185,6.019509433,6.335135056,6.605725039
SLFNL1-AS1,5.089606527,4.832181407,5.179703171,5.223058091
SLIT1-AS1,4.487929826,4.474822316,5.361961068,5.240238015
SLIT2-IT1,3.793279132,3.205127645,3.516119119,4.607056804
SMAD1-AS2,4.426174166,3.861426536,3.807647043,3.846450822
SMAD5-AS1,5.568036541,6.050410052,6.010138185,6.458778301
SMCR5,4.565346238,4.282691891,5.249362495,5.35228704
SMG7-AS1,4.2191727355,4.32239314,4.7852172285,4.2822663045
SMIM10L1,6.537482317,6.524323841,6.546214851,5.815650589
SMIM2-AS1,4.745731123,6.575244319,6.964079286,6.507714415
SNAI3-AS1,5.8699710565,5.61500325,5.9212628515,5.3278566395
SND1-IT1,5.970767669,6.216962568,5.758761522,6.20404672
SNHG10,4.988054761,5.243119953,4.640962402,4.971353755
SNHG17,8.94905849,9.019624762,7.505969129,8.0068582765
SNHG18,7.5015508,7.982350708,7.480889235,7.426073169
SNHG19,9.931869178,9.284201635,9.869547252,10.13715638
SNHG22,3.915599276,4.122677439,4.324269116,3.905658693
SNHG4,4.109496346,3.543581275,3.401735954,3.991349072
SNRK-AS1,5.775670765,5.220460655,6.24233699,5.395587093
SOCS2-AS1,5.314111088,4.580518201,5.380104025,4.551755674
SORCS3-AS1,5.338628374,5.139330681,5.328923662,4.661936209
SOS1-IT1,4.871903666,5.05751822,5.022708985,4.751321877
SOX2-OT,3.500886337,3.095915269,3.273907358,3.154450989
SOX21-AS1,3.957166684,3.54702217,3.586612597,3.63674762
SOX9-AS1,5.667467571,5.691217034,5.863445995,6.2944356675
SP2-AS1,5.651114472,4.887849934,5.414602559,6.674149158
SPAG5-AS1,6.191218679,5.9499489155,6.154925345,6.0586092575
SPANXA2-OT1,4.293652763,4.317093162,4.557208709,4.093365654
SPATA3-AS1,5.538974823,5.758874382,5.74376869,5.59697907
SPATA41,5.501923497,5.766220905,5.589691208,5.513217632
SPATA42,4.328623862,3.984827434,4.056175318,3.969545278
SPATA8,6.713119031,6.565099175,7.066448003,6.777039981
SRD5A3-AS1,3.809673501,3.503271025,3.439298809,3.811925125
SRRM2-AS1,5.874645004,5.951414515,5.888693692,5.987855569
SSBP3-AS1,6.107109453,6.352358467,6.240459763,6.263470246
SSTR5-AS1,6.216236731,5.072003872,5.06184796,5.249945698
ST20,6.635280523,6.4685723915,7.0272998905,7.3297356485
ST20-AS1,7.683423251,7.938508427,7.704213146,7.166994947
ST7-AS1,5.8783407,6.440840678,5.486253665,5.644097435
ST7-AS2,3.6619323695,3.79165557,3.810831349,3.975079002
ST7-OT4,3.644017872,3.64898927,3.339858292,3.845113021
ST8SIA6-AS1,5.322648385,4.936335634,5.412489096,5.095616411
STARD13-AS,5.2658159195,4.887916874,5.5425416265,4.8930190395
STARD7-AS1,7.046069229,7.266610722,6.912096952,6.881461364
STAU2-AS1,5.32066004,5.181295714,5.508549429,5.107642153
STK24-AS1,3.988551163,4.147150254,3.844254652,4.52136421
STX18-AS1,4.00696302,3.443244891,4.039115363,4.154695466
STXBP5-AS1,4.272840583,4.451615282,4.287781124,3.932154475
SUCLA2-AS1,4.595518044,4.68767531,5.048388239,4.890353806
SYNPR-AS1,4.952952613,4.309373125,4.901608714,4.675441087
TAF1A-AS1,6.369505056,6.051491767,6.804968688,7.762367883
TAPT1-AS1,7.269832899,6.590115344,7.231521046,6.914942917
TBC1D22A-AS1,4.937737941,4.80040216,5.154818188,5.114519499
TBX18-AS1,2.65721618,3.402667281,3.096880695,2.974635503
TBX2-AS1,8.035776013,8.166976579,8.235562898,7.483720269
TBX5-AS1,4.074450157,4.138506915,4.0186049645,4.206615613
TCF4-AS1,3.590747473,3.593381913,4.050105566,3.5585712
TCL6,5.804556855,5.191668171,6.126977804,5.3629288735
TDH,4.947589343,4.394809387,4.890233054,4.773924763
TDRG1,5.874645004,5.802223943,6.381409027,5.631771018
TEX26-AS1,4.875238462,4.68767531,4.524646124,5.373275804
TEX36-AS1,3.400366982,2.848599824,3.306519676,3.257222201
TEX41,4.096169116,4.029930348,3.914733229,4.854454
TFAP2A-AS1,6.0149200305,5.6909666035,6.163692486,5.4941204795
TH2LCRR,4.621589713,4.840525885,4.321079327,5.55211413
THAP7-AS1,5.8468064885,5.5931390645,6.180641526,5.7426052
THAP9-AS1,8.836293089,8.768270773,8.502471125,8.990710988
THSD4-AS1,4.590920769,4.768962471,4.705502764,4.643545508
THUMPD3-AS1,6.725142811,6.3291689955,6.800903736,6.584894573
TIPARP-AS1,4.091186605,3.873773705,4.039023113,3.909833263
TLR8-AS1,5.01052915,5.519593423,5.077888256,5.556466039
TLX1NB,6.081968896,6.027916763,6.36881246,6.373231571
TMC3-AS1,5.671897592,5.627584105,6.138651224,5.531229296
TMEM105,7.523562968,7.161000679,7.907845838,7.620969386
TMEM108-AS1,4.480695012,5.088118343,4.549147559,4.579158202
TMEM147-AS1,6.7625889415,6.355147295,6.8538904015,6.577238122
TMEM254-AS1,7.177442616,7.121185781,7.063683604,6.964763657
TMEM26-AS1,3.6024184665,3.425905839,3.541410598,3.70576584
TMEM44-AS1,7.05014358,6.233532966,6.889821421,6.578178244
TMEM51-AS1,5.17991567,5.1821138565,5.4028634075,5.294968151
TMEM72-AS1,6.321680927,6.340243367,6.493607683,6.561298928
TMEM92-AS1,6.4171195715,6.1848337435,6.91687041,6.42894306
TMPO-AS1,4.715607361,5.162111335,4.614556892,4.734509721
TNK2-AS1,5.400699393,5.648217672,4.789268982,5.831739398
TOB1-AS1,5.402697572,5.330499369,5.484689871,5.406634637
TONSL-AS1,6.36080393,6.746762062,7.000372811,7.004560317
TP53TG1,8.620238745,7.952346908,9.002106028,8.729070334
TPRXL,6.340651509,6.207345764,6.378838048,6.27252905
TPT1-AS1,6.737606674,7.063695032,6.543578482,7.34804983
TPTEP1,5.7702550375,5.3250385445,5.5615071395,4.4920546025
TRAF3IP2-AS1,5.679174098,5.223678354,5.358499827,5.128327255
TRAM2-AS1,8.125909483,8.6157194,8.508362745,8.864549632
TRG-AS1,4.617988502,4.749143544,4.707376918,5.268295772
TRHDE-AS1,6.670897346,5.9778316845,6.8511407255,6.7612599315
TRIM52-AS1,7.5540847275,7.234881145,6.9043528655,7.458065901
TRPC2,6.348543803,6.442718927,6.412332449,6.120588432
TRPM2-AS,6.196203496,6.414081736,6.850035922,6.595989429
TSC22D1-AS1,5.1388107195,4.3604415125,4.8084552875,4.765998932
TSIX,10.32826176,10.2294,9.086353674,10.00091948
TSPOAP1-AS1,4.578486906,4.4824812975,5.292950977,5.084861565
TTC28-AS1,6.225710455,6.849636007,5.997792188,6.279575964
TTLL7-IT1,4.976000259,4.336560093,4.639560966,4.47594703
TTN-AS1,5.834127141,5.3235672035,5.8791854645,5.672939182
TTTY10,4.704797836,4.288817209,4.299266649,4.499703141
TTTY11,5.847138367,5.887507517,5.823155346,5.791929013
TTTY12,4.254236406,4.9253408,4.466347705,4.336494772
TTTY13,3.940948693,4.870840029,4.657267192,4.282747012
TTTY14,5.307855071,5.661434834,5.82396002,5.872968003
TTTY5,6.483305614,5.924161479,6.555899883,5.746017192
TTTY7,6.013667099,5.182613368,5.472181582,5.627019002
TUSC7,4.480677124,3.927627566,4.4479404315,4.3345396765
TUSC8,4.43668405,4.516875384,4.454930185,4.475461024
TYMSOS,6.560256589,7.569734134,7.594496952,5.874460586
UBAC2-AS1,5.3614268795,4.806908339,5.734748502,4.7454900665
UBE2DNL,4.407669304,4.279909711,4.466137857,4.454274076
UBXN7-AS1,4.401468468,3.602264852,4.662324093,4.80531467
UCA1,6.257595969,5.746981752,5.729653374,6.104858262
UMODL1-AS1,5.098356673,5.4405815,5.587016065,5.425458482
UNC5B-AS1,6.002096642,5.313133565,5.766302087,5.609187936
URB1-AS1,8.043001808,7.879946279,7.928816316,7.750919398
USP2-AS1,5.140713846,4.809106825,5.846484587,5.189812997
USP3-AS1,6.225710455,5.436510035,5.943561069,5.588120673
USP30-AS1,5.681795649,5.766873695,6.305336475,6.587701221
UST-AS1,3.2682680675,3.4951048525,3.350662377,3.662446654
VAC14-AS1,4.0196746,5.035276877,4.419347659,4.412749499
VENTXP1,4.3244476885,4.283610252,4.6924515205,4.648526417
VPS13A-AS1,6.446886933,6.662697833,6.236608813,6.478137583
VPS9D1-AS1,7.035909884,6.906494462,7.66083973,7.527775681
VWA8-AS1,3.204907189,3.13659081,3.026627546,3.1269135985
WAC-AS1,9.514915817,9.262083228,9.418264932,9.557211508
WASIR2,3.534768837,4.205459212,3.832921865,4.231809837
WDFY3-AS2,9.007463742,9.240778184,9.705602761,8.186524986
WDR86-AS1,4.373306682,4.510023916,3.727201301,4.122988275
WEE2-AS1,6.147335131,5.461255524,5.826808069,6.01931653
WFDC21P,6.996285639,6.921620576,7.116822303,7.941107415
WT1-AS,5.995459685,5.243733135,5.861059136,5.180894614
WWC2-AS2,5.348859736,5.933627982,6.47293879,6.32386474
WWTR1-AS1,5.909908607,5.885947605,5.768470244,6.198623517
XIST,9.9987560525,10.23115174,9.6110782505,9.9640428055
ZBED3-AS1,5.514631085,4.9010744865,5.6045518365,5.375471356
ZBED5-AS1,9.589148564,8.399475118,10.11619972,8.771020157
ZBTB11-AS1,5.228023091,5.154329586,5.415079688,5.4220101195
ZBTB20-AS1,5.78170558,5.330499369,5.407578337,5.464461494
ZBTB46-AS1,5.400699393,5.456113956,5.694604866,5.16933313
ZEB1-AS1,7.004641479,8.468101367,6.512273754,5.718681742
ZFAS1,10.94913241,11.431109345,10.58874361,11.249554305
ZFHX4-AS1,3.910082883,3.660550001,3.572028254,3.8266296615
ZMIZ1-AS1,5.858546798,6.101161299,5.416314441,5.762237411
ZNF213-AS1,5.965561901,5.795677645,5.509493909,6.182578035
ZNF252P,7.3964420955,6.8008992085,7.054470137,6.940833872
ZNF252P-AS1,5.247160907,5.268166732,5.821925838,5.874148831
ZNF271P,7.215658959,6.81413818,7.301393845,6.433363977
ZNF295-AS1,4.609602805,4.623931889,4.960396528,4.725161872
ZNF37BP,6.380394176,5.926933522,5.389060528,5.787941464
ZNF436-AS1,7.697362432,6.623702325,7.672197186,7.990222841
ZNF503-AS1,6.187416236,6.040760611,6.16858133,6.712821017
ZNF503-AS2,6.7597361645,5.7108067535,6.395869317,5.4495289305
ZNF529-AS1,5.354646157,4.971985543,5.918725632,5.59697907
ZNF561-AS1,6.992986095,6.558073942,6.612735722,6.767461065
ZNF571-AS1,4.666725152,5.31562328,5.077669658,4.832487937
ZNF649-AS1,5.804353594,6.040716889,5.786080996,6.382981111
ZNF667-AS1,9.209339921,7.547537324,9.875169093,7.575093723
ZNF674-AS1,6.355563081,7.412959164,6.433070575,6.025198423
ZNF702P,5.318583507,5.795677645,5.520248407,6.234432168
ZNF790-AS1,6.7795007835,5.9114647555,6.6886443865,6.2068851545
ZNF793-AS1,7.227330639,6.420524557,6.977581503,5.710083042
ZNF876P,2.843489357,3.167473157,3.338965442,2.847165472
ZRANB2-AS1,5.37307486,4.918892981,5.371569314,5.243013565
ZSCAN16-AS1,6.830011628,6.885203226,6.562729961,6.589309539
