	BLCA	BRCA	CESC	CHOL	COAD	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LIHC	LUAD	LUSC	PAAD	PRAD	READ	STAD	THCA	UCEC
ALKBH5	-0.270111696218709	-0.0519370846479177	-0.550927884020023	-0.583773665524431	-0.437755085921175	-0.276010935069849	-0.386337506243358	-0.0277604383990369	-0.25766923279622	0.244684346249919	-0.225718718764927	-0.329954215995267	-0.151104971073257	0.0401626015945613	-0.0633882135243979	-0.124238966574756	-0.556778085841032	-0.224191387041479	-0.171821365824423	-0.315746779248462
FTO	-0.539931075032323	-1.13543286538664	-1.04183473895927	0.257455191592205	-0.0831931470155052	-0.178253114853783	-0.823056025219776	-0.0356968545321603	-0.75018145333997	0.506634190143714	0.0705653799819714	-0.199803503974975	-0.597433682556215	-0.649042243037064	-0.0498329796015238	-0.482341505337587	-0.298056100215723	-0.0555851448473792	-0.382308268389114	-0.931255558298872
HNRNPA2B1	0.493710400746746	0.554962239816495	0.675879895451486	0.242738592083725	0.391359338930487	0.766259111507575	0.468803981700889	0.356377274187421	-0.169565751275655	-0.127471371859952	0.212246677421877	0.242938132094347	0.427604116676502	0.589583805185203	-0.125763903545371	0.385306903554705	0.279966255333086	0.631347622258572	-0.207736274250342	0.317565548805426
HNRNPC	0.135710067310814	0.471684401518116	0.140364449400101	0.385274046441594	0.53267413435298	0.766133296761147	0.692879935997434	0.276611984047999	-0.781873361265024	-0.0344252802276852	0.186803899061035	0.265067051695567	0.571073301744519	0.657831579250532	-0.0532708760766152	0.172188031810158	0.164741103611421	0.250758242411804	0.190663326005133	0.197031486164171
IGF2BP1	2.7435976199211	1.33474968422899	4.22808380540164	3.78211995237129	1.11383432641029	3.11778194996548	1.58984220702408	4.34125013910933	-3.38290382172426	-0.612532519210594	-0.900546343970235	4.66052954635416	2.70361609352286	4.40594711561571	0.639415555847631	0.216725135442232	2.37572870293008	3.38334369737414	-0.472719795176189	1.64639314152282
IGF2BP2	0.979522619320162	-2.06590372223796	0.974928653011705	2.73792161414893	0.405855049048496	1.44416898867699	3.28012716219493	2.58917953172215	0.536884742895597	-2.66772744259452	0.550856953157238	1.19438258529697	0.175686837422354	1.98433317985187	0.668809405655198	-1.2178058811747	0.450009977896158	2.12475323752551	1.42192298417154	-0.558375272761003
IGF2BP3	2.60912703040938	0.490159394648063	4.43394314364128	2.33160442979392	2.19418958822977	5.13471459594997	5.08062507389957	2.65516740231994	1.78288798934297	1.2603298562037	1.13494216554448	2.40917733996308	2.47371936364514	4.26118409031844	0.894725482843402	0.0824856986369618	1.03656422977476	3.06188723442747	-0.906612271401045	3.1766563773121
KIAA1429	0.025481689910821	0.276789836818232	-0.0431492153542106	0.34358859962099	0.269811640471838	0.0263874032300198	0.460442825067446	0.422675284825186	0.200028380138292	0.101471611068128	-0.343247628901194	0.559286238619702	0.30311736461355	0.342536456643508	0.115503848411389	-0.0514800630399481	0.174317481197191	0.415658382002785	-0.204450679641162	-0.352479034069237
METTL14	-0.505527808960361	-0.441084250282209	-0.360598321290104	-0.920034150539186	-0.386780879835076	-0.277697555140286	0.261064128680517	-0.119618940806765	-0.00519547665432007	-0.363316207248484	-0.678180525404844	-0.580525508620402	-0.29227511916986	-0.459573560341264	-0.0565711750368409	-0.260102837843924	-0.50882004857762	-0.157807146379623	-0.509984252768724	-0.800035310652726
METTL3	0.546785651381732	-0.0364482937329065	0.777667392406407	0.290673975254256	0.514037989651319	0.280455890588854	0.780428820846954	0.340753802402581	0.197670366720367	0.0956812364361834	0.164229713379941	0.697657780947052	0.358832108454806	0.222044199571023	-0.394226107394838	0.548874294650419	0.520970202145799	0.307523610126196	-0.186822604716644	0.241939848889967
RBM15	0.0942008235522245	0.126287891950144	1.22638308145201	0.111528389245861	0.183590684872388	0.187592524008378	0.157482490224998	0.308057763978961	-0.142346142238379	0.209891194801381	-0.224503281297172	-0.111362258397858	0.257894333339461	0.225729749398806	0.0156719692246128	0.144340399554166	0.340898409269236	0.508550712215676	-0.629231451392484	0.547397928200448
RBM15B	0.030536301597369	-0.00333058127891661	-0.0895714566152499	0.550807034792925	0.0127390485802614	-0.266112214751264	0.422218343491682	-0.314113783762886	0.556558111269931	-0.142118046893444	0.348627075870297	0.4150933566448	0.0455710830343072	-0.0580637714496071	-0.205559957998762	0.414284533478385	0.203741126975979	-0.0135082476845145	0.063520031140067	0.0808446486245398
RBMX	-0.0316349687599473	-0.0278279539256268	-0.251984004479725	1.00502506446068	0.649520928475157	0.36882924859316	1.0038277524596	0.150875717509008	-0.100647479656651	0.550578923903442	0.177585410060564	0.523456052429596	0.315784752338029	0.410704865745094	-0.212924164866731	0.185206770970598	0.451298850818191	0.362287322348855	-0.0425942817467604	-0.288364468580301
WTAP	-0.374149348146808	-0.297741847320564	-0.322202768710349	0.190894645414279	0.022882881368794	0.241877453585197	1.16378685959985	0.0999451317627571	-0.889515535478028	0.305893056634009	0.0142368684742085	-0.165552986163688	-0.279669854308299	0.137593549469839	-0.508928701657025	0.0945542677102189	-0.0982484268665917	0.128830848290454	-0.238235144750789	-0.288791247683941
YTHDC1	-0.298631272129169	-0.17919178723796	-0.502858189759808	0.262849510771233	0.019261495584324	-0.0190147499734614	-0.259843672568641	-0.164664629696567	-0.389055940192865	-0.0428691535413304	0.0138065901158395	-0.251624327469413	-0.0478463372792888	-0.0332086437231958	-0.191315985267428	-0.0370258202360301	-0.0446172330634766	-0.0132812957912858	-0.400788573728272	-0.505643021535249
YTHDC2	-0.23933200294428	-0.0371348296542067	0.343522430857414	0.0519311087778522	-0.157849721012292	-0.34380620934453	-0.521656904693371	-0.457678950561357	0.0553518203110119	0.36219784392544	-0.153825136181462	-0.223458674263858	-0.0599453500534715	-0.206457498433601	-0.482268393669072	0.211942305198493	-0.19909508714068	0.0953469480805431	-0.225591605865842	0.185344269070612
YTHDF1	0.455790397230292	0.5049419169475	0.278432003463182	0.350509354738392	0.91755170797774	0.549092364597778	0.484873589083087	0.263029426929849	0.394353851338856	0.0470037315851091	0.28180656006567	0.143714279903891	0.542160975712045	0.450077704047798	0.222498242008585	0.192408533708745	1.09227190955643	0.714139960833979	-0.109947159265039	0.31984435976776
YTHDF2	0.232327167951095	0.0757466686070618	0.479934112260457	-0.115060398220688	0.126209391246913	0.255811633781082	0.36198613424267	-0.121586658628633	-0.25390643125907	-0.0782151710345396	-0.262501619372186	-0.137928407953662	0.130813926805795	0.0407829029803217	-0.117583156004256	0.164718093030377	0.154005166682023	0.203613616414838	0.0176198360453146	0.430237429355609
YTHDF3	-0.355449083136055	-0.0363786318826644	-0.364160212037742	-0.390115071254158	-0.223651009141966	-0.11070032595963	0.139430616146177	0.0133355720020685	0.476641097232282	-0.201912622512852	-0.467268001079413	-0.0989774002371391	-0.0105470739273379	-0.0202110101394144	-0.0966982721239624	-0.0257502808754513	-0.269505043154519	0.160761486426027	-0.230256713017694	-0.346989581418587
ZC3H13	-0.676534713418738	-0.530980736355714	-0.526361962064742	-0.502504835843139	0.220977340346028	-0.532625142513302	-1.0506290029425	-0.214326777598608	-0.275602558763897	-0.464633150071782	-0.53572582909948	-0.643751933465225	-0.427715062085296	-0.537990679438419	-0.232701308560348	-0.571423374059394	0.18673512314945	0.343928686380005	-0.446915424545761	-0.499121526780577
