	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4384-01	TCGA-05-4389-01	TCGA-05-4390-01	TCGA-05-4395-01	TCGA-05-4396-01	TCGA-05-4397-01	TCGA-05-4398-01	TCGA-05-4402-01	TCGA-05-4403-01	TCGA-05-4405-01	TCGA-05-4410-01	TCGA-05-4415-01	TCGA-05-4417-01	TCGA-05-4418-01	TCGA-05-4420-01	TCGA-05-4422-01	TCGA-05-4424-01	TCGA-05-4425-01	TCGA-05-4426-01	TCGA-05-4427-01	TCGA-05-4430-01	TCGA-05-4432-01	TCGA-05-4433-01	TCGA-05-4434-01	TCGA-05-5420-01	TCGA-05-5423-01	TCGA-05-5425-01	TCGA-05-5428-01	TCGA-05-5429-01	TCGA-05-5715-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-35-5375-01	TCGA-38-4625-01	TCGA-38-4626-01	TCGA-38-4627-01	TCGA-38-4628-01	TCGA-38-4629-01	TCGA-38-4630-01	TCGA-38-4631-01	TCGA-38-4632-01	TCGA-38-6178-01	TCGA-38-7271-01	TCGA-38-A44F-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2659-01	TCGA-44-2661-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3396-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-44-5643-01	TCGA-44-5644-01	TCGA-44-5645-01	TCGA-44-6145-01	TCGA-44-6146-01	TCGA-44-6147-01	TCGA-44-6148-01	TCGA-44-6774-01	TCGA-44-6775-01	TCGA-44-6776-01	TCGA-44-6777-01	TCGA-44-6778-01	TCGA-44-6779-01	TCGA-44-7659-01	TCGA-44-7660-01	TCGA-44-7661-01	TCGA-44-7662-01	TCGA-44-7667-01	TCGA-44-7669-01	TCGA-44-7670-01	TCGA-44-7671-01	TCGA-44-7672-01	TCGA-44-8117-01	TCGA-44-8119-01	TCGA-44-8120-01	TCGA-44-A479-01	TCGA-44-A47A-01	TCGA-44-A47B-01	TCGA-44-A47G-01	TCGA-44-A4SS-01	TCGA-44-A4SU-01	TCGA-49-4486-01	TCGA-49-4487-01	TCGA-49-4488-01	TCGA-49-4490-01	TCGA-49-4494-01	TCGA-49-4501-01	TCGA-49-4505-01	TCGA-49-4506-01	TCGA-49-4507-01	TCGA-49-4510-01	TCGA-49-4512-01	TCGA-49-4514-01	TCGA-49-6742-01	TCGA-49-6743-01	TCGA-49-6744-01	TCGA-49-6745-01	TCGA-49-6761-01	TCGA-49-6767-01	TCGA-49-AAQV-01	TCGA-49-AAR0-01	TCGA-49-AAR2-01	TCGA-49-AAR3-01	TCGA-49-AAR4-01	TCGA-49-AAR9-01	TCGA-49-AARE-01	TCGA-49-AARN-01	TCGA-49-AARO-01	TCGA-49-AARQ-01	TCGA-49-AARR-01	TCGA-4B-A93V-01	TCGA-50-5044-01	TCGA-50-5045-01	TCGA-50-5049-01	TCGA-50-5051-01	TCGA-50-5055-01	TCGA-50-5066-01	TCGA-50-5066-02	TCGA-50-5068-01	TCGA-50-5072-01	TCGA-50-5930-01	TCGA-50-5931-01	TCGA-50-5932-01	TCGA-50-5933-01	TCGA-50-5935-01	TCGA-50-5936-01	TCGA-50-5939-01	TCGA-50-5941-01	TCGA-50-5942-01	TCGA-50-5944-01	TCGA-50-5946-01	TCGA-50-5946-02	TCGA-50-6590-01	TCGA-50-6591-01	TCGA-50-6592-01	TCGA-50-6593-01	TCGA-50-6594-01	TCGA-50-6595-01	TCGA-50-6597-01	TCGA-50-6673-01	TCGA-50-7109-01	TCGA-50-8457-01	TCGA-50-8459-01	TCGA-50-8460-01	TCGA-53-7624-01	TCGA-53-7626-01	TCGA-53-7813-01	TCGA-53-A4EZ-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-55-5899-01	TCGA-55-6543-01	TCGA-55-6642-01	TCGA-55-6712-01	TCGA-55-6968-01	TCGA-55-6969-01	TCGA-55-6970-01	TCGA-55-6971-01	TCGA-55-6972-01	TCGA-55-6975-01	TCGA-55-6978-01	TCGA-55-6979-01	TCGA-55-6980-01	TCGA-55-6981-01	TCGA-55-6982-01	TCGA-55-6983-01	TCGA-55-6984-01	TCGA-55-6985-01	TCGA-55-6986-01	TCGA-55-6987-01	TCGA-55-7227-01	TCGA-55-7281-01	TCGA-55-7283-01	TCGA-55-7284-01	TCGA-55-7570-01	TCGA-55-7573-01	TCGA-55-7574-01	TCGA-55-7576-01	TCGA-55-7724-01	TCGA-55-7725-01	TCGA-55-7726-01	TCGA-55-7727-01	TCGA-55-7728-01	TCGA-55-7815-01	TCGA-55-7816-01	TCGA-55-7903-01	TCGA-55-7907-01	TCGA-55-7910-01	TCGA-55-7911-01	TCGA-55-7913-01	TCGA-55-7914-01	TCGA-55-7994-01	TCGA-55-7995-01	TCGA-55-8085-01	TCGA-55-8087-01	TCGA-55-8089-01	TCGA-55-8090-01	TCGA-55-8091-01	TCGA-55-8092-01	TCGA-55-8094-01	TCGA-55-8096-01	TCGA-55-8097-01	TCGA-55-8203-01	TCGA-55-8204-01	TCGA-55-8205-01	TCGA-55-8206-01	TCGA-55-8207-01	TCGA-55-8208-01	TCGA-55-8299-01	TCGA-55-8301-01	TCGA-55-8302-01	TCGA-55-8505-01	TCGA-55-8506-01	TCGA-55-8507-01	TCGA-55-8508-01	TCGA-55-8510-01	TCGA-55-8511-01	TCGA-55-8512-01	TCGA-55-8513-01	TCGA-55-8514-01	TCGA-55-8614-01	TCGA-55-8615-01	TCGA-55-8616-01	TCGA-55-8619-01	TCGA-55-8620-01	TCGA-55-8621-01	TCGA-55-A48X-01	TCGA-55-A48Y-01	TCGA-55-A48Z-01	TCGA-55-A490-01	TCGA-55-A491-01	TCGA-55-A492-01	TCGA-55-A493-01	TCGA-55-A494-01	TCGA-55-A4DF-01	TCGA-55-A4DG-01	TCGA-55-A57B-01	TCGA-62-8394-01	TCGA-62-8395-01	TCGA-62-8397-01	TCGA-62-8398-01	TCGA-62-8399-01	TCGA-62-8402-01	TCGA-62-A46O-01	TCGA-62-A46P-01	TCGA-62-A46R-01	TCGA-62-A46S-01	TCGA-62-A46U-01	TCGA-62-A46V-01	TCGA-62-A46Y-01	TCGA-62-A470-01	TCGA-62-A471-01	TCGA-62-A472-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1679-01	TCGA-64-1680-01	TCGA-64-1681-01	TCGA-64-5774-01	TCGA-64-5775-01	TCGA-64-5778-01	TCGA-64-5779-01	TCGA-64-5781-01	TCGA-64-5815-01	TCGA-67-3770-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01	TCGA-67-4679-01	TCGA-67-6215-01	TCGA-67-6216-01	TCGA-67-6217-01	TCGA-69-7760-01	TCGA-69-7761-01	TCGA-69-7763-01	TCGA-69-7764-01	TCGA-69-7765-01	TCGA-69-7973-01	TCGA-69-7974-01	TCGA-69-7978-01	TCGA-69-7979-01	TCGA-69-7980-01	TCGA-69-8253-01	TCGA-69-8254-01	TCGA-69-8255-01	TCGA-69-8453-01	TCGA-69-A59K-01	TCGA-71-6725-01	TCGA-71-8520-01	TCGA-73-4658-01	TCGA-73-4659-01	TCGA-73-4662-01	TCGA-73-4666-01	TCGA-73-4668-01	TCGA-73-4670-01	TCGA-73-4675-01	TCGA-73-4676-01	TCGA-73-4677-01	TCGA-73-7498-01	TCGA-73-7499-01	TCGA-73-A9RS-01	TCGA-75-5122-01	TCGA-75-5125-01	TCGA-75-5126-01	TCGA-75-5146-01	TCGA-75-5147-01	TCGA-75-6203-01	TCGA-75-6205-01	TCGA-75-6206-01	TCGA-75-6207-01	TCGA-75-6211-01	TCGA-75-6212-01	TCGA-75-6214-01	TCGA-75-7025-01	TCGA-75-7027-01	TCGA-75-7030-01	TCGA-75-7031-01	TCGA-78-7143-01	TCGA-78-7145-01	TCGA-78-7146-01	TCGA-78-7147-01	TCGA-78-7148-01	TCGA-78-7149-01	TCGA-78-7150-01	TCGA-78-7152-01	TCGA-78-7153-01	TCGA-78-7154-01	TCGA-78-7155-01	TCGA-78-7156-01	TCGA-78-7158-01	TCGA-78-7159-01	TCGA-78-7160-01	TCGA-78-7161-01	TCGA-78-7162-01	TCGA-78-7163-01	TCGA-78-7166-01	TCGA-78-7167-01	TCGA-78-7220-01	TCGA-78-7535-01	TCGA-78-7536-01	TCGA-78-7537-01	TCGA-78-7539-01	TCGA-78-7540-01	TCGA-78-7542-01	TCGA-78-7633-01	TCGA-78-8640-01	TCGA-78-8648-01	TCGA-78-8655-01	TCGA-78-8660-01	TCGA-78-8662-01	TCGA-80-5607-01	TCGA-80-5608-01	TCGA-80-5611-01	TCGA-83-5908-01	TCGA-86-6562-01	TCGA-86-6851-01	TCGA-86-7701-01	TCGA-86-7711-01	TCGA-86-7713-01	TCGA-86-7714-01	TCGA-86-7953-01	TCGA-86-7954-01	TCGA-86-7955-01	TCGA-86-8054-01	TCGA-86-8055-01	TCGA-86-8056-01	TCGA-86-8073-01	TCGA-86-8074-01	TCGA-86-8075-01	TCGA-86-8076-01	TCGA-86-8278-01	TCGA-86-8279-01	TCGA-86-8280-01	TCGA-86-8281-01	TCGA-86-8358-01	TCGA-86-8359-01	TCGA-86-8585-01	TCGA-86-8668-01	TCGA-86-8669-01	TCGA-86-8671-01	TCGA-86-8672-01	TCGA-86-8673-01	TCGA-86-8674-01	TCGA-86-A456-01	TCGA-86-A4D0-01	TCGA-86-A4JF-01	TCGA-86-A4P7-01	TCGA-86-A4P8-01	TCGA-91-6828-01	TCGA-91-6829-01	TCGA-91-6830-01	TCGA-91-6831-01	TCGA-91-6835-01	TCGA-91-6836-01	TCGA-91-6840-01	TCGA-91-6847-01	TCGA-91-6848-01	TCGA-91-6849-01	TCGA-91-7771-01	TCGA-91-8496-01	TCGA-91-8497-01	TCGA-91-8499-01	TCGA-91-A4BC-01	TCGA-91-A4BD-01	TCGA-93-7347-01	TCGA-93-7348-01	TCGA-93-8067-01	TCGA-93-A4JN-01	TCGA-93-A4JO-01	TCGA-93-A4JP-01	TCGA-93-A4JQ-01	TCGA-95-7039-01	TCGA-95-7043-01	TCGA-95-7562-01	TCGA-95-7567-01	TCGA-95-7944-01	TCGA-95-7947-01	TCGA-95-7948-01	TCGA-95-8039-01	TCGA-95-8494-01	TCGA-95-A4VK-01	TCGA-95-A4VN-01	TCGA-95-A4VP-01	TCGA-97-7546-01	TCGA-97-7547-01	TCGA-97-7552-01	TCGA-97-7553-01	TCGA-97-7554-01	TCGA-97-7937-01	TCGA-97-7938-01	TCGA-97-7941-01	TCGA-97-8171-01	TCGA-97-8172-01	TCGA-97-8174-01	TCGA-97-8175-01	TCGA-97-8176-01	TCGA-97-8177-01	TCGA-97-8179-01	TCGA-97-8547-01	TCGA-97-8552-01	TCGA-97-A4LX-01	TCGA-97-A4M0-01	TCGA-97-A4M1-01	TCGA-97-A4M2-01	TCGA-97-A4M3-01	TCGA-97-A4M5-01	TCGA-97-A4M6-01	TCGA-97-A4M7-01	TCGA-99-7458-01	TCGA-99-8025-01	TCGA-99-8028-01	TCGA-99-8032-01	TCGA-99-8033-01	TCGA-99-AA5R-01	TCGA-J2-8192-01	TCGA-J2-8194-01	TCGA-J2-A4AD-01	TCGA-J2-A4AE-01	TCGA-J2-A4AG-01	TCGA-L4-A4E5-01	TCGA-L4-A4E6-01	TCGA-L9-A443-01	TCGA-L9-A444-01	TCGA-L9-A50W-01	TCGA-L9-A5IP-01	TCGA-L9-A743-01	TCGA-L9-A7SV-01	TCGA-L9-A8F4-01	TCGA-MN-A4N1-01	TCGA-MN-A4N4-01	TCGA-MN-A4N5-01	TCGA-MP-A4SV-01	TCGA-MP-A4SW-01	TCGA-MP-A4SY-01	TCGA-MP-A4T4-01	TCGA-MP-A4T6-01	TCGA-MP-A4T7-01	TCGA-MP-A4T8-01	TCGA-MP-A4T9-01	TCGA-MP-A4TA-01	TCGA-MP-A4TC-01	TCGA-MP-A4TD-01	TCGA-MP-A4TE-01	TCGA-MP-A4TF-01	TCGA-MP-A4TH-01	TCGA-MP-A4TI-01	TCGA-MP-A4TJ-01	TCGA-MP-A4TK-01	TCGA-MP-A5C7-01	TCGA-NJ-A4YF-01	TCGA-NJ-A4YG-01	TCGA-NJ-A4YI-01	TCGA-NJ-A4YP-01	TCGA-NJ-A4YQ-01	TCGA-NJ-A55A-01	TCGA-NJ-A55O-01	TCGA-NJ-A55R-01	TCGA-NJ-A7XG-01	TCGA-O1-A52J-01	TCGA-S2-AA1A-01	TCGA-38-4625-11	TCGA-38-4626-11	TCGA-38-4627-11	TCGA-38-4632-11	TCGA-44-2655-11	TCGA-44-2657-11	TCGA-44-2661-11	TCGA-44-2662-11	TCGA-44-2665-11	TCGA-44-2668-11	TCGA-44-3396-11	TCGA-44-3398-11	TCGA-44-5645-11	TCGA-44-6144-11	TCGA-44-6145-11	TCGA-44-6146-11	TCGA-44-6147-11	TCGA-44-6148-11	TCGA-44-6776-11	TCGA-44-6777-11	TCGA-44-6778-11	TCGA-49-4490-11	TCGA-49-4512-11	TCGA-49-6742-11	TCGA-49-6743-11	TCGA-49-6744-11	TCGA-49-6745-11	TCGA-49-6761-11	TCGA-50-5930-11	TCGA-50-5931-11	TCGA-50-5932-11	TCGA-50-5933-11	TCGA-50-5935-11	TCGA-50-5936-11	TCGA-50-5939-11	TCGA-50-6595-11	TCGA-55-6968-11	TCGA-55-6969-11	TCGA-55-6970-11	TCGA-55-6971-11	TCGA-55-6972-11	TCGA-55-6975-11	TCGA-55-6978-11	TCGA-55-6979-11	TCGA-55-6980-11	TCGA-55-6981-11	TCGA-55-6982-11	TCGA-55-6983-11	TCGA-55-6984-11	TCGA-55-6985-11	TCGA-55-6986-11	TCGA-73-4676-11	TCGA-91-6828-11	TCGA-91-6829-11	TCGA-91-6831-11	TCGA-91-6835-11	TCGA-91-6836-11	TCGA-91-6847-11	TCGA-91-6849-11
ALKBH5	1133.57	1704.12	1234.52	2713.42	2350.64	1403.02	2124.14	2294.77	2020.47	1654.44	1468.88	2007.36	2016.96	2138.53	2333.33	2575.56	1783.42	2298.92	1914.72	2395.43	1739.75	1472.86	2857.87	2069	1778.55	3749.34	1316.4	2114.87	1221.71	1337.39	1483.42	947.896	795.7	1415.58	1930.32	1232.1	1168.86	1830.03	1741.44	2399.57	2162.54	1958.86	2172.57	2919.07	912.674000000001	1301.35	1789.17	2660.43	2186.52	2461.45	1673.36	2220.38	1381.96	2144.36	1901.29	1427.7	1885.77	2772.75	1385.01	1678.18	2263.84	1311.45	1897.82	1155.93	2971.66	2178.43	3077.55	2157.94	1991.74	3825.22	2159.76	1430.59	2950.98	2943.04	1681.4	1893.6	2251.79	2373.21	2775.61	1953.28	4885.82	2816.86	1911.43	2301.9	1913.48	1103.83	2516.18	1598.8	1732.69	1452.62	1616.63	1953.77	2322.25	2555.58	2394.49	2499.44	2201.43	2126.74	2140.39	2758.49	2276.45	1376.98	1969.89	2263.5	1692.88	2432.22	2632.81	2431.36	2007.64	1352.83	1945.24	1391.67	2265.06	2016.62	2805.43	2211.44	1716.63	1452.44	2741.11	1556.53	1772.72	1333.38	2891.62	2742.53	2879.97	1647.82	2179.61	2386.39	1926.84	1173.12	2088.07	1030.94	3136.72	3835.41	2183.66	2308.4	2003.19	2926.37	1645.47	2912.26	1638.38	2658.25	2553.97	1698.41	1987.9	3452.43	2009.56	1843.91	1874.86	2404.86	1882.96	3358.1	1288.28	2130.64	2128.06	2388.17	1831.98	1349.1	1771.37	1270.21	2586.16	1849.98	1859.96	1901.7	1889.8	1635.09	2576.83	2644.46	1701.99	2054.84	2688.82	1756.42	2346.29	1263.7	3160.03	1728.1	1569.94	2003.44	1663.07	1463.93	2866.89	1396.71	2010.45	2505.09	2102.76	1500.75	1479.15	2041.48	1758.58	1951.63	2418.57	1650.88	1777.67	1533.85	1696.37	1565.22	1220.1	1600.74	1313.61	1935.34	2403.04	3195.39	2296.94	1108.47	1280.86	1451.77	1544.63	2646.62	2115.34	2052.97	1829.59	2467.11	1372.93	1011.87	3287.39	1611.1	1270.04	2207.56	2382.51	1419.2	2250.44	2115.95	1864.22	1822.03	2774.11	2054.96	3480.85	3647.98	2609.49	2494.18	1729.44	1563.63	2796.38	2204.5	1509.28	1460.25	2969.75	1895.89	1765.87	2391.2	2573.86	2247.35	2311.45	1241.48	2170.71	1753.31	2264.06	1719.65	1311.56	2845.47	2251.96	1475.97	3155.76	2782.04	1839.42	2228.27	2486.29	2175.55	2158.23	1963.08	942.334	1586.68	1592.2	2532.2	2147.17	2353.19	2607.04	963.253	1283.77	2244.49	1565.79	2957.19	1656.2	2950.39	2013.98	2205.28	2030.63	2120.11	1538.84	1760.32	1565.64	1638.32	3009.92	1117.07	2937.89	1868.7	1197.61	2313.58	2181.84	1838.76	1280.36	2467.13	1635.28	1921.78	2576.08	1444.43	2030.48	3302.38	3894.82	2631.01	2615.95	1767.18	1810.8	1809.29	2192.27	1238.6	1569.04	2342.56	2213.09	2375.83	1787.79	1839.42	4184.96	1606.63	2588.22	2369.59	1901.85	2068.66	1246.46	1613.78	2495.11	2073.62	1592.93	2481.28	1138.98	1420.27	1550.33	1873.77	2423.19	1009.15	2288.62	2242.27	2280.11	1015.96	1572.46	3394.92	1879.1	2757.52	2434.92	3198.46	2099.19	2930.19	2964.64	1922.91	1883.1	2267.18	1827.63	2497.27	2059.94	2505.41	2111.88	3017.64	2159.57	2355.32	3526.34	2264.47	2084.72	3174.01	2728.96	1302.73	2879.91	2245.89	1305.85	2616.43	1490.74	2283.88	2845.02	1983.42	1839.38	1590.81	1555.72	2725.33	1920.16	2565.71	1969.91	2442.95	1967.95	1783.26	1994.8	1691.36	7333.11	1810.12	1018.14	1287.03	2401.72	1583.38	2326.93	1683.1	1841.98	2628.97	2355.42	2629.84	2568.04	3472.68	1673.36	3140.4	2130.12	2728.3	2016.38	2273.75	1454.29	2566.24	1730.85	1615.23	2014.28	1547.14	1819.26	2225.95	2267.41	1953.69	2469.66	1451.74	3857.41	1661.46	2157.85	1486.14	2010.81	2671.52	4071.92	1957.57	2149.61	1563.63	2275.14	2699.53	1888.92	1488.75	2370.21	1325.16	1657.86	2864.98	2656.19	1926.55	1780.64	3283.27	2305.64	1409.97	2187.33	1167.75	1478.75	1919.48	2124.02	2238.62	2231.7	1852.78	1703.53	1732.65	1142.6	2295.18	2141.22	2070.75	2532.86	1159.26	2040.62	2703.49	2118.73	1609.43	2805.76	2216.12	3922.44	2285.19	2078.06	2170.87	1758.98	3076.33	2176.48	1695.03	1556.45	2225.54	2662.24	2158.38	2173.81	1744.52	1714.98	1362.11	1486.85	1774.97	1643.14	2058.29	2025.42	1625.39	1661.61	1510.52	1800.87	1901.5	1710.02	1875.11	1766.09	1389.17	1965.95	2060.76	1615.85	2591.7	1735.86	2128.69	1583.62	2486.93	1561.26	2736.81	2121.1	1681.94	2194.06	1434.18	1750.23	2082.69	2550.59	2750.87	2261.85	1639.59	2146.21	2419.44	2119.2	2442.52	1920.65	2601.24	2356.29	4078.99	2305.84	2720.66	2723.99	1996.74	1973.48	2616.78	2770.42	2480.9	2262.41	2466.26	2395.12	2585.75	2415.18	2403.65	2152.49	2229.66	2281.27	1356.87	2824.66	2101.34	2341.34	1667.58	1865.99	1740.99	2421.02	2083.17	1915.44	1815.03	2745.85	2315.73	2256.36	2286.34	2026.28	2542.45	2025.59	1985.77	2386.32	2226.61	2116.66	1767.12	2157.24	2060.97	2285.21	2593.42	2056.51	2315.37	2037.69	2130.29	2276.48	2359.32	1952.13	2714.63	1946.22	2494.35	2354.03	1856.83	2577.25	2011.02	2580.91	2321.05
FTO	700.236	1194.46	630.026	934.003999999999	1199.14	628.524	605.461	651.772	2033.36	955.715	636.799	687.134	639.144	755.4	762.997	950.666999999999	1005.8	478.272	536.944	838.965	1269.3	1057.08	1369.99	793.138	829.346	677.243	619.008	788.605	456.462	775.092	837.67	317.419	561.485	773.765	713.45	443.719	318.793	1153.16	603.774	1037.72	1382.71	865.36	853.386	478.839	425.339	722.615	1319.81	1157.93	1021.69	794.768999999999	971.955999999999	895.973	1105.59	828.05	877.637	1776.57	1025.54	1162.74	970.911000000001	871.092	683.829	906.992	557.028	445.07	525.353	2486.52	1122.55	755.866	1327.87	2088.66	1085.5	880.364	1141.52	1236.19	1205.58	1510.26	1150.22	471.875	776.39	930.818	1094.7	778.98	851.689	1116.66	904.725	673.797	980.075	1158.38	1147.56	507.677	444.245	779.056	948.181	892.124	641.041	699.242	793.249	1180.38	428.764	1003.17	1022.17	293.702	786.233	1140.49	1128.36	739.858	885.906	835.593999999999	1461.81	902.703	499.358	650.296	1592.25	720.377	509.806	743.902	673.392	539.238	702.321	906.716	863.072999999999	408.427	1069.01	541.238	821.904	543.147	741.071	1107.67	843.854	466.899	1121.4	377.088	654.042	1174	1200.76	1400.66	1152.68	950.501000000001	1087.72	974.175000000001	1195.51	1534.98	1288.61	621.743	803.728	758.152	688.172	593.406	839.641	1176.06	869.453	882.187	1436.9	860.984	1022.19	1179.98	1189.59	642.073	1327.09	599.178	561.031	1044.44	1276.73	690.362	1288.93	1088.16	1151.62	1209.04	1412.5	506.01	1107.63	849.984	724.105	756.849	1120.7	791.481	599.693	1320.07	925.439	975.34	1306.03	616.088	1118.66	888.808	738.701	856.945	594.872	1111.28	935.928	851.852	1267.41	753.324	942.846	1252.51	1138.66	864.241	786.239	468.976	2319.64	1446.45	544.096	851.446	1125	723.669	556.998	903.548	836.17	725.087	733.472	834.206	978.439	883.555	1132.89	822.105	1009.09	684.822	850.691	881.205	924.893	613.304	1133.2	1488.92	662.713000000001	816.431	613.763	401.495	580.436	391.329	807.359	751.547	515.912	629.836	1117.05	1066.02	521.29	910.891	1489.84	795.168	764.124	636.404	1282.44	843.109	723.74	594.906	591.4	681.313	1350.29	427.077	325.496	843.736	1597.05	922.426	639.983	978.552	531.387	746.525	818.835	626.678	450.39	509.023	706.807	778.808	473.901	1160.79	1073.18	456.897	442.967	816.602	554.984	380.744	346.523	995.067	780.269	1082.86	995.321	1147.74	443.697	905.892	647.588	1117.83	836.466	521.173	918.071	590.956	1258.18	990.389	1124.35	1077.35	1465.77	1683.32	996.762	959.362	1629.31	1028.09	1430.68	809.438	710.827	565.381	1008.96	708.85	1258.44	449.653	876.218	949.568999999999	680.216	882.865	683.544	1512.66	687.57	769.666	1537.27	1347.55	651.487	855.937	999.205	1013.08	723.366	450.704	926.592	579.897	1017.52	482.636	467.414	1029.57	924.576	1155.44	1192.09	740.302	1271.28	821.502	1599.85	1028.37	1193.75	690.323	673.704	1048.04	700.995	1268.43	1061.42	781.913	1299.48	542.247	977.59	1401.4	684.028	932.214	923.652	833.609	918.612	1803.7	993.78	2196.7	463.665	745.022	484.88	489.008	593.442	873.038	788.807	552.775	1016.24	987.525	750.401	961.039	482.584	596.731	639.973	809.601	930.582000000001	675.585	778.07	827.013	757.904	968.388	761.919	625.023	1303.57	883.669	822.861	1000.68	1360.75	1414.06	974.883	535.487	906.362	630.767	923.407	2255.27	1552.89	1237.73	626.045	578.235	521.264	1144.72	921.131	1337.11	785.783	453.916	553.08	420.461	709.744	893.439	771.152	756.167	1091.16	1111.95	1323.7	1288.89	831.951	964.334	596.383	716.703	698.424	1143.99	1045.61	826.286	992.792	1045.18	571.851	753.264	837.227	985.237	799.804	832.586	937.656	633.891	823.148	773.322	665.714	1012.74	541.293	683.826	861.274	478.865	2647.37	1198.07	1002.55	657.394	501.158	632.158	836.117	1230.33	1242.11	795.156	959.98	345.922	1221.75	1132.76	277.208	842.286	889.467	552	542.887	971.841	1836.24	926.128	1656.71	3693.93	886.861	1009.79	708.967	679.818	1048.16	908.280999999999	1419.42	960.357	808.064	683.029	989.538	623.438	897.937	1615.39	1054.08	1021.52	1210.99	563.388	376.792	723.05	403.762	555.809	758.917	768.186	931.067	485.1	950.29	518.542	963.815	369.291	581.873	540.528	914.343999999999	753.504	853.065000000001	633.44	799.16	806.85	627.33	594.631	1347.95	872.687	724.307	717.251	556.631	761.572	917.781	607.532	778.858	558.891	616.986	536.331	907.093000000001	2091.97	613.769	978.674999999999	1348.6	1961.72	933.653	1166.73	834.841	848.071	1069.61	1472.11	1146.27	1198.96	1152.82	1124.04	958.141	1313.37	1666.67	1291.03	1034.81	1158.41	1068.59	1006.6	1695.39	1190.07	1478.87	1081.37	894.258	736.932	3513.49	1267.51	1578.48	1402.95	1093.36	958.998	1073.73	1332.79	1794	1978.33	1082.51	1075	1291.28	900.872	1076.27	1115.21	893.617	1014.96	1117.01	1398.82	894.64	1099.91	1279.36	1892.61	1267.13	1754.29	1172.12	1966.05	898.268	1848.23	1012.27	999.999999999999	4182.45	1189.94	2066.06	2552.68
