	TCGA-2K-A9WE-01	TCGA-2Z-A9J1-01	TCGA-2Z-A9J2-01	TCGA-2Z-A9J3-01	TCGA-2Z-A9J5-01	TCGA-2Z-A9J6-01	TCGA-2Z-A9J7-01	TCGA-2Z-A9J8-01	TCGA-2Z-A9J9-01	TCGA-2Z-A9JD-01	TCGA-2Z-A9JE-01	TCGA-2Z-A9JG-01	TCGA-2Z-A9JI-01	TCGA-2Z-A9JJ-01	TCGA-2Z-A9JK-01	TCGA-2Z-A9JL-01	TCGA-2Z-A9JM-01	TCGA-2Z-A9JN-01	TCGA-2Z-A9JO-01	TCGA-2Z-A9JP-01	TCGA-2Z-A9JQ-01	TCGA-2Z-A9JR-01	TCGA-2Z-A9JS-01	TCGA-2Z-A9JT-01	TCGA-4A-A93W-01	TCGA-4A-A93X-01	TCGA-4A-A93Y-01	TCGA-5P-A9JU-01	TCGA-5P-A9JV-01	TCGA-5P-A9JW-01	TCGA-5P-A9JY-01	TCGA-5P-A9JZ-01	TCGA-5P-A9K0-01	TCGA-5P-A9K2-01	TCGA-5P-A9K3-01	TCGA-5P-A9K4-01	TCGA-5P-A9K6-01	TCGA-5P-A9K8-01	TCGA-5P-A9K9-01	TCGA-5P-A9KA-01	TCGA-5P-A9KC-01	TCGA-5P-A9KE-01	TCGA-5P-A9KF-01	TCGA-5P-A9KH-01	TCGA-A4-7286-01	TCGA-A4-7287-01	TCGA-A4-7288-01	TCGA-A4-7583-01	TCGA-A4-7584-01	TCGA-A4-7585-01	TCGA-A4-7732-01	TCGA-A4-7734-01	TCGA-A4-7828-01	TCGA-A4-7915-01	TCGA-A4-7996-01	TCGA-A4-7997-01	TCGA-A4-8098-01	TCGA-A4-8310-01	TCGA-A4-8311-01	TCGA-A4-8312-01	TCGA-A4-8515-01	TCGA-A4-8516-01	TCGA-A4-8517-01	TCGA-A4-8518-01	TCGA-A4-8630-01	TCGA-A4-A48D-01	TCGA-A4-A4ZT-01	TCGA-A4-A57E-01	TCGA-A4-A5DU-01	TCGA-A4-A5XZ-01	TCGA-A4-A5Y0-01	TCGA-A4-A5Y1-01	TCGA-A4-A6HP-01	TCGA-A4-A772-01	TCGA-A4-A7UZ-01	TCGA-AL-3466-01	TCGA-AL-3467-01	TCGA-AL-3468-01	TCGA-AL-3471-01	TCGA-AL-3472-01	TCGA-AL-3473-01	TCGA-AL-7173-01	TCGA-AL-A5DJ-01	TCGA-AT-A5NU-01	TCGA-B1-5398-01	TCGA-B1-7332-01	TCGA-B1-A47M-01	TCGA-B1-A47N-01	TCGA-B1-A47O-01	TCGA-B1-A654-01	TCGA-B1-A655-01	TCGA-B1-A656-01	TCGA-B1-A657-01	TCGA-B3-3925-01	TCGA-B3-3926-01	TCGA-B3-4103-01	TCGA-B3-4104-01	TCGA-B3-8121-01	TCGA-B3-A6W5-01	TCGA-B9-4113-01	TCGA-B9-4114-01	TCGA-B9-4115-01	TCGA-B9-4116-01	TCGA-B9-4117-01	TCGA-B9-4617-01	TCGA-B9-5155-01	TCGA-B9-5156-01	TCGA-B9-7268-01	TCGA-B9-A44B-01	TCGA-B9-A5W7-01	TCGA-B9-A5W8-01	TCGA-B9-A5W9-01	TCGA-B9-A69E-01	TCGA-B9-A8YH-01	TCGA-B9-A8YI-01	TCGA-BQ-5875-01	TCGA-BQ-5876-01	TCGA-BQ-5877-01	TCGA-BQ-5878-01	TCGA-BQ-5879-01	TCGA-BQ-5880-01	TCGA-BQ-5881-01	TCGA-BQ-5882-01	TCGA-BQ-5883-01	TCGA-BQ-5884-01	TCGA-BQ-5885-01	TCGA-BQ-5886-01	TCGA-BQ-5887-01	TCGA-BQ-5888-01	TCGA-BQ-5889-01	TCGA-BQ-5890-01	TCGA-BQ-5891-01	TCGA-BQ-5892-01	TCGA-BQ-5893-01	TCGA-BQ-5894-01	TCGA-BQ-7044-01	TCGA-BQ-7045-01	TCGA-BQ-7046-01	TCGA-BQ-7048-01	TCGA-BQ-7049-01	TCGA-BQ-7050-01	TCGA-BQ-7051-01	TCGA-BQ-7053-01	TCGA-BQ-7055-01	TCGA-BQ-7056-01	TCGA-BQ-7058-01	TCGA-BQ-7059-01	TCGA-BQ-7060-01	TCGA-BQ-7061-01	TCGA-BQ-7062-01	TCGA-DW-5560-01	TCGA-DW-5561-01	TCGA-DW-7834-01	TCGA-DW-7836-01	TCGA-DW-7837-01	TCGA-DW-7838-01	TCGA-DW-7839-01	TCGA-DW-7840-01	TCGA-DW-7841-01	TCGA-DW-7842-01	TCGA-DW-7963-01	TCGA-DZ-6131-01	TCGA-DZ-6132-01	TCGA-DZ-6133-01	TCGA-DZ-6134-01	TCGA-DZ-6135-01	TCGA-EV-5901-01	TCGA-EV-5902-01	TCGA-EV-5903-01	TCGA-F9-A4JJ-01	TCGA-F9-A7Q0-01	TCGA-F9-A7VF-01	TCGA-F9-A8NY-01	TCGA-F9-A97G-01	TCGA-G7-6789-01	TCGA-G7-6790-01	TCGA-G7-6792-01	TCGA-G7-6793-01	TCGA-G7-6795-01	TCGA-G7-6796-01	TCGA-G7-6797-01	TCGA-G7-7501-01	TCGA-G7-7502-01	TCGA-G7-A4TM-01	TCGA-G7-A8LB-01	TCGA-G7-A8LC-01	TCGA-G7-A8LD-01	TCGA-G7-A8LE-01	TCGA-GL-6846-01	TCGA-GL-7773-01	TCGA-GL-7966-01	TCGA-GL-8500-01	TCGA-GL-A4EM-01	TCGA-GL-A59R-01	TCGA-GL-A59T-01	TCGA-GL-A9DC-01	TCGA-GL-A9DD-01	TCGA-GL-A9DE-01	TCGA-HE-7128-01	TCGA-HE-7129-01	TCGA-HE-7130-01	TCGA-HE-A5NF-01	TCGA-HE-A5NH-01	TCGA-HE-A5NI-01	TCGA-HE-A5NJ-01	TCGA-HE-A5NK-01	TCGA-HE-A5NL-01	TCGA-IA-A40U-01	TCGA-IA-A40X-01	TCGA-IA-A40Y-01	TCGA-IA-A83S-01	TCGA-IA-A83T-01	TCGA-IA-A83V-01	TCGA-IA-A83W-01	TCGA-IZ-8195-01	TCGA-IZ-8196-01	TCGA-IZ-A6M8-01	TCGA-IZ-A6M9-01	TCGA-J7-6720-01	TCGA-J7-8537-01	TCGA-J7-A8I2-01	TCGA-KV-A6GD-01	TCGA-KV-A6GE-01	TCGA-KV-A74V-01	TCGA-MH-A55W-01	TCGA-MH-A55Z-01	TCGA-MH-A560-01	TCGA-MH-A561-01	TCGA-MH-A562-01	TCGA-MH-A854-01	TCGA-MH-A855-01	TCGA-MH-A856-01	TCGA-MH-A857-01	TCGA-O9-A75Z-01	TCGA-P4-A5E6-01	TCGA-P4-A5E7-01	TCGA-P4-A5E8-01	TCGA-P4-A5EA-01	TCGA-P4-A5EB-01	TCGA-P4-A5ED-01	TCGA-P4-AAVK-01	TCGA-P4-AAVL-01	TCGA-P4-AAVM-01	TCGA-P4-AAVO-01	TCGA-PJ-A5Z8-01	TCGA-PJ-A5Z9-01	TCGA-Q2-A5QZ-01	TCGA-SX-A71R-01	TCGA-SX-A71S-01	TCGA-SX-A71U-01	TCGA-SX-A71V-01	TCGA-SX-A71W-01	TCGA-SX-A7SL-01	TCGA-SX-A7SM-01	TCGA-SX-A7SN-01	TCGA-SX-A7SO-01	TCGA-SX-A7SP-01	TCGA-SX-A7SQ-01	TCGA-SX-A7SR-01	TCGA-SX-A7SS-01	TCGA-SX-A7SU-01	TCGA-UN-AAZ9-01	TCGA-UZ-A9PJ-01	TCGA-UZ-A9PK-01	TCGA-UZ-A9PL-01	TCGA-UZ-A9PM-01	TCGA-UZ-A9PN-01	TCGA-UZ-A9PO-01	TCGA-UZ-A9PP-01	TCGA-UZ-A9PQ-01	TCGA-UZ-A9PR-01	TCGA-UZ-A9PS-01	TCGA-UZ-A9PS-05	TCGA-UZ-A9PU-01	TCGA-UZ-A9PV-01	TCGA-UZ-A9PX-01	TCGA-UZ-A9PZ-01	TCGA-UZ-A9Q0-01	TCGA-UZ-A9Q1-01	TCGA-V9-A7HT-01	TCGA-WN-A9G9-01	TCGA-WN-AB4C-01	TCGA-Y8-A894-01	TCGA-Y8-A895-01	TCGA-Y8-A896-01	TCGA-Y8-A897-01	TCGA-Y8-A898-01	TCGA-Y8-A8RY-01	TCGA-Y8-A8RZ-01	TCGA-Y8-A8S0-01	TCGA-Y8-A8S1-01	TCGA-A4-A4ZT-11	TCGA-A4-A57E-11	TCGA-B9-4115-11	TCGA-BQ-5875-11	TCGA-BQ-5877-11	TCGA-BQ-5878-11	TCGA-BQ-5879-11	TCGA-BQ-5882-11	TCGA-BQ-5884-11	TCGA-BQ-5887-11	TCGA-BQ-5888-11	TCGA-BQ-5890-11	TCGA-BQ-5891-11	TCGA-BQ-5894-11	TCGA-BQ-7044-11	TCGA-BQ-7045-11	TCGA-BQ-7046-11	TCGA-BQ-7051-11	TCGA-BQ-7055-11	TCGA-BQ-7059-11	TCGA-BQ-7061-11	TCGA-DZ-6131-11	TCGA-DZ-6132-11	TCGA-DZ-6133-11	TCGA-DZ-6134-11	TCGA-GL-6846-11	TCGA-GL-7966-11	TCGA-GL-A59R-11	TCGA-GL-A9DE-11	TCGA-P4-A5E8-11	TCGA-P4-A5ED-11	TCGA-Y8-A8RY-11
ALKBH5	2296.94	2898.17	2256.9	3465.67	2417.03	3376.26	2420.17	2186.88	3271.7	3211.83	3402.57	1907.84	1394.96	2364.72	3234.69	1817.49	2589.17	2238.44	2753.47	2867.76	2149.2	2894.35	2654.8	2344.07	2675.53	2730.44	2653.58	2557.76	2915.67	2123.28	2179.09	2583.07	2805.12	2222.92	1254.18	3511.57	2541.89	2523.55	1744.6	2279.62	3642.57	3010.99	1659.19	1620.94	2704.62	1421.19	2472.44	1845.89	2593.83	2065.82	2348.77	2700.58	3108.32	821.966	2327.06	2012.48	2271.59	1998.62	2031.34	2138.55	2773.92	2683.95	2735.36	3433.75	2321.76	2454.95	2432.66	1747.73	2202.43	2085.11	2290.35	3127.09	2296.15	2856.16	2175.97	951.819	2411.04	2315.08	1944.52	2964.59	2457.63	2930.06	2580.63	2338.98	2754.9	3567.59	2858.2	1839.73	2000.19	1955.63	1752.93	2601.38	2472.62	2056.4	1829.41	2018.67	1574.97	2341.21	2494.43	2416.88	1907.59	2367.01	1871.08	2104.07	2503.68	2816.45	2754.69	2394.24	3971.24	3465.48	1735.48	2645.76	2072.42	2435.14	2580.85	2298.37	3238.72	2483.85	2345.63	3381.89	2368.68	3146.34	4754.14	2698.85	3318.23	2122.18	1926.77	5032.36	2609.28	2265.78	3006.24	4009.37	4832.5	3126.44	1942.3	2074.59	4297.66	3423.37	2181.4	3007.15	2642.49	3008.43	2142.01	1922.24	2641.82	1405.57	2777.31	2807.47	2227.36	2725	3174.26	2249.53	2882.14	3003.07	2661.93	3611.26	3302.67	3405.92	2627.69	3319.82	2657.24	2826.53	2206.24	2437.6	3316.99	2766.24	3014.93	1953.78	3322.45	1799.32	2310.49	2731.39	2572.93	3045.72	4423.66	4694.76	2900.4	2215.08	3980.6	3365.92	1770.66	2328.72	2370.21	3044.98	1932.94	2312.17	3893.28	2812.74	1950.63	2913.71	1798.05	2039.25	3347.83	2975.22	3325.22	3525.24	2255.56	2799.91	2138.85	3488.66	1728.33	2725.28	3279.5	2183.88	1723.56	1546.24	2181.51	2654.4	2324.42	2594.01	1788.34	3550.64	3642.27	2066.15	2491.81	2770.27	2423.95	2060.73	3008.48	2697.4	1024.26	2658.19	2610.19	4004.8	2870.42	2925.45	2613.38	3507.28	2547.68	2500.46	2155.54	2117.68	2793.1	2588.63	2552.02	3058	1767.03	2305.04	3070.25	2792.24	2393.65	2548.06	2146.56	2140.63	1714.26	2917.22	1054.64	2160.74	2745.14	2240.1	1969.94	3047.69	1347.8	2305.54	2727.88	2371.82	2638.09	2083.49	2348.16	1859.11	2390.24	2031.12	2978.77	2713.27	3647.86	3468.38	2002.73	2679.11	3001.54	1952.72	2841.05	2185.34	1721.7	2729.78	2542.29	3022.26	2518.98	2532.78	1969.89	2144.38	2907.41	894.737	2350.12	2385.49	2160.45	2136.32	2591.36	2461.64	2386.74	2474.31	3070.45	2299.95	2709.61	2844.49	3018.2	3703.21	3228.36	3236.79	3384.02	3465.25	2839.13	2511.91	2785.45	3867.52	3072.57	2909.76	2687.53	3228.59	3241.28	2699.54	3064.39	2126.39	3330.87	2602.2	3929.39	3693.27	2932.36	1922.21	2575.34	2430.06	2919.77	2514.99	2240.27
FTO	1455.25	1378.76	529.022	2017.37	1152.16	1623.19	826.311	1474.46	1613.31	1342.84	1191	1549.07	1098.63	2752.91	2134.96	1242.3	1008.78	1204.62	1201.04	1335.87	846.585	1923.33	1959.74	1002.93	1162	1715.35	924.052000000001	982.172	1588.16	1078.05	1284.83	1152.01	1546.19	866.887	805.587	1532.46	1753.34	956.452	1424.93	1408.44	903.424	2050.5	1268.34	886.136999999999	1229.23	482.514	3166.82	2897.91	2701.04	1799.44	1015.34	1616.54	1636.13	937.615	2810.9	1982.13	912.549	1782.64	1546.49	921.067000000001	2717.47	2429.94	1948.48	1861.74	2011.34	3015.13	1584.62	1707.06	1278.58	2256.48	1203.8	1347.41	645.161	1594.44	1363.48	1471.81	2646.23	1804.44	1312.86	843.053	1949.12	1203.25	934.371	1670.9	2627.09	1902.98	1259.21	800.525	1030.26	665.477	1166.04	986.62	1493.62	1470.43	2572.81	2764.65	1073.84	1665.03	1458.46	1304.23	981.794	1050.71	1627.3	2347.17	1840.38	2870.87	2450.71	2274.4	1518.47	1703.19	1308.7	2263.27	909.522	1386.73	1834.07	1486.65	1551.29	2241.87	1783.05	2273.5	1133.83	852.941	923.079	1428.23	1447.81	1354.01	1537.15	2098.97	1181.87	953.715	1007.2	2347.84	1810.98	1340.36	1274.4	2036.66	1336.44	1640.11	1356.7	1963.24	1503.51	2513.25	1439.09	1204.69	1607.21	1147.37	1548.92	2085.93	1226.29	2327.16	654.223	1308.16	2057.56	1787.53	1196.39	2086.58	1790.11	948.976	1031.78	2100.78	1350.61	1440.67	1623.61	2428.44	2117.35	2109.29	1610.92	2086.25	2525.81	926.922	1933.81	1319.8	934.075	2003.76	2329.11	2615.36	1867.76	780.644	584.306	1552.25	1733.17	1523.35	1475.2	1154.71	1002.75	1241.2	722.03	1563.07	2118.5	2102.36	1911.43	1840.73	1644.27	1254.37	1548.42	2185.52	1339.52	1151.01	1847.89	2437.01	884.131	1395.67	1622.32	1108.26	952.407	1308.29	1476.47	1515.66	1839.36	1881.14	1344.96	1069.66	1793.03	1310.05	2273.86	1498.64	801.415	776.569	1464.8	1009.85	552.691	1281.7	1376.88	1368.05	2094	947.798000000001	786.582	1301.88	933.615	1654.39	1548.27	1144.83	784.246	1414.45	1366.48	1993.55	1579.49	1117.48	2404.01	717.332	2148.38	1073.37	1533.51	1329.92	1337.38	1283.59	514.268	1129.5	1283.89	1506.09	1878.1	1882.96	893.427	1143.91	1344.96	1639.16	1626.28	1677.37	1555.47	1532.8	998.9	2078.51	1485.18	1621.19	758.509	1607.09	1279.82	1753.31	2312.17	1474.13	1643.77	2008.3	680.357	2119.1	2572.4	1548.67	1538.92	870.008999999999	1380.25	1274.89	834.62	430.526	1825.41	1488.17	1368.66	1785.32	1436.45	996.606	1202.52	1663.01	1006.43	1094.51	1020.73	1739.29	1641.77	1656.97	1667.93	1828.66	1432.67	1462.97	1398.72	1341.55	1439.09	1669.64	1562.5	1042.97	1507.93	1297.37	1236.34	1214.81	1274.28	1369.62	1525.4	1428.25	1382.06	1314.54	1351.42	1475.32	951.766	1154.57	963.832	1176.3	1338.9
HNRNPA2B1	13254.9	13831.2	9301.86	18299	11575.7	13407.3	13411.2	12386.3	12198.2	12999.5	17561.9	13143.9	13334.2	13625.4	11808.6	15636.4	15302.8	10277.8	11830.3	10258.6	11216.1	15304.8	14241.3	8086.38	16604.2	13717.1	9700.69000000001	12421.4	10583.5	11130.5	14261.9	11913.5	13001	10566.6	12464.1	13821.1	14040.7	13911.9	12311.9	13959.4	11854.1	13944.5	14417.5	12817.4	7229.23	18352.8	10565.3	10650.4	12330.3	10000	17458.2	12193.2	11052.7	13501.5	13797.5	13756.7	10429.3	12624.3	16471.3	12927.6	13679.9	14077	9205.15	9116.36	12620.5	7376.97	12140	10685	10497.6	11556.4	9983.03000000001	11647.9	11423.8	14017	18134.8	16052.2	16663	15323.3	13979.4	14621.8	5780.32	12500.4	7800.86	11818.7	8308.75	9660.1	11510	11930.4	9280.98	10579.3	8759.02000000001	12176.9	14290.3	11950.2	10265.3	12767.8	15621.4	11632.2	14811.4	14761	8426.09	10963.2	17769.2	10759.7	15562.2	10925.9	9922	11149.8	6508	13086.5	7888.28	10249.5	10494.6	16843.2	11725	7281.39	12834.9	7297.48	9465.31	8156.51	9068.39999999999	11979.9	8204.26	6327.48	8367.03	11854	12315.4	6567.76	11273.6	13265.5	13782.7	11779.8	7378.3	13297.1	13400.5	12305.2	8314.32	9633	7056.17	11042.6	9746.92999999999	11019.8	10268.3	13570	12544.2	13147.4	8938.04	8683.73	10243.1	10347.8	16453.3	15417.9	13715.6	13108.8	13728.7	13953.8	14461.2	12684.3	15175.7	12339.8	12648.6	9818.6	9780.39	10869.1	8154.9	10272.8	10826.5	8970.51	10905.2	11462.8	12175.8	9348.71	9514.71	11761.2	8749.87	10040.4	10775.6	9372.51	8325.15	8876.23999999999	8829.3	15150.4	14049.9	15909.7	13061.1	13142.6	17200.2	15228	9849.9	12569.6	12412.6	12138.9	7045.45	11664.7	10230	12468.3	12764	11460.1	8760.12	12583.1	12608.6	8689.68	11097.5	12539.1	12616.1	9111.75	11720.2	10723	10365	14278.2	12244.4	11409.6	14229.1	13928	10599.9	14085	9869.63	10114.2	14445.3	11499.4	15674.8	15471.2	14657.2	11627.4	9430.9	12417.1	8282.43	9985.8	11123.1	10966.2	12354.4	15654.4	12605.4	17168.6	8792.41	14385.3	7658.61	14546.2	9096.37	5924.55	11635.4	13551.7	8366.39999999999	21202.2	10062.2	10740.3	4524.59	15368.6	12845	15062.9	13924.1	14671.6	11871.1	13832.4	17298.7	12050	13617	13246.2	14528.3	17019	17698.7	11306.5	14292.7	14391.9	9333.47	12688.7	12077.3	10814.7	11974.8	13627.9	16302.8	14990.2	12919.4	16615.6	15092.6	16861.5	16604.9	10692.7	11040.7	13457.3	13891.9	12264.2	13029.4	14471.5	15708.5	12480.6	13026.5	18510.2	12167.3	13437.2	8046.43	12893.9	11804.3	8305.98	10136.3	9345.70999999999	8781.33000000001	9623.78	8941.92999999999	8058.56	11880.1	10099.2	8961.73	7957.66	10408.9	12090.6	7967.42	9001.18	10335.8	10863.5	8508.2	8558.54	10811.4	9852.68	8913.72	7780.21	9068.24	14341.7	12487.8	15366.8	11499.5	12854	15656.3
HNRNPC	7339.93	8001.98	10070	7802.75	7785.1	7897.55	7377.63	10293.5	9098.73	7292.01	9862.01	5036.93	7951.4	8071.62	6893.47	8478.9	7911.26	7612.59	8917.47	8469.87	8499.44	7931.38	7635.99	6581.26	9146.96	10910.8	7548.6	10085.1	6433.06	10799.9	7767.29	7723.37	7238.27	7682.07	13648.8	8653.69	7360.21	4840.32	6393.91	8503.43	6914.32	8508.57	6946.91	4610.72	3887.69	10511.9	4745.6	5148.05	8339.86	6510.45	7587.71	6375.26	7591.61	10271.1	7418.6	6568.72	6127.47	7083.41	6320.79	7197.38	6526.58	8536.62	6007.49	6624.23	6819.82	7716.45	5777.71	9483.47	5716.61	6079.38	9388.22	8045.4	7124.14	8037.15	8648.09999999999	14162.5	10903.1	7814.93	6283.75	9735.42	10120.6	10702.9	14785.8	5502	6830.91	6312.25	7528.21	6500.74	9010.81	8093.32	5166.61	10575.3	8529.96	6091.6	5403.87	6069.35	8072.59	6441.53	7374.26	6519.3	9990.9	10457.8	7865.56	5198.69	9544.62	8038.17	7387.99	6575.2	7275.25	9090.43	5055.12	6168.04	6769.83	5879.77	8605.49	10088.1	8683.09	7680.34	7769.09	8867.02	8426.02000000001	8017.22	6550.36	6266.51	5484.87	9938.53000000001	10227.6	9468.3	6434.9	7871.3	12578.3	6829.13	6562.75	15253.1	8772.66	10612.2	13619.3	6654.34	6714.05	7756.97	7204.82	7482.79	6838	6038.88	7691.22	13462.5	7720.21	5557.76	8074.15	6498.91	4014.28	7440.07	10278.4	9014.3	8303.61	9678.42	10329.8	6509.2	8596.86000000001	7419.73	8012.56	6660.38	5896.54	5305.77	6494.67	7026.32	6571.45	6978.3	6211.46	8134.29	5399.7	8126.38	10624.5	8937.33	11689.3	6782.66	8467.67999999999	7333.71	4388.46	5455.93	4901.23	10943.2	8011.42	7293.14	6813.93	5452.46	8972.05	7904.16	7116.19	8973.75000000001	11877.7	5243.88	7990.78	6754.69	10564.7	8615.17	8636.79	7209.39	5723.05	6528.9	4533	5870.04	6445.63	5516.74	6082.71	5788.05	6855.46	8482.84	8189.29	7352.28	11191.8	9892.27	10155.5	8625.41000000001	8278.6	6299.28	9973.22	7511.12	9864.29	10254	7737.68	7135.84	6948.18	8936.01	5286.13	6526.37	8225.56	8229.23	5994.57	6710.22	7527.09	11203.1	7005.47	8662.31	10574.6	7164.85	8282.05	11226.5	7695.39	4949.7	8269.14	7694.06	9118.86	17470.6	6250.84	7652.45	7172.43	5282.07	7135.01	8405.68	4764.52	8329.42999999999	7532.87	12321.1	8306.28	7620.28	7236.13	7469.32	6221.89	5974.49	7108.3	4547.74	9971.87999999999	7527.73	6425.04	8133.82	6524.26	7350.55	7794.54	8543.79	8992.02	8863.5	6791.04	7171.31	7087.5	8535.98	7163.59	5363.97	6668.31	6591.73	7604.89	8326.32	8570.17	6970.2	7938.33	8203.6	9406.41999999999	6007.16	9595.94	7302.54	8127.86	7199.19	7329.97	6878.89	7241.21	6460.18	6256.46	5625.3	5343.45	5671.03	7229.68	5741.28	5689.57	5777.43	6903.75	8671.86	5743.25	6733.67	6294.18	5751.93	6208.66	10462.3	6557.87	6544.22	5692.16	5739.16	6340.5	9037.02	6917.8	7504.9	7306.94	7437.63	8488.35
IGF2BP1	123.282	51.5426	211.857	302.57	168.627	218.391	62.8715	272.788	1.1219	8.2988	23.6133	119.944	2.1894	1.8748	2.5429	123.255	130.18	1.2842	13.4742	130.486	30.2352	85.6602	26.303	46.8521	30.5208	83.0783	7.4596	393.436	9.733	8.0195	177.277	59.5987	21.9054	53.9054	106.043	90.2565	44.3884	1.6129	1316.9	160.95	19.5009	27.0514	287.267	0.3697	232.308	1.0137	34.7021	11.4879	28.7206	196.543	177.001	15.3277	1.0235	2.3285	197.932	205.2	413.043	49.8832	16.3236	2.837	355.115	225.17	51.9906	33.5387	101.087	75	248.51	329.877	249.699	281.416	27.8657	1037.77	268.328	90.9722	179.249	352.979	0	403.455	391.474	35.5918	1.6846	124.082	27.6584	1.9085	139.914	5.5306	127.273	41.3725	30.9798	90.2601	0	174.926	254.983	139.618	149.142	103.356	11.2641	28.9617	173.529	139.753	101.864	79.3057	45.2896	2.2482	260.775	11.4504	102.888	80.7631	658.867	228.369	112.31	113.556	42.0922	362.434	5.6298	1.5943	597.425	62.345	151.892	72.2735	6.6914	111.191	204.032	2.8584	9.748	475.302	15.9198	29.3974	11.5973	35.7288	564.411	465.736	53.749	0	12.2775	2.9787	80.326	135.609	20.7172	3.483	109.649	247.231	144.116	4.574	360.3	243.344	217.55	41.5033	652.781	47.3598	74.1139	61.5019	41.0827	83.7967	115.427	96.475	34.8418	263.604	88.0551	11.4665	190.028	5.5624	82.8308	355.846	110.944	6.1788	9.1431	132.165	13.4371	3.0292	11.1167	117.814	1.798	377.142	703.64	253.419	0.3715	1.2776	113.213	7.0053	7.9334	384.076	273.172	132.609	99.1093	15.8451	33.5079	46.1593	233.706	2.6247	7.2853	82.1236	28.9855	105.502	171.053	88.9404	92.7357	611.501	312.74	149.289	1.0076	22.3032	94.4503	414.062	6.591	101.156	67.2269	108.404	34.2884	564.6	170.437	92.501	46.4701	110.99	7.1132	86.7993	41.9404	5.9318	115.776	279.852	1.5163	83.7093	229.849	511.92	118.042	175.095	14.6965	18.7891	136.391	9.1151	56.6191	15.3257	0	4.4916	125.577	9.6735	2.9304	24.236	72.1844	0	93.9227	331.621	134.942	13.9795	254.942	328.811	210.079	11.2825	29.0593	397.566	254.911	49.9139	10.2106	275.395	76.728	152.327	25.2996	52.4177	316.846	209.912	73.6668	23.9467	22.656	35.7178	89.141	126.49	201.386	89.8442	52.4438	15.8011	165.799	23.3786	5.5691	95.1276	256.524	264.717	53.4301	0	90.535	182.868	9.009	4.2105	3.6163	99.0359	4.5683	143.583	78.9106	143.288	2.4743	18.3953	82.8571	47.2657	81.8634	207.325	86.8347	169.985	234.951	203.049	149.493	188.081	96.1806	28.5719	83.0029	332.108	225.519	134.372	196.314	150.458	75.1045	84.604	168.307	25.3542	139.883	90.9575	203.466	166.475	122.825	89.5923	29.8913	34.5233	11.7302	27.8643	22.7763
IGF2BP2	436.111	510.965	133.804	1339.85	334.118	867.566	519.879	4.6745	293.942	565.871	707.416	685.543	1362.67	103.112	34.8742	855.593	585.08	5.9932	28.1733	379.169	847.704	493.138	821.239	651.537	1125.73	594.665	103.035	338.331	335.999	34.942	1005.92	957.024	747.262	1371.84	12.5428	2396.07	489.578	394.839	1591.14	1635.88	426.538	426.06	842.062	825.878	475.385	240.75	102.784	670.002	972.585	418.81	980.62	1028.28	328.557	1209.28	251.605	1733.98	56.8182	551.456	992.193	107.805	1127.07	864.131	773.302	492.129	539.545	287.5	842.67	28.5159	1169.07	663.705	805.573	582.463	470.675	877.083	1748.35	59.8917	3.0017	1751.39	1214.76	1061.32	13.814	797.426	276.584	1176.12	359.539	651.688	110.49	737.481	25.2161	841.917	114.133	255.699	529.688	937.75	689.397	973.602	10.6383	395.082	367.647	548.52	328.999	313.138	1402.03	602.529	769.168	1090.01	712.579	1701.11	578.818	715.248	331.018	734.026	19.3954	1063.12	135.116	416.501	447.033	440.949	2.7921	1127.78	110.781	318.508	41.3794	7.6223	6.4987	431.943	575.472	47.0358	351.081	439.708	1179.98	770.673	238.287	1478.73	2120.73	460.203	1228.17	762.921	46.4737	1022.45	214.035	541.337	19.6993	535.735	28.9587	343.034	566.863	573.054	259.656	727.273	1080.72	1194.3	609.393	1220.81	1026.26	596.99	111.431	498.499	740.046	1014.79	694.15	2.4722	883.529	1054.9	343.298	1903.07	1289.18	1158.88	563.296	1501.45	532.087	528.762	785.288	135.736	586.434	941.519	901.189	1586.84	355.198	340.922	1014.94	504.681	553.198	643.66	1414.74	321.009	61.2163	1041.58	1306.78	1052.06	1362.35	462.464	237.813	480.259	648.947	803.706	465.224	315.189	533.873	1515.86	281.612	317.392	737.347	679.688	911.212	445.087	631.933	455.992	442.461	863.049	491.344	111.153	117.963	2105.69	471.251	942.586	204.143	632.229	395.674	551.087	11.3723	628.07	1165.63	1012.97	261.854	670.473	275.399	872.233999999999	527.459	758.071	225.255	1242.91	10.3759	741.936	181.445	748.892	2008.79	1692.59	141.723	734.828	267.956	1529.71	443.253	509.786	506.603	1031.65	172.435	1232.29	1040.85	514.199	815.443	509.811	794.512	847.63	797.717	3.9508	593.431	1541.24	615.346	733.965	668.499	370.718	1056.34	697.291	846.434	314.085	210.142	592.864	1243.38	580.017	672.91	719.08	397.262	1489.56	1089.2	791.843	916.227	1694.52	0.4115	677.742	9.009	140	943.847	1094.65	311.558	96.9529	354.749	461.161	126.191	757.73	16.4286	118.449	149.657	308.569	306.256	361.026	351.34	406.098	403.531	319.669	257.752	309.639	353.408	305.512	345.127	211.036	360.48	319.243	367.313	275.058	340.879	192.891	252.29	450.067	330.445	286.536	290.686	511.803	190.897	141.232	207.234	195.05	185.67
