	TCGA-2F-A9KO-01	TCGA-2F-A9KP-01	TCGA-2F-A9KQ-01	TCGA-2F-A9KR-01	TCGA-2F-A9KT-01	TCGA-2F-A9KW-01	TCGA-4Z-AA7M-01	TCGA-4Z-AA7N-01	TCGA-4Z-AA7O-01	TCGA-4Z-AA7Q-01	TCGA-4Z-AA7R-01	TCGA-4Z-AA7S-01	TCGA-4Z-AA7W-01	TCGA-4Z-AA7Y-01	TCGA-4Z-AA80-01	TCGA-4Z-AA81-01	TCGA-4Z-AA82-01	TCGA-4Z-AA83-01	TCGA-4Z-AA84-01	TCGA-4Z-AA86-01	TCGA-4Z-AA87-01	TCGA-4Z-AA89-01	TCGA-5N-A9KI-01	TCGA-5N-A9KM-01	TCGA-BL-A0C8-01	TCGA-BL-A13I-01	TCGA-BL-A13J-01	TCGA-BL-A3JM-01	TCGA-BL-A5ZZ-01	TCGA-BT-A0S7-01	TCGA-BT-A0YX-01	TCGA-BT-A20J-01	TCGA-BT-A20N-01	TCGA-BT-A20O-01	TCGA-BT-A20P-01	TCGA-BT-A20Q-01	TCGA-BT-A20R-01	TCGA-BT-A20T-01	TCGA-BT-A20U-01	TCGA-BT-A20V-01	TCGA-BT-A20W-01	TCGA-BT-A20X-01	TCGA-BT-A2LA-01	TCGA-BT-A2LB-01	TCGA-BT-A2LD-01	TCGA-BT-A3PH-01	TCGA-BT-A3PJ-01	TCGA-BT-A3PK-01	TCGA-BT-A42C-01	TCGA-BT-A42E-01	TCGA-BT-A42F-01	TCGA-C4-A0EZ-01	TCGA-C4-A0F0-01	TCGA-C4-A0F1-01	TCGA-C4-A0F6-01	TCGA-C4-A0F7-01	TCGA-CF-A1HR-01	TCGA-CF-A1HS-01	TCGA-CF-A27C-01	TCGA-CF-A3MF-01	TCGA-CF-A3MG-01	TCGA-CF-A3MH-01	TCGA-CF-A3MI-01	TCGA-CF-A47S-01	TCGA-CF-A47T-01	TCGA-CF-A47V-01	TCGA-CF-A47W-01	TCGA-CF-A47X-01	TCGA-CF-A47Y-01	TCGA-CF-A5U8-01	TCGA-CF-A5UA-01	TCGA-CF-A7I0-01	TCGA-CF-A8HX-01	TCGA-CF-A8HY-01	TCGA-CF-A9FF-01	TCGA-CF-A9FH-01	TCGA-CF-A9FL-01	TCGA-CF-A9FM-01	TCGA-CU-A0YN-01	TCGA-CU-A0YO-01	TCGA-CU-A0YR-01	TCGA-CU-A3KJ-01	TCGA-CU-A3QU-01	TCGA-CU-A3YL-01	TCGA-CU-A5W6-01	TCGA-CU-A72E-01	TCGA-DK-A1A3-01	TCGA-DK-A1A5-01	TCGA-DK-A1A6-01	TCGA-DK-A1A7-01	TCGA-DK-A1AA-01	TCGA-DK-A1AB-01	TCGA-DK-A1AC-01	TCGA-DK-A1AD-01	TCGA-DK-A1AE-01	TCGA-DK-A1AF-01	TCGA-DK-A1AG-01	TCGA-DK-A2HX-01	TCGA-DK-A2I1-01	TCGA-DK-A2I2-01	TCGA-DK-A2I4-01	TCGA-DK-A2I6-01	TCGA-DK-A3IK-01	TCGA-DK-A3IL-01	TCGA-DK-A3IM-01	TCGA-DK-A3IN-01	TCGA-DK-A3IQ-01	TCGA-DK-A3IS-01	TCGA-DK-A3IT-01	TCGA-DK-A3IU-01	TCGA-DK-A3IV-01	TCGA-DK-A3WW-01	TCGA-DK-A3WX-01	TCGA-DK-A3WY-01	TCGA-DK-A3X1-01	TCGA-DK-A3X2-01	TCGA-DK-A6AV-01	TCGA-DK-A6AW-01	TCGA-DK-A6B0-01	TCGA-DK-A6B1-01	TCGA-DK-A6B2-01	TCGA-DK-A6B5-01	TCGA-DK-A6B6-01	TCGA-DK-AA6L-01	TCGA-DK-AA6M-01	TCGA-DK-AA6P-01	TCGA-DK-AA6Q-01	TCGA-DK-AA6R-01	TCGA-DK-AA6S-01	TCGA-DK-AA6T-01	TCGA-DK-AA6U-01	TCGA-DK-AA6W-01	TCGA-DK-AA6X-01	TCGA-DK-AA71-01	TCGA-DK-AA74-01	TCGA-DK-AA75-01	TCGA-DK-AA76-01	TCGA-DK-AA77-01	TCGA-E5-A2PC-01	TCGA-E5-A4TZ-01	TCGA-E5-A4U1-01	TCGA-E7-A3X6-01	TCGA-E7-A3Y1-01	TCGA-E7-A4IJ-01	TCGA-E7-A4XJ-01	TCGA-E7-A519-01	TCGA-E7-A541-01	TCGA-E7-A5KE-01	TCGA-E7-A5KF-01	TCGA-E7-A677-01	TCGA-E7-A678-01	TCGA-E7-A6MD-01	TCGA-E7-A6ME-01	TCGA-E7-A6MF-01	TCGA-E7-A7DU-01	TCGA-E7-A7DV-01	TCGA-E7-A7PW-01	TCGA-E7-A7XN-01	TCGA-E7-A85H-01	TCGA-E7-A8O7-01	TCGA-E7-A8O8-01	TCGA-E7-A97P-01	TCGA-E7-A97Q-01	TCGA-FD-A3B3-01	TCGA-FD-A3B4-01	TCGA-FD-A3B5-01	TCGA-FD-A3B6-01	TCGA-FD-A3B7-01	TCGA-FD-A3B8-01	TCGA-FD-A3N5-01	TCGA-FD-A3N6-01	TCGA-FD-A3NA-01	TCGA-FD-A3SJ-01	TCGA-FD-A3SL-01	TCGA-FD-A3SM-01	TCGA-FD-A3SN-01	TCGA-FD-A3SO-01	TCGA-FD-A3SP-01	TCGA-FD-A3SQ-01	TCGA-FD-A3SR-01	TCGA-FD-A3SS-01	TCGA-FD-A43N-01	TCGA-FD-A43P-01	TCGA-FD-A43S-01	TCGA-FD-A43U-01	TCGA-FD-A43X-01	TCGA-FD-A43Y-01	TCGA-FD-A5BR-01	TCGA-FD-A5BS-01	TCGA-FD-A5BT-01	TCGA-FD-A5BU-01	TCGA-FD-A5BV-01	TCGA-FD-A5BX-01	TCGA-FD-A5BY-01	TCGA-FD-A5BZ-01	TCGA-FD-A5C0-01	TCGA-FD-A5C1-01	TCGA-FD-A62N-01	TCGA-FD-A62O-01	TCGA-FD-A62P-01	TCGA-FD-A62S-01	TCGA-FD-A6TA-01	TCGA-FD-A6TB-01	TCGA-FD-A6TC-01	TCGA-FD-A6TD-01	TCGA-FD-A6TE-01	TCGA-FD-A6TF-01	TCGA-FD-A6TG-01	TCGA-FD-A6TH-01	TCGA-FD-A6TI-01	TCGA-FD-A6TK-01	TCGA-FJ-A3Z7-01	TCGA-FJ-A3Z9-01	TCGA-FJ-A3ZE-01	TCGA-FJ-A3ZF-01	TCGA-FJ-A871-01	TCGA-FT-A3EE-01	TCGA-FT-A61P-01	TCGA-G2-A2EC-01	TCGA-G2-A2EF-01	TCGA-G2-A2EJ-01	TCGA-G2-A2EK-01	TCGA-G2-A2EL-01	TCGA-G2-A2EO-01	TCGA-G2-A2ES-01	TCGA-G2-A3IB-01	TCGA-G2-A3IE-01	TCGA-G2-A3VY-01	TCGA-G2-AA3B-01	TCGA-G2-AA3C-01	TCGA-G2-AA3D-01	TCGA-G2-AA3F-01	TCGA-GC-A3BM-01	TCGA-GC-A3I6-01	TCGA-GC-A3OO-01	TCGA-GC-A3RB-01	TCGA-GC-A3RC-01	TCGA-GC-A3RD-01	TCGA-GC-A3WC-01	TCGA-GC-A3YS-01	TCGA-GC-A4ZW-01	TCGA-GC-A6I1-01	TCGA-GC-A6I3-01	TCGA-GD-A2C5-01	TCGA-GD-A3OP-01	TCGA-GD-A3OQ-01	TCGA-GD-A3OS-01	TCGA-GD-A6C6-01	TCGA-GD-A76B-01	TCGA-GU-A42P-01	TCGA-GU-A42Q-01	TCGA-GU-A42R-01	TCGA-GU-A762-01	TCGA-GU-A763-01	TCGA-GU-A764-01	TCGA-GU-A766-01	TCGA-GU-A767-01	TCGA-GU-AATO-01	TCGA-GU-AATP-01	TCGA-GU-AATQ-01	TCGA-GV-A3JV-01	TCGA-GV-A3JW-01	TCGA-GV-A3JX-01	TCGA-GV-A3JZ-01	TCGA-GV-A3QF-01	TCGA-GV-A3QG-01	TCGA-GV-A3QH-01	TCGA-GV-A3QI-01	TCGA-GV-A3QK-01	TCGA-GV-A40E-01	TCGA-GV-A40G-01	TCGA-GV-A6ZA-01	TCGA-H4-A2HO-01	TCGA-H4-A2HQ-01	TCGA-HQ-A2OE-01	TCGA-HQ-A2OF-01	TCGA-HQ-A5ND-01	TCGA-HQ-A5NE-01	TCGA-K4-A3WS-01	TCGA-K4-A3WU-01	TCGA-K4-A3WV-01	TCGA-K4-A4AB-01	TCGA-K4-A4AC-01	TCGA-K4-A54R-01	TCGA-K4-A5RH-01	TCGA-K4-A5RI-01	TCGA-K4-A5RJ-01	TCGA-K4-A6FZ-01	TCGA-K4-A6MB-01	TCGA-K4-A83P-01	TCGA-K4-AAQO-01	TCGA-KQ-A41N-01	TCGA-KQ-A41O-01	TCGA-KQ-A41P-01	TCGA-KQ-A41Q-01	TCGA-KQ-A41R-01	TCGA-KQ-A41S-01	TCGA-LC-A66R-01	TCGA-LT-A5Z6-01	TCGA-LT-A8JT-01	TCGA-MV-A51V-01	TCGA-PQ-A6FI-01	TCGA-PQ-A6FN-01	TCGA-R3-A69X-01	TCGA-S5-A6DX-01	TCGA-S5-AA26-01	TCGA-SY-A9G0-01	TCGA-SY-A9G5-01	TCGA-UY-A78K-01	TCGA-UY-A78L-01	TCGA-UY-A78M-01	TCGA-UY-A78N-01	TCGA-UY-A78O-01	TCGA-UY-A78P-01	TCGA-UY-A8OB-01	TCGA-UY-A8OC-01	TCGA-UY-A8OD-01	TCGA-UY-A9PA-01	TCGA-UY-A9PB-01	TCGA-UY-A9PD-01	TCGA-UY-A9PE-01	TCGA-UY-A9PF-01	TCGA-UY-A9PH-01	TCGA-XF-A8HB-01	TCGA-XF-A8HC-01	TCGA-XF-A8HD-01	TCGA-XF-A8HE-01	TCGA-XF-A8HF-01	TCGA-XF-A8HG-01	TCGA-XF-A8HH-01	TCGA-XF-A8HI-01	TCGA-XF-A9SH-01	TCGA-XF-A9SI-01	TCGA-XF-A9SJ-01	TCGA-XF-A9SK-01	TCGA-XF-A9SL-01	TCGA-XF-A9SM-01	TCGA-XF-A9SP-01	TCGA-XF-A9ST-01	TCGA-XF-A9SU-01	TCGA-XF-A9SV-01	TCGA-XF-A9SW-01	TCGA-XF-A9SX-01	TCGA-XF-A9SY-01	TCGA-XF-A9SZ-01	TCGA-XF-A9T0-01	TCGA-XF-A9T2-01	TCGA-XF-A9T3-01	TCGA-XF-A9T4-01	TCGA-XF-A9T5-01	TCGA-XF-A9T6-01	TCGA-XF-A9T8-01	TCGA-XF-AAME-01	TCGA-XF-AAMG-01	TCGA-XF-AAMH-01	TCGA-XF-AAMJ-01	TCGA-XF-AAML-01	TCGA-XF-AAMQ-01	TCGA-XF-AAMR-01	TCGA-XF-AAMT-01	TCGA-XF-AAMW-01	TCGA-XF-AAMX-01	TCGA-XF-AAMY-01	TCGA-XF-AAMZ-01	TCGA-XF-AAN0-01	TCGA-XF-AAN1-01	TCGA-XF-AAN2-01	TCGA-XF-AAN3-01	TCGA-XF-AAN4-01	TCGA-XF-AAN5-01	TCGA-XF-AAN7-01	TCGA-XF-AAN8-01	TCGA-YC-A89H-01	TCGA-YC-A8S6-01	TCGA-YC-A9TC-01	TCGA-YF-AA3L-01	TCGA-YF-AA3M-01	TCGA-ZF-A9R0-01	TCGA-ZF-A9R1-01	TCGA-ZF-A9R2-01	TCGA-ZF-A9R3-01	TCGA-ZF-A9R4-01	TCGA-ZF-A9R5-01	TCGA-ZF-A9R7-01	TCGA-ZF-A9R9-01	TCGA-ZF-A9RC-01	TCGA-ZF-A9RD-01	TCGA-ZF-A9RE-01	TCGA-ZF-A9RF-01	TCGA-ZF-A9RL-01	TCGA-ZF-A9RM-01	TCGA-ZF-A9RN-01	TCGA-ZF-AA4N-01	TCGA-ZF-AA4R-01	TCGA-ZF-AA4T-01	TCGA-ZF-AA4U-01	TCGA-ZF-AA4V-01	TCGA-ZF-AA4W-01	TCGA-ZF-AA4X-01	TCGA-ZF-AA51-01	TCGA-ZF-AA52-01	TCGA-ZF-AA53-01	TCGA-ZF-AA54-01	TCGA-ZF-AA56-01	TCGA-ZF-AA58-01	TCGA-ZF-AA5H-01	TCGA-ZF-AA5N-01	TCGA-ZF-AA5P-01	TCGA-BL-A13J-11	TCGA-BT-A20N-11	TCGA-BT-A20Q-11	TCGA-BT-A20R-11	TCGA-BT-A20U-11	TCGA-BT-A20W-11	TCGA-BT-A2LA-11	TCGA-BT-A2LB-11	TCGA-CU-A0YN-11	TCGA-CU-A0YR-11	TCGA-GC-A3BM-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-GD-A3OP-11	TCGA-GD-A3OQ-11	TCGA-K4-A3WV-11	TCGA-K4-A54R-11	TCGA-K4-A5RI-11
ALKBH5	1502.62	2370.37	2181.67	1922.63	1794.8	1855.69	1246.68	1975.35	2026.27	2166.54	2821.2	2108.49	1770.14	1958.24	1550.12	1898.48	1544.5	2222.44	2160.11	3438.15	1222.76	2584.97	3018.46	1656.27	1385.65	2180.75	2869.94	4865.29	2275.61	2708.71	2311.98	1709.79	2222.1	1838.96	1455.82	1366.42	2570.74	1408.64	2652.43	1910.38	1666.73	1689.97	1858.3	1428.62	2070.18	1499.61	2483.39	2288.16	2588.84	1561.73	2049.34	2968.59	1642.46	2928.58	2139.28	3399.08	1432.36	1790.2	973.822000000001	1274.61	1409.88	2051.33	1870.23	1804.98	1873.72	1440.31	2108.4	1016.32	2076.18	2016.19	927.142	2281.92	1656.21	2794.1	2290.44	2434.51	1864.65	2442.01	2977.05	1615.38	2852.5	1478.89	2348.92	2396.08	1750.85	2257.99	2133.44	1555.94	4387.29	2726.31	2125.63	1965.95	1329.33	861.251	1803.45	2087.9	2271.26	2177.86	1440.65	2048.23	1930.79	2054.05	2125.71	1509.67	6115.17	2148.7	2294.25	1488.52	1266.05	2316.18	1404.1	1496.2	1817.44	2539.5	1346.43	2401.38	1814.81	1887.11	2464.27	2311.88	1524.66	1479.5	1704.02	2749.3	2462.93	1157.84	2788.56	1539.53	1811.72	2886.66	2242.63	2960.79	1120.82	1785.09	1764.16	2422.83	1960.84	2596.5	1444.05	1186.63	606.862	2394.46	1672.09	1569.57	1165.6	1776.66	2174.7	1872.06	2079.45	1204.54	2250.49	1425.55	1542.07	2095.84	1248.01	2022.45	1806.15	2083.81	1499.7	1464.67	1904.9	1939.87	1511.45	1698.01	1700.7	1999.95	2573.02	2136.32	2029.31	2884.07	1610.18	1485.99	1699.07	2083.91	2512.38	1510.36	1446.02	2943.6	1585.94	2532.67	2535.63	1924.39	1506.21	2221.45	1535.89	1081.01	2273.3	1381.6	2509.54	2777.88	2179.54	1357.84	2040.07	1464.55	2210.72	1784.59	1981.06	1735.28	1152.38	1590.17	1939.35	1451.42	2000.61	1665.66	1677.29	3288.57	2916.37	1769.46	2538.18	1779.96	1951.62	1122.55	1399.88	3366.34	1116.54	3149.45	2138.33	2698.72	1164.4	2049.89	1007.2	1861.63	4407.77	1811.28	2614.62	2811.15	1226.94	1683.91	1428.57	2845.46	1469.41	2211.2	1380.47	1654.87	2460.38	1664.24	3923.15	1333	1974.23	2675.52	2491.1	2262.67	1018.69	1445.9	1683.08	1967.66	2781.54	839.437	2710.48	1517.63	2020.55	995.701999999999	2314.93	2087.74	2306.6	1930.91	1580.21	2196.21	1753.8	1470.8	1989.09	3255.35	2678.39	4489.25	1620.22	1742.01	2111.46	4024.34	1684.8	1798.37	1977.09	2352.29	2052.22	2536.12	1347.4	1269.96	2059.74	1666.19	1690.64	1869.85	3999.5	2506.9	1659.68	2216	2869.65	2061.28	1713.2	2007.93	1426.53	2213.74	2331.35	1338.84	1863.01	2054.72	1220.98	1320.39	1919.05	1483.31	2916.57	1488.32	1570.73	1712.03	1371.53	1759.04	1060.61	1605.27	1912.64	1565.13	1331	2426.18	1490.23	2979.36	1504.25	1443.16	2778.48	1845.88	1582.78	1818.28	3366.25	1531.92	1598.01	1194.43	1209.46	2226.15	2131.16	1501.42	1315.13	1601.25	744.599	1080.09	1830.27	1844.53	2376.93	1891.36	1686.4	2804.46	2054.43	1788.33	1315.8	1526.05	2095.74	2843.15	1697.5	1538.35	2330.3	2985.54	3038.36	1880.04	1743.6	3109.71	1815.59	2111.55	2170.19	2341.25	2048	1643.74	2956.53	1464.85	2213.94	1571.67	1243.38	2540.55	1237.54	1896.52	1411.67	1229.09	1860.14	1448.77	2979.6	1146.57	2093.73	3432.58	2211.95	1884.68	3970	1996.89	1567.75	1260.68	1656.69	2787.25	1424.31	1972.11	1857.6	931.456	1609.99	2201.21	2008.71	2171.55	3390.45	1100.29	1312.98	2022.98	2449.68	3021.52	2858.56	2229.21	2150.44	1660.35	3133.01	1489.01	2225.51	1949.04	2597.1	1904.72	2530.32	4280.93	1469.94	2870.08	3518.27	3131.12	3852.47	2103.18	2084.39	2067.89	2272.55	1888.07	3340.01	3055.55	1976.72	2738.72	1114.79	1612	2288.58	2183.47	2314.02	1642.17	2435.9
FTO	785.423	1138.16	818.73	1122.58	663.652	516.808	450.436	694.908	795.345	356.291	841.567	596.717	267.409	831.115	598.063	289.807	879.666	869.307	288.579	638.433	553.071	673.835	532.899	1109.22	464.994	940.128999999999	1436.06	891.657	858.042	1753.81	1573.82	663.004	574.215	992.542	617.671	1054.56	1070.22	673.873	994.254	684.991	605.499	1181.97	1483.1	830.189	663.011	871.419	989.476999999999	850.013	1126.39	485.118	575.369	1286.46	717.371	1028	725.869	1862.73	751.542	530.185	569.323	307.285	594.313	623.142	484.614	454.893	462.236	550.552	647.641	630.892	694.779	801.269	376.74	810.017	392.552	584.185	488.55	596.677	665.314	961.885	562.389	866.843000000001	877.888	1418.61	384.236	557.209	607.941	812.166	561.801	871.901	420.999	736.778	1139.96	1171.91	1657.68	864.542	1062.69	738.302	807.356	797.872	525.534	800.273	570.184	348.913	704.319	894.893	960.288	652.336	1355.38	1037.45	705.442	866.102	360.713	499.526	748.142	717.345	1018.66	582.39	645.12	385.442	665.782	839.225	961.054999999999	1316.88	289.158	536.738	441.105	403.433	593.156	488.852	1225.27	590.856	699.578	534.588	777.08	716.77	662.738	852.055	433.986	1080.98	1109.61	623.426	344.295	890.486	618.575	489.583	497.163	349.095	353.839	447.257	584.706	787.328	555.773	851.759	693.644	850.002	548.985	453.806	322.483	561.006	950.807	648.428	439.519	671.958	750.367	1125.19	713.124	978.982000000001	699.452	1000.79	990.024	759.482	677.24	583.942	776.553	867.978	1028.86	778.765	497.79	1097.98	1117.12	692.426	469.416	715.311	762.595	569.75	400.695	754.021	855.054	756.54	592.798	590.175	979.222	649.185	650.658	1036.32	897.541	388.463	652.776	479.233	443.568	789.625	1190.21	985.19	705.856	388.975	491.654	478.233	816.352	977.355	656.062	2053.85	886.79	619.485	331.468	630.452	360.725	865.601	1493.86	473.373	1005.84	759.202	579.986	866.617	1373.17	788.916999999999	416.176	534.796	336.712	1151.66	555.56	516.068	559.99	401.834	1180.2	846.735	993.133999999999	552.12	631.209	604.572	946.015	761.704	910.935	579.223	273.563	1331.6	580.192	596.314	1998.84	185.25	642.487	381.571	1163.64	459.901	771.181	752.273	774.761	501.998	599.163	325.203	729.868	610.961	487.494	690.743	360.279	547.431	715.529	780.974	271.832	972.37	651.407	367.387	644.328	534.08	552.372	803.01	545.854	757.353	822.472	506.46	874.159	931.997000000001	550.759	1809.91	594.546	815.088	1134.41	764.956	641.36	642.701	759.179	740.857	1492.69	612.758	373.249	414.873	794.695	220.653	538.288	1002.9	314.805	594.346	392.989	373.094	426.973	1315.69	336.187	688.245	1091.15	587.667	420.641	852.068	683.659	620.291	551.922	602.897	657.262	839.682	549.044	606.527	769.252	768.591	757.904	450.909	550.755	424.144	521.24	607.221	406.329	382.303	606.098	956.522000000001	812.561	655.934	552.953	354.855	1170.94	726.741000000001	851.852	632.717	350.02	572.301	707.502	777.778	432.803	567.6	610.574	676.408	688.03	715.801	963.675	540.666	436.603	824.202	914.212	573.351	484.31	941.347	337.312	760.564	1540.28	1008.83	851.147	558.73	1311.19	513.995	661.355	818.56	385.91	633.624	1158.83	466.414	1708.37	901.235	434.439	595.29	752.816	349.585	473.306	762.564	797.163	1275.71	617.087	293.154	787.558	280.164	564.417	429.607	912.422	842.302	596.446	823.574	590.768	820.451	940.693	1224.55	321.671	562.599	511.741	1697.72	483.442	492.087	501.767	460.744	1603.74	841.2	623.103	466.82	580.368	953.863	1647.06	1439.2	1587.46	1569.05	605.426	1161.1	869.198	629.87	1370.48	1585.29	949.818	1076.97	292.829	1177.03	638.364	1026.38	831.933	774.791	853.368999999999
HNRNPA2B1	19019.2	22501	20120.5	21882.7	18245.9	18584.1	26509.3	14904.9	21745	17058.3	25079.2	16443.1	14356.2	20039.5	21980.6	21266.7	16339.9	14851.5	15444.2	20036.8	21168	13592.5	14443.4	10994.7	13862.3	20832.9	16149.9	24697.3	16162.1	25511.4	16110.3	12283.3	23320.7	22424.5	17884.4	15412.5	16674.9	21399.7	20475.2	20767.8	22608.7	19728.6	31815.5	17458.5	16738.8	18726.4	17974.5	16399.5	23210.1	27667.7	14230.6	34883.2	22751.5	20919.2	17626.8	22294.4	15538.4	21287.5	18905.6	10913.9	15608.1	14525.1	17864.6	12796.6	18372.2	14166.8	13874.5	17849.9	13494	14642.7	11561.6	16755.3	13297.3	16783.9	15858.7	22207.8	20002.8	17116.3	23175.7	14089.7	18563.3	21754.4	18669.3	10892.6	14575.3	21956.8	13457.9	21237.8	27027.2	20764.3	15905.7	15565.3	21814.1	21178.1	26852	14679.5	18069	11446.8	20954.8	20467.2	19648.2	23059.1	15342.4	16336.6	21862.4	14607.9	10968.2	22253.6	17173.1	15711.8	19782.4	32483.9	15865.4	23000.4	30004.8	25609.8	25406.8	9719.57	14571.9	19295.2	15776	12316.8	16647.6	17131.3	17834.4	21312.1	18571.1	22506.3	18349.8	31798	21791.3	17597.3	18850.9	23041	14799.6	19969.9	19763.2	14974.1	22399.5	21195.5	16404.9	18824.1	15796.1	16585.5	11018.1	4144.87	23157	16654.9	15594.1	13687.4	11936.7	19900	20152.4	13143.4	19383.9	21685.9	23856.9	21590.3	18308.9	15883.3	23847.4	21212.6	19227.4	23289	19745	15227.9	23867.6	18764.4	15405.1	17903	19026.8	15688.1	25960.9	12567.9	13095.2	13936.5	18578.7	14627.8	11322.6	11356	17035.1	16275.5	19459.3	10595.3	15342.6	16989.8	17055.3	14346	14771	9091.93	11122	22506.7	12638.2	18214.3	11628.8	16843.1	17704.2	14247.1	14689.3	15208.7	13171.3	14343.6	17162.4	27881.8	21371.8	23284.9	18813.9	16374.4	16191.9	12836.7	19176.7	14136.6	15325.9	19028.9	29178.9	18575.6	19436.7	16345.2	11569	18305.9	18281.5	12507.7	31827.9	26745.8	20390	14230.7	13030.4	14904.5	21055.6	17329.4	19717	16586.5	18498.1	16426	15000.5	24930.6	17934.4	22551.6	19011.8	26795.9	15655.3	13736.6	11373.7	21732.7	13275.4	17866	15821.3	8956.27	16771.7	21588.3	19251.4	19697.6	19657.5	14127.6	16964.9	20151.3	16059.7	13299.4	16089.3	24053	14915.5	25876.7	17578.4	24654.4	11944.2	19609.7	16594.6	16284.8	26907.7	21205	21026.8	21962.5	15324.3	21598.7	19118.5	14448.1	27507	16237.3	13303.6	14624.4	11992.4	11870.7	22712.3	17443.3	17829.1	19091.4	22220.4	15397.6	17515.1	18505.9	16227.5	14299.6	22189.8	19668.4	27902.7	15128	19157.2	20449.2	13987.5	17605.9	15109.5	22144.8	14766.6	15857.2	11942.4	20724.4	13197.5	13087.8	20742.2	23354.8	18024.3	30111.7	16171.5	27676.9	19798.5	19778.3	15258.5	18642.9	19725	20739.9	17875.3	14557.3	18711	12313.6	18668.1	18275	22982	14668.7	20683.9	14583.5	20168	15414	15225.5	13262.9	12665.2	12753.9	21827.5	12319.9	29442.5	18171.8	15807.2	13838	13594.7	26920.2	14598.1	19092.5	22862.4	22274.7	15492	20411.7	18135.9	20998.6	16013.4	28327.2	15974.4	14391.7	20103	18841.6	13306.5	22384.2	16864.5	12616.4	15231.5	17692.1	17263.3	17310.9	22713.9	13383	13652.7	25694.4	30847.8	10152.9	19836.7	19436.8	28987.8	13862.6	30070.1	14853.6	18194.8	21503.3	18131.1	17583.8	19022.1	15588.7	13580.2	15922.7	21471.8	15505.1	19378.4	20577.7	18169.9	29075.4	17868.5	19532.9	23372.2	16920.8	24398.3	17944.7	21750.1	17404.7	15087.8	16305.8	12599.2	19906.9	17196.9	21573.4	11979.1	13866	8463.95	10714.8	9320.67000000001	13115.2	15144.2	16409.3	20013.5	16057.1	11539.8	10635.3	13712.6	9899.71	9813.41	17089.7	13270.9	11422.1	12783.6	13993.4	11710.3
