	TCGA-18-3406-01	TCGA-18-3407-01	TCGA-18-3408-01	TCGA-18-3409-01	TCGA-18-3410-01	TCGA-18-3411-01	TCGA-18-3412-01	TCGA-18-3414-01	TCGA-18-3415-01	TCGA-18-3416-01	TCGA-18-3417-01	TCGA-18-3419-01	TCGA-18-3421-01	TCGA-18-4083-01	TCGA-18-4086-01	TCGA-18-4721-01	TCGA-18-5592-01	TCGA-18-5595-01	TCGA-21-1070-01	TCGA-21-1071-01	TCGA-21-1072-01	TCGA-21-1075-01	TCGA-21-1076-01	TCGA-21-1077-01	TCGA-21-1078-01	TCGA-21-1079-01	TCGA-21-1080-01	TCGA-21-1081-01	TCGA-21-1082-01	TCGA-21-1083-01	TCGA-21-5782-01	TCGA-21-5783-01	TCGA-21-5784-01	TCGA-21-5786-01	TCGA-21-5787-01	TCGA-21-A5DI-01	TCGA-22-0940-01	TCGA-22-0944-01	TCGA-22-1000-01	TCGA-22-1002-01	TCGA-22-1005-01	TCGA-22-1011-01	TCGA-22-1012-01	TCGA-22-1016-01	TCGA-22-1017-01	TCGA-22-4591-01	TCGA-22-4593-01	TCGA-22-4594-01	TCGA-22-4595-01	TCGA-22-4596-01	TCGA-22-4599-01	TCGA-22-4601-01	TCGA-22-4604-01	TCGA-22-4605-01	TCGA-22-4607-01	TCGA-22-4609-01	TCGA-22-4613-01	TCGA-22-5471-01	TCGA-22-5472-01	TCGA-22-5473-01	TCGA-22-5474-01	TCGA-22-5477-01	TCGA-22-5478-01	TCGA-22-5479-01	TCGA-22-5480-01	TCGA-22-5481-01	TCGA-22-5482-01	TCGA-22-5483-01	TCGA-22-5485-01	TCGA-22-5489-01	TCGA-22-5491-01	TCGA-22-5492-01	TCGA-22-A5C4-01	TCGA-33-4532-01	TCGA-33-4533-01	TCGA-33-4538-01	TCGA-33-4547-01	TCGA-33-4566-01	TCGA-33-4579-01	TCGA-33-4582-01	TCGA-33-4583-01	TCGA-33-4586-01	TCGA-33-4587-01	TCGA-33-4589-01	TCGA-33-6737-01	TCGA-33-6738-01	TCGA-33-A4WN-01	TCGA-33-A5GW-01	TCGA-33-AAS8-01	TCGA-33-AASB-01	TCGA-33-AASD-01	TCGA-33-AASI-01	TCGA-33-AASJ-01	TCGA-33-AASL-01	TCGA-34-2596-01	TCGA-34-2600-01	TCGA-34-2608-01	TCGA-34-5231-01	TCGA-34-5232-01	TCGA-34-5234-01	TCGA-34-5236-01	TCGA-34-5239-01	TCGA-34-5240-01	TCGA-34-5241-01	TCGA-34-5927-01	TCGA-34-5928-01	TCGA-34-5929-01	TCGA-34-7107-01	TCGA-34-8454-01	TCGA-34-8455-01	TCGA-34-8456-01	TCGA-34-A5IX-01	TCGA-37-3783-01	TCGA-37-3789-01	TCGA-37-3792-01	TCGA-37-4129-01	TCGA-37-4130-01	TCGA-37-4132-01	TCGA-37-4133-01	TCGA-37-4135-01	TCGA-37-4141-01	TCGA-37-5819-01	TCGA-37-A5EL-01	TCGA-37-A5EM-01	TCGA-37-A5EN-01	TCGA-39-5011-01	TCGA-39-5016-01	TCGA-39-5019-01	TCGA-39-5021-01	TCGA-39-5022-01	TCGA-39-5024-01	TCGA-39-5027-01	TCGA-39-5028-01	TCGA-39-5029-01	TCGA-39-5030-01	TCGA-39-5031-01	TCGA-39-5034-01	TCGA-39-5035-01	TCGA-39-5036-01	TCGA-39-5037-01	TCGA-39-5039-01	TCGA-39-5040-01	TCGA-43-2576-01	TCGA-43-2578-01	TCGA-43-2581-01	TCGA-43-3394-01	TCGA-43-3920-01	TCGA-43-5668-01	TCGA-43-5670-01	TCGA-43-6143-01	TCGA-43-6647-01	TCGA-43-6770-01	TCGA-43-6771-01	TCGA-43-6773-01	TCGA-43-7656-01	TCGA-43-7657-01	TCGA-43-7658-01	TCGA-43-8115-01	TCGA-43-8116-01	TCGA-43-8118-01	TCGA-43-A474-01	TCGA-43-A475-01	TCGA-43-A56U-01	TCGA-43-A56V-01	TCGA-46-3765-01	TCGA-46-3766-01	TCGA-46-3767-01	TCGA-46-3768-01	TCGA-46-3769-01	TCGA-46-6025-01	TCGA-46-6026-01	TCGA-51-4079-01	TCGA-51-4080-01	TCGA-51-4081-01	TCGA-51-6867-01	TCGA-52-7622-01	TCGA-52-7809-01	TCGA-52-7810-01	TCGA-52-7811-01	TCGA-52-7812-01	TCGA-56-1622-01	TCGA-56-5897-01	TCGA-56-5898-01	TCGA-56-6545-01	TCGA-56-6546-01	TCGA-56-7221-01	TCGA-56-7222-01	TCGA-56-7223-01	TCGA-56-7579-01	TCGA-56-7580-01	TCGA-56-7582-01	TCGA-56-7730-01	TCGA-56-7731-01	TCGA-56-7822-01	TCGA-56-7823-01	TCGA-56-8082-01	TCGA-56-8083-01	TCGA-56-8201-01	TCGA-56-8304-01	TCGA-56-8305-01	TCGA-56-8307-01	TCGA-56-8308-01	TCGA-56-8309-01	TCGA-56-8503-01	TCGA-56-8504-01	TCGA-56-8622-01	TCGA-56-8623-01	TCGA-56-8624-01	TCGA-56-8625-01	TCGA-56-8626-01	TCGA-56-8628-01	TCGA-56-8629-01	TCGA-56-A49D-01	TCGA-56-A4BW-01	TCGA-56-A4BX-01	TCGA-56-A4BY-01	TCGA-56-A4ZJ-01	TCGA-56-A4ZK-01	TCGA-56-A5DR-01	TCGA-56-A5DS-01	TCGA-56-A62T-01	TCGA-58-8386-01	TCGA-58-8387-01	TCGA-58-8388-01	TCGA-58-8390-01	TCGA-58-8391-01	TCGA-58-8392-01	TCGA-58-8393-01	TCGA-58-A46J-01	TCGA-58-A46K-01	TCGA-58-A46L-01	TCGA-58-A46M-01	TCGA-58-A46N-01	TCGA-60-2695-01	TCGA-60-2696-01	TCGA-60-2697-01	TCGA-60-2698-01	TCGA-60-2703-01	TCGA-60-2704-01	TCGA-60-2706-01	TCGA-60-2707-01	TCGA-60-2708-01	TCGA-60-2709-01	TCGA-60-2710-01	TCGA-60-2711-01	TCGA-60-2712-01	TCGA-60-2713-01	TCGA-60-2714-01	TCGA-60-2715-01	TCGA-60-2716-01	TCGA-60-2719-01	TCGA-60-2720-01	TCGA-60-2721-01	TCGA-60-2722-01	TCGA-60-2723-01	TCGA-60-2724-01	TCGA-60-2725-01	TCGA-60-2726-01	TCGA-63-5128-01	TCGA-63-5131-01	TCGA-63-6202-01	TCGA-63-7020-01	TCGA-63-7021-01	TCGA-63-7022-01	TCGA-63-7023-01	TCGA-63-A5M9-01	TCGA-63-A5MB-01	TCGA-63-A5MG-01	TCGA-63-A5MH-01	TCGA-63-A5MI-01	TCGA-63-A5MJ-01	TCGA-63-A5ML-01	TCGA-63-A5MM-01	TCGA-63-A5MN-01	TCGA-63-A5MP-01	TCGA-63-A5MR-01	TCGA-63-A5MS-01	TCGA-63-A5MT-01	TCGA-63-A5MU-01	TCGA-63-A5MV-01	TCGA-63-A5MW-01	TCGA-63-A5MY-01	TCGA-66-2727-01	TCGA-66-2734-01	TCGA-66-2737-01	TCGA-66-2742-01	TCGA-66-2744-01	TCGA-66-2753-01	TCGA-66-2754-01	TCGA-66-2755-01	TCGA-66-2756-01	TCGA-66-2757-01	TCGA-66-2758-01	TCGA-66-2759-01	TCGA-66-2763-01	TCGA-66-2765-01	TCGA-66-2766-01	TCGA-66-2767-01	TCGA-66-2768-01	TCGA-66-2769-01	TCGA-66-2770-01	TCGA-66-2771-01	TCGA-66-2773-01	TCGA-66-2777-01	TCGA-66-2778-01	TCGA-66-2780-01	TCGA-66-2781-01	TCGA-66-2782-01	TCGA-66-2783-01	TCGA-66-2785-01	TCGA-66-2786-01	TCGA-66-2787-01	TCGA-66-2788-01	TCGA-66-2789-01	TCGA-66-2790-01	TCGA-66-2791-01	TCGA-66-2792-01	TCGA-66-2793-01	TCGA-66-2794-01	TCGA-66-2795-01	TCGA-66-2800-01	TCGA-68-7755-01	TCGA-68-7756-01	TCGA-68-7757-01	TCGA-68-8250-01	TCGA-68-8251-01	TCGA-68-A59I-01	TCGA-68-A59J-01	TCGA-6A-AB49-01	TCGA-70-6722-01	TCGA-70-6723-01	TCGA-77-6842-01	TCGA-77-6843-01	TCGA-77-6844-01	TCGA-77-6845-01	TCGA-77-7138-01	TCGA-77-7139-01	TCGA-77-7140-01	TCGA-77-7141-01	TCGA-77-7142-01	TCGA-77-7335-01	TCGA-77-7337-01	TCGA-77-7338-01	TCGA-77-7463-01	TCGA-77-7465-01	TCGA-77-8007-01	TCGA-77-8008-01	TCGA-77-8009-01	TCGA-77-8128-01	TCGA-77-8130-01	TCGA-77-8131-01	TCGA-77-8133-01	TCGA-77-8136-01	TCGA-77-8138-01	TCGA-77-8139-01	TCGA-77-8140-01	TCGA-77-8143-01	TCGA-77-8144-01	TCGA-77-8145-01	TCGA-77-8146-01	TCGA-77-8148-01	TCGA-77-8150-01	TCGA-77-8153-01	TCGA-77-8154-01	TCGA-77-8156-01	TCGA-77-A5FZ-01	TCGA-77-A5G1-01	TCGA-77-A5G3-01	TCGA-77-A5G6-01	TCGA-77-A5G7-01	TCGA-77-A5G8-01	TCGA-77-A5GA-01	TCGA-77-A5GB-01	TCGA-77-A5GF-01	TCGA-77-A5GH-01	TCGA-79-5596-01	TCGA-85-6175-01	TCGA-85-6560-01	TCGA-85-6561-01	TCGA-85-6798-01	TCGA-85-7696-01	TCGA-85-7697-01	TCGA-85-7698-01	TCGA-85-7699-01	TCGA-85-7710-01	TCGA-85-7843-01	TCGA-85-7844-01	TCGA-85-7950-01	TCGA-85-8048-01	TCGA-85-8049-01	TCGA-85-8052-01	TCGA-85-8070-01	TCGA-85-8071-01	TCGA-85-8072-01	TCGA-85-8276-01	TCGA-85-8277-01	TCGA-85-8287-01	TCGA-85-8288-01	TCGA-85-8350-01	TCGA-85-8351-01	TCGA-85-8352-01	TCGA-85-8353-01	TCGA-85-8354-01	TCGA-85-8355-01	TCGA-85-8479-01	TCGA-85-8481-01	TCGA-85-8580-01	TCGA-85-8582-01	TCGA-85-8584-01	TCGA-85-8664-01	TCGA-85-8666-01	TCGA-85-A4CL-01	TCGA-85-A4CN-01	TCGA-85-A4JB-01	TCGA-85-A4JC-01	TCGA-85-A4PA-01	TCGA-85-A4QQ-01	TCGA-85-A4QR-01	TCGA-85-A50M-01	TCGA-85-A50Z-01	TCGA-85-A510-01	TCGA-85-A511-01	TCGA-85-A512-01	TCGA-85-A513-01	TCGA-85-A53L-01	TCGA-85-A5B5-01	TCGA-90-6837-01	TCGA-90-7766-01	TCGA-90-7767-01	TCGA-90-7769-01	TCGA-90-7964-01	TCGA-90-A4ED-01	TCGA-90-A4EE-01	TCGA-90-A59Q-01	TCGA-92-7340-01	TCGA-92-7341-01	TCGA-92-8063-01	TCGA-92-8064-01	TCGA-92-8065-01	TCGA-94-7033-01	TCGA-94-7557-01	TCGA-94-7943-01	TCGA-94-8035-01	TCGA-94-8490-01	TCGA-94-8491-01	TCGA-94-A4VJ-01	TCGA-94-A5I4-01	TCGA-94-A5I6-01	TCGA-96-7544-01	TCGA-96-7545-01	TCGA-96-8169-01	TCGA-96-8170-01	TCGA-96-A4JK-01	TCGA-96-A4JL-01	TCGA-98-7454-01	TCGA-98-8020-01	TCGA-98-8021-01	TCGA-98-8022-01	TCGA-98-8023-01	TCGA-98-A538-01	TCGA-98-A539-01	TCGA-98-A53A-01	TCGA-98-A53B-01	TCGA-98-A53C-01	TCGA-98-A53D-01	TCGA-98-A53H-01	TCGA-98-A53I-01	TCGA-98-A53J-01	TCGA-J1-A4AH-01	TCGA-L3-A4E7-01	TCGA-L3-A524-01	TCGA-LA-A446-01	TCGA-LA-A7SW-01	TCGA-MF-A522-01	TCGA-NC-A5HD-01	TCGA-NC-A5HE-01	TCGA-NC-A5HF-01	TCGA-NC-A5HG-01	TCGA-NC-A5HH-01	TCGA-NC-A5HI-01	TCGA-NC-A5HJ-01	TCGA-NC-A5HK-01	TCGA-NC-A5HL-01	TCGA-NC-A5HM-01	TCGA-NC-A5HN-01	TCGA-NC-A5HO-01	TCGA-NC-A5HP-01	TCGA-NC-A5HQ-01	TCGA-NC-A5HR-01	TCGA-NC-A5HT-01	TCGA-NK-A5CR-01	TCGA-NK-A5CT-01	TCGA-NK-A5CX-01	TCGA-NK-A5D1-01	TCGA-NK-A7XE-01	TCGA-O2-A52N-01	TCGA-O2-A52Q-01	TCGA-O2-A52S-01	TCGA-O2-A52V-01	TCGA-O2-A52W-01	TCGA-O2-A5IB-01	TCGA-XC-AA0X-01	TCGA-22-4593-11	TCGA-22-4609-11	TCGA-22-5471-11	TCGA-22-5472-11	TCGA-22-5478-11	TCGA-22-5481-11	TCGA-22-5482-11	TCGA-22-5483-11	TCGA-22-5489-11	TCGA-22-5491-11	TCGA-33-4587-11	TCGA-33-6737-11	TCGA-34-7107-11	TCGA-34-8454-11	TCGA-39-5040-11	TCGA-43-3394-11	TCGA-43-5670-11	TCGA-43-6143-11	TCGA-43-6647-11	TCGA-43-6771-11	TCGA-43-6773-11	TCGA-43-7657-11	TCGA-43-7658-11	TCGA-51-4079-11	TCGA-51-4080-11	TCGA-51-4081-11	TCGA-56-7222-11	TCGA-56-7579-11	TCGA-56-7580-11	TCGA-56-7582-11	TCGA-56-7730-11	TCGA-56-7731-11	TCGA-56-7823-11	TCGA-56-8082-11	TCGA-56-8083-11	TCGA-56-8201-11	TCGA-56-8309-11	TCGA-56-8623-11	TCGA-58-8386-11	TCGA-60-2709-11	TCGA-77-7138-11	TCGA-77-7142-11	TCGA-77-7335-11	TCGA-77-7337-11	TCGA-77-7338-11	TCGA-77-8007-11	TCGA-77-8008-11	TCGA-85-7710-11	TCGA-90-6837-11	TCGA-90-7767-11	TCGA-92-7340-11
ALKBH5	1219.55	1645.02	2350.88	2486.07	1980.04	1820.74	1823.13	1328.36	1984.16	2129.88	2962.03	1737.55	1307.26	3042.3	2635.35	2500	4213.57	3441.55	1912.64	1433.23	3185.68	2404.17	1899.79	2253.03	2245.51	2332.73	3239.91	3047.28	2561.76	1992.91	4224.37	2384.85	2555.79	3433.06	3150.53	3328.32	2567.63	1603.05	1724.79	2191.01	2447.75	2512.24	1986.6	1964.35	2441.64	2919.24	2948.28	2427.63	2155.93	2291.48	1852.62	3709.73	2274.14	1664.56	1360.79	2045.32	1590.27	2834.76	1763.96	2934.77	2855.66	2323.37	7571.97	2990.46	1792.88	2710.88	2566.57	1465.58	3667.19	1735.13	1075.06	1891.82	2901.9	3409.47	3212.81	2718.11	1709.46	1886.64	3792.57	2007.93	1814.19	2610.68	2612.05	1411.73	2919.59	2648.58	1816.8	1919.16	2181.42	2662.06	1903.43	2885.97	1541.61	1606.2	3548.32	1744.53	1730.94	4652.85	1712.49	1529.91	2150.5	1671.9	2606.47	3659.87	4241.79	2736.2	3512.99	2186.01	1913.29	1809.5	2084.47	1819.21	1076.47	1154.68	1783.71	2739.6	830.398999999999	2550.32	1582.81	1950.86	1748.81	1945.56	1388.37	2230.38	1485.61	2261.35	1683.11	2528.12	3295.59	2517.22	1640.65	2940.31	1771.85	2132	1986.67	2635.57	2534.17	1845.23	3255.64	1329.53	2128.04	1430.74	2030.94	7639.13	1812.35	1331.75	1552.28	2357.67	1563.61	1292.7	2995.27	6621.88	1646.84	2732.05	1970.32	3872.31	3318.2	2394.39	1254.68	1729.66	2002.03	1135.66	2206.91	1272.17	2072.03	1626.37	1976.4	1888.86	2033.49	3735.03	1886.08	3069.73	943.242	2808.79	1864.51	2018.53	1799.45	4393.91	2569.35	1260.59	2793.68	1871.03	1950.85	2139.55	3141.69	2267.05	3032.8	1909.16	1548.12	2734.75	2176.42	3909.46	1855.52	1286.24	3632.51	3004.09	1692.06	1789.65	1666.79	2193.26	1053.23	3418.89	1728.55	1924.47	2819.29	2657.05	2155.46	1189.11	2169.41	1550	1854.81	1715.7	2105.16	1795.34	1534.78	1508.82	2956.07	3354.29	2082.59	5055.65	1705.31	1901.68	1550.44	2083.8	2021.61	4730.68	3691.84	1732.98	2761.05	3576.27	1599.66	1913.93	2622.89	3142.05	1353.12	2762.46	1875.93	1812.23	1787.89	1773.73	3097.22	3900.7	2297.18	1821.93	2209.1	1757.84	2146.48	2268.86	2762.79	2382.74	3055.37	1929.81	1821.23	3055.17	3519.65	4400.19	1821.73	1719.54	4279.27	2168.48	2381.68	1831.6	1701.09	2751.05	2597.18	2929.14	1697.03	1750.86	1833.67	2833.66	1420.21	3632.14	1611.42	3549.1	1507.99	2338.42	2081.76	1114.9	2086.81	1764.77	1002.58	2333.02	1640.65	1765.17	2237.61	1587.86	1932.73	2152.74	1959.01	2345.07	2577.17	2126.43	1297.09	2717.86	2719.56	2904.4	1844.56	1663.31	1305.1	2330.65	2659.77	1561.71	1801.61	1825.38	3893.23	1698.1	2075.44	1662.02	2200.77	1954.34	1983.06	1751.25	1990.68	2443.66	4046.47	1776.21	5236.76	3276.93	2520.13	1544.21	3642.56	3864.97	2852.66	1654.7	3391.43	1356.95	2417.3	2234.44	2852.23	1634.24	3766.86	2201.07	2413.63	1675.5	2163.91	2838.77	1904.2	3057.09	1574.65	1911.15	2044.63	2001.1	1559.04	3000.38	1749.04	2097.29	2075.28	2371.49	2824.32	2200.13	2036.54	1798.91	2754.06	2234.89	2194.2	1452.64	3038.71	2480.06	2054.8	2617.88	2583.98	2271.81	4055.1	2271.28	3660.6	2493.49	1424.4	1815.58	2098.65	2951.69	3251.8	4146.82	1672.74	3668.38	1327.21	2462.48	2074.13	2806.65	3328.71	5880.57	2093.85	2320.77	2725.65	3038.28	10456.9	2047.86	2114.36	3514.49	1920.35	2077.35	2590.32	2611.62	4140.86	3070.33	2425.74	5391.98	2114.36	2138.58	2402.72	2182.72	4098.91	3933.54	5211.87	1627.89	1940.03	1930.13	2526.68	2281.15	1387.05	4784.8	5749.57	1524.1	3774.17	2113.65	1733.42	2615.06	2989.36	2430.05	3114.58	2300.47	1656	3042.51	1657.56	1656.68	2349.94	2664.34	2020.91	3998.42	1691.75	2851.59	1602.38	1518.54	2331.35	1235.91	2826.96	2675.49	1549.13	2408.27	1262.12	2379.8	2765.86	3032.36	5483.78	1401.71	1613.78	1493.11	1704	1934.67	2127.23	2318.04	3546.69	1391.03	1507.61	1592.4	1833.41	3159.12	2060.91	1930.74	2075.9	2473.53	1877.52	1848.98	1420.56	2283	2466.02	2488.66	1614.45	2508.8	3113.34	1562.01	3077.2	2553.5	2997.33	2846.25	1964.61	1485.71	1838.17	1625.66	3582.29	1670.69	2485.69	1346.58	1849.47	2942.82	3546.52	1219.19	1419.01	1463.35	1557.99	3437.31	1812.6	2278.2	2024.59	2377.73	1360.2	1318.51	2042.32	2391.92	1381.55	2277.75	3708.4	1562.45	1838.13	1918.49	2739.69	2381.02	3012.78	2857.29	2426.32	2307.13	3150.68	2493.27	1443.77	2290.89	2283.8	2385.28	1252.78	2722.14	2274.69	2643.74	2286.89	2241.28	2264.66	2155.78	2159.87	2812.45	2367.72	2371.6	2258.22	1965.88	2063.25	2022.9	2663.13	1685.96	1820.99	1753.76	2290.05	2048.98	2266.49	2033.93	1936.22	1830.62	2468.39	2220.47	2024.01	2326.95	2128.92	1740.45	2085.13	1896.48	1977.44	1992.83	1661.33
FTO	1045.67	976.689000000001	1328.79	1375.38	625.886	774.012	799.687	1113.16	1084.39	522.195	942.463	740.721	615.079	601.766	932.992	1143.8	651.63	1054.17	558.237	1513.02	1255.83	1202.49	833.004	793.62	993.087	1300.57	631.833	833.978999999999	1002.54	579.639	1094.38	1981.36	908.548	1520.96	854.167	570.833	934.181	888.818	1236.08	907.491	723.949	1128.93	639.956	992.736	878.651	1634.58	1884.15	1208.57	863.133	865.961	753.273999999999	1320.64	962.577	920.976000000001	654.864	1000.68	914.159	648.435	913.452	676.529	1080.37	775.929	1126.88	896.681999999999	932.798	801.269	1231.35	928.435	1379.76	1052.44	471.724	1052.42	975.188	851.048	949.958999999999	609.688	1059.99	674.089	1357.06	993.785	667.781	541.761	1002.14	308.85	665.742	1128.26	896.4	946.231000000001	794.702	725.776	1130.49	659.092	327.981	246.011	853.435	1113.2	1329.37	733.233	974.911	594.274	857.38	1078.49	749.364	856.424	718.714	1022.18	593.529	1077.93	1068.54	1347.56	971.569	573.761	436.055	590.717	436.733	2120.82	242.48	853.766999999999	1091.11	1119.71	902.843999999999	931.569	1056.02	522.47	770	490.263	682.5	666.833000000001	864.606	1162.59	742.535	606.822	839.449	935.136	889.095	958.061000000001	1175.06	829.428	817.239	716.312	1144.97	690.875	821.429	695.685	1022.68	581.797	550.337	1535.18	528.505	1259.86	1662.08	964.64	805.163	1019.45	809.376	655.309	710.358	1193.2	530.445	874.539	710.548	1294.05	690.869	862.998	697.243000000001	1089.39	1129.83	809.058	870.638	812.78	523.466	879.655	990.948	1117.36	1090.26	703.287	947.596	659.759	1245.05	1042.77	919.71	1292.29	819.976000000001	2536.86	887.939	566.79	991.611	2153.6	788.664	1130.43	1070.39	515.476	1103.88	859.223	287.852	486.565	1170.19	600.079	560.997	1347.67	676.979	614.236	673.373	740.645	1540.91	882.68	2009.61	1142.27	825.197	694.215	912.745	1031.57	686.877	1728.27	422.055	730.508	1037.55	767.63	459.147	816.408	1000.19	1705.62	316.343	680.686	623.33	456.367	487.166	679.409	438.683	948.755	467.191	897.291	460.86	1079.15	1158.07	1151.87	1085.45	1189.15	1125.99	892.024	1297.48	2031.51	1055.28	687.54	753.747	1350.12	805.324	967.984	1127.21	1078.15	640.231	379.348	1178.53	1089.06	1220.38	1232.82	824.014	406.451	705.302	1700.91	574.963	1095.83	1210.29	1302.49	522.089	1032.59	832.577	543.544	829.552	813.115	776.489	879.024	825.713	1023.75	501.921	835.999	823.295	651.449	548.134	872.093	671.689	455.411	899.062	932.515	1313.87	1053.77	846.756	771.006	1351.2	1205.98	711.18	617.935	537.232	698.342	637.832	1148.01	686.609	577.214	941.532	800.984	869.506	847.319	914.465	740.179	445.378	737.514	1332.4	717.168	1000.52	873.32	884.745	650.344	1211.23	763.168	1072.07	1188.35	839.321	365.365	681.629	904.545	762.636999999999	727.833999999999	651.968	1524.37	1211.34	1002.09	881.833	455.019	514.355	1309.21	1016.82	1025.73	2098.98	1204.09	817.009	489.355	751.869	1024.54	952.243	663.899	1017.76	1215.85	1015.48	358.411	930.990000000001	871.932	1372.95	1288.48	720.263	1280.96	885.042	739.674	742.099	1015.37	438.858	519.977	575.751	913.968	997.468	871.316	976.204	503.161	453.093	639.627	686.606	812.537	1122.94	759.386	315.68	605.395	716.722	1252.22	817.942	1021.84	737.848	549.957	1451.97	1709.02	868.995	542.284	794.082	1631.2	647.176	857.616	1046.94	745.729	791.588	904.032	1025.01	889.236	669.297	1227.57	470.884	878.547	1059.36	1022.05	1190.03	1229.19	1140.38	927.402	844.677	677.846	504.92	584.142	767.989	732.377	513.818	944.152	517.455	583.919	606.174	591.95	464.228	615.989	615.756	634.553	715.443	854.693	823.073	1377.27	606.965	820.197	280.075	625.161	1037.89	537.565	683.605	1062.23	1585.03	597.931	1192.02	607.806	685.21	665.423	1113.5	1135.36	668.532	835.538	633.972	630.907	1001.96	700.908	593.78	701.915	1239.3	905.463	252.601	1013.58	686.93	921.195	639.939	1310.03	546.07	662.348	1141.01	1109.43	776.086	962.338	634.301	696.644	473.228	564.897	723.984	945.055	845.301	1027.65	690.74	668.358	822.898	750.118	656.147	1042.77	640.645	714.59	501.71	598.052	658.196	552.842	717.539	346.902	812.338	553.719	425.033	711.883	470.923	190.24	731.144	557.298	413.372	410.538	350.667	691.13	900.355000000001	862.148999999999	536.663	797.814	550.73	440.811	1097.17	494.358	1018.9	532.951	1239.63	1207.75	1437.07	1681.16	1402.23	1245.78	1556.6	1171.19	1845.02	1156.35	702.088	1661.5	1317.66	1098.97	626.019	2024.77	1361.47	1102.11	1237.12	1011.45	1585.2	1953.59	1267.11	1420.11	1402.31	1103.75	1140.97	1614.69	1104.15	1408.53	1507.52	977.436	1316.52	1333.07	1095.14	1148.5	1281.49	1599.5	1068.33	1257.05	1142.96	1295.49	1235.29	1380.68	1367.2	1059.66	1117.71	1100.08	1221.43	1327.85	1649.15
