	TCGA-4P-AA8J-01	TCGA-BA-4074-01	TCGA-BA-4075-01	TCGA-BA-4076-01	TCGA-BA-4077-01	TCGA-BA-4078-01	TCGA-BA-5149-01	TCGA-BA-5151-01	TCGA-BA-5152-01	TCGA-BA-5153-01	TCGA-BA-5555-01	TCGA-BA-5556-01	TCGA-BA-5557-01	TCGA-BA-5558-01	TCGA-BA-5559-01	TCGA-BA-6868-01	TCGA-BA-6869-01	TCGA-BA-6870-01	TCGA-BA-6871-01	TCGA-BA-6872-01	TCGA-BA-6873-01	TCGA-BA-7269-01	TCGA-BA-A4IF-01	TCGA-BA-A4IG-01	TCGA-BA-A4IH-01	TCGA-BA-A4II-01	TCGA-BA-A6D8-01	TCGA-BA-A6DA-01	TCGA-BA-A6DB-01	TCGA-BA-A6DD-01	TCGA-BA-A6DE-01	TCGA-BA-A6DG-01	TCGA-BA-A6DI-01	TCGA-BA-A6DJ-01	TCGA-BA-A6DL-01	TCGA-BA-A8YP-01	TCGA-BB-4217-01	TCGA-BB-4223-01	TCGA-BB-4224-01	TCGA-BB-4225-01	TCGA-BB-4227-01	TCGA-BB-4228-01	TCGA-BB-7861-01	TCGA-BB-7862-01	TCGA-BB-7863-01	TCGA-BB-7864-01	TCGA-BB-7866-01	TCGA-BB-7870-01	TCGA-BB-7871-01	TCGA-BB-7872-01	TCGA-BB-8596-01	TCGA-BB-8601-01	TCGA-BB-A5HU-01	TCGA-BB-A5HY-01	TCGA-BB-A5HZ-01	TCGA-BB-A6UM-01	TCGA-BB-A6UO-01	TCGA-C9-A47Z-01	TCGA-C9-A480-01	TCGA-CN-4722-01	TCGA-CN-4723-01	TCGA-CN-4725-01	TCGA-CN-4726-01	TCGA-CN-4727-01	TCGA-CN-4728-01	TCGA-CN-4729-01	TCGA-CN-4730-01	TCGA-CN-4731-01	TCGA-CN-4733-01	TCGA-CN-4734-01	TCGA-CN-4735-01	TCGA-CN-4736-01	TCGA-CN-4737-01	TCGA-CN-4738-01	TCGA-CN-4739-01	TCGA-CN-4740-01	TCGA-CN-4741-01	TCGA-CN-4742-01	TCGA-CN-5355-01	TCGA-CN-5356-01	TCGA-CN-5358-01	TCGA-CN-5359-01	TCGA-CN-5360-01	TCGA-CN-5361-01	TCGA-CN-5363-01	TCGA-CN-5364-01	TCGA-CN-5365-01	TCGA-CN-5366-01	TCGA-CN-5367-01	TCGA-CN-5369-01	TCGA-CN-5370-01	TCGA-CN-5373-01	TCGA-CN-5374-01	TCGA-CN-6010-01	TCGA-CN-6011-01	TCGA-CN-6012-01	TCGA-CN-6013-01	TCGA-CN-6016-01	TCGA-CN-6017-01	TCGA-CN-6018-01	TCGA-CN-6019-01	TCGA-CN-6020-01	TCGA-CN-6021-01	TCGA-CN-6022-01	TCGA-CN-6023-01	TCGA-CN-6024-01	TCGA-CN-6988-01	TCGA-CN-6989-01	TCGA-CN-6992-01	TCGA-CN-6994-01	TCGA-CN-6995-01	TCGA-CN-6996-01	TCGA-CN-6997-01	TCGA-CN-6998-01	TCGA-CN-A497-01	TCGA-CN-A498-01	TCGA-CN-A499-01	TCGA-CN-A49A-01	TCGA-CN-A49B-01	TCGA-CN-A49C-01	TCGA-CN-A63T-01	TCGA-CN-A63U-01	TCGA-CN-A63V-01	TCGA-CN-A63W-01	TCGA-CN-A641-01	TCGA-CN-A642-01	TCGA-CN-A6UY-01	TCGA-CN-A6V1-01	TCGA-CN-A6V3-01	TCGA-CN-A6V6-01	TCGA-CN-A6V7-01	TCGA-CQ-5323-01	TCGA-CQ-5324-01	TCGA-CQ-5325-01	TCGA-CQ-5326-01	TCGA-CQ-5327-01	TCGA-CQ-5329-01	TCGA-CQ-5330-01	TCGA-CQ-5331-01	TCGA-CQ-5332-01	TCGA-CQ-5333-01	TCGA-CQ-5334-01	TCGA-CQ-6218-01	TCGA-CQ-6219-01	TCGA-CQ-6220-01	TCGA-CQ-6221-01	TCGA-CQ-6222-01	TCGA-CQ-6223-01	TCGA-CQ-6224-01	TCGA-CQ-6225-01	TCGA-CQ-6227-01	TCGA-CQ-6228-01	TCGA-CQ-6229-01	TCGA-CQ-7063-01	TCGA-CQ-7065-01	TCGA-CQ-7067-01	TCGA-CQ-7068-01	TCGA-CQ-7069-01	TCGA-CQ-7071-01	TCGA-CQ-7072-01	TCGA-CQ-A4C6-01	TCGA-CQ-A4C7-01	TCGA-CQ-A4C9-01	TCGA-CQ-A4CA-01	TCGA-CQ-A4CB-01	TCGA-CQ-A4CD-01	TCGA-CQ-A4CE-01	TCGA-CQ-A4CG-01	TCGA-CQ-A4CH-01	TCGA-CQ-A4CI-01	TCGA-CR-5243-01	TCGA-CR-5247-01	TCGA-CR-5248-01	TCGA-CR-5249-01	TCGA-CR-5250-01	TCGA-CR-6467-01	TCGA-CR-6470-01	TCGA-CR-6471-01	TCGA-CR-6472-01	TCGA-CR-6473-01	TCGA-CR-6474-01	TCGA-CR-6477-01	TCGA-CR-6478-01	TCGA-CR-6480-01	TCGA-CR-6481-01	TCGA-CR-6482-01	TCGA-CR-6484-01	TCGA-CR-6487-01	TCGA-CR-6488-01	TCGA-CR-6491-01	TCGA-CR-6492-01	TCGA-CR-6493-01	TCGA-CR-7364-01	TCGA-CR-7365-01	TCGA-CR-7367-01	TCGA-CR-7368-01	TCGA-CR-7369-01	TCGA-CR-7370-01	TCGA-CR-7371-01	TCGA-CR-7372-01	TCGA-CR-7373-01	TCGA-CR-7374-01	TCGA-CR-7376-01	TCGA-CR-7377-01	TCGA-CR-7379-01	TCGA-CR-7380-01	TCGA-CR-7382-01	TCGA-CR-7383-01	TCGA-CR-7385-01	TCGA-CR-7386-01	TCGA-CR-7388-01	TCGA-CR-7389-01	TCGA-CR-7390-01	TCGA-CR-7391-01	TCGA-CR-7392-01	TCGA-CR-7393-01	TCGA-CR-7394-01	TCGA-CR-7395-01	TCGA-CR-7397-01	TCGA-CR-7398-01	TCGA-CR-7399-01	TCGA-CR-7401-01	TCGA-CR-7402-01	TCGA-CR-7404-01	TCGA-CV-5430-01	TCGA-CV-5431-01	TCGA-CV-5432-01	TCGA-CV-5434-01	TCGA-CV-5435-01	TCGA-CV-5436-01	TCGA-CV-5439-01	TCGA-CV-5440-01	TCGA-CV-5441-01	TCGA-CV-5442-01	TCGA-CV-5443-01	TCGA-CV-5444-01	TCGA-CV-5966-01	TCGA-CV-5970-01	TCGA-CV-5971-01	TCGA-CV-5973-01	TCGA-CV-5976-01	TCGA-CV-5977-01	TCGA-CV-5978-01	TCGA-CV-5979-01	TCGA-CV-6003-01	TCGA-CV-6433-01	TCGA-CV-6436-01	TCGA-CV-6441-01	TCGA-CV-6933-01	TCGA-CV-6934-01	TCGA-CV-6935-01	TCGA-CV-6936-01	TCGA-CV-6937-01	TCGA-CV-6938-01	TCGA-CV-6939-01	TCGA-CV-6940-01	TCGA-CV-6941-01	TCGA-CV-6942-01	TCGA-CV-6943-01	TCGA-CV-6945-01	TCGA-CV-6948-01	TCGA-CV-6950-01	TCGA-CV-6951-01	TCGA-CV-6952-01	TCGA-CV-6953-01	TCGA-CV-6954-01	TCGA-CV-6955-01	TCGA-CV-6956-01	TCGA-CV-6959-01	TCGA-CV-6960-01	TCGA-CV-6961-01	TCGA-CV-6962-01	TCGA-CV-7089-01	TCGA-CV-7090-01	TCGA-CV-7091-01	TCGA-CV-7095-01	TCGA-CV-7097-01	TCGA-CV-7099-01	TCGA-CV-7100-01	TCGA-CV-7101-01	TCGA-CV-7102-01	TCGA-CV-7103-01	TCGA-CV-7104-01	TCGA-CV-7177-01	TCGA-CV-7178-01	TCGA-CV-7180-01	TCGA-CV-7183-01	TCGA-CV-7235-01	TCGA-CV-7236-01	TCGA-CV-7238-01	TCGA-CV-7242-01	TCGA-CV-7243-01	TCGA-CV-7245-01	TCGA-CV-7247-01	TCGA-CV-7248-01	TCGA-CV-7250-01	TCGA-CV-7252-01	TCGA-CV-7253-01	TCGA-CV-7254-01	TCGA-CV-7255-01	TCGA-CV-7261-01	TCGA-CV-7263-01	TCGA-CV-7406-01	TCGA-CV-7407-01	TCGA-CV-7409-01	TCGA-CV-7410-01	TCGA-CV-7411-01	TCGA-CV-7413-01	TCGA-CV-7414-01	TCGA-CV-7415-01	TCGA-CV-7416-01	TCGA-CV-7418-01	TCGA-CV-7421-01	TCGA-CV-7422-01	TCGA-CV-7423-01	TCGA-CV-7424-01	TCGA-CV-7425-01	TCGA-CV-7427-01	TCGA-CV-7428-01	TCGA-CV-7429-01	TCGA-CV-7430-01	TCGA-CV-7432-01	TCGA-CV-7433-01	TCGA-CV-7434-01	TCGA-CV-7435-01	TCGA-CV-7437-01	TCGA-CV-7438-01	TCGA-CV-7440-01	TCGA-CV-7446-01	TCGA-CV-7568-01	TCGA-CV-A45O-01	TCGA-CV-A45P-01	TCGA-CV-A45Q-01	TCGA-CV-A45R-01	TCGA-CV-A45T-01	TCGA-CV-A45U-01	TCGA-CV-A45V-01	TCGA-CV-A45W-01	TCGA-CV-A45X-01	TCGA-CV-A45Y-01	TCGA-CV-A45Z-01	TCGA-CV-A460-01	TCGA-CV-A461-01	TCGA-CV-A463-01	TCGA-CV-A464-01	TCGA-CV-A465-01	TCGA-CV-A468-01	TCGA-CV-A6JD-01	TCGA-CV-A6JE-01	TCGA-CV-A6JM-01	TCGA-CV-A6JN-01	TCGA-CV-A6JO-01	TCGA-CV-A6JT-01	TCGA-CV-A6JU-01	TCGA-CV-A6JY-01	TCGA-CV-A6JZ-01	TCGA-CV-A6K0-01	TCGA-CV-A6K1-01	TCGA-CV-A6K2-01	TCGA-CX-7082-01	TCGA-CX-7085-01	TCGA-CX-7086-01	TCGA-CX-7219-01	TCGA-CX-A4AQ-01	TCGA-D6-6515-01	TCGA-D6-6516-01	TCGA-D6-6517-01	TCGA-D6-6823-01	TCGA-D6-6824-01	TCGA-D6-6825-01	TCGA-D6-6826-01	TCGA-D6-6827-01	TCGA-D6-8568-01	TCGA-D6-8569-01	TCGA-D6-A4Z9-01	TCGA-D6-A4ZB-01	TCGA-D6-A6EK-01	TCGA-D6-A6EM-01	TCGA-D6-A6EN-01	TCGA-D6-A6EO-01	TCGA-D6-A6EP-01	TCGA-D6-A6EQ-01	TCGA-D6-A6ES-01	TCGA-D6-A74Q-01	TCGA-DQ-5624-01	TCGA-DQ-5625-01	TCGA-DQ-5629-01	TCGA-DQ-5630-01	TCGA-DQ-5631-01	TCGA-DQ-7588-01	TCGA-DQ-7589-01	TCGA-DQ-7590-01	TCGA-DQ-7591-01	TCGA-DQ-7592-01	TCGA-DQ-7593-01	TCGA-DQ-7594-01	TCGA-DQ-7595-01	TCGA-DQ-7596-01	TCGA-F7-7848-01	TCGA-F7-8298-01	TCGA-F7-8489-01	TCGA-F7-A50G-01	TCGA-F7-A50I-01	TCGA-F7-A50J-01	TCGA-F7-A61S-01	TCGA-F7-A61V-01	TCGA-F7-A61W-01	TCGA-F7-A620-01	TCGA-F7-A622-01	TCGA-F7-A623-01	TCGA-F7-A624-01	TCGA-H7-7774-01	TCGA-H7-8501-01	TCGA-H7-8502-01	TCGA-H7-A6C4-01	TCGA-H7-A76A-01	TCGA-HD-7229-01	TCGA-HD-7753-01	TCGA-HD-7754-01	TCGA-HD-7831-01	TCGA-HD-7832-01	TCGA-HD-7917-01	TCGA-HD-8224-01	TCGA-HD-8314-01	TCGA-HD-8634-01	TCGA-HD-8635-01	TCGA-HD-A4C1-01	TCGA-HD-A633-01	TCGA-HD-A634-01	TCGA-HD-A6HZ-01	TCGA-HD-A6I0-01	TCGA-HL-7533-01	TCGA-IQ-7630-01	TCGA-IQ-7631-01	TCGA-IQ-7632-01	TCGA-IQ-A61E-01	TCGA-IQ-A61G-01	TCGA-IQ-A61H-01	TCGA-IQ-A61I-01	TCGA-IQ-A61J-01	TCGA-IQ-A61O-01	TCGA-IQ-A6SG-01	TCGA-IQ-A6SH-01	TCGA-KU-A66S-01	TCGA-KU-A66T-01	TCGA-KU-A6H7-01	TCGA-KU-A6H7-06	TCGA-KU-A6H8-01	TCGA-MT-A51W-01	TCGA-MT-A51X-01	TCGA-MT-A67A-01	TCGA-MT-A67D-01	TCGA-MT-A67F-01	TCGA-MT-A7BN-01	TCGA-MZ-A5BI-01	TCGA-MZ-A6I9-01	TCGA-MZ-A7D7-01	TCGA-P3-A5Q5-01	TCGA-P3-A5Q6-01	TCGA-P3-A5QA-01	TCGA-P3-A5QE-01	TCGA-P3-A5QF-01	TCGA-P3-A6SW-01	TCGA-P3-A6SX-01	TCGA-P3-A6T0-01	TCGA-P3-A6T2-01	TCGA-P3-A6T3-01	TCGA-P3-A6T4-01	TCGA-P3-A6T5-01	TCGA-P3-A6T6-01	TCGA-P3-A6T7-01	TCGA-P3-A6T8-01	TCGA-QK-A64Z-01	TCGA-QK-A652-01	TCGA-QK-A6IF-01	TCGA-QK-A6IG-01	TCGA-QK-A6IH-01	TCGA-QK-A6II-01	TCGA-QK-A6IJ-01	TCGA-QK-A6V9-01	TCGA-QK-A6VB-01	TCGA-QK-A6VC-01	TCGA-QK-A8Z7-01	TCGA-QK-A8Z8-01	TCGA-QK-A8Z9-01	TCGA-QK-A8ZA-01	TCGA-QK-A8ZB-01	TCGA-QK-AA3J-01	TCGA-QK-AA3K-01	TCGA-RS-A6TO-01	TCGA-RS-A6TP-01	TCGA-T2-A6WX-01	TCGA-T2-A6WZ-01	TCGA-T2-A6X0-01	TCGA-T2-A6X2-01	TCGA-T3-A92M-01	TCGA-T3-A92N-01	TCGA-TN-A7HI-01	TCGA-TN-A7HJ-01	TCGA-TN-A7HL-01	TCGA-UF-A718-01	TCGA-UF-A719-01	TCGA-UF-A71A-01	TCGA-UF-A71A-06	TCGA-UF-A71B-01	TCGA-UF-A71D-01	TCGA-UF-A71E-01	TCGA-UF-A7J9-01	TCGA-UF-A7JA-01	TCGA-UF-A7JC-01	TCGA-UF-A7JD-01	TCGA-UF-A7JF-01	TCGA-UF-A7JH-01	TCGA-UF-A7JJ-01	TCGA-UF-A7JK-01	TCGA-UF-A7JO-01	TCGA-UF-A7JS-01	TCGA-UF-A7JT-01	TCGA-UF-A7JV-01	TCGA-UP-A6WW-01	TCGA-WA-A7GZ-01	TCGA-WA-A7H4-01	TCGA-CV-6933-11	TCGA-CV-6934-11	TCGA-CV-6935-11	TCGA-CV-6936-11	TCGA-CV-6938-11	TCGA-CV-6939-11	TCGA-CV-6943-11	TCGA-CV-6955-11	TCGA-CV-6956-11	TCGA-CV-6959-11	TCGA-CV-6960-11	TCGA-CV-6961-11	TCGA-CV-6962-11	TCGA-CV-7091-11	TCGA-CV-7097-11	TCGA-CV-7101-11	TCGA-CV-7103-11	TCGA-CV-7177-11	TCGA-CV-7178-11	TCGA-CV-7183-11	TCGA-CV-7235-11	TCGA-CV-7238-11	TCGA-CV-7242-11	TCGA-CV-7245-11	TCGA-CV-7250-11	TCGA-CV-7252-11	TCGA-CV-7255-11	TCGA-CV-7261-11	TCGA-CV-7406-11	TCGA-CV-7416-11	TCGA-CV-7423-11	TCGA-CV-7424-11	TCGA-CV-7425-11	TCGA-CV-7432-11	TCGA-CV-7434-11	TCGA-CV-7437-11	TCGA-CV-7438-11	TCGA-CV-7440-11	TCGA-H7-A6C4-11	TCGA-H7-A6C5-11	TCGA-HD-8635-11	TCGA-HD-A6HZ-11	TCGA-HD-A6I0-11	TCGA-WA-A7GZ-11
ALKBH5	2451.97	1616.18	1962.75	2430.32	1994.16	2092.55	1814.85	1588.7	1869.59	2017.36	2556.7	1978.66	1817.56	2249.8	2419.52	1891.23	2637.92	1987.8	2193.09	3729.67	2714.86	2450.74	3023.76	1589.52	969.521000000001	1375.83	1083.49	2198.82	1679.84	2007.92	1078.28	2921.44	1777.52	1470.12	1493.32	1604.4	2791.03	1732.46	1887.19	2262.24	2122.41	2117.3	1921.68	1920.09	1756.03	2771.75	1014.18	4631.04	2480.69	1950.24	2061.7	3335.22	2246.74	2198.76	1511.71	2420.24	2454.23	2066.71	1757.36	1657.36	2741.12	2756.6	1995.56	1907.07	2971.6	2817.64	1652.65	2962.25	2078.32	1515.09	1627	2624.79	2431.3	2169.58	1993	2402.03	2152.04	1499.42	2431.06	2810.22	1957.35	1630.37	1701.36	1694.79	3104.65	1379.67	3754.08	3322.1	1978.88	2183.6	2676.13	1824.09	2048.01	3099.03	4342.53	2631.2	1950.95	2554.18	3962.5	3913.04	2022.45	2103.75	2109.58	2876.58	4464.04	2798.28	1502.03	3374.4	3288.62	2682.66	3587.19	2237.15	3684	2536.92	2508.38	3199.1	1636.08	1443.4	2029.11	2564.74	1519.58	4693.4	1923.67	3071.51	2614.31	1980.04	2323.59	2262.75	2726.23	2103.15	2673.82	2152.43	2006.64	2492.91	1639.37	1866.09	2284.15	2317.64	1762.28	2846.47	2112.62	1646.27	1630.55	2441.84	1953	5767.04	3519.5	952.003999999999	3450.83	1878.3	2635.18	2249.08	2564.35	1504.29	3089.46	1592.09	1512.46	1514.28	1957.59	3236.57	2205.48	1790.94	1580.68	2073.22	2371.78	2533.33	1902.48	2147.36	2178.02	1469.21	2832.86	4360.78	2807.23	2980.2	2574.05	2611.76	3220.38	1789.35	1925.43	3238.28	2911.23	2802.57	2948.35	2004.29	3203.37	2346.81	1736.28	2584.65	2592.43	2653.71	2194.2	2628.65	1483.99	2768.3	1690.52	2051.21	1817.11	2408.92	1962.52	4691.61	2347.06	3199.04	2161.87	2080.05	2453.23	2304.15	1756.02	3189.54	2199.74	2262.79	1935.32	2417.46	1519.89	1855.72	2413.02	1723.96	1910.04	2203.89	3741.12	1531.95	3231.75	2125.82	2824.49	2195.64	2380.27	2507.95	4730.99	2978.75	2545.2	3612.35	1515.55	3048.17	2964.8	1324.2	2791.08	2377.88	3351.16	1353.28	4592.52	2518.47	2473.23	3112.91	2458.7	2976.26	3482.77	2127.17	2280.76	2762.92	2431.57	2958.95	2785.84	2975.07	2499.54	1804.57	2098.53	3085.32	4071.19	2663.09	2094.28	3429.29	1448.53	4009.32	3750.06	2340.29	1217.29	2514.57	2047.22	3509.97	3041.38	2607.32	2338.21	4742.07	2223.36	2949.04	2732.44	4159.17	2436.41	2210.61	4233.77	2664.95	2192.78	3627.35	2781.95	2237.46	2068.41	1781.39	2096.75	2903.19	2159.22	2621.8	2959.87	2506.33	1861.09	3282.74	3295.83	2091.91	2899.84	1491.52	2197.29	3794.49	2700.8	1929	1850.21	1828.98	2220.62	2690.98	1921.3	3088.23	5515.24	3016.94	2506.91	2916.93	2591.52	2657.8	1160.87	2691.16	1803.89	1500.31	1379.75	1814.28	2518.38	2128.21	2399.85	2167.07	1942.21	3019.78	2939.99	2257.98	1676.82	2514.26	1342.35	1652.8	1401.97	2634.21	2055.08	2798.91	1954.21	2471.89	1403.28	2675.85	1647.97	1578.02	2722.01	1256.76	2746.24	1146.87	2070.1	1792.09	1391.22	979.186	2081.95	1689.01	1626.96	1232.37	1579.95	2404.47	2037	1608.83	1892.88	3014.47	2150	1367.78	1512.97	1348.73	2014.32	2286.33	2495.33	1455.9	2670.59	2153.51	2446.27	2318.61	2190.62	1200.48	2871.29	3178.07	1320.7	1640.06	1188.58	1718.21	2991.99	2047.41	768.195	2521.6	1934.1	1988.54	1564.49	1748.46	2131.77	2944.78	2767.38	2832.73	1955.66	2206.86	2141.99	2155.18	1434.97	2013.02	2760.88	4765.24	1901.77	2966.22	3181.88	1751.11	2303.4	2386.46	2916.67	1978.06	2180.67	1151.91	2774.92	1532.24	1218.84	2331.01	2543.62	2170	2164.12	3147.88	2132.03	3218.58	2047.24	2206.18	2819.26	2588.11	1745.26	2170.07	1553.97	2501.35	2003.54	2007.62	1165.35	2241.03	2474.12	2449.12	2491.11	2358.88	2841.75	2478.69	2238.44	1742.41	4468.41	4291.07	2063.13	2316.57	2361.48	1956.76	2021.32	3816.63	1742.98	1862.57	1901	1645.83	1317.38	3034.91	2571.43	1672.03	2737.73	2282.73	1598.1	2254.58	1957.84	2374.32	1650.41	1890.59	2472.99	1841.15	3427.03	1815.03	2490.1	2601.29	1259.95	1612.83	1421.27	2050.56	2488.27	3502.83	2325.6	1083.39	1408.32	3309.4	2459	1569.18	1811.19	1297.82	2383.45	1623.05	2003.17	2133.27	2474.95	1829.5	2752.52	2111.37	1928.25	2957.18	1456.62	2193.46	1529.92	2098.6	1756.94	1569.58	2640.14	3071.76	3240.83	3307.52	2556.43	2162.33	2210.43	2971.72	1760.51	2921.57	2704.6	2522.47	3224.2	2212.26	4143.97	2163.37	1593.42	2095.52	2141.08	3998.11	2867.26	2684.98	3115.78	3212.17	1651.33	1995.9	1631.09	5596.45	1313.75	2211.49	2660.91	2664.39	1793.21	1687.93	1742.96	8491.46999999999	3549.89	1998.72	2000.26	1349.92	1949.93	990.385	2214.66	3745.21	1734.43	4649.14	3645.28	1341.55	1957.95	2088.4	5785.92	1800.72	1710.24	1821.83	1928.85	2518.43	2735.88	1689.34	1787.8	1802.67	4984.19	2507.68	1527.19	1195.52	1886.44	4188.7
FTO	852.873	877.899	840.413	608.684	517.324	631.402	878.166	923.015	1042.66	496.117	771.89	752.023999999999	899.455	1416.06	638.117	888.189	1398.45	1192.71	841.158	820.639	1286.35	435.184	1281.57	903.701000000001	578.466	834.969	340.411	437.568	551.485	569.225	733.814	775.654	727.308	555.904	1460.16	731.38	1046.32	698.789	368.3	720.394	1040.21	514.712	655.602	666.789	730.143	719.86	460.728	355.483	835.492	1079.25	1332.24	256.71	916.558	603.385	725.772	597.753	679.375	833.05	594.291	1189.85	1594	905.856	963.038	663.848	1415.03	966.179	1706.33	622.51	1029.63	842.763	640.411	1093.08	932.157	1005.06	831.367	1211.2	1228.17	1144.28	1464.78	752.777	1042.55	1317.32	710.218	1425.48	1043.44	1263.45	797.173	912.025	1348.12	794.561	981.951	909.962	551.251	810.795	905.788999999999	617.817	1466.54	1126.55	1039.58	1611.81	1091.19	1585.63	869.177	1140.74	695.723000000001	760.681	915.556	1318.74	909.75	1189.74	929.963	980.96	1259.04	867.667	723.373	819.696	517.707	1378.69	629.217	699.078	464.009	521.016	926.528	523.672	477.796	581.776	235.943	362.224	741.184	677.63	517.054	738.061	997.957	744.184	1021.29	718.01	1324.68	1152.58	810.116	1105.94	547.3	730.682	942.446	1236.92	912.045	2626.26	618.451	1102.38	919.637	1016.69	1117.19	709.292	857.711	607.399	1041.55	838.945	631.472	609.243	714.203	1203.24	712.801	768.936	355.087	859.375	849.861	631.416	666.667	1110.26	662.206	919.555	982.521	1235.97	561.309	930.059	1013.6	547.176	721.096	694.922	1041.04	431.101	1669.85	1164.71	1400.47	926.121	669.644	1354.57	775.664	642.379	1145.22	1112.49	996.212	1088.88	650.655	1024.15	1254.91	653.031	1102.56	596.798	980.797	1378.82	1155.65	1196.12	1242.32	1260.61	1616.32	1274.76	1127.03	1008.04	880.615	1628.31	960.66	1223.2	1035.96	1054.23	1233.56	1253.9	1002.1	718.412	1047.11	600.639	649.792	1164.79	656.782	824.432	809.171	818.763	521.684	714.182	1109.32	859.878999999999	803.295	885.033	427.166	734.416	666.121	824	1449.03	1006.66	1069.8	668.434999999999	987.04	858.471	1034.05	1648.39	1328.92	592.727	530.567	799.739	672.806	1992.25	1281.53	855.155	1560.21	683.861	1143.8	653.701	763.705	838.431	1118.43	537.158	1144.94	1053.83	915.704	828.605	677.737	1066.63	728.604	983.228	986.086000000001	971.822	1113.3	754.757	901.01	1136.79	1099.62	1303.5	791.005	1006.09	1029.31	826.25	1383.12	1142.51	882.327	1344.88	1591.72	750.571	821.596	675.054	857.51	639.757	1587.34	1401.12	1604.18	862.072	1030.67	735.181	2059.61	1422.78	869.231	939.299	907.759	767.931	1339.53	627.313	1205.13	929.451	761.955	1298.64	665.525	1359.81	1167.06	443.118	1073.14	903.751	1345.5	774.342	523.267	627.094	588.235	888.245	521.694	722.586	1631.86	840.48	2141.11	1175.87	753.081	965.129999999999	1540.74	1169.25	362.341	644.532	188.134	1051.97	627.71	1151.68	534.144	623.706	639.888	961.962	523.211	687.225	997.1	506.964	1077.6	933.471	640.174	567.177	158.225	196.687	321.333	699.95	338.995	316.546	866.116	660.569	786.189	218.346	1070.96	1275.21	1012	634.146	1067.78	414.543	951.87	771.425	1054.27	868.752	1074.7	1011.84	702.577	565.304	1271.3	867.947	883.633	786.578	201.479	224.207	263.871	884.353	792.281000000001	631.656	129.481	919.996	942.461999999999	692.095	591.044	644.425	1790.79	1406.76	624.757	592.684	519.252	1054.97	645.833	772.261	1667.27	754.192	1091.75	851.492	1607.33	536.761	715.768	575.508	525.399	744.735	837.427	395.534	732.698	1142.46	549.288	635.374	540.899	939.24	629.841	590.587	978.312	1165.93	835.997	1668.25	826.376999999999	641.835	839.929	524.241	671.208	879.469	890.983	779.806	548.205	573.751	211.961	477.428	1031.05	1408.67	754.107	678.639	591.411	508.589	236.477	902.495	1423.1	606.928	686.414	694.373	750.699	371.848	308.909	843.332	654.71	1181.83	413.724	548.295	491.676	537.778	415.223	395.416	498.062	445.857	1578.97	879.939	450.641	473.193	399.312	474.88	1141.38	877.314	660.86	933.13	634.604	817.175	422.284	1057.79	766.482	548.207	519.253	790.78	377.119	172.534	316.643	749.344	1112.38	771.601	582.627	995.908	1180.09	741.015	1014.31	670.068	938.603	376	609.636	539.521	188.13	930.896	689.124	1206.61	428.727	433.159	492.5	423.817	1071.51	441.995	581.834	475.464	852.142	477.918	383.789	794.689	1197.33	727.011	1496.72	755.674	698.017	1680.16	918.843999999999	797.439	233.184	723.809	878.593	373.998	849.244	1325.32	1375.59	781.944	691.009	750	1457.61	1408.5	731.221	997.224999999999	655.43	953.977	841.68	782.458	614.522	1589.44	1218.15	688.588	921.488	573.271	1337.65	392.428	1162.7	918.317999999999	600.29	1308.43	900.385	966.287	854.683	641.374	916.056	613.837	769.607	669.146999999999	575.959	1461.21	1532.91	577.504	701.73	668.075	906.609	679.302	623.932	254.047	338.983	937.741000000001
