	TCGA-AF-2687-01	TCGA-AF-2690-01	TCGA-AF-2693-01	TCGA-AF-3911-01	TCGA-AF-4110-01	TCGA-AF-5654-01	TCGA-AF-6136-01	TCGA-AF-6655-01	TCGA-AF-6672-01	TCGA-AF-A56K-01	TCGA-AF-A56L-01	TCGA-AF-A56N-01	TCGA-AG-3591-01	TCGA-AG-3592-01	TCGA-AG-3725-01	TCGA-AG-3731-01	TCGA-AG-3732-01	TCGA-AG-3742-01	TCGA-AG-3902-01	TCGA-AG-4021-01	TCGA-AG-4022-01	TCGA-AH-6544-01	TCGA-AH-6547-01	TCGA-AH-6549-01	TCGA-AH-6643-01	TCGA-AH-6644-01	TCGA-AH-6897-01	TCGA-AH-6903-01	TCGA-BM-6198-01	TCGA-CI-6619-01	TCGA-CI-6620-01	TCGA-CI-6621-01	TCGA-CI-6622-01	TCGA-CI-6623-01	TCGA-CI-6624-01	TCGA-CL-4957-01	TCGA-CL-5917-01	TCGA-CL-5918-01	TCGA-DC-4745-01	TCGA-DC-4749-01	TCGA-DC-5337-01	TCGA-DC-5869-01	TCGA-DC-6154-01	TCGA-DC-6155-01	TCGA-DC-6156-01	TCGA-DC-6157-01	TCGA-DC-6158-01	TCGA-DC-6160-01	TCGA-DC-6681-01	TCGA-DC-6682-01	TCGA-DC-6683-01	TCGA-DT-5265-01	TCGA-DY-A0XA-01	TCGA-DY-A1DC-01	TCGA-DY-A1DD-01	TCGA-DY-A1DE-01	TCGA-DY-A1DF-01	TCGA-DY-A1DG-01	TCGA-DY-A1H8-01	TCGA-EF-5830-01	TCGA-EF-5831-01	TCGA-EI-6506-01	TCGA-EI-6507-01	TCGA-EI-6508-01	TCGA-EI-6509-01	TCGA-EI-6510-01	TCGA-EI-6511-01	TCGA-EI-6512-01	TCGA-EI-6513-01	TCGA-EI-6514-01	TCGA-EI-6881-01	TCGA-EI-6882-01	TCGA-EI-6883-01	TCGA-EI-6884-01	TCGA-EI-6885-01	TCGA-EI-6917-01	TCGA-EI-7002-01	TCGA-EI-7004-01	TCGA-F5-6464-01	TCGA-F5-6465-01	TCGA-F5-6571-01	TCGA-F5-6702-01	TCGA-F5-6810-01	TCGA-F5-6811-01	TCGA-F5-6812-01	TCGA-F5-6813-01	TCGA-F5-6814-01	TCGA-F5-6861-01	TCGA-F5-6863-01	TCGA-F5-6864-01	TCGA-G5-6233-01	TCGA-G5-6235-01	TCGA-G5-6572-01	TCGA-G5-6572-02	TCGA-G5-6641-01	TCGA-AF-2691-01	TCGA-AF-2692-01	TCGA-AF-3400-01	TCGA-AG-3574-01	TCGA-AG-3575-01	TCGA-AG-3578-01	TCGA-AG-3580-01	TCGA-AG-3581-01	TCGA-AG-3582-01	TCGA-AG-3583-01	TCGA-AG-3584-01	TCGA-AG-3586-01	TCGA-AG-3587-01	TCGA-AG-3593-01	TCGA-AG-3594-01	TCGA-AG-3598-01	TCGA-AG-3599-01	TCGA-AG-3600-01	TCGA-AG-3601-01	TCGA-AG-3602-01	TCGA-AG-3605-01	TCGA-AG-3608-01	TCGA-AG-3609-01	TCGA-AG-3726-01	TCGA-AG-3727-01	TCGA-AG-3728-01	TCGA-AG-3878-01	TCGA-AG-3881-01	TCGA-AG-3882-01	TCGA-AG-3883-01	TCGA-AG-3885-01	TCGA-AG-3887-01	TCGA-AG-3890-01	TCGA-AG-3892-01	TCGA-AG-3893-01	TCGA-AG-3894-01	TCGA-AG-3896-01	TCGA-AG-3898-01	TCGA-AG-3901-01	TCGA-AG-3909-01	TCGA-AG-3999-01	TCGA-AG-4001-01	TCGA-AG-4005-01	TCGA-AG-4007-01	TCGA-AG-4008-01	TCGA-AG-4015-01	TCGA-AG-A002-01	TCGA-AG-A008-01	TCGA-AG-A00C-01	TCGA-AG-A00Y-01	TCGA-AG-A011-01	TCGA-AG-A015-01	TCGA-AG-A016-01	TCGA-AG-A01J-01	TCGA-AG-A01L-01	TCGA-AG-A01N-01	TCGA-AG-A01W-01	TCGA-AG-A01Y-01	TCGA-AG-A020-01	TCGA-AG-A025-01	TCGA-AG-A026-01	TCGA-AG-A02G-01	TCGA-AG-A02N-01	TCGA-AG-A02X-01	TCGA-AG-A032-01	TCGA-AG-A036-01	TCGA-AF-2689-11	TCGA-AF-2691-11	TCGA-AF-2692-11	TCGA-AF-3400-11	TCGA-AF-5654-11	TCGA-AG-3725-11	TCGA-AG-3731-11	TCGA-AG-3732-11	TCGA-AG-3742-11	TCGA-AH-6643-11
RBM15	113.674	111.998	239.316	175.311	122.843	147.443	114.322	182.23	192.24	218.228	279.709	187.222	175.899	208.635	148.226	194.208	282.558	204.102	299.238	157.679	151.703	185.858	181.595	214.459	183.978	328.881	158.195	159.59	316.003	231.562	251.494	188.637	273.2	138.457	163.631	223.675	223.769	174.096	158.317	150.751	171.645	105.663	168.175	517.372	154.765	180.41	211.1	259.118	220.559	299.671	204.496	153.311	267.946	179.214	192.824	134.33	121.921	194.213	221.306	169.192	214.516	233.625	196.476	319.361	171.94	169.804	127.646	213.634	204.749	154.903	244.552	243.568	182.98	157.942	201.467	421.274	157.074	143.29	112.212	238.188	183.052	111.95	165.243	109.962	108.275	141.149	307.884	168.599	199.654	162.377	211.823	122.454	83.1987	100.335	166.408	178.960184999243	243.911624468107	111.082312001562	134.40090706992	100.540950045383	186.821471962297	190.761380692646	166.559121430946	179.683518482045	167.048111394904	155.422592556222	153.082595318303	221.001369216474	161.543107252426	155.832827113004	178.794648341285	149.132507574447	144.989729550209	79.0413946771265	228.327190745115	168.884809162114	143.808340524785	168.395974716555	225.347130971718	149.788499509651	116.700436085103	142.313628854726	91.4425974066705	149.970277225449	140.521685560494	119.952335550872	175.4274451579	205.298098986013	168.742955561038	119.324042858908	137.604020397879	126.695973974555	246.399515765158	146.488449834947	129.802132999308	135.22576642263	170.642357447555	171.154956261812	170.363523243702	163.280847255786	134.433711291962	382.446466829325	319.90262167603	246.928477426022	171.489319110499	200.705823268707	175.553820752285	254.810686476051	225.2397286799	250.235165041183	249.110333481215	258.359566053387	285.43071331889	377.897058771029	274.604270145536	235.331032004764	192.418222580615	282.236840332571	265.281874266979	168.574260283088	312.118389922029	171.315	149.739	180.15	149.539	177.698	101.004	121.815	110.322	120.82	180.785
RBM15B	2177.26	1860.7	1305.13	1927.33	1706.78	2079.33	2084.67	2933.38	2401.82	2473.45	2640.91	1925.2	1376.01	2346.01	2429.29	2327.83	1508.28	1961.98	2297.94	1721.96	1607.3	1536.02	1813.53	1680.78	2405.54	2936.81	2453.04	2703.8	1358.49	1961.18	2778.95	1986.17	2345.85	1873.99	2408.53	2763.93	1599.51	2328.95	2061.91	1625.47	1568.23	1955.19	1962.12	1389.06	1880.18	2312.28	2519.52	2417.15	2783.36	1530.49	2022.46	2135.71	2296.77	2326.92	2779.62	3611.99	1472.75	1771.72	2285.15	1799.29	2561.65	2048.52	2550.11	1505.34	2745.49	2846.86	1880.11	1565.7	3425.43	1952.45	1889.26	2046.55	2197.72	1761.57	2205.38	2200.55	2638.81	2601.69	1983.76	2238.1	1958.89	1965.72	1942.76	2109.2	2021.63	2246.35	2106.32	2539.32	2725.94	2862.58	1318.74	2207.15	2279.09	1720.6	4035.5	1332.26582039062	1714.9497103391	1406.17130444869	1669.56098993554	1008.68917861231	1954.37647914965	1431.95251923642	1533.25572248336	2311.112351304	1350.48603862155	1239.18453700423	2397.89653748679	2627.50852300608	2610.78041684705	1792.46929572543	1085.88768152681	2540.09447710902	1967.18474109685	1760.32473170149	1030.06117422225	2166.02354157381	2030.94041852497	1816.95742114166	3898.3060143669	4044.16383458033	2272.35292087342	2953.87583556279	1760.64297595497	2380.47177164981	2477.47928015273	2174.97433035992	1968.64477859033	2176.20397132761	1759.78183671186	1741.35504564122	2117.97774071634	2104.37242092818	2165.66287586034	1844.46961635279	2354.86824295108	2098.45264834443	2671.51716506634	2433.71602973294	1959.58594639465	1884.21090609289	2862.19828129722	1913.16511075408	2465.22793990304	2208.51152722143	2752.69710446986	2073.03934976554	2252.4005818271	2755.98003979955	2147.0052007426	2375.21989968595	2662.26197182337	2002.60781867298	2443.06555968437	2175.68623269594	2956.40062089599	2825.25196889163	2668.53889633399	1801.08908108714	2215.33730516247	1651.94165181565	2805.61594178571	1924.48	2234.95	2368.61	2371.6	1871.03	1107.08	1919.1	1605.22	1545.88	1664.83
RBMX	4752.66	3657.53	4849.94	3875.4	5158.91	5313.93	5003.77	5033.96	5463.51	4207.39	4395.85	3986.66	5664.25	4662.93	3504.65	3957.95	4484.81	5012.7	4929	3790.63	4418.84	4047.78	2473.92	5183.57	5726.33	5113.66	4462.87	5521.47	5594.66	4146.7	4526.49	4744.35	3742.26	5164.9	3168.66	5097.01	4405.77	3998.9	7746.81	4935.01	6647.6	5997.11	3892.71	3902.3	3529.02	4365.32	3406.65	5258.72	3718.81	8802.41	4187.97	4021.17	6156.2	3834.79	3877.52	4119.13	2738.92	4763.61	4197.84	4180.3	3936.93	3160.32	3951.98	4336.11	5597.89	3813.57	3591.36	4521.49	5540.68	4281.64	3909.71	4025.73	3569.32	3256.38	4912.42	5556.01	4375.42	3548.05	2840.72	4365.3	4244.33	2634.45	4402.53	3593.99	4129.65	4097.86	4932.17	3889.37	3700	3588.57	4818.66	4540.34	4770.6	2585.11	3344.76	4109.30752201264	5382.25235947798	3505.33018432804	5400.15889314148	6137.01710952063	4288.13410376445	4635.3072674718	4263.48790999325	4671.04525360734	5246.37036901035	4336.19605216878	4536.83076987591	4727.8083734679	5278.70740894937	4275.91051722068	6634.15503932826	4575.40715987771	4283.53556478779	5125.5145172363	6212.34409601744	7324.89214703271	5085.27971051506	5711.35393497752	2358.6979219944	2166.09000003825	2571.41172736412	2446.78287927598	3603.12874315936	2908.66733872357	2483.15707358692	2397.52868167736	5027.03636309532	3127.45585603357	4780.49886904029	3623.55075418426	4672.69189337032	4365.64114484048	4917.97044881502	3561.97421575237	3330.38944334802	4250.5595631933	3849.1880941994	3866.7554726376	4349.31325704977	4203.26610012305	3627.21097931636	3420.97279255285	4466.02376761234	4308.35578081033	3296.97652987226	2437.22516292327	4043.84649492047	3234.62915938201	2539.52172087697	3467.41393768863	4134.89572113609	5001.28510618583	4503.89032272569	4239.67773641192	4244.63403254008	3057.05104958265	3311.6042082336	3399.44372605475	3850.9945840503	3628.53380124742	4133.78674795222	2728.78	2859.5	3035.46	2859.03	2586.17	3971.14	2949.7	3216.6	4005.93	2725.98
WTAP	2708.39	1416.64	999.243	1185.42	1933.19	1237.21	1974.25	1416.53	1661.86	1667.72	1638.87	1249.9	1713.73	1338.35	2015.62	1488.29	2138.78	1316.89	1377.66	2076.98	1896.06	1040.61	1719.49	1937.3	2342.19	1474.84	1325.33	1859.26	2054.17	1738.94	1478.01	1494.5	1540.06	1743.29	1641.47	1646.97	1381.9	1230.14	2055.66	1903.18	1885.85	2327.06	1747.74	1000.34	1864.82	1726.14	1695.61	1622.65	1052.75	1841.38	1514.61	1099.8	1445.9	1721.84	1379.32	1637.46	1693.35	1263.36	1675.33	1656.57	1614.23	1549.26	1806.17	1410.57	1935.35	1411.69	1947.97	1663.48	1544.57	1281.95	1780.78	1563.18	1463.04	1316.33	1280.26	1950.54	1394.36	1715.15	1298.84	1916.32	1498.14	1647.25	1823.99	1299.34	1667.34	1523.37	1526.63	1339.19	1446.84	1452.31	1230.84	1340.62	1302.1	1534	1463.25	1694.69457208665	1711.5183100667	2419.40633406968	1703.33420009409	1825.48548457282	1293.65910321985	1979.22595238826	2048.60090976198	1659.69020385518	2503.54183452387	939.829596212706	1404.66781438989	1366.5936394602	1795.88987199984	901.863235504312	2114.13094966064	1626.18426069624	1048.17635174517	1833.1371935618	1526.97011977357	1914.88433274343	1610.6683731326	1826.27010328989	525.230490463606	607.453116847754	933.358311774613	601.58205156024	1261.55322642664	822.578957359193	1338.73034849573	765.103656163532	1444.33819111541	1287.51071335887	2337.65321062001	1577.36864042816	1354.56846782677	1591.57073110288	1758.4329107743	1644.23464398809	1267.78214300887	1415.08704614875	1395.23529690505	1034.58051998549	971.609400041756	1419.86606682296	1558.50432914978	1137.78373218777	1326.24490225071	1387.41632650991	1483.72788595937	903.416083251323	1935.95524074678	1483.82103901555	1098.8212987244	1398.03732630151	1339.98422539323	1596.44589884544	1735.99560550399	1548.47336103062	1320.11260508814	1228.65061873052	1395.61825549073	2137.97113806936	1468.59640917367	1133.41037141586	2043.97181290518	1378.44	1561.5	1476.74	1351.78	1574.24	2547.05	1442.51	1406.88	2055.02	1560.55
YTHDC1	1447.42	1295.85	1540.19	1139.36	1337.08	1315.56	1422.11	1440.29	2153.8	1422	1425.66	1504.65	1455.02	1312.08	1406.25	1754.75	1675.74	1597.66	1416.2	1817.78	1389.21	1437.17	1500.49	1597.77	1654.48	1809.52	1393.29	1391.22	1912.21	1553.45	1365.98	1922.29	1799.07	1456.92	1445.16	1673.47	1584.78	1487.58	982.208	1335.99	1086.52	1244.09	1609.37	754.042	1480.77	1462.77	1369.65	1342.99	1328.15	2200.33	1625.34	1404.23	1781.09	1606.99	1432.41	1403.11	1498.15	1689.55	1691.82	1385.35	1516.54	1651.44	1884.14	1889.98	2309.03	1606.23	1424.33	1831.52	1362.4	1735.98	1474.35	1445.97	1625.25	1492.62	1920.24	1901.46	1669.88	1341.13	1484.64	1797.04	1616.56	1233.79	1637.95	1406.02	1624.6	1425.08	1324.22	1632.33	1965.06	1848.6	1199.9	1507.23	2035.14	1422.94	1439.31	1214.29013370328	1336.04754217028	899.968963839112	1095.80035446303	904.1922846175	1907.70118024608	1340.46155219156	1170.7775560813	1126.45397372127	1027.32512102057	1073.85715608046	1171.19491884539	999.06778383901	1543.81453568264	1111.61395693098	973.545592202392	1219.38844389304	903.044066311176	914.749659124952	772.246714980094	751.188432465735	1007.52436514001	1071.63726196368	727.806069744934	817.334108934328	1060.71491069293	713.893680320259	609.065893550168	820.94295977407	356.807793572138	715.218120884265	1090.02025753729	1043.26785236461	858.679417706006	1391.03869554445	1118.63169411814	1033.37294776876	1102.81692789376	1199.90434054075	973.973548092565	983.202244637206	1112.07217480913	950.478019600442	989.393911764903	1335.83640605445	1056.33857543829	1656.08104749095	1681.40969886756	1164.36991989652	1086.76779927275	1390.99087592353	1500.57647338449	1131.73113678146	1152.30370001738	1166.78770037965	1241.02875189905	1288.98866958702	1331.47868506814	1487.52538452084	1227.72368294653	1365.44450428135	1531.77234079597	1572.28562744823	1144.14656136228	1318.11953298405	1441.28704307639	1433.04	1229.58	1453.87	1137.02	1364.94	996.863	1534.8	1771.28	1394.82	1563.39
YTHDC2	335.888	487.794	777.237	387.408	537.413	651.251	452.889	845.501000000001	473.456	506.312	649.057	773.15	391.915	630.567	585.726	928.988	573.243	868.652	574.834	312.756	571.871	866.221	825.295	576.625	754.488	745.732	544.895	483.301	447.765	733.886	739.986	975.943	618.482	575.565	544.24	675.197	549.478	411.143	481.296	654.73	548.591	552.822	496.009	171.999	407.929	561.719	560.209	847.925999999999	568.83	762.898	748.809	440.524	597.571	199.512	303.51	613.311	375.616	309.465	592.898	361.616	443.391	686.865	964.317	888.245	375.057	328.072	432.228	738.168	349.163	716.648	493.16	876.501	656.013	529.754	517.36	747.096	998.886	665.801	475.65	736.93	604.153	418.422	471.964	998.12	612.133	454.347	427.202	733.687	344.981	545.42	457.877	814.385	533.926	682.495	730.801	587.682201803818	869.232583960747	616.029025504435	463.629260266541	573.097509736347	499.637960054124	1041.07634452262	553.264495786047	705.962886031482	552.695150917645	535.051518296693	769.064529073825	583.54301704064	1030.03598042329	305.311306818949	613.707181395004	788.06035679543	803.782940512522	363.971170898629	542.492365445279	354.323198828161	602.060178349872	612.073800100564	232.814262542423	237.074840418796	167.590908261817	287.255571744732	135.907294598992	184.306179386217	162.503795891382	242.324609682686	558.955822241277	442.074407910719	645.79610935115	586.125442898921	564.769368244821	349.792775135903	641.128470015057	813.371482868966	548.194421605479	269.500856669602	639.975346711249	540.764823749353	675.295069462971	527.466947814398	336.390703923251	1303.99200092647	803.41125539351	735.671907751969	435.485466414576	540.54920422177	630.668950274395	518.478089492166	572.969918389462	407.949443055562	861.963801828373	629.5405523776	575.338218685295	822.158967995684	738.754748580287	514.206106055939	405.824992671872	1120.85114179086	667.824391630203	1057.92668870816	587.145583105265	544.016	755.731	643.896	644.269	720.93	469.887	698.563	579.468	507.551	769.755
YTHDF1	2898.68	2329.28	2360.71	2254.52	2324.49	2307.4	2132.54	2585.17	1571.09	3222.72	3994.72	2471.9	1159.29	2828.58	1957.35	2263.6	1345.58	2425.78	1860.2	1470.44	2734.19	2069.76	1464.57	3058.95	2202.88	2677.9	1818.66	2142.65	2052.03	2348.76	2116.54	3153.56	2937.26	2817.09	1077.42	2888.47	3492.29	3671.2	1790.15	3778.51	2165.76	2682.1	3409.05	1794.29	1689.99	3287.86	2449.67	5389.86	1496.09	2438.53	4056.65	1720.26	2498.98	2854.06	3251.97	2454.71	1477.22	1283.96	2512.37	2352.02	2592.53	2583.88	1528.63	2371.93	2761.12	1627.99	2717.22	3813.72	3050.6	2469.1	2509.23	1209.83	2980.02	1511.41	2480.14	1532.78	2101.37	1167.53	1847.17	1940.55	2720.09	2080.13	2383.59	2770.68	2210.61	3416.78	1626.78	1761.84	2698.88	2735.81	2071.39	2127.23	2272.21	2086.12	1611.48	2541.46451823372	1483.29547506522	1288.69242511793	2177.91396246757	1187.27812008362	1506.76463488291	2019.10625087778	2423.5194257913	2355.47958006359	1577.06432121899	3275.4449427598	1951.66251678972	1977.51791470128	1994.2585244268	1520.57083505441	1760.86377808936	1977.44245933498	1221.0269406267	3003.6972978107	1175.4550981848	1618.5917381891	2350.34297289093	3371.22362571536	2440.48263076032	1832.69532211851	1990.70308763868	1460.81562461882	1327.79955641122	2709.84353292689	1947.62480828955	1428.13349127668	1713.81222894487	1844.84726617427	1117.05517361734	1913.21433242477	1812.43942995351	1803.13665374356	2511.54189908939	1355.67941050512	2484.96987954165	1065.22578245997	2727.01351889208	1766.40024567005	2637.56913994038	2395.05226895783	3309.34139974206	1431.99072423097	1797.92301119819	1940.12453037219	2332.20358604835	2184.16769008998	1810.14449608752	2866.21152749777	2518.14900914855	1973.36780628288	2826.21921202288	2264.1245094899	2242.52001078793	2675.00106036762	1320.66457286293	3378.0640750092	3566.24250852068	1758.8418640297	1967.65176378541	2495.04649660048	1780.07025515605	1043.72	1041.13	1104.12	1149.54	1069.17	833.752	991.679	980.638	895.361	1020.47
YTHDF2	1677.74	1352.77	1464.03	1826.02	1346.65	2044.07	1497.49	1920.2	2162.21	1246.17	2032.08	1553.17	2463.61	1820.89	2285.9	1633.95	2700.68	2292.48	2073.29	1430.27	1796.99	1842.33	1462.11	2531.79	2086.12	3170.26	1511.64	2591.6	1985.32	2200.04	2330.04	1412.41	1352.69	1924.79	1695.39	2259.73	1940.33	2407.58	1619.98	1236.52	2496.14	1811.87	1568.07	2409.36	1579.65	1555.22	2130.52	1637.92	1127.52	2787.05	1346.21	1952.12	1188.06	2007	1717.39	2151.24	2408.87	2124.57	1187.06	2248.99	1831.42	1573.98	1779.3	1992.91	2961.03	1707.34	1141.65	2097.7	2425.85	1774.26	2780.78	2041.74	1862.56	1653.24	1420.39	2146.87	1079.09	1239.83	1708.16	1770.57	1902.38	1600.17	1946.16	1544.64	2170.25	1713.85	1917.97	1859.22	1839.41	1373.58	1572.11	1972.46	1003.63	1636.49	1426.92	1848.35920180809	1689.76910098973	1559.3605658223	1888.0713689319	1928.85822630553	2004.94538315982	1990.91624879455	2069.90790360274	1804.82817308745	1437.09893206287	923.329938186148	2317.67831899885	1859.43470119356	1764.92444679855	2326.31909549432	1979.57715598759	2416.99769808355	1365.73109617291	2090.52977305202	2234.33478014525	2042.56375055182	1785.0716620899	1905.49469586704	1371.78208200598	867.023011451034	1060.2370653084	1243.1822570054	1099.03305882289	827.728720363396	943.359221631005	1497.63715842641	1493.48499799277	1429.90374655738	2090.38780139328	1580.68422143041	1867.30274165817	1804.03078051379	1530.49146973593	1446.58941636669	1499.31023861006	1463.40931651332	1837.36176514007	2313.3118876603	1584.73083829282	1891.05914027224	1389.50110378123	2607.30235605856	1627.03734161085	2141.24093288303	1355.8886152578	1932.0563814601	2278.11175667648	1720.66662410886	1502.24304583977	1792.07779430253	1667.40474278537	1588.01508018427	1295.2928886419	2505.18077393344	1818.05390020657	1382.46893201371	1321.34646976097	2507.68083701815	2154.71830675409	1493.47466844703	2529.0814199036	1577.45	1718.67	1516.5	1827.08	1730.47	1495.61	1420.95	1531.69	1415.86	1561.11
YTHDF3	2197.11	2117.32	1917.56	1676.89	1820.79	1397.17	1666.46	1529.71	1809.22	2161.41	2151.32	1573.8	2603.51	1556.87	1319.26	2283.48	2456.69	1599.12	1988.12	3267.39	2487.39	1825.61	2368.6	1600	2270.54	2637.47	1045.26	2145.52	1397.2	2257.02	1630.4	2338.63	1892.33	2110.88	2579.72	1370	3492.79	1790.59	1390.51	1421.75	1800.03	2507.96	2274.83	1132.44	2195.37	2214.39	2717.97	1638.45	1423.58	2788.69	2413.8	1423.39	2336.69	1757.49	2093.52	1241.82	1273.4	898.48	1192.14	2123.23	1670.66	1850.04	1536.56	1786.31	2599.27	1516.64	1814.85	1527.14	2236.67	1891.77	1622.09	2033.73	2331.2	1769.13	5139.19	1389.66	1553.29	1398.7	1739.96	2365.86	1073.43	2014.46	1554.77	1878.76	1387.15	920.926	1287.29	1086.45	1708.92	2390.99	1278.44	2530.1	2464.05	2060.9	2033.44	2241.95776835802	1426.66674224184	1240.61395636515	2626.8295193943	2211.86192317622	4352.92607169896	2065.05934859269	1633.6807752783	3031.78873707078	1911.18922192919	2864.72275963474	2269.60135021754	2363.71911322975	2148.5038069841	1508.82970572243	1352.22078964255	1564.53438349851	2022.9930451714	1949.7760480461	1790.34360763417	1466.23291414935	1430.92057272489	1365.81916954856	903.046631205448	805.250046396022	814.993450977732	774.558240482241	904.390230810893	774.213262031312	801.446017604952	670.567376900674	2058.16433528834	1242.68445271464	1867.15132036083	1607.66341396508	1629.39504058929	1897.07472126077	2011.51253748837	1838.29812707067	1212.45360033527	2557.5621384708	1470.98545883909	1917.80731592192	1988.28674341851	2428.85414062279	1688.80480202052	1735.43877203496	1689.56261641245	1231.15469718677	1789.8927297062	2212.00654970833	1500.99675194389	1755.70614701164	2875.75631455596	1348.67167886921	2309.85546546429	2320.32802438572	2863.92607032522	1825.98091286265	1401.16682477059	2430.90499585908	1896.63735173432	3164.06856049663	934.394874473199	1846.55993205952	2532.59247983659	1877.35	1932.92	2184.32	2015.15	2227.19	2302.38	1863.46	2555.23	2487.05	2114.84
ZC3H13	1808.85	1280.11	814.887	2044.08	1817.88	1095.21	3090.45	1759.48	2546.58	2196.12	1700	1641.73	716.453	2022.43	2082.77	2299.91	1919.73	2076.17	1397.41	1167.72	2438.74	1577.64	1529.04	2855.68	2343.51	2425.88	2352.42	1347.81	1532.22	2450.19	2113.02	1776.67	2386.6	3264.48	2763.59	2251.38	3677.77	1356.94	774.179	1038.02	615.902	1264.83	2272.7	312.349	3501.79	1999	2598.57	2611.72	1395.02	2578.49	2804.69	626.008	740.139	2100.57	1960.3	1866.9	1769.09	1125.55	1332.28	1193.94	2712.03	2370.86	2513.22	1122.13	4176.98	2109.64	1842.65	2579.68	2879.72	3475.08	3152.53	1589.48	1713.54	2943.62	2269.94	1780.44	3387.3	1751.95	2469.56	2495.57	3576.75	2326.72	2273.67	2542.29	2652.26	2319.79	1177.56	1641.93	2777.7	1610.14	2403.62	2063.05	2845.72	1698.73	1104.46	641.719727171632	1941.07968682487	851.466274596979	631.565472359929	564.789227951	1649.43797862689	1002.94894694209	1070.81206653049	2002.95992233029	960.38023539063	890.565349656236	1479.03422968825	1239.85192774431	1791.61975360078	1465.12341422965	567.620009295896	823.515691499121	657.444279215638	855.697685829403	767.630666682387	386.203915525124	629.972725611998	1433.41689339453	388.993072787787	571.382537601294	872.132310875733	363.816140292087	343.796799846275	571.128789016251	174.465192829061	854.094558462686	935.431425021555	924.450401333809	596.923849569889	1298.99404208063	1022.16530867032	1557.23325600505	1161.77347809344	1222.26710070892	1029.72956789774	1316.98864534331	1735.55517424312	2702.34466367616	841.328573377886	1530.55597016484	1244.20380922647	1591.81724608473	1711.01977206653	1283.784490117	2264.87918815169	1228.58370159206	2699.76201137096	1730.27220989492	736.276556199116	2345.02718564604	918.181411195051	1316.20785720602	2646.78684574275	1145.94125857336	1565.7357825578	1695.23482136717	2153.5796401727	847.729853586258	1187.10129984916	1933.76262969442	1557.59464841408	1353.51	1349.21	1678.35	1179.18	1187.24	568.381	1400.91	2099.46	1257.28	1652.08
