	TCGA-2A-A8VL-01	TCGA-2A-A8VO-01	TCGA-2A-A8VT-01	TCGA-2A-A8VV-01	TCGA-2A-A8VX-01	TCGA-2A-A8W1-01	TCGA-2A-A8W3-01	TCGA-2A-AAYF-01	TCGA-2A-AAYO-01	TCGA-2A-AAYU-01	TCGA-4L-AA1F-01	TCGA-CH-5737-01	TCGA-CH-5738-01	TCGA-CH-5739-01	TCGA-CH-5740-01	TCGA-CH-5741-01	TCGA-CH-5743-01	TCGA-CH-5744-01	TCGA-CH-5745-01	TCGA-CH-5746-01	TCGA-CH-5748-01	TCGA-CH-5750-01	TCGA-CH-5751-01	TCGA-CH-5752-01	TCGA-CH-5753-01	TCGA-CH-5754-01	TCGA-CH-5761-01	TCGA-CH-5762-01	TCGA-CH-5763-01	TCGA-CH-5764-01	TCGA-CH-5765-01	TCGA-CH-5766-01	TCGA-CH-5767-01	TCGA-CH-5768-01	TCGA-CH-5769-01	TCGA-CH-5771-01	TCGA-CH-5772-01	TCGA-CH-5788-01	TCGA-CH-5789-01	TCGA-CH-5790-01	TCGA-CH-5791-01	TCGA-CH-5792-01	TCGA-CH-5794-01	TCGA-EJ-5494-01	TCGA-EJ-5495-01	TCGA-EJ-5496-01	TCGA-EJ-5497-01	TCGA-EJ-5498-01	TCGA-EJ-5499-01	TCGA-EJ-5501-01	TCGA-EJ-5502-01	TCGA-EJ-5503-01	TCGA-EJ-5504-01	TCGA-EJ-5505-01	TCGA-EJ-5506-01	TCGA-EJ-5507-01	TCGA-EJ-5508-01	TCGA-EJ-5509-01	TCGA-EJ-5510-01	TCGA-EJ-5511-01	TCGA-EJ-5512-01	TCGA-EJ-5514-01	TCGA-EJ-5515-01	TCGA-EJ-5516-01	TCGA-EJ-5517-01	TCGA-EJ-5518-01	TCGA-EJ-5519-01	TCGA-EJ-5521-01	TCGA-EJ-5522-01	TCGA-EJ-5524-01	TCGA-EJ-5525-01	TCGA-EJ-5526-01	TCGA-EJ-5527-01	TCGA-EJ-5530-01	TCGA-EJ-5531-01	TCGA-EJ-5532-01	TCGA-EJ-5542-01	TCGA-EJ-7115-01	TCGA-EJ-7123-01	TCGA-EJ-7125-01	TCGA-EJ-7218-01	TCGA-EJ-7312-01	TCGA-EJ-7314-01	TCGA-EJ-7315-01	TCGA-EJ-7317-01	TCGA-EJ-7318-01	TCGA-EJ-7321-01	TCGA-EJ-7325-01	TCGA-EJ-7327-01	TCGA-EJ-7328-01	TCGA-EJ-7330-01	TCGA-EJ-7331-01	TCGA-EJ-7781-01	TCGA-EJ-7782-01	TCGA-EJ-7783-01	TCGA-EJ-7784-01	TCGA-EJ-7785-01	TCGA-EJ-7786-01	TCGA-EJ-7788-01	TCGA-EJ-7789-01	TCGA-EJ-7791-01	TCGA-EJ-7792-01	TCGA-EJ-7793-01	TCGA-EJ-7794-01	TCGA-EJ-7797-01	TCGA-EJ-8468-01	TCGA-EJ-8469-01	TCGA-EJ-8470-01	TCGA-EJ-8472-01	TCGA-EJ-8474-01	TCGA-EJ-A46B-01	TCGA-EJ-A46D-01	TCGA-EJ-A46E-01	TCGA-EJ-A46F-01	TCGA-EJ-A46G-01	TCGA-EJ-A46H-01	TCGA-EJ-A46I-01	TCGA-EJ-A65E-01	TCGA-EJ-A65F-01	TCGA-EJ-A65G-01	TCGA-EJ-A65J-01	TCGA-EJ-A65M-01	TCGA-EJ-A6RA-01	TCGA-EJ-A6RC-01	TCGA-EJ-A7NF-01	TCGA-EJ-A7NG-01	TCGA-EJ-A7NH-01	TCGA-EJ-A7NJ-01	TCGA-EJ-A7NK-01	TCGA-EJ-A7NM-01	TCGA-EJ-A7NN-01	TCGA-EJ-A8FN-01	TCGA-EJ-A8FO-01	TCGA-EJ-A8FP-01	TCGA-EJ-A8FS-01	TCGA-EJ-A8FU-01	TCGA-EJ-AB20-01	TCGA-EJ-AB27-01	TCGA-FC-7708-01	TCGA-FC-7961-01	TCGA-FC-A4JI-01	TCGA-FC-A5OB-01	TCGA-FC-A8O0-01	TCGA-G9-6329-01	TCGA-G9-6332-01	TCGA-G9-6333-01	TCGA-G9-6336-01	TCGA-G9-6338-01	TCGA-G9-6339-01	TCGA-G9-6342-01	TCGA-G9-6343-01	TCGA-G9-6348-01	TCGA-G9-6351-01	TCGA-G9-6353-01	TCGA-G9-6354-01	TCGA-G9-6356-01	TCGA-G9-6361-01	TCGA-G9-6362-01	TCGA-G9-6363-01	TCGA-G9-6364-01	TCGA-G9-6365-01	TCGA-G9-6366-01	TCGA-G9-6367-01	TCGA-G9-6369-01	TCGA-G9-6370-01	TCGA-G9-6371-01	TCGA-G9-6373-01	TCGA-G9-6377-01	TCGA-G9-6378-01	TCGA-G9-6384-01	TCGA-G9-6385-01	TCGA-G9-6494-01	TCGA-G9-6496-01	TCGA-G9-6498-01	TCGA-G9-6499-01	TCGA-G9-7509-01	TCGA-G9-7510-01	TCGA-G9-7519-01	TCGA-G9-7521-01	TCGA-G9-7522-01	TCGA-G9-7523-01	TCGA-G9-7525-01	TCGA-G9-A9S0-01	TCGA-G9-A9S4-01	TCGA-G9-A9S7-01	TCGA-H9-7775-01	TCGA-H9-A6BX-01	TCGA-HC-7075-01	TCGA-HC-7077-01	TCGA-HC-7078-01	TCGA-HC-7079-01	TCGA-HC-7080-01	TCGA-HC-7081-01	TCGA-HC-7209-01	TCGA-HC-7210-01	TCGA-HC-7211-01	TCGA-HC-7212-01	TCGA-HC-7213-01	TCGA-HC-7230-01	TCGA-HC-7231-01	TCGA-HC-7232-01	TCGA-HC-7233-01	TCGA-HC-7736-01	TCGA-HC-7737-01	TCGA-HC-7738-01	TCGA-HC-7740-01	TCGA-HC-7742-01	TCGA-HC-7744-01	TCGA-HC-7745-01	TCGA-HC-7747-01	TCGA-HC-7748-01	TCGA-HC-7749-01	TCGA-HC-7750-01	TCGA-HC-7752-01	TCGA-HC-7817-01	TCGA-HC-7818-01	TCGA-HC-7819-01	TCGA-HC-7820-01	TCGA-HC-7821-01	TCGA-HC-8213-01	TCGA-HC-8216-01	TCGA-HC-8256-01	TCGA-HC-8257-01	TCGA-HC-8258-01	TCGA-HC-8259-01	TCGA-HC-8260-01	TCGA-HC-8261-01	TCGA-HC-8262-01	TCGA-HC-8264-01	TCGA-HC-8265-01	TCGA-HC-8266-01	TCGA-HC-A48F-01	TCGA-HC-A4ZV-01	TCGA-HC-A631-01	TCGA-HC-A632-01	TCGA-HC-A76W-01	TCGA-HC-A76X-01	TCGA-HC-A8CY-01	TCGA-HC-A8D0-01	TCGA-HC-A8D1-01	TCGA-HC-A9TE-01	TCGA-HC-A9TH-01	TCGA-HI-7168-01	TCGA-HI-7169-01	TCGA-HI-7170-01	TCGA-HI-7171-01	TCGA-J4-8198-01	TCGA-J4-8200-01	TCGA-J4-A67T-01	TCGA-J4-A6G1-01	TCGA-J4-A6G3-01	TCGA-J4-A83I-01	TCGA-J4-A83J-01	TCGA-J4-A83K-01	TCGA-J4-A83L-01	TCGA-J4-A83M-01	TCGA-J4-A83N-01	TCGA-J4-AATV-01	TCGA-J4-AATZ-01	TCGA-J4-AAU2-01	TCGA-J9-A52B-01	TCGA-J9-A52C-01	TCGA-J9-A52D-01	TCGA-J9-A52E-01	TCGA-J9-A8CK-01	TCGA-J9-A8CL-01	TCGA-J9-A8CM-01	TCGA-J9-A8CN-01	TCGA-J9-A8CP-01	TCGA-KC-A4BL-01	TCGA-KC-A4BN-01	TCGA-KC-A4BR-01	TCGA-KC-A4BV-01	TCGA-KC-A7F3-01	TCGA-KC-A7F5-01	TCGA-KC-A7F6-01	TCGA-KC-A7FA-01	TCGA-KC-A7FD-01	TCGA-KC-A7FE-01	TCGA-KK-A59V-01	TCGA-KK-A59X-01	TCGA-KK-A59Y-01	TCGA-KK-A59Z-01	TCGA-KK-A5A1-01	TCGA-KK-A6DY-01	TCGA-KK-A6E0-01	TCGA-KK-A6E1-01	TCGA-KK-A6E2-01	TCGA-KK-A6E5-01	TCGA-KK-A6E6-01	TCGA-KK-A7AP-01	TCGA-KK-A7AQ-01	TCGA-KK-A7AU-01	TCGA-KK-A7AV-01	TCGA-KK-A7AW-01	TCGA-KK-A7AY-01	TCGA-KK-A7AZ-01	TCGA-KK-A7B0-01	TCGA-KK-A7B1-01	TCGA-KK-A7B2-01	TCGA-KK-A7B3-01	TCGA-KK-A7B4-01	TCGA-KK-A8I4-01	TCGA-KK-A8I5-01	TCGA-KK-A8I6-01	TCGA-KK-A8I7-01	TCGA-KK-A8I8-01	TCGA-KK-A8I9-01	TCGA-KK-A8IA-01	TCGA-KK-A8IB-01	TCGA-KK-A8IC-01	TCGA-KK-A8ID-01	TCGA-KK-A8IF-01	TCGA-KK-A8IG-01	TCGA-KK-A8IH-01	TCGA-KK-A8II-01	TCGA-KK-A8IJ-01	TCGA-KK-A8IK-01	TCGA-KK-A8IL-01	TCGA-KK-A8IM-01	TCGA-M7-A71Y-01	TCGA-M7-A71Z-01	TCGA-M7-A720-01	TCGA-M7-A721-01	TCGA-M7-A722-01	TCGA-M7-A723-01	TCGA-M7-A724-01	TCGA-M7-A725-01	TCGA-MG-AAMC-01	TCGA-SU-A7E7-01	TCGA-TK-A8OK-01	TCGA-TP-A8TT-01	TCGA-TP-A8TV-01	TCGA-V1-A8MF-01	TCGA-V1-A8MG-01	TCGA-V1-A8MJ-01	TCGA-V1-A8MK-01	TCGA-V1-A8ML-01	TCGA-V1-A8MM-01	TCGA-V1-A8MU-01	TCGA-V1-A8WL-01	TCGA-V1-A8WN-01	TCGA-V1-A8WS-01	TCGA-V1-A8WV-01	TCGA-V1-A8WW-01	TCGA-V1-A8X3-01	TCGA-V1-A9O5-01	TCGA-V1-A9O5-06	TCGA-V1-A9O7-01	TCGA-V1-A9O9-01	TCGA-V1-A9OA-01	TCGA-V1-A9OF-01	TCGA-V1-A9OH-01	TCGA-V1-A9OL-01	TCGA-V1-A9OQ-01	TCGA-V1-A9OT-01	TCGA-V1-A9OX-01	TCGA-V1-A9OY-01	TCGA-V1-A9Z7-01	TCGA-V1-A9Z8-01	TCGA-V1-A9Z9-01	TCGA-V1-A9ZG-01	TCGA-V1-A9ZI-01	TCGA-V1-A9ZK-01	TCGA-V1-A9ZR-01	TCGA-VN-A88I-01	TCGA-VN-A88K-01	TCGA-VN-A88L-01	TCGA-VN-A88M-01	TCGA-VN-A88N-01	TCGA-VN-A88O-01	TCGA-VN-A88P-01	TCGA-VN-A88Q-01	TCGA-VN-A88R-01	TCGA-VN-A943-01	TCGA-VP-A872-01	TCGA-VP-A875-01	TCGA-VP-A876-01	TCGA-VP-A878-01	TCGA-VP-A879-01	TCGA-VP-A87B-01	TCGA-VP-A87C-01	TCGA-VP-A87D-01	TCGA-VP-A87E-01	TCGA-VP-A87H-01	TCGA-VP-A87J-01	TCGA-VP-A87K-01	TCGA-VP-AA1N-01	TCGA-WW-A8ZI-01	TCGA-X4-A8KQ-01	TCGA-X4-A8KS-01	TCGA-XA-A8JR-01	TCGA-XJ-A83F-01	TCGA-XJ-A83G-01	TCGA-XJ-A83H-01	TCGA-XJ-A9DI-01	TCGA-XJ-A9DK-01	TCGA-XJ-A9DQ-01	TCGA-XJ-A9DX-01	TCGA-XK-AAIR-01	TCGA-XK-AAIV-01	TCGA-XK-AAIW-01	TCGA-XK-AAJ3-01	TCGA-XK-AAJA-01	TCGA-XK-AAJP-01	TCGA-XK-AAJR-01	TCGA-XK-AAJT-01	TCGA-XK-AAJU-01	TCGA-XK-AAK1-01	TCGA-XQ-A8TA-01	TCGA-XQ-A8TB-01	TCGA-Y6-A8TL-01	TCGA-Y6-A9XI-01	TCGA-YJ-A8SW-01	TCGA-YL-A8HJ-01	TCGA-YL-A8HK-01	TCGA-YL-A8HL-01	TCGA-YL-A8HM-01	TCGA-YL-A8HO-01	TCGA-YL-A8S8-01	TCGA-YL-A8S9-01	TCGA-YL-A8SA-01	TCGA-YL-A8SB-01	TCGA-YL-A8SC-01	TCGA-YL-A8SF-01	TCGA-YL-A8SH-01	TCGA-YL-A8SI-01	TCGA-YL-A8SJ-01	TCGA-YL-A8SK-01	TCGA-YL-A8SL-01	TCGA-YL-A8SO-01	TCGA-YL-A8SP-01	TCGA-YL-A8SQ-01	TCGA-YL-A8SR-01	TCGA-YL-A9WH-01	TCGA-YL-A9WI-01	TCGA-YL-A9WJ-01	TCGA-YL-A9WK-01	TCGA-YL-A9WL-01	TCGA-YL-A9WX-01	TCGA-YL-A9WY-01	TCGA-ZG-A8QW-01	TCGA-ZG-A8QX-01	TCGA-ZG-A8QY-01	TCGA-ZG-A8QZ-01	TCGA-ZG-A9KY-01	TCGA-ZG-A9L0-01	TCGA-ZG-A9L1-01	TCGA-ZG-A9L2-01	TCGA-ZG-A9L4-01	TCGA-ZG-A9L5-01	TCGA-ZG-A9L6-01	TCGA-ZG-A9L9-01	TCGA-ZG-A9LB-01	TCGA-ZG-A9LM-01	TCGA-ZG-A9LN-01	TCGA-ZG-A9LS-01	TCGA-ZG-A9LU-01	TCGA-ZG-A9LY-01	TCGA-ZG-A9LZ-01	TCGA-ZG-A9M4-01	TCGA-ZG-A9MC-01	TCGA-ZG-A9N3-01	TCGA-ZG-A9ND-01	TCGA-ZG-A9NI-01	TCGA-EJ-A65B-01	TCGA-EJ-A65D-01	TCGA-FC-A66V-01	TCGA-FC-A6HD-01	TCGA-G9-6347-01	TCGA-G9-6379-01	TCGA-H9-A6BY-01	TCGA-HC-A6AL-01	TCGA-HC-A6AN-01	TCGA-HC-A6AO-01	TCGA-HC-A6AP-01	TCGA-HC-A6AQ-01	TCGA-HC-A6AS-01	TCGA-HC-A6HX-01	TCGA-HC-A6HY-01	TCGA-J4-A67K-01	TCGA-J4-A67L-01	TCGA-J4-A67M-01	TCGA-J4-A67N-01	TCGA-J4-A67O-01	TCGA-J4-A67Q-01	TCGA-J4-A67R-01	TCGA-J4-A67S-01	TCGA-J4-A6M7-01	TCGA-KK-A6E3-01	TCGA-KK-A6E4-01	TCGA-KK-A6E7-01	TCGA-KK-A6E8-01	TCGA-QU-A6IL-01	TCGA-QU-A6IM-01	TCGA-QU-A6IN-01	TCGA-QU-A6IO-01	TCGA-QU-A6IP-01	TCGA-CH-5761-11	TCGA-CH-5767-11	TCGA-CH-5768-11	TCGA-CH-5769-11	TCGA-EJ-7115-11	TCGA-EJ-7123-11	TCGA-EJ-7125-11	TCGA-EJ-7314-11	TCGA-EJ-7315-11	TCGA-EJ-7317-11	TCGA-EJ-7321-11	TCGA-EJ-7327-11	TCGA-EJ-7328-11	TCGA-EJ-7330-11	TCGA-EJ-7331-11	TCGA-EJ-7781-11	TCGA-EJ-7782-11	TCGA-EJ-7783-11	TCGA-EJ-7784-11	TCGA-EJ-7785-11	TCGA-EJ-7786-11	TCGA-EJ-7789-11	TCGA-EJ-7792-11	TCGA-EJ-7793-11	TCGA-EJ-7794-11	TCGA-EJ-7797-11	TCGA-EJ-A8FO-11	TCGA-G9-6333-11	TCGA-G9-6342-11	TCGA-G9-6348-11	TCGA-G9-6351-11	TCGA-G9-6356-11	TCGA-G9-6362-11	TCGA-G9-6363-11	TCGA-G9-6365-11	TCGA-G9-6384-11	TCGA-G9-6496-11	TCGA-G9-6499-11	TCGA-HC-7211-11	TCGA-HC-7737-11	TCGA-HC-7738-11	TCGA-HC-7740-11	TCGA-HC-7742-11	TCGA-HC-7745-11	TCGA-HC-7747-11	TCGA-HC-7752-11	TCGA-HC-7819-11	TCGA-HC-8258-11	TCGA-HC-8259-11	TCGA-HC-8260-11	TCGA-HC-8262-11	TCGA-J4-A83J-11
ALKBH5	2632.22	2357.41	2929.49	2304.68	2221.94	2555.47	2546.96	2517.19	2681.17	3100.18	1742.31	2781.75	2550.61	2637.02	2760.95	3018.01	2868.93	3204.46	3254.79	2662.35	2298.8	2277.17	2847.22	2375.97	2658.31	3318.01	3175.82	2716.61	2537.66	1752.57	2433.13	2611.63	2452.3	2400.52	2428.55	3511.59	2200	2759.02	2728.08	1674.97	3346.73	2794.78	3191.82	2423.92	2458.1	2805.92	2400.85	2351.02	2829.24	3080.49	3378	3233.89	2320.32	2642.46	2825.21	1802.33	2345.24	2912.16	2918.65	2635.46	2987.43	1398.64	2755.34	2397.9	2586.22	2350.09	1669.66	2471.36	2547.38	2500.74	2063.33	1906.33	2635.82	2887.99	2927.31	2481.54	2216.7	2884.88	2669.93	2374	2402.92	2917.32	2646.74	4767.92	2958	3162.52	2698.55	2710.91	2323.32	2911.39	2713.13	2492.03	2445.12	2891.33	2516.52	2485.73	2667.74	2685.39	2498.82	2237.87	2840.98	2780.39	2898.95	2386.76	1933.8	2116	1745.05	2233.92	3320.88	2084.37	2784.3	2931.12	3158.22	1434.76	2534.1	2643.73	2811.8	2350.09	2187.81	2303.42	2610.16	2805.43	3028.14	2766.36	2928.3	2614.6	2403.34	2658.42	2989.36	2476.21	2673.73	3121.08	2757.1	2630.78	2843.9	2744.71	3433.79	2831.84	2493.88	2918.13	1549.81	2099.22	2986.86	3979.19	3365.23	3431.77	3481.47	4227.08	3288.78	3196	3725.25	2972.46	3154.98	3970.5	2972.01	2905.93	3120.76	2526.05	2173.58	3231.72	2783.55	2636.42	3559.74	3411.94	3278.24	3247.45	2196.6	2753.71	2963.03	2545.65	3268.87	2125.92	2730.6	2945.5	2892.15	3350.26	2539.7	3297.8	2445.36	2804.23	3072.08	3375.45	3190.74	2769.82	1709.91	2557.96	3536.93	2660.44	3201.6	2712.27	2661.93	3198.35	2820.97	3140.44	2409.23	2932.9	2809.47	3502.49	3027.8	2903.97	2704	2681.83	2088.02	2292.47	2573.22	2981.8	3091.18	2840.29	2546.83	2764.34	2659.69	2692.37	3257.65	2807.26	2081.49	3180.7	2651.96	2612.42	3248.47	2108.9	2525.14	2425.79	2336.2	2535.37	2471.84	2204.61	2394.15	2027.39	2130.2	2924.58	2264.88	3099.54	2026.18	2504.53	2475.07	2613.62	2548.69	2651.4	2729.78	2402.08	3188.98	2889.86	2273.01	4386.18	3093.76	3285.69	2306.43	2346.83	2355.43	2918.57	2179.06	2365.68	2705.43	2854.97	2406.73	3017.38	2722.78	3053.79	2025.36	2781.41	2329.47	2852.7	2144.37	2164.65	2685.58	2158.55	2543.16	2350.07	2859.19	2857.28	2354.24	3012.07	2899.44	2589.82	2515.94	2401.41	2870.86	2693.19	2899.72	2139.33	3640.64	3104.52	1818.66	2718.13	2375.88	2787.38	1725.2	2594.51	2710.04	2464.91	3404.15	3176.46	3358.53	2567.46	2053.87	2832.76	2545.02	2770.92	1737.25	2657.25	2564.38	2842.63	2052.82	2496.68	2290.25	2818.44	2756.83	2613.65	2960.41	2462.84	1788.01	2044.24	2079.07	2591.44	2699.93	2930.4	2710.26	1111.42	2312.14	2708.76	3063.98	3086.98	2677.78	2393.42	2410.3	2856.23	2465.23	2099.32	2673.65	2713.09	2680.63	3078.74	2869.83	2543.51	2469.72	2336.75	2818.79	2680.8	2510.15	2599.84	2483.77	2678.25	2811.67	2674.93	2666.34	2866.17	2745.07	2699.45	2582.87	3123.97	2553.18	2610.4	3026.55	3181.57	2615.32	2763.46	3056.97	2997.93	1854.33	2589.8	2591.76	2178.1	2759.84	3106.41	2899.47	2793.49	3100.79	2802.49	2805.38	2435.68	3332.53	2927.84	3151.97	2692.05	2933.69	3367.55	2176.07	3149.01	2853.06	3002.55	2224.72	2311.28	1373.82	3081.12	1922.07	2657.83	1526.89	2615.22	2369.3	3010.23	2790.55	2675.47	3501.72	2826.93	2435.77	2626.1	2673.94	2799.5	3066.76	2906.43	2687.56	2372.01	2788.98	2851.01	3077.59	2962.01	2793.1	3217.55	3253.98	3229.64	2300.44	2587.83	2117.17	2058.1	2630.25	1793.84	1450.91	2411.4	2379	1982.59	1905.04	3250.69	3535.53	3042.29	2359.46	2492.99	2811.4	2887.82	2402.88	2072.28	1998.19	2578.79	2176.18	2813.74	2384.74	1745.41	2271.2	2580.97	2603.63	3067.77	4888.6	2715.01	3431.81	2589.57	2580.5	6456.27	2006.84	2933.81	2830.55	2068.87	3026.18	3112.94	2588.34	2779.34	2158.48	3786.8	2588.91	2434.66	2819.16	2950.04	1988.71	2743.86	2728.48	3371.95	2817.13	2918.59384474132	2589.6171229789	3356.72968046342	2308.02772459335	3182.14189979065	2288.7631739258	2705.18721401066	2781.87237383529	2630.17605361874	2244.61438750303	2863.48068542586	2614.67784398514	3074.7164487298	2295.40016335736	3767.22248158468	2836.31728543756	2960.81448047388	2990.43065106665	2603.78370297449	2204.9846500121	2478.51853283611	2619.20314031412	3179.88693111081	2786.73843060694	2795.47996127033	2609.20569334843	3410.98356618525	2342.94288230701	1724.06554490569	2051.00220457663	2745.65816179426	1840.08187778715	3211.69072990538	3358.76	2457.21	2738.25	2467.39	2390.05	4340.41	1898.82	2856.39	2566.98	2800.95	2987.28	2552.87	3442.83	3098.62	2919.01	3137.04	2466.29	3454.86	2766.2	2330.59	2829.06	2199.47	2661.49	2623.09	2456.6	2443.52	3012.59	4240.73	3260.65	4006.82	3588.23	3265.41	2383.99	3099.2	3597.66	3426.85	3298.62	2341.08	3551.86	2678.41	3049.74	3025.3	3049.07	3581.87	3044.4	3228.21	2879.43	2550.4	2556.56	2652.63	2072.2	2583.51
FTO	705.973	657.311	736.765	891.87	472.1	679.967	853.404	765.28	675.931	961.49	1017.76	883.619	1201.05	852.941	1002.61	1622.28	1177.77	962.321	950.514999999999	1024.47	910.759	752.518999999999	610.592	2318.18	1285.23	969.836	1306.48	983.611	1205.57	710.847	1097.62	984.812	875.187	917.441	906.781	1110.7	1014.23	309.524	951.833	981.374	610.343	1081.23	1140.3	1446.55	1043.84	1037.36	1278.55	1140.94	1172.82	1194.87	1095.46	1249.41	1102.03	1134.64	1304.81	1004.51	1135.6	1180.46	1051.83	889.808	1091.22	680.03	1136.54	1320.56	1065.49	1114.12	1140.5	692.285	1169.09	1166.84	598.242	1176.37	1197.37	1150.48	1167.18	1069.92	1264.01	1098.53	730.14	1089.1	762.472	576.702	1201.67	1118.5	1017.27	455.438	1090.72	245.932	1182.15	1144.65	1185.34	1250.48	983.001	1323.74	1181.05	833.54	1170.14	994.308	1044.32	511.937	1280.45	1184.82	1150.63	1103.71	1138.25	919.637	711.691	938.491000000001	823.988	783.29	842.897	761.655	1057.48	459.055	939.129999999999	1070	865.441	713.361	1026.57	558.772	1086.55	559.437	669.849	891.33	802.038	1045.96	770.379	889.548	899.83	587.377	788.795	739.325	940.929	942.064	713.238	999.999999999999	1243.46	916.239	1147.64	703.416	420.083	529.661	997.118	944.003	1093.06	809.756	963.197	767.591	713.216	938.056000000001	752.149	874.159	875.586	1064.72	710.466	1281.69	939.940000000001	500.409	733.813	1286.66	1195.85	1014.73	1224.17	875.03	1318.6	991.298	1009.08	952.398999999999	1028.45	1016.28	940.906	989.331000000001	425.287	728.576	752.393	1027.4	843.588	706.323	601.479	1134.25	1260.48	1122.23	611.803	1006	579.657	939.226	1245.7	853.858	812.292	682.713	984.751000000001	1063.46	1151.06	1095.63	1299.95	1242.7	1491.85	608.618	1028.74	1025.34	1650.67	976.821999999999	773.014	918.524	1009.78	1102.2	666.417	858.869	1177.28	985.536999999999	1063.55	995.102000000001	1056.47	579.689	757.255	1049.51	950.287	814.354	908.756	796.929	610.801	970.393	1137.56	802.27	866.463	802.582	867.956	846.134	909.548	673.125	1022.75	487.137	650.728	848.832	653.223	977.11	991.627	400.677	794.271999999999	897.206	867.901	753.412	784.53	1094.44	1238.17	639.058	1218.84	733.907	690.66	869.351	984.844000000001	1093.13	743.261	937.581999999999	826.966	695.982	769.73	912.125	790.817	749.895	697.53	897.318000000001	495.172	760.213	779.334	838.565000000001	891.825	517.877	544.968	834.043	832.357	1030.89	721.581	851.546000000001	624.334	782.22	301.336	835.611	1016.77	285.073	770.535	911.742	628.042	585.438	633.391	916.006999999999	1095.92	1008	488.348	739.757	616.629	600.358	1070.53	693.319	466.968	501.041	666.788	469.494	879.464000000001	589.182	859.225	692.998999999999	656.811	867.496	676.448	679.702	497.268	631.45	915.609	406.332	1010.89	648.864	826.312	812.808	862.023	1131.36	606.299	254.596	667.564	684.819	840.87	950.405	990.733999999999	916.707000000001	396.607	774.593	528.292	843.944	760.131	997.788	1041.19	1019.06	753.453	574.757	768.358	931.81	869.873	1027.11	713.935	926.436	841.947	1005.24	1241.28	537.661	699.854	681.56	804.778	1011.8	959.962	891.166	1336.33	998.612	949.122	443.275	576.669	657.58	652.711	1018.8	1213.83	893.997	802.646	735.143	477.47	988.570000000001	1007.41	1037.36	933.208	845.368999999999	576.766	727.651	714.565	488.809	598.643	459.897	749.776	750.41	836.131	773.325	832.34	971.265	389.821	948.188	738.355	759.301	479.509	854.416000000001	946.357	714.462	714.489	502.853	712.159	742.128	552.78	622.592	426.415	798.044	1110.41	801.004	321.042	834.928	880.481	1327.33	571.763	471.126	428.944	680.902	890.96	990.134	657.919	762.161999999999	889.554	758.714	565.199	1062.59	1081.76	859.221	925.817	528.388	877.823	739.116	413.229	1151.54	829.593	831.21	899.024	738.372	880.757	975.886	1001.3	892.262	560	1454.51	532.418	544.606	839.614	467.29	772.355	688.93	1393.09	769.62	1073.78	730.978	709.467	1214.96	672.735	905.573	807.579	514.425	1117.59	1067.83	1398.84	1080.18	574.627	491.276	901.906000000001	803.173	894.652	715.799	1030.06	578.987	596.754	760.761	362.633	935.846	649.287	981.42054820371	391.594234740707	958.10853026813	744.489907681853	1049.83409212678	719.520926293041	957.663177525014	896.097077063345	688.860742066756	881.628501642567	818.154235701497	845.509040138297	844.876981637384	716.773942524131	1345.06064549319	856.430447276124	758.983954665764	779.108521421079	540.348680315329	790.01759626792	913.029546654938	867.890241385463	990.642868749697	2236.32010755164	938.893927306995	952.40683531828	1108.43311600435	968.552673645561	619.600377136454	587.234872135834	771.726437466521	532.684137509157	1436.56158392105	991.872	1024.84	1075.67	841.482	1134.49	1935.41	944.444	1398.23	1614.25	1043.42	1124.23	1059.23	1799.58	1376.14	1495.53	1941.3	900.4	1356.17	1128.87	1183.06	1698	1042.6	1088.38	1168.55	1306.73	1039.94	1185.12	1151.69	911.799	1203.84	1096.56	922.336	878.263	1132.36	966.416999999999	1227.1	1059.12	1060.95	1083.88	1661.42	1406.7	1162.74	1153.09	1461.91	1296.07	1270.12	1115.83	1015.17	941.801	902.679	1059.44	935.014
