	TCGA-2V-A95S-01	TCGA-2Y-A9GS-01	TCGA-2Y-A9GT-01	TCGA-2Y-A9GU-01	TCGA-2Y-A9GV-01	TCGA-2Y-A9GW-01	TCGA-2Y-A9GX-01	TCGA-2Y-A9GY-01	TCGA-2Y-A9GZ-01	TCGA-2Y-A9H0-01	TCGA-2Y-A9H1-01	TCGA-2Y-A9H2-01	TCGA-2Y-A9H3-01	TCGA-2Y-A9H4-01	TCGA-2Y-A9H5-01	TCGA-2Y-A9H6-01	TCGA-2Y-A9H7-01	TCGA-2Y-A9H8-01	TCGA-2Y-A9H9-01	TCGA-2Y-A9HA-01	TCGA-2Y-A9HB-01	TCGA-3K-AAZ8-01	TCGA-4R-AA8I-01	TCGA-5C-A9VG-01	TCGA-5C-A9VH-01	TCGA-5C-AAPD-01	TCGA-5R-AA1C-01	TCGA-5R-AA1D-01	TCGA-5R-AAAM-01	TCGA-BC-4072-01	TCGA-BC-4073-01	TCGA-BC-A10Q-01	TCGA-BC-A10R-01	TCGA-BC-A10S-01	TCGA-BC-A10T-01	TCGA-BC-A10U-01	TCGA-BC-A10W-01	TCGA-BC-A10X-01	TCGA-BC-A10Y-01	TCGA-BC-A10Z-01	TCGA-BC-A110-01	TCGA-BC-A112-01	TCGA-BC-A216-01	TCGA-BC-A217-01	TCGA-BC-A3KF-01	TCGA-BC-A3KG-01	TCGA-BC-A5W4-01	TCGA-BC-A69H-01	TCGA-BC-A69I-01	TCGA-BC-A8YO-01	TCGA-BD-A2L6-01	TCGA-BD-A3EP-01	TCGA-BD-A3ER-01	TCGA-BW-A5NO-01	TCGA-BW-A5NP-01	TCGA-BW-A5NQ-01	TCGA-CC-5258-01	TCGA-CC-5259-01	TCGA-CC-5260-01	TCGA-CC-5261-01	TCGA-CC-5262-01	TCGA-CC-5263-01	TCGA-CC-5264-01	TCGA-CC-A123-01	TCGA-CC-A1HT-01	TCGA-CC-A3M9-01	TCGA-CC-A3MA-01	TCGA-CC-A3MB-01	TCGA-CC-A3MC-01	TCGA-CC-A5UC-01	TCGA-CC-A5UD-01	TCGA-CC-A5UE-01	TCGA-CC-A7IE-01	TCGA-CC-A7IF-01	TCGA-CC-A7IG-01	TCGA-CC-A7IH-01	TCGA-CC-A7II-01	TCGA-CC-A7IJ-01	TCGA-CC-A7IK-01	TCGA-CC-A7IL-01	TCGA-CC-A8HS-01	TCGA-CC-A8HT-01	TCGA-CC-A8HU-01	TCGA-CC-A8HV-01	TCGA-CC-A9FS-01	TCGA-CC-A9FU-01	TCGA-CC-A9FV-01	TCGA-CC-A9FW-01	TCGA-DD-A113-01	TCGA-DD-A114-01	TCGA-DD-A115-01	TCGA-DD-A116-01	TCGA-DD-A118-01	TCGA-DD-A119-01	TCGA-DD-A11A-01	TCGA-DD-A11B-01	TCGA-DD-A11C-01	TCGA-DD-A11D-01	TCGA-DD-A1EA-01	TCGA-DD-A1EB-01	TCGA-DD-A1EC-01	TCGA-DD-A1ED-01	TCGA-DD-A1EE-01	TCGA-DD-A1EF-01	TCGA-DD-A1EG-01	TCGA-DD-A1EH-01	TCGA-DD-A1EI-01	TCGA-DD-A1EJ-01	TCGA-DD-A1EK-01	TCGA-DD-A1EL-01	TCGA-DD-A39V-01	TCGA-DD-A39W-01	TCGA-DD-A39X-01	TCGA-DD-A39Y-01	TCGA-DD-A39Z-01	TCGA-DD-A3A1-01	TCGA-DD-A3A2-01	TCGA-DD-A3A3-01	TCGA-DD-A3A4-01	TCGA-DD-A3A5-01	TCGA-DD-A3A6-01	TCGA-DD-A3A7-01	TCGA-DD-A3A8-01	TCGA-DD-A3A9-01	TCGA-DD-A4NA-01	TCGA-DD-A4NB-01	TCGA-DD-A4ND-01	TCGA-DD-A4NE-01	TCGA-DD-A4NF-01	TCGA-DD-A4NG-01	TCGA-DD-A4NH-01	TCGA-DD-A4NI-01	TCGA-DD-A4NJ-01	TCGA-DD-A4NK-01	TCGA-DD-A4NL-01	TCGA-DD-A4NN-01	TCGA-DD-A4NO-01	TCGA-DD-A4NP-01	TCGA-DD-A4NQ-01	TCGA-DD-A4NR-01	TCGA-DD-A4NS-01	TCGA-DD-A4NV-01	TCGA-DD-A73A-01	TCGA-DD-A73B-01	TCGA-DD-A73C-01	TCGA-DD-A73D-01	TCGA-DD-A73E-01	TCGA-DD-A73F-01	TCGA-DD-A73G-01	TCGA-DD-AA3A-01	TCGA-DD-AAC8-01	TCGA-DD-AAC9-01	TCGA-DD-AACA-01	TCGA-DD-AACA-02	TCGA-DD-AACB-01	TCGA-DD-AACC-01	TCGA-DD-AACD-01	TCGA-DD-AACE-01	TCGA-DD-AACF-01	TCGA-DD-AACG-01	TCGA-DD-AACH-01	TCGA-DD-AACI-01	TCGA-DD-AACJ-01	TCGA-DD-AACK-01	TCGA-DD-AACL-01	TCGA-DD-AACN-01	TCGA-DD-AACO-01	TCGA-DD-AACP-01	TCGA-DD-AACQ-01	TCGA-DD-AACS-01	TCGA-DD-AACT-01	TCGA-DD-AACU-01	TCGA-DD-AACV-01	TCGA-DD-AACW-01	TCGA-DD-AACX-01	TCGA-DD-AACY-01	TCGA-DD-AACZ-01	TCGA-DD-AAD0-01	TCGA-DD-AAD1-01	TCGA-DD-AAD2-01	TCGA-DD-AAD3-01	TCGA-DD-AAD5-01	TCGA-DD-AAD6-01	TCGA-DD-AAD8-01	TCGA-DD-AADA-01	TCGA-DD-AADB-01	TCGA-DD-AADC-01	TCGA-DD-AADD-01	TCGA-DD-AADF-01	TCGA-DD-AADG-01	TCGA-DD-AADI-01	TCGA-DD-AADJ-01	TCGA-DD-AADK-01	TCGA-DD-AADL-01	TCGA-DD-AADM-01	TCGA-DD-AADN-01	TCGA-DD-AADO-01	TCGA-DD-AADP-01	TCGA-DD-AADQ-01	TCGA-DD-AADR-01	TCGA-DD-AADS-01	TCGA-DD-AADU-01	TCGA-DD-AADV-01	TCGA-DD-AADW-01	TCGA-DD-AADY-01	TCGA-DD-AAE0-01	TCGA-DD-AAE1-01	TCGA-DD-AAE2-01	TCGA-DD-AAE3-01	TCGA-DD-AAE4-01	TCGA-DD-AAE6-01	TCGA-DD-AAE7-01	TCGA-DD-AAE9-01	TCGA-DD-AAEA-01	TCGA-DD-AAEB-01	TCGA-DD-AAED-01	TCGA-DD-AAEE-01	TCGA-DD-AAEG-01	TCGA-DD-AAEH-01	TCGA-DD-AAEI-01	TCGA-DD-AAEK-01	TCGA-DD-AAVP-01	TCGA-DD-AAVQ-01	TCGA-DD-AAVR-01	TCGA-DD-AAVS-01	TCGA-DD-AAVU-01	TCGA-DD-AAVV-01	TCGA-DD-AAVW-01	TCGA-DD-AAVX-01	TCGA-DD-AAVY-01	TCGA-DD-AAVZ-01	TCGA-DD-AAW0-01	TCGA-DD-AAW1-01	TCGA-DD-AAW2-01	TCGA-DD-AAW3-01	TCGA-ED-A459-01	TCGA-ED-A4XI-01	TCGA-ED-A5KG-01	TCGA-ED-A627-01	TCGA-ED-A66X-01	TCGA-ED-A66Y-01	TCGA-ED-A7PX-01	TCGA-ED-A7PY-01	TCGA-ED-A7PZ-01	TCGA-ED-A7XO-01	TCGA-ED-A7XP-01	TCGA-ED-A82E-01	TCGA-ED-A8O5-01	TCGA-ED-A8O6-01	TCGA-ED-A97K-01	TCGA-EP-A12J-01	TCGA-EP-A26S-01	TCGA-EP-A2KA-01	TCGA-EP-A2KB-01	TCGA-EP-A2KC-01	TCGA-EP-A3JL-01	TCGA-EP-A3RK-01	TCGA-ES-A2HS-01	TCGA-ES-A2HT-01	TCGA-FV-A23B-01	TCGA-FV-A2QQ-01	TCGA-FV-A2QR-01	TCGA-FV-A3I0-01	TCGA-FV-A3I1-01	TCGA-FV-A3R2-01	TCGA-FV-A3R3-01	TCGA-FV-A495-01	TCGA-FV-A496-01	TCGA-FV-A4ZP-01	TCGA-FV-A4ZQ-01	TCGA-G3-A25S-01	TCGA-G3-A25T-01	TCGA-G3-A25U-01	TCGA-G3-A25V-01	TCGA-G3-A25X-01	TCGA-G3-A25Y-01	TCGA-G3-A25Z-01	TCGA-G3-A3CG-01	TCGA-G3-A3CH-01	TCGA-G3-A3CI-01	TCGA-G3-A3CJ-01	TCGA-G3-A3CK-01	TCGA-G3-A5SI-01	TCGA-G3-A5SJ-01	TCGA-G3-A5SK-01	TCGA-G3-A5SL-01	TCGA-G3-A5SM-01	TCGA-G3-A6UC-01	TCGA-G3-A7M5-01	TCGA-G3-A7M6-01	TCGA-G3-A7M7-01	TCGA-G3-A7M8-01	TCGA-G3-A7M9-01	TCGA-G3-AAUZ-01	TCGA-G3-AAV0-01	TCGA-G3-AAV1-01	TCGA-G3-AAV2-01	TCGA-G3-AAV3-01	TCGA-G3-AAV4-01	TCGA-G3-AAV5-01	TCGA-G3-AAV6-01	TCGA-G3-AAV7-01	TCGA-GJ-A3OU-01	TCGA-GJ-A6C0-01	TCGA-GJ-A9DB-01	TCGA-HP-A5MZ-01	TCGA-HP-A5N0-01	TCGA-K7-A5RF-01	TCGA-K7-A5RG-01	TCGA-K7-A6G5-01	TCGA-K7-AAU7-01	TCGA-KR-A7K0-01	TCGA-KR-A7K2-01	TCGA-KR-A7K7-01	TCGA-KR-A7K8-01	TCGA-LG-A6GG-01	TCGA-LG-A9QC-01	TCGA-LG-A9QD-01	TCGA-MI-A75C-01	TCGA-MI-A75E-01	TCGA-MI-A75G-01	TCGA-MI-A75H-01	TCGA-MI-A75I-01	TCGA-MR-A520-01	TCGA-MR-A8JO-01	TCGA-NI-A4U2-01	TCGA-NI-A8LF-01	TCGA-O8-A75V-01	TCGA-PD-A5DF-01	TCGA-QA-A7B7-01	TCGA-RC-A6M3-01	TCGA-RC-A6M4-01	TCGA-RC-A6M5-01	TCGA-RC-A6M6-01	TCGA-RC-A7S9-01	TCGA-RC-A7SB-01	TCGA-RC-A7SF-01	TCGA-RC-A7SH-01	TCGA-RC-A7SK-01	TCGA-RG-A7D4-01	TCGA-T1-A6J8-01	TCGA-UB-A7MA-01	TCGA-UB-A7MB-01	TCGA-UB-A7MC-01	TCGA-UB-A7MD-01	TCGA-UB-A7ME-01	TCGA-UB-A7MF-01	TCGA-UB-AA0U-01	TCGA-UB-AA0V-01	TCGA-WJ-A86L-01	TCGA-WQ-A9G7-01	TCGA-WQ-AB4B-01	TCGA-WX-AA44-01	TCGA-WX-AA46-01	TCGA-WX-AA47-01	TCGA-XR-A8TC-01	TCGA-XR-A8TD-01	TCGA-XR-A8TE-01	TCGA-XR-A8TF-01	TCGA-XR-A8TG-01	TCGA-YA-A8S7-01	TCGA-ZP-A9CV-01	TCGA-ZP-A9CY-01	TCGA-ZP-A9CZ-01	TCGA-ZP-A9D0-01	TCGA-ZP-A9D1-01	TCGA-ZP-A9D2-01	TCGA-ZP-A9D4-01	TCGA-ZS-A9CD-01	TCGA-ZS-A9CE-01	TCGA-ZS-A9CF-01	TCGA-ZS-A9CF-02	TCGA-ZS-A9CG-01	TCGA-BC-A10Q-11	TCGA-BC-A10R-11	TCGA-BC-A10T-11	TCGA-BC-A10U-11	TCGA-BC-A10W-11	TCGA-BC-A10X-11	TCGA-BC-A10Y-11	TCGA-BC-A10Z-11	TCGA-BC-A110-11	TCGA-BC-A216-11	TCGA-BD-A2L6-11	TCGA-BD-A3EP-11	TCGA-DD-A113-11	TCGA-DD-A114-11	TCGA-DD-A116-11	TCGA-DD-A118-11	TCGA-DD-A119-11	TCGA-DD-A11A-11	TCGA-DD-A11B-11	TCGA-DD-A11C-11	TCGA-DD-A11D-11	TCGA-DD-A1EB-11	TCGA-DD-A1EC-11	TCGA-DD-A1EE-11	TCGA-DD-A1EG-11	TCGA-DD-A1EH-11	TCGA-DD-A1EI-11	TCGA-DD-A1EJ-11	TCGA-DD-A1EL-11	TCGA-DD-A39V-11	TCGA-DD-A39W-11	TCGA-DD-A39X-11	TCGA-DD-A39Z-11	TCGA-DD-A3A1-11	TCGA-DD-A3A2-11	TCGA-DD-A3A3-11	TCGA-DD-A3A4-11	TCGA-DD-A3A5-11	TCGA-DD-A3A6-11	TCGA-DD-A3A8-11	TCGA-EP-A12J-11	TCGA-EP-A26S-11	TCGA-EP-A3RK-11	TCGA-ES-A2HT-11	TCGA-FV-A23B-11	TCGA-FV-A2QR-11	TCGA-FV-A3I0-11	TCGA-FV-A3I1-11	TCGA-FV-A3R2-11	TCGA-G3-A3CH-11
ALKBH5	1475.06	1491.74	1447.21	2654.94	1573.6	2050.57	2007.79	1719.3	1695.56	5270.41	2168.26	1408.84	2590.57	3315.49	2224.72	2919.9	2866.12	2204.13	1074.18	1813.92	2477.87	2979.56	2784.77	3308.77	2160.8	2620.73	1646.16	1639.87	1340.06	1179.56	1446.83	2356.32	1535.8	2657.32	3113.88	5017.62	1870.29	2614.69	1349.14	2403.54	2341.33	1729.12	2584.31	1339.16	7527.38	3357.63	1662.22	1414.55	4741.57	1529.17	1591.29	1593.55	2238.86	1316.49	2283.88	1055.13	1414.09	1935.59	2174.49	1477.72	1701	5519.72	3343.59	1347.01	1407.06	3844.9	1725.61	1610.39	1294.97	1560.79	2826.45	1397.55	2218.12	1039.83	1965.46	3252.07	1360.17	3445.56	3472.51	890.487	3314.79	1824.57	1852.37	1275.7	1604.45	3461.47	2189.77	4813.46	2590.82	1831	1590.91	1833.09	2774.48	1297.77	2816.78	2542.88	1537.59	1872.05	1428.9	1540.02	2884.08	2585.94	2593.63	3614.48	1213.05	2560	1562.02	1503.54	2437.66	1004.78	1744.29	3314.01	2310.57	2269.09	1878.86	1957.67	2334.82	8313.1	1142.51	5095.46	2191.2	3294.25	2804.86	2753.45	1409.87	1733.02	1876.26	2895.99	2830.34	2815.25	1417.83	2284.02	1305.05	2603.53	2251.93	2914.74	2672.14	3872.78	2830.22	2027.61	2285.49	2436.39	2768.24	1376.8	2208.41	2251.46	2793.8	2830.21	2364.39	1911.08	3203.59	1970.97	1879.87	3235.94	5186.82	1746.83	2582.02	1140.05	2828.62	1485.85	1334.5	2349.4	1107.79	2071.62	1583.43	2572.7	2346.26	3177.39	3658.04	2881.81	2249.16	3120.95	2445.01	3136.99	1270.36	2929.31	1603.81	7907.34	1218.42	1883.33	1521.07	1471.09	1329.32	1855.15	2821.8	1508.46	2357.91	3503.19	1901.48	1512.99	2526.61	3127.17	2864.11	1729.82	2022.67	1467.79	2113.96	2636.24	2550.03	2134.7	2171.16	3149.64	2322.2	1567.12	1030.61	1814.04	2800.19	2041.1	2102.36	1858.54	4643.27	2623.82	3389.41	1871.19	1448.95	2836.33	1347.49	2307.68	2900	1405.57	2651.64	2454.15	1552.35	2077.9	1965.08	1217.71	1573.17	2103.82	2244.27	2244.44	2001.25	2331.01	3065.35	2809.05	4423.52	1744.48	2383.47	1822.27	2108.31	2413.71	2537.26	1605.9	1957.38	5396.38	3290.87	2252.64	1532.97	1761.62	2170.98	1363.21	3162.67	2227.46	2658.91	2763.72	911.135	2030.72	2395.16	2655.82	1464.24	1415.71	1586.73	1893.95	1899.52	2863.92	3107.83	2363.72	1290.55	2449.74	1468.72	2902.3	1864.9	1570.25	2298.72	1661.87	1430.64	1446.95	1300.57	2059.82	1438.26	2865.78	2840.46	2059.35	2648.19	2611.66	1989.41	1145.99	1563.48	2856.27	3180.8	1486	2122.79	3615.75	1685.23	1346.22	2780.04	1473.87	3463.16	2377.49	2607.89	1107.36	2575.37	4825.92	2348.69	1822.07	2791	1767.75	1481.36	2564.48	1492.73	2007.94	1505.42	1034.25	1923.68	4136.25	2474.46	1694.7	3252.37	2291.61	2236.77	1411.72	3409.81	2967.99	1456.23	2836.13	2025.69	2278.97	2072.96	3735.49	1167.22	1596.41	1980.82	1733.79	2305.61	1594.54	2965.92	1553.11	2345.33	3547.89	1378.53	1587.02	1669.69	2600.2	2527.95	1826.99	1156.41	2296.39	2362.35	1765.19	2655.97	2089.21	2311.89	1901.26	1863.76	2540.43	2395.88	842.592	1767.02	2743.56	2252.45	1330.74	1522.13	2521.76	2433.56	2927.83	2630.63	1746.62	1125.55	1405.74	2272.73	1486.32	1466.57	1903.49	2447.3	2750.98	2488.37	2661.76	2385.04	2932.99	3019.18	2760.42	2217.07	2904.12	2452.57	2409.71	2690.88	3087.84	2188.84	2113.54	2926.55	2587.6	2189.01	3011.62	3115.45	2902.18	2766.79	2646.87	2198.86	2145.05	3222.26	2631.74	2143.83	2245.41	2768.53	3481.76	2427.1	3356.12	1895.78	2579.87	2677.18	2518.08	3325.7	3328.19	3622.74	2815.23	2770.41	3065.23	1977.14	2242.09	2425.84	3017.92	2789.81	2512.1	2870.57
FTO	422.87	773.78	615.109	482.133	903.553	601.533	826.666999999999	379.218	686.007	842.039	383.926	761.232	261.787	627.79	445.069	702.842	453.974	145.121	746.689	1165.5	601.284	819.168	982.142999999999	852.423	630.78	417.431	763.218	1351.76	761.796000000001	754.302	996.798	778.375	618.495	516.221	1028.24	750.929	529.873	912.596999999999	641.645	420.144	601.333	378.48	354.05	676.57	1015.08	473.596	686.443	247.445	633.934	422.23	551.531	535.157	749.028	279.76	423.133	532.399	560.209	650.564	587.172	670.322	764.664	748.561	1141.01	335.415	938.864	731.513	928.512	516.266	320.354	426.588	681.725	346.461	355.662	257.222	257.603	889	531.653	922.581	1565.24	622.101	434.226	329.462	288.793	400.996	440.777	847.171000000001	1420.34	631.114	698.571	952.409999999999	965.517	361.8	707.927	393.753	573.301	801.628	1036.58	846.24	1333.9	869.998	832.064	830.368	990.182	503.328	733.59	545.859	544.53	557.444	717.155	849.488	464.328	1042.49	549.287	347.303	192.342	439.825	561.009	391.35	1434.59	511.197	1472.71	254.072	613.295	436.339	800.868999999999	1373.57	632.489	432.637	1238.35	665.375	290.361	811.005	735.473	770.195	976.531	373.164	692.822	885.766999999999	419.227	554.954	709.861	658.772	577.862	1123.46	769.97	739.103	1200.56	978.682	346.922	1300.91	1041.64	468.524	1205.71	863.04	796.241	596.639	379.532	987.714999999999	351.578	200	383.414	291.834	547.314	865.982	250.829	508.605	248.628	433.471	252.865	376.823	683.807	465.706	501.629	462.855	828.97	661.457	258.658	635.922	608.365	656.481	565.114	513.5	642.118	503.892	481.667	598.563	1120.46	1058.55	661.981	961.871	342.525	460.925	424.086	565.096	439.308	498.457	250.883	481.757	1093.72	499.574	455.614	1083.59	1129.8	535.029	903.314	407.022	402.522	985.877	579.303	549.275	442.245	606.357	382.894	730.125	427.185	209.082	1039.39	661.348	345.968	544.77	828.501	819.869	369.24	582.771	296.933	292.089	436.156	501.848	747.706	562.199	388.243	450.632	1077.34	581.909	510.567	500.214	651.974	613.717	774.063	423.57	469.001	766.353	275.288	703.454	737.35	1172.91	1190.08	433.514	279.41	693.738	913.912999999999	768.469	526.097	489.413	751.606	687.029	702.734	259.673	492.382	534.034	506.575	560.024	533.764	762.337	364.545	1048.75	309.449	696.911	258.386	886.162	412.656	386.817	357.359	529.015	374.859	410.157	687.265	846.626	287.779	855.839	545.802	1245.13	338.366	721.208	754.737	555.867	879.917	715.771	702.676	830.436	675.106	872.713	787.92	228.203	602.96	1004.3	939.884	1114.69	1135.09	540.451	836.494	378.889	676.445	568.415	810.501	606.526	1019.62	751.102	860.525	547.868	713.639	735.872	457.168	461.219	294.032	880.638	813.764	590.21	426.052	611.59	522.953	995.316	384.094	901.92	1330.05	625.142	669.152	338.623	704.947	468.698	629.158	791.298	2142.13	627.869	1050.89	327.197	425.097	258.128	723.792	572.271	635.647	609.124	458.333	1314.02	848.014	700.817	459.319	614.917	697.721	371.505	240.315	579.793	498.435	697.898	903.89	314.365	681.456	1694.27	375.337	781.584	1046.67	767.544	843.408	523.98	1061.78	696.463	1420.67	659.596	586.777	712.801	809.786	898.64	759.554	840.551	741.298	721.72	696.89	585.911	969.678	758.2	551.492	703.112	844.715	614.644	634.234	787.538	949.332	663.423	679.669	1061.16	927.404000000001	851.656	786.078	685.083	726.853	920.361	840.385	614.232	657.219	1033.89	594.808	654.981	735.025	848.846	553.492	611.225	429.455	560.703	576.236	379.06	544.916	505.714	941.552	890.258	652.736	650.327	546.907	731.266	495.199	664.865	685.185	544.24	734.043
HNRNPA2B1	20240.4	15436.2	11860.1	16713.7	10066	12436.8	12306.1	14897.7	12072.4	17165.5	8106.39	16887.9	9200.99	12074.9	12013.1	11659.7	16534	16287.1	12001.7	13507.4	13822.4	12707.5	11883.9	20083.1	15825.4	14315	8283.74	13242.6	9669.71	16310.1	16198.5	12327.7	9598.69	13530.4	10528.9	12107.8	16035.1	11495	10918	11974.5	9057.33000000001	14453.4	19867.5	21523.9	11775.9	25098.2	7889.95	10690.5	8795.45	19318.3	13502	13576.7	13476.6	13704.8	15371.9	28526.1	17221.8	11014.5	12063.4	9519.53	11185.1	13623	20582.3	11561.1	21211.3	18527.5	16630.1	15595	15527.9	16277.7	10490.8	9648.22	15239.2	12720	11306.5	14703.7	21517.1	21380.6	13406.4	11362.5	14683.2	30814.8	15101.8	16186.2	10786.4	14950.3	11097.2	13713.8	15476.7	11656.2	10127.7	11018.3	8589.23	9364.45	13539.4	15564.6	12844.3	9836.14	11304.9	8427.21	11509.4	13266.9	11097.1	14182.2	14586.9	13013.3	12857.3	15160.3	11422.6	21937.2	13740.5	14402.3	8700.12	18827.5	10457.7	10944.6	10692.5	8500	8501.28	9800.54	5100.35	7709.01	12195.1	8156.92	13839.2	9296.7	15170.5	16657.4	17951.6	12063.3	12601.9	15512	17221.3	12989.4	10190.8	10407.4	11045.6	13627.4	15151.3	11822.4	10176.6	11089.4	11079	16005.3	9671.47	10088.9	13005	12259	5286.19	21118	15539.1	11314.8	12039.6	16839.2	11573.7	13456.6	12578.5	10713.3	13267.9	14602	19151.2	8196.79	13995.1	15818.1	16060.8	11247.5	10010.5	16884.8	8206	10821.2	11095.3	10200	11752.8	15308.5	12709.9	9305.47	18396.6	13486.4	11697.1	13329.6	10385.5	19159.4	14925.8	20209.5	16549	15960.5	16124.6	16194.8	11424.1	10601.9	11690.1	11909.6	11469.5	10303.3	11924.4	11555.6	11000	10393.9	14501.8	16590.8	8259.79	9667.4	15184.4	17412.1	11404.1	16429.1	12840	14157.5	10528.7	12159.8	14380.1	13219.7	12653.6	15967.1	11538	16937.6	18194.9	13022.1	15255.6	12274.6	10952	13571	14343.9	11277.9	11211.9	8684.49	11618.3	10442.4	13831.4	12371.4	12895.4	9416.1	13118.7	10529.6	12080.4	10191.7	9796.04999999999	16329.3	10325.6	10932	14666.5	20881.6	13988.7	12082.6	16146.1	14039.2	14287.3	13917.8	11365.2	12284.4	11010.6	14284.7	13999.4	12345	12731.8	14371	14973.2	11884.8	11163.6	14001.4	15267.4	9669.35	12047.6	10054.6	10962.4	10943.4	7500	11459.5	6358.11	18212	16332	12747.6	11361.8	12224	11218.2	15697.8	11508	12874.2	10686.5	11347.6	16012.2	22427.3	15265.4	18922.6	12393.7	15419.4	11659.9	10526	7133.15	16618.7	10272.7	10122	21962.9	10694.3	12791.6	11683.5	12714.9	14559.3	15399.3	16105.4	15341	18875.2	11809.5	11027.6	14358.5	13367.2	7547.42	9133.55	11686.2	10700.4	16597.3	14873.9	16633	15305.4	10792.6	11689.3	13670.5	12607.7	12261.9	9642.17	12292.4	13388	9978.42	9314.88999999999	12327.8	9122.69	11149.5	8953.24	15613.7	19447.8	16810.1	10531.6	9571.91	12080.3	21589.6	12870.9	14786	9630.41	10640.3	19665.9	11199.6	17388.8	14782.3	14144.2	12351.8	12972.2	17764.4	12163.5	11837.5	8143.81	14675	13303.1	12899.1	13484.1	12968	12448.7	15284.8	12976.7	17107.1	16191.4	14049.3	12272.6	13120	15180.5	12864.2	13484.2	11841.3	11535	10706.2	11931.1	14103.4	17912.9	17474.6	10747	9988.55	11397.1	12309.8	13671	12164	12057.2	10607.5	9919.25999999999	15109.4	11079	8875.68	13111.3	11702.8	13155.7	7624.11	9975.21	11075.2	8957.62	10059.4	11467.2	8790.23	10945.8	10239.9	10888.6	12440.2	11142.9	13080.1	12772.4	12633.5	13144.5	12811.3	12621.4	10747.5	12472.8	10289.2	8388.55	11150	7695.71	8851.22	10003.4	8661.09	10688.5	11618.9	12589.8	12157.1	9825.23000000001	10041.7	8262.4	10216.3
