,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6
TCGA-G3-A5SL-01A-11R-A27V-07,3.55606524174094,4.6584611741801,14.2281132245823,13.9383068670474,13.2469619357164,13.5106853045677
TCGA-RC-A7S9-01A-11R-A33R-07,3.55606524174094,6.61512498511074,13.0167336288979,12.0178655194643,10.8746532613451,13.0502350699542
TCGA-FV-A496-01A-11R-A266-07,3.95828057119945,4.5261049329543,13.199982817236,13.059945242948,12.0886519956224,14.7204122645663
TCGA-DD-A3A6-11A-11R-A22L-07,3.55606524174094,5.15541755046531,13.0239069918512,15.6970921310777,11.9749642194774,15.3617029037938
TCGA-DD-AACC-01A-11R-A41C-07,3.55606524174094,6.16363824936677,13.4798239029938,12.1723583003086,12.3044918132278,12.6593756161232
TCGA-MR-A520-01A-11R-A266-07,4.03715449203601,6.41390066030172,12.756489884121,14.1511201555047,12.3710355677869,14.8980457890076
TCGA-DD-AADP-01A-11R-A39D-07,3.97250669769353,4.47488538853367,13.5352421782072,11.4935502212951,11.522392949061,14.2491512323093
TCGA-DD-AACI-01A-11R-A41C-07,5.41304350787527,10.1204122001289,14.7218067912597,14.6371023545972,10.9639671078877,12.129504177308
TCGA-2Y-A9H1-01A-11R-A38B-07,3.55606524174094,8.06918558724252,14.3823107908879,11.487254083143,11.2920628655943,13.4706663898907
TCGA-DD-AAE3-01A-11R-A41C-07,3.55606524174094,7.12914686147619,13.379315694762,14.0696891116423,12.2995986328665,15.4592593726793
TCGA-CC-5262-01A-01R-A131-07,4.34889099464368,8.42481811185506,13.9376885736389,13.0074570219046,10.7381483602214,12.8865424553218
TCGA-CC-A7IH-01A-11R-A33J-07,3.55606524174094,6.06474181112122,12.5252558547568,12.7240349895052,11.4695353277414,13.0316954892124
TCGA-DD-A39X-01A-11R-A213-07,3.55606524174094,9.28633107876613,14.744553482726,13.8151271940414,10.3468163489139,14.1602577925991
TCGA-UB-AA0V-01A-11R-A38B-07,3.55606524174094,5.07365961976554,13.04788229064,14.6826709442124,11.5109199828846,14.416872152731
TCGA-2Y-A9H8-01A-11R-A39D-07,3.55606524174094,6.22134131985818,13.1101227028639,14.4408743982333,10.8483925400301,15.0383866141087
TCGA-CC-A5UC-01A-11R-A28V-07,5.1425816163679,5.96375489193768,13.9820398583728,11.4332729923919,9.93793479995562,13.1856194411807
TCGA-O8-A75V-01A-11R-A32O-07,3.55606524174094,7.86874403850786,14.8371489830459,12.9120778515242,10.6649812273079,12.8220884667459
TCGA-DD-A4NR-01A-11R-A311-07,3.55606524174094,10.0680709331386,15.1699642233929,11.7678798797434,10.6472171702187,12.9373061901028
TCGA-DD-AAEK-01A-11R-A41C-07,3.55606524174094,5.11610887277489,13.7135428522189,10.3581865957037,11.7095321616151,13.5086056650404
TCGA-CC-A123-01A-11R-A131-07,3.55606524174094,4.81237936562696,14.4581822214442,10.4120925697115,10.9921557349189,12.4467256080324
TCGA-ZS-A9CE-01A-11R-A37K-07,3.55606524174094,4.60662578049251,12.1516222463154,14.1200555244351,12.3171546589454,14.5749218181746
TCGA-ED-A627-01A-12R-A311-07,4.5510398690198,5.63944540522653,13.7667882748857,13.9443681313792,11.7109667199557,12.959751411124
TCGA-2Y-A9H3-01A-11R-A38B-07,4.12247695405352,7.16756513895165,12.6573431697057,14.1711918373147,11.3685201797235,15.2798854079123
TCGA-DD-AAE7-01A-11R-A41C-07,3.55606524174094,6.07657213017726,13.5212567079765,13.0430221359063,12.6881163280003,14.0862998827783
TCGA-2Y-A9GU-01A-11R-A38B-07,4.03030447121827,5.57123516503753,12.6882129393241,11.4312219832799,11.7863622080494,15.247549869507
TCGA-DD-AAD3-01A-11R-A41C-07,3.55606524174094,6.12055635062696,13.16990840313,12.6210739467074,12.4650662558347,13.7237806970164
TCGA-DD-AADW-01A-11R-A39D-07,5.44918966522446,6.61959953562628,13.3646107609614,10.8529288794762,11.1781605353974,13.0220282343508
TCGA-2Y-A9H4-01A-11R-A38B-07,3.55606524174094,6.08271373240347,12.8695973927357,13.8531561165345,11.3791928671361,13.3899951978786
TCGA-DD-AACX-01A-11R-A41C-07,3.55606524174094,10.4372419631463,13.092114475313,12.546615673749,11.311140623592,13.1176724841663
TCGA-CC-A7IE-01A-21R-A38B-07,5.64344091775976,6.51242937838693,14.7378049518536,13.4057275826466,10.1040095502076,11.1997105941258
TCGA-EP-A3JL-01A-11R-A213-07,4.15787890421162,7.80279526497472,14.3155347772365,12.9363921685541,10.924247352627,13.1821367727538
TCGA-RC-A6M5-01A-11R-A32O-07,3.9436895526671,6.94483821608056,13.1995253687789,13.7863857498903,11.3193096587146,12.721311846222
TCGA-DD-A118-11A-11R-A131-07,3.55606524174094,4.56373300656265,13.2839873078229,15.4256406898777,11.4846618790126,15.2677338170613
TCGA-G3-AAV2-01A-11R-A37K-07,3.55606524174094,4.48176621326657,12.48205265772,14.7364746768094,12.130016674281,12.1634957325333
TCGA-2Y-A9HB-01A-11R-A39D-07,3.55606524174094,8.38909860782744,12.7601064808232,14.1660667027318,12.725037637582,14.1677859725966
TCGA-DD-AAVY-01A-11R-A41C-07,4.10897541456218,4.33335694666724,12.7287795542303,13.8213733865556,12.5396043590747,13.4916875801064
TCGA-DD-AACK-01A-11R-A41C-07,5.70631073594497,7.53888958116237,13.2080858544266,12.7830989002862,11.774893485344,13.4396424202009
TCGA-GJ-A9DB-01A-11R-A37K-07,4.47302746817974,9.02790132975934,12.7892770363529,12.6881748630582,12.2721025309742,14.7294227543427
TCGA-G3-A25T-01A-11R-A16W-07,3.55606524174094,9.12809424958476,14.4831880234605,10.9642890211444,12.0650320155938,11.5985180683638
TCGA-DD-A73B-01A-12R-A32O-07,3.55606524174094,6.52669025528641,13.2216516395939,13.7553219730962,11.2279736411404,15.7243232201857
TCGA-FV-A3R2-01A-11R-A22L-07,3.55606524174094,6.67810493684936,13.2716009231362,13.1390630143457,11.1827191914169,13.208172010486
TCGA-DD-A114-01A-11R-A131-07,5.92736122075929,10.8938184282186,13.8411596022424,8.30362915929473,10.7290630079494,12.6513931428403
TCGA-G3-AAV7-01A-11R-A38B-07,8.5763090591002,12.6054331304218,14.792194693464,7.83582847048308,8.96442534181939,12.506978278688
TCGA-DD-A39V-01A-11R-A213-07,3.55606524174094,6.92420594653016,13.5389551810293,13.1261795484482,11.1704840370983,11.6275141398614
TCGA-BC-A3KG-01A-11R-A213-07,4.37599524547489,8.05569156784622,12.7315456778983,11.7699487499939,11.4267934888795,12.8093544489028
TCGA-FV-A23B-11A-11R-A16W-07,3.55606524174094,5.93904758115605,13.1415923850257,13.9246558358092,11.4929252264242,14.9176744007083
TCGA-RC-A6M3-01A-11R-A32O-07,3.55606524174094,10.9670882430681,14.754898137948,10.2103598505746,9.70904025012269,11.7918765292449
TCGA-MI-A75C-01A-11R-A32O-07,3.55606524174094,9.19256539214466,14.4803006402153,9.61687175831496,11.1186271845338,12.9068861889124
TCGA-FV-A2QQ-01A-11R-A22L-07,3.96005046673512,9.95230344843976,14.3327494897934,14.9867937841791,11.2808704877148,14.2589105691021
TCGA-DD-AAVP-01A-11R-A41C-07,3.55606524174094,8.42377058014253,12.6627609690739,16.0765917851507,12.1515920087124,12.6296203570213
TCGA-MR-A8JO-01A-12R-A36F-07,3.96874624068956,7.57314493173843,14.2570762449385,12.8537775751949,9.93345828263966,11.809521559773
TCGA-UB-A7ME-01A-11R-A33J-07,4.70108129388212,4.5212931366721,14.273462577138,12.6070365402003,12.1900764159018,15.8426195686688
TCGA-K7-A5RG-01A-11R-A28V-07,5.89390930077105,8.22276342125552,13.587145039345,8.35143462430698,11.2848500848614,12.7745567777487
TCGA-K7-A6G5-01A-11R-A311-07,3.55606524174094,5.71783059528632,14.2947031007873,14.5431990429425,11.7841527189765,14.4878388731761
TCGA-G3-A6UC-01A-21R-A33J-07,3.95695600815673,5.21603969532741,12.0120636171229,14.2788826165988,13.2367924532329,13.6387344426577
TCGA-DD-AAE2-01A-11R-A41C-07,3.55606524174094,5.43542686014618,12.2878825696183,13.6118618800911,12.1043290072828,13.5572236515284
TCGA-DD-AACB-01A-11R-A41C-07,3.55606524174094,8.92125441313428,14.4047636660386,10.7191035434307,10.7714919420939,13.2448770354949
TCGA-BC-A110-11A-11R-A131-07,4.04915377668923,5.68238259999196,13.5241099057033,14.9596719769484,11.4981770709383,14.7036177281005
TCGA-DD-AACG-01A-11R-A41C-07,4.79796026567153,5.78106003009285,14.2768179955315,11.4969471126535,11.5229262289722,12.3509514878042
TCGA-T1-A6J8-01A-11R-A32O-07,5.11987371865631,9.88793122462904,13.2195437834781,12.9148817068978,11.4849065680052,15.4285213122924
TCGA-BC-A10R-01A-11R-A131-07,3.55606524174094,6.1332570936079,13.6888773549345,15.0611310820116,12.0337573750581,15.3981261602117
TCGA-2Y-A9H6-01A-11R-A39D-07,3.97736163432944,7.81989270588087,13.1792279584521,13.044616527402,11.0013023501295,14.8360317232762
TCGA-DD-A4NL-01A-11R-A28V-07,3.55606524174094,7.06424489445094,13.0657532867551,13.3078081303363,11.6273181123848,13.6104441987005
TCGA-BC-A10T-01A-11R-A131-07,3.55606524174094,5.09080023714975,13.1251264655299,14.8571635014399,11.4018684058784,13.8022175463471
TCGA-FV-A3I1-11A-11R-A22L-07,3.55606524174094,5.59239912929809,12.5028054702832,15.9910850607694,11.6948513869494,15.1204216614206
TCGA-KR-A7K2-01A-12R-A33R-07,3.55606524174094,5.71133018175804,14.4041022910457,14.0440613126412,12.3082625920396,14.5273750785632
TCGA-CC-A7IK-01A-12R-A33R-07,4.99404685448489,5.63953628371647,13.5720254034665,13.268880384455,11.2140010222027,10.2154919068154
TCGA-DD-AA3A-01A-11R-A37K-07,5.17670411039596,7.89909624375528,14.3001088999171,8.21972919703675,9.45682993656752,10.1007836051074
TCGA-FV-A4ZP-01A-12R-A266-07,10.4212178149957,9.6735975327148,14.9135392203694,10.2171570469291,9.88622322086813,12.407173601645
TCGA-G3-A7M8-01A-11R-A33R-07,3.55606524174094,4.33593040840645,12.3844497249374,14.3236381934175,11.3501466454595,14.5570083344028
TCGA-FV-A3R3-01A-11R-A22L-07,4.70616757896789,9.00181331058629,14.0272935451212,12.7256655525238,11.9505075743979,15.087886347029
TCGA-G3-AAUZ-01A-11R-A38B-07,3.55606524174094,5.02043908504174,13.1507522944422,15.2895074776568,12.2204468870216,12.8857173603513
TCGA-K7-A5RF-01A-11R-A28V-07,3.55606524174094,8.33912365644187,13.1832228838049,13.9879110643157,11.661886455586,14.048454057148
TCGA-BC-A10Q-01A-11R-A131-07,3.55606524174094,8.62093766716718,14.5180842178228,4.94518536480462,11.333393930829,12.2993367582906
TCGA-EP-A2KC-01A-11R-A213-07,3.55606524174094,6.79031144961118,14.0390083862386,10.5203725271936,11.4136627924166,12.8029839974166
TCGA-CC-5260-01A-01R-A131-07,3.94112383579518,12.2554466342112,14.5027322224295,4.55762680683098,10.501413419146,9.72739840993267
TCGA-MI-A75H-01A-11R-A32O-07,3.55606524174094,4.73700121703181,12.5213708973565,12.9919322211524,12.1144608425956,12.9702714381162
TCGA-G3-A3CG-01A-11R-A213-07,4.20912727289171,6.94149513394616,13.7003373481227,13.1476385766914,13.2000700378648,13.2569992441958
TCGA-DD-AAVQ-01A-11R-A41C-07,3.55606524174094,4.76227631623993,13.9287751445971,13.3757930273207,12.4056515168337,13.965525069823
TCGA-DD-A1EL-01A-11R-A155-07,9.21114139430653,8.64780754209982,14.4885861504071,12.677087628601,10.4124596112054,12.9296797403946
TCGA-CC-A7IJ-01A-11R-A33R-07,3.55606524174094,4.78806316437445,14.1257820786832,4.82167787095525,9.87797733955402,10.4043956827958
TCGA-BC-A8YO-01A-11R-A37K-07,6.07235115808894,7.69175077763951,12.8414770863469,10.245089002906,12.0060523555569,11.9055631985485
TCGA-2Y-A9GV-01A-11R-A38B-07,3.55606524174094,5.21480805025702,12.6922699603801,13.2216449065229,11.846258019376,13.3239839258744
TCGA-UB-A7MD-01A-12R-A352-07,4.60902249704405,9.06746852391472,13.9292748906184,13.9630924392142,11.4755100746857,12.3597026011505
TCGA-CC-A5UD-01A-11R-A28V-07,3.55606524174094,9.09263106928091,13.5080639481782,10.6354741764117,11.0682605093873,12.9286837325331
TCGA-DD-AAW0-01A-11R-A41C-07,3.55606524174094,6.78757877372547,14.0251678430623,12.8636820498919,11.6649213148873,14.0682953302276
TCGA-3K-AAZ8-01A-12R-A39D-07,3.55606524174094,5.07960510625967,13.4575121981457,11.4950980669377,12.0894527997126,14.1615413440944
TCGA-DD-AACE-01A-11R-A41C-07,3.55606524174094,4.06049724419166,12.6118759161342,12.5576362446915,12.980373320582,13.8627449411596
TCGA-DD-A1EJ-01A-11R-A155-07,4.13009690688166,4.97175108161413,13.3623723018976,14.0119954633345,10.5944050098182,13.5748176244426
TCGA-DD-A11C-11A-11R-A131-07,3.55606524174094,4.53733735834869,12.7277948227732,15.249815352404,12.2908048525366,14.0853649738821
TCGA-BC-A10S-01A-22R-A131-07,3.55606524174094,4.79787477903173,14.3717607466382,12.9879216573056,11.524780923063,13.5194536433612
TCGA-DD-A4NB-01A-12R-A266-07,3.55606524174094,6.76137346070886,13.6358902028095,13.3483458605547,11.1822356489256,11.7464208381892
TCGA-2Y-A9H9-01A-21R-A39D-07,3.55606524174094,4.85313085256519,13.0173662373806,12.5731316053204,12.9141169222664,13.7626072394163
TCGA-ED-A4XI-01A-11R-A266-07,4.11749325318622,6.44077484646095,13.2270609207263,14.250144809585,11.8552970787998,14.5422646282914
TCGA-UB-AA0U-01A-11R-A38B-07,3.55606524174094,5.905289375905,13.664347477594,11.5641360798203,11.7106584700464,13.6545046135994
TCGA-BC-A10Q-11A-11R-A131-07,3.55606524174094,5.27000872399694,13.505943967336,14.358547867981,12.4740098356983,15.001314296784
TCGA-G3-A25X-01A-11R-A16W-07,3.55606524174094,12.9743362604015,14.4500855941235,9.10025244370738,10.9146591741415,12.1697733567745
TCGA-DD-A113-11A-12R-A131-07,3.55606524174094,8.13074866498633,13.4270602833047,14.85481871452,11.4666040358148,14.4923910184594
TCGA-G3-A3CH-11A-11R-A22L-07,3.55606524174094,4.91831624306863,13.0213812135348,15.1962607978541,11.9815676344351,14.8471488473254
TCGA-DD-AACN-01A-11R-A41C-07,3.94581769626686,4.41738209948744,14.1953133508386,11.7201079691765,12.4753267860567,12.8472663572922
TCGA-ED-A459-01A-11R-A266-07,8.41966828066179,9.69072893790701,14.0959555248024,14.2230206838186,10.2221959806435,12.0345964333077
TCGA-ED-A7PZ-01A-11R-A33R-07,3.93443834428712,7.7030913410112,12.9563913032605,12.5036382253364,10.3106082983637,13.7190984867626
TCGA-DD-A1EE-01A-11R-A131-07,7.40444556439552,8.99098215552326,14.5567483937611,12.9443549010363,11.5356362925019,12.5230212347031
TCGA-BW-A5NP-01A-11R-A27V-07,5.42081544434518,5.51945485939922,13.9698166255752,10.103081325166,11.0484021096543,12.09879947707
TCGA-DD-A73F-01A-11R-A32O-07,3.55606524174094,4.8137594235856,12.8511184140597,13.1256719433845,10.8490423058765,14.8125946194687
TCGA-ZP-A9CY-01A-11R-A38B-07,3.55606524174094,6.09047796895801,13.2379685522512,14.6126958198157,12.0549515143511,14.4467476113729
TCGA-DD-A73C-01A-12R-A33J-07,3.55606524174094,3.55606524174094,12.5447007333365,13.7797350605042,11.8577342300856,13.9097563992616
TCGA-DD-A4NQ-01A-21R-A28V-07,8.64864528246665,10.2262271233603,13.9474957363072,10.2151760413397,9.82231911125825,13.4154650299316
TCGA-DD-A11B-11A-11R-A131-07,3.55606524174094,5.66738155725219,12.9983334985813,15.2403707359923,12.1151894093376,14.7650570234708
TCGA-DD-A115-01A-11R-A131-07,3.55606524174094,7.78266334870888,12.7661061377537,15.5349139502271,11.501157527674,14.3438677833025
TCGA-CC-A8HT-01A-11R-A36F-07,9.2087849117639,9.98197958027826,13.5319441448711,11.1181099824072,10.5877783004214,11.6031925695921
TCGA-DD-AACW-01A-11R-A41C-07,3.96877772894736,4.88235044263572,13.3457923577119,11.0783911874854,11.1373070256649,13.7968640070278
TCGA-FV-A3I0-11A-11R-A22L-07,3.55606524174094,5.61136570416973,13.4695904558747,15.2822123101134,12.3532739669529,15.0761602441832
TCGA-DD-AADJ-01A-11R-A41C-07,3.55606524174094,4.65884943415367,13.1352864122964,13.9250564658674,12.9269001416215,13.7813008695064
TCGA-MI-A75E-01A-11R-A32O-07,3.97103497537749,8.98389248076669,13.108258645491,12.9184460004905,12.2391641121799,13.3434926295313
TCGA-DD-AACH-01A-11R-A41C-07,8.79861915298056,11.7079568727764,14.0186246996885,12.7903641544312,12.7710737002943,12.3390090582025
TCGA-DD-AACY-01A-11R-A41C-07,3.55606524174094,7.53167300784847,14.4808165276104,13.002331775365,11.6385092990395,14.1539260991132
TCGA-CC-A3MC-01A-11R-A22L-07,8.47528403322899,10.3471646138359,14.4791120406522,11.8015939731004,10.5782199496988,12.3841560351636
TCGA-5C-A9VH-01A-11R-A37K-07,3.96821885697982,8.38510400917907,14.7116872935053,12.4545013422882,12.0997378238431,14.7394284941431
TCGA-ED-A7XP-01A-11R-A352-07,3.55606524174094,9.07243282427658,13.8228928061519,11.2497136141556,10.8096187650499,13.276781673642
TCGA-DD-AADD-01A-11R-A41C-07,3.95978478188364,5.47641951757918,13.5192783286505,12.5860959890325,11.4071412145712,13.6380785589815
TCGA-DD-A4NJ-01A-11R-A27V-07,3.55606524174094,8.52002247971715,13.5586685390082,11.7890590880622,12.054417346757,13.4693685967134
TCGA-YA-A8S7-01A-11R-A37K-07,8.17506626404159,10.712060727088,14.7694131288842,9.00232747949955,10.3267332074308,11.6387106350437
TCGA-DD-A11A-11A-11R-A131-07,3.55606524174094,5.65948383269456,13.7927208461367,12.9928641881929,10.7682432805428,13.8391789971877
TCGA-BD-A2L6-01A-11R-A213-07,3.55606524174094,4.07202610870463,12.6491106425778,14.0098303369729,11.9337669656845,14.305809153325
TCGA-ZS-A9CD-01A-11R-A37K-07,3.55606524174094,7.39707293171995,14.7523816714363,13.4312205056487,12.3318544658625,13.782979979536
TCGA-DD-A1EJ-11A-11R-A155-07,3.55606524174094,6.4406877963786,13.4121774150314,15.1476519466014,11.2794456032765,14.4714333850024
TCGA-BC-A216-11A-11R-A155-07,3.55606524174094,6.48021487994879,13.4214569605154,15.5596640665749,11.6083457436854,14.3372029839837
TCGA-BC-A69H-01A-11R-A311-07,6.40635902953951,7.72557730216741,14.4540452344703,9.0346364013925,10.6459007522996,11.9351895869092
TCGA-RC-A7SF-01A-11R-A352-07,3.55606524174094,6.38164463549767,14.5941175665376,10.8173693916968,12.0628385615816,12.4035092684575
TCGA-DD-AAEH-01A-11R-A41C-07,3.55606524174094,4.75202935315603,13.1756081360602,14.6030020707638,11.1400157025984,13.8703166571683
TCGA-DD-AACV-01A-11R-A41C-07,3.55606524174094,4.83396712244303,13.0905806906397,12.7368012520269,12.8565734071426,14.2021900788279
TCGA-DD-AAVS-01A-11R-A41C-07,4.62730519215861,6.42158466489617,14.1897970400279,12.253049932057,12.4883803960525,14.1677760801434
TCGA-DD-AACA-02B-11R-A41C-07,3.55606524174094,4.7415621598,12.4251492247044,11.2580610500718,11.0109553024588,13.8983005012288
TCGA-DD-AAC8-01A-11R-A41C-07,5.76118360130963,6.90204161606832,14.3659060876115,11.6321205960642,11.2068982779336,10.9494159558605
TCGA-G3-A5SK-01A-11R-A27V-07,3.55606524174094,4.61050346378703,13.9192764864631,15.6596899389755,12.4853873287483,14.0644697693219
TCGA-DD-A1EI-01A-11R-A131-07,4.73982942752626,7.09155148606995,14.6689863925907,10.7891658712427,10.9320433375944,13.4297861012063
TCGA-DD-A39W-11A-11R-A213-07,3.55606524174094,4.20652450272734,12.7409954869591,16.0473642619315,12.3041251956259,15.3498604501357
TCGA-DD-AACU-01A-11R-A41C-07,3.94945439890156,8.75618789635098,13.599516866934,12.2133858661759,12.0285357665384,14.2491568556812
TCGA-ED-A7PX-01A-51R-A352-07,5.834891077096,9.25370771511349,14.5769180475065,5.22631984769715,10.2121457820071,10.6240459992662
TCGA-HP-A5N0-01A-11R-A28V-07,3.55606524174094,4.13347805717324,12.5838565714745,14.2119735108128,11.9650245161219,14.3314335686281
TCGA-DD-A3A8-01A-11R-A22L-07,3.55606524174094,4.44649288799255,13.1074235249656,15.7235884028872,12.9351889440935,14.47562518534
TCGA-NI-A4U2-01A-11R-A28V-07,3.55606524174094,4.46539641955038,13.2570089011611,14.5607219488557,11.8034407208737,14.7323160190407
TCGA-CC-A8HS-01A-11R-A36F-07,4.26278793181205,4.97031246060309,13.5646472044997,10.4730609710816,11.3604675908336,12.588081206306
TCGA-WJ-A86L-01A-12R-A39D-07,3.55606524174094,6.29620641992493,12.708524596899,12.7421507336384,11.6217927441305,12.1884720151224
TCGA-DD-A1EI-11A-11R-A131-07,3.55606524174094,4.58359669815822,13.0207323714294,14.8908691148226,12.1597691329665,14.7723048486805
TCGA-HP-A5MZ-01A-21R-A27V-07,5.08299467558474,8.11764089534403,14.5037864884571,12.4501297369903,10.8304880695161,13.9174778382502
TCGA-DD-AACA-02A-11R-A41C-07,3.55606524174094,4.55302381972662,12.6788131207456,10.8627012877457,11.6486229492748,13.222464401976
TCGA-XR-A8TE-01A-11R-A36F-07,3.55606524174094,5.35921548384815,13.3209736738172,13.1478251283185,12.9338761210549,12.9008411214557
TCGA-DD-AADL-01A-11R-A41C-07,3.55606524174094,7.01999182242495,13.0020288572163,10.5787704207585,12.03399351233,14.328732615877
TCGA-ZP-A9D4-01A-11R-A37K-07,3.55606524174094,6.46759057674726,12.4699866963801,13.7168454461491,12.6442868342468,13.5764863982366
TCGA-DD-AAE1-01A-11R-A41C-07,4.06732729374573,4.67687400257021,13.8434637836757,11.5150586640571,11.2571203388751,14.0449495822217
TCGA-DD-A3A4-01A-11R-A22L-07,3.55606524174094,6.46941015154671,13.4023838641083,14.9132489721772,10.5262292560747,13.6691807333744
TCGA-G3-A3CJ-01A-11R-A213-07,3.55606524174094,4.6115592624204,13.0353640565102,15.3719019675525,12.7116162979833,14.5371670429378
TCGA-EP-A12J-11A-11R-A131-07,3.55606524174094,4.664644553875,13.0588569647825,14.1263254053799,11.7808926420972,13.7328901627169
TCGA-2V-A95S-01A-11R-A37K-07,4.1156345778238,9.2315454847468,14.5368877606374,7.57913204909934,10.0076727119286,11.8752156728143
TCGA-DD-A73D-01A-12R-A32O-07,3.55606524174094,5.26114219769138,12.6812977749662,14.6913934235155,13.1514492037871,15.3403251443419
TCGA-ED-A66Y-01A-11R-A311-07,4.74435919211198,4.09941925442871,13.96074237524,10.2738882513976,12.2528062251873,11.0705265184829
TCGA-DD-A39Y-01A-11R-A213-07,5.65270269282041,9.97429218509262,15.4967576314481,8.59324705525284,9.56345497360339,12.2869518520058
TCGA-DD-AADM-01A-11R-A41C-07,4.9206271304579,6.19482330626422,13.750848244658,13.4661403498977,11.3135593186439,13.5863425622733
TCGA-DD-A4NG-01A-11R-A27V-07,3.55606524174094,6.96210574488576,14.3552205025912,11.9988552972776,11.3971557913229,13.6445256254349
TCGA-DD-AADC-01A-11R-A41C-07,3.55606524174094,8.38257601091133,14.3484518473212,9.51118391463653,11.7301703883553,13.3583766223901
TCGA-BC-A10X-11A-11R-A131-07,3.55606524174094,5.54284626537189,13.4959115490958,14.5116772315912,12.1677909796886,14.8085625851163
TCGA-2Y-A9GW-01A-11R-A38B-07,3.55606524174094,8.63469259022463,15.092684769135,10.8055047733813,11.4854289982985,12.9633677268297
TCGA-MI-A75G-01A-11R-A32O-07,3.55606524174094,4.2409816395244,12.8246617008095,14.4987206138605,12.2086656417749,12.8605603537718
TCGA-G3-A7M6-01A-11R-A33R-07,3.55606524174094,6.61122138273663,14.0464548863988,10.0516065718046,10.2660945131173,10.8690591024816
TCGA-DD-A4NE-01A-11R-A27V-07,3.55606524174094,5.11898732890575,13.0243341174873,10.9957017257391,12.3744956014689,14.2678428911541
TCGA-GJ-A6C0-01A-12R-A311-07,4.96463787385183,10.5105263213695,12.9093319405809,11.7049697162149,12.0366341605167,13.426065493846
TCGA-CC-A3MB-01A-11R-A213-07,3.55606524174094,7.62645558980532,14.1801923576206,12.6376208008566,11.2870217865641,14.1631477203119
TCGA-DD-A118-01A-11R-A131-07,3.55606524174094,8.17808587944131,13.8953892731667,14.3164010291368,11.6683106037576,15.1748934431435
TCGA-DD-A4NI-01A-11R-A27V-07,3.55606524174094,4.85989061950888,13.1088438669694,13.9483646725184,12.5918758329126,14.5422256704228
TCGA-DD-A11D-01A-11R-A131-07,3.55606524174094,4.35674771343281,13.0096529930025,14.558037535838,12.3604779426246,13.868066943606
TCGA-DD-AAVU-01A-11R-A41C-07,3.55606524174094,5.73255217325561,13.6187595140352,11.8440095158319,12.2919015012822,12.6701720876593
TCGA-2Y-A9GX-01A-11R-A38B-07,4.32646804114907,9.00671880315333,13.6807243286884,11.9684943139195,11.6221976209292,13.3669887655119
TCGA-DD-A11A-01A-11R-A131-07,3.92946991472303,6.6523597748986,13.762211100535,12.699290425626,11.4600939400543,14.1107513130402
TCGA-DD-AAD8-01A-11R-A41C-07,4.50533097475202,9.17377887961357,12.3088584972925,11.7902231503957,12.3122316594798,12.5309942621746
TCGA-5C-A9VG-01A-11R-A37K-07,4.08761033311944,5.3629954345863,14.1289274227979,10.9339693906572,11.6087643400649,13.4481395161459
TCGA-DD-A1ED-01A-11R-A155-07,3.55606524174094,6.02174850342644,13.1893701443499,14.1449863073571,12.3255074551503,13.6542075474555
TCGA-CC-A3M9-01A-11R-A213-07,3.55606524174094,4.60217824233035,14.7756929408782,4.33616988711669,9.35195910509366,9.61231186811147
TCGA-DD-AADR-01A-11R-A41C-07,4.61123433738827,6.49822182799618,13.8950367439273,12.2437572959585,11.8027697842313,13.6267823362719
TCGA-G3-A25S-01A-11R-A16W-07,4.12623505691299,10.1143462540604,12.7419498280792,11.6453421511295,11.956653095163,13.5639089152158
TCGA-LG-A9QD-01A-11R-A38B-07,3.55606524174094,6.3267047016017,14.2592461316203,15.2758559437129,11.5275919743715,12.4474401919709
TCGA-DD-AAVR-01A-11R-A41C-07,4.61707426377089,7.94818814376441,14.5258607107316,14.6120136081199,11.2420424634447,14.4916149409339
TCGA-EP-A26S-01A-11R-A16W-07,3.55606524174094,4.22882884736121,12.292567747116,14.9478920956406,12.6178976123776,13.3071855975974
TCGA-MI-A75I-01A-11R-A32O-07,6.30077126840429,8.56754055248685,13.8656654930134,11.7049881593457,11.3803578152256,12.8441272306331
TCGA-G3-A3CI-01A-11R-A213-07,3.55606524174094,6.93119581491551,12.1976897624175,13.1978062932758,11.5595274873184,14.8063591125212
TCGA-UB-A7MC-01A-11R-A33R-07,5.58970461263902,9.32818768004924,13.2456639000355,12.4837412186035,11.4746076840825,13.4125118233426
TCGA-ZP-A9D2-01A-11R-A38B-07,4.06159982135127,9.18755220388684,14.088370805746,8.30763605504197,11.5065577113478,11.8450694270598
TCGA-FV-A495-01A-11R-A266-07,4.31912866437481,6.30427880223568,12.5164139847846,13.9827529596439,12.131550214259,13.7491278934205
TCGA-2Y-A9GT-01A-11R-A38B-07,3.55606524174094,4.22216826152037,12.6358274749286,12.9328144153327,12.0627327084656,13.023826687555
TCGA-RC-A7SB-01A-21R-A352-07,3.94100147775216,5.9678178292621,12.9791683798405,13.0569499734367,12.2487970523189,14.1224698054964
TCGA-DD-AACS-01A-11R-A41C-07,3.55606524174094,7.77615880132733,13.1659146817379,12.5237435713125,12.5249922751093,14.2746330314574
TCGA-2Y-A9GY-01A-11R-A38B-07,10.9311876905819,10.2904812293227,14.2495804546666,5.73963629551909,10.4088639522319,11.5996035197783
TCGA-DD-AAVZ-01A-11R-A41C-07,5.12974493051783,6.12762768341785,14.4545367778699,13.7387480420277,12.3921962314792,14.5470101208272
