,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6
TCGA-DD-A116-01A-11R-A131-07,3.55606524174094,6.17636464070975,14.1545696441903,14.4429061171776,12.0675483233944,12.5042278125273
TCGA-G3-A25V-01A-11R-A16W-07,4.83564976688406,7.22877160861625,13.4925360988602,14.0971915266253,11.6175358269165,13.6822299555279
TCGA-G3-A3CK-01A-11R-A213-07,3.55606524174094,6.21597939085194,13.0124492432726,12.746002968834,12.663526681855,11.8661731419627
TCGA-BC-A10X-01A-11R-A131-07,4.3997484091527,5.31915373605981,13.5633387902611,14.4609812622469,11.7764447260306,14.243921473423
TCGA-G3-AAV5-01A-11R-A37K-07,4.06260898303834,7.10346579062307,13.0719769978702,10.1756078493976,11.3646547170035,12.9214194863606
TCGA-DD-A4NS-01A-11R-A311-07,3.55606524174094,9.36166943860464,13.4523828056051,12.0578795751437,11.9548871247129,12.8551067924567
TCGA-DD-A3A2-11A-11R-A213-07,3.55606524174094,4.8364546337053,12.5149314934564,16.0457714280954,11.6533984812629,15.2799260776565
TCGA-BD-A3ER-01A-11R-A213-07,3.55606524174094,8.89543614383158,13.9707849907599,12.5332564437231,10.4752446097006,13.5264543784273
TCGA-5C-AAPD-01A-21R-A39D-07,3.55606524174094,7.92572754003867,13.5718970510546,12.4752674085313,10.392978089974,12.3649933496031
TCGA-DD-A39X-11A-11R-A213-07,3.55606524174094,4.20099875208799,12.7882638429308,15.15186033812,12.242328878342,15.2094167155286
TCGA-DD-AAE4-01A-11R-A41C-07,3.55606524174094,3.55606524174094,12.5538326252821,14.4345964394663,12.3592335439321,14.9651070805818
TCGA-DD-A116-11A-12R-A26B-07,3.55606524174094,4.46311400422814,12.6587507941474,14.6309708967239,12.3899994919087,15.058087779982
TCGA-BC-A10Z-11A-11R-A131-07,3.99692076722346,8.30565795688518,13.6660490105513,13.6773074710185,10.905717653107,14.1562684122642
TCGA-LG-A9QC-01A-11R-A37K-07,3.55606524174094,6.43508438993523,12.4368606260685,15.507467222977,12.8415526424618,14.5418269618359
TCGA-ED-A7PY-01A-11R-A33R-07,5.23854770547445,5.56832322571314,13.7973970911946,14.4831304082338,11.4233042027667,14.6950473426681
TCGA-DD-AAD6-01A-11R-A41C-07,3.55606524174094,6.75107539455278,14.4312030134705,8.60428718456278,9.7997218920043,11.796228044659
TCGA-DD-A1EG-11A-11R-A213-07,3.55606524174094,8.33872257726303,13.1870791284303,15.1819839403542,11.4484698559512,14.7525610492511
TCGA-BC-A217-01A-11R-A155-07,3.89253576049068,6.73355927395623,12.5957279671254,14.0702648186531,11.7035634911248,13.5923124314535
TCGA-RG-A7D4-01A-12R-A33R-07,3.96795245300763,7.31942605788243,14.2620891375504,10.9041063606422,10.0525651932533,11.8842555347553
TCGA-DD-AACO-01A-11R-A41C-07,3.55606524174094,6.6126138947488,13.5313946125759,13.4997721726568,12.2936789287633,14.414186996156
TCGA-WX-AA46-01A-11R-A39D-07,3.55606524174094,4.35297473925832,12.8354831631442,15.7558848245019,12.1423483779629,14.8050755424037
TCGA-ES-A2HT-01A-12R-A180-07,3.55606524174094,7.77570729896313,14.0027280399488,14.983090636945,11.1198004924714,14.4943838077653
TCGA-G3-A25Y-01A-11R-A16W-07,6.14923518205193,5.96715026187426,13.67644665929,12.0331867213055,12.146491824959,12.4214842772374
TCGA-2Y-A9GZ-01A-11R-A39D-07,3.55606524174094,5.85055300358778,11.7247226341571,14.3469999466666,12.8858804218102,13.7044349951499
TCGA-DD-A1EH-11A-11R-A131-07,3.55606524174094,4.62048340884605,13.14160394468,14.1655144386961,11.8769707724728,14.5304537879888
TCGA-RC-A6M4-01A-11R-A32O-07,4.11103737071769,6.78626181401464,13.336873078926,13.657137505028,12.341981293483,15.2227393039198
TCGA-EP-A2KA-01A-11R-A180-07,3.55606524174094,8.00462931608348,13.9778600461185,9.79188005782915,11.6966694455153,12.7793341998272
TCGA-BD-A3EP-01A-11R-A22L-07,7.18131808663218,7.2631767345121,13.7633047774533,12.7349835299691,11.3578774828293,13.386998568122
TCGA-DD-AACP-01A-11R-A41C-07,6.06926912111629,6.72053544019486,13.9973607851694,10.3870722823484,10.0090870662034,12.2321774513394
TCGA-DD-A11C-01A-11R-A131-07,3.55606524174094,4.15034928595764,13.3226399063426,12.2772575801763,11.7898891885126,11.4270230972642
TCGA-DD-A73E-01A-12R-A32O-07,3.55606524174094,4.71467414607418,12.1920324275854,14.0491936379573,12.1449404331317,12.6678398445611
TCGA-DD-A3A8-11A-11R-A22L-07,3.55606524174094,4.53445642989596,12.8461335911189,15.1673141282939,13.1784090575632,15.3812610938932
TCGA-DD-AAW1-01A-11R-A41C-07,3.55606524174094,6.40711385718765,13.2864857200068,13.0708213473718,12.6627651334024,12.5435151792012
TCGA-BC-A110-01A-11R-A131-07,3.55606524174094,6.25452221588637,13.670328682072,14.4784559393913,11.0675526482317,13.9519921214118
TCGA-DD-A1EL-11A-11R-A155-07,3.55606524174094,5.15891968609484,13.0280355134329,14.0295854251577,11.859706345345,14.5356793084183
TCGA-DD-AAD5-01A-11R-A41C-07,9.2317847306585,12.3690834422081,15.3148024685592,4.95258545707976,9.1071545758459,12.1851320813022
TCGA-ED-A5KG-01A-11R-A27V-07,4.3736466200689,5.32626478517417,14.0627098545596,9.59145008981998,10.4425610402729,11.3650521432238
TCGA-DD-A39Z-01A-11R-A213-07,3.55606524174094,5.17164224396702,13.3649681838148,12.3388664685447,11.3876307750017,12.5510601290755
TCGA-CC-A7IF-01A-11R-A33J-07,3.55606524174094,7.07101515030607,13.7647005499817,13.6369178526397,11.6169277093493,13.6959257965686
TCGA-CC-A7II-01A-11R-A33J-07,7.94072577985846,7.34033389740929,15.2706648640772,4.1613961295341,10.0033683702467,9.16267821134706
TCGA-DD-A3A1-11A-11R-A213-07,4.37199619606697,6.42050545061565,12.7040453200603,15.5241132981876,12.0480610617194,14.2039441331383
TCGA-PD-A5DF-01A-11R-A27V-07,3.55606524174094,5.75918220944183,13.6693695437295,13.0590819504982,12.0359937178374,13.9402667693759
TCGA-DD-AAVV-01A-11R-A41C-07,3.55606524174094,6.97317570058377,14.1379864766176,13.6459721791643,11.1409919431932,11.7203336076385
TCGA-BC-A112-01A-11R-A131-07,5.09045439606504,10.4513566925663,14.4950428849822,4.42353197598308,10.7147722181192,10.4737599277453
TCGA-WQ-A9G7-01A-11R-A37K-07,6.35209145230372,6.97651126158837,14.4547292741147,10.7777773648625,11.129775752901,11.9299603449537
TCGA-DD-AADF-01A-11R-A41C-07,3.55606524174094,7.96646199274927,12.5057462348086,14.7895981960567,11.7691101245998,14.9446461819623
TCGA-CC-5259-01A-31R-A213-07,6.14572197837697,5.89457948530915,15.2519560783882,12.5308150895625,10.4132361197633,13.9627612462177
TCGA-DD-AAD1-01A-11R-A41C-07,3.55606524174094,7.55872763044534,14.4056118873462,11.5909009676376,12.153735209493,12.5218107712482
TCGA-DD-AAE0-01A-11R-A41C-07,5.20294051590639,5.97830444638849,14.3578769461905,10.7501925428776,10.5621497960786,12.1741876330116
TCGA-DD-AACT-01A-11R-A41C-07,3.55606524174094,7.73841634249033,13.3217375928577,11.251062483315,11.6254449215273,13.2427277497102
TCGA-G3-A7M7-01A-12R-A352-07,4.03014261562481,9.51070371492719,15.1369622918482,15.4865850779739,10.9156426607802,13.5899149520844
TCGA-ZP-A9CV-01A-11R-A38B-07,3.55606524174094,8.12224339654887,13.6444152340269,14.5443224340674,12.4465124883451,12.7496718674651
TCGA-WX-AA44-01A-11R-A39D-07,4.42669759232102,8.79720044855881,14.063115638967,10.5520888630423,11.4412436924154,11.93047212996
TCGA-BC-A10U-01A-11R-A131-07,8.7294439728559,9.95723060157475,13.7633654726289,12.2477887114074,11.8588915743051,12.8719789868053
TCGA-DD-AAVX-01A-11R-A41C-07,4.1255275400148,6.93836804740936,13.753800281973,10.9130539054108,11.5944513290235,12.715816204934
TCGA-XR-A8TG-01A-11R-A36F-07,4.5405499091964,7.10001406320082,13.3639288326936,12.5582323991165,12.1548113972705,13.7593883109503
TCGA-K7-AAU7-01A-11R-A38B-07,6.55237487219205,10.7704858597557,15.6717199432226,9.5340997676828,9.60469145527765,10.971421396009
TCGA-DD-A1EG-01A-11R-A213-07,8.11324664609048,8.6131971877825,14.6626334576314,10.9087292475154,11.3792065029088,13.1843149114465
TCGA-EP-A3RK-11A-11R-A22L-07,3.55606524174094,5.83956025471233,12.7922838498336,15.065389119325,12.1988064050833,14.8984451186709
TCGA-BC-A216-01A-11R-A155-07,4.72867676066719,6.79696656868703,12.9377614434939,13.4588965732346,12.213012376718,12.0873549731003
TCGA-DD-A4NF-01A-11R-A27V-07,3.95452060716599,7.49801593499315,13.1972558908659,12.5433362585808,11.7666922266193,12.3676439808387
TCGA-NI-A8LF-01A-11R-A36F-07,3.55606524174094,7.22245692118248,12.9046018999938,14.4105137359426,12.2429076083689,13.1551546638642
TCGA-DD-A73G-01A-22R-A32O-07,4.98528746318458,8.15955093056273,13.8597988724248,14.3715792087461,10.9965916306589,14.4651388098467
TCGA-G3-AAV0-01A-11R-A37K-07,3.55606524174094,4.31905118952176,12.3980769372831,15.3511580263866,12.433196504497,13.6402742223873
TCGA-DD-A3A5-01A-11R-A22L-07,3.55606524174094,4.95702327084015,12.2217781673935,15.2716912199217,12.4445030330292,14.0086066107371
TCGA-QA-A7B7-01A-11R-A32O-07,3.55606524174094,5.97617452793551,12.0360101044755,11.6754365850559,11.370444929335,11.419858799936
TCGA-DD-A39W-01A-11R-A213-07,3.55606524174094,7.73913961659479,12.5606968503263,13.3855174379191,11.6170555615561,14.2019264854256
TCGA-CC-A8HU-01A-11R-A36F-07,3.93375641758215,9.53145634002346,12.9766451135022,9.50754504748385,10.2604037412483,15.1544181830717
TCGA-DD-A1EE-11A-11R-A131-07,4.35603000380466,4.67377220328888,13.0315055881539,13.8862461193929,11.4599979591057,13.5861420643538
TCGA-DD-AAD0-01A-11R-A41C-07,3.55606524174094,7.13298616713887,13.3410103600289,13.4638607297977,11.8267434262749,14.1284904084906
TCGA-BW-A5NQ-01A-11R-A27V-07,3.89955797701602,7.08449120780007,13.7114972307802,13.0508450695891,10.5736853371736,12.3751664849009
TCGA-G3-A5SJ-01A-11R-A27V-07,3.55606524174094,9.2678421138145,15.1192391103731,7.75286682981535,9.94279370718007,12.6620388366865
TCGA-4R-AA8I-01A-11R-A38B-07,3.95235547130671,8.55428771025265,12.8901581824843,15.3075580764117,11.3162731019622,11.6867674603368
TCGA-2Y-A9H0-01A-11R-A38B-07,3.96052329071008,10.2383492576878,13.198347726315,11.7219472917389,10.697153873573,14.093567376799
TCGA-G3-A25U-01A-11R-A16W-07,3.55606524174094,5.22619050389088,13.334858782761,14.4896628415826,12.8798918572344,13.8458252116971
TCGA-UB-A7MF-01A-11R-A33J-07,3.55606524174094,8.71127719806843,12.7989523641288,11.8890714057797,10.8021641282955,14.1618526725164
TCGA-DD-A4NK-01A-11R-A28V-07,3.55606524174094,5.07004392377356,12.44439826093,15.8044373746652,13.2592165922863,14.0036113924939
TCGA-ZS-A9CF-01A-11R-A38B-07,3.55606524174094,5.68724711170634,12.6217235150507,14.7603130833549,12.2833708685494,12.8213839593133
TCGA-BC-A10U-11A-11R-A131-07,3.55606524174094,9.97499190549174,14.0195415848984,15.2920898847836,11.4916835973001,14.5758437706593
TCGA-DD-AADU-01A-11R-A41C-07,3.55606524174094,6.50649927665633,14.1410125675429,15.216681491199,12.1897173516674,12.5682978591344
TCGA-DD-AAW2-01A-11R-A41C-07,3.55606524174094,4.58920476271149,13.2608496545158,12.0854563608951,11.8437743431273,13.3498635003521
TCGA-BC-A10W-11A-11R-A131-07,3.55606524174094,5.99432328452595,13.5965824086943,14.4399304051783,11.0551343072599,14.3420336374666
TCGA-EP-A12J-01A-11R-A131-07,3.55606524174094,5.66400734524853,12.6909921160899,12.8774268010924,12.3685602397859,12.5054118861657
TCGA-CC-A1HT-01A-11R-A131-07,5.69970352040601,8.81962050260173,15.1223460768107,4.73317754523161,9.97066782791601,9.33064683260601
TCGA-DD-A4NA-01A-11R-A266-07,3.55606524174094,11.8855551615531,13.8407118081823,5.77051927851881,11.5620505669226,10.0135517594347
TCGA-DD-A11B-01A-11R-A131-07,3.55606524174094,4.09160516364815,13.0642447367795,13.9051723132643,13.2703980655461,14.176524848286
TCGA-DD-A39V-11A-11R-A213-07,3.55606524174094,5.24181132355314,13.1405751010841,14.9839094232983,12.0087614658475,14.5018360192904
TCGA-FV-A2QR-01A-11R-A213-07,3.55606524174094,4.85435415589672,13.2160823059366,13.3062811840704,11.0765961908353,13.7081571598303
TCGA-XR-A8TD-01A-12R-A39D-07,3.55606524174094,5.14411883951016,13.1906701569043,13.2122294948229,11.6802554591904,13.3760082030747
TCGA-DD-AADG-01A-11R-A41C-07,3.55606524174094,4.25722525973543,11.8232561377282,13.7575239301637,12.50365150404,12.6013894489809
TCGA-DD-A113-01A-11R-A131-07,3.55606524174094,8.72627453738292,13.6353749226876,14.2530889731226,10.9000791816759,15.5570229570687
TCGA-KR-A7K8-01A-11R-A33J-07,3.55606524174094,5.93519181649987,13.7481872841245,14.1706664198795,12.3509543647112,13.0574124414855
TCGA-DD-AAEB-01A-11R-A41C-07,3.55606524174094,4.16720181573331,12.6480149137727,14.7246853311919,12.4872079675884,14.4656630495628
TCGA-G3-A5SM-01A-12R-A28V-07,5.39778528036988,7.26108873937416,13.2461308956182,11.5311919484831,11.4147964185916,14.9217876597753
TCGA-DD-AAEA-01A-11R-A41C-07,3.55606524174094,5.1308319102713,12.628446867202,12.111256276448,12.2390363764133,13.669867130666
TCGA-BC-A10Z-01A-11R-A131-07,3.55606524174094,8.36715086253671,13.0192375974308,12.6650507493433,11.1826144930268,13.2961377368351
TCGA-DD-AADS-01A-11R-A41C-07,3.55606524174094,5.27562292660178,12.9117903781108,13.1506663263631,11.9056212637309,13.4891124596974
TCGA-DD-AAED-01A-12R-A41C-07,5.16045332897659,6.21690541101622,14.5202593218681,10.0816636623712,11.3431404396258,12.9724063054323
TCGA-DD-AADQ-01A-11R-A41C-07,3.55606524174094,7.2586166063236,14.346188179605,10.4262429034728,10.8288868733973,12.3237754541678
TCGA-ZP-A9D1-01A-11R-A38B-07,3.96309416407415,7.2272090311797,13.4369546520341,11.5793549247578,12.664358586479,12.6315224965418
TCGA-ED-A66X-01A-11R-A311-07,5.94671164497582,7.02956225070344,14.6671456595913,12.0027090262859,10.647855441458,15.1092527679638
TCGA-G3-A5SI-01A-31R-A27V-07,3.55606524174094,4.04011447997559,14.1153200273808,15.2071010509998,12.5363375987198,14.5640072032567
TCGA-ZS-A9CF-02A-11R-A38B-07,3.55606524174094,5.26737753130524,12.8228609068807,14.7815872217395,11.6332235183498,12.6987315885243
TCGA-BC-A10R-11A-11R-A131-07,3.55606524174094,5.21250303244674,13.6345743418463,15.8545330510804,11.9729348614619,15.00531018748
TCGA-RC-A7SK-01A-11R-A352-07,3.55606524174094,6.63167845378724,13.8356404760093,12.0316990104666,12.5377496499758,15.1074458736087
TCGA-DD-A119-11A-11R-A131-07,3.55606524174094,5.2343863804609,13.3124109751878,15.1903462100738,12.1827262975487,13.9277789425113
TCGA-DD-AAVW-01A-11R-A41C-07,4.76903282989159,8.29915495612644,14.8332531123121,12.7254832234181,11.4479199449075,14.4483176595142
TCGA-DD-A3A7-01A-11R-A22L-07,4.13775946990932,9.67598626351062,14.3508042309838,12.9746994783732,10.442729182426,12.9381123123732
TCGA-CC-A9FV-01A-11R-A37K-07,7.86758682936693,3.95221713731055,13.8233156339102,4.23801163416616,10.830390107997,10.8097359491993
TCGA-2Y-A9H5-01A-11R-A38B-07,4.11437111267894,7.51799082312339,13.8727775938891,12.7345718701593,11.7316069469952,14.2495459284649
TCGA-CC-A3MA-01A-11R-A213-07,3.55606524174094,4.3213240733853,14.4242725526008,9.85694630125825,10.1335077045383,11.3281389619914
TCGA-FV-A3I0-01A-11R-A22L-07,3.55606524174094,10.7323159367891,14.8971243899684,5.57735582542148,10.9567126973291,10.4923518294752
TCGA-FV-A2QR-11A-11R-A213-07,4.15654536923342,6.76924168706278,13.9519418321712,14.2147920533468,11.2539302664867,13.735383326824
TCGA-BD-A2L6-11A-21R-A213-07,3.55606524174094,5.35051001498085,13.4147457422184,13.0306015376168,11.5557018837674,13.5686332732384
TCGA-BC-A10Y-11A-11R-A131-07,4.17864430349422,4.84384582323337,13.016789003651,13.5901442084343,12.124772523484,14.6264984811113
TCGA-DD-A1EK-01A-11R-A213-07,3.55606524174094,11.6095691142354,12.9518740938314,12.4703881879589,11.5536112252052,14.4234739585441
TCGA-DD-AAEE-01A-11R-A41C-07,3.55606524174094,9.61956083905819,13.5739596726204,13.4570141651706,11.4636601390289,13.9303457599347
TCGA-CC-5263-01A-01R-A131-07,7.34636569182107,9.64150702268488,14.470668515781,7.63921603069054,11.1981428732508,11.7450339533628
TCGA-DD-A1EC-01A-21R-A131-07,3.55606524174094,5.71577687724699,13.9538193800475,10.9458476611972,10.9755610330935,10.9988988016098
TCGA-DD-A3A5-11A-11R-A22L-07,3.55606524174094,4.75574453379549,13.0276301887987,15.2837005359311,12.0381945121496,15.1050554602194
TCGA-ES-A2HS-01A-11R-A180-07,3.55606524174094,4.42698227722691,12.836902586692,13.623706671743,11.9662368441249,14.094222073729
TCGA-GJ-A3OU-01A-31R-A38B-07,3.55606524174094,7.16540383422788,15.0025080354059,11.036829654311,10.6074233651527,12.3662683776089
TCGA-EP-A3RK-01A-11R-A22L-07,3.55606524174094,10.4148776345323,13.6301635725103,13.2618197627546,10.6807287696154,11.278311189842
TCGA-G3-A7M9-01A-23R-A352-07,7.98470429195377,9.5374029375748,13.3865834271849,10.2761642782461,10.3773488951445,11.0253368142047
TCGA-WQ-AB4B-01A-11R-A41C-07,3.55606524174094,7.69416133966452,14.4799891035527,12.6736055710133,11.9404884858664,14.0738576218659
TCGA-2Y-A9GS-01A-12R-A38B-07,7.5540993665605,8.57530333946812,13.1774673178052,11.2916514135587,11.4421881273011,13.6327357547131
TCGA-DD-AACL-01A-11R-A41C-07,8.98259914319818,8.99148515390823,14.0197943236343,10.10674052648,11.1668389159112,11.8194505919203
TCGA-DD-A4NN-01A-11R-A28V-07,7.26946844979001,5.58816232190402,13.7966511672551,11.3822611788293,11.3936321871477,13.4383347994913
TCGA-G3-A25Z-01A-11R-A16W-07,3.93961250100188,7.84742833093107,13.5153346623426,12.2391048350583,11.4489359571201,13.2319649626653
TCGA-DD-AACQ-01A-11R-A41C-07,7.11580414374118,6.38386724935643,12.2805981799738,13.0749594903736,12.4616906379922,13.3960752803471
TCGA-DD-A39Z-11A-21R-A213-07,3.55606524174094,4.29212849510393,12.9407656838378,14.9613520327534,11.6616821776842,14.6192635874033
TCGA-BC-4072-01B-11R-A155-07,3.958744522536,9.50406756289755,15.0416127964031,13.1655895169789,11.1901818932838,12.0492958090879
TCGA-UB-A7MB-01A-11R-A33R-07,3.55606524174094,6.66040803916661,13.1170000727119,15.1058307990899,12.4839167131051,13.9390556545672
TCGA-DD-A3A6-01A-11R-A22L-07,5.13621067604421,4.03318133290417,13.806438572485,5.84463047964236,10.2530622689543,10.2062651845098
TCGA-DD-AADA-01A-11R-A41C-07,3.55606524174094,4.79234215057833,13.5949558508939,12.0989540613705,11.5356073589933,14.0235913006212
TCGA-ZS-A9CG-01A-11R-A37K-07,3.55606524174094,5.49310351992043,13.6917306850586,14.925071294207,13.0169637498877,13.0988782183679
TCGA-DD-A73A-01A-12R-A32O-07,3.55606524174094,6.40498535816066,13.8672737168049,12.6288045495244,12.2742029201744,12.9101574584798
TCGA-DD-A1EC-11A-11R-A131-07,3.55606524174094,4.6767675479021,12.9313186147355,14.6973158438267,12.0084366886229,13.7288393209278
TCGA-DD-AACJ-01A-11R-A41C-07,3.55606524174094,6.95317375336613,13.8621345789084,14.0271500264549,11.9798418593558,12.8897890529386
TCGA-FV-A4ZQ-01A-11R-A266-07,3.91320395467755,4.93515992125062,14.0930984582893,7.51472730757325,10.5429771232517,12.7967284488014
TCGA-DD-AAEG-01A-11R-A39D-07,5.7803068630006,8.70299851733762,14.3085634724063,14.8734255064359,11.3781735811649,14.4739490927283
TCGA-BW-A5NO-01A-11R-A27V-07,3.55606524174094,6.5011069328474,13.5958882299661,14.6030629161481,10.6909489710231,13.6013955090133
TCGA-DD-AAE9-01A-11R-A41C-07,4.55507510038837,6.05390854301033,13.5396510645288,13.8274754704156,10.7722366559765,12.5638607408492
TCGA-DD-A3A4-11A-11R-A22L-07,3.95229344469388,4.65363252837603,13.0188478288071,13.9988989501688,11.4645260049615,13.0054393674068
TCGA-CC-A9FS-01A-11R-A37K-07,3.55606524174094,5.01165173159724,14.463356060052,12.2832878792169,11.7499239692396,13.5300147453768
TCGA-CC-A9FU-01A-11R-A37K-07,3.55606524174094,4.44622978637513,13.3714319575745,9.74803199719996,10.5313321185505,12.0398847018171
TCGA-CC-5261-01A-01R-A131-07,3.9351954395336,7.79599465327212,13.8426896665367,9.53580855269657,10.858554427776,12.1569308796724
TCGA-ED-A8O5-01A-11R-A36F-07,3.55606524174094,4.38094275415759,13.0280941892706,13.0772006342658,11.3731336471964,13.1556284676529
TCGA-DD-AADN-01A-11R-A41C-07,3.55606524174094,7.83605552453439,14.910854740366,9.95442253315414,10.1423191387516,11.7979150373927
TCGA-EP-A26S-11A-12R-A16W-07,3.55606524174094,4.46718583409297,12.7362587642964,15.1756644533472,11.8492084491127,14.9155889903005
TCGA-DD-AACF-01A-11R-A41C-07,3.55606524174094,5.06349922993579,13.863860826903,14.8741967223546,12.1805020830734,12.8757022303878
TCGA-DD-A4ND-01A-11R-A266-07,3.55606524174094,8.79686204309235,13.7430366959449,10.8593820328264,12.1936000486337,13.2360590218257
TCGA-CC-5264-01A-01R-A131-07,3.84947959587405,7.99916489712004,14.6430030800693,9.86705885865072,11.2335033961464,14.1322845642522
TCGA-DD-AADI-01A-11R-A41C-07,3.98982097916147,4.30185333060076,14.0022371927023,12.7370449009949,11.7363435396367,13.4609639778147
TCGA-DD-A1EB-01A-11R-A131-07,3.55606524174094,4.28128427345818,13.4367232166649,15.3425990595374,13.2512671185932,14.1397918192863
TCGA-DD-A119-01A-11R-A131-07,4.91673672023433,7.78117552457748,15.0145822122006,14.7595836663857,11.1283844175458,14.4782394909575
TCGA-DD-A114-11A-12R-A131-07,3.55606524174094,5.12974256026537,13.440188028737,13.3234909914689,12.0999655125789,13.4961417858804
TCGA-BD-A3EP-11A-12R-A22L-07,3.55606524174094,6.60588458564766,13.4656175320263,14.400633942267,11.2668037928368,14.8418044348368
TCGA-DD-A3A9-01A-11R-A266-07,3.55606524174094,6.67230906636449,13.6018889248497,12.0367421444234,11.2664095461174,13.868729422538
TCGA-ES-A2HT-11A-11R-A180-07,3.95719837443164,7.79112028178208,13.625833927383,14.7201482957194,11.4755916394012,13.9822591264301
TCGA-2Y-A9H7-01A-11R-A39D-07,3.55606524174094,4.67604727288723,12.8653468057528,10.02829336212,11.0033876481847,13.0992107498373
TCGA-ZP-A9D0-01A-11R-A37K-07,3.55606524174094,6.39278018623831,13.1541297968531,13.7519846437596,12.1497766694416,15.5893236185589
TCGA-DD-AADB-01A-11R-A41C-07,3.91963455300053,5.62207398313618,14.093095441271,10.1026244358735,10.8501703581004,11.9874558576495
TCGA-BC-A10Y-01A-11R-A131-07,3.55606524174094,4.87605333660124,12.8026295756221,13.0077460306912,12.3576552132791,13.5512349250322
TCGA-WX-AA47-01A-11R-A39D-07,3.55606524174094,7.55363782551926,13.2162912239075,11.6340404981892,11.1201407928626,11.4785485420577
TCGA-DD-AACZ-01A-11R-A41C-07,3.92328949669892,9.66492489962309,15.0346810138215,11.2662208448152,9.73146524374017,13.4968682730582
TCGA-FV-A3R2-11A-11R-A22L-07,3.55606524174094,7.0457095910599,12.8457400034233,15.3023983955118,11.3000284299712,13.8851699562834
TCGA-DD-A3A1-01A-11R-A213-07,9.04470441772713,9.66169893389394,13.4709759225063,14.9059984620109,10.6777586801098,12.9283756966121
TCGA-DD-A11D-11A-12R-A131-07,3.55606524174094,4.58864036870345,13.2938073102373,14.3618411124418,11.914766479318,14.3221851760189
TCGA-DD-A3A3-11A-11R-A22L-07,3.55606524174094,4.84511014835911,13.327674986674,14.4438124732615,11.8963729902298,14.147738071643
TCGA-DD-A1EH-01A-11R-A131-07,4.01049743784058,4.94481197240753,13.8918182999929,10.142198254873,12.2921983959965,12.3982079995382
TCGA-CC-A7IL-01A-11R-A33R-07,3.55606524174094,3.55606524174094,13.2103074958083,15.1016648699347,11.3599315064463,13.8496778156077
