,TCGA.02.0001,TCGA.02.0003,TCGA.02.0006,TCGA.02.0007,TCGA.02.0009,TCGA.02.0010,TCGA.02.0011,TCGA.02.0014,TCGA.02.0021,TCGA.02.0024,TCGA.02.0027,TCGA.02.0028,TCGA.02.0033,TCGA.02.0034,TCGA.02.0037,TCGA.02.0038,TCGA.02.0043,TCGA.02.0046,TCGA.02.0047,TCGA.02.0052,TCGA.02.0054,TCGA.02.0055,TCGA.02.0057,TCGA.02.0058,TCGA.02.0060,TCGA.02.0064,TCGA.02.0069,TCGA.02.0071,TCGA.02.0074,TCGA.02.0075,TCGA.02.0080,TCGA.02.0083,TCGA.02.0085,TCGA.02.0086,TCGA.02.0089,TCGA.02.0099,TCGA.02.0102,TCGA.02.0107,TCGA.02.0113,TCGA.02.0114,TCGA.02.0115,TCGA.06.0122,TCGA.06.0124,TCGA.06.0125,TCGA.06.0126,TCGA.06.0128,TCGA.06.0129,TCGA.06.0130,TCGA.06.0132,TCGA.06.0133,TCGA.06.0137,TCGA.06.0138,TCGA.06.0139,TCGA.06.0143,TCGA.06.0145,TCGA.06.0147,TCGA.06.0148,TCGA.06.0154,TCGA.06.0156,TCGA.06.0157,TCGA.06.0158,TCGA.06.0166,TCGA.06.0168,TCGA.06.0171,TCGA.06.0173,TCGA.06.0174,TCGA.06.0176,TCGA.06.0178,TCGA.06.0184,TCGA.06.0185,TCGA.06.0187,TCGA.06.0188,TCGA.06.0189,TCGA.06.0190,TCGA.06.0195,TCGA.06.0197,TCGA.06.0208,TCGA.06.0210,TCGA.06.0211,TCGA.06.0214,TCGA.06.0219,TCGA.06.0221,TCGA.06.0237,TCGA.06.0241
HERC6,0.76843,-0.75091,0.14899,0.34807,0.35277,-1.18905,0.44163,-1.69367,0.82079,-1.01461,-0.68436,-2.21079,-0.21085,-0.0963,-0.2753,0.79577,1.03923,0.87059,-0.11527,0.19512,1.35426,-0.77937,-0.19837,0.70179,0.09718,0.14286,-1.49711,-0.34124,-0.99164,-0.71108,-0.92575,0.94194,-0.41673,-0.45265,0.57901,-0.21925,-0.61915,0.10415,0.53453,-0.83289,2.40929,1.70443,-0.8052,-0.83444,0.57214,0.14881,2.2442,0.82443,0.00469,1.24367,-0.64621,-0.10916,-0.21103,-0.47987,1.79318,0.57903,-1.83348,-0.30397,-0.16617,0.64413,2.15673,-0.81197,0.60835,-0.33945,-1.06828,-0.95974,-0.78874,-0.84194,-0.42384,0.57516,1.07384,0.66077,-0.51215,-0.27975,0.43264,0.33953,0.2093,-0.92385,-0.77311,0.73597,0.66086,-0.17997,0.41409,-0.84066
GNA14,1.73859,-0.28327,0.58979,-0.9682,0.20166,-0.70963,-1.10561,-1.08202,1.0347,-0.47108,2.33933,-1.1269,0.2875,-0.38373,0.68426,0.19922,-0.6402,-0.39452,-0.68128,-0.21867,-0.50775,0.33177,0.23838,-0.18984,0.42431,0.36725,-0.68979,1.03737,-0.85911,1.07229,-1.04509,-0.59469,-0.08134,-0.58466,0.29901,1.47571,0.25879,0.72494,1.3184,-0.66262,2.5,-0.72971,0.50557,-0.83137,0.28759,-0.9904,-1.24143,1.22665,0.48932,-0.31263,0.49268,-0.17617,-0.94842,-1.03001,0.01351,1.86159,-1.19365,0.50479,-0.23691,0.30887,0.19387,0.1426,0.80912,-0.03249,0.43304,-0.10676,-0.52675,-0.40736,1.81666,-0.36041,-0.32552,-0.14155,-0.1704,0.08368,-0.01937,2.5,1.24563,-1.137,-0.47272,0.00423,-0.25087,-0.23205,-0.63776,-0.7722
TLR4,0.5438,-0.56714,-0.01251,0.87596,-1.57201,-0.67775,0.28101,-1.81102,-1.42992,-0.88885,0.75071,-1.51814,-0.0908,-0.34607,-1.04483,-0.48257,-2.02241,-1.08612,0.37972,0.40285,1.55886,0.35809,0.6221,2.02805,-0.44997,0.84753,-0.6818,-0.21229,-0.43988,0.51103,0.16797,-0.01729,0.48632,0.28067,0.2075,0.90798,-1.26631,1.02857,1.37224,-0.67439,1.21772,-0.33242,-0.52548,-1.35223,-0.82881,1.33733,0.28714,1.78319,0.92005,1.21457,-0.71854,0.64362,2.21727,0.6816,-0.17311,1.34255,-1.16443,-0.79472,1.1508,0.33116,0.12142,0.1352,0.91222,0.3985,0.52101,-0.40797,-0.20357,0.89005,0.96744,0.09633,0.05892,1.3121,1.29908,0.37954,-0.07903,1.1154,0.65277,0.25927,-0.64234,0.33339,0.47687,0.8619,0.62997,-0.4429
SCIN,0.66957,-0.52911,0.92592,-0.89637,-0.99773,-0.19774,-0.69344,-1.00519,-0.82395,-0.35885,-0.36164,-1.09135,1.18384,0.07214,-0.06236,1.04746,-0.64006,-0.69935,0.86732,0.56248,0.47708,-1.64765,0.34838,0.01737,-0.44789,1.37704,-2.16011,1.49739,0.18962,0.41596,-1.27847,-0.17231,1.23693,1.37668,1.84392,1.04351,-0.86365,0.5984,-0.89095,-1.23232,0.14135,0.36096,1.37173,-0.70245,0.16312,0.8589,1.06139,0.87076,2.20488,0.28258,-1.36968,-0.08964,2.33046,0.59665,-0.30789,2.3099,-0.97684,-0.13022,-0.1625,0.32562,0.12485,0.32826,1.56586,0.60362,-0.21075,-0.14878,-0.54375,-0.04086,0.96809,0.04467,0.0833,0.12707,-0.88649,0.27835,0.04283,0.44369,-0.30324,0.65871,-0.34747,1.05651,-0.78272,0.40725,0.08662,0.05732
CKS2,-0.2705,0.12258,-0.28086,0.27945,-0.65636,0.97493,-0.05475,1.41298,-0.10087,0.92612,-1.05667,0.85939,0.28734,0.15786,-0.43301,-0.29501,0.18714,0.43742,-0.23742,1.39972,1.47939,0.35287,-1.68989,-2.5,-0.76719,-0.88477,1.85825,-0.28503,0.87328,0.08203,-1.70305,0.61614,-0.25891,0.79196,-0.52984,-0.16282,-0.09285,-1.33519,0.84684,2.00123,-0.47704,-1.25243,-0.61457,-0.14747,-0.91846,0.08802,-0.16443,0.80621,-1.2956,-0.31556,-0.72158,0.51814,-0.22686,-0.85688,-0.47927,-0.22299,-1.00699,-0.02847,1.02033,-0.1892,-0.48858,0.57723,-0.07287,0.67232,0.31875,0.89175,1.11902,1.10968,-0.34465,0.32372,-0.36697,0.88205,0.44028,-0.05547,1.74417,0.78841,1.09438,-1.46664,0.04941,0.07581,1.45612,1.48988,-0.06771,1.2356
STEAP3,1.26637,-0.33502,0.50572,1.63691,0.2114,-1.73072,-0.48579,-2.00413,-0.48907,-1.53732,-0.40036,-0.66839,1.07056,0.68193,0.44093,0.38759,0.21914,-0.27301,0.24636,-1.0973,0.27526,0.90631,-0.06733,-0.83171,0.17311,1.2592,-2.23988,0.85535,-0.76191,0.63727,-1.61783,0.02867,0.34053,1.25693,1.08708,0.86839,1.45082,1.05019,0.25498,-1.42661,0.49055,0.4333,1.39555,0.06583,0.03758,-0.79344,-1.34985,-0.04543,-0.06628,0.71402,-0.28382,0.47106,0.57829,1.18048,0.65837,0.55948,1.39224,0.95482,-0.56884,0.7833,-0.34484,-0.19279,1.73926,-0.70943,0.33499,-0.61477,0.87663,-1.51991,-0.06036,-0.32425,1.17728,-0.03458,0.17805,0.30072,-0.9191,0.18149,-0.53098,0.8089,0.15353,0.20492,-1.02626,-1.82496,0.00678,-0.80074
C10orf10,0.33837,-0.49338,0.88817,-0.07946,0.63124,0.18536,-1.62968,-1.55636,-0.48959,-0.72606,-0.45238,-0.67232,-0.09733,1.11576,-0.0496,-0.40769,-1.44991,1.09159,0.72811,-1.1695,1.90357,0.42894,1.24251,-0.97478,-0.72014,1.39087,-1.97313,0.88172,-0.49862,1.25262,-0.02419,0.88122,0.10812,1.58399,0.68824,0.43247,0.35502,1.19129,-1.63449,-0.38884,0.09437,1.92663,0.53115,-0.03435,-0.24116,-0.1425,-0.08859,-1.18786,-0.15008,0.51791,-1.07323,0.7771,0.42546,0.42421,-0.47485,0.43712,1.95718,1.26346,0.51909,-0.94397,-0.12853,-1.02932,0.06348,0.21005,-0.38413,-0.27849,1.32889,-1.20995,-0.14792,-0.02249,0.89878,0.21672,-0.44338,-0.46491,-0.76227,1.17061,-0.93039,0.08705,-0.22898,0.66228,-0.64167,-1.88956,-0.80616,-0.56334
PLSCR4,0.80645,0.81011,0.91452,-0.52444,1.11308,-1.56961,0.92426,-2.46093,-0.23698,-1.23,-0.00943,-0.45053,0.1292,0.22177,0.49977,1.88126,-0.54303,0.05208,1.6731,-0.06146,-1.39953,-0.70546,1.27856,-0.95204,0.04433,0.32808,-0.76157,0.87679,0.07405,-0.4401,-0.33184,0.80202,0.54551,-0.07638,1.51459,1.17139,1.11104,1.46012,0.0946,-0.42608,1.5695,0.564,0.06177,0.78942,0.58333,-0.47558,-0.42544,-0.83725,1.18049,2.19203,-0.18799,1.71307,-0.6656,0.7774,1.20797,-0.48887,0.07667,-0.64022,0.4938,1.46007,1.54877,-0.07022,0.81037,0.63935,1.27622,-0.0193,-0.61046,-0.67111,0.31881,0.87303,1.97702,1.51049,0.09487,-0.12597,-0.89531,-0.6682,1.011,0.02795,0.20413,0.27803,-0.13356,-0.06241,1.34007,-0.45829
IFI27,1.48402,-0.52362,0.27763,-0.30455,-0.23106,-1.60205,0.99161,-0.8656,0.67178,-1.24532,-0.53321,-1.77284,-1.10471,-0.4408,-1.51538,0.22336,0.93433,0.33513,-0.60958,1.1046,1.48951,0.23176,0.3205,-0.87606,-0.21909,0.56239,-0.42991,-0.46984,-1.53064,-1.07612,0.0617,1.14579,-0.02904,-0.70436,1.67912,0.45782,-0.55982,1.11285,0.46253,-0.3838,1.66513,0.91175,-0.79968,-1.57634,0.04777,0.31564,1.24133,1.55094,-0.23968,1.40228,-1.14768,0.7684,-0.02782,-0.90491,1.37391,1.03644,-1.72945,-0.63861,-0.70743,0.7214,0.66582,-0.76949,0.56721,-0.29216,-0.65413,0.22768,0.64117,0.21354,-0.06259,0.02018,0.2965,-0.84653,0.26025,-0.39674,-0.46489,0.63321,0.50547,-2.10481,-0.33504,0.76417,0.70248,0.20421,1.02727,-0.4878
SGCE,1.139,1.14305,-0.01638,-0.50236,0.20495,-2.23536,0.93478,-0.18963,0.3988,-0.24342,0.414,-0.04835,0.84095,0.43864,0.43467,-0.92731,0.8119,0.81098,0.66266,0.68108,0.87387,1.01336,-0.94088,-0.15232,-0.44408,-0.40767,-0.15065,0.54495,-0.59564,1.44125,0.05129,1.09741,0.30157,1.16746,-1.96268,1.09162,0.04539,0.82709,0.10111,0.78836,-1.1687,-1.25949,0.64944,0.19669,-1.38182,-0.53458,-0.13732,-0.61217,-0.84128,0.34868,-2.26811,0.86915,0.31226,-0.34214,1.04146,-0.61483,0.06681,-2.5,0.60327,0.55644,0.35439,0.07565,-0.02165,0.8077,0.03792,-0.09894,1.38852,0.17942,1.28272,-0.03763,-0.87134,0.95077,0.61848,0.57287,1.06192,1.5183,-2.33785,0.33426,0.64926,0.27961,0.30885,-0.04178,1.0132,1.09266
CNIH3,2.28389,-0.44922,1.3789,-1.41376,1.43332,-1.03568,-0.97768,-1.20796,-0.00641,-0.99522,1.43489,1.04748,1.2567,-0.14228,1.37029,0.28779,-0.39063,0.32291,-0.26721,-0.74414,1.07361,0.68364,-0.37344,-1.1234,-1.19851,-0.42047,-1.4796,0.38825,-0.98572,0.8723,-1.10991,0.39019,0.54503,2.39584,0.17416,-0.39762,-0.56963,-0.44147,-0.63484,0.01332,1.59077,0.62596,1.18863,0.10414,-0.66107,-0.68026,-0.93911,0.73676,-0.84231,-0.26621,0.98899,-0.65711,-0.3579,-0.3072,0.50419,-0.50878,0.46156,0.72189,-0.3227,-1.14783,0.43718,0.25129,-1.24204,-0.35011,-0.5256,-0.74284,0.92172,-0.46475,0.87483,0.56875,0.06588,-0.85592,0.06634,0.09896,-0.37865,1.45473,0.65494,1.7886,1.18713,-0.17155,-0.35112,-0.90892,-0.62481,-0.36403
MAGEH1,-0.31828,0.88939,0.21447,0.96264,-2.5,0.43596,1.88534,1.25905,-0.06546,0.4272,-0.0549,0.02894,0.09672,-0.09666,-0.3656,-1.23538,-1.43354,0.68567,0.62435,0.97128,-1.33179,0.06902,-0.15875,1.01874,0.80535,0.04564,1.12199,-0.87113,1.29684,0.15207,1.07956,0.5485,0.44536,0.46256,0.4,-1.57588,0.24822,0.23951,1.4714,0.99614,0.12211,-2.42282,-1.9579,-0.36226,0.07751,1.49336,0.97475,-0.12821,0.60203,0.95224,-1.33581,1.0815,-0.04408,0.22714,0.42556,-1.09724,-0.43357,-0.52855,0.73337,0.63103,0.75263,0.64647,-0.02831,1.11156,0.16259,0.78666,-0.41308,1.76901,-0.26364,0.68745,-0.04908,1.06726,-0.16179,-0.5335,-0.0694,-0.14182,0.29067,-0.45753,-0.23545,0.5736,0.57779,1.06047,0.89137,1.30656
TPM2,0.7052,0.25432,0.63155,-0.25519,-0.77276,-0.72265,-0.6969,-1.12858,-0.43244,-0.73965,-0.50473,-0.06818,-0.21709,1.61621,2.2875,1.0388,-0.74356,-0.23567,-0.19091,0.30722,-0.60241,2.47867,0.33077,-0.63873,0.59145,0.45479,0.43559,0.50955,0.81904,0.66175,-0.44615,1.6573,1.28556,-0.29649,0.88912,0.07061,0.03032,0.5386,-0.42643,-1.21793,1.04363,-0.31735,1.73474,0.82643,-0.41488,-0.52002,-0.74351,2.5,-0.54826,-0.91443,0.34805,0.22248,1.0336,0.92242,-0.61245,0.79921,-0.11294,1.56437,-0.89306,-0.35581,0.51705,-0.61333,-0.39594,-0.42384,0.00672,-0.04574,0.57879,-1.13699,0.28961,-0.34419,-0.86319,-0.16667,1.39166,1.75275,-1.28592,1.07144,-1.07707,-0.18719,-0.17997,-0.52999,-0.79863,-1.25631,-0.19158,0.15376
KAL1,-0.7497,1.08101,1.26047,1.17279,0.18539,-0.23114,0.22306,-1.69185,0.486,-0.96713,-0.95775,-2.23522,-0.47683,-0.80549,1.19531,1.10763,-0.18771,1.25588,1.62634,0.10241,1.06751,-0.71478,0.62256,0.08112,-2.24148,0.15271,-2.04575,0.68845,0.69976,0.31214,0.21165,-0.27131,0.33763,-1.10351,0.69116,1.23993,1.56008,-0.07567,-0.18625,1.02133,0.03154,0.94194,-0.15478,1.39158,0.82539,1.63333,1.78539,0.23769,0.33064,0.81815,-0.54576,0.76092,-0.18969,-0.23169,0.34698,0.24597,0.46662,-0.27796,0.74995,1.29118,2.02003,-0.35565,0.36841,0.19291,1.22536,1.15085,-0.22893,0.2991,0.32549,-0.37219,0.6736,1.2387,-0.83316,-0.2725,0.35124,-0.80779,-0.03698,-0.64079,0.18998,0.22469,-0.27064,0.24249,1.43312,-1.14064
LMNB1,-0.7769,1.18835,-0.05346,0.95356,0.29605,1.97621,-0.70147,2.5,0.65568,1.49472,-0.05273,1.69327,0.41538,-0.04334,0.09794,-0.38463,1.35499,1.04729,-0.17038,0.55579,-0.42892,-0.92181,-1.07164,-2.14648,-0.85871,-0.11778,1.36168,0.78522,1.55735,-0.11779,-0.96252,0.36402,-0.32379,-0.27451,-0.59898,0.61396,1.05589,-1.13094,-0.2497,0.77634,-1.6416,-0.12286,-0.39213,0.69199,0.344,-0.53731,1.55792,0.23348,-1.6703,-1.53046,-0.87038,-0.47051,-1.06637,-0.22301,-0.30872,-0.16001,-0.08817,0.05537,0.37998,0.78039,0.07986,0.72351,0.71492,0.06728,0.76395,1.14953,0.60027,-0.68252,-0.76848,-0.73044,0.23055,0.50123,-0.93834,-0.12802,0.20802,-1.07341,-1.06987,-0.59709,0.26332,0.17239,-0.91704,-0.77822,-0.60724,0.76936
PLSCR1,0.75724,-0.28691,0.23142,-0.17361,0.19191,-1.29781,-0.63503,-2.5,0.58126,-1.40641,-0.60344,-1.10991,1.00468,0.05294,1.18268,0.89106,0.80965,0.27835,0.00152,0.61314,-0.20312,0.86921,-0.3729,-0.83563,-1.03108,1.6802,-1.94594,1.23074,-0.22745,0.38211,-2.5,0.87816,0.09254,0.06784,1.32977,0.39243,1.51517,0.62366,-0.17033,-0.80688,1.4194,1.29653,0.16823,-0.11147,0.61026,-0.2118,1.21761,1.06785,0.32183,1.04626,-1.04798,0.57204,1.34248,0.44379,1.19449,0.81225,-0.35201,0.40406,0.09479,0.41236,1.63364,-0.04223,1.04067,-0.0066,0.70436,-0.13353,0.45964,-1.26997,0.59292,-0.01578,1.15441,-0.48641,0.71463,0.59097,-0.06729,1.21777,0.04327,0.1866,0.53531,0.45193,0.79257,0.15541,0.43282,-0.57481
HS3ST3B1,0.23656,-1.10115,0.45055,-1.198,1.05269,-1.15315,-1.39303,-1.34663,1.91625,-0.71365,1.10774,0.50164,-0.72182,-0.65193,0.42828,-1.50804,1.44872,-0.34321,-0.54458,-0.97121,-1.13533,0.55116,0.0483,-1.14034,-1.15391,0.42753,-1.56679,-0.04765,0.22134,0.5683,-1.2755,0.81073,-0.1537,-0.60102,0.17265,-0.18395,0.93798,-0.22728,0.45628,-1.16845,1.00606,-0.20391,1.15392,1.34009,1.28921,-1.08771,-1.65021,-0.71735,-0.69058,-0.1876,1.02599,-0.70803,-0.03344,-0.36596,2.46796,0.4561,1.83532,1.23776,-0.24746,-0.25898,-0.11828,0.66235,0.42748,0.26613,0.51872,-0.27853,-0.66775,-0.88208,-0.45605,-0.51332,-0.94419,-0.77405,-0.02337,0.72439,0.73983,0.54194,0.40148,0.57146,0.54006,-0.81681,-0.04194,-0.84432,0.02382,-1.10921
COPZ2,1.06456,-0.99544,0.17057,0.63833,-0.03619,-1.72281,-2.21318,-1.98802,-0.18851,-0.88405,-0.38333,-1.7396,0.47084,1.85917,0.37466,0.80783,-0.82199,-0.91235,-0.47801,0.61134,0.62241,1.24009,0.54993,0.69511,-1.57861,1.03805,0.27386,-0.00322,-0.48381,0.60344,-0.21289,1.06203,1.71035,1.26392,1.12174,1.1957,0.061,1.8215,0.36481,-2.07654,0.97372,0.54485,0.74557,-0.55507,-0.35206,-0.46988,-1.82683,1.27872,0.33651,1.36052,-0.57963,0.09168,0.77754,0.00847,0.08061,0.35487,0.89284,0.44313,0.62482,0.22188,-0.05287,0.26198,0.22472,-0.12115,0.17394,-0.84641,0.47901,-0.02858,0.31651,-0.02146,0.68063,0.68916,0.55017,0.62207,-1.10853,0.6163,0.5585,0.70338,-0.781,0.05901,0.59709,-0.83927,0.8514,-0.50085
KIF14,-0.74171,0.47918,-0.05911,-0.06312,0.48226,2.25287,-0.05264,2.5,0.32513,2.27871,0.00039,1.94365,0.7979,0.40867,0.03633,-0.33946,0.98453,0.99106,-0.1853,0.26201,0.59212,-0.5326,-0.98189,-1.40598,-0.53646,-0.83747,2.3937,0.7596,1.65427,0.20762,-0.9801,0.09099,-0.57373,-0.16845,-0.99057,-0.59026,-0.15782,-0.90882,0.52611,1.07632,-1.17076,-0.64214,-0.3794,0.80424,0.46913,-0.5021,1.55637,0.37441,-1.61293,-0.82287,-0.94023,-0.27769,-1.24575,-0.01846,-0.98186,-0.41512,-0.3413,-0.23418,0.52292,-0.25987,-0.12986,1.09403,0.21273,0.06588,-0.10012,0.70047,0.9614,-0.82899,-0.76668,-0.84434,0.01059,1.13513,-0.37031,-0.15104,0.22017,-0.70172,-0.4133,-0.90123,-0.34691,-0.03114,-0.22212,-0.75,-0.85155,0.72902
ZIC1,0.06469,2.07405,0.55404,0.21884,1.39499,0.57179,0.56582,0.21015,-0.18148,0.25022,1.39724,0.31236,-0.93632,-0.29083,-0.46432,0.70041,-0.69303,0.43886,0.39588,-0.85425,-0.73164,-0.44292,0.1015,-0.29693,-1.7208,0.16082,0.79401,0.27307,-0.07223,-0.1329,-1.08654,0.99201,1.37225,-0.83268,-0.45002,2.01321,2.5,-0.69984,-0.49573,0.06973,-0.1561,-0.66976,0.75134,1.56819,0.84982,-0.60476,0.67696,0.58371,-1.4121,-0.74247,-0.80365,1.78478,-0.57346,1.12678,1.56665,0.67769,0.00774,-0.63535,0.29738,0.50318,0.55897,0.1752,-0.41459,0.22731,2.1585,1.24966,0.16714,-0.35538,-0.7073,0.68721,0.85597,-0.04737,0.55715,-0.44209,0.10915,-1.91403,-0.85311,1.67285,-0.25505,0.30964,-0.57488,-0.6429,0.76315,0.99053
CDKN1A,-0.16322,-0.84523,0.6216,-0.33549,-0.13094,-1.48214,-0.68484,-1.99394,0.3221,-0.45489,1.01418,0.65553,-0.11295,-0.18796,0.39364,-0.13462,-0.23693,0.16074,0.09259,0.57774,-1.4026,0.2077,0.7757,-0.29697,0.18303,0.08676,-2.47578,0.34483,-0.81467,0.42282,-1.37735,0.49117,0.84916,1.16465,1.56967,0.30626,-0.72455,1.21918,0.23873,-1.28402,1.51432,0.12092,1.57434,0.02006,1.04707,-1.33264,0.45192,0.87976,0.31911,-0.41397,-0.07461,-0.39896,0.513,0.93435,-0.05525,0.25764,0.77669,1.25741,-0.65221,0.75753,-0.17906,-0.32715,0.99047,0.86767,-0.13787,-0.73847,-0.10514,-1.0522,1.532,-0.10929,-0.44447,0.54592,0.23028,1.8207,-1.31194,-0.33151,1.13688,0.42479,-0.77246,0.74901,0.1772,-1.87902,-1.87995,-0.93883
TPX2,-0.39188,0.41301,-0.1519,0.41594,0.10621,1.54414,-0.09721,2.31287,0.71557,1.07586,-0.46542,1.11696,0.49057,0.51001,0.36305,0.1085,1.05847,0.52582,-0.12135,0.36135,0.29955,-0.48882,-0.91706,-2.5,-1.02878,-1.14238,1.97594,0.21827,0.82247,-0.2036,-1.31786,0.59909,-0.20805,0.39966,-0.83401,0.38674,-0.30374,-1.756,0.18201,1.69362,-1.32839,-0.5985,-0.49071,0.6239,0.7392,-0.67423,1.17671,0.67697,-1.97386,-1.36782,-0.61731,-0.57394,-1.62186,-0.38107,-0.81096,-0.47189,0.14779,-0.04889,0.32194,0.34104,0.02985,0.34848,0.49165,0.39188,0.66862,0.90204,1.46627,-0.65754,-0.99376,-0.55153,0.11024,0.60846,-0.36087,0.04228,0.64822,-1.17698,-0.19508,-1.32198,0.5986,-0.02078,-0.34164,-0.74898,-0.51798,0.85461
VNN2,-0.18753,-0.7296,1.0131,-0.97885,-0.79962,-0.87684,-0.87383,-0.56984,-0.0179,-0.84849,0.10352,-1.02347,0.19673,0.08916,-0.92439,-0.16503,-0.9363,-0.55192,0.28823,0.28285,-0.42843,1.92193,-0.28934,-0.24513,-0.37117,2.30771,-0.78658,0.46687,-0.67918,0.3546,-0.93214,-0.4637,0.43925,0.55942,1.34511,0.0299,-0.72834,1.76028,-0.09784,-0.85625,-0.60971,0.80142,-0.3404,-0.55242,0.21997,1.92971,-0.25174,1.47963,1.73577,1.13344,-1.14436,0.22665,2.5,0.04418,0.61418,0.60402,-0.54451,0.64079,0.87585,0.25882,0.00673,-0.02203,0.12999,0.22921,0.28941,-0.32747,0.14952,0.25247,0.79752,0.11673,0.3742,-0.18933,1.67794,0.60202,0.24554,0.68391,2.30806,1.20454,-0.64057,-0.16051,0.19094,1.04837,0.22577,0.49789
OAS1,1.64762,-0.86608,0.45861,0.35264,-0.10833,-1.80964,0.14323,-1.68611,0.78457,-1.39219,-0.94158,-1.16516,-0.46333,-0.18522,-1.2042,-0.14662,0.98381,0.86957,-0.82555,0.07828,1.83446,-0.21594,0.16786,-0.48754,-0.21795,-0.18207,-1.62077,-0.82057,-1.10606,-0.1716,-1.87994,1.4354,-0.18229,-0.21209,-0.08791,-0.14119,-0.49385,0.29087,0.9025,-0.89948,2.15337,1.32267,-0.2547,-1.30752,0.03702,0.15629,1.48572,1.6188,-0.11965,1.27693,-0.14388,-0.19012,0.26605,0.25135,1.68429,0.97648,-0.26782,-0.05801,0.00278,0.1054,1.30251,-1.08464,0.39064,-0.20181,-1.06576,-0.79377,-0.22717,-0.72781,0.22171,-0.01366,1.22344,-0.82905,-0.32419,-0.36132,0.11745,0.41192,0.65058,-1.10863,-0.73222,0.88793,0.60278,0.10815,0.245,-1.06165
CSRP1,-0.08047,-0.39242,0.76755,1.07518,-0.03092,-1.4969,-1.22117,-2.15201,0.3665,-0.09807,0.44734,-0.47897,0.55293,-0.50301,0.66058,0.68003,-1.30385,-0.31072,0.68569,0.3985,-0.55212,1.01901,1.21097,0.81178,0.25074,0.60803,-1.46578,-0.06856,-0.29709,0.51445,-2.30599,-0.10834,0.77501,-0.15116,1.29776,0.38058,0.35855,1.67643,0.85486,-1.83086,1.3137,1.14021,-0.15019,0.63801,-0.01634,-2.5,-1.74951,-0.07972,1.04655,1.24164,1.09459,-0.13503,-0.31717,-0.00731,0.62152,0.22807,0.71908,0.26134,-0.79062,0.3081,0.97536,0.51828,1.20574,0.76314,0.55627,-0.42006,0.33726,-0.35826,1.05604,1.55598,1.29082,0.33058,0.23253,0.1556,-0.20822,0.46251,1.06801,-0.5094,0.02387,0.37231,0.72219,-0.49608,0.65606,-0.18814
IL17RB,1.06946,0.53502,-0.31206,1.3037,0.99792,-1.25059,0.86288,-1.74356,0.33586,-0.8975,0.67498,-1.44947,-0.02728,-0.44893,-0.21137,0.56587,-0.32836,-0.19611,-0.24825,0.66854,-0.63492,-1.39586,-0.08971,1.87614,1.43319,-0.01338,0.27159,0.35655,-0.4514,0.51729,-0.32098,-0.35501,-0.4188,0.61966,0.24884,-0.49069,-0.71117,0.80533,2.01078,-1.8078,1.19493,0.07529,-0.20127,0.26172,0.14715,0.64699,-1.01873,-1.34604,-0.23849,1.48029,0.49705,0.67364,-0.83194,0.76358,0.21662,-0.43762,-1.03721,-1.05222,-0.03622,0.91382,0.21958,-0.06973,0.61371,0.96824,1.07164,0.20454,-0.42388,-1.32104,1.46543,0.66122,1.07015,1.05641,0.24332,0.3956,2.02158,0.40216,2.5,-0.15787,0.85343,0.43324,0.27371,-0.68115,0.97591,0.634
LRRC2,0.07024,-0.56787,-0.38186,-0.04153,0.47703,-1.03727,-1.27213,-1.00777,0.8459,-0.63755,-0.44314,-1.26236,1.67311,0.96586,1.96387,1.16385,-0.17428,-0.22121,0.36233,0.00704,-0.05336,-0.73333,1.16945,-0.7088,-1.00481,2.05059,-1.3931,0.42354,-0.05757,-0.93244,-1.19561,-0.55631,0.23109,-0.68956,1.32568,0.96361,0.83711,0.93404,-1.08947,-0.98912,-0.77147,1.73823,-0.69083,1.96359,0.44076,-1.44615,-1.73006,-0.91701,1.05875,-0.75944,0.50552,0.14771,-0.25547,1.57459,-0.30993,-0.85985,0.58131,0.32906,0.56344,0.50985,1.51395,-0.50801,0.62885,-0.15725,0.43708,-0.24507,-0.21855,-0.72324,-0.90353,0.27203,1.44388,-1.03376,0.34902,0.08862,-0.16959,-0.27215,-0.52834,-0.47471,-0.13195,-0.40872,-0.77387,-0.09898,-0.21466,0.19009
PLAT,0.12825,1.63928,0.06709,-1.24762,0.16631,0.0237,-1.19019,-0.43993,0.27896,1.77774,1.64778,-0.79082,-0.34454,0.14303,-0.4925,-0.00099,0.68351,0.39249,0.27699,-0.23726,-0.38627,1.31021,-0.33896,-2.5,0.32643,-0.63052,2.04115,0.14414,0.07307,0.22354,-2.29439,-0.73601,0.47091,0.29473,-0.07561,-0.35214,-1.15081,-0.19859,1.21018,-0.69604,0.11944,0.21247,0.30794,0.51359,1.12293,-0.64495,-2.10157,-0.26649,-1.13155,-0.89418,0.25407,0.42095,-0.57656,0.85924,0.44315,-0.52543,-0.64683,-0.35765,-0.58673,1.01753,0.06153,1.03288,-0.75591,0.27467,-0.33568,1.07456,-0.06474,-1.26294,1.16487,-0.58182,0.25496,-0.51071,-0.02668,0.43047,-0.38081,0.01656,0.45564,0.91754,0.48211,0.01255,-0.48116,-2.5,-1.07411,0.97221
