cancer,infiltrates,rho,p,adj.p
ACC (n=79),T cell gamma delta_CIBERSORT,0.179234778703039,0.129199261736605,0.182398957745796
ACC (n=79),T cell gamma delta_CIBERSORT-ABS,0.186519321854869,0.114103162994615,0.163004518563735
ACC (n=79),T cell gamma delta_XCELL,0.402151486638643,0.000420569585581444,0.00168227834232578
BLCA (n=408),T cell gamma delta_CIBERSORT,0.0933679140516925,0.0736271686907371,0.117803469905179
BLCA (n=408),T cell gamma delta_CIBERSORT-ABS,0.103526236346062,0.0471938329351167,0.0858069689729395
BLCA (n=408),T cell gamma delta_XCELL,0.147718678436276,0.00451574750345135,0.0117802108785687
BRCA (n=1100),T cell gamma delta_CIBERSORT,0.251994931593673,7.30279944339514e-16,1.2519084760106e-14
BRCA (n=1100),T cell gamma delta_CIBERSORT-ABS,0.285935487798325,3.70697884429481e-20,1.11209365328844e-18
BRCA (n=1100),T cell gamma delta_XCELL,0.0532331425892136,0.0934643530436943,0.143791312374914
BRCA-Basal (n=191),T cell gamma delta_CIBERSORT,0.153265348851657,0.0434786956496666,0.0802683611993845
BRCA-Basal (n=191),T cell gamma delta_CIBERSORT-ABS,0.188638278476742,0.012674154469667,0.0286961987992461
BRCA-Basal (n=191),T cell gamma delta_XCELL,0.0870457436964551,0.253410201636066,0.322093870696058
BRCA-Her2 (n=82),T cell gamma delta_CIBERSORT,0.225945699482484,0.0563372643391196,0.0999167276435875
BRCA-Her2 (n=82),T cell gamma delta_CIBERSORT-ABS,0.239554867307267,0.042690125149986,0.0800439846562237
BRCA-Her2 (n=82),T cell gamma delta_XCELL,0.338649438344689,0.00361720470014754,0.0098651037276751
BRCA-LumA (n=568),T cell gamma delta_CIBERSORT,0.311299042694974,4.42837104416652e-13,5.08695745674018e-12
BRCA-LumA (n=568),T cell gamma delta_CIBERSORT-ABS,0.345730953374767,5.82262406292189e-16,1.16452481258438e-14
BRCA-LumA (n=568),T cell gamma delta_XCELL,-0.00832583268495209,0.850206630112571,0.864616911978886
BRCA-LumB (n=219),T cell gamma delta_CIBERSORT,0.19778267909849,0.00596172556124936,0.0143081413469985
BRCA-LumB (n=219),T cell gamma delta_CIBERSORT-ABS,0.233510852497801,0.0011153960056657,0.00418273502124636
BRCA-LumB (n=219),T cell gamma delta_XCELL,0.114575473509168,0.11354619601703,0.163004518563735
CESC (n=306),T cell gamma delta_CIBERSORT,0.123565531518413,0.039867145311886,0.0759374196416877
