cancer,infiltrates,rho,p,adj.p
ACC (n=79),T cell CD8+ central memory_XCELL,0.220271383982642,0.0611253655696769,0.0725024368484325
ACC (n=79),T cell CD8+ effector memory_XCELL,0.148541150946234,0.209768469535629,0.231788364127767
ACC (n=79),T cell CD8+ naive_XCELL,-0.117545068689668,0.321973698231913,0.345280105342534
ACC (n=79),T cell CD8+_CIBERSORT,0.0801127733997986,0.500467766123302,0.531000282358941
ACC (n=79),T cell CD8+_CIBERSORT-ABS,0.260823616131505,0.0258308505239142,0.0316942951213672
ACC (n=79),T cell CD8+_EPIC,0.118920493880039,0.316304133036499,0.341028714864149
ACC (n=79),T cell CD8+_MCPCOUNTER,0.310175187152542,0.00757136170744254,0.0098329372823929
ACC (n=79),T cell CD8+_QUANTISEQ,0.24901977315837,0.0336288469655312,0.0410107889823551
ACC (n=79),T cell CD8+_TIMER,0.199089675908692,0.0912935195987409,0.106464745887745
ACC (n=79),T cell CD8+_XCELL,0.373226571313491,0.00114521987031386,0.00157257799859394
BLCA (n=408),T cell CD8+ central memory_XCELL,0.460148255802968,1.10559123060467e-20,2.78136158642685e-20
BLCA (n=408),T cell CD8+ effector memory_XCELL,0.311938641939705,9.53774677558213e-10,1.70316906706824e-09
BLCA (n=408),T cell CD8+ naive_XCELL,0.129000970391452,0.013263861144554,0.0166841020686214
BLCA (n=408),T cell CD8+_CIBERSORT,0.339166571473326,2.33565486059188e-11,4.42778172624054e-11
BLCA (n=408),T cell CD8+_CIBERSORT-ABS,0.407815767521672,3.52532137903273e-16,7.87781313750331e-16
BLCA (n=408),T cell CD8+_EPIC,0.175429553878434,0.000724534203609993,0.00100629750501388
BLCA (n=408),T cell CD8+_MCPCOUNTER,0.275053942081144,8.21798712195661e-08,1.36398126505504e-07
BLCA (n=408),T cell CD8+_QUANTISEQ,0.320148685620106,3.23965874172408e-10,5.89028862131651e-10
BLCA (n=408),T cell CD8+_TIMER,-0.0806602737802165,0.122446465553877,0.141148663462683
BLCA (n=408),T cell CD8+_XCELL,0.548825982486974,2.47297253020421e-30,8.99262738256075e-30
BRCA (n=1100),T cell CD8+ central memory_XCELL,0.828315766139268,7.74216226183687e-252,3.09686490473475e-249
BRCA (n=1100),T cell CD8+ effector memory_XCELL,0.112974007793049,0.000358665097925811,0.000506947134877471
BRCA (n=1100),T cell CD8+ naive_XCELL,0.358322753516778,1.75756970245464e-31,6.63233849982882e-31
BRCA (n=1100),T cell CD8+_CIBERSORT,0.504387006841488,2.88841311543744e-65,2.45822392803186e-64
BRCA (n=1100),T cell CD8+_CIBERSORT-ABS,0.777399140257881,6.01588463826153e-202,8.02117951768204e-200
BRCA (n=1100),T cell CD8+_EPIC,0.333893748950775,2.59576697276979e-27,8.44151861063345e-27
BRCA (n=1100),T cell CD8+_MCPCOUNTER,0.747962952717821,8.94681086637753e-179,8.94681086637753e-177
BRCA (n=1100),T cell CD8+_QUANTISEQ,0.793974443240251,1.26251693230354e-216,2.52503386460708e-214
BRCA (n=1100),T cell CD8+_TIMER,0.18382694677143,5.27737708289127e-09,9.21812590898039e-09
BRCA (n=1100),T cell CD8+_XCELL,0.659934032874099,2.53450941084384e-125,8.44836470281279e-124
BRCA-Basal (n=191),T cell CD8+ central memory_XCELL,0.782214597309255,3.48083171273934e-37,1.63803845305381e-36
BRCA-Basal (n=191),T cell CD8+ effector memory_XCELL,0.383062143596876,1.81948219465448e-07,2.95850763358452e-07
BRCA-Basal (n=191),T cell CD8+ naive_XCELL,0.422346277339867,6.44049581720833e-09,1.11523737094516e-08
BRCA-Basal (n=191),T cell CD8+_CIBERSORT,0.487180671315745,9.29798618115156e-12,1.78807426560607e-11
BRCA-Basal (n=191),T cell CD8+_CIBERSORT-ABS,0.72113902565671,3.21195149270481e-29,1.13697397971852e-28
BRCA-Basal (n=191),T cell CD8+_EPIC,0.400515420271795,4.34892696505769e-08,7.24821160842948e-08
BRCA-Basal (n=191),T cell CD8+_MCPCOUNTER,0.539245305799133,1.63208324743502e-14,3.45414443901591e-14
BRCA-Basal (n=191),T cell CD8+_QUANTISEQ,0.659046928246055,4.79752875989024e-23,1.29662939456493e-22
BRCA-Basal (n=191),T cell CD8+_TIMER,0.202929300199169,0.00724152539327139,0.00943521223879008
BRCA-Basal (n=191),T cell CD8+_XCELL,0.673145220629028,2.57562348183202e-24,7.4118661347684e-24
BRCA-Her2 (n=82),T cell CD8+ central memory_XCELL,0.895529352611197,2.56833078963619e-26,7.96381640197268e-26
BRCA-Her2 (n=82),T cell CD8+ effector memory_XCELL,0.152401519380199,0.201243171501277,0.223603523890308
BRCA-Her2 (n=82),T cell CD8+ naive_XCELL,0.177626670781733,0.135507294859009,0.154865479838867
BRCA-Her2 (n=82),T cell CD8+_CIBERSORT,0.672931446428016,9.48306361075732e-11,1.76429090432694e-10
BRCA-Her2 (n=82),T cell CD8+_CIBERSORT-ABS,0.899168264721701,7.91053051977005e-27,2.49150567551813e-26
BRCA-Her2 (n=82),T cell CD8+_EPIC,0.356448582563579,0.00211735884158813,0.00288076032869133
BRCA-Her2 (n=82),T cell CD8+_MCPCOUNTER,0.891521664381236,8.94470228432502e-26,2.75221608748462e-25
BRCA-Her2 (n=82),T cell CD8+_QUANTISEQ,0.909526608427252,2.13012036658189e-28,7.22074700536234e-28
BRCA-Her2 (n=82),T cell CD8+_TIMER,0.295532345178547,0.0117235903294728,0.0149345099738507
BRCA-Her2 (n=82),T cell CD8+_XCELL,0.764605220935529,5.44212466967725e-15,1.15789886588878e-14
BRCA-LumA (n=568),T cell CD8+ central memory_XCELL,0.824563260573179,1.73249229274392e-129,6.92996917097566e-128
BRCA-LumA (n=568),T cell CD8+ effector memory_XCELL,-0.00122040674547125,0.977915775600135,0.982829925226267
BRCA-LumA (n=568),T cell CD8+ naive_XCELL,0.387383503721488,5.88494640993428e-20,1.4353527829108e-19
