cancer,infiltrates,rho,p,adj.p
ACC (n=79),Eosinophil_CIBERSORT,-0.20896096819828,0.0760315862654675,0.315390283767865
ACC (n=79),Eosinophil_CIBERSORT-ABS,-0.195434917928967,0.0975201173385237,0.327456559151997
ACC (n=79),Eosinophil_XCELL,0.0450048149697849,0.705373978447809,0.868152588858842
BLCA (n=408),Eosinophil_CIBERSORT,-0.112505027302874,0.0309485982916563,0.162064535621999
BLCA (n=408),Eosinophil_CIBERSORT-ABS,-0.110532506305193,0.0340341909886441,0.165731712640354
BLCA (n=408),Eosinophil_XCELL,0.129034064932183,0.0132400720074425,0.0872287096960915
BRCA (n=1100),Eosinophil_CIBERSORT,-0.0360213493646181,0.256537968622621,0.608061182523002
BRCA (n=1100),Eosinophil_CIBERSORT-ABS,-0.0356840245293366,0.261021543776367,0.608061182523002
BRCA (n=1100),Eosinophil_XCELL,-0.014132142475049,0.656307853824418,0.835300904867441
BRCA-Basal (n=191),Eosinophil_CIBERSORT,0.00693441489220384,0.927641178887356,0.956275753336272
BRCA-Basal (n=191),Eosinophil_CIBERSORT-ABS,0.00747241232094229,0.92204441708265,0.956275753336272
BRCA-Basal (n=191),Eosinophil_XCELL,-0.0783796584100049,0.303936150516854,0.618924524688867
BRCA-Her2 (n=82),Eosinophil_CIBERSORT,NA,NA,NA
BRCA-Her2 (n=82),Eosinophil_CIBERSORT-ABS,NA,NA,NA
BRCA-Her2 (n=82),Eosinophil_XCELL,-0.151104218246662,0.205151201894194,0.552904145064647
BRCA-LumA (n=568),Eosinophil_CIBERSORT,-0.0239998727796826,0.586126419571335,0.835300904867441
BRCA-LumA (n=568),Eosinophil_CIBERSORT-ABS,-0.0236998152138308,0.590819465321306,0.835300904867441
BRCA-LumA (n=568),Eosinophil_XCELL,-0.00336275123220699,0.939199400598125,0.956275753336272
BRCA-LumB (n=219),Eosinophil_CIBERSORT,-0.0599521788469482,0.408781125236136,0.707490493371477
BRCA-LumB (n=219),Eosinophil_CIBERSORT-ABS,-0.060155927939539,0.407187652055443,0.707490493371477
BRCA-LumB (n=219),Eosinophil_XCELL,0.0182477975969302,0.801645014932995,0.925610738891706
CESC (n=306),Eosinophil_CIBERSORT,-0.106992082300675,0.075443772693664,0.315390283767865
CESC (n=306),Eosinophil_CIBERSORT-ABS,-0.104343964428097,0.0830047863878896,0.327456559151997
CESC (n=306),Eosinophil_XCELL,-0.119869251690614,0.0462403530956867,0.215788314446538
CHOL (n=36),Eosinophil_CIBERSORT,0.13235856435899,0.448481039558112,0.72967422442175
CHOL (n=36),Eosinophil_CIBERSORT-ABS,0.132055072348903,0.449531441831257,0.72967422442175
CHOL (n=36),Eosinophil_XCELL,-0.0314919326399451,0.857476882987701,0.956275753336272
COAD (n=458),Eosinophil_CIBERSORT,-0.0275501130666117,0.649201132152359,0.835300904867441
COAD (n=458),Eosinophil_CIBERSORT-ABS,-0.0205003058848299,0.735026981609106,0.885837969537466
COAD (n=458),Eosinophil_XCELL,-0.0103103458408732,0.864850126645957,0.956275753336272
DLBC (n=48),Eosinophil_CIBERSORT,0.175892616107454,0.271316482559757,0.608061182523002
DLBC (n=48),Eosinophil_CIBERSORT-ABS,0.175892616107454,0.271316482559757,0.608061182523002
DLBC (n=48),Eosinophil_XCELL,0.0843630762509266,0.599987672744887,0.835300904867441
ESCA (n=185),Eosinophil_CIBERSORT,-0.0924515115795199,0.217064567976381,0.565377479380341
ESCA (n=185),Eosinophil_CIBERSORT-ABS,-0.0872282098384091,0.244279395789235,0.607984273964318
ESCA (n=185),Eosinophil_XCELL,0.142645028155584,0.0561034697475305,0.251343544468936
GBM (n=153),Eosinophil_CIBERSORT,-0.0656174120505912,0.446169556080807,0.72967422442175
GBM (n=153),Eosinophil_CIBERSORT-ABS,-0.0543335222787736,0.528304327141166,0.797099418025386
GBM (n=153),Eosinophil_XCELL,-0.0684662820544766,0.426632110041347,0.723981762494408
HNSC (n=522),Eosinophil_CIBERSORT,-0.191493844078114,1.89963020028189e-05,0.00123623515032511
HNSC (n=522),Eosinophil_CIBERSORT-ABS,-0.190017695840797,2.2075627684377e-05,0.00123623515032511
HNSC (n=522),Eosinophil_XCELL,-0.000581629289521127,0.989732827893712,0.989732827893712
HNSC-HPV- (n=422),Eosinophil_CIBERSORT,-0.182512296186911,0.000242843564598625,0.00807927687504747
HNSC-HPV- (n=422),Eosinophil_CIBERSORT-ABS,-0.180344552933229,0.000288545602680267,0.00807927687504747
HNSC-HPV- (n=422),Eosinophil_XCELL,0.00957222194476501,0.848643360574957,0.956275753336272
HNSC-HPV+ (n=98),Eosinophil_CIBERSORT,NA,NA,NA
HNSC-HPV+ (n=98),Eosinophil_CIBERSORT-ABS,NA,NA,NA
HNSC-HPV+ (n=98),Eosinophil_XCELL,-0.0163597013508922,0.879056419289115,0.956275753336272
KICH (n=66),Eosinophil_CIBERSORT,-0.118932976357349,0.345364893104449,0.647569552024058
KICH (n=66),Eosinophil_CIBERSORT-ABS,-0.114490766472767,0.363806958652183,0.667973432279419
KICH (n=66),Eosinophil_XCELL,0.277069653371307,0.0254564026875953,0.142555855050534
KIRC (n=533),Eosinophil_CIBERSORT,0.0134365958762559,0.773556712574851,0.902482831337326
