cancer,infiltrates,rho,p,adj.p
DLBC (n=48),NK cell activated_CIBERSORT,0.269339521172365,0.0885848551647208,0.138278798305906
DLBC (n=48),NK cell activated_CIBERSORT-ABS,0.428330843687716,0.00520768221948893,0.0116535546170382
DLBC (n=48),NK cell resting_CIBERSORT,0.177888529254283,0.265828490986028,0.337559988553686
DLBC (n=48),NK cell resting_CIBERSORT-ABS,0.18951125263348,0.235334836245426,0.306126616254213
DLBC (n=48),NK cell_EPIC,0.145874027875766,0.362798842282707,0.43319264750174
DLBC (n=48),NK cell_MCPCOUNTER,0.549802535459792,0.000196495552539151,0.000532869295021427
DLBC (n=48),NK cell_QUANTISEQ,0.268945344531575,0.0890703978235692,0.138361783026904
DLBC (n=48),NK cell_XCELL,0.201576998897945,0.206292097799983,0.275056130399977
ESCA (n=185),NK cell activated_CIBERSORT,0.0625578999225215,0.4041273698391,0.478965771661156
ESCA (n=185),NK cell activated_CIBERSORT-ABS,0.27165045528712,0.000225320206410277,0.00060085388376074
ESCA (n=185),NK cell resting_CIBERSORT,-0.105445738382462,0.158900898440792,0.227001283486846
ESCA (n=185),NK cell resting_CIBERSORT-ABS,0.00350868450131948,0.962715561215075,0.976478625562422
ESCA (n=185),NK cell_EPIC,0.140789801865223,0.059411665452633,0.100061752341277
ESCA (n=185),NK cell_MCPCOUNTER,0.690797350889892,7.34444165742425e-27,9.52113580055581e-26
ESCA (n=185),NK cell_QUANTISEQ,0.327748142357402,7.08060863498201e-06,2.31203547264719e-05
ESCA (n=185),NK cell_XCELL,0.0618004762290872,0.409853114136794,0.482966017974472
GBM (n=153),NK cell activated_CIBERSORT,-0.0133746757967245,0.876727406490103,0.905008935731719
GBM (n=153),NK cell activated_CIBERSORT-ABS,0.0963008745511591,0.262948640393435,0.335233326398005
GBM (n=153),NK cell resting_CIBERSORT,-0.197643444743377,0.0206104116896486,0.0409647934204195
GBM (n=153),NK cell resting_CIBERSORT-ABS,-0.110421056230029,0.198954809524732,0.268630966446896
GBM (n=153),NK cell_EPIC,0.195952184744444,0.0217422403817093,0.0429476353218949
GBM (n=153),NK cell_MCPCOUNTER,0.0813655296236812,0.344556092808874,0.416067734712603
GBM (n=153),NK cell_QUANTISEQ,-0.108021442395914,0.208951498093813,0.277445972572698
GBM (n=153),NK cell_XCELL,0.181056092144863,0.0342325722501725,0.0644377830591482
HNSC (n=522),NK cell activated_CIBERSORT,0.162008723969145,0.000308268263177954,0.000795531001749559
HNSC (n=522),NK cell activated_CIBERSORT-ABS,0.421646627876632,1.25599820975428e-22,1.21793765794355e-21
HNSC (n=522),NK cell resting_CIBERSORT,-0.176586594460574,8.21961047140499e-05,0.000234846013468714
HNSC (n=522),NK cell resting_CIBERSORT-ABS,-0.0510557376802746,0.258338144892081,0.330672825461864
HNSC (n=522),NK cell_EPIC,0.328039380441345,8.30956891234408e-14,5.31812410390021e-13
HNSC (n=522),NK cell_MCPCOUNTER,0.771096122199387,4.01103318944121e-98,6.41765310310594e-96
HNSC (n=522),NK cell_QUANTISEQ,0.0626478061949571,0.165312490183183,0.232147874574358
HNSC (n=522),NK cell_XCELL,-0.0750972873561182,0.0961421024340303,0.146502251328046
HNSC-HPV- (n=422),NK cell activated_CIBERSORT,0.117652537091979,0.0185792406293917,0.0376288417810465
HNSC-HPV- (n=422),NK cell activated_CIBERSORT-ABS,0.371202451320238,1.63094278635677e-14,1.11042913113653e-13
HNSC-HPV- (n=422),NK cell resting_CIBERSORT,-0.108373197494043,0.0302297418507362,0.0579252538457221
HNSC-HPV- (n=422),NK cell resting_CIBERSORT-ABS,0.0187330411010445,0.708760644727933,0.776723994222393
HNSC-HPV- (n=422),NK cell_EPIC,0.377779697526807,5.12696338726505e-15,3.81541461377864e-14
HNSC-HPV- (n=422),NK cell_MCPCOUNTER,0.745723872029207,3.44534082611676e-72,2.75627266089341e-70
HNSC-HPV- (n=422),NK cell_QUANTISEQ,-0.0488249822288465,0.330044275132311,0.403107511611983
HNSC-HPV- (n=422),NK cell_XCELL,-0.0484643574270139,0.333633031723639,0.404403674816532
HNSC-HPV+ (n=98),NK cell activated_CIBERSORT,0.343729804101118,0.000973769435008128,0.00237867342902749
HNSC-HPV+ (n=98),NK cell activated_CIBERSORT-ABS,0.546363655190178,3.05133352356943e-08,1.20546509573113e-07
HNSC-HPV+ (n=98),NK cell resting_CIBERSORT,-0.413574075928674,5.61559908799259e-05,0.000164861624601617
HNSC-HPV+ (n=98),NK cell resting_CIBERSORT-ABS,-0.304233554519947,0.00374827934885088,0.00869166225820493
HNSC-HPV+ (n=98),NK cell_EPIC,0.163691580866588,0.125327221156914,0.184814335346601
HNSC-HPV+ (n=98),NK cell_MCPCOUNTER,0.763399033409606,3.39408537914705e-18,3.01696478146405e-17
HNSC-HPV+ (n=98),NK cell_QUANTISEQ,0.311671306223204,0.00294742779150443,0.00693512421530454
HNSC-HPV+ (n=98),NK cell_XCELL,-0.172987185205541,0.104988784867734,0.157729629848239
KICH (n=66),NK cell activated_CIBERSORT,0.248805041426359,0.045656272694089,0.0798361052574234
KICH (n=66),NK cell activated_CIBERSORT-ABS,0.78198622256013,1.47546586575516e-14,1.02641103704707e-13
KICH (n=66),NK cell resting_CIBERSORT,-0.278988642961628,0.02441571621447,0.0476404218818927
KICH (n=66),NK cell resting_CIBERSORT-ABS,-0.175228787659109,0.162667329009711,0.231349090147144
KICH (n=66),NK cell_EPIC,0.321182695514781,0.00908796651562327,0.0196496573310773
KICH (n=66),NK cell_MCPCOUNTER,0.637905472986371,1.09526892957378e-08,4.4934109931232e-08
KICH (n=66),NK cell_QUANTISEQ,0.228365407670933,0.0672983613480141,0.109317135184591
KICH (n=66),NK cell_XCELL,-0.0419305248698288,0.740160169396223,0.794802866465743
KIRC (n=533),NK cell activated_CIBERSORT,0.0933138582698948,0.0452347265942573,0.0795573902875309
KIRC (n=533),NK cell activated_CIBERSORT-ABS,0.501936588633031,8.62503318161521e-31,1.31429077053184e-29
KIRC (n=533),NK cell resting_CIBERSORT,-0.373668303210902,1.00736272960511e-16,8.48305456509567e-16
KIRC (n=533),NK cell resting_CIBERSORT-ABS,-0.354383830487459,4.35363952260058e-15,3.31705868388615e-14
KIRC (n=533),NK cell_EPIC,-0.00554381099961266,0.905506359487833,0.931710723588767
KIRC (n=533),NK cell_MCPCOUNTER,0.448940346998982,3.02779266161574e-24,3.22964550572346e-23
KIRC (n=533),NK cell_QUANTISEQ,-0.221284442319146,1.60348803576765e-06,5.45868267495369e-06
KIRC (n=533),NK cell_XCELL,0.00229901110207227,0.960737665317602,0.976478625562422
KIRP (n=290),NK cell activated_CIBERSORT,-0.1660472601591,0.00752340008553396,0.0164896440230881
KIRP (n=290),NK cell activated_CIBERSORT-ABS,0.474880442979791,6.44363851672241e-16,5.15491081337793e-15
KIRP (n=290),NK cell resting_CIBERSORT,-0.110408971556807,0.0766879714807795,0.122090302854972
KIRP (n=290),NK cell resting_CIBERSORT-ABS,-0.100826991395993,0.106142464495117,0.158717703917931
KIRP (n=290),NK cell_EPIC,0.268488664617003,1.23018375050077e-05,3.89761188277472e-05
KIRP (n=290),NK cell_MCPCOUNTER,0.620783169945899,6.98576629196156e-29,1.01611146064895e-27
KIRP (n=290),NK cell_QUANTISEQ,0.00110444036934323,0.985915034857804,0.990476828223886
KIRP (n=290),NK cell_XCELL,-0.115879147137638,0.0630948748105355,0.103540307381392
LGG (n=516),NK cell activated_CIBERSORT,0.014712419573733,0.748334734095542,0.798223716368578
LGG (n=516),NK cell activated_CIBERSORT-ABS,0.315432132767161,1.67322658492505e-12,1.01025001353965e-11
LGG (n=516),NK cell resting_CIBERSORT,0.0114707198311163,0.802480332056461,0.85031028562274
LGG (n=516),NK cell resting_CIBERSORT-ABS,0.0585101707373922,0.201614558514894,0.271078398003219
LGG (n=516),NK cell_EPIC,0.272274365286993,1.43134097344607e-09,6.54327302146774e-09
LGG (n=516),NK cell_MCPCOUNTER,-0.0673965524660023,0.141204487254712,0.204458986070172
LGG (n=516),NK cell_QUANTISEQ,-0.232304173459448,2.80580344763572e-07,1.02029216277663e-06
LGG (n=516),NK cell_XCELL,-0.129327752029188,0.0046255083117326,0.0105725904268174
LIHC (n=371),NK cell activated_CIBERSORT,0.0229167566486495,0.671441289520756,0.740900733264283
LIHC (n=371),NK cell activated_CIBERSORT-ABS,0.57618267172842,6.63117858533921e-32,1.24822185135797e-30
LIHC (n=371),NK cell resting_CIBERSORT,-0.336883147694019,1.3331732450549e-10,6.66586622527448e-10
LIHC (n=371),NK cell resting_CIBERSORT-ABS,-0.316460451054487,1.83402237663086e-09,8.15121056280382e-09
LIHC (n=371),NK cell_EPIC,-0.113157162331637,0.0356475211079113,0.0667088114300094
LIHC (n=371),NK cell_MCPCOUNTER,0.575671699649199,7.71905039791629e-32,1.37227562629623e-30
LIHC (n=371),NK cell_QUANTISEQ,-0.0321906434398755,0.551242605648341,0.623313193665969
LIHC (n=371),NK cell_XCELL,-0.103030327289719,0.0558955880282136,0.095650204112451
LUAD (n=515),NK cell activated_CIBERSORT,0.11341202748581,0.0117388733787009,0.0252110032294247
LUAD (n=515),NK cell activated_CIBERSORT-ABS,0.457355819006144,7.43838734418422e-27,9.52113580055581e-26
LUAD (n=515),NK cell resting_CIBERSORT,-0.169484735623318,0.000156195089564299,0.000430883005694619
LUAD (n=515),NK cell resting_CIBERSORT-ABS,-0.15702332477806,0.000466368445265808,0.00117510159437054
LUAD (n=515),NK cell_EPIC,0.199694515593748,7.90426427202624e-06,2.55491370408929e-05
LUAD (n=515),NK cell_MCPCOUNTER,0.511130346261969,3.63675686971384e-34,7.5833291671267e-33
LUAD (n=515),NK cell_QUANTISEQ,-0.000445276337991156,0.992131675187882,0.992131675187882
LUAD (n=515),NK cell_XCELL,0.0750256918161631,0.0961208575422271,0.146502251328046
LUSC (n=501),NK cell activated_CIBERSORT,0.197882325847554,1.33920115053036e-05,4.20141537421288e-05
LUSC (n=501),NK cell activated_CIBERSORT-ABS,0.452083670406211,2.10048007684925e-25,2.48945786885837e-24
LUSC (n=501),NK cell resting_CIBERSORT,-0.245327133985056,5.72699584162333e-08,2.15604549331702e-07
LUSC (n=501),NK cell resting_CIBERSORT-ABS,-0.194810297984753,1.83005244759595e-05,5.68559983719131e-05
LUSC (n=501),NK cell_EPIC,0.416005610492299,2.18781219567806e-21,2.00028543604851e-20
LUSC (n=501),NK cell_MCPCOUNTER,0.726087312665165,2.73434946316692e-79,2.91663942737805e-77
LUSC (n=501),NK cell_QUANTISEQ,-0.173265228835888,0.000142929616838522,0.000397717194681104
LUSC (n=501),NK cell_XCELL,-0.00205630414041633,0.964272642742892,0.976478625562422
MESO (n=87),NK cell activated_CIBERSORT,0.179339030222219,0.100530519180103,0.152463346623854
MESO (n=87),NK cell activated_CIBERSORT-ABS,0.64773129570326,2.08424403777352e-11,1.11159682014587e-10
MESO (n=87),NK cell resting_CIBERSORT,-0.213656628385733,0.0496013401223402,0.0857969126440479
MESO (n=87),NK cell resting_CIBERSORT-ABS,-0.212084754782891,0.0513429575934062,0.088331970053172
MESO (n=87),NK cell_EPIC,0.263850819013114,0.0146884102072728,0.0305213718592682
MESO (n=87),NK cell_MCPCOUNTER,0.508634078546996,6.69317609754591e-07,2.32806125132032e-06
MESO (n=87),NK cell_QUANTISEQ,-0.242938103285855,0.0250719933000699,0.048624471854681
MESO (n=87),NK cell_XCELL,-0.0387393543052536,0.724835901961865,0.78386231068955
OV (n=303),NK cell activated_CIBERSORT,0.0292575394174691,0.645909944239288,0.717677715821431
OV (n=303),NK cell activated_CIBERSORT-ABS,0.457721872417099,2.68194359949091e-14,1.7514733710961e-13
OV (n=303),NK cell resting_CIBERSORT,0.0740610746289174,0.244268659839924,0.316461421654962
OV (n=303),NK cell resting_CIBERSORT-ABS,0.0819741229350662,0.197331374205237,0.267567965024051
OV (n=303),NK cell_EPIC,0.35593785284228,7.52799934383524e-09,3.16968393424642e-08
OV (n=303),NK cell_MCPCOUNTER,0.596294689798405,2.29092086121538e-25,2.53349527427522e-24
OV (n=303),NK cell_QUANTISEQ,0.127164941203026,0.0449975021732633,0.0795573902875309
OV (n=303),NK cell_XCELL,0.0495574790608302,0.436246300252271,0.505792811886691
PAAD (n=179),NK cell activated_CIBERSORT,-0.211310162247697,0.00553086423040071,0.0122908094008905
PAAD (n=179),NK cell activated_CIBERSORT-ABS,0.308839931762674,3.95809741961302e-05,0.000118373006941698
PAAD (n=179),NK cell resting_CIBERSORT,-0.296186851037051,8.37653726612199e-05,0.000237211674792835
PAAD (n=179),NK cell resting_CIBERSORT-ABS,-0.272824025689857,0.000305957932948282,0.000795531001749559
PAAD (n=179),NK cell_EPIC,-0.0706767070344561,0.358310894846368,0.429436278467557
PAAD (n=179),NK cell_MCPCOUNTER,0.650945946959762,5.53705308629602e-22,5.21134408121978e-21
PAAD (n=179),NK cell_QUANTISEQ,0.142970321074371,0.062116709713537,0.102460552104803
PAAD (n=179),NK cell_XCELL,-0.0818909848416662,0.286967029528679,0.360115488035989
PCPG (n=181),NK cell activated_CIBERSORT,0.0186554488432188,0.810879472429588,0.852646318040042
PCPG (n=181),NK cell activated_CIBERSORT-ABS,0.595897156088392,1.97812061669201e-17,1.71080701984174e-16
PCPG (n=181),NK cell resting_CIBERSORT,-0.176025421443051,0.0228782621619489,0.0449143797044396
PCPG (n=181),NK cell resting_CIBERSORT-ABS,-0.161846195567364,0.0366536233529745,0.068192787633441
PCPG (n=181),NK cell_EPIC,0.019206225994213,0.805405380658192,0.85059314128918
PCPG (n=181),NK cell_MCPCOUNTER,0.380929926680412,3.80379614840316e-07,1.36765704212248e-06
PCPG (n=181),NK cell_QUANTISEQ,0.00125859285340361,0.987120749562341,0.990476828223886
PCPG (n=181),NK cell_XCELL,-0.147051869590955,0.0579100472388956,0.0985702931725882
PRAD (n=498),NK cell activated_CIBERSORT,-0.012653396988262,0.796936833216147,0.847241816043745
PRAD (n=498),NK cell activated_CIBERSORT-ABS,0.532089068379577,8.75306660725316e-32,1.4742006917479e-30
PRAD (n=498),NK cell resting_CIBERSORT,-0.138341469118606,0.00470249295251889,0.0106723244312485
PRAD (n=498),NK cell resting_CIBERSORT-ABS,-0.132858460798479,0.00665409001128428,0.0146848883007653
PRAD (n=498),NK cell_EPIC,0.0927412137978757,0.0587659490319362,0.0994979031228549
PRAD (n=498),NK cell_MCPCOUNTER,0.598492288810184,8.85087863636686e-42,2.17867781818261e-40
PRAD (n=498),NK cell_QUANTISEQ,-0.0744345124126018,0.129593391589059,0.190228831690362
PRAD (n=498),NK cell_XCELL,-0.100869781173586,0.0397435018061197,0.0714489920110018
READ (n=166),NK cell activated_CIBERSORT,-0.0381635670326526,0.7210015180573,0.78386231068955
READ (n=166),NK cell activated_CIBERSORT-ABS,0.252398340894267,0.0163957539368153,0.0338492984501993
READ (n=166),NK cell resting_CIBERSORT,-0.0849909590676955,0.425760741613564,0.499060209949965
READ (n=166),NK cell resting_CIBERSORT-ABS,0.0206316934871287,0.846948036584297,0.879946012035633
READ (n=166),NK cell_EPIC,0.374892221995864,0.000272062822156357,0.00071360740237733
READ (n=166),NK cell_MCPCOUNTER,0.542942139346691,3.22812987774152e-08,1.25975800106986e-07
READ (n=166),NK cell_QUANTISEQ,0.198895704720276,0.0601984168369194,0.100330694728199
READ (n=166),NK cell_XCELL,0.0193384188650641,0.856436058422416,0.886924073447163
SARC (n=260),NK cell activated_CIBERSORT,0.251688220360573,7.02337528735975e-05,0.000202475683959921
SARC (n=260),NK cell activated_CIBERSORT-ABS,0.574320354730172,8.20692160052929e-23,8.20692160052929e-22
SARC (n=260),NK cell resting_CIBERSORT,-0.415403258771448,1.3461260120078e-11,7.42690213521546e-11
SARC (n=260),NK cell resting_CIBERSORT-ABS,-0.379688213922927,8.6990435244642e-10,4.09366754092433e-09
SARC (n=260),NK cell_EPIC,0.169887296739241,0.0078266674723404,0.0170376434772036
SARC (n=260),NK cell_MCPCOUNTER,0.620846631720541,2.13394836607527e-27,2.96897163975689e-26
SARC (n=260),NK cell_QUANTISEQ,-0.132607299923715,0.0384612020384934,0.0704063227744706
SARC (n=260),NK cell_XCELL,-0.0970400884410431,0.130635531191153,0.190882967950543
SKCM (n=471),NK cell activated_CIBERSORT,0.280824400635032,9.94542617290222e-10,4.61237155844741e-09
SKCM (n=471),NK cell activated_CIBERSORT-ABS,0.603085042197325,1.32422407544605e-46,4.23751704142736e-45
SKCM (n=471),NK cell resting_CIBERSORT,-0.361907925617919,1.3727140285548e-15,1.07138655887204e-14
SKCM (n=471),NK cell resting_CIBERSORT-ABS,-0.315062006918065,5.4575071366306e-12,3.17527687949417e-11
SKCM (n=471),NK cell_EPIC,0.134706978451529,0.00391438843968936,0.00901154173165897
SKCM (n=471),NK cell_MCPCOUNTER,0.638587719782501,1.00837612054966e-53,5.37800597626488e-52
SKCM (n=471),NK cell_QUANTISEQ,-0.0532607693265018,0.255842068287286,0.328793019485669
SKCM (n=471),NK cell_XCELL,0.0668539085261656,0.153621413945724,0.221436272354197
SKCM-Metastasis (n=368),NK cell activated_CIBERSORT,0.289935475382358,2.76673413426715e-08,1.10669365370686e-07
SKCM-Metastasis (n=368),NK cell activated_CIBERSORT-ABS,0.586907985148437,3.79166458356335e-34,7.5833291671267e-33
SKCM-Metastasis (n=368),NK cell resting_CIBERSORT,-0.328098765149551,2.49472123643998e-10,1.20956181160726e-09
SKCM-Metastasis (n=368),NK cell resting_CIBERSORT-ABS,-0.28645981036428,4.11048983499978e-08,1.56590088952373e-07
SKCM-Metastasis (n=368),NK cell_EPIC,0.133276360618449,0.01207593709627,0.0257619991387094
SKCM-Metastasis (n=368),NK cell_MCPCOUNTER,0.611722824689555,1.02765610502229e-37,2.34892824005096e-36
SKCM-Metastasis (n=368),NK cell_QUANTISEQ,-0.0900777457100115,0.090598287347091,0.140055323435116
SKCM-Metastasis (n=368),NK cell_XCELL,0.0710512860066435,0.182275943534992,0.250336059790548
SKCM-Primary (n=103),NK cell activated_CIBERSORT,0.424964640544434,8.5088206668224e-06,2.72282261338317e-05
SKCM-Primary (n=103),NK cell activated_CIBERSORT-ABS,0.619207060766507,3.99927278148869e-12,2.36993942606737e-11
SKCM-Primary (n=103),NK cell resting_CIBERSORT,-0.396799403496213,3.64471989589207e-05,0.000110029279875987
SKCM-Primary (n=103),NK cell resting_CIBERSORT-ABS,-0.342763297943844,0.000421033846172104,0.00107784664620059
SKCM-Primary (n=103),NK cell_EPIC,0.308830586427397,0.00158761709989032,0.00381983061627746
SKCM-Primary (n=103),NK cell_MCPCOUNTER,0.694687943233247,5.57565744868276e-16,4.57489841943201e-15
SKCM-Primary (n=103),NK cell_QUANTISEQ,0.0322481682366941,0.747634332192782,0.798223716368578
SKCM-Primary (n=103),NK cell_XCELL,0.00592688618512343,0.952855416215327,0.974165281753689
STAD (n=415),NK cell activated_CIBERSORT,0.0655521088683162,0.202905261851077,0.271672317122781
STAD (n=415),NK cell activated_CIBERSORT-ABS,0.335369626033051,2.04921660012046e-11,1.11143951192974e-10
STAD (n=415),NK cell resting_CIBERSORT,-0.0838286468019921,0.103218200276534,0.155801057021183
STAD (n=415),NK cell resting_CIBERSORT-ABS,-0.0193457320857955,0.707353856810238,0.776723994222393
STAD (n=415),NK cell_EPIC,0.244212473511949,1.49687719074966e-06,5.15054517247195e-06
