cancer,infiltrates,rho,p,adj.p
ACC (n=79),Neutrophil_CIBERSORT,0.151164673988555,0.201739974295194,0.357154473011492
ACC (n=79),Neutrophil_CIBERSORT-ABS,0.152483092835345,0.197789194093687,0.357154473011492
ACC (n=79),Neutrophil_MCPCOUNTER,0.243827933317907,0.0376359969073596,0.0908586187965549
ACC (n=79),Neutrophil_QUANTISEQ,0.17029948945588,0.149734008918291,0.281056185861432
ACC (n=79),Neutrophil_TIMER,0.106380024610182,0.370376076290084,0.540749839494954
ACC (n=79),Neutrophil_XCELL,0.0725066938715806,0.542121333958858,0.691305574563316
BLCA (n=408),Neutrophil_CIBERSORT,-0.107051114603408,0.0401199770957447,0.0958867452588298
BLCA (n=408),Neutrophil_CIBERSORT-ABS,-0.0844404057946598,0.105829403640102,0.212548129999868
BLCA (n=408),Neutrophil_MCPCOUNTER,0.0496388460555713,0.34232362081623,0.521116849522796
BLCA (n=408),Neutrophil_QUANTISEQ,0.257508498405712,5.50656324621769e-07,4.24538263176138e-06
BLCA (n=408),Neutrophil_TIMER,0.12139685814972,0.0198328832384009,0.0538643078861115
BLCA (n=408),Neutrophil_XCELL,-0.050464141842135,0.33434856887682,0.515543922332645
BRCA (n=1100),Neutrophil_CIBERSORT,-0.0979011809714263,0.00200057046593975,0.00758946573586668
BRCA (n=1100),Neutrophil_CIBERSORT-ABS,-0.0723874093303174,0.0224694941921905,0.0598620115018608
BRCA (n=1100),Neutrophil_MCPCOUNTER,-0.0739433136790745,0.0197256185128805,0.0538643078861115
BRCA (n=1100),Neutrophil_QUANTISEQ,0.117952278852849,0.000193687760304941,0.000964403639851685
BRCA (n=1100),Neutrophil_TIMER,0.614141191037263,4.18868934493673e-104,1.00109675343988e-101
BRCA (n=1100),Neutrophil_XCELL,0.0203757717635232,0.521093413986028,0.673196356446814
BRCA-Basal (n=191),Neutrophil_CIBERSORT,-0.055723709600486,0.465197126034182,0.630689872642188
BRCA-Basal (n=191),Neutrophil_CIBERSORT-ABS,-0.02781488515047,0.715611982269596,0.825295163763452
BRCA-Basal (n=191),Neutrophil_MCPCOUNTER,0.172872146287721,0.0225421800634622,0.0598620115018608
BRCA-Basal (n=191),Neutrophil_QUANTISEQ,0.106568588114408,0.161635261603263,0.299463779249457
BRCA-Basal (n=191),Neutrophil_TIMER,0.501711931064723,1.76088985157821e-12,1.75355281052997e-11
BRCA-Basal (n=191),Neutrophil_XCELL,-0.0575360369742391,0.4507849213082,0.61824490452475
BRCA-Her2 (n=82),Neutrophil_CIBERSORT,0.00687520461055463,0.95429211761397,0.969301611841555
