cancer,infiltrates,rho,p,adj.p
ACC (n=79),T cell regulatory (Tregs)_CIBERSORT,-0.183878620025197,0.119410170199589,0.166135888973341
ACC (n=79),T cell regulatory (Tregs)_CIBERSORT-ABS,-0.133872574302191,0.258831440976562,0.328674845684523
ACC (n=79),T cell regulatory (Tregs)_QUANTISEQ,0.280114517332213,0.0163835878195177,0.0264785257689175
ACC (n=79),T cell regulatory (Tregs)_XCELL,0.149289992699527,0.207454131826114,0.274319513158497
BLCA (n=408),T cell regulatory (Tregs)_CIBERSORT,0.16226117709749,0.00179115491301279,0.0035380837787907
BLCA (n=408),T cell regulatory (Tregs)_CIBERSORT-ABS,0.220932726407735,1.89624890868273e-05,5.05666375648727e-05
BLCA (n=408),T cell regulatory (Tregs)_QUANTISEQ,0.205593795754243,7.09495502146141e-05,0.000169431761706541
BLCA (n=408),T cell regulatory (Tregs)_XCELL,0.127187637599913,0.0146262091925241,0.0238795252122843
BRCA (n=1100),T cell regulatory (Tregs)_CIBERSORT,0.0863547139986541,0.00644504915840667,0.0115458597642762
BRCA (n=1100),T cell regulatory (Tregs)_CIBERSORT-ABS,0.290019727718832,1.02437566761692e-20,1.09266737879138e-19
BRCA (n=1100),T cell regulatory (Tregs)_QUANTISEQ,0.550223527973149,9.63828245669194e-80,7.71062596535355e-78
BRCA (n=1100),T cell regulatory (Tregs)_XCELL,0.202316155667718,1.21671916093201e-10,5.78559259671396e-10
BRCA-Basal (n=191),T cell regulatory (Tregs)_CIBERSORT,-0.0283429793760897,0.710451771335562,0.752796578898609
BRCA-Basal (n=191),T cell regulatory (Tregs)_CIBERSORT-ABS,0.173542607583354,0.0220161387158872,0.0348770514311084
BRCA-Basal (n=191),T cell regulatory (Tregs)_QUANTISEQ,0.681207328747786,4.49339061955512e-25,5.53032691637553e-24
BRCA-Basal (n=191),T cell regulatory (Tregs)_XCELL,0.162561169623372,0.0321010840809366,0.0498657616791248
BRCA-Her2 (n=82),T cell regulatory (Tregs)_CIBERSORT,0.0759345505580418,0.526103216625093,0.592792356760668
BRCA-Her2 (n=82),T cell regulatory (Tregs)_CIBERSORT-ABS,0.276389417481316,0.0187644739243936,0.0300231582790298
BRCA-Her2 (n=82),T cell regulatory (Tregs)_QUANTISEQ,0.563600929813373,2.5414275302326e-07,8.83974793124384e-07
BRCA-Her2 (n=82),T cell regulatory (Tregs)_XCELL,0.100291017384714,0.401907130090549,0.472831917753587
BRCA-LumA (n=568),T cell regulatory (Tregs)_CIBERSORT,0.108659701385606,0.0134356704352499,0.0221619306148452
BRCA-LumA (n=568),T cell regulatory (Tregs)_CIBERSORT-ABS,0.269197221664911,4.93051548596772e-10,2.25394993644239e-09
BRCA-LumA (n=568),T cell regulatory (Tregs)_QUANTISEQ,0.525498246251176,4.81764412391848e-38,1.1011757997528e-36
BRCA-LumA (n=568),T cell regulatory (Tregs)_XCELL,0.185147694232993,2.27221751321903e-05,5.77071114468326e-05
BRCA-LumB (n=219),T cell regulatory (Tregs)_CIBERSORT,-0.0625271804927485,0.388914351099567,0.460935527229117
BRCA-LumB (n=219),T cell regulatory (Tregs)_CIBERSORT-ABS,0.247691633666832,0.000532525623350406,0.00115140675319007
BRCA-LumB (n=219),T cell regulatory (Tregs)_QUANTISEQ,0.485090955097702,1.00009732738519e-12,6.40062289526523e-12
BRCA-LumB (n=219),T cell regulatory (Tregs)_XCELL,0.295608774823072,3.14449210031139e-05,7.62301115227005e-05
CESC (n=306),T cell regulatory (Tregs)_CIBERSORT,0.0386424533680349,0.521867364017768,0.592189916615906
CESC (n=306),T cell regulatory (Tregs)_CIBERSORT-ABS,0.287537924862836,1.13238605190562e-06,3.55258369225292e-06
CESC (n=306),T cell regulatory (Tregs)_QUANTISEQ,0.397965382757149,5.99479208417972e-12,3.55246938321761e-11
CESC (n=306),T cell regulatory (Tregs)_XCELL,0.2278447362144,0.000130570645771992,0.000296275768634791
CHOL (n=36),T cell regulatory (Tregs)_CIBERSORT,0.303741001004161,0.0760842394685197,0.109670975810479
CHOL (n=36),T cell regulatory (Tregs)_CIBERSORT-ABS,0.667466932560194,1.18811254938749e-05,3.22200013393216e-05
CHOL (n=36),T cell regulatory (Tregs)_QUANTISEQ,0.557704968829209,0.000500030572615735,0.00109595741943175
CHOL (n=36),T cell regulatory (Tregs)_XCELL,0.141931258920995,0.416039582446733,0.485885643733411
COAD (n=458),T cell regulatory (Tregs)_CIBERSORT,-0.0944342821905185,0.118199522786549,0.16589406706884
COAD (n=458),T cell regulatory (Tregs)_CIBERSORT-ABS,0.296038887326238,5.75098238005316e-07,1.87787179756838e-06
COAD (n=458),T cell regulatory (Tregs)_QUANTISEQ,0.650593435861835,1.74016531671375e-34,3.4803306334275e-33
COAD (n=458),T cell regulatory (Tregs)_XCELL,0.252989586006073,2.18092227069195e-05,5.62818650501149e-05
DLBC (n=48),T cell regulatory (Tregs)_CIBERSORT,0.113526490074172,0.479731957175639,0.548265093915016
DLBC (n=48),T cell regulatory (Tregs)_CIBERSORT-ABS,0.148591975658441,0.353827735807452,0.422480878576062
DLBC (n=48),T cell regulatory (Tregs)_QUANTISEQ,0.524251268964125,0.000434473262235226,0.000965496138300502
DLBC (n=48),T cell regulatory (Tregs)_XCELL,0.418309858742296,0.00649454611740536,0.0115458597642762
ESCA (n=185),T cell regulatory (Tregs)_CIBERSORT,0.0717263071343508,0.338648877844406,0.407397146278985
ESCA (n=185),T cell regulatory (Tregs)_CIBERSORT-ABS,0.310903806374757,2.15776012225608e-05,5.62818650501149e-05
ESCA (n=185),T cell regulatory (Tregs)_QUANTISEQ,0.673519099837587,3.81401958061382e-25,5.08535944081842e-24
ESCA (n=185),T cell regulatory (Tregs)_XCELL,0.155120690852928,0.0375928718639346,0.0578351874829763
GBM (n=153),T cell regulatory (Tregs)_CIBERSORT,0.0121744163306272,0.887713949783522,0.902877698508102
GBM (n=153),T cell regulatory (Tregs)_CIBERSORT-ABS,0.0850951567480945,0.322818829373499,0.396686576909173
GBM (n=153),T cell regulatory (Tregs)_QUANTISEQ,-0.0944227467268787,0.272415189502352,0.34051898687794
GBM (n=153),T cell regulatory (Tregs)_XCELL,0.0161499749398981,0.851416950405095,0.873248154261636
HNSC (n=522),T cell regulatory (Tregs)_CIBERSORT,0.267056683827728,1.76389461296842e-09,7.62765238040396e-09
HNSC (n=522),T cell regulatory (Tregs)_CIBERSORT-ABS,0.488662463785288,6.81239959352894e-31,1.21109326107181e-29
HNSC (n=522),T cell regulatory (Tregs)_QUANTISEQ,0.74956222470989,7.5908163996148e-90,1.21453062393837e-87
HNSC (n=522),T cell regulatory (Tregs)_XCELL,0.258433276238178,5.99670389341259e-09,2.39868155736504e-08
HNSC-HPV- (n=422),T cell regulatory (Tregs)_CIBERSORT,0.190232124784421,0.000129322203269217,0.000296275768634791
HNSC-HPV- (n=422),T cell regulatory (Tregs)_CIBERSORT-ABS,0.429268255357333,2.30104876024583e-19,2.16569295081961e-18
