	T112	T113	T123	T125	T127	T131	T135	T137	T141	T145	T147	T161	T171	T187	T191	T195	T217	T221	T231	T257	T261	T267	T271	T277	T311	T313	T331	T341	T343	T351	T353	T357	T361	T365	T367	T375	T383	T385	T387	T391	T393	T395	T413	T421	T423	T425	T427	T431	T433	T435	T443	T445	T451	T455	T463	T465	T467	T211	T223	T227	T283	T285	T327	T355	T363	T411	T415	T461	T471	T473	T477	T481	T483	T487	T491	T493	T497	T513	T515	T517	T523	T525	T527	T533	T537	T545	T553	T557	T563	T567	T571	T573	T615	T617	T627	T635	T641	T647	T661	T663	T665	T671	T685	T695	T713	T715	T721	T724	T727	T737	T741	T743	T745	T755	T777	T785	T813	T815	T817	T823	T851	T857	T861	T863	T865	T867	T873	T877	T881	T883	T911	T913	T915	T917	T921	T923	T925	T937	T943	T951	T953	T955	T957	T963	T965	T967	T975	T977	T981	T983	T1013	T1015	T1021	T1025	T1027	T1031	T1041	T1043	T1045	N112	N113	N123	N125	N127	N131	N135	N137	N141	N145	N147	N161	N171	N187	N191	N195	N217	N221	N231	N257	N261	N267	N271	N277	N311	N313	N331	N341	N343	N351	N353	N357	N361	N365	N367	N375	N383	N385	N387	N391	N393	N395	N413	N421	N423	N425	N427	N431	N433	N435	N443	N445	N451	N455	N463	N465	N467	N211	N223	N227	N283	N285	N327	N355	N363	N411	N415	N461	N471	N473	N477	N481	N483	N487	N491	N493	N497	N513	N515	N517	N523	N525	N527	N533	N537	N545	N553	N557	N563	N567	N571	N573	N615	N617	N627	N635	N641	N647	N661	N663	N665	N671	N685	N695	N713	N715	N721	N724	N727	N737	N741	N743	N745	N755	N777	N785	N813	N815	N817	N823	N851	N857	N861	N863	N865	N867	N873	N877	N881	N883	N911	N913	N915	N917	N921	N923	N925	N937	N943	N951	N953	N955	N957	N963	N965	N967	N975	N977	N981	N983	N1013	N1015	N1021	N1025	N1027	N1031	N1041	N1043	N1045
TK2	0.136583164	0.491314538	-0.166270346	-0.031278291	-0.187934247	-1.036298463	-0.433507739	0.280166465	-0.530938086	0.267066115	-0.077976768	-0.110843404	0.38501707	0.179865774	-0.009719792	-0.296489132	0.205873743	-0.203514445	0.034135172	-0.504756906	0.321260077	-0.354386142	-0.861168824	-0.711899002	-0.210154231	-0.317831778	-1.012609862	-0.318005401	-0.325313186	-1.086996491	-0.37748967	-0.8840485	0.059733331	0.487782299	-0.768751879	-0.465236191	0.22578951	-1.131517187	-0.376346522	-0.917869721	-0.388288141	-0.509244723	-0.341483164	-0.077373187	-0.346442326	-0.933663987	-0.576021413	-0.570809	-0.087125754	-0.87106313	-0.139772291	0.161983699	0.37011105	-0.143154394	-0.686485021	0.12388361	-0.338700878	-0.58564828	-0.540227147	-0.683548314	-0.28570005	-1.166222217	0.266985843	-0.498337744	-0.415483888	-0.72292785	0.117472929	-0.277162736	-0.92073444	-0.658292872	0.359228142	0.133749653	-0.142924889	0.094686321	0.117932725	-0.625558763	-0.906254998	0.719810043	-0.050596441	-0.447285434	-0.229669459	-0.536765301	-0.096677515	-0.665729619	-0.325329315	-0.574460166	0.157349486	0.188907558	-0.915465997	-0.64250137	-1.15947833	-1.2908256	-0.014452711	-0.53643946	1.743718891	0.609103422	-0.394635415	-1.397077623	-1.046591102	-1.598969508	-1.271381547	-1.945833138	0.721745483	-0.804354496	-0.621999803	0.817527968	0.012692668	-0.418466159	-0.645849855	-0.841715975	0.696451329	-1.92426368	0.519859462	0.782579666	0.412809994	0.474094147	0.354431059	-0.937771355	-0.597939147	-0.291086403	0.110738925	0.164378263	0.231651075	0.049636357	-0.493178808	0.310756636	0.400852618	-1.111395101	-0.594358596	-0.279695484	0.956447593	0.042434368	0.56348675	-0.326791191	-0.116999929	-0.444079455	0.629585385	0.533648251	-0.309597881	-0.464448266	-0.715775693	0.406158469	-0.638825907	-0.231162797	-1.633055903	-0.494451833	-0.360981247	0.171895239	0.405744214	-0.820580618	-0.378106631	0.352740589	-1.085765033	-0.621234566	0.143693172	-0.627580947	0.992099595	0.106473794	0.817359507	0.305237831	0.56906796	0.546374186	0.106754945	0.61663117	0.157605467	0.095474393	0.100604423	0.31350053	0.039878381	0.179909804	0.202607952	0.282246501	0.276746134	0.125891003	0.363427048	0.612779083	0.380752852	0.169845924	0.207404071	0.111855476	0.12100817	-0.023900264	0.282988809	0.018458548	-0.004531854	0.284098101	0.521279187	0.605793454	0.260039247	-0.013888192	0.286893886	-0.211292512	-0.095245866	0.186013534	0.134531745	-0.157178462	-0.186480046	-0.543970581	0.074265045	-0.395538794	-0.178770813	0.022812674	0.038618597	-0.046741859	0.232915663	-0.002126764	-0.41382863	0.117554912	0.17021321	-0.307126625	-0.134505003	0.758030025	-0.266731756	-0.050579171	-0.029101912	0.096059408	0.086991307	0.205939135	0.097876918	0.124842368	0.270982274	0.177396924	0.048347358	-0.082701273	0.225015822	0.132926329	0.31500516	0.106226726	0.256439123	-0.073908909	0.015341558	0.276815119	0.080366561	0.488417116	-0.078377813	-0.169310797	0.261420926	-0.003980116	0.408435808	0.480372603	0.400185363	0.347496477	0.561369512	0.715621619	0.426966564	0.786360275	-0.225326758	-0.384766485	-0.269414315	-0.36826959	-0.113893754	0.304984009	0.23884238	0.153427619	0.377186277	0.167437094	-0.688953629	-0.455691653	-0.73932105	-0.943350038	-0.709310952	0.287087345	0.173156077	0.217780234	0.071830313	0.016655708	0.075253262	0.296122714	0.233205495	0.245280929	0.185186134	0.43818432	0.378794077	0.511159213	0.408020518	0.027262015	0.092325211	0.248429703	0.378153816	0.18375139	0.208992474	-0.05746372	-0.086908272	-0.111196232	0.104380569	0.206344172	0.42421019	-0.328682856	-0.564803974	-0.717951621	0.331614471	-0.049530499	0.13484805	0.205762911	0.336690061	-0.205985075	0.152888054	0.176446259	0.573749329	0.112153303	0.19844515	-0.268528777	-0.052687861	0.209563041	0.178177142	-0.016871348	-0.043680066	0.262434922	0.226289329	0.140546735	0.234582213	0.156953775	0.35067372	0.507921976	0.157825624	0.148600438	0.099682961	0.04056875
NDUFS8	0.621986805	0.091643891	-0.539517165	-0.364147521	0.148961833	-0.321398532	0.566441331	-0.2665235	-0.107401327	0.751908366	-0.12629352	0.347760937	0.552065825	-0.202898397	0.140476447	0.340788061	0.087053928	0.090814553	0.407595653	-0.333561409	-0.371671381	0.387793221	-0.255116572	-0.199591853	-0.843988171	0.04451346	-0.370475713	0.053709336	-0.200423004	-0.116394175	0.106499173	0.566834239	0.190199234	0.095992818	0.104139915	-0.133900882	-0.132559282	-0.285859882	0.342060374	-0.094918589	0.963826265	0.169961117	-0.434536622	-0.68785586	0.596835909	-1.021096057	-0.265489666	0.586862093	-0.044988898	0.188238519	0.17060912	-0.123917323	1.168505717	-0.330131598	-0.060399036	0.651543098	-0.448249932	-0.47863553	0.073190393	0.093469708	-0.444497805	-0.06509899	0.406347946	0.100692503	-0.129617179	0.368395009	-0.086097982	-0.050807251	-0.301047553	0.58310112	0.262650031	-0.368758421	0.449617019	0.252535548	0.439252308	0.069826013	0.195883256	-0.030931035	-0.410671879	-0.529025366	-0.255915577	-0.486568307	-0.660623565	-0.824901868	-0.717503142	-1.295476615	-0.785839124	0.182192491	-0.096760976	0.261704781	0.666144811	-0.322741111	-0.065506217	-0.070586782	0.365380739	-0.163497576	-0.327439276	-0.07313512	-0.716642565	0.183023895	-0.324085812	-0.803104874	-0.26680519	0.145096843	0.48489113	0.092690699	0.112161486	-0.478036992	-0.766473685	-0.639307395	-0.00049811	-0.108266373	-0.03998861	0.701422241	-0.626397833	-0.377305082	-0.753193772	-0.253071299	-0.341156746	0.379217883	-0.349943147	-0.321444646	0.671510973	-0.535836826	-0.212664869	0.078473654	-0.140899841	-0.707811166	-0.468429936	-0.443054075	0.62632692	0.269464217	0.668586595	-0.98395719	-0.190208864	-0.155874135	-0.387726555	-0.495384337	-0.447791908	-0.147039831	-0.424408566	0.049306817	-0.256133424	-0.214683101	-0.107040453	-0.400379958	-0.434153447	0.133001619	0.5220299	-0.569967781	-0.183188923	0.136627009	-0.031202032	-0.274273088	-0.110033863	0.040793923	0.730235169	0.843685847	-0.387805645	0.371457675	0.499990163	0.160661224	0.309384146	0.591658435	0.862295276	0.639319448	0.71580792	-0.002835695	0.448276418	0.687585315	0.825550397	0.620758321	0.491322657	0.086876717	0.486695123	0.169489404	0.474314483	0.373003931	0.310033133	0.169624968	-0.112077173	0.172876947	0.707060498	0.47530823	0.677361647	0.029849991	0.519713466	0.520824129	0.259598118	0.257795906	0.669459017	0.385930441	0.578967223	0.427169471	0.552822737	0.112307292	0.385489118	0.817411356	0.452899696	0.598760988	0.657234499	0.183388283	0.343323629	0.147181732	0.58003247	-0.045705532	0.563251535	0.443108305	0.555849461	0.29088119	0.407685175	0.857748081	0.398737222	0.704990833	0.630575076	0.464055692	0.0365279	-0.302214431	-0.153269239	-0.116864619	-0.248813845	0.076647114	0.284702094	-0.038235349	0.008540246	-0.023064019	0.382005617	0.114042415	0.125195809	-0.205147152	0.227193461	0.389613222	0.193429003	0.106111613	0.255227422	-0.111879568	0.52349206	0.151826047	0.169703579	0.051643219	0.250698741	0.1026997	-0.462126638	-0.538479148	-0.328554674	-0.428726955	0.22917694	0.627211314	0.301387419	0.450091711	0.27903961	0.263509383	-0.005079092	0.22893333	0.210290105	0.340027612	0.634441151	0.24258362	0.476838063	0.439807502	0.069190523	0.351973725	0.422916573	0.422449398	0.386223498	0.516236178	0.428171721	0.429039758	0.390103216	0.386458291	-0.491312458	0.56502911	-0.034642702	-0.174808869	-0.164286154	-0.89035258	0.077746808	0.128907089	0.123403504	0.082972857	0.144636989	-0.24227297	0.211611215	0.229181925	-0.056139485	0.096535602	0.282025771	-0.124335163	-0.23302258	0.388842115	0.56988959	-0.149734457	-0.123289356	0.191090684	-0.186695451	0.093723412	0.047447901	0.4069795	0.3174943	0.165363462	0.025465198	-0.038396108	-0.065806907	-0.341019062	-0.128518837	-0.345763642	0.052123134	0.2541338	0.387502944	0.477048862	0.188394368	0.388651838	0.057349244	0.385505311	0.399422003	0.117905367	0.118625124	0.359360706
ATOX1	-0.102978497	-0.185142191	0.36217495	-1.040648735	0.202541531	0.059092047	-0.909850607	0.112950321	-0.149073245	-0.665030628	0.308722778	-0.604960957	-0.764389855	-0.512491361	-1.026541217	-1.201760261	-0.503915685	0.608226054	0.056335666	-0.741685268	1.24006991	0.119266159	-0.023786655	0.734782304	0.197064921	-0.22872931	-0.738816852	-0.250564779	-1.060266254	-0.87687827	-0.316316959	-0.085043569	-0.638236549	-0.137624196	-1.027191174	-0.652003684	-0.565539841	-0.986719797	-0.378836304	-0.443272531	-0.371522958	-0.813570306	-0.978980028	-1.130477904	-0.205604933	-0.863622692	-0.918514949	0.181937883	-0.099796667	0.117664335	-0.409420199	-0.435891022	0.218309682	-0.208046993	-0.919143686	0.198452099	-1.020111438	0.062189069	0.466609902	-0.057061085	0.010906064	-0.186724145	0.25520086	0.415683842	0.498205749	0.622978629	0.082746974	0.383616598	1.179653071	1.524037164	0.647029768	-0.168288984	0.831346027	0.122323881	-0.240691183	0.639678664	0.029864529	0.601484995	1.019522361	0.371877518	0.156028289	0.290612823	1.328480654	0.288706721	-0.289234817	-0.039212125	1.050239338	1.559293741	-0.244468683	-0.674633167	0.704638049	0.079755273	-0.803639664	0.599058284	-0.51972403	0.312090731	0.705906434	0.851821908	-0.781340138	-0.743178865	-0.753802066	-1.50272273	0.487351031	0.396541986	0.505108127	0.943460093	0.765153002	-0.149221559	-0.01687568	0.58194588	1.130564981	0.016177267	1.063036955	1.023636939	0.526149834	0.496925467	-0.129760979	-0.83118316	0.259153997	0.36354938	-0.001849922	-0.014681665	1.894279688	0.350317569	0.517043828	0.76978633	0.113720147	0.101662134	0.495834094	0.917322433	1.22643747	0.045784044	1.765730106	-0.996098019	1.164543578	0.795409115	1.039171162	0.443297947	-0.513771726	1.120580603	-0.193208735	-0.031282271	0.464370897	0.370165596	0.631812135	0.281341169	0.62610659	1.267685716	0.49772077	-0.193511236	1.246268503	-0.331810276	1.623217751	0.301342897	1.022332538	1.123305319	2.444925209	0.71267541	0.516224842	-0.266662442	-0.229166261	-0.342620113	-0.473233396	0.318660435	-0.809127752	-0.928462878	-0.900599882	-0.179517938	-0.744736135	-1.509832995	-1.420429937	-1.49952134	-1.079883281	-1.034141671	-1.16173819	-0.62119002	-0.686469418	-0.833445628	-0.771919084	-1.016834959	-0.576889393	-0.777675815	-0.201030769	-0.187193779	-0.654611321	-0.44300411	-0.550834808	-0.553262947	-0.858194934	-1.028840022	-0.831386373	-0.562443781	-0.17733361	-0.385624851	-0.225016847	-0.572592515	-0.482468242	-0.245843628	-0.326862555	-0.338052221	-0.258500842	-0.853176407	-0.909763666	-0.83615509	-0.832253966	-0.762567779	-1.537554308	-0.617027077	-1.014235788	-1.07101247	-1.362787569	-0.733567309	-1.038498377	-0.996098833	-0.736879304	-1.048642082	-0.490204254	-0.03802674	-0.417109611	-0.256854263	-0.351836023	0.111313317	0.11021204	-0.045052425	-0.015052921	0.092826607	-0.105213608	-0.176201527	-0.065352904	-0.251286003	-0.36449741	-0.397504758	-0.586641068	0.09743026	-0.408238426	-0.192396236	-0.744714452	0.232363809	-0.178630156	-0.241811547	-0.301265155	-0.456297065	-0.320581114	0.309079505	-0.071283706	-0.090732692	-0.584932587	-1.330851433	-0.951037345	-0.869569982	-1.231346098	-0.930266037	-0.887427092	-1.077340312	-1.107185227	-0.970195546	-0.707786771	-0.619342053	-0.733223702	-0.863515376	-0.933187345	0.073511875	-0.267500966	-0.27602383	0.086770132	-0.656762761	-0.428178532	-0.432034377	-0.086700666	-0.177515454	0.247785099	0.258030678	0.395090595	-0.025056995	0.065670676	0.113711943	-0.461618746	-0.814738067	-0.527425155	-0.117471367	-0.300910254	-0.251969038	-0.233564776	-0.304006046	-0.146805646	-0.201643079	0.118896624	-0.89246409	-1.301187672	-1.732711043	-0.04216831	-0.00420045	-0.448628803	-0.465858233	0.234345751	-0.659064326	0.058630794	-0.175770201	-0.048914142	0.259874201	-0.18831583	-0.135634142	-0.812979228	0.242610684	0.043251885	-0.506871573	-0.290186208	-0.243479513	-0.180798015	-0.111415031	-0.045193653	0.154768906	-0.306523341	0.192830556	-0.212074253	-1.625024258	-0.525947836	-0.613872568
PGRMC1	0.762654301	0.145151675	-0.099812485	-0.439704161	0.348165871	-1.07681282	-1.126701402	0.322697005	-0.374221776	-0.542777841	0.57097032	0.175283263	0.230281711	-0.446331666	-0.935800443	-0.55268396	-0.955515514	-1.98256203	0.081736256	0.108126149	1.506473296	-0.69419243	-0.839147533	-0.099064056	-1.832793937	-0.342609496	-2.03084966	0.772079597	-0.481272679	-0.451729817	-0.070517727	0.346098148	0.042189109	-0.35753207	-1.075968383	-0.553332131	-0.521069562	-2.342773082	-1.039966949	-1.167784087	-0.256928351	-2.084625644	-1.107996705	-0.027247835	0.361305597	-1.049389362	-1.052030439	0.55380839	0.984132361	0.829395666	0.128629178	1.038838785	-0.283775181	-0.464117179	-0.195122669	-0.10717188	-0.760284862	-1.829578198	-1.670267571	-0.819841686	-0.814665185	-1.237146617	0.152674555	-0.472070367	-0.382778555	1.026968001	0.012082985	-0.687373846	-0.770104719	-0.019522963	0.020503169	1.193203299	-0.14053032	-0.46806677	-0.557048452	-0.470499504	-0.63140014	-0.265249593	0.159750892	-0.788557945	0.15098702	-1.003594714	1.180042321	-0.163653272	-0.878187302	-1.278668457	-0.096722062	-0.310430486	-0.295312849	-0.962111862	0.537791104	-1.234816498	0.132098414	-0.185409297	0.490286092	0.019279216	-0.53848692	1.013538936	-1.761334065	-0.462397432	-0.882731621	-1.428677709	-0.018151397	1.089565398	-0.5513172	-0.481457339	0.308725215	-1.001982601	0.557307487	-0.500002848	0.321810511	-1.512894796	0.412539578	0.41508836	0.153957268	0.318834246	0.191355045	-1.667028073	-1.942502969	-0.857353219	-0.356894711	1.585721237	-0.410517654	1.082012532	-0.678923248	0.117074471	0.447098495	-1.172226367	-0.638258607	-0.642912357	-0.157221713	-0.380502121	-0.314084806	-1.209241085	-0.483488793	-0.807001022	-0.929813322	-0.568550355	-0.823134649	-1.17900357	-0.432002674	0.673701308	-1.511696212	-0.138735619	-1.66912978	-1.652940208	-1.640607662	0.486999871	-0.641761169	-1.164509506	0.555995027	-1.113910399	-0.516782458	-0.980169914	1.34610455	-1.52944038	-0.649924621	0.444393932	0.428870127	0.300290263	0.498859189	-0.050896463	0.151695268	0.318581084	0.583261815	0.229121095	0.07953555	0.064027236	-0.060091647	0.412441208	0.145763497	0.401856725	-0.371867658	-0.75787597	0.549144088	0.250010029	-0.076772979	0.312588821	0.411326453	0.142207104	0.205817652	0.166763598	0.217435794	-0.212997915	0.46476052	0.265275756	0.907277182	0.30788332	0.330675477	0.453471632	0.347753672	0.38557662	0.150481656	0.165895718	0.567927785	0.320054911	-0.057944566	0.572754132	0.361098254	0.444841355	-0.055208074	0.345330931	0.391268271	0.235470024	0.620565059	-0.194655316	0.371422016	0.012206468	0.264022071	0.02299779	0.121066494	0.363591017	0.180929764	0.205204911	0.423682669	0.237702408	0.170094544	-0.180940874	0.259539001	0.170490473	-0.236309574	0.288176301	0.547028442	0.087278752	0.325495823	-0.176548806	0.260197442	0.174754143	0.041732035	0.229841973	0.28281258	0.396520343	0.496901553	-0.116626136	0.0910612	-0.131695947	0.288373595	0.16150742	0.05487714	-0.055162965	0.197962564	0.08509604	0.393711201	0.145701804	0.289713257	0.340889777	0.179617749	0.253250245	0.58018832	0.423635107	-0.231905369	0.666502418	0.395980283	0.099846778	0.571849471	0.250423767	0.514817664	0.223916216	0.136498767	0.192859009	0.430880825	0.10616071	0.172562028	0.678691752	0.132532117	0.357362532	0.772132179	0.467356062	0.378101316	0.397084162	0.498407768	0.280812342	0.322519493	0.108016619	0.078281859	-0.387975119	-0.147527389	0.352858994	0.041836755	0.016111449	-0.061004489	0.471529683	0.232919966	0.526701257	0.18004998	-0.012564868	0.466522224	0.645128759	0.137717893	0.178900899	0.079398731	-0.171722155	0.130572074	0.334221471	0.274266162	0.15672842	0.29916963	0.405430621	0.157338486	0.548849034	0.110805122	-0.138233558	0.281095443	-0.044527682	0.026439063	-0.051187414	-0.045898895	0.048541214	-0.040686514	0.464564576	-0.079588275	0.681614746	0.443890121	0.300497424	0.622026011	-0.015656664	0.355900744	0.460618917
PIK3CD	-0.919937623	-0.012481968	-1.140208393	0.066977554	-0.877354688	-1.022793027	-0.289429722	-0.383547402	0.137459887	-0.092094048	-1.018512962	-0.487765402	-1.306538883	-0.109751298	0.275824655	0.530968386	0.628685228	-0.404173013	-0.934805769	-1.355724314	-0.001858859	-0.385314716	-0.11789953	-0.394967173	0.705216399	-1.113439025	-0.39875099	-0.316213813	0.396282226	-0.354584583	-0.132215704	-0.53606738	-0.454894547	0.203611351	0.09280966	-0.048210776	0.354003333	0.366992404	0.079762826	0.318575197	-0.639820937	0.089647591	-0.07389493	0.438063605	0.206575649	-0.463699604	-0.168207858	-0.587323632	-0.293151248	-0.924795992	-0.504671839	-0.771769124	0.045675999	0.654869467	-0.089425748	-1.005971418	0.77229025	0.722201395	0.165533535	-0.402706434	0.412052426	-0.751911952	-0.599927815	-0.237162452	-0.243737908	-0.881391981	0.377175071	-0.057470581	0.253301845	-1.359425119	-0.616793318	0.059814954	-1.094753938	-0.742557582	-0.053466752	-0.678207479	-0.656121691	-0.532900849	-0.9351293	-0.453633409	-1.282775194	-0.474739953	-0.987945764	-1.169148303	-0.6947586	-0.37677788	-0.493404986	-1.022497266	-0.39164491	-0.996388895	-1.749744402	0.439350133	-0.72246746	0.089540014	-0.331723205	-2.020191395	-0.894712242	-1.449231305	-0.373800656	0.795739902	0.879483166	1.08971247	-0.689956086	-0.559199773	0.361394776	-0.414889211	0.730623442	0.81614237	-0.91840684	-0.745858639	-0.414207679	-1.543612377	-1.766830952	-0.502326102	-1.558924628	-0.580680059	0.126533153	0.211541273	-0.050347146	0.443955324	0.24175433	0.263206679	0.479701311	0.661640674	-0.695111243	-0.16521509	-0.475475253	0.008182197	0.257151964	-0.047801541	-1.085405634	0.085670827	-0.314091119	0.70428203	-0.555220193	-0.576589436	0.304592016	-0.466948916	0.73480979	-0.515818472	-0.247765981	0.17874366	-1.394689809	0.259132993	-1.179838719	-0.621824772	0.180192849	-1.020806175	-1.539530194	-0.745536868	-1.558157866	-0.074881155	-0.849497259	-0.780042702	-0.67847841	0.517819283	-0.931093161	-0.074856839	-0.173709816	0.234728477	0.355320646	0.392327191	0.757678951	-0.438298925	-0.124464488	0.2504792	0.490542536	0.339214053	0.64028078	-0.291785586	-0.192575466	-0.127585465	0.734278808	1.06401802	0.004188339	0.305869468	-0.16346681	0.307337576	0.42243192	0.935819493	0.295393763	0.999422004	0.301915484	0.515563842	0.179288309	0.465579438	0.113834617	0.274268871	0.423309528	0.230312508	0.238146017	0.48698001	0.676663487	0.554835067	0.087344273	0.735955621	0.39350028	0.27406898	0.394898542	0.378508872	0.348141736	0.865783177	0.683291309	0.54750726	0.50862867	0.917285282	0.654930126	1.009276801	0.033300507	0.686703661	0.380027481	0.048067121	0.088500454	-0.16092381	-0.149294775	0.196539684	0.380209138	0.477955384	-0.00280285	0.23224481	0.366455611	0.202073677	0.125564625	0.097302401	0.132451891	0.101721762	0.114943485	0.747698527	0.257740041	0.81979157	0.399486433	0.052562175	0.456566889	0.354131922	0.761132545	2.390575093	-0.12717321	0.01247283	-0.026538563	0.04640361	-0.143618371	0.050498665	-0.319963068	0.639065902	-0.113499156	-0.18067037	0.528295095	0.39606434	0.539637138	-0.252700909	0.899526853	0.157232679	0.180198467	0.613126796	-0.22319123	0.290205948	0.438298278	0.633832139	-0.353317779	0.441183894	0.561391578	0.461654301	0.187742389	0.428308628	0.440472034	0.156691308	0.319003686	0.149875972	0.015317572	-0.015679049	0.081959732	-0.642489782	-0.447678619	0.411858898	-0.792434222	0.675305137	0.186368981	0.11091046	-0.024708211	0.376063442	0.363851549	-0.000446052	-0.289567148	-0.101898449	-0.578840002	0.216893575	-0.062750061	-0.100037222	-0.308978676	-0.430991114	0.459977169	0.342250314	-0.033014852	-0.130539496	-0.14877118	0.186962919	0.007170594	-0.077907694	0.300619957	0.554976168	0.994949746	-0.064785854	0.131334892	0.570447175	0.013428991	0.575778993	0.415002199	-0.129270824	0.092221022	-0.352035222	0.228758074	-0.171229835	-0.074817087	0.282101737	-0.265532424	0.271043616	0.339925487	0.119523734
WASL	-0.115734323	-0.084265728	0.365853172	-0.05351013	0.11153589	0.27865955	0.122665508	0.275025452	-0.032758616	-0.132159297	0.27079358	0.124696762	0.446655441	-0.128292511	-0.08622577	0.062385278	-0.065451163	0.354488151	0.233241136	0.381285312	0.214168917	0.337259539	0.490497119	-0.005763133	0.667930635	0.068062181	-0.415854513	-0.43775143	-0.251449117	-0.010155968	-0.281174998	0.38016361	0.089246929	0.406633319	-0.152647085	0.431910246	-0.29874424	0.222821023	0.075029343	-0.14025893	0.128525816	0.188149237	-0.642812064	-0.51669672	-0.256051263	1.037188878	-0.350748415	-0.191853817	-0.907352418	-0.428961792	-0.177152231	0.308872597	0.458979914	0.39363158	0.005615296	0.437424178	-0.561824925	-0.696602104	0.272932408	-0.021924726	0.181917165	0.378352611	0.144186633	0.378360477	0.214325415	0.44647198	-0.031254471	0.375224815	0.674174699	0.788222681	0.45070565	0.204931956	0.425907548	0.25049121	-0.019118976	0.702258463	0.871516664	0.220912263	0.425406862	-0.318025561	0.144443397	0.073407076	0.137689112	0.106039551	0.054961332	0.264072857	0.100237974	-0.244077303	0.163294898	0.071488982	-0.008437188	0.126530525	0.7215907	0.065027842	0.210721525	1.231529596	0.458081268	0.324587923	-0.104084432	0.026638533	0.064733018	0.067185497	-0.525932305	0.222911329	-0.646540628	-0.018618226	-0.684141866	-0.348217794	-0.230105783	0.325895774	0.108577102	0.878502875	0.176524644	0.400278208	0.631287634	0.775143389	0.018468777	-0.087090069	-0.315936483	-0.083111792	-0.050900007	-0.021774423	-0.07279486	-0.002733709	0.20839796	0.202904741	-0.01242583	-0.095026815	0.415130578	0.149623652	0.230594801	0.162186331	0.189894725	-0.08656584	0.325580176	0.174298314	0.448130817	0.477368966	-0.087550126	0.088122062	0.155820608	-0.06767934	0.611350185	0.147764121	-0.006841495	-0.338252128	0.094307851	0.522550953	0.084605303	0.494005016	0.792574317	-0.047153411	0.300955029	-0.05950785	0.39864486	-0.153745533	-0.145899427	-0.093694693	-0.031972145	-0.006684593	-0.091108606	-0.021132167	-0.083296025	-0.11994755	-0.183243493	-0.200736102	-0.187664565	-0.119807607	-0.168838372	-0.268960727	-0.104792876	-0.182881267	-0.234870042	0.07228221	-0.172672335	-0.192726415	0.051108766	0.084151253	0.049860311	-0.124440824	0.145641513	-0.162508227	-0.169260367	-0.212695533	-0.461266622	-0.433156059	-0.288329947	-0.515374965	-0.478289723	-0.475750926	-0.47455401	-0.343824714	-0.245944433	-0.31578814	-0.251927345	-0.494010064	-0.250431099	-0.242302556	0.076703868	-0.084409787	-0.148536551	-0.838138983	-0.668096781	-0.751025092	-0.658630969	-0.716814865	-1.049888231	-0.868015324	-0.673595705	-0.823246714	-0.872859518	-0.11731648	-0.284644137	-0.159853935	-0.073759797	-0.328580836	-0.606301966	-0.778384837	-0.537399235	-0.631251799	-0.61188815	-0.320963067	-0.433173074	-0.494963113	-0.033606544	-0.260827052	-0.352658996	-0.268597273	-0.007290947	-0.551785002	-0.437521939	-0.103676493	-0.200988604	0.024887648	-0.243606705	-0.057740376	-0.659303205	-0.387244435	-0.24040954	-0.663869883	-0.662851475	-0.052503983	-0.032595342	-0.147975769	0.051865203	-0.02078701	-0.261638455	-0.102112747	-0.197996976	-0.110886046	-0.110577187	-0.086072879	-0.229913046	-0.141161495	-0.221679239	-0.081245804	-0.035462136	-0.308668776	-0.1129028	-0.161584903	-0.095519117	-0.702012685	-0.441531554	-0.289640426	-0.529178549	-0.52081312	-0.220273933	-0.187212331	-0.258333543	-0.347982593	-0.03651204	0.074793848	-0.020121005	-0.127004428	-0.113234229	-0.196487799	-0.245398879	-0.116198567	-0.085937375	-0.177852594	-0.036767862	-0.301349457	-0.142491936	-0.034882314	-0.127235715	-0.012453409	0.041948047	-0.0176192	-0.079774071	-0.025176247	-0.083102852	-0.148215418	-0.120358128	-0.075234444	0.043795749	-0.236150573	-0.117636662	-0.061585715	0.055592778	-0.194458772	-0.088147966	-0.021172189	-0.149537169	-0.225277469	-0.171816657	-0.24265294	-0.449994963	-0.228659748	-0.357343746	-0.359946937	-0.292458487	-0.318624252	-0.314943199	-0.193567009	-0.269876887	-0.283405922	-0.466654411	-0.185901021
