   group  CPP  k1  k3  centroid  SVM  LDA BCPP
      1          1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000
      2          1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000
      1          1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000
      2          1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000
      1          1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000
      2          1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000
      1          1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000
      2          1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000        1.0000000000
