model	auc	n.mirna	mclust
948	0.677124183006536	7	5
949	0.682614379084967	7	5
950	0.640261437908497	7	5
951	0.686013071895425	7	5
952	0.684967320261438	7	5
953	0.665359477124183	7	5
954	0.674771241830065	7	5
955	0.682875816993464	7	5
956	0.659084967320261	7	5
957	0.697777777777778	7	5
958	0.689411764705882	7	5
959	0.647581699346405	7	5
960	0.644183006535948	7	5
961	0.657516339869281	7	5
962	0.646535947712418	7	5
963	0.647581699346405	7	5
964	0.698562091503268	7	5
965	0.683660130718954	7	5
966	0.671895424836601	7	5
967	0.681045751633987	7	5
968	0.681307189542484	8	5
969	0.679738562091503	8	5
970	0.693333333333333	8	5
971	0.668758169934641	8	5
972	0.647058823529412	8	5
973	0.660392156862745	8	5
974	0.685228758169935	8	5
975	0.693333333333333	8	5
976	0.704575163398693	8	5
977	0.651764705882353	8	5
978	0.683398692810458	8	5
979	0.687581699346405	8	5
980	0.672156862745098	8	5
981	0.659346405228758	8	5
982	0.700130718954248	8	5
983	0.668235294117647	8	5
984	0.671372549019608	8	5
985	0.683137254901961	8	5
986	0.637385620915033	8	5
987	0.686274509803922	8	5
988	0.683398692810458	8	5
989	0.684183006535948	8	5
990	0.689411764705882	8	5
991	0.690457516339869	8	5
992	0.662745098039216	8	5
993	0.70483660130719	8	5
994	0.696209150326797	8	5
995	0.649150326797386	8	5
996	0.644444444444444	8	5
997	0.659084967320261	8	5
998	0.646274509803922	8	5
