	GSM995558	GSM995559	GSM995560	GSM995561	GSM995562	GSM995563	GSM995564	GSM995565	GSM995619	GSM995620	GSM995621	GSM995622	GSM995623	GSM995624	GSM995625
hcmv-miR-US25-1-5p	3.265357378	4.419646753	3.695682086	2.321928095	3.051109295	2.321928095	2.321928095	4.415974946	5.603816219	4.563829279	2.321928095	5.164810409	2.321928095	4.672215995	5.582396431
hsa-miR-330-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-330-3p	5.144230917	4.722130721	4.225178449	2.321928095	4.252741698	4.799270849	4.526394727	5.775749614	5.110162915	4.457606543	4.234468005	2.321928095	4.139290023	4.787076765	4.062134047
hsa-miR-130b-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-130a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-526b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-625-3p	2.463739311	2.321928095	2.321928095	2.321928095	3.511743432	2.321928095	3.575375751	2.321928095	3.31171206	3.543244464	3.763114109	4.251485896	5.029552578	3.572722268	2.779652222
hsa-miR-624-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-629-3p	5.417144887	4.587393894	5.199379652	4.860666154	4.260300909	3.140921251	4.329028734	4.160225634	5.14933144	4.863257292	4.434137525	2.321928095	3.840518577	4.121071241	4.489369413
hsa-miR-616-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-628-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-628-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.512407615	2.321928095	2.321928095	2.321928095	2.321928095	2.365512345
hsa-miR-138-2-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.859178133
hsa-miR-138-1-3p	2.347223628	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.544826934	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.370747273
hcmv-miR-UL36-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-208a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-208b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-200a-3p	9.948525127	10.92983232	10.94806793	10.110141	9.830298968	9.841395665	2.321928095	9.306378353	8.491529989	9.172362983	9.052137878	8.102356132	7.653728116	9.455035105	9.699044516
hsa-miR-200b-3p	10.05350626	10.54460705	10.90375141	9.631884245	10.03461848	10.23905415	2.321928095	9.375409683	8.486407405	9.536113634	8.896507139	7.779027624	6.950490465	9.341211747	9.306179925
hsa-miR-200c-3p	10.80587414	9.745681723	9.763707193	10.25001862	10.30523124	10.88717665	2.321928095	10.52082862	8.370469776	9.688422463	9.284754278	9.085177555	9.205175618	10.20559037	9.244980964
hsa-miR-202-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hcmv-miR-UL22A-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART8-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART9-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART7-3p	4.134377032	4.546882116	4.207955305	3.050580055	5.396460933	2.321928095	3.010215896	4.984479982	5.654083188	4.692549947	3.620727154	5.871683504	4.170149403	4.887032916	6.61388963
ebv-miR-BART4-5p	2.414933802	2.445157245	2.392954816	2.321928095	2.321928095	2.321928095	2.321928095	2.989411531	3.940664794	2.803832511	2.321928095	4.422791399	2.321928095	3.090983809	3.558047171
ebv-miR-BART5-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART3-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-491-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-491-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART17-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.804361318	3.462746007	4.047861162	2.321928095	3.992324317	2.321928095	3.099670559	3.469547398
ebv-miR-BART17-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-548a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-548a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-299-5p	2.412046197	2.321928095	2.321928095	2.321928095	2.321928095	2.379109771	4.093306617	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.289483481
hsa-miR-299-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.297180325	2.321928095	2.579778239	2.818162979	3.537721979	2.321928095	2.321928095	2.321928095	4.216031067
hcmv-miR-UL112-3p	3.697818292	4.053511064	3.369145384	2.321928095	3.376262596	2.321928095	2.374953215	3.919406828	5.940298326	4.337554114	2.321928095	5.787056278	2.321928095	4.311350526	4.614162105
hsa-miR-590-5p	6.652317241	7.454288117	7.039656398	6.425597368	6.320022085	5.588735207	6.26801171	6.534631901	6.094387629	5.251249896	5.923031729	4.45107806	4.252601711	6.189551584	6.586930589
hsa-miR-219a-2-3p	2.321928095	2.973091929	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.416656583
hsa-miR-590-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-519b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-27a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-27b-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-515-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-515-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-26b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-1224-5p	8.362470617	8.915621945	7.446389501	7.281722086	8.271641331	7.771013677	10.03097557	9.209086581	9.415018942	8.623764174	8.45948895	9.264461779	10.00087554	8.473824253	8.596013241
hsa-miR-1224-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-181c-3p	3.198124734	2.321928095	4.149118184	2.321928095	3.345561882	2.321928095	4.470785949	2.321928095	2.437272448	3.104581302	3.042399971	2.321928095	2.321928095	2.321928095	3.036839321
hsa-miR-181a-3p	2.966036863	2.321928095	5.016026833	5.989986248	3.56061699	5.017113654	5.715425954	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.102282043	2.321928095
hsa-miR-23a-5p	5.2888859	6.029073779	3.268666591	2.321928095	4.874688645	4.674737419	6.391214629	5.836616291	5.89974729	6.071602936	5.605573004	5.227422399	6.270101757	5.665682629	5.648311581
hsa-miR-23b-5p	3.099729995	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-98-5p	7.955559568	8.043684483	9.386220883	7.272369701	7.025907523	7.369856793	3.177146119	7.566191097	6.095211477	6.640902759	6.392014216	5.377490609	2.321928095	7.014090788	6.94056284
hsa-miR-93-5p	9.12465612	9.184925069	9.750454673	9.386438468	9.313417071	9.045738345	10.2365776	9.603037257	7.756564581	7.914999661	7.591963744	7.356102763	7.380009763	8.080881414	6.825435756
hsa-miR-95-3p	2.733918691	4.371643905	6.047072197	5.958233545	3.373942512	4.868600532	3.064539117	2.321928095	2.321928095	3.125571669	3.588130609	2.321928095	2.321928095	4.021318474	3.088700475
hsa-miR-96-5p	8.323251111	9.564977524	10.49543294	9.414742928	9.386081963	9.667163012	2.321928095	9.743536919	7.125802784	5.649365124	7.501655459	5.470476228	4.240980093	8.61658302	6.918744959
hsa-miR-31-5p	2.940134752	4.004015154	5.842122832	4.962944726	7.43573466	5.905115004	2.321928095	8.07431115	3.472388453	6.627459988	6.605289832	5.373184222	4.921059324	5.140012939	5.961301679
hsa-miR-32-5p	5.627415332	6.457340554	6.648774334	6.517865031	4.861837096	4.450452628	3.926378248	6.802764251	4.825754349	2.321928095	5.069138046	2.321928095	2.321928095	4.321540598	4.738375783
hsa-miR-17-5p	9.465454461	10.26548805	9.407546933	8.672852744	9.988859932	8.456071997	11.28034126	9.722250337	8.07921648	8.014989747	7.682898788	7.530192632	6.789933529	7.182878548	7.841508643
hsa-miR-16-5p	12.40064149	12.0997525	11.79909168	11.57283722	11.69859376	12.24326092	10.80506452	12.21693926	11.80347009	12.29999824	11.52288404	9.908189042	8.7936026	11.63267784	11.68884443
hsa-miR-21-5p	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018	14.59589018
hsa-miR-22-3p	12.20020896	10.35008522	11.71666751	11.60365327	11.38447792	11.95600394	10.61765265	11.93431168	11.85862112	9.897632773	11.46439495	11.95454296	12.01379209	11.58559759	10.46697204
hsa-miR-24-3p	12.08602303	11.28190971	12.53287034	11.59059121	11.29624503	12.30607571	11.95547263	11.76129086	12.18126542	11.14927352	11.2772124	12.04556793	11.13765023	11.57506846	11.1814557
hsa-miR-25-3p	9.1840721	9.512709581	10.4946946	9.100477489	9.107388213	8.991270529	9.776295565	9.671963188	8.46487783	9.058495355	8.530711685	9.195874637	8.927280382	8.626498723	8.725694072
hsa-miR-9-3p	2.321928095	2.321928095	3.733349443	3.89973399	4.285506107	2.321928095	7.559240378	4.655252934	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.915283822
hsa-miR-221-5p	4.264595756	3.848859041	3.726029711	2.321928095	3.516956759	3.731181663	3.78713993	4.997925727	5.094314281	5.011776638	3.241815476	2.321928095	2.321928095	2.321928095	4.473067294
hsa-miR-222-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-501-3p	6.159565056	6.015201569	5.125621709	2.321928095	5.232973553	5.218072636	7.719453684	6.110774752	5.668398849	5.309214931	5.211807192	4.70268261	5.165600215	5.450781468	6.502325178
hsa-miR-223-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-501-5p	4.680211585	4.818564937	4.641028092	2.321928095	4.427470173	4.755865625	4.524210385	4.537542063	5.123744009	4.945070263	4.359418754	4.224717433	5.090333058	4.624660423	4.028980688
hsa-miR-525-5p	3.845053478	4.023318043	2.321928095	2.321928095	2.321928095	2.321928095	4.631913798	4.54008779	3.946485209	3.450088442	3.15290391	2.321928095	2.321928095	3.877653521	4.013447705
hsa-miR-525-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-574-5p	10.46401784	11.31864335	8.086682721	7.572693245	8.748499918	9.197806807	12.64502472	11.51225715	10.25587554	9.955082579	9.598342034	10.13556072	9.123944024	10.72639268	9.98177022
hsa-miR-20a-3p	4.183270125	4.833577979	5.295042308	4.137498927	6.216918105	3.279526994	5.355908623	4.875533087	2.321928095	4.317461712	3.281058737	2.321928095	2.321928095	2.321928095	4.349908853
hsa-miR-574-3p	7.168968695	6.38953341	6.471844985	6.398864856	6.246667086	6.638653052	6.072166	7.20659491	6.693211025	6.314420975	6.335149883	6.817338749	6.220229974	6.306266167	6.657851561
hsa-miR-20b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-216a-5p	2.552461532	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-216b-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-214-5p	4.479789716	2.321928095	5.270019312	5.515848512	2.321928095	5.002993063	4.379265717	2.321928095	4.333121884	3.972551003	3.946708622	4.885425075	4.127796133	4.204326339	4.031490169
hsa-miR-423-3p	3.337535589	2.321928095	4.649259802	4.385748843	3.985751283	2.600579581	4.283753	2.321928095	3.349285292	3.322278666	3.349538314	4.350854841	4.592204923	3.379920503	3.298077819
hsa-miR-423-5p	6.555442328	5.888406861	6.125526682	6.40405058	6.47904311	6.177157607	6.941113127	6.57343768	6.616428012	7.200985337	6.642769332	8.023788339	8.29470518	6.271450548	6.43198942
hsa-miR-7-1-3p	2.321928095	3.904381287	2.321928095	3.435787848	2.321928095	4.699329168	2.321928095	3.86319601	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.146507134	2.321928095
hsa-miR-339-5p	2.379858211	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.525658502	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-7-2-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-339-3p	3.465010706	3.78583772	2.321928095	4.670109388	3.523473017	3.31307608	4.11374872	4.107584584	4.387741483	3.814262834	3.446852417	2.321928095	4.096956832	3.839330605	3.824153301
hsa-let-7i	10.96195754	11.13350732	11.09447898	9.942039136	10.36560008	10.44084363	8.166400354	10.52538734	10.57086557	10.63316621	10.32765609	9.698953709	8.233098289	10.44460441	10.16558298
hsa-let-7f-5p	12.27985221	12.36776017	12.03161752	11.80434511	11.06829983	12.52983225	8.891335014	11.51113038	11.46350988	11.72038705	11.39816601	10.11493568	9.026744329	11.73459633	11.730969
hsa-let-7g	10.69167728	11.06610373	10.72741498	10.24995067	10.02259518	10.74717782	7.831047348	11.8111571	10.09263962	10.27041304	9.985879437	9.04425052	7.530563995	10.54695825	10.79229181
hcmv-miR-US4-5p	6.515001184	6.97654694	6.787563062	5.04550413	6.563980244	3.752973326	5.824755126	6.439032975	8.110843449	7.832510308	5.365178097	8.805640704	5.588654678	7.790661278	7.670408403
hsa-let-7d	10.00299535	9.518385097	9.338170653	9.267481831	8.267672502	9.782364648	6.011469443	9.4078111	8.315378971	8.781674847	8.408569856	7.9643043	5.675475117	8.705547225	9.21357892
hsa-let-7e-5p	8.948950333	6.538097465	9.074677983	9.143183413	9.156388496	9.373637906	7.336526756	9.533568776	6.959667675	7.500510008	7.935625483	6.805760454	4.867721685	8.552375635	7.625950178
hsa-let-7b	11.43259872	11.7261337	12.05681858	12.41203791	11.49329095	11.99239339	10.22673314	10.72691498	12.29580558	12.48677733	12.23132248	12.44509306	11.42350441	12.22885477	12.34010837
hsa-let-7c-5p	10.04463239	10.2725211	11.17086446	11.78207428	10.92916514	11.43637327	8.124709961	9.950904196	10.18697305	10.95599338	11.06079646	10.22451819	9.514064225	10.84253281	11.30052904
hsa-let-7a-5p	11.85289528	11.59970271	12.14699389	12.37538407	11.09173978	12.10063841	10.14951108	11.70775294	11.83042301	12.18868178	12.07919339	11.62601048	9.227883986	12.32340935	12.52788175
hsa-miR-374a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-374b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
kshv-miR-K12-6-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
kshv-miR-K12-6-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-135b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-135a-3p	6.471624035	5.413164639	6.257750107	6.491344079	6.240257234	6.081200056	7.185292794	5.222162963	8.131690742	8.415277094	7.966182903	8.676653106	10.10277357	6.685481206	7.195436117
hsa-miR-509-3-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.375502109	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-376a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.069252815	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-486-5p	5.427111884	4.920968901	4.709952246	5.655536892	5.180584716	5.03249948	5.825908745	5.242365837	6.036366119	8.241392996	8.522758919	7.223430384	7.268543321	5.810195933	6.090493279
hsa-miR-29a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.475776656
hsa-miR-486-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-29c-5p	5.025986529	6.268772894	6.1119996	6.397406376	6.226275932	6.807034972	3.779842315	5.937066823	5.039750285	6.289352354	6.596846803	7.209371321	7.00971665	6.496801195	6.36394189
ebv-miR-BART3-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART7-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART8-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART9-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART10-3p	2.596241051	2.813245563	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.15849861	2.530909739	2.321928095	4.944478986	2.321928095	3.137590411	2.321928095
ebv-miR-BART12	5.63991514	3.946562442	4.910209782	5.024244315	3.256584991	4.231808701	4.760391292	4.641193404	5.85526468	3.426385533	3.544547208	4.426720977	5.056193324	4.372924246	3.774175596
ebv-miR-BART13-3p	7.523146337	8.557256904	8.23247849	7.230808237	8.512068826	7.406672716	7.755341612	8.660851626	9.416759534	8.922840066	7.804402106	10.4684204	8.262916994	9.057258008	10.26384429
ebv-miR-BART14-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.815386883	2.321928095	2.321928095	2.822934048	2.321928095	3.151933482	2.321928095
ebv-miR-BART15	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART16	4.464557186	4.485993489	4.136363672	3.008486889	3.567082971	2.397614058	4.000594989	5.214676593	5.89328454	4.827041589	3.946262984	6.732594828	3.186933111	5.456083307	5.434304627
hsa-miR-548b-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-548b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-499a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-499a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-519c-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-744-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-450b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-450b-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-127-5p	2.951356878	3.731514712	2.321928095	2.321928095	2.321928095	2.321928095	4.64497311	3.275215967	2.939511971	3.453161082	3.226587775	2.321928095	2.321928095	3.563219521	3.700312226
hsa-miR-127-3p	4.797116391	4.327771269	5.354260954	6.733333706	4.310870502	5.982310388	6.76551435	2.321928095	5.569962192	5.286966913	6.036227738	6.062106586	5.302533364	5.490150484	6.929999504
hsa-miR-490-3p	2.830271506	3.7720142	2.321928095	2.321928095	2.321928095	2.321928095	3.74632188	3.434751657	2.949028238	3.33527178	2.321928095	2.321928095	2.321928095	2.321928095	2.968782444
hsa-miR-708-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-490-5p	4.379030759	4.952214252	2.321928095	2.321928095	4.416071721	2.321928095	4.882224415	4.549870175	5.4610306	4.979139677	4.845329469	2.321928095	4.547914761	4.513992396	5.061913724
hcmv-miR-US25-2-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hcmv-miR-US25-2-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.064889748	3.952585177	2.321928095	2.321928095	4.483357911	2.321928095	3.352645545	3.396323921
hsa-miR-802	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-873-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	6.851050031	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-874-3p	7.298827096	7.024148747	6.174340464	6.65763114	7.621114704	6.536894649	8.774922837	6.981658809	8.592056071	8.09593807	7.990651496	8.920714848	10.26965765	7.416363447	7.890917687
hsa-miR-877-5p	5.027277727	5.094286792	4.521687675	4.130807978	5.98975519	4.609735611	6.02477217	4.852380148	6.287131027	6.170557007	5.713397407	5.763556416	7.136102716	5.621866153	5.146987498
