	GSM995558	GSM995559	GSM995560	GSM995561	GSM995562	GSM995563	GSM995564	GSM995565	GSM995619	GSM995620	GSM995621	GSM995622	GSM995623	GSM995624	GSM995625
ebv-miR-BART18-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BART18-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-593-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-369-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-369-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.380894067
hsa-miR-589-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-520a-5p	2.841103401	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.196815536	3.787793469	2.359560767	2.588928143	2.321928095	2.321928095	2.321928095	2.321928095	2.910106017
hsa-miR-520a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-542-5p	3.183426668	2.321928095	4.709095543	5.322910884	2.321928095	5.786039345	3.951855103	2.321928095	5.318280698	4.920946717	5.266708349	4.42169791	4.014028143	5.086880368	6.366857794
hsa-miR-542-3p	3.393034407	3.635427863	3.021591337	5.658627629	2.321928095	5.177210267	5.115556249	2.321928095	3.835867489	2.321928095	3.812752379	2.321928095	2.321928095	4.63113605	5.749902641
hsa-miR-28-5p	7.181070148	6.059427495	7.984466554	7.043859636	6.964801197	7.081391986	5.991882429	6.706080316	5.878794672	6.945107155	6.557615382	6.417860852	4.942140726	7.085432035	6.846253006
hsa-miR-129-5p	3.820726085	3.907462478	2.321928095	2.321928095	3.488280012	2.321928095	4.685826529	3.158089334	3.308075171	3.494005233	2.764516913	2.321928095	4.409897317	2.461987259	3.280385657
hsa-miR-129-2-3p	4.791135653	2.321928095	3.202955692	3.865436431	3.17086617	3.169057544	4.364194505	2.321928095	3.140149575	3.310482627	4.1407402	4.4430154	4.173329356	3.367876403	3.303092707
ebv-miR-BART1-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.8023897	2.341914607	2.321928095	4.189152462	2.321928095	2.321928095	2.53939955
ebv-miR-BART1-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-550a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.459334793	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-28-3p	4.16853319	4.768817166	4.304131772	3.991273168	4.455188957	4.343415751	3.660687565	4.171185439	5.610591129	4.686219425	4.590406697	5.236104016	5.126317397	4.594495936	3.740288381
hsa-miR-551b-3p	6.810433599	3.617092165	4.804864084	5.889835445	2.321928095	5.654905498	8.585401589	3.797529517	4.431107422	4.255539847	6.705131464	6.80250492	5.3252861	6.345059061	5.296600725
hsa-miR-551a	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-545-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-541-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-1225-5p	11.38387462	10.26285833	10.49097148	10.41012619	12.51140371	11.14600625	12.51140371	9.978497822	12.51140371	12.51140371	12.51140371	12.26130864	12.51140371	12.26898341	12.56185721
hsa-miR-526b-5p	5.785296918	5.911739151	3.768328501	2.321928095	5.621658194	3.534436859	6.713838576	6.325594209	5.971719556	5.829715808	5.364128146	5.369286601	6.443723843	5.494950139	5.650862726
hsa-miR-1225-3p	4.541611124	4.683353963	5.482678483	5.126068367	5.696426439	5.302906106	5.415263721	4.551077904	5.165826514	5.635744719	5.586788699	5.836839842	6.761087478	5.091686741	4.916087372
hsa-miR-520f-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-520e	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.399616082	2.321928095	2.321928095	4.234627495	2.321928095	2.321928095
hsa-miR-520h	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-520g-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-520b	2.491043634	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.490694089	4.494671001	2.871582767	3.467623197	5.012658819	2.321928095	2.321928095
hsa-miR-154-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.33990564	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-155-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-150-3p	9.056930835	8.780665905	7.904559851	7.915869753	9.329527424	7.267997257	10.10470858	8.784829232	9.794678818	9.029517825	9.269587716	8.981615559	10.6602065	8.875435022	8.594763775
hsa-miR-146a-5p	9.327975764	9.562231661	9.669804705	8.9008378	9.87946407	9.016114139	10.07644329	10.33824239	8.81131532	7.964472183	6.707683976	7.418194103	7.172816306	7.841529188	8.793052274
hsa-miR-147b	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-149-3p	5.431791329	6.698414263	3.714670438	4.064301631	6.223312934	5.158568111	6.456780775	5.650538136	6.441224245	7.124626767	6.756959647	6.703806394	7.958350459	6.155011517	6.505188426
hsa-miR-148b-3p	6.514072885	6.460045595	6.977430927	6.914869604	6.144361781	6.883666853	5.884091652	6.236249359	5.784616663	6.158044901	6.050396162	6.003136115	4.659637015	6.338565636	6.526054678
hsa-miR-148a-3p	8.853269451	9.473968104	9.705311886	10.63524507	8.519476888	9.806551988	8.505630344	9.329305771	8.994767487	9.511956139	9.145229459	8.788454237	8.116420345	9.54981261	9.743856042
ebv-miR-BHRF1-3	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BHRF1-2-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
ebv-miR-BHRF1-1	3.097056196	3.507464844	3.465021057	2.848231325	3.586596629	2.603095751	2.863989974	3.369410645	4.224001674	4.745075948	3.077947081	4.745877312	3.169014213	4.140107859	4.197346456
hsa-miR-143-5p	4.70014362	3.575099274	3.845795196	6.214022834	2.321928095	5.35442585	2.959921616	2.321928095	4.183569163	5.337373775	5.344469471	6.714227036	6.668884697	5.301954437	5.865091957
hsa-miR-144-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.687708066	5.628108539	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-145-3p	4.970447877	3.352553459	4.772471704	5.786328221	2.321928095	5.817038483	2.321928095	2.321928095	4.511867268	6.565163778	5.550257189	5.99028612	5.16714417	5.411137426	6.629874713
hsa-miR-141-5p	4.02700626	2.987381698	2.321928095	5.059483733	3.734019566	3.394965953	2.321928095	4.855992156	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.799028215	3.378708281
hsa-miR-133b	2.321928095	2.321928095	2.321928095	4.47363952	3.162471801	2.321928095	3.5966904	2.321928095	3.614263124	4.869296828	4.009482411	4.776243664	4.973646774	3.798521165	4.175033849
hsa-miR-133a-3p	2.798952792	2.321928095	2.771017976	4.23096459	4.898657575	3.893785056	4.749752994	2.321928095	3.520642993	4.178804869	4.403632915	4.699648097	5.761027504	3.854755408	3.277221837
hsa-miR-136-3p	3.142656655	2.321928095	2.321928095	2.321928095	2.321928095	2.691282896	3.56200997	2.321928095	4.062911806	3.659489211	4.714902663	2.321928095	2.321928095	3.42705891	5.674317724
hsa-miR-135b-5p	3.320533938	2.321928095	9.595627842	2.321928095	7.763326607	3.60568972	2.9014756	4.570856646	3.190967935	4.764881011	4.785155306	2.321928095	2.321928095	3.055036556	3.752522262
hsa-miR-135a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.678249973	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-361-5p	7.213081578	6.183658129	8.777198201	7.132741349	7.968068399	7.840164654	7.204973786	6.511533432	6.559050201	6.940795183	7.228251716	7.980373991	7.902832957	7.359981176	6.849299737
hsa-miR-132-5p	2.321928095	2.321928095	2.321928095	3.534394309	2.321928095	2.321928095	4.295372649	2.321928095	2.321928095	3.404933932	2.321928095	2.321928095	2.321928095	2.321928095	2.401083478
hsa-miR-193b-5p	4.475363805	4.355148783	2.321928095	2.321928095	4.372996877	3.283655906	4.413736451	4.219045162	4.980139125	5.465214316	5.1588081	5.511505169	5.677968869	4.768882642	4.996763786
hsa-miR-130b-3p	7.185936509	6.205680877	6.696476319	6.783844723	7.110281962	6.997861936	9.415796978	6.522671034	6.534165652	5.827789936	5.378692946	5.320763463	5.409572953	5.915358559	5.757257927
hsa-miR-130a-3p	10.8606931	8.829366584	10.32672513	9.725927856	11.34259709	10.22995687	11.00896799	9.433402673	10.78122503	10.73263363	10.85845864	10.73216694	9.511262682	10.48696457	11.2270396
hsa-miR-361-3p	4.824322065	6.194748731	5.981211006	5.562673445	5.76467721	5.818530154	3.055710326	6.861688698	4.092992756	5.282767824	5.072655383	5.58059992	4.58050059	4.82903072	4.967050114
hsa-miR-193a-3p	8.457409792	9.16343569	9.652180077	10.40656328	9.375865422	9.078626154	8.322016187	9.080854566	8.817691086	8.313484829	9.848456133	10.15135783	9.046586681	9.571932949	9.466580266
hsa-miR-122-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-1229-3p	2.967970781	2.321928095	2.52132875	2.321928095	2.321928095	2.321928095	3.886437569	2.321928095	3.113479649	6.48658121	4.225778717	6.13717601	6.844278034	2.580407373	2.79043006
hsa-miR-1228-3p	6.106010219	5.880063852	6.417170689	6.103940656	6.840834218	6.420162008	7.518791611	5.350148218	6.806494376	6.913527122	6.980668561	7.394115698	8.714574351	6.93549166	6.341024296
hsa-miR-1227-3p	2.321928095	2.321928095	2.644174167	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.367723098	2.321928095	3.595654484	2.321928095	2.321928095
hsa-miR-1226-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-1233-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-1231	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-1238-3p	4.315345339	4.792632139	5.476475851	5.194274075	5.787720414	5.249979251	4.503208681	4.540899242	4.618704777	5.246460516	5.425806069	5.837274356	6.402680965	4.803804897	4.733272983
hsa-miR-1237-3p	3.072557047	3.84874596	4.785939795	4.786005504	4.646235304	4.820748715	3.95851768	3.415628696	4.446672709	4.818836128	4.916776585	5.256968068	6.345165097	4.380721747	3.860286243
hsa-miR-1236-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.895922922	2.859213168	2.321928095	4.06987207	2.321928095	2.321928095
hsa-miR-1234-3p	5.144072625	4.896216386	5.599862218	5.932529774	6.150207346	5.606163843	6.010594947	5.253086627	6.014926004	6.034250563	5.86229615	6.453891847	6.952499393	5.547071527	5.364176914
hsa-miR-124-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-126-5p	6.396539702	6.752870342	7.417249875	6.855010688	4.312826468	7.15054474	2.321928095	5.850626536	6.65205218	7.641950908	7.214912127	6.061818461	4.147380958	6.449989491	6.851947711
hsa-miR-125b-5p	10.41580424	9.934140416	10.23590967	11.80441324	10.87798488	11.4474291	11.21951758	9.347040327	11.0688426	11.86897872	11.46289863	12.35750558	11.75402532	10.91113817	11.69170669
hsa-miR-193a-5p	5.082104886	4.688542363	4.966257743	6.9394452	5.888579952	5.668489212	5.697637926	5.16772456	5.191869395	5.588589506	5.716963178	7.145703591	6.84153233	5.833254278	5.229623262
hsa-miR-129-1-3p	2.321928095	2.321928095	2.970348441	2.321928095	3.779006835	2.321928095	2.321928095	2.321928095	2.321928095	2.822955199	2.438939488	2.321928095	3.88933821	2.321928095	2.321928095
hsa-miR-10a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.440017156	2.321928095	2.321928095	2.782431069	2.321928095	2.321928095	2.321928095	2.321928095	2.358376188
hsa-miR-10b-3p	5.75266964	2.321928095	2.321928095	4.739541499	2.321928095	3.564708336	4.704126025	2.321928095	6.823969947	6.824414934	6.247564265	5.380688522	6.872059535	4.9843607	6.862945955
hsa-miR-502-3p	4.9566925	5.316348175	5.319824014	4.809925678	4.486337574	4.680357694	5.905122813	4.636130572	4.866316453	4.565673428	4.462179247	5.397112859	5.155112225	4.579455952	4.282971891
hsa-miR-502-5p	2.339605403	3.35806149	2.682393855	2.321928095	2.321928095	2.321928095	2.693744226	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-100-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-101-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.347067227	3.457601218	4.851295742	3.874454009	2.321928095	3.501451708
hsa-miR-106b-5p	10.77042548	9.936240628	11.3588035	10.07449435	11.1418892	9.780404803	11.23676263	10.62467948	9.530506312	8.749746668	9.141334593	8.885955906	9.207723507	9.508894847	9.543941442
hsa-miR-106a-5p	6.725141836	7.111982902	6.903540548	6.906458855	8.012015518	5.575183521	8.93106279	6.284781947	5.652805272	5.772671049	5.421731987	5.84358288	5.066765755	4.957347718	5.341561717
hsa-miR-483-5p	10.20597536	9.513321969	7.360152076	7.465875862	9.430835646	8.485887851	10.5172605	9.848749695	10.7355437	10.12451069	9.558031117	9.775187551	11.15613188	9.558845667	9.179950637
hsa-miR-105-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-483-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.427783798	3.316059898	2.321928095	3.574724372	2.321928095	2.501543866
hsa-miR-409-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-409-3p	3.266386413	2.321928095	2.475941974	4.775825833	2.321928095	3.362708126	4.576133431	2.321928095	4.306874934	2.859852472	3.469934509	2.321928095	2.321928095	2.746386492	4.042633288
hsa-miR-200a-5p	5.823419298	6.278128567	5.682072713	4.684883747	5.349094254	5.456528368	6.194145866	6.191703147	5.998979605	5.403907092	5.345002255	4.465554399	5.426119023	5.543499101	5.540726363
hsa-miR-200c-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-200b-5p	5.445998739	5.567335033	5.824509654	5.21426821	5.629089007	5.159785373	6.088035748	5.295707287	5.619661383	5.575503056	5.243698331	4.518826751	5.828676853	5.590107361	5.466541424
hsa-miR-106a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-106b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.268820411	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-516b-3p	2.78736576	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.522836924	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-516a-5p	6.833018296	4.447835808	6.052461702	2.321928095	6.935026573	2.913199657	4.088322345	4.394616046	6.085141229	6.0688354	5.306970946	5.433033246	7.379759109	4.784495288	4.025336165
hcmv-miR-UL70-3p	8.481367567	10.7481593	9.784332208	8.578233039	10.44853965	7.607041746	8.148303703	10.05717947	10.82199714	11.06099984	9.156796029	11.00952073	9.441342377	10.07481046	11.16083575
hsa-miR-512-3p	4.562387105	4.70564744	2.321928095	4.427095243	2.321928095	2.321928095	3.88796274	3.691732668	4.628771599	4.974279049	4.419513423	4.33689509	4.410387761	4.076862676	4.767669787
hsa-miR-512-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hcmv-miR-UL70-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-218-2-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-218-1-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-19a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-18a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.349640445	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-18b-3p	2.89993695	2.321928095	3.228572737	4.582713875	4.998984604	2.767027511	3.949421534	2.321928095	3.975962297	4.424883708	4.524477628	4.941954055	6.000263261	4.155706001	3.675734183
hiv1-miR-H1	8.844573962	9.274014667	8.60549063	7.818326528	8.558677085	6.854282462	8.381863034	8.390512926	9.680494907	9.403384902	8.607001046	11.41368081	8.237133461	9.70007553	10.13751633
hsa-miR-191-3p	3.402566262	4.52893287	5.209344114	4.911624768	4.777658517	4.97857536	3.595297267	4.129296269	4.280828931	4.668893793	4.640117382	5.501420134	5.930126949	4.287705491	3.881556349
hsa-miR-192-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-190b	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-196b-5p	4.932300534	3.787723856	6.047383036	5.421711237	2.321928095	6.454302279	3.914802528	4.074141884	3.861584442	5.009306899	5.115423809	5.634768445	3.849953707	5.301410077	5.03356024
hsa-miR-196a-5p	6.616818922	5.235396649	7.158352767	5.805903532	5.523204451	8.747412479	2.321928095	2.321928095	5.954342189	4.397659867	4.656025285	5.455915599	4.446025508	7.683134096	6.6683846
hsa-miR-148a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-194-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-195-3p	3.47110913	4.762405964	2.321928095	2.321928095	2.321928095	2.557637028	4.2594398	3.927608878	4.29080093	4.28649105	4.034407026	5.104849384	5.222267957	3.601151123	4.23002183
hsa-miR-193b-3p	7.116190242	8.603388076	7.494402201	8.69581713	7.787247609	8.814309012	3.343433257	6.742835234	6.453713149	6.935333505	7.418544005	9.0030925	7.646905834	8.370006289	7.158796728
hsa-miR-148b-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-186-3p	2.321928095	2.8014176	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-187-5p	4.612132657	4.062905387	3.335525514	2.321928095	5.713122947	2.87801072	3.745910945	2.321928095	5.097091247	6.04885542	5.953183331	5.463513259	7.502850069	5.322569614	4.104199592
hsa-miR-182-3p	2.321928095	2.321928095	5.353354058	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-183-3p	2.764370272	4.10735843	4.716830533	2.321928095	3.286570366	3.278824856	3.249710715	3.630649708	3.364960109	3.033251587	3.096835717	2.321928095	3.553070788	3.752769761	2.636458873
hsa-miR-181d-5p	5.140807816	5.050886535	5.844140549	6.265679014	5.598701781	5.843896743	6.822598011	4.553574236	5.337648374	5.700192982	5.522933211	6.306022655	6.634788333	5.528637203	5.635541504
hsa-miR-181c-5p	5.778459744	4.471854666	7.257524639	6.585707393	6.271180316	5.903229035	6.626826242	4.674819629	5.311158405	6.107386503	6.021668802	6.390162754	5.842408898	5.653419983	6.404826774
hsa-miR-181b-5p	6.7958236	6.649443732	7.225369541	7.414986109	6.42836994	6.720835042	10.40769397	7.168636242	6.780796615	6.466469928	6.519998741	6.901398024	7.615432952	7.106893468	6.482524316
hsa-miR-181a-5p	9.230430079	8.569605673	9.700964414	9.931069212	8.720917957	9.616430447	9.488857214	8.495587233	8.979492982	8.872716685	8.792424961	9.289238717	9.38924595	9.056598758	8.6242715
hsa-miR-185-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-9-5p	2.321928095	2.321928095	4.600639839	4.755912531	2.321928095	2.321928095	7.523587168	4.974369464	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-7-5p	5.50973138	9.482484741	6.481837382	5.843319209	3.604204782	8.978642751	3.659484008	8.893600101	3.954907315	3.257644868	2.49381213	2.321928095	2.321928095	8.0229095	2.982533781
hsa-miR-1-3p	2.321928095	2.321928095	2.321928095	3.967091674	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.55442571	2.321928095	2.321928095	2.321928095	2.464755509	4.818828647
hsa-miR-15b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-15a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
