DATA	GSM995552	GSM995553	GSM995554	GSM995555	GSM995556	GSM995557	GSM995558	GSM995559	GSM995560	GSM995561	GSM995562	GSM995563	GSM995564	GSM995565	GSM995566	GSM995567	GSM995568	GSM995569	GSM995570	GSM995571	GSM995572	GSM995573	GSM995574	GSM995575	GSM995576	GSM995577	GSM995578	GSM995579	GSM995580	GSM995581	GSM995582	GSM995583	GSM995584	GSM995585	GSM995586	GSM995587	GSM995588	GSM995589	GSM995590	GSM995591	GSM995592	GSM995593	GSM995594	GSM995595	GSM995596	GSM995597	GSM995598	GSM995599	GSM995600	GSM995601	GSM995602	GSM995603	GSM995604	GSM995605	GSM995606	GSM995607	GSM995608	GSM995609	GSM995610	GSM995611	GSM995612	GSM995613	GSM995614	GSM995615	GSM995616	GSM995617	GSM995618	GSM995619	GSM995620	GSM995621	GSM995622	GSM995623	GSM995624	GSM995625	GSM995626	GSM995627	GSM995628	GSM995629	GSM995630	GSM995631	GSM995632	GSM995633	GSM995634	GSM995635	GSM995636	GSM995637	GSM995638	GSM995639	GSM995640	GSM995641	GSM995642	GSM995643	GSM995644	GSM995645	GSM995646	GSM995647	GSM995648	GSM995649	GSM995650	GSM995651	GSM995652	GSM995653	GSM995654	GSM995655	GSM995656	GSM995657	GSM995658	GSM995659	GSM995660	GSM995661	GSM995662	GSM995663	GSM995664	GSM995665	GSM995666	GSM995667	GSM995668	GSM995669	GSM995670	GSM995671
hsa-miR-632	2.321928095	3.229790695	2.321928095	2.321928095	2.825915261	2.321928095	2.506056889	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.372628037	2.321928095	3.570048937	2.321928095	2.321928095	2.654162561	3.835318747	2.321928095	2.321928095	2.321928095	2.505229519	2.321928095	2.321928095	2.592467293	3.268416912	2.321928095	2.586372775	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.388647489	2.898242578	2.780377356	2.321928095	2.321928095	3.953746796	2.747969085	3.030326063	2.911854236	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.915198704	2.321928095	2.95147786	2.321928095	2.321928095	2.321928095	2.608999867	2.321928095	2.656687613	2.321928095	3.56077571	4.085278103	4.210831335	2.921328831	3.053957303	3.315363967	2.321928095	2.321928095	2.321928095	2.521242817	4.307670817	3.112774277	3.500072539	2.911234844	4.09857533	3.675860303	2.321928095	2.321928095	3.101305234	2.321928095	5.61910912	2.857829081	3.062212906	2.321928095	3.224596794	5.011066649	2.641521276	2.834180056	2.321928095	3.009209319	2.997728809	3.112574406	3.332170864	3.61462228	5.809082962	4.24335847	3.541214384	3.285991298	2.321928095	2.321928095	3.138034124	3.439009103	2.321928095	2.321928095	2.321928095	2.321928095	2.963344811	3.548848732	2.321928095	2.321928095	4.562129	3.47725546	2.321928095	3.411823909	2.321928095	2.321928095
hsa-miR-630	8.727701283	9.033722762	9.157475591	6.804342126	8.451767662	8.656442518	9.111595848	8.217587085	7.383494117	8.230338148	9.819400872	8.965082574	9.47495289	7.596749559	11.05155618	7.811689141	9.273022401	7.288448564	11.27338419	7.338179921	9.094309497	8.963305926	9.065093591	9.234547922	8.924764466	8.676350507	10.65345492	8.47528306	10.07523612	9.689775668	8.186926068	9.361017445	8.9525221	8.453077534	7.32799742	9.467955468	9.414695538	6.952260451	7.912712711	10.58551656	10.72086675	10.17316774	10.04609585	9.339632384	7.641040747	7.825500972	7.631987739	10.68306871	8.30364918	7.018674601	8.64772785	9.474054057	9.716410937	8.557800605	11.92761459	7.779355969	9.918434062	7.959838621	8.725315889	7.940255667	8.471375221	9.012889406	9.080371923	9.872366257	11.42776269	12.53567212	11.02392228	11.0407862	11.56669566	10.43738523	11.55296411	11.78945555	9.667738867	9.285823632	10.09325204	9.77906519	11.99754978	11.38765447	11.53927874	11.62964513	11.20694785	10.63096458	11.26443343	10.36545602	13.11861826	9.621229519	12.50860784	9.199425718	11.08965776	10.03323168	10.28464683	12.07222867	10.79572413	9.808204515	11.05277173	12.16584281	11.56318727	11.87630794	11.02498763	12.76020012	10.74231172	11.3817163	10.4437332	9.7920862	11.69344928	11.10438761	7.983378216	10.3388514	9.102345368	8.52595557	9.664278851	10.29098638	10.03629677	10.19599505	11.84619137	12.00597776	8.103667315	12.70089363	7.588222887	11.60125827
hsa-miR-639	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.39159233	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.294723771	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.806978534	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.752908921	2.321928095	2.321928095	2.4822597	3.356494756	2.321928095	2.321928095	5.815206337	2.321928095	2.321928095	2.321928095	2.321928095	2.548230994	3.116089948	2.321928095	2.901871262	2.321928095	2.528316995	2.534937723	2.321928095	2.321928095	2.321928095	3.201771126	2.905333222	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.546889354	2.321928095	2.847108271	2.321928095	2.321928095
hsa-miR-637	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-638	11.80435342	12.40156272	11.67606023	9.95556628	12.13090527	11.12970378	11.4469586	10.21841737	9.502967265	10.11423274	12.3478145	11.11010267	11.78011059	11.80766229	12.4755138	10.72566074	11.82579294	10.8371462	12.3478145	10.56477347	12.16490869	11.82022354	11.43576171	10.43961439	10.82195064	11.6981759	12.3478145	11.11118033	12.50871517	12.10023839	11.46314882	12.09215264	11.06922624	11.12925375	9.863537631	10.94357193	12.40601729	9.87282316	9.58572701	12.3478145	12.3478145	12.33345339	12.18032627	12.24648879	9.675139392	10.70507846	9.76818444	10.70791748	11.33143134	11.7013863	11.57056221	12.46525084	12.29798367	11.11065239	12.35455826	11.26116502	12.1428438	10.91019054	11.46255756	10.05274317	11.86937633	11.49206094	11.99241153	11.92484033	14.1253558	12.75986295	12.12162879	12.08665975	12.3478145	12.37608665	12.41806211	12.3478145	12.29796885	11.95533629	12.3478145	12.05872366	12.3478145	12.3478145	12.3478145	12.49425958	12.3478145	12.3478145	12.3478145	12.3478145	12.3478145	12.2160234	12.3478145	11.82792995	12.3478145	12.3478145	12.3478145	12.3478145	12.45571661	12.33142679	12.3478145	12.3478145	12.38997035	12.3478145	12.3478145	12.40667095	12.3478145	12.34812524	12.3478145	12.05971794	12.3478145	12.3478145	10.96093524	11.75539715	10.97090608	11.20101168	12.37703153	12.3478145	12.38004523	12.3478145	12.47939026	12.3478145	11.04708819	12.3478145	11.42048232	12.40097902
hsa-miR-635	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.352008064	2.321928095	2.321928095	2.321928095	2.321928095	2.428078458	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.429765712	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.756924133	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.595308498	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.451653491	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-636	2.321928095	3.144090215	2.321928095	2.321928095	3.908430224	2.321928095	2.887589793	2.321928095	2.921858427	2.321928095	2.321928095	2.321928095	3.239434243	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.909787281	2.321928095	2.321928095	2.321928095	2.974764457	2.41992913	2.321928095	2.321928095	3.789700903	2.321928095	3.654913243	3.286698343	2.321928095	3.156223473	2.65093148	2.400609069	2.321928095	3.519274869	2.321928095	2.321928095	2.321928095	3.313990432	3.70235894	2.634233352	3.360122542	2.785029725	2.321928095	2.321928095	2.321928095	3.07045194	3.045146478	2.321928095	2.321928095	3.124701536	3.659038894	2.321928095	2.927524425	2.321928095	2.790626456	2.321928095	2.321928095	2.321928095	2.321928095	2.437183107	2.895560273	2.871218163	3.778866244	3.86473398	3.566988357	2.956297579	3.258579812	3.533493713	2.321928095	3.835477224	2.591291973	2.95955966	2.625658413	2.321928095	3.111103914	3.214208541	3.119705288	3.893592892	3.770347833	2.321928095	3.396678096	2.321928095	5.046107711	2.804755648	3.830307882	2.321928095	3.60990176	6.532989994	3.89394309	4.001448051	3.537329244	3.946374207	4.024096075	4.059256629	2.60331717	2.588933559	2.321928095	3.365370499	3.22782495	3.58637088	3.991887486	2.577228297	3.951582775	3.805520521	2.321928095	3.461817999	2.321928095	2.321928095	2.761105659	4.809973488	2.321928095	3.569183001	3.224389525	2.915916099	3.240727146	3.527667445	3.333639792	2.321928095
hsa-miR-633	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-634	2.321928095	3.331364536	3.384063064	3.489460855	4.007399026	2.574666312	3.142897727	3.709389396	3.157253627	2.321928095	4.0439671	3.804074728	4.234461042	3.691432975	3.604510178	3.003394151	3.737809338	3.310132106	4.631777717	2.321928095	4.654108471	3.541926171	4.138920043	2.534912183	3.785221949	3.479247679	4.353227853	2.321928095	3.571098085	3.514208879	2.321928095	3.394306907	2.650058567	3.179446316	3.003889018	3.662571276	3.652958661	2.961233419	2.321928095	3.828705556	3.990776633	3.665202459	4.049174515	3.6944364	2.321928095	2.321928095	3.300426317	2.970010922	3.047102508	2.321928095	3.581174979	3.734901757	4.276845097	2.321928095	3.680470188	3.239658835	3.518920536	2.321928095	3.54513442	2.321928095	2.91957702	3.216459248	3.831322523	4.101037602	4.310747495	3.980212427	4.024645582	3.516726975	3.869613199	3.862267647	4.313886141	4.797092819	3.712189143	3.438797396	3.837087322	3.531105825	3.999518061	4.158779151	4.358592988	4.476843765	4.471518129	3.975046743	4.098883089	2.321928095	3.603964347	3.487117579	4.170967191	2.321928095	3.690353382	6.473828717	3.951599482	4.103500129	3.398282613	3.220244481	3.436003022	3.473220938	3.808647632	3.861642422	4.128017599	3.769768399	4.190865129	4.865634575	3.425048738	3.269600839	3.967425685	3.788793815	2.321928095	3.529624277	2.321928095	2.321928095	3.508771214	4.530685613	4.637476205	3.68960792	3.895983672	4.129529389	3.971145097	4.13973853	3.592254608	4.304830807
hsa-miR-620	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-621	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-629	4.498949861	4.409580187	2.978931095	4.823635471	4.731878189	3.958661631	3.319253689	4.567770087	2.321928095	2.321928095	2.321928095	2.321928095	4.89256874	4.101462101	3.437776755	3.334670304	3.913428037	4.056280773	4.170788857	4.885650302	2.321928095	3.724581689	4.795622605	4.685441662	4.101195422	3.846414633	4.44059582	2.321928095	4.508397063	3.71883809	2.321928095	3.397104461	3.109602908	3.067746408	4.046026612	5.156488304	4.085648699	4.355164971	3.566562606	3.984595888	3.258921031	3.89279256	3.954342122	3.816618458	3.251361568	2.321928095	3.565355844	3.879303677	3.809366879	2.321928095	4.039234127	3.29855798	4.003363966	4.266616046	3.870641288	4.387630254	4.115555168	3.399515907	2.321928095	4.172645309	4.033496134	2.321928095	4.201540569	2.321928095	2.321928095	3.3851028	3.913434942	3.961658986	2.887751853	3.110535359	2.321928095	2.321928095	3.687659792	2.91782964	3.209144571	3.076501743	3.80195886	2.321928095	3.705716541	2.321928095	2.321928095	2.321928095	4.032949826	2.321928095	4.037901362	4.121949968	3.520334736	2.321928095	4.377011497	5.218684388	3.75556685	3.667861908	2.79184961	3.211630626	3.587939968	3.445771266	3.562443711	3.542754281	2.321928095	3.536525164	4.082629882	3.527897402	2.321928095	2.321928095	3.2807253	3.202348633	2.321928095	2.321928095	2.321928095	2.321928095	3.405165936	2.321928095	2.321928095	3.19906511	3.746691912	3.467727399	2.321928095	3.204270261	2.321928095	2.321928095
hsa-miR-626	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-627	2.321928095	2.988529173	2.321928095	3.59460338	3.853237752	2.321928095	3.025919892	4.366108507	2.321928095	2.321928095	2.321928095	2.321928095	3.275351977	2.321928095	3.854596492	3.622401721	2.321928095	4.613960292	3.694202443	4.430273098	2.321928095	2.321928095	4.620488362	4.274122357	2.321928095	3.932300802	4.661427797	2.321928095	4.279757366	4.103664787	2.321928095	3.981846931	2.940246414	2.886310421	3.607935041	4.336458591	4.610475284	2.321928095	2.321928095	4.22060649	3.553775862	4.618238895	4.575245802	4.674978302	2.321928095	2.321928095	3.167748866	2.983902961	2.321928095	2.321928095	3.425828765	3.315202262	3.974960004	2.321928095	4.334845715	4.058334257	4.603182358	2.321928095	2.321928095	3.20150302	3.13417754	3.567712281	4.160207931	2.321928095	3.608061206	3.88311684	3.744363848	3.88362676	3.155928728	3.546399707	2.321928095	3.473463662	3.639095031	3.231156164	3.949233012	3.716245547	3.298485062	3.651173008	3.902798388	2.321928095	3.410053916	2.321928095	4.312900686	2.321928095	4.800876574	3.647119738	3.844568889	2.321928095	4.037547769	6.190386239	4.031283324	4.622021061	2.85895945	3.726119482	4.517993269	3.961203904	3.75455434	4.102310872	4.809566768	3.939524972	5.043613516	4.101036927	2.321928095	2.321928095	4.856152507	4.159472227	2.321928095	2.321928095	2.321928095	2.321928095	3.860216469	3.558954653	2.321928095	3.294908137	4.323365494	4.609811387	2.321928095	4.394225278	2.321928095	2.321928095
hsa-miR-624	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-625	5.817285922	3.190011703	2.321928095	5.690622159	3.454275656	2.613611858	3.459099278	4.475541955	2.88547929	2.321928095	2.321928095	4.28416969	3.079845275	4.142665225	3.701425597	5.042885008	6.149531065	5.497273225	3.824946755	6.250310045	2.321928095	4.545572216	5.704173249	6.503621388	6.314829301	4.659373876	2.321928095	2.321928095	3.401616602	2.321928095	4.585234927	4.021891513	4.028837021	4.585696731	4.8223039	6.821604663	5.355274726	6.533066471	5.638090915	2.321928095	2.321928095	3.754744535	3.317786566	3.524185203	6.606799846	4.935100104	4.66478533	6.062724062	4.536785726	2.321928095	5.534614781	3.225206033	4.638699516	4.275538176	3.644935755	5.845169823	3.2386793	4.625548047	3.629119895	5.823637407	4.235536544	4.630642142	3.000023707	2.616186392	2.321928095	2.321928095	3.643281115	3.160878245	3.639107434	3.148827402	2.321928095	2.321928095	3.487605447	3.442642242	3.691081703	3.673131458	4.410091826	3.498290117	2.848768987	2.321928095	2.321928095	3.798170286	2.905536161	2.321928095	2.321928095	3.660929103	2.461511518	4.1310446	2.321928095	3.297619144	2.321928095	3.999439378	2.321928095	3.472192733	3.823789199	3.997706198	2.321928095	2.700130123	2.321928095	3.221271403	2.518817601	3.074868027	3.813085834	2.507756888	5.633705778	3.483801098	2.321928095	3.012887276	3.583979148	2.321928095	4.056232302	2.321928095	2.321928095	3.290310833	3.182281996	3.591533718	3.474544197	3.249892853	4.317032721	2.321928095
hsa-miR-622	6.351810592	6.723629746	5.80495677	6.262071537	8.116464015	6.110407104	6.992427584	7.627288345	5.575950778	5.726803424	6.278433552	5.978073007	7.505361675	7.425904186	8.216342809	6.191326875	6.663359988	7.464704283	9.39750085	5.97803643	6.944049999	8.022992145	7.399137414	6.085599435	6.818679557	7.466535381	9.165778926	6.701047939	8.678152433	7.157965312	6.066457093	7.227492009	6.135786436	6.245423822	6.885064873	6.919690483	8.03968024	6.388102182	6.165458471	8.52512995	6.727806304	8.136880505	7.355645718	7.266742632	4.102317633	5.019210388	6.457151915	7.57819608	6.012125962	4.82110312	6.734987873	6.849696206	7.240158396	6.6501906	7.947202435	7.03231723	8.079489253	5.892888568	6.050315573	6.528519614	8.07435123	6.422354801	7.215917215	5.907944129	8.504180792	9.975948479	6.46187031	7.690129739	7.314729807	6.739188151	7.205100999	8.307531575	7.079985234	7.073850059	8.376440101	7.645973665	8.398040883	8.00832599	8.548543675	8.309751926	7.405973985	7.854942216	8.410954513	7.366990117	9.086097664	7.314259688	9.320966607	6.179880803	8.388623096	10.26275595	7.27472829	8.901269355	6.422332521	7.331500456	8.17483341	8.51603986	7.591353219	8.843367737	8.636417609	9.310025945	8.750484451	7.691707552	5.915107026	5.575301146	8.248008475	8.925897072	4.709234135	5.109852851	6.100732331	2.321928095	7.725437154	7.419516971	7.104946772	6.949064858	8.302833337	8.287522478	6.841165812	9.405895208	5.623797622	7.500477629
hsa-miR-623	6.377088629	6.599579744	4.914146178	6.773575583	7.155328753	5.849163881	6.663183055	6.635851715	4.036573638	5.683078282	6.733448705	6.045833578	7.350272723	6.572695448	7.307421004	6.684946146	6.547335124	6.88580153	8.29869475	5.834466153	6.909949078	7.176537615	6.824011471	5.087733648	6.388228441	7.14914921	8.95947878	5.477212939	7.113402945	7.060843588	5.261397789	6.957534088	6.144518313	6.425653824	6.302453535	6.409247357	7.45642941	6.000589928	6.103494357	8.539915619	7.629245461	7.497625042	7.452458139	7.156330848	3.975912095	3.827410563	6.713148362	5.214946368	6.050157408	2.321928095	6.453175743	7.31871534	7.067258961	6.270167911	7.323045715	6.747572852	7.35035299	5.490242273	6.849037139	5.317760622	6.647140747	6.187407796	6.841803389	6.27641939	8.797194101	8.036668577	6.809720093	7.450590603	7.352034131	6.889655573	7.378847961	9.237987484	7.242859088	6.990406408	7.260764394	7.671009102	8.772348668	7.434574727	7.275310234	8.526136682	7.993044395	7.523513406	7.730039002	7.772819498	9.158586213	6.700720362	8.802055892	6.506190251	7.180396156	9.855451406	7.084345097	7.756101638	6.751540144	7.381960946	7.56051929	7.381030999	7.511926421	8.749861167	10.43436995	8.006846983	7.945194781	7.560759531	7.309412935	5.918401806	8.623110255	7.926230065	6.134335085	6.237912071	4.680345818	2.321928095	7.470969548	7.742142953	6.940160043	6.930126098	7.646790214	8.576351023	7.142481318	7.973564299	5.767959441	8.247788282
