DATA	GSM995552	GSM995553	GSM995554	GSM995555	GSM995556	GSM995557	GSM995558	GSM995559	GSM995560	GSM995561	GSM995562	GSM995563	GSM995564	GSM995565	GSM995566	GSM995567	GSM995568	GSM995569	GSM995570	GSM995571	GSM995572	GSM995573	GSM995574	GSM995575	GSM995576	GSM995577	GSM995578	GSM995579	GSM995580	GSM995581	GSM995582	GSM995583	GSM995584	GSM995585	GSM995586	GSM995587	GSM995588	GSM995589	GSM995590	GSM995591	GSM995592	GSM995593	GSM995594	GSM995595	GSM995596	GSM995597	GSM995598	GSM995599	GSM995600	GSM995601	GSM995602	GSM995603	GSM995604	GSM995605	GSM995606	GSM995607	GSM995608	GSM995609	GSM995610	GSM995611	GSM995612	GSM995613	GSM995614	GSM995615	GSM995616	GSM995617	GSM995618	GSM995619	GSM995620	GSM995621	GSM995622	GSM995623	GSM995624	GSM995625	GSM995626	GSM995627	GSM995628	GSM995629	GSM995630	GSM995631	GSM995632	GSM995633	GSM995634	GSM995635	GSM995636	GSM995637	GSM995638	GSM995639	GSM995640	GSM995641	GSM995642	GSM995643	GSM995644	GSM995645	GSM995646	GSM995647	GSM995648	GSM995649	GSM995650	GSM995651	GSM995652	GSM995653	GSM995654	GSM995655	GSM995656	GSM995657	GSM995658	GSM995659	GSM995660	GSM995661	GSM995662	GSM995663	GSM995664	GSM995665	GSM995666	GSM995667	GSM995668	GSM995669	GSM995670	GSM995671
hsa-miR-410	3.918594372	2.321928095	2.321928095	2.321928095	2.321928095	4.069245786	2.946680388	2.321928095	2.321928095	4.717304723	2.321928095	2.946719093	5.402203661	2.321928095	3.857839932	4.44901997	2.321928095	3.849602221	3.575965914	2.321928095	2.321928095	3.95421026	2.321928095	3.402614362	2.321928095	2.743247947	3.433687602	3.851214902	2.975939705	2.849622028	2.321928095	4.0266261	4.209792745	4.007988299	3.353015636	2.472769676	3.86276677	2.321928095	2.321928095	2.321928095	5.546381314	3.566738538	3.531560419	3.800709591	2.321928095	2.321928095	2.85168775	3.468113745	4.436800317	2.321928095	3.77995484	4.082631417	2.321928095	2.321928095	3.468240273	2.321928095	3.61706312	3.563617178	4.298408919	4.487044811	3.857512797	4.065581071	4.410142926	2.828797244	4.40887394	3.960571896	3.526877587	4.091521582	2.741190698	4.08500063	2.321928095	2.321928095	3.725255144	5.042759858	2.568451901	4.647272107	3.453403934	3.596756532	3.722341578	2.321928095	3.911481907	4.346009971	3.344743181	4.691330722	2.321928095	2.321928095	3.743059163	4.045711967	3.245273779	2.321928095	2.834400991	2.891800536	2.67933141	3.438589789	2.712993099	2.321928095	2.666835635	4.476788449	2.321928095	3.824513098	3.619394198	4.003147396	4.510585248	2.321928095	3.56825364	2.749338653	2.321928095	3.25119238	2.321928095	2.321928095	5.031831779	3.614736446	4.410769335	3.774569959	3.937460591	4.538389846	3.71181178	2.804272395	3.672120744	2.321928095
hsa-miR-433	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.745754763	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-431	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.891781374	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.524707169	2.321928095	2.321928095	2.655016405	2.321928095	2.428001898	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.945507272	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.571347858	2.321928095	2.321928095	3.068384339	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.094777008	2.321928095	2.321928095	2.321928095	2.527641199	2.321928095	2.321928095	2.321928095	3.389027303	3.126448458	2.321928095	3.985772341	2.845014561	2.906491164	2.321928095	2.397755848	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.291642387	3.760820225	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-432	2.321928095	3.630018015	2.321928095	3.978956339	4.398337541	3.959762446	3.103925393	3.928638323	2.321928095	2.321928095	2.321928095	2.847907817	5.879438104	3.373125092	4.107688934	3.824110363	2.321928095	4.110747884	4.148648492	2.321928095	2.321928095	3.488728467	4.069547453	3.137417378	3.608590619	4.421607429	4.747962414	2.321928095	4.345464948	4.122280069	2.321928095	4.54250816	3.719133672	4.36384383	4.34018849	4.351884831	4.4722787	2.321928095	4.31577619	5.242748017	4.972926404	4.014299622	4.207901109	4.004289684	2.321928095	2.321928095	3.92299455	3.126867974	3.882926	2.321928095	3.836108958	3.713858247	3.745026583	2.321928095	4.041202796	3.446231387	4.280464313	2.321928095	2.321928095	3.252146251	3.866496553	3.307916049	4.262770597	2.511285184	4.628743463	4.277886583	4.002036406	4.255297239	3.804476752	3.886321713	2.321928095	2.321928095	3.930256269	4.385569759	3.963691904	4.33574681	4.214177664	3.895288951	4.192325058	3.972329354	4.002520191	3.925402024	4.102148675	4.278061821	3.588524902	3.740333966	4.223080815	3.750484239	4.041380829	5.848480012	4.099835998	4.021804225	2.839162632	4.071882271	4.052734167	3.970987575	4.277249077	4.671067554	5.121019067	3.713435358	4.240584097	4.336727854	4.533679375	3.302186234	4.625360941	3.936108118	2.321928095	3.146660717	2.321928095	2.321928095	4.507253455	4.082026271	2.321928095	3.220107841	4.146319922	4.387575278	3.370957414	4.026171353	2.321928095	2.321928095
hsa-miR-421	2.321928095	4.385692155	2.321928095	4.343420588	3.476664055	2.581830807	3.061193251	3.26081941	3.802111235	2.321928095	2.321928095	3.598316878	3.982673103	3.338165768	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.92829911	4.004908241	3.923099185	2.892745168	2.321928095	2.321928095	4.575838663	3.608902235	4.757355766	3.711830918	3.828622569	4.004126464	4.413625723	5.005626176	2.438550756	4.486759856	2.956497084	2.321928095	2.321928095	2.321928095	2.686359275	2.804996235	5.816333333	4.979901719	4.893921678	4.193571833	3.518900757	2.321928095	3.502685872	2.321928095	2.321928095	2.321928095	2.321928095	2.873716728	2.321928095	2.321928095	2.321928095	3.422823765	2.965659355	2.321928095	2.807300584	2.443443591	2.321928095	2.321928095	3.848023172	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.187677447	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.712265007	2.321928095	2.321928095	4.301681355	3.639413999	4.115347909	2.641032945	4.464855509	3.208961903	2.973356165	3.323343269	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.456139371	2.908251158	3.154248742	4.090208262	2.321928095	4.117873902	2.321928095	2.321928095	2.324353163	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.938156708	2.321928095	4.29503284	2.321928095
hsa-miR-429	9.341940878	9.971444398	9.397797879	9.707543604	7.077138432	9.108377894	8.40723742	9.926284501	10.53175807	8.615797001	9.248023525	8.615728959	2.321928095	7.186437437	7.599149727	10.07171159	10.05168711	9.584219199	7.854781177	8.437867672	7.163331588	10.0980475	7.461355507	8.320243339	8.108541203	7.381269477	6.427764235	7.41541409	4.998797388	7.955207486	10.15411505	7.527457	9.078926894	7.3636301	9.368739632	9.516300137	7.765147106	10.01539568	9.100448176	7.044259078	2.321928095	7.629878619	8.020494869	7.901047012	10.20871861	7.539899139	8.179129627	9.50927233	8.702594075	10.30128617	7.661553862	7.328322597	7.455400169	8.30505144	7.000379613	9.509867366	8.409466517	7.901401615	8.384029826	9.956012806	10.52508171	7.838335073	7.868925092	7.262840952	5.123972596	5.343875148	6.70125227	6.556612882	6.809414782	7.118641549	6.490250527	6.453588686	7.848665522	7.513573033	7.596894955	7.291877957	6.910761042	5.387677152	6.925277525	5.083651883	7.419741343	7.129464235	3.592010953	5.859893949	4.787447833	5.833118935	2.786540378	6.971070733	2.823138756	2.321928095	7.022287175	5.429639849	5.389898141	6.080224662	6.88838286	5.998174864	2.321928095	5.704565852	4.537696195	5.285122882	8.04833334	2.321928095	6.013227429	6.74348017	5.8336178	5.024525683	7.776174232	3.880631919	6.229308626	6.765516623	6.353468809	6.220515375	2.321928095	7.099077094	5.669740561	5.607207166	2.321928095	5.600160328	2.321928095	5.756975146
hsa-miR-424	8.069670442	8.863870574	9.433028077	9.105558522	9.305308865	9.729380946	9.583997891	9.568740205	8.831792781	9.20396018	7.827977418	9.878401266	9.390142228	9.601989282	9.777519637	9.944500843	10.20898796	9.727038969	9.698987198	10.13576123	7.41816856	10.3553914	7.879575648	10.18614211	9.56955781	8.368620794	6.878680087	9.93245161	10.01570611	8.67813063	9.675603248	9.815644375	10.33940355	9.519803279	9.574681784	9.440231778	9.122490258	8.784617759	9.478625174	6.151042157	10.26302212	8.716004777	8.255182236	8.620682688	7.900525781	10.98408761	8.708187167	9.211029287	8.918904401	8.698076061	9.904224975	9.08374888	8.460350565	9.674414637	9.346011362	9.491862379	8.693942894	9.260254505	9.39160057	9.653639906	10.32220402	9.150851578	9.982504065	9.18584219	8.771077318	7.399044706	7.41101784	9.630580547	9.210729643	8.937245035	8.315497561	6.490336898	9.416535392	10.27417013	9.14542194	9.682471146	9.988563042	8.358335748	8.878429399	8.061491842	8.499722627	9.820217755	7.527170146	7.541965607	2.321928095	7.563744588	6.909101769	9.551319722	8.530615898	2.321928095	8.517392873	9.50025962	8.452756636	9.385683494	8.084295989	8.397860939	7.516084345	9.276552315	5.255576084	8.775971497	8.269927533	7.840957708	10.4317149	9.220158388	8.610373535	7.51660812	9.832810146	7.710430262	9.259544504	9.409315254	10.62879635	5.168209225	6.949454631	8.002052709	8.136936957	9.75710532	8.815791406	8.670691861	8.681223477	7.069100083
hsa-miR-425	9.294174988	7.150845214	7.905422135	9.073315714	8.699172228	6.819201076	7.486880911	8.570650484	7.852680028	8.10259825	6.601580323	7.06356211	6.443894589	7.531848159	6.611420684	7.487174367	7.802564011	7.146665165	7.716326863	8.067438468	7.02928169	8.34773794	8.168094534	7.881052227	8.451075561	7.260459328	7.306255854	7.606944822	7.275349796	6.835762355	8.625152522	6.499472695	7.273310804	6.824103607	8.004476648	7.921025554	7.004408179	9.605282508	9.1212386	6.026500787	5.656652343	7.776155889	7.151231122	6.694831763	9.597334738	7.643379076	7.37290052	7.021433526	8.45612055	7.707368486	8.894237786	7.235149194	8.321008249	7.587041021	5.757016303	7.441603658	6.42896435	7.430475266	8.154186388	6.752797181	8.599694479	6.88729083	7.200311256	6.389777301	5.279235234	4.90870887	6.751676039	6.036030951	6.266823909	6.300541602	6.477227282	5.472866469	6.869869318	5.277784944	6.792564916	6.067205803	6.468688369	5.673010936	6.203960971	5.67250052	6.235241989	4.949808784	6.153831419	6.533358327	6.439381163	6.656799226	5.288348127	6.275572689	6.994753357	4.364244667	6.464012821	5.283913426	6.04312953	4.904942604	5.993287148	6.791026675	6.118033634	5.482811759	4.485108547	5.019645658	6.689969748	5.221687748	6.217381201	6.467611883	5.420555768	4.90279452	6.210202004	6.712575093	6.350850569	5.944600556	7.049101096	6.116972325	6.928403569	6.788523022	5.641859138	4.78960959	6.842963524	4.70291387	6.453298978	6.224786818
hsa-miR-453	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-454	7.391778875	4.750220772	5.279458296	5.421775351	5.771977054	4.877309575	4.613754051	5.316987918	6.675707016	5.696835453	3.993631213	5.401819834	5.685876327	5.234414359	2.350615592	4.991543089	5.573249091	4.250721689	2.321928095	6.488320601	2.321928095	4.123649841	6.733912432	6.135907139	7.409528133	3.937366286	2.321928095	6.005988255	3.301830104	2.950091219	6.316321328	2.985360981	5.689030248	4.809012101	5.279798525	6.676248622	4.089633409	7.216304853	5.749457722	2.321928095	2.321928095	4.067279871	2.321928095	3.506595103	7.173291848	6.02578898	4.398330262	4.839282609	5.53764905	5.696422667	5.800955336	3.591384184	4.057915944	2.321928095	2.321928095	4.769231623	2.668591359	5.6955679	3.838470276	6.308634338	4.394950128	5.027109914	2.771221274	4.131495987	2.321928095	2.321928095	4.598871048	3.246935188	2.321928095	2.880695948	2.321928095	2.321928095	3.822937735	2.321928095	2.548733154	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.48970673	2.321928095	4.395820003	2.321928095	2.321928095	3.224230249	2.321928095	2.930228907	2.321928095	2.321928095	3.150117857	2.703666273	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.380668163	3.722383697	2.321928095	2.321928095	3.634229474	4.532049341	5.210524818	2.321928095	2.321928095	2.321928095	2.321928095	4.501135471	2.321928095	2.321928095	4.889144709	2.321928095	6.555949502	2.321928095
hsa-miR-451	10.92697735	11.76007229	12.45797306	10.66725253	11.99293009	12.20394286	11.4308926	10.53654971	11.70234395	12.25585572	8.996302789	11.26987502	6.966831953	10.99072212	12.45797306	11.15120996	10.50776154	9.32132887	11.41217263	11.60128358	12.45797306	10.81967947	11.28869663	12.45797306	12.45797306	12.45797306	10.12105531	10.99991106	12.14644141	10.12032682	11.40985751	12.51920023	12.20584046	11.57210444	11.65068841	12.45797306	12.53847812	11.3617639	11.79432926	11.30145324	12.45797306	10.2029641	10.41846282	12.09108741	11.6284075	10.70754815	9.282518818	12.06532997	10.07656726	11.18401788	10.98942607	12.48555351	12.45714684	12.3017433	12.45797306	11.72227794	11.85625795	11.50768341	10.73526479	11.62964032	11.01263012	12.05663124	11.64342912	12.45797306	12.45797306	12.10266751	12.45797306	12.22891194	12.45797306	12.45797306	11.8113784	9.281646743	12.46832069	12.40630037	12.2916138	11.37480382	12.45797306	12.45797306	12.45797306	12.43719494	12.45613883	11.87519108	12.45797306	12.45797306	8.815981638	12.45797306	13.80909003	12.46298476	12.45797306	7.201082692	12.45797306	12.45797306	12.45797306	12.45797306	12.45797306	12.45797306	12.45797306	12.02118913	11.49912719	12.45797306	10.98645088	13.69024902	12.45797306	12.45797306	12.45797306	12.30213019	12.07926651	12.45797306	12.45797306	12.45797306	11.66929523	10.17522305	12.45797306	12.45797306	12.45797306	11.09887172	12.45797306	12.04598668	12.45797306	12.38148567
hsa-miR-452	4.27775499	6.322884602	7.531802562	7.591339889	6.68474665	5.326413255	5.560350031	6.341284558	4.979993295	6.924545305	7.314691928	5.572605685	5.278494332	6.8836911	6.565217541	5.363421435	4.508650542	6.415500482	5.390805322	4.681249366	5.421932869	5.393660102	6.162320714	4.06932645	5.103380035	6.104402916	5.97452187	4.479153487	6.340729428	5.074428869	5.335585397	5.611218296	5.618196061	5.341031231	6.111056072	5.493330275	6.171923782	4.835314958	6.014672155	5.649271987	6.228148301	5.173051135	6.182660942	6.178277692	2.321928095	2.321928095	5.797945049	4.515694454	4.960690405	2.321928095	5.404874931	6.113887723	5.758616894	6.414142371	6.433049143	5.159418421	5.782069845	6.005077863	5.180265722	6.229396223	5.665259995	6.28807709	6.227509942	7.521307286	5.948103797	6.523500761	7.550612514	5.701320368	5.365812374	6.787827438	7.511621977	6.642804808	6.37157348	6.222708719	6.475189562	5.771868794	5.760826308	7.474052067	8.043881701	7.258247019	7.262691562	6.821856784	7.236157893	5.046236876	5.402018363	7.364340593	7.651125387	7.171490131	7.663476253	7.026839718	7.513733957	6.179214122	8.555117833	6.15354386	5.39694019	6.309333283	7.708164281	6.3087872	7.888367162	6.868359452	5.865162492	8.221509922	7.055856131	6.844598588	6.4911688	7.520898086	7.024813864	8.573181454	8.422007137	6.63527744	5.262022039	6.467089412	8.726467833	7.442669228	6.950691186	5.940796479	8.398241308	6.685804083	8.502180302	7.464060156
hiv1-miR-N367	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.200352116	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-448	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-497	9.037963641	7.809250404	8.76536893	8.999994847	8.611455517	9.939251353	9.204398953	8.659270489	9.041028979	9.764156866	9.677164663	9.459926179	5.509838247	8.06759187	10.53884923	8.770069302	10.59817799	9.386904742	9.739378252	8.707965427	9.534665823	9.183558512	8.653479609	9.830941717	9.500406599	9.869892762	8.412387668	9.326976323	8.669874898	8.851121683	8.815940522	9.502948394	9.371280394	8.972651551	8.744538552	7.950522464	9.494779648	9.346223542	9.767720876	9.848992562	9.749464087	8.806927216	9.017819439	9.203774604	7.765352267	9.764296225	9.998219414	9.007419119	9.284463673	9.365055614	8.828304099	9.815487299	9.146889468	9.399420438	9.88983797	9.077720682	9.147618427	9.953653452	9.130819502	9.458175832	9.410239852	10.10201257	9.720069188	10.45273239	10.46924276	9.923398023	9.251230645	9.459137394	9.917284148	10.45680734	10.74575851	10.08819532	9.570578307	10.43547273	10.145987	10.76647718	10.11595575	10.46265087	9.590454685	10.0059616	10.33531455	10.65576893	9.908781152	10.10938773	8.840551543	9.91418387	10.35802444	10.48151804	9.418710345	8.038450347	9.738535228	10.01244735	10.14150673	10.44662518	9.879689707	9.673527911	9.491513093	9.966910709	9.746198062	10.20117121	8.970231746	10.36775821	10.21704316	10.2268434	10.47175982	10.10598113	10.29399081	10.29652775	10.07101982	10.41487522	10.48375084	9.597955606	10.71278635	9.435474698	10.52596353	11.00959901	9.922736688	10.24181564	9.849400655	9.954459371
hsa-miR-498	4.570797341	4.688954229	2.321928095	3.921689393	5.45642526	3.89024351	4.825332942	4.381295465	3.607450076	2.321928095	4.810527804	3.194092475	5.455673948	4.189398601	4.773353091	4.342054911	4.046719493	4.437228652	6.553550848	2.321928095	5.062978225	5.255976667	4.737203191	3.575874789	4.721215266	4.825819861	6.732629067	4.586121658	5.148378328	5.447421397	4.240310507	5.077916887	4.38422684	4.665040551	4.512907634	4.98263119	5.171624904	3.759113163	4.195391742	7.000754579	5.414615559	5.012200601	5.127611372	5.060714312	2.321928095	2.321928095	4.389497758	4.312129654	4.826123061	2.321928095	4.296025318	5.272189829	5.162596079	4.785683994	5.30286836	4.902427816	5.212059964	2.321928095	4.517029915	3.38320281	4.121995113	4.909111128	4.605007946	4.580251789	7.114069253	6.296312048	4.892891765	5.283720348	5.333926754	5.56704228	5.227166005	6.871161128	4.772819304	4.993601439	5.253708675	5.061528271	5.922372089	5.866826607	5.607074361	6.633785121	5.790553588	5.581266305	6.009010171	5.145235997	6.85466807	4.974049587	6.43958408	4.547175942	4.861039609	7.349195367	5.426480798	6.244052567	5.900573646	5.459804576	5.585151142	5.627004082	5.923830608	6.568356455	7.15357229	5.58707899	5.30051131	6.479857546	5.126276258	4.250031021	6.419097747	6.245871853	2.321928095	5.688832885	2.321928095	2.321928095	5.224766687	8.379029977	5.153542799	6.032758675	5.40076541	6.744605199	4.296182778	6.370052268	4.617071049	6.179282306
hsa-miR-495	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.023995833	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.61526684	5.257995319	2.321928095	3.868546665	3.966738057	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.44804122	2.321928095	2.770362922	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.291036285	4.134788224	3.984610937	2.369110393	2.445175436	2.706613405	2.321928095	2.321928095	2.321928095	5.266106138	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.679844458	3.865969722	2.321928095	3.351410208	3.121426848	2.321928095	2.321928095	2.655582723	2.321928095	2.405016501	2.321928095	2.321928095	3.674486762	3.725092969	4.660661832	4.100582974	2.321928095	2.321928095	2.321928095	3.466791637	3.396698395	3.20009502	3.237496785	2.321928095	2.321928095	2.842028256	5.195497795	3.168336805	4.534665941	3.716117044	2.946538937	3.19338972	2.321928095	2.321928095	3.449190754	2.428445778	2.321928095	2.321928095	2.321928095	2.467838385	3.306904567	2.321928095	2.321928095	2.321928095	2.679789712	2.321928095	3.563445585	2.845273443	2.758186459	2.321928095	3.300785337	2.321928095	3.47318129	2.321928095	2.321928095	5.371999725	2.572035896	3.191895432	3.207631288	3.602603227	2.729110918	3.247315733	2.321928095	4.514837291	2.321928095	2.321928095	2.321928095	2.385398848	2.645150923	3.010825823	2.667960564	3.624220198	2.321928095
hsa-miR-496	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
