	V1	V2
MACROD2-AS1-LINC00968	MACROD2-AS1	LINC00968
MAFG-AS1-LINC00968	MAFG-AS1	LINC00968
MAGI1-IT1-LINC00968	MAGI1-IT1	LINC00968
MAGI2-AS2-LINC00968	MAGI2-AS2	LINC00968
MAL2-LINC00968	MAL2	LINC00968
MAMDC2-AS1-LINC00968	MAMDC2-AS1	LINC00968
MAN1B1-AS1-LINC00968	MAN1B1-AS1	LINC00968
MAP3K14-AS1-LINC00968	MAP3K14-AS1	LINC00968
MAPKAPK5-AS1-LINC00968	MAPKAPK5-AS1	LINC00968
MAPT-AS1-LINC00968	MAPT-AS1	LINC00968
MATN1-AS1-LINC00968	MATN1-AS1	LINC00968
MBNL1-AS1-LINC00968	MBNL1-AS1	LINC00968
MCF2L-AS1-LINC00968	MCF2L-AS1	LINC00968
MCHR2-AS1-LINC00968	MCHR2-AS1	LINC00968
MCM3AP-AS1-LINC00968	MCM3AP-AS1	LINC00968
MEF2C-AS1-LINC00968	MEF2C-AS1	LINC00968
MEG3-LINC00968	MEG3	LINC00968
MEG8-LINC00968	MEG8	LINC00968
MEG9-LINC00968	MEG9	LINC00968
MGC15885-LINC00968	MGC15885	LINC00968
MGC16275-LINC00968	MGC16275	LINC00968
MGC32805-LINC00968	MGC32805	LINC00968
MIATNB-LINC00968	MIATNB	LINC00968
MIR124-2HG-LINC00968	MIR124-2HG	LINC00968
MIR133A1HG-LINC00968	MIR133A1HG	LINC00968
MIR210HG-LINC00968	MIR210HG	LINC00968
MIR31HG-LINC00968	MIR31HG	LINC00968
MIR3663HG-LINC00968	MIR3663HG	LINC00968
MIR4500HG-LINC00968	MIR4500HG	LINC00968
MIR646HG-LINC00968	MIR646HG	LINC00968
MIR670HG-LINC00968	MIR670HG	LINC00968
MIR7-3HG-LINC00968	MIR7-3HG	LINC00968
MIRLET7BHG-LINC00968	MIRLET7BHG	LINC00968
MIRLET7DHG-LINC00968	MIRLET7DHG	LINC00968
MKNK1-AS1-LINC00968	MKNK1-AS1	LINC00968
MNX1-AS1-LINC00968	MNX1-AS1	LINC00968
MORC2-AS1-LINC00968	MORC2-AS1	LINC00968
MORF4L2-AS1-LINC00968	MORF4L2-AS1	LINC00968
MPRIP-AS1-LINC00968	MPRIP-AS1	LINC00968
MRVI1-AS1-LINC00968	MRVI1-AS1	LINC00968
MTUS2-AS1-LINC00968	MTUS2-AS1	LINC00968
MYCNOS-LINC00968	MYCNOS	LINC00968
MYLK-AS1-LINC00968	MYLK-AS1	LINC00968
N4BP2L2-IT2-LINC00968	N4BP2L2-IT2	LINC00968
NADK2-AS1-LINC00968	NADK2-AS1	LINC00968
NALCN-AS1-LINC00968	NALCN-AS1	LINC00968
NAPA-AS1-LINC00968	NAPA-AS1	LINC00968
NAV2-AS2-LINC00968	NAV2-AS2	LINC00968
NAV2-AS4-LINC00968	NAV2-AS4	LINC00968
NAV2-AS5-LINC00968	NAV2-AS5	LINC00968
NAV2-IT1-LINC00968	NAV2-IT1	LINC00968
NCK1-AS1-LINC00968	NCK1-AS1	LINC00968
NDUFB2-AS1-LINC00968	NDUFB2-AS1	LINC00968
NDUFV2-AS1-LINC00968	NDUFV2-AS1	LINC00968
NEBL-AS1-LINC00968	NEBL-AS1	LINC00968
NEGR1-IT1-LINC00968	NEGR1-IT1	LINC00968
NEXN-AS1-LINC00968	NEXN-AS1	LINC00968
NFIA-AS2-LINC00968	NFIA-AS2	LINC00968
NFYC-AS1-LINC00968	NFYC-AS1	LINC00968
NHEG1-LINC00968	NHEG1	LINC00968
NIFK-AS1-LINC00968	NIFK-AS1	LINC00968
NKX2-1-AS1-LINC00968	NKX2-1-AS1	LINC00968
NNT-AS1-LINC00968	NNT-AS1	LINC00968
NOP14-AS1-LINC00968	NOP14-AS1	LINC00968
NPHP3-AS1-LINC00968	NPHP3-AS1	LINC00968
NR2F1-AS1-LINC00968	NR2F1-AS1	LINC00968
NR2F2-AS1-LINC00968	NR2F2-AS1	LINC00968
NRG1-IT1-LINC00968	NRG1-IT1	LINC00968
NTRK3-AS1-LINC00968	NTRK3-AS1	LINC00968
NUP50-AS1-LINC00968	NUP50-AS1	LINC00968
OGFRP1-LINC00968	OGFRP1	LINC00968
OSER1-AS1-LINC00968	OSER1-AS1	LINC00968
OSTM1-AS1-LINC00968	OSTM1-AS1	LINC00968
OTUD6B-AS1-LINC00968	OTUD6B-AS1	LINC00968
OTX2-AS1-LINC00968	OTX2-AS1	LINC00968
OVCH1-AS1-LINC00968	OVCH1-AS1	LINC00968
OVOL1-AS1-LINC00968	OVOL1-AS1	LINC00968
PACRG-AS1-LINC00968	PACRG-AS1	LINC00968
PARD3-AS1-LINC00968	PARD3-AS1	LINC00968
PARD6G-AS1-LINC00968	PARD6G-AS1	LINC00968
PART1-LINC00968	PART1	LINC00968
PAXBP1-AS1-LINC00968	PAXBP1-AS1	LINC00968
PAXIP1-AS1-LINC00968	PAXIP1-AS1	LINC00968
PCA3-LINC00968	PCA3	LINC00968
PCAT18-LINC00968	PCAT18	LINC00968
PCAT4-LINC00968	PCAT4	LINC00968
PCAT6-LINC00968	PCAT6	LINC00968
PCGEM1-LINC00968	PCGEM1	LINC00968
PCOLCE-AS1-LINC00968	PCOLCE-AS1	LINC00968
PDCD4-AS1-LINC00968	PDCD4-AS1	LINC00968
PDZRN3-AS1-LINC00968	PDZRN3-AS1	LINC00968
PGM5-AS1-LINC00968	PGM5-AS1	LINC00968
PHEX-AS1-LINC00968	PHEX-AS1	LINC00968
PINK1-AS-LINC00968	PINK1-AS	LINC00968
PITPNA-AS1-LINC00968	PITPNA-AS1	LINC00968
PITRM1-AS1-LINC00968	PITRM1-AS1	LINC00968
PLCG1-AS1-LINC00968	PLCG1-AS1	LINC00968
PLCH1-AS1-LINC00968	PLCH1-AS1	LINC00968
POT1-AS1-LINC00968	POT1-AS1	LINC00968
POU6F2-AS2-LINC00968	POU6F2-AS2	LINC00968
PP12613-LINC00968	PP12613	LINC00968
PP7080-LINC00968	PP7080	LINC00968
PPP1R26-AS1-LINC00968	PPP1R26-AS1	LINC00968
PRICKLE2-AS3-LINC00968	PRICKLE2-AS3	LINC00968
PRKAG2-AS1-LINC00968	PRKAG2-AS1	LINC00968
PRKG1-AS1-LINC00968	PRKG1-AS1	LINC00968
PRMT5-AS1-LINC00968	PRMT5-AS1	LINC00968
PROSER2-AS1-LINC00968	PROSER2-AS1	LINC00968
PRR34-AS1-LINC00968	PRR34-AS1	LINC00968
PRR7-AS1-LINC00968	PRR7-AS1	LINC00968
PRRT3-AS1-LINC00968	PRRT3-AS1	LINC00968
PRRX2-AS1-LINC00968	PRRX2-AS1	LINC00968
PSMB8-AS1-LINC00968	PSMB8-AS1	LINC00968
PSMG3-AS1-LINC00968	PSMG3-AS1	LINC00968
PSORS1C3-LINC00968	PSORS1C3	LINC00968
PTGER4P2-CDK2AP2P2-LINC00968	PTGER4P2-CDK2AP2P2	LINC00968
PTOV1-AS1-LINC00968	PTOV1-AS1	LINC00968
PWRN2-LINC00968	PWRN2	LINC00968
PXN-AS1-LINC00968	PXN-AS1	LINC00968
RAB11B-AS1-LINC00968	RAB11B-AS1	LINC00968
RAB30-AS1-LINC00968	RAB30-AS1	LINC00968
RAMP2-AS1-LINC00968	RAMP2-AS1	LINC00968
RAP2C-AS1-LINC00968	RAP2C-AS1	LINC00968
RAPGEF4-AS1-LINC00968	RAPGEF4-AS1	LINC00968
RARA-AS1-LINC00968	RARA-AS1	LINC00968
RASSF1-AS1-LINC00968	RASSF1-AS1	LINC00968
RASSF8-AS1-LINC00968	RASSF8-AS1	LINC00968
RBAKDN-LINC00968	RBAKDN	LINC00968
RBFADN-LINC00968	RBFADN	LINC00968
RBM26-AS1-LINC00968	RBM26-AS1	LINC00968
RFPL1S-LINC00968	RFPL1S	LINC00968
RGMB-AS1-LINC00968	RGMB-AS1	LINC00968
RGPD4-AS1-LINC00968	RGPD4-AS1	LINC00968
RHPN1-AS1-LINC00968	RHPN1-AS1	LINC00968
RNASEH1-AS1-LINC00968	RNASEH1-AS1	LINC00968
RNF139-AS1-LINC00968	RNF139-AS1	LINC00968
RNF157-AS1-LINC00968	RNF157-AS1	LINC00968
RNF185-AS1-LINC00968	RNF185-AS1	LINC00968
ROR1-AS1-LINC00968	ROR1-AS1	LINC00968
RPL34-AS1-LINC00968	RPL34-AS1	LINC00968
RPS6KA2-AS1-LINC00968	RPS6KA2-AS1	LINC00968
RRS1-AS1-LINC00968	RRS1-AS1	LINC00968
RUSC1-AS1-LINC00968	RUSC1-AS1	LINC00968
SACS-AS1-LINC00968	SACS-AS1	LINC00968
SAPCD1-AS1-LINC00968	SAPCD1-AS1	LINC00968
SATB2-AS1-LINC00968	SATB2-AS1	LINC00968
SBF2-AS1-LINC00968	SBF2-AS1	LINC00968
SCAMP1-AS1-LINC00968	SCAMP1-AS1	LINC00968
SCOC-AS1-LINC00968	SCOC-AS1	LINC00968
SDCBP2-AS1-LINC00968	SDCBP2-AS1	LINC00968
SEC24B-AS1-LINC00968	SEC24B-AS1	LINC00968
SENCR-LINC00968	SENCR	LINC00968
SERTAD4-AS1-LINC00968	SERTAD4-AS1	LINC00968
SH3BP5-AS1-LINC00968	SH3BP5-AS1	LINC00968
SH3PXD2A-AS1-LINC00968	SH3PXD2A-AS1	LINC00968
SH3RF3-AS1-LINC00968	SH3RF3-AS1	LINC00968
SHANK2-AS2-LINC00968	SHANK2-AS2	LINC00968
SHANK2-AS3-LINC00968	SHANK2-AS3	LINC00968
SIX3-AS1-LINC00968	SIX3-AS1	LINC00968
SLC16A1-AS1-LINC00968	SLC16A1-AS1	LINC00968
SLC25A21-AS1-LINC00968	SLC25A21-AS1	LINC00968
SLC26A4-AS1-LINC00968	SLC26A4-AS1	LINC00968
SLC2A1-AS1-LINC00968	SLC2A1-AS1	LINC00968
SLC8A1-AS1-LINC00968	SLC8A1-AS1	LINC00968
SLCO4A1-AS1-LINC00968	SLCO4A1-AS1	LINC00968
SLFNL1-AS1-LINC00968	SLFNL1-AS1	LINC00968
SLIT2-IT1-LINC00968	SLIT2-IT1	LINC00968
SMAD1-AS2-LINC00968	SMAD1-AS2	LINC00968
SMAD5-AS1-LINC00968	SMAD5-AS1	LINC00968
SMC5-AS1-LINC00968	SMC5-AS1	LINC00968
SMCR5-LINC00968	SMCR5	LINC00968
SMIM2-AS1-LINC00968	SMIM2-AS1	LINC00968
SNAI3-AS1-LINC00968	SNAI3-AS1	LINC00968
SND1-IT1-LINC00968	SND1-IT1	LINC00968
SNHG10-LINC00968	SNHG10	LINC00968
SNHG12-LINC00968	SNHG12	LINC00968
SNHG18-LINC00968	SNHG18	LINC00968
SNHG19-LINC00968	SNHG19	LINC00968
SNHG22-LINC00968	SNHG22	LINC00968
SNHG3-LINC00968	SNHG3	LINC00968
SNHG7-LINC00968	SNHG7	LINC00968
SNHG8-LINC00968	SNHG8	LINC00968
SNHG9-LINC00968	SNHG9	LINC00968
SOS1-IT1-LINC00968	SOS1-IT1	LINC00968
SOX2-OT-LINC00968	SOX2-OT	LINC00968
SOX21-AS1-LINC00968	SOX21-AS1	LINC00968
SPANXA2-OT1-LINC00968	SPANXA2-OT1	LINC00968
SPATA3-AS1-LINC00968	SPATA3-AS1	LINC00968
SPATA41-LINC00968	SPATA41	LINC00968
SPATA42-LINC00968	SPATA42	LINC00968
SRRM2-AS1-LINC00968	SRRM2-AS1	LINC00968
ST7-AS1-LINC00968	ST7-AS1	LINC00968
ST7-AS2-LINC00968	ST7-AS2	LINC00968
ST7-OT4-LINC00968	ST7-OT4	LINC00968
ST8SIA6-AS1-LINC00968	ST8SIA6-AS1	LINC00968
STAM-AS1-LINC00968	STAM-AS1	LINC00968
STAU2-AS1-LINC00968	STAU2-AS1	LINC00968
STK24-AS1-LINC00968	STK24-AS1	LINC00968
STK4-AS1-LINC00968	STK4-AS1	LINC00968
STX18-AS1-LINC00968	STX18-AS1	LINC00968
STXBP5-AS1-LINC00968	STXBP5-AS1	LINC00968
SUCLG2-AS1-LINC00968	SUCLG2-AS1	LINC00968
SYNPR-AS1-LINC00968	SYNPR-AS1	LINC00968
TAF1A-AS1-LINC00968	TAF1A-AS1	LINC00968
TAPT1-AS1-LINC00968	TAPT1-AS1	LINC00968
TDRG1-LINC00968	TDRG1	LINC00968
TEX26-AS1-LINC00968	TEX26-AS1	LINC00968
TEX36-AS1-LINC00968	TEX36-AS1	LINC00968
TEX41-LINC00968	TEX41	LINC00968
TFAP2A-AS1-LINC00968	TFAP2A-AS1	LINC00968
THAP7-AS1-LINC00968	THAP7-AS1	LINC00968
THAP9-AS1-LINC00968	THAP9-AS1	LINC00968
THUMPD3-AS1-LINC00968	THUMPD3-AS1	LINC00968
TIPARP-AS1-LINC00968	TIPARP-AS1	LINC00968
TLR8-AS1-LINC00968	TLR8-AS1	LINC00968
TMCC1-AS1-LINC00968	TMCC1-AS1	LINC00968
TMEM108-AS1-LINC00968	TMEM108-AS1	LINC00968
TMEM161B-AS1-LINC00968	TMEM161B-AS1	LINC00968
TMEM254-AS1-LINC00968	TMEM254-AS1	LINC00968
TMEM44-AS1-LINC00968	TMEM44-AS1	LINC00968
TMEM51-AS1-LINC00968	TMEM51-AS1	LINC00968
TMEM72-AS1-LINC00968	TMEM72-AS1	LINC00968
TMPO-AS1-LINC00968	TMPO-AS1	LINC00968
TNK2-AS1-LINC00968	TNK2-AS1	LINC00968
TOLLIP-AS1-LINC00968	TOLLIP-AS1	LINC00968
TP53TG1-LINC00968	TP53TG1	LINC00968
TRAF3IP2-AS1-LINC00968	TRAF3IP2-AS1	LINC00968
TRAM2-AS1-LINC00968	TRAM2-AS1	LINC00968
TRPM2-AS-LINC00968	TRPM2-AS	LINC00968
TSC22D1-AS1-LINC00968	TSC22D1-AS1	LINC00968
TSIX-LINC00968	TSIX	LINC00968
TTLL11-IT1-LINC00968	TTLL11-IT1	LINC00968
TTLL7-IT1-LINC00968	TTLL7-IT1	LINC00968
TTN-AS1-LINC00968	TTN-AS1	LINC00968
TTTY10-LINC00968	TTTY10	LINC00968
TTTY11-LINC00968	TTTY11	LINC00968
TTTY12-LINC00968	TTTY12	LINC00968
TTTY13-LINC00968	TTTY13	LINC00968
TTTY15-LINC00968	TTTY15	LINC00968
TTTY2-LINC00968	TTTY2	LINC00968
TTTY4-LINC00968	TTTY4	LINC00968
TTTY5-LINC00968	TTTY5	LINC00968
TTTY6-LINC00968	TTTY6	LINC00968
TTTY7-LINC00968	TTTY7	LINC00968
TTTY8-LINC00968	TTTY8	LINC00968
TUG1-LINC00968	TUG1	LINC00968
TUSC7-LINC00968	TUSC7	LINC00968
TUSC8-LINC00968	TUSC8	LINC00968
TYMSOS-LINC00968	TYMSOS	LINC00968
U91328.2-LINC00968	U91328.2	LINC00968
UBAC2-AS1-LINC00968	UBAC2-AS1	LINC00968
UBE2E2-AS1-LINC00968	UBE2E2-AS1	LINC00968
UBL7-AS1-LINC00968	UBL7-AS1	LINC00968
UBXN10-AS1-LINC00968	UBXN10-AS1	LINC00968
UG0898H09-LINC00968	UG0898H09	LINC00968
UNC5B-AS1-LINC00968	UNC5B-AS1	LINC00968
USP2-AS1-LINC00968	USP2-AS1	LINC00968
USP27X-AS1-LINC00968	USP27X-AS1	LINC00968
USP3-AS1-LINC00968	USP3-AS1	LINC00968
USP30-AS1-LINC00968	USP30-AS1	LINC00968
USP46-AS1-LINC00968	USP46-AS1	LINC00968
VAC14-AS1-LINC00968	VAC14-AS1	LINC00968
VENTXP1-LINC00968	VENTXP1	LINC00968
VPS13A-AS1-LINC00968	VPS13A-AS1	LINC00968
VPS9D1-AS1-LINC00968	VPS9D1-AS1	LINC00968
VWA8-AS1-LINC00968	VWA8-AS1	LINC00968
WAC-AS1-LINC00968	WAC-AS1	LINC00968
WASIR1-LINC00968	WASIR1	LINC00968
WDR11-AS1-LINC00968	WDR11-AS1	LINC00968
WEE2-AS1-LINC00968	WEE2-AS1	LINC00968
WT1-AS-LINC00968	WT1-AS	LINC00968
WWC2-AS2-LINC00968	WWC2-AS2	LINC00968
WWTR1-AS1-LINC00968	WWTR1-AS1	LINC00968
XIST-LINC00968	XIST	LINC00968
YTHDF3-AS1-LINC00968	YTHDF3-AS1	LINC00968
ZBED3-AS1-LINC00968	ZBED3-AS1	LINC00968
ZBED5-AS1-LINC00968	ZBED5-AS1	LINC00968
ZBTB11-AS1-LINC00968	ZBTB11-AS1	LINC00968
ZBTB20-AS1-LINC00968	ZBTB20-AS1	LINC00968
ZBTB46-AS1-LINC00968	ZBTB46-AS1	LINC00968
ZEB1-AS1-LINC00968	ZEB1-AS1	LINC00968
ZFAS1-LINC00968	ZFAS1	LINC00968
ZFHX4-AS1-LINC00968	ZFHX4-AS1	LINC00968
ZFY-AS1-LINC00968	ZFY-AS1	LINC00968
ZMIZ1-AS1-LINC00968	ZMIZ1-AS1	LINC00968
ZNF213-AS1-LINC00968	ZNF213-AS1	LINC00968
ZNF252P-AS1-LINC00968	ZNF252P-AS1	LINC00968
ZNF295-AS1-LINC00968	ZNF295-AS1	LINC00968
ZNF32-AS3-LINC00968	ZNF32-AS3	LINC00968
ZNF503-AS2-LINC00968	ZNF503-AS2	LINC00968
ZNF571-AS1-LINC00968	ZNF571-AS1	LINC00968
ZNF582-AS1-LINC00968	ZNF582-AS1	LINC00968
ZNF674-AS1-LINC00968	ZNF674-AS1	LINC00968
ZNF790-AS1-LINC00968	ZNF790-AS1	LINC00968
ZRANB2-AS1-LINC00968	ZRANB2-AS1	LINC00968
ZSCAN16-AS1-LINC00968	ZSCAN16-AS1	LINC00968
LINC01087-LINC00969	LINC01087	LINC00969
LINC01146-LINC00969	LINC01146	LINC00969
LINC01419-LINC00969	LINC01419	LINC00969
MIR3663HG-LINC00969	MIR3663HG	LINC00969
ZFY-AS1-LINC00969	ZFY-AS1	LINC00969
LINC00973-LINC00970	LINC00973	LINC00970
LINC01020-LINC00970	LINC01020	LINC00970
LINC01021-LINC00970	LINC01021	LINC00970
LINC01087-LINC00970	LINC01087	LINC00970
LINC01093-LINC00970	LINC01093	LINC00970
LINC01098-LINC00970	LINC01098	LINC00970
LINC01102-LINC00970	LINC01102	LINC00970
LINC01122-LINC00970	LINC01122	LINC00970
LINC01139-LINC00970	LINC01139	LINC00970
LINC01146-LINC00970	LINC01146	LINC00970
LINC01360-LINC00970	LINC01360	LINC00970
LINC01361-LINC00970	LINC01361	LINC00970
LINC01393-LINC00970	LINC01393	LINC00970
LINC01419-LINC00970	LINC01419	LINC00970
LINC01426-LINC00970	LINC01426	LINC00970
MCHR2-AS1-LINC00970	MCHR2-AS1	LINC00970
MIR133A1HG-LINC00970	MIR133A1HG	LINC00970
MIR3663HG-LINC00970	MIR3663HG	LINC00970
NEXN-AS1-LINC00970	NEXN-AS1	LINC00970
OSTM1-AS1-LINC00970	OSTM1-AS1	LINC00970
POT1-AS1-LINC00970	POT1-AS1	LINC00970
POU6F2-AS2-LINC00970	POU6F2-AS2	LINC00970
ROR1-AS1-LINC00970	ROR1-AS1	LINC00970
RRS1-AS1-LINC00970	RRS1-AS1	LINC00970
SACS-AS1-LINC00970	SACS-AS1	LINC00970
SOX2-OT-LINC00970	SOX2-OT	LINC00970
SPATA42-LINC00970	SPATA42	LINC00970
ST7-AS2-LINC00970	ST7-AS2	LINC00970
STAM-AS1-LINC00970	STAM-AS1	LINC00970
TEX41-LINC00970	TEX41	LINC00970
TMCC1-AS1-LINC00970	TMCC1-AS1	LINC00970
UG0898H09-LINC00970	UG0898H09	LINC00970
VAC14-AS1-LINC00970	VAC14-AS1	LINC00970
VENTXP1-LINC00970	VENTXP1	LINC00970
VWA8-AS1-LINC00970	VWA8-AS1	LINC00970
WASIR1-LINC00970	WASIR1	LINC00970
ZFY-AS1-LINC00970	ZFY-AS1	LINC00970
LINC01020-LINC00982	LINC01020	LINC00982
LINC01021-LINC00982	LINC01021	LINC00982
LINC01087-LINC00982	LINC01087	LINC00982
LINC01093-LINC00982	LINC01093	LINC00982
LINC01098-LINC00982	LINC01098	LINC00982
LINC01102-LINC00982	LINC01102	LINC00982
LINC01106-LINC00982	LINC01106	LINC00982
LINC01122-LINC00982	LINC01122	LINC00982
LINC01139-LINC00982	LINC01139	LINC00982
LINC01146-LINC00982	LINC01146	LINC00982
LINC01233-LINC00982	LINC01233	LINC00982
LINC01234-LINC00982	LINC01234	LINC00982
LINC01360-LINC00982	LINC01360	LINC00982
LINC01361-LINC00982	LINC01361	LINC00982
LINC01419-LINC00982	LINC01419	LINC00982
MIR3663HG-LINC00982	MIR3663HG	LINC00982
NEXN-AS1-LINC00982	NEXN-AS1	LINC00982
OSTM1-AS1-LINC00982	OSTM1-AS1	LINC00982
OTX2-AS1-LINC00982	OTX2-AS1	LINC00982
POT1-AS1-LINC00982	POT1-AS1	LINC00982
POU6F2-AS2-LINC00982	POU6F2-AS2	LINC00982
RNF157-AS1-LINC00982	RNF157-AS1	LINC00982
ROR1-AS1-LINC00982	ROR1-AS1	LINC00982
RRS1-AS1-LINC00982	RRS1-AS1	LINC00982
SACS-AS1-LINC00982	SACS-AS1	LINC00982
SLC26A4-AS1-LINC00982	SLC26A4-AS1	LINC00982
SOX2-OT-LINC00982	SOX2-OT	LINC00982
SPATA42-LINC00982	SPATA42	LINC00982
ST7-OT4-LINC00982	ST7-OT4	LINC00982
STAM-AS1-LINC00982	STAM-AS1	LINC00982
UG0898H09-LINC00982	UG0898H09	LINC00982
VAC14-AS1-LINC00982	VAC14-AS1	LINC00982
VENTXP1-LINC00982	VENTXP1	LINC00982
VWA8-AS1-LINC00982	VWA8-AS1	LINC00982
ZFY-AS1-LINC00982	ZFY-AS1	LINC00982
LINC01021-LINC00992	LINC01021	LINC00992
LINC01087-LINC00992	LINC01087	LINC00992
LINC01146-LINC00992	LINC01146	LINC00992
LINC01233-LINC00992	LINC01233	LINC00992
LINC01419-LINC00992	LINC01419	LINC00992
MIR3663HG-LINC00992	MIR3663HG	LINC00992
OSTM1-AS1-LINC00992	OSTM1-AS1	LINC00992
POT1-AS1-LINC00992	POT1-AS1	LINC00992
POU6F2-AS2-LINC00992	POU6F2-AS2	LINC00992
ROR1-AS1-LINC00992	ROR1-AS1	LINC00992
SOX2-OT-LINC00992	SOX2-OT	LINC00992
SPATA42-LINC00992	SPATA42	LINC00992
STAM-AS1-LINC00992	STAM-AS1	LINC00992
UG0898H09-LINC00992	UG0898H09	LINC00992
VAC14-AS1-LINC00992	VAC14-AS1	LINC00992
ZFY-AS1-LINC00992	ZFY-AS1	LINC00992
LINC01021-LINC00996	LINC01021	LINC00996
LINC01087-LINC00996	LINC01087	LINC00996
LINC01093-LINC00996	LINC01093	LINC00996
LINC01146-LINC00996	LINC01146	LINC00996
LINC01419-LINC00996	LINC01419	LINC00996
MIR3663HG-LINC00996	MIR3663HG	LINC00996
POT1-AS1-LINC00996	POT1-AS1	LINC00996
RNF157-AS1-LINC00996	RNF157-AS1	LINC00996
SOX2-OT-LINC00996	SOX2-OT	LINC00996
SPATA42-LINC00996	SPATA42	LINC00996
STAM-AS1-LINC00996	STAM-AS1	LINC00996
UG0898H09-LINC00996	UG0898H09	LINC00996
ZFY-AS1-LINC00996	ZFY-AS1	LINC00996
LINC01021-LINC01004	LINC01021	LINC01004
LINC01087-LINC01004	LINC01087	LINC01004
LINC01146-LINC01004	LINC01146	LINC01004
LINC01233-LINC01004	LINC01233	LINC01004
LINC01419-LINC01004	LINC01419	LINC01004
MIR3663HG-LINC01004	MIR3663HG	LINC01004
OSTM1-AS1-LINC01004	OSTM1-AS1	LINC01004
OTX2-AS1-LINC01004	OTX2-AS1	LINC01004
POT1-AS1-LINC01004	POT1-AS1	LINC01004
POU6F2-AS2-LINC01004	POU6F2-AS2	LINC01004
SOX2-OT-LINC01004	SOX2-OT	LINC01004
UG0898H09-LINC01004	UG0898H09	LINC01004
ZFY-AS1-LINC01004	ZFY-AS1	LINC01004
LINC01020-LINC01007	LINC01020	LINC01007
LINC01021-LINC01007	LINC01021	LINC01007
LINC01087-LINC01007	LINC01087	LINC01007
LINC01093-LINC01007	LINC01093	LINC01007
LINC01098-LINC01007	LINC01098	LINC01007
LINC01102-LINC01007	LINC01102	LINC01007
LINC01122-LINC01007	LINC01122	LINC01007
LINC01139-LINC01007	LINC01139	LINC01007
LINC01146-LINC01007	LINC01146	LINC01007
LINC01233-LINC01007	LINC01233	LINC01007
LINC01234-LINC01007	LINC01234	LINC01007
LINC01305-LINC01007	LINC01305	LINC01007
LINC01360-LINC01007	LINC01360	LINC01007
LINC01361-LINC01007	LINC01361	LINC01007
LINC01393-LINC01007	LINC01393	LINC01007
LINC01419-LINC01007	LINC01419	LINC01007
LINC01448-LINC01007	LINC01448	LINC01007
MCHR2-AS1-LINC01007	MCHR2-AS1	LINC01007
MIR133A1HG-LINC01007	MIR133A1HG	LINC01007
MIR3663HG-LINC01007	MIR3663HG	LINC01007
NEXN-AS1-LINC01007	NEXN-AS1	LINC01007
OSTM1-AS1-LINC01007	OSTM1-AS1	LINC01007
OTX2-AS1-LINC01007	OTX2-AS1	LINC01007
POT1-AS1-LINC01007	POT1-AS1	LINC01007
POU6F2-AS2-LINC01007	POU6F2-AS2	LINC01007
RNF157-AS1-LINC01007	RNF157-AS1	LINC01007
ROR1-AS1-LINC01007	ROR1-AS1	LINC01007
RRS1-AS1-LINC01007	RRS1-AS1	LINC01007
SACS-AS1-LINC01007	SACS-AS1	LINC01007
SLC26A4-AS1-LINC01007	SLC26A4-AS1	LINC01007
SMAD1-AS2-LINC01007	SMAD1-AS2	LINC01007
SOX2-OT-LINC01007	SOX2-OT	LINC01007
SPATA42-LINC01007	SPATA42	LINC01007
ST7-OT4-LINC01007	ST7-OT4	LINC01007
STAM-AS1-LINC01007	STAM-AS1	LINC01007
TEX41-LINC01007	TEX41	LINC01007
TMCC1-AS1-LINC01007	TMCC1-AS1	LINC01007
UG0898H09-LINC01007	UG0898H09	LINC01007
VAC14-AS1-LINC01007	VAC14-AS1	LINC01007
VENTXP1-LINC01007	VENTXP1	LINC01007
VWA8-AS1-LINC01007	VWA8-AS1	LINC01007
WASIR1-LINC01007	WASIR1	LINC01007
ZFHX4-AS1-LINC01007	ZFHX4-AS1	LINC01007
ZFY-AS1-LINC01007	ZFY-AS1	LINC01007
LINC01146-LINC01010	LINC01146	LINC01010
LINC01419-LINC01010	LINC01419	LINC01010
MIR3663HG-LINC01010	MIR3663HG	LINC01010
POU6F2-AS2-LINC01010	POU6F2-AS2	LINC01010
ZFY-AS1-LINC01010	ZFY-AS1	LINC01010
LINC01021-LINC01012	LINC01021	LINC01012
LINC01087-LINC01012	LINC01087	LINC01012
LINC01102-LINC01012	LINC01102	LINC01012
LINC01146-LINC01012	LINC01146	LINC01012
LINC01361-LINC01012	LINC01361	LINC01012
LINC01419-LINC01012	LINC01419	LINC01012
MIR3663HG-LINC01012	MIR3663HG	LINC01012
NEXN-AS1-LINC01012	NEXN-AS1	LINC01012
POT1-AS1-LINC01012	POT1-AS1	LINC01012
POU6F2-AS2-LINC01012	POU6F2-AS2	LINC01012
RRS1-AS1-LINC01012	RRS1-AS1	LINC01012
SOX2-OT-LINC01012	SOX2-OT	LINC01012
UG0898H09-LINC01012	UG0898H09	LINC01012
ZFY-AS1-LINC01012	ZFY-AS1	LINC01012
LINC01020-LINC01013	LINC01020	LINC01013
LINC01021-LINC01013	LINC01021	LINC01013
LINC01087-LINC01013	LINC01087	LINC01013
LINC01093-LINC01013	LINC01093	LINC01013
LINC01102-LINC01013	LINC01102	LINC01013
LINC01122-LINC01013	LINC01122	LINC01013
LINC01146-LINC01013	LINC01146	LINC01013
LINC01360-LINC01013	LINC01360	LINC01013
LINC01361-LINC01013	LINC01361	LINC01013
