	V1	V2	avg1	avg2	dirct	altb.N	agtb.N	altb.T	agtb.T	p	FDR
LINC01165-LINC00968	LINC01165	LINC00968	-58	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01169-LINC00968	LINC01169	LINC00968	-88.5200000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01180-LINC00968	LINC01180	LINC00968	-40.16	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01187-LINC00968	LINC01187	LINC00968	-65.36	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01189-LINC00968	LINC01189	LINC00968	-196	-1068.28	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01191-LINC00968	LINC01191	LINC00968	-23.5799999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01192-LINC00968	LINC01192	LINC00968	-46.4400000000001	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01197-LINC00968	LINC01197	LINC00968	-201	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01209-LINC00968	LINC01209	LINC00968	-41.12	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01220-LINC00968	LINC01220	LINC00968	-45.12	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01227-LINC00968	LINC01227	LINC00968	-56.5600000000001	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01231-LINC00968	LINC01231	LINC00968	-57.52	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01241-LINC00968	LINC01241	LINC00968	-172.04	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01243-LINC00968	LINC01243	LINC00968	-52.8	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01252-LINC00968	LINC01252	LINC00968	-123	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01257-LINC00968	LINC01257	LINC00968	-124.58	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01260-LINC00968	LINC01260	LINC00968	-85.4400000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01271-LINC00968	LINC01271	LINC00968	-81.4000000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01282-LINC00968	LINC01282	LINC00968	-8.56000000000006	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01300-LINC00968	LINC01300	LINC00968	-52	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
LINC01312-LINC00968	LINC01312	LINC00968	-34.96	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01342-LINC00968	LINC01342	LINC00968	-54.8	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01343-LINC00968	LINC01343	LINC00968	-75.1800000000001	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01351-LINC00968	LINC01351	LINC00968	-33.4	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01352-LINC00968	LINC01352	LINC00968	-31.16	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01354-LINC00968	LINC01354	LINC00968	-417.08	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01356-LINC00968	LINC01356	LINC00968	-146.8	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01362-LINC00968	LINC01362	LINC00968	-22.12	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01365-LINC00968	LINC01365	LINC00968	-232.68	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01395-LINC00968	LINC01395	LINC00968	-159.12	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01405-LINC00968	LINC01405	LINC00968	-142.04	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01425-LINC00968	LINC01425	LINC00968	-68.52	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01428-LINC00968	LINC01428	LINC00968	-105.68	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01431-LINC00968	LINC01431	LINC00968	-61.88	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01432-LINC00968	LINC01432	LINC00968	-56.6800000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LOH12CR2-LINC00968	LOH12CR2	LINC00968	-473.36	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LPP-AS2-LINC00968	LPP-AS2	LINC00968	-28	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LRRC2-AS1-LINC00968	LRRC2-AS1	LINC00968	-129.56	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LSAMP-AS1-LINC00968	LSAMP-AS1	LINC00968	-212.08	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LY86-AS1-LINC00968	LY86-AS1	LINC00968	-85.62	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LZTS1-AS1-LINC00968	LZTS1-AS1	LINC00968	-93.0400000000001	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
MAGI1-IT1-LINC00968	MAGI1-IT1	LINC00968	-116.72	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MAMDC2-AS1-LINC00968	MAMDC2-AS1	LINC00968	-12.08	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MAN1B1-AS1-LINC00968	MAN1B1-AS1	LINC00968	-336.8	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
MAP3K14-AS1-LINC00968	MAP3K14-AS1	LINC00968	-100.68	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MAPKAPK5-AS1-LINC00968	MAPKAPK5-AS1	LINC00968	-192.64	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MBNL1-AS1-LINC00968	MBNL1-AS1	LINC00968	-726.52	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
MCHR2-AS1-LINC00968	MCHR2-AS1	LINC00968	-25.32	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
MEG3-LINC00968	MEG3	LINC00968	-155.16	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
MEG8-LINC00968	MEG8	LINC00968	-44.78	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MEG9-LINC00968	MEG9	LINC00968	-8.40000000000009	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MGC15885-LINC00968	MGC15885	LINC00968	-83.7199999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MGC16275-LINC00968	MGC16275	LINC00968	-46.3200000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MGC32805-LINC00968	MGC32805	LINC00968	-114.32	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
MIR124-2HG-LINC00968	MIR124-2HG	LINC00968	-136.56	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
MIR4500HG-LINC00968	MIR4500HG	LINC00968	-18.28	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MIRLET7BHG-LINC00968	MIRLET7BHG	LINC00968	-275.08	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MIRLET7DHG-LINC00968	MIRLET7DHG	LINC00968	-142.4	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
MPRIP-AS1-LINC00968	MPRIP-AS1	LINC00968	-46.24	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
N4BP2L2-IT2-LINC00968	N4BP2L2-IT2	LINC00968	-55.64	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
NALCN-AS1-LINC00968	NALCN-AS1	LINC00968	-291.88	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
NAPA-AS1-LINC00968	NAPA-AS1	LINC00968	-167.76	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
NAV2-AS2-LINC00968	NAV2-AS2	LINC00968	-277.44	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
NAV2-AS5-LINC00968	NAV2-AS5	LINC00968	-14.6999999999999	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
NDUFV2-AS1-LINC00968	NDUFV2-AS1	LINC00968	-261.12	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
NEBL-AS1-LINC00968	NEBL-AS1	LINC00968	-181.04	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
NEGR1-IT1-LINC00968	NEGR1-IT1	LINC00968	-0.32000000000005	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
NFIA-AS2-LINC00968	NFIA-AS2	LINC00968	-22.32	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
NIFK-AS1-LINC00968	NIFK-AS1	LINC00968	-113.64	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
NOP14-AS1-LINC00968	NOP14-AS1	LINC00968	-81.26	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
NR2F1-AS1-LINC00968	NR2F1-AS1	LINC00968	-508.32	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
NR2F2-AS1-LINC00968	NR2F2-AS1	LINC00968	-435.24	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
OGFRP1-LINC00968	OGFRP1	LINC00968	-97.9200000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
OSER1-AS1-LINC00968	OSER1-AS1	LINC00968	-97.8	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
OTUD6B-AS1-LINC00968	OTUD6B-AS1	LINC00968	-134.2	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
OVOL1-AS1-LINC00968	OVOL1-AS1	LINC00968	-77.2	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PARD3-AS1-LINC00968	PARD3-AS1	LINC00968	-107.36	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PARD6G-AS1-LINC00968	PARD6G-AS1	LINC00968	-16.48	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PART1-LINC00968	PART1	LINC00968	-17.04	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PAXBP1-AS1-LINC00968	PAXBP1-AS1	LINC00968	-15.6	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PCA3-LINC00968	PCA3	LINC00968	-82.72	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PCAT4-LINC00968	PCAT4	LINC00968	-61.9599999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PCGEM1-LINC00968	PCGEM1	LINC00968	-189.84	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PDCD4-AS1-LINC00968	PDCD4-AS1	LINC00968	-357.84	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
PDZRN3-AS1-LINC00968	PDZRN3-AS1	LINC00968	-487.6	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
PGM5-AS1-LINC00968	PGM5-AS1	LINC00968	-871.4	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
PINK1-AS-LINC00968	PINK1-AS	LINC00968	-118.84	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
PLCG1-AS1-LINC00968	PLCG1-AS1	LINC00968	-232.76	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PP12613-LINC00968	PP12613	LINC00968	-64.0400000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PRICKLE2-AS3-LINC00968	PRICKLE2-AS3	LINC00968	-259.48	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PRKG1-AS1-LINC00968	PRKG1-AS1	LINC00968	-42.92	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
PSMB8-AS1-LINC00968	PSMB8-AS1	LINC00968	-272.16	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
RAB11B-AS1-LINC00968	RAB11B-AS1	LINC00968	-100.8	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
RAMP2-AS1-LINC00968	RAMP2-AS1	LINC00968	-313.4	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
RARA-AS1-LINC00968	RARA-AS1	LINC00968	-608.4	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
RASSF8-AS1-LINC00968	RASSF8-AS1	LINC00968	-244.72	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
RBFADN-LINC00968	RBFADN	LINC00968	-143.16	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
RBM26-AS1-LINC00968	RBM26-AS1	LINC00968	-298.44	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
RFPL1S-LINC00968	RFPL1S	LINC00968	-17.48	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
RGPD4-AS1-LINC00968	RGPD4-AS1	LINC00968	-70.92	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
RNF185-AS1-LINC00968	RNF185-AS1	LINC00968	-150.68	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
RPL34-AS1-LINC00968	RPL34-AS1	LINC00968	-32.64	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SACS-AS1-LINC00968	SACS-AS1	LINC00968	-11.16	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
SCOC-AS1-LINC00968	SCOC-AS1	LINC00968	-106.16	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SDCBP2-AS1-LINC00968	SDCBP2-AS1	LINC00968	-21.04	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
SENCR-LINC00968	SENCR	LINC00968	-515.28	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
SH3BP5-AS1-LINC00968	SH3BP5-AS1	LINC00968	-56.84	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
SH3RF3-AS1-LINC00968	SH3RF3-AS1	LINC00968	-469.04	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
SHANK2-AS3-LINC00968	SHANK2-AS3	LINC00968	-32.2	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SLC16A1-AS1-LINC00968	SLC16A1-AS1	LINC00968	-78.04	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SLC2A1-AS1-LINC00968	SLC2A1-AS1	LINC00968	-19.52	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
SLIT2-IT1-LINC00968	SLIT2-IT1	LINC00968	-131.54	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
SMAD5-AS1-LINC00968	SMAD5-AS1	LINC00968	-107.56	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SMC5-AS1-LINC00968	SMC5-AS1	LINC00968	-166.68	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SMCR5-LINC00968	SMCR5	LINC00968	-68.52	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SMIM2-AS1-LINC00968	SMIM2-AS1	LINC00968	-177.88	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SNAI3-AS1-LINC00968	SNAI3-AS1	LINC00968	-83.08	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SND1-IT1-LINC00968	SND1-IT1	LINC00968	-43.36	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
SNHG10-LINC00968	SNHG10	LINC00968	-53.66	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
SNHG18-LINC00968	SNHG18	LINC00968	-158.08	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
SNHG19-LINC00968	SNHG19	LINC00968	-46.12	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SNHG7-LINC00968	SNHG7	LINC00968	-246.16	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SNHG8-LINC00968	SNHG8	LINC00968	-275.96	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
SNHG9-LINC00968	SNHG9	LINC00968	-7.20000000000005	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
SPATA3-AS1-LINC00968	SPATA3-AS1	LINC00968	-24.6400000000001	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
SPATA41-LINC00968	SPATA41	LINC00968	-82.28	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
ST7-AS1-LINC00968	ST7-AS1	LINC00968	-235.56	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
STK24-AS1-LINC00968	STK24-AS1	LINC00968	-3.84000000000003	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
STX18-AS1-LINC00968	STX18-AS1	LINC00968	-128.24	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
STXBP5-AS1-LINC00968	STXBP5-AS1	LINC00968	-61	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TEX36-AS1-LINC00968	TEX36-AS1	LINC00968	-230.42	-1068.28	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
THAP9-AS1-LINC00968	THAP9-AS1	LINC00968	-52.04	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
TMEM108-AS1-LINC00968	TMEM108-AS1	LINC00968	-98.24	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
TNK2-AS1-LINC00968	TNK2-AS1	LINC00968	-41.4399999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TOLLIP-AS1-LINC00968	TOLLIP-AS1	LINC00968	-49.52	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TRAF3IP2-AS1-LINC00968	TRAF3IP2-AS1	LINC00968	-362.44	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TRPM2-AS-LINC00968	TRPM2-AS	LINC00968	-113.04	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
TSC22D1-AS1-LINC00968	TSC22D1-AS1	LINC00968	-131.04	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TSIX-LINC00968	TSIX	LINC00968	-213.56	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
TTLL11-IT1-LINC00968	TTLL11-IT1	LINC00968	-49.64	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TTLL7-IT1-LINC00968	TTLL7-IT1	LINC00968	-67.08	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TTN-AS1-LINC00968	TTN-AS1	LINC00968	-30.24	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TTTY11-LINC00968	TTTY11	LINC00968	-78.16	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TTTY12-LINC00968	TTTY12	LINC00968	-78.16	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
TTTY7-LINC00968	TTTY7	LINC00968	-86.8399999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TTTY8-LINC00968	TTTY8	LINC00968	-1.72000000000003	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
TUSC8-LINC00968	TUSC8	LINC00968	-65.4400000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
UBE2E2-AS1-LINC00968	UBE2E2-AS1	LINC00968	-4.63999999999999	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
USP2-AS1-LINC00968	USP2-AS1	LINC00968	-74.52	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
USP27X-AS1-LINC00968	USP27X-AS1	LINC00968	-230.16	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
USP30-AS1-LINC00968	USP30-AS1	LINC00968	-263.28	-1068.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
USP46-AS1-LINC00968	USP46-AS1	LINC00968	-277.08	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
VPS9D1-AS1-LINC00968	VPS9D1-AS1	LINC00968	-15.6	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
VWA8-AS1-LINC00968	VWA8-AS1	LINC00968	-18.12	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
WDR11-AS1-LINC00968	WDR11-AS1	LINC00968	-83.3599999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
WWC2-AS2-LINC00968	WWC2-AS2	LINC00968	-353.44	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
XIST-LINC00968	XIST	LINC00968	-204.16	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
ZBTB46-AS1-LINC00968	ZBTB46-AS1	LINC00968	-82.6	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
ZEB1-AS1-LINC00968	ZEB1-AS1	LINC00968	-176.6	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
ZNF503-AS2-LINC00968	ZNF503-AS2	LINC00968	-14.96	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
ZNF571-AS1-LINC00968	ZNF571-AS1	LINC00968	-139.64	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
ZNF582-AS1-LINC00968	ZNF582-AS1	LINC00968	-419.04	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
ZNF674-AS1-LINC00968	ZNF674-AS1	LINC00968	-281	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
SACS-AS1-LINC00982	SACS-AS1	LINC00982	-11.16	-97.52	same	25	0	19	6	0.022289766970618	0.083827089307486
POT1-AS1-LINC01012	POT1-AS1	LINC01012	223.54	13.98	same	25	0	19	6	0.022289766970618	0.083827089307486
LINC01139-LINC01015	LINC01139	LINC01015	234	94.08	same	25	0	17	8	0.00402912278221531	0.0173806217932915
RNF157-AS1-LINC01015	RNF157-AS1	LINC01015	847.76	94.08	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
POT1-AS1-LINC01016	POT1-AS1	LINC01016	223.54	133.56	same	25	0	19	6	0.022289766970618	0.083827089307486
RNF157-AS1-LINC01016	RNF157-AS1	LINC01016	847.76	133.56	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
RNF157-AS1-LINC01023	RNF157-AS1	LINC01023	847.76	83.36	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
LINC01139-LINC01049	LINC01139	LINC01049	234	154.44	same	24	1	17	8	0.0232154217451454	0.0838549592376684
POT1-AS1-LINC01049	POT1-AS1	LINC01049	223.54	154.44	same	25	0	19	6	0.022289766970618	0.083827089307486
LINC01300-LINC01082	LINC01300	LINC01082	-52	-618.16	same	24	1	11	14	0.000101921319381886	0.000509227963166369
MAMDC2-AS1-LINC01082	MAMDC2-AS1	LINC01082	-12.08	-618.16	same	24	1	8	17	3.04871974639072e-06	1.69066666397167e-05
MCHR2-AS1-LINC01082	MCHR2-AS1	LINC01082	-25.32	-618.16	same	24	1	11	14	0.000101921319381886	0.000509227963166369
RGPD4-AS1-LINC01082	RGPD4-AS1	LINC01082	-70.92	-618.16	same	24	1	15	10	0.00461407092132902	0.0193249529931748
SACS-AS1-LINC01082	SACS-AS1	LINC01082	-11.16	-618.16	same	24	1	11	14	0.000101921319381886	0.000509227963166369
VWA8-AS1-LINC01082	VWA8-AS1	LINC01082	-18.12	-618.16	same	24	1	15	10	0.00461407092132902	0.0193249529931748
MNX1-AS1-LINC01096	MNX1-AS1	LINC01096	608.32	89.0400000000001	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
LINC01139-LINC01097	LINC01139	LINC01097	234	46.4	same	25	0	18	7	0.00962512664640325	0.0390361520408168
POT1-AS1-LINC01097	POT1-AS1	LINC01097	223.54	46.4	same	25	0	18	7	0.00962512664640325	0.0390361520408168
RNF157-AS1-LINC01097	RNF157-AS1	LINC01097	847.76	46.4	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
WASIR1-LINC01097	WASIR1	LINC01097	792.64	46.4	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
POT1-AS1-LINC01115	POT1-AS1	LINC01115	223.54	52.84	same	25	0	19	6	0.022289766970618	0.083827089307486
POT1-AS1-LINC01118	POT1-AS1	LINC01118	223.54	108.04	same	25	0	19	6	0.022289766970618	0.083827089307486
SOX2-OT-LINC01122	SOX2-OT	LINC01122	165.46	10.08	same	24	1	16	9	0.010580541940289	0.0414919913756488
RNF157-AS1-LINC01136	RNF157-AS1	LINC01136	847.76	169.96	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
LINC01312-LINC01140	LINC01312	LINC01140	-34.96	-510.44	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
RGPD4-AS1-LINC01140	RGPD4-AS1	LINC01140	-70.92	-510.44	same	24	1	15	10	0.00461407092132902	0.0193249529931748
SACS-AS1-LINC01140	SACS-AS1	LINC01140	-11.16	-510.44	same	25	0	10	15	2.90449355751488e-06	1.6450642300871e-05
VWA8-AS1-LINC01140	VWA8-AS1	LINC01140	-18.12	-510.44	same	25	0	13	12	8.56724043748096e-05	0.000437802262632447
POT1-AS1-LINC01141	POT1-AS1	LINC01141	223.54	7.04000000000008	same	25	0	18	7	0.00962512664640325	0.0390361520408168
RNF157-AS1-LINC01141	RNF157-AS1	LINC01141	847.76	7.04000000000008	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
ST7-AS2-LINC01141	ST7-AS2	LINC01141	80.68	7.04000000000008	same	24	1	17	8	0.0232154217451454	0.0838549592376684
POT1-AS1-LINC01142	POT1-AS1	LINC01142	223.54	114.84	same	25	0	19	6	0.022289766970618	0.083827089307486
RNF157-AS1-LINC01142	RNF157-AS1	LINC01142	847.76	114.84	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
