"Custom pathway"$"Custom pathway"$"Diff"$"Direction of change"$"Interactions"$"P-value"$"FDR corrected p-value"
"aminosugar metabolism"$"aminosugar metabolism"$0.437037037037037$"UP"$"age"$5.09668273890892e-08$1.670983840828e-06
"arachidonic acid metabolism"$"arachidonic acid metabolism"$0.037037037037037$"UP"$"organ + age + organ:age"$0.67599217086049$0.787513721890774
"arginine and proline metabolism"$"arginine and proline metabolism"$-0.525925925925926$"DOWN"$"age"$1.73877962656762e-17$1.59619969718907e-15
"beta-alanine metabolism"$"beta-alanine metabolism"$-0.422222222222222$"DOWN"$"age"$5.98520235110462e-07$1.37360393957851e-05
"bile acid synthesis"$"bile acid synthesis"$-0.392592592592593$"DOWN"$"age"$1.29596986814393e-05$0.000258630508468723
"butanoate metabolism"$"butanoate metabolism"$-0.0666666666666667$"DOWN"$"organ + age + organ:age"$0.421986568380695$0.576463794305771
"cholesterol metabolism"$"cholesterol metabolism"$-0.237037037037037$"DOWN"$"organ + age + organ:age"$0.019766940116925$0.0657465616932504
"chondroitin sulfate degradation"$"chondroitin sulfate degradation"$0.525925925925926$"UP"$"age"$4.36224172389014e-15$2.22474327918397e-13
"chondroitin synthesis"$"chondroitin synthesis"$0.259259259259259$"UP"$"age"$0.014206740415506$0.0543407820893105
"citric acid cycle"$"citric acid cycle"$-0.511111111111111$"DOWN"$"age"$2.68409038405436e-16$1.75999640897279e-14
"eicosanoid metabolism"$"eicosanoid metabolism"$-0.207407407407407$"DOWN"$"organ + age + organ:age"$0.0435808563926092$0.115627821295998
"fatty acid oxidation"$"fatty acid oxidation"$-0.533333333333333$"DOWN"$"age"$1.16166891251251e-20$1.77735343614415e-18
"fatty acid synthesis"$"fatty acid synthesis"$0.525925925925926$"UP"$"age"$6.18703288670286e-16$3.54981011874576e-14
"fructose and mannose metabolism"$"fructose and mannose metabolism"$0.0518518518518518$"UP"$"organ + age + organ:age"$0.580433778850579$0.707152374764507
"galactose metabolism"$"galactose metabolism"$0.555555555555556$"UP"$"age"$2.33655500068158e-22$5.36239372656422e-20
"glutamate metabolism"$"glutamate metabolism"$-0.318518518518518$"DOWN"$"organ + age + organ:age"$7.67641166341128e-05$0.000952289987433994
"glutathione metabolism"$"glutathione metabolism"$0.155555555555556$"UP"$"organ + age + organ:age"$0.0278148590848769$0.0851134687997232
"glycerophospholipid metabolism"$"glycerophospholipid metabolism"$-0.37037037037037$"DOWN"$"organ + age + organ:age"$5.4446337172105e-05$0.000757299053393825
"glycine, serine, alanine and threonine metabolism"$"glycine, serine, alanine and threonine metabolism"$0.177777777777778$"UP"$"organ + age + organ:age"$0.0751398749078015$0.175072094328329
"glyoxylate and dicarboxylate metabolism"$"glyoxylate and dicarboxylate metabolism"$-0.177777777777778$"DOWN"$"organ + age + organ:age"$0.0826622520567188$0.18970986847017
"heme synthesis"$"heme synthesis"$-0.0592592592592593$"DOWN"$"organ + age"$0.528128662103905$0.675077351489138
"heparan sulfate degradation"$"heparan sulfate degradation"$-0.0222222222222222$"DOWN"$"organ + age"$0.842355635023519$0.905979097008534
"histidine metabolism"$"histidine metabolism"$-0.244444444444444$"DOWN"$"organ + age + organ:age"$0.00128838257885302$0.00844810862419339
"inositol phosphate metabolism"$"inositol phosphate metabolism"$0.37037037037037$"UP"$"organ + age + organ:age"$2.48266063388047e-05$0.000392986940279049
"keratan sulfate degradation"$"keratan sulfate degradation"$0.540740740740741$"UP"$"age"$8.03505074224206e-19$9.22022072672276e-17
"limonene and pinene degradation"$"limonene and pinene degradation"$-0.555555555555556$"DOWN"$"age"$1.22135838072967e-24$5.6060349675492e-22
"lysine metabolism"$"lysine metabolism"$-0.377777777777778$"DOWN"$"age"$7.2940964131013e-05$0.000929997292670415
"methionine and cysteine metabolism"$"methionine and cysteine metabolism"$-0.437037037037037$"DOWN"$"age"$1.28025952296695e-07$3.67274450651143e-06
