"Custom pathway"$"Custom pathway"$"Diff"$"Direction of change"$"Interactions"$"P-value"$"FDR corrected p-value"
"aminosugar metabolism"$"aminosugar metabolism"$0.00478021978021981$"UP"$"organ + age + organ:age"$0.951310241798868$0.966567499116517
"arachidonic acid metabolism"$"arachidonic acid metabolism"$0.193333333333333$"UP"$"age"$0.0112974304034594$0.0443206885058791
"arginine and proline metabolism"$"arginine and proline metabolism"$-0.147478632478632$"DOWN"$"organ + age"$0.0601990247250159$0.150990996441433
"beta-alanine metabolism"$"beta-alanine metabolism"$0.0786080586080587$"UP"$"organ + age"$0.319282896755024$0.482075163192618
"bile acid synthesis"$"bile acid synthesis"$0.0950732600732601$"UP"$"organ + age"$0.222750597658805$0.380083733551641
"butanoate metabolism"$"butanoate metabolism"$-0.107643467643468$"DOWN"$"organ + age"$0.135358484149566$0.275141584786768
"cholesterol metabolism"$"cholesterol metabolism"$-0.0816178266178266$"DOWN"$"organ + age"$0.308874972930808$0.471008679651963
"chondroitin sulfate degradation"$"chondroitin sulfate degradation"$0.230512820512821$"UP"$"age"$0.00144845940876591$0.009107436556487
"chondroitin synthesis"$"chondroitin synthesis"$-0.142344322344322$"DOWN"$"organ + age"$0.0651215351656455$0.160703143231351
"citric acid cycle"$"citric acid cycle"$0.0334615384615385$"UP"$"organ + age"$0.680232790787324$0.788451643867126
"eicosanoid metabolism"$"eicosanoid metabolism"$0.0274420024420025$"UP"$"organ + age + organ:age"$0.71132727855826$0.810171763916231
"fatty acid oxidation"$"fatty acid oxidation"$-0.151373626373626$"DOWN"$"organ + age + organ:age"$0.00651539291105889$0.0279492088427666
"fatty acid synthesis"$"fatty acid synthesis"$-0.0571855921855922$"DOWN"$"organ + age"$0.484936089722571$0.627001873753972
"fructose and mannose metabolism"$"fructose and mannose metabolism"$-0.0023015873015873$"DOWN"$"organ + age + organ:age"$0.976888197329072$0.983315093364132
"galactose metabolism"$"galactose metabolism"$0.0816178266178266$"UP"$"organ + age"$0.299537689796373$0.461368455089044
"glutamate metabolism"$"glutamate metabolism"$0.0472710622710623$"UP"$"organ + age"$0.550453585350584$0.69032293900524
"glutathione metabolism"$"glutathione metabolism"$0.161465201465201$"UP"$"age"$0.0314318499353927$0.0918931154162119
"glycerophospholipid metabolism"$"glycerophospholipid metabolism"$-0.0377106227106228$"DOWN"$"organ + age + organ:age"$0.635824444307757$0.754117364178968
"glycine, serine, alanine and threonine metabolism"$"glycine, serine, alanine and threonine metabolism"$-0.252997557997558$"DOWN"$"organ + age + organ:age"$0.00026544095487985$0.00264863909325763
"glyoxylate and dicarboxylate metabolism"$"glyoxylate and dicarboxylate metabolism"$-0.28486568986569$"DOWN"$"age"$7.27652485259342e-05$0.000929997292670415
"heme synthesis"$"heme synthesis"$0.0832112332112332$"UP"$"organ + age + organ:age"$0.269769155001482$0.429944590783613
"heparan sulfate degradation"$"heparan sulfate degradation"$0.257777777777778$"UP"$"age"$0.000295539138293798$0.00276841764238477
"histidine metabolism"$"histidine metabolism"$0.0577167277167278$"UP"$"organ + age"$0.481368487309015$0.625067444728177
"inositol phosphate metabolism"$"inositol phosphate metabolism"$0.0157570207570208$"UP"$"organ + age + organ:age"$0.828410761362391$0.901043932382317
"keratan sulfate degradation"$"keratan sulfate degradation"$0.24007326007326$"UP"$"age"$0.00097363266047914$0.00732618674032665
"limonene and pinene degradation"$"limonene and pinene degradation"$-0.04992673992674$"DOWN"$"organ + age"$0.536290561576958$0.679992728629347
"lysine metabolism"$"lysine metabolism"$-0.126941391941392$"DOWN"$"organ + age"$0.110447234609488$0.238006012609178
"methionine and cysteine metabolism"$"methionine and cysteine metabolism"$-0.0911782661782661$"DOWN"$"organ + age + organ:age"$0.24191646526213$0.402317599838108
"n-glycan degradation"$"n-glycan degradation"$0.288052503052503$"UP"$"organ + age + organ:age"$2.30250373321674e-05$0.000391425634646846
"nad metabolism"$"nad metabolism"$-0.0941880341880342$"DOWN"$"organ + age"$0.246474960687471$0.405491064356808
"nucleotide interconversion"$"nucleotide interconversion"$-0.259194139194139$"DOWN"$"age"$0.00016910890687197$0.00180513926172637
"o-glycan synthesis"$"o-glycan synthesis"$-0.0501037851037851$"DOWN"$"organ + age + organ:age"$0.514849032856083$0.661948756529249
"propanoate metabolism"$"propanoate metabolism"$-0.162527472527473$"DOWN"$"organ + age + organ:age"$0.0323556447709141$0.0939263856213673
"purine catabolism"$"purine catabolism"$-0.021068376068376$"DOWN"$"organ + age"$0.79752686221007$0.878778457834189
"pyrimidine catabolism"$"pyrimidine catabolism"$0.070995115995116$"UP"$"organ + age"$0.38161750586635$0.535664939427078
"pyruvate metabolism"$"pyruvate metabolism"$-0.107112332112332$"DOWN"$"organ + age"$0.177486035509137$0.324566096807545
"selenoamino acid metabolism"$"selenoamino acid metabolism"$-0.146416361416361$"DOWN"$"organ + age"$0.0566880949608119$0.145399651781806
"sphingolipid metabolism"$"sphingolipid metabolism"$0.060018315018315$"UP"$"organ + age + organ:age"$0.44952538832225$0.594617156310988
"starch and sucrose metabolism"$"starch and sucrose metabolism"$0.0892307692307693$"UP"$"organ + age"$0.268625665342928$0.429944590783613
"steroid metabolism"$"steroid metabolism"$0.0359401709401709$"UP"$"organ + age + organ:age"$0.601061756417278$0.723247406537456
"tetrahydrobiopterin metabolism"$"tetrahydrobiopterin metabolism"$0.0789621489621489$"UP"$"organ + age"$0.326153872422128$0.4864405628431
"transport, endoplasmic reticular"$"transport, endoplasmic reticular"$0.0701098901098901$"UP"$"organ + age"$0.307539740734537$0.470535803323841
"transport, golgi apparatus"$"transport, golgi apparatus"$-0.0239010989010989$"DOWN"$"organ + age"$0.768125233096644$0.85783328951669
"transport, lysosomal"$"transport, lysosomal"$0.00584249084249089$"UP"$"organ + age + organ:age"$0.940557686719666$0.963651737063229
"transport, mitochondrial"$"transport, mitochondrial"$0.0855128205128206$"UP"$"organ + age"$0.258388529087014$0.419115608962927
"triacylglycerol synthesis"$"triacylglycerol synthesis"$0.12481684981685$"UP"$"organ + age"$0.106504912749849$0.232132977778064
"tryptophan metabolism"$"tryptophan metabolism"$0.106050061050061$"UP"$"organ + age + organ:age"$0.126550901441423$0.26204604092849
"tyrosine metabolism"$"tyrosine metabolism"$0.215641025641026$"UP"$"age"$0.00486395172329138$0.024533558692206
"urea cycle"$"urea cycle"$0.0270879120879121$"UP"$"organ + age"$0.733013847084454$0.832805336167733
"valine, leucine, and isoleucine metabolism"$"valine, leucine, and isoleucine metabolism"$-0.0632051282051282$"DOWN"$"organ + age"$0.413517385534175$0.569511642412209
