,TCGA.06.0238.01A,TCGA.06.0171.02A,TCGA.28.5218.01A,TCGA.06.0130.01A,TCGA.06.2557.01A,TCGA.27.2526.01A,TCGA.06.0152.02A,TCGA.06.0139.01A,TCGA.06.0190.01A,TCGA.02.2486.01A
CD74.2,16.8010112076511,18.2515465495735,16.1272908956522,18.3554020586967,17.7064051369771,16.6584234245391,16.68402964706,18.0324530142588,17.1269594044,17.3692739224642
ITGB2.2,12.82514,15.31801,13.52579,14.19776,13.93742,12.18558,13.13506,14.93941,13.23238,13.81641
FCER1G.2,12.5238257362904,13.5121990501747,13.5805537341901,13.0340986636806,12.2337211242391,11.9367881204654,11.4468361162026,14.2288702698174,11.9925390927178,13.5205322143184
TGFB1.2,11.45884,12.83142,13.1169,13.74442,12.09626,11.81524,12.32695,13.10602,13.18262,12.2955
CORO1A.2,11.9152493549996,13.1773808878625,12.1059042046375,12.6291627490821,12.3812304721015,11.5608558070188,12.1424109981083,13.0614275636789,11.778789229758,12.9646368698177
LGALS9.2,12.0318768585081,13.0556750422228,12.0490196242132,12.8822590375573,12.5497420229572,11.3191234967736,11.2305224921373,13.1474231268615,11.246216674806,12.8193971971592
C3AR1.2,11.4075407408397,13.3333402961022,13.0037289150393,12.3810466330291,11.9416132318929,10.0669657496005,10.6321410295853,13.1047475762889,11.4116880243376,12.2697272485284
FPR1.2,11.71479,13.70351,11.48891,11.19971,10.63047,9.642442,11.1248,14.19517,12.33588,13.44496
NCKAP1L.2,10.9608849032505,13.6781834345922,11.6955791480552,12.4140917683278,12.2555543494007,10.2450219568105,11.6007402496939,13.0435957440535,11.4086881389759,12.1111214040814
SELPLG.2,11.2478891253892,12.6969379404419,10.8499634002648,11.9768342324181,12.4493103116169,11.1675029393686,10.7590862965731,12.4168180048366,11.5974768290893,11.0606522203082
SLC7A7.2,10.9980438374236,12.2273917938939,11.7212211458758,12.1861492652938,11.1966286020464,10.8215565356065,10.5023010452741,13.026213501264,11.0302800492957,11.5435605227018
MPP1.2,10.7481416176232,12.5005468757294,11.4628415596319,11.5803246996115,11.3807676339368,10.6204050581031,10.3168986686535,13.1161674688208,11.0257180815412,11.6642250235344
GPSM3.2,10.9602003423905,12.5231083202924,11.142014715626,11.7067764994302,11.2709853908059,10.3786795333006,10.4878511849138,12.8909261748227,10.8495888154446,11.5686202521258
HCK.2,10.5012984453187,12.8791161432881,11.1265959582397,11.8731105565376,11.2480763766855,9.8217303265884,10.7482172750178,12.7899634675746,10.995374912732,11.3080474457125
PTAFR.2,10.5594192285481,12.814598447658,10.5163784608622,12.0544001917725,11.8607305774508,9.61362205998185,11.0540048033771,12.7481657613987,10.5669325938086,11.1920527331165
CSF3R.2,10.5338767139403,13.175651747751,10.3301321181695,12.2534790094985,11.9316118542971,9.00674108406497,10.1021614591189,13.2425413823873,11.3289459614482,10.9921427433534
SYK.2,10.6479662804379,12.9904392802284,11.0785621084138,11.8878684532952,11.5200614440462,9.5887765031735,10.6202672073324,12.5072992061225,10.858412443084,11.0424959478154
CD84.2,10.5764973595563,13.3442752709725,10.6752404679499,11.9689693949819,11.9893031882435,9.24842270478469,10.5833678688391,12.5481567419041,10.7094994369849,10.8601446331137
C5AR1.2,10.19395,13.05568,10.5487,11.28023,10.16671,9.043868,10.02616,13.34154,12.18948,12.47146
PTPN6.2,10.4937474228056,12.3555806209829,10.5899867036214,11.6625982382936,11.085439302425,10.3277860108332,10.7342087415502,12.2802308905248,10.8708208538563,11.4485257092024
CMKLR1.2,9.51405326540758,13.1020710069949,13.8578565411719,11.4611309867497,11.1052982398614,8.31077329782303,10.2602000548575,12.2768427631622,10.5434107226918,9.9565736339782
ITGAM.2,9.88010006757675,12.6608819496799,10.6962861780953,11.5947078008654,10.9186186927882,9.3675256027466,10.4171631686651,12.4711920066633,10.9396485823736,11.0424959478154
RAC2.2,9.811843,11.37413,11.89116,11.30444,10.16856,10.25939,10.80234,11.32123,10.20807,11.08747
CD300A.2,10.5889529975415,11.5234282941132,9.9902917762303,11.0908460951498,10.5365351402955,9.80614623782249,9.86990027719287,12.6131848836073,10.6335663375341,11.4053751842034
TRPM2.2,9.714399,12.27439,11.12955,11.25303,11.44185,8.719879,10.49942,11.38137,10.32732,10.7793
FPR3.2,10.28866,11.64147,9.782744,12.3116,11.08593,8.789241,9.603558,12.40859,10.55431,10.29902
ITGAL.2,9.38912668163251,11.923177145749,10.2097986742399,11.4485156481938,11.3339166649051,9.07354395256746,10.6222529833358,10.8868853638407,9.33833786170361,10.8832841478811
VAV1.2,9.356119,11.79145,10.03033,10.91531,10.82474,8.75702,9.745322,10.93928,9.799506,10.60878
