SYMBOL,GSM431121,GSM431122,GSM431123,GSM431124,GSM431125,GSM431126
RPL41,40030.68087,40292.92358,40345.05035,40397.74828,40719.05925,40345.05035
ANXA2,31230.28424,35752.88797,37174.09705,36584.55932,37906.75081,36292.68643
TPT1,34509.26064,33224.72702,34509.26064,34528.1094,35306.71637,34509.26064
PLK1 ,33776.06121,33098.99739,34648.96029,34953.16895,34874.99242,35081.78321
RPL23A,34933.64671,34657.4721,33335.98351,33957.86548,33656.04378,33879.19158
RPS2,34138.56202,32664.68803,32056.10591,32664.68803,32664.68803,32664.68803
S100A10,26929.73894,31327.62805,33219.29455,32538.37056,34037.10347,32457.14209
RPS3A,29545.15903,29086.12447,29771.23154,30028.42808,30950.23916,29604.44911
RPS19,29719.01693,28752.04921,29719.01693,30247.22212,29458.52807,30695.04849
UBC,27622.03716,29434.96145,29908.60569,29424.07052,30505.06121,29336.70749
RPL17,32752.39706,28991.09484,28013.56224,28369.51114,28286.92147,29583.65532
EEF1A1,31149.09136,30762.86547,27828.98776,26572.028,28531.17872,27256.51481
RPS18,29412.55136,28252.84689,27878.55208,27658.18365,28034.08906,28252.84689
RPS23,29099.97201,27417.52023,26677.59908,27354.50565,27145.41279,27354.50565
RPL4,30583.26459,28667.99415,25890.58635,26256.09441,25994.08777,26296.68068
RPL13A,26704.30241,26349.08963,27349.34992,27831.11183,27817.17952,27614.68902
RPL7A,31322.91155,27301.67084,25769.95055,26242.99436,25320.98118,25855.40049
TMSB10,29581.63507,30571.03479,24755.44991,25849.06629,25121.75001,25839.10591
RPL13,28545.40531,26025.49589,25533.44821,26414.16125,25549.23335,26414.16125
HUWE1,25606.73659,25467.75006,26316.05515,26410.9619,27764.51775,26376.50942
RPL31,29897.49415,27663.8402,25180.32835,25040.3846,24822.5179,25279.97223
RPS17,26302.63798,25907.9182,26365.91711,26984.4787,25518.94988,26684.98912
RPL32,26683.11811,25676.99922,26242.99436,25002.4437,26274.68821,26242.99436
RPS3A ,25905.59141,24830.87393,25592.56736,25905.59141,26667.03632,25912.17409
RPS10,27837.10526,26838.32369,24206.28284,24567.30235,24361.00568,25723.1125
FTH1,25352.85025,24044.14665,25562.92839,25597.80988,27055.18289,25761.21594
ACTB,21424.39393,24270.6505,27068.31706,26738.556,26954.07762,26663.91689
PPIA,24172.28086,26076.57615,25229.17843,26050.00565,24347.67886,25910.23048
RPL18A ,24907.31706,22865.89805,24907.31706,25499.22976,24907.31706,26313.30313
RPL27A ,23623.48288,23120.9444,24504.16801,25781.77563,25491.72024,25324.32813
LDHA,23670.51937,20905.61024,25575.44122,26218.61861,25577.90561,25172.36782
RPS24,25248.64996,26162.41081,23553.20186,23807.86407,24001.06234,23880.30198
S100A2,15885.3198,18977.64946,27578.0479,27874.61323,28619.92397,27013.93126
KRT6B,97.79883188,38.99004494,36250.75401,35578.27214,37377.18197,36436.83419
HSPB1 ,11760.17237,11366.86774,29598.64764,30802.83087,30132.60591,30873.85313
RPL19,23979.59843,23115.86802,24690.57853,24080.47223,24080.47223,24080.47223
GAPDH,28550.01672,29738.74388,21287.22278,21419.45381,21116.90605,21241.40745
RPL8,24097.72248,21742.00549,24097.72248,24328.91667,24335.49747,24538.33251
RPS15,25395.00497,24300.85834,23701.41762,23688.53907,21764.91689,23825.40679
RPL14,26155.14514,23185.16275,22514.52932,23256.4628,23333.6389,23589.58561
RPS11,25455.87917,24600.3392,23090.89057,22124.58573,22016.19723,23090.89057
RPS20,23782.70803,22016.55059,23585.53025,23338.72512,23536.11562,23179.7945
RPS13,24248.06486,22856.93698,23353.49436,23191.93253,22539.30463,23008.03885
RPS15A,26365.91711,25931.73224,20863.4616,21659.59993,21551.49433,21838.79857
RPLP0,24682.44213,24508.98371,21630.64167,22497.10757,21892.30417,22376.86134
RPSA ,21510.14827,21547.50995,23776.27767,23272.57685,23853.72666,22706.42129
RPL30,21302.75962,20773.29631,24072.25995,23735.31641,23447.41855,23162.57227
RPL12,24937.61145,22675.2651,21578.26118,22109.62705,20947.43082,22665.51848
RPS4X,30997.28556,30572.2349,17991.15007,18146.22629,17474.53232,19455.11371
LGALS3,21114.27266,19513.54225,23459.94874,23605.56487,23004.88601,23621.80578
RPL24 ,23950.94731,22106.11665,21728.99469,21939.83497,22106.11665,21679.40287
RPLP1,22949.42642,22418.62826,22213.45916,21962.13208,21944.6853,21872.53507
RPS12,21206.63922,20549.75411,22758.90935,22645.961,23312.69445,22127.04916
RPS6,23283.16125,21736.53972,21885.84855,20763.28885,21869.74669,21660.44865
ACTG1,18586.13277,19872.42791,23324.69639,22594.29739,23394.9948,23170.95013
RPS27,22633.68886,21438.15222,21073.28149,21767.76787,21446.69434,21565.05052
RPL9,21426.36619,20965.33507,21083.70546,22394.16257,21738.86334,21975.27662
PABPC1,20403.35293,20371.77381,22458.81514,22079.1212,22922.15085,20915.99404
CSTB,9681.23551,10786.45108,27017.90623,26748.76108,28639.54761,26178.51548
CFL1,18283.1438,21124.99072,22571.78343,21499.18269,23279.48875,21654.90571
SFN,5303.971123,8986.758071,28480.3025,27670.41899,30125.30791,27821.01177
KRT17,3999.426207,3688.967432,30263.38924,30010.65545,29713.11544,30505.06121
RPL13A ,21584.139,20394.51106,21386.05003,21725.4112,21456.66136,21386.05003
EIF1,17832.90566,18859.69614,22642.98373,22386.23322,23653.49207,21639.22787
NACA,22044.5559,20588.57238,21047.09824,21191.95333,20702.2614,20998.16207
RPL39,20978.68831,21518.74989,20567.33817,19723.93164,21296.60591,19774.3748
RPS16,21549.48848,21877.71713,19648.92735,20188.12767,20034.60853,20314.62102
RPL7,19760.33855,19153.43903,21068.86866,20736.43193,21445.12565,20709.38173
RPL22,21303.95704,19662.78016,20160.62318,20729.48236,20339.77225,20663.49098
RPL15,21680.6058,19730.06756,20373.01587,20288.44674,19973.52014,20198.6279
RPS28 ,21321.11418,21394.29832,19394.04214,19279.11133,19899.37197,20252.58379
RPL28,21736.36134,20668.7951,20105.02937,19082.1275,19318.9018,20125.46105
RPS14,21092.08879,20707.86152,19156.492,19170.45053,19719.12934,19048.09463
TUBA6,18748.87931,18794.78972,20125.35504,20478.43287,20074.49451,20516.08885
RPS21,21394.29347,21372.8219,18590.16189,19385.01578,17874.59452,19681.3199
RPL29,24161.88718,20829.49543,18099.68714,18146.76805,17116.56923,18973.35772
S100A11,14400.99516,15290.37373,21483.2813,21601.91971,22698.10413,21458.47365
EEF1A1 ,21942.70595,20853.44635,18284.39673,17747.88419,19767.65091,18159.03517
RPL21 ,20011.1606,19179.30273,19109.08786,18947.94674,19322.32809,19352.53308
RPL10,22943.52857,21232.34121,17309.93676,16720.02457,18104.74629,18338.9948
EEF1G ,22791.60189,21707.98462,17058.72798,16823.38987,17169.07206,17580.67429
KRT6A ,813.8285243,959.5124812,27207.23454,27941.07723,27744.95378,27577.67889
UBB,17662.94999,18676.89653,18707.64207,18676.89653,17513.61574,18372.18306
KRT14,5042.904347,4874.241279,25060.00145,24720.00498,24085.8717,25496.30939
B2M,16188.06007,16775.92796,19177.63107,18814.24691,20136.13724,17919.77784
RPL3,20021.06121,19596.37103,16908.13823,17211.57812,17273.96107,17808.18808
HSP90AA1,16620.86272,16068.61574,18158.01704,18578.82883,19716.52302,17627.13547
RPL5,20127.64361,18724.98563,17133.93854,16787.29641,16988.04118,16532.47223
CTSL2,80.34049723,117.2096444,26846.78399,26513.56741,27538.47507,25075.86401
K-ALPHA-1,18830.49028,18736.79632,17315.54641,16975.85509,16417.60867,17167.60869
FTHP1,17453.77955,15809.67345,17719.31814,17719.31814,17963.82337,18301.22985
RPL37,18518.00506,18502.535,16849.22764,16630.31979,17830.66977,16514.11606
GNB2L1,21896.06957,21101.12794,15178.73323,15331.48377,15480.35714,15599.78731
RPL36A ,21545.61129,19311.96683,15375.56983,16197.48341,14634.06862,16743.40755
HSPA8,17846.63911,16663.7902,17323.3089,17208.86123,16800.14208,17208.86123
TACSTD2,1672.773034,1248.761246,25454.21658,25122.08507,25473.46138,23946.42715
FN1,25350.68901,25940.84966,11893.62389,11838.7954,11851.71078,15678.72798
RPL38,16748.1221,16566.3313,16865.73905,16997.36112,17751.85219,17138.01615
RPL34 ,20046.87835,18383.81465,15758.8883,15617.61654,15642.59015,16489.7168
RPL18,18438.60687,16860.99469,16019.27385,16727.30092,16309.02792,16727.30092
S100A6,19095.97223,19492.68056,15828.92455,15731.19447,15112.34238,15017.47614
RPS27A,18393.28354,17238.85902,15838.34991,16503.30391,15702.95443,16286.6639
RPL11,19595.4913,19232.80578,15069.89195,14452.19147,15804.18338,15182.91761
YWHAZ,8717.354149,10524.80567,20155.22787,19623.49003,20006.59346,18986.73803
FAU,16284.62694,15263.04019,16246.50587,16824.71713,16057.8088,17273.53764
RPS29,15812.15772,15931.86979,16182.51683,16265.37126,16567.81844,16858.11786
CALM2,13280.76619,14905.11977,17405.66103,16861.37875,17692.4061,16937.31074
NPM1,18607.59473,15415.02427,15264.11581,15575.70552,15652.79328,15575.70552
BTF3,17322.1537,16342.17242,15587.53153,15586.84523,15474.85018,15126.84367
TMSB4X ,15744.43185,15698.81685,15518.85487,15698.81685,16622.779,15701.61017
RPL24,16827.88375,15832.01672,15511.03132,15511.03132,15742.95162,15434.95229
RPS3 ,17891.46106,16018.24772,15132.28332,14994.65314,14853.22273,15635.48965
CSTA,8740.728914,6996.265654,19798.73299,19742.22724,19917.30578,19035.66402
MT2A,31598.57184,36324.01672,4931.905661,4873.694587,5697.90511,10747.97461
LOC642741,17863.7388,15940.8588,14187.11633,15084.88325,14861.2562,15549.84796
RPL6,16270.53124,16333.44873,15126.43644,15462.09473,15590.00745,14650.24235
RPS7 ,16605.24978,16227.6756,15549.33305,15191.15018,14449.2073,15341.46877
RPL27,17917.82792,17105.91265,14329.06288,14646.91245,14046.63608,14947.79826
RPS5 ,16244.5101,15219.7168,15299.27295,15159.13259,14957.81492,15610.06041
RPS7,16429.29086,15478.6174,14624.49447,15141.08418,14923.70563,14334.38479
TIMP1,27762.97567,31758.71257,7560.252607,7422.433613,7620.226344,8088.906537
SPRR1B,29.06990853,25.53173705,22267.69902,22265.42134,23493.3724,20734.74577
RPS25,17446.10591,15452.73122,14076.66103,14216.42115,14232.82545,13298.44542
FTL,18002.60495,15066.60003,13931.37219,13927.08628,14045.0148,13271.93699
EIF3S3,14310.4868,12071.47234,15483.82539,15653.609,15428.50794,14818.55025
DSTN,14853.55007,15448.86867,14001.2338,14300.26108,13562.39412,15233.49145
CCDC72,13686.98521,14567.47783,14324.47266,14267.8277,15894.45139,14082.57864
UBA52,14099.95289,13828.17653,13816.42815,14355.73918,14034.61698,14142.8724
OAZ1,13446.4605,13399.12045,14480.4433,14460.71031,14098.0185,13714.88785
YBX1,15963.07035,16530.76263,12644.49901,12664.59224,12707.35208,12911.85005
SKP1A,13509.77691,13758.64322,13947.57238,13424.44507,13950.402,13651.22217
RPS9,17300.57324,15965.38306,11417.30762,12232.57421,11711.41341,12485.04018
RPL10A,16181.70442,14592.71358,12150.70024,12578.81435,12442.09556,13030.31696
SPRR1A,35.97638527,41.37705731,19992.99561,19109.6484,20653.71699,20444.27247
RPL35A,14038.23293,12979.0611,13205.74682,13130.94756,13777.89836,13058.09452
HINT1,11876.20574,12363.29342,13933.87652,14509.3758,13444.96127,13759.50493
KRT15,85.95785457,189.5109825,19489.7168,20161.4533,20672.50862,19113.09109
KLK7,33.19379464,35.42104278,20552.2084,20719.68328,19984.06525,18084.61468
LGALS1,22925.98218,29084.30003,6213.538934,6688.13895,6062.123389,7865.847377
CD63,13908.46176,16472.72695,12070.2944,11927.48695,12193.18483,11999.38636
CD59,12751.22798,14815.93736,12751.22798,12519.51587,12782.15476,12441.96696
RPS26 ,14891.90078,13020.08817,12537.92783,12483.313,12147.28337,12377.73974
HNRPA1,15158.33795,13436.72787,12274.60586,12138.17232,12303.09169,11874.2908
EIF3S6,14369.41755,12830.55369,12527.47607,12485.93662,13041.97493,11834.40571
MIF,14480.4919,14842.00258,12295.76241,11918.87293,11038.22798,12168.2889
PPA1,12587.94089,11631.96307,13102.38336,13218.42535,13134.84495,12967.57216
SNRPD2,13953.25563,13789.34057,12036.63372,12472.00116,11729.32095,12362.01672
SERPINB5,7809.026246,9598.64705,14426.63216,14265.10829,15676.64924,14317.80555
ANXA1,6708.605693,6484.81051,15235.30453,15799.52709,16101.44999,15752.31536
PTMA,15118.04419,15302.10429,11210.03628,11638.86139,11638.86139,10933.36214
PRDX1,13309.76599,15007.11193,12153.92835,11709.17874,11397.31436,12228.82878
H3F3B,11456.50088,12694.17376,12740.39465,12870.7334,12729.2946,13119.04217
LCN2,44.24955104,38.36336321,20097.12594,20107.026,18855.87136,16119.65007
ARPC2,12318.63387,13582.12503,12548.96127,12004.48662,12507.45009,12102.24416
YWHAQ,11757.85544,12012.63657,12432.88811,12613.53907,13057.11252,12432.88811
CAPN2,12502.97096,14028.73905,12185.75456,11857.041,12145.40697,11579.87198
RPLP0 ,14957.13911,13159.4055,11180.53328,11570.6263,11513.35021,11816.57421
RPL13 ,13826.68838,12747.6088,11919.57244,12293.13355,10921.96342,12293.13355
EIF4A1,14401.42774,13985.83172,11768.57619,11237.0991,11160.53403,11122.05041
HNRPA1 ,14423.95401,12568.0304,11671.18076,11761.67248,11692.10586,11261.39927
ALDOA,12649.31703,12551.14837,11627.34209,12106.37959,11628.3832,12115.19147
H3F3A ,10650.43519,10819.17232,12657.04122,13173.86112,12289.34161,12734.82366
DYNLL1,10517.56483,10377.88929,13417.75903,12662.99703,12930.20679,12382.21366
EEF2,14704.77214,13364.72225,10995.2059,10617.42202,10660.39553,10677.20721
RPLP2,12744.96203,12316.10558,11364.43377,11655.10226,11184.19481,11494.84261
ENO1,15375.98976,15077.604,10057.02898,9848.994528,9799.817713,10595.528
RPL35,11592.07496,10758.05254,12132.62026,12289.33215,12189.01971,11618.14412
YWHAB,11459.37882,12890.23286,11769.46952,10856.72793,11591.67356,11495.51702
PABPC3,11674.80408,11084.2092,11707.43903,11493.90561,11994.01342,11675.17222
LAMP1,9228.632435,10674.49055,12471.47979,12179.24611,12747.07126,12301.17242
SPRR2B,86.10574497,40.98738595,17759.23997,17820.06028,17367.15082,16428.21063
EIF3S6IP,14305.21269,13053.51787,10287.03239,10485.17232,10041.70579,9949.077632
RPL23,12985.72974,12229.07074,10681.2168,10332.35385,11249.29393,10577.12943
HLA-A,8251.15387,7969.594517,12943.09584,12810.99996,13301.0232,12741.01683
RPL14 ,12352.71818,11809.49701,10902.12445,11034.33898,11034.33898,10522.78748
EEF1B2,14528.83909,12733.12348,9755.155796,9927.225891,9656.305617,11022.09426
KLK10,38.38944831,36.1271089,17525.87697,17073.4387,16520.70801,16417.59455
RHOA,11608.31685,12768.91887,10979.65397,10727.31934,10474.60534,10891.05431
CD24,63.41478811,45.41824362,16733.37939,17146.28521,17310.65457,16077.75022
RPS27L,12645.29979,14247.50419,10022.4657,10385.57748,9851.500163,9860.056807
SLC25A3,12420.52559,12508.49754,10546.77231,10194.59089,10246.9618,10751.84355
COX6A1,9050.894571,9733.796312,11978.35598,12113.85054,11969.50393,11179.55472
PTGES3,10427.96782,9509.101437,11566.95959,11397.12789,12106.77241,10709.63013
PGK1,11584.84675,11667.76093,10562.9848,10213.41334,10351.7168,10736.7304
VIM,25637.09629,28019.99679,1779.587574,1746.848128,2356.70342,5524.766008
PGAM1 ,10802.46116,9883.623879,10910.9764,11445.99256,10924.94985,10903.43472
DSP,1279.394559,774.8834438,15405.36109,14868.80567,16860.99469,14725.81221
CHCHD2,9622.134342,9256.035765,10868.30902,11549.03907,11369.7787,11057.67557
MYL6,9318.961553,11908.83893,10353.08334,10353.08334,10899.52784,10877.20552
COX6C,8388.611745,9627.21758,11825.51287,11646.12602,11499.40585,10274.29223
MORF4L2,11890.5228,10782.24286,9955.925289,10130.74697,10099.23257,10269.96007
RPS14 ,11517.6026,11339.99453,9833.197633,9645.058387,10246.82775,10211.69003
TCEB2,9469.404187,8746.923473,10933.93903,11262.71263,11463.43488,10792.84671
KRT18,1862.123837,1809.057206,15455.01515,14477.47256,14273.60968,13772.86958
LDHB,15214.7354,15253.61676,7767.540844,7687.219562,7800.900993,7897.883471
POMP,10203.80589,9998.519821,10141.14507,9929.194506,10617.6206,10203.80589
SQRDL,5682.950121,5685.619452,12264.95049,12158.32407,11967.8184,13132.5332
HSPA5,11557.95571,13712.40212,9010.272306,8893.080273,8782.695985,8770.398268
ATP5A1,11978.98011,11329.94957,9571.880799,8877.981706,9419.414674,9007.771978
RAB1A,9042.792097,9809.858985,10454.50549,10228.70329,10726.52156,9741.169164
TUBB,12394.96286,11521.32802,8917.19557,9140.373575,8691.069644,9310.961216
ACTR3,8700.331346,9725.046732,10628.06971,10252.72251,10251.54992,10252.72251
KRT5,2448.548362,2907.89737,13943.79029,13080.94147,13299.07238,13826.75983
TEGT,5800.014334,7030.608053,11726.38534,11307.33196,11936.04997,11221.46418
HSP90AB1,8203.820852,8065.472121,10948.79731,10808.23679,10375.0977,10445.12992
SNX3,10981.42427,10981.88203,8821.155284,9181.456724,9120.351661,9565.983406
ZNF706,4832.005595,4811.834663,12206.37997,12534.07911,12391.63931,11719.20329
KRT16,162.3748986,148.3294694,14867.31113,14563.36123,15190.90608,13529.24409
RAB11A,5380.446165,6957.678016,11908.42475,11241.50937,11735.49442,11234.74282
VDAC2,8332.819327,7697.895824,10452.74001,10428.53092,10517.49452,10663.54549
RAC1,9678.683574,9727.250062,9641.880745,9405.851917,9498.063163,9941.683547
ITGB1,10260.92769,11381.69242,8828.916674,9177.084416,9403.616761,8828.364774
NME2 ,10546.77231,11340.12131,8374.031362,8809.226389,8648.415762,9241.465059
FGB ,8757.373537,9505.104205,9748.850214,9431.427742,9563.495821,9530.291273
TUBB6,9567.616652,8440.680534,9355.487485,9608.654489,9134.090186,10176.36324
SERPINE2,12651.05025,19061.9056,5960.300694,6190.291475,6090.274335,6196.524144
PSMA6,9325.193571,7616.402987,9500.650181,9752.086506,9778.149964,9817.294706
EEF1D ,10635.75897,10441.45457,8785.372295,8160.94772,8588.390745,8905.713622
ATP5E,9540.729555,10786.47579,8643.444027,8798.940692,8867.705519,8871.752887
CD9,4569.728442,5275.449137,11783.00103,11317.30291,11573.37229,10979.8724
SFRS3,9791.81369,6587.110821,9783.261184,9794.216804,9703.488763,9613.017956
RTN4,8270.805835,9197.266121,9040.669423,9106.305454,9833.118468,9767.720838
HSPC152,8698.237533,9378.628478,9330.226263,9208.42785,9040.694506,9367.295148
CAP1,7463.718246,8353.586219,10001.66119,9790.428379,9719.863338,9675.382346
ITM2B,8053.016772,9175.457611,9599.316917,9255.151167,9179.388472,9562.253609
KLK5,61.45833094,76.37093731,14413.13069,13965.78392,12926.84935,12611.80631
ANXA2P2,7550.060244,9042.072327,9134.960671,9202.215643,9842.693513,9259.959709
COX7C,9818.305671,9886.999511,8474.005584,8487.677239,8478.023616,8855.503445
AP2S1,9022.069749,8799.57164,9032.350051,9424.285586,8807.055595,8837.523927
S100A8,3032.265068,1189.708886,11203.80262,11883.31865,11223.37548,14981.65296
ARF1,8142.601301,8436.22336,9213.859724,9416.316708,9243.839146,8855.363159
CLIC1,8880.805617,11048.53835,8032.349094,8293.594228,8066.161774,8502.93256
CCT4,9492.180712,8565.549192,8854.263831,8422.208623,8854.263831,8597.283369
ATP6V0E1,6289.698309,5180.923931,10665.10558,10149.85218,10471.73751,9971.118594
DBI,9497.42785,11394.77236,7834.380564,7664.133622,7983.468438,8283.701119
PAFAH1B1,8260.280522,9108.769679,8543.799925,8982.083395,9234.651219,8227.907594
ATP5H,9436.260894,8921.433418,8185.938809,8733.660385,8305.660389,8579.95004
GSTO1,12665.98423,11187.99119,6683.77236,7374.607769,6802.963416,7380.508185
COX7B,8344.339699,8572.091626,8581.92785,9037.573522,8420.909008,8898.669018
S100P,384.8987438,53.55761543,12852.83011,13176.60956,12536.53718,12555.06121
SET,7631.007156,7824.298759,8822.672371,8977.361173,9601.10361,8631.192493
COX4I1,8513.539234,8381.26796,8469.550083,8569.621319,8716.510103,8406.327366
SLPI,57.90644621,67.67828273,12274.60586,12274.60586,12283.33996,14041.65118
NGFRAP1,13697.89454,13613.55814,5901.540432,5827.892252,5781.519804,6115.502965
HSPD1,10045.07227,8245.870966,8027.758668,8119.450951,8095.941004,7829.288291
SAT1,7101.087288,6515.164824,8890.379112,8596.853751,8971.065822,9227.879035
PARK7,9334.535883,9960.269509,7387.183384,7738.618631,7047.879075,7708.163419
FXYD3,56.13207892,54.16828441,12371.86123,12044.54345,12119.72779,12304.16141
PLS3,4051.446566,5725.973315,9707.604521,9490.570433,10222.42506,9692.395449
DERL1,5002.841141,5622.094598,9997.932428,10056.58978,9644.338983,8562.850105
MRLC2,7326.7082,9423.385387,7750.725031,8155.761346,8112.293278,8112.293278
RAN,8551.464784,8972.011448,7940.981679,7503.747721,7536.81918,8144.591072
TUBB2C,7522.605693,6726.294549,8412.489635,8762.057058,8564.462108,8592.110542
CLTA,7959.516533,7082.483406,8587.884813,8405.729758,8560.580819,7970.122191
C14orf32,8828.087499,6540.327425,8231.768975,8190.055606,8190.738019,8320.22595
PERP,1187.95837,1677.049304,11300.30825,10927.67337,12271.11682,10888.10917
TMEM59,6275.322134,7421.98929,8562.850105,8698.769446,8434.873168,8656.054452
SUMO2,8349.036425,8334.971132,7822.208719,7942.821993,8076.111069,7466.241387
SERPINE1,15583.59736,21924.19245,1963.354148,2025.962143,2038.572935,4397.327888
PABPC3 ,7825.167968,7222.602161,7913.094463,8084.30684,9048.908841,7834.092528
MT1E,17432.02014,21444.50253,1653.3676,1632.268132,1908.078676,3579.438999
ATP5F1,9437.643748,9333.440207,7517.57188,7096.239777,7038.725179,7116.702422
NOLA3,9321.683493,8953.109143,7401.902147,7170.097281,6989.611421,7472.986261
UBE2D3,6189.544508,6482.193067,8693.64534,8407.804131,8847.27415,8526.649664
CALM1,5814.429489,7173.820638,8607.872186,8640.959938,8682.071211,8204.737601
NDUFB4 ,7842.837104,7264.703854,7891.272306,7891.272306,7890.283427,8291.210822
HEBP2,3328.970347,3283.274197,9911.80219,10273.02037,10294.33898,9866.907126
HLA-B,5219.961189,4740.24761,9351.599924,9191.531426,8915.216858,9347.184593
GNG5,9222.751474,9048.549548,7295.425111,6999.619381,6792.115425,7175.265689
ATP5C1,8339.79174,7670.629744,7690.350051,7634.919881,7690.350051,7390.56126
TPI1,8487.238994,8020.493853,7075.372349,7510.319797,7646.838983,7646.838983
PSMB7,6758.093516,6732.607416,8119.366803,8201.924306,7917.461162,7979.930272
SLC25A5,6689.8206,6460.970968,8129.201122,7932.894764,8565.587484,7731.287904
EIF2S2,7547.504192,7547.504192,7772.229896,7890.044176,7268.683493,7398.526376
TOMM7 ,9202.950094,8705.082559,6779.193473,7116.405552,6721.812807,6888.450672
ATP5O,9677.525083,9025.672044,6914.683583,6688.514274,6228.856241,6858.88482
RPL36,7556.56207,6707.396584,7581.239102,8130.833397,7581.239102,7794.75186
SPCS1,8167.481856,7117.206985,7805.594571,7119.994832,7742.616815,7257.124875
H2AFZ,6686.037311,8300.611034,7518.229662,7753.915611,7824.672371,6981.90222
EIF4A2,8487.686312,10710.45399,6404.702102,6597.002193,6194.920357,6552.776436
DARS,8313.630131,7163.695699,7491.061097,7262.859831,6974.171785,7496.909218
TM4SF1,2073.478635,1791.742712,9566.510013,10699.07708,10287.55985,10187.77581
PPP1CC,6364.951878,5749.116815,8515.474351,8154.801647,7957.390218,7812.42406
EMP1,3420.619063,3937.842627,9111.616013,9133.861227,10315.7945,8598.421286
UGP2,8212.639046,8328.670166,6789.204205,7052.360665,6500.297697,7305.765367
RPL36AL,8016.967504,7468.527264,6870.878645,7062.266174,7340.150072,7340.150072
MKNK2,5933.761265,6276.538626,8041.665835,8116.957284,8047.654516,7647.265207
GADD45A,6935.351728,9071.638842,7266.457595,6926.46572,7107.305671,6622.821406
IFITM3,10589.23506,11686.65073,5073.983433,5124.932954,4790.369324,6350.140415
RPS8,7910.612841,7909.148905,7046.643877,6832.68333,7228.92321,6648.592585
LOC729659 ,5470.878093,5781.306739,8119.605693,7856.708921,8637.942852,7585.030293
GNAS,6842.965857,7456.949396,7252.605639,7397.54197,7031.04087,7389.912588
TXN,6496.412505,7139.627937,7526.084446,7634.378038,7504.974063,7011.751727
CLTC,6966.155922,7238.934435,7238.934435,7310.718787,7238.934435,7284.772795
GDI2,8154.608796,7234.694422,6671.318327,7135.793868,7049.443541,7021.332874
CTSB,10982.16932,11606.30912,5029.564252,4976.915128,5299.497564,5302.238994
C20orf24,6287.193304,5338.925846,7927.228562,8338.739102,7492.705628,7714.089258
BTG1,7981.765229,8147.661194,6508.022213,6851.02218,6899.206332,6521.681526
PSMA1,6714.572273,6043.283427,7418.421021,7835.517335,7195.177782,7433.223081
DYNLT1,8400.872403,7869.762898,6633.890741,6677.608576,6128.860154,6859.548633
HNRPK,7245.236306,7497.473123,7035.619393,7041.033828,6779.220579,6945.916674
SNRPG,7606.061499,7644.954516,6722.183384,7053.094567,6883.835797,6585.220668
NDUFAB1,7559.332787,6316.827888,7193.144809,7093.867885,7373.754428,6831.851245
UBE2E1,6742.716207,6324.803958,7400.616882,7284.048551,7137.505541,7284.665637
PPIB,9704.089995,10105.34923,5571.932439,5456.197063,5532.108219,5473.397693
MT1X,20035.67723,14171.97837,1404.064598,1302.183292,1632.104731,3274.032903
CAV1,10997.24562,12949.6455,4220.013591,4194.075755,4221.762516,5137.316739
PTMA ,7980.618799,7954.274225,6518.127937,6332.860704,6620.039608,6203.290882
MRCL3 ,6906.139059,8151.534409,6395.639082,6177.361281,6996.397628,6971.530826
DDX17,6478.331019,6162.146185,7569.934681,6679.420927,7556.427904,7095.151256
SEC11A,8739.008561,8628.839037,5894.06809,5871.546148,6127.117077,6274.537113
HMGB1,7106.437505,8261.618531,6462.042857,6665.058813,6643.299706,6291.523456
EIF4G2,6126.627829,5942.848607,7594.327169,7301.46494,7083.727872,7337.405661
IARS,7763.361734,7188.92737,6571.558295,6835.031528,6658.299696,6345.691912
TINP1,9049.706364,7350.150169,6092.506035,6394.780787,6113.745394,6348.861281
PRNP,5289.413118,5323.389752,7774.689675,7553.337751,8102.37355,7100.30725
UQCRH,7955.00565,7994.200261,6045.573754,6316.372132,6495.999752,6131.908514
S100A14,41.27606257,54.31661071,10425.56952,10114.29413,10761.91918,9412.46127
HMGN2,7718.548882,9578.074346,6077.235574,5789.42287,6169.872295,5474.716804
CLIC4,5641.751914,5744.826926,7363.227818,7227.924651,7329.165518,7471.983352
GLO1,6534.714847,5713.729392,7242.485892,6814.442693,7509.667519,6932.561151
CCT8,7035.288764,6246.942357,6614.417527,6995.399366,6851.138896,6881.45004
ARF4,7784.425796,6778.63376,6554.650043,6576.892612,6463.501689,6415.346433
LAMA3,528.7091021,771.5858207,9807.833085,10366.35413,9381.60326,9494.021038
GPX1,7988.160196,9760.069039,5874.126707,5742.972311,4932.609325,5989.014056
C2orf25,5791.061985,5750.985457,7283.372853,7539.455717,7015.005758,6872.594463
C10orf116,5261.873757,4892.915498,8001.63895,7688.350051,8011.094571,6390.170627
PFDN5,8381.089571,8148.10011,5742.450094,6179.525198,5450.459753,6293.492411
EIF3S5,7875.895623,7563.006618,6485.797883,6032.993747,6166.283455,6064.1075
SAP18,6642.814687,5521.912597,7005.405552,7363.578989,6815.216858,6785.982569
PRDX6,7584.411089,5988.241352,6675.92785,6683.715575,6675.92785,6504.960975
HIGD1A,5491.522734,4828.540732,7215.622874,7553.581352,7656.003989,7278.158279
PSMB4,7565.470813,6988.151989,6486.960661,6201.50754,6228.188218,6447.990237
HSPA1A,5882.750007,4825.280831,7036.827861,7036.827861,7492.705628,7552.636416
