SYMBOL,GSM431121,GSM431122,GSM431123,GSM431124,GSM431125,GSM431126
TSC1,167.969238,213.9574878,147.1720135,167.969238,167.6722767,186.7280153
MYBBP1A,184.5616447,143.1579223,173.628475,173.628475,173.628475,201.9276313
FZD3,45.78186907,31.41441819,244.0945307,263.6647231,239.2929269,226.202496
MDM2,162.4728245,352.2774654,143.2761177,114.1818641,146.1442832,131.7567583
PBK,209.9008041,635.0461272,49.31770362,43.55995142,52.12404352,59.5003455
MIPEP,318.8121309,214.3799424,137.9474471,135.0010189,108.8147271,134.294227
HIPK1,187.8502153,219.3199336,158.6771516,157.6656319,137.7352982,187.8502153
ZZEF1,177.7949258,137.7389591,177.7949258,177.7949258,177.7949258,200.0675355
HOOK2,107.5742981,88.37663733,255.7463464,222.0663519,200.7162681,174.0062334
BCR,113.9609585,104.9322498,205.7832177,221.8056472,196.8603177,204.8392359
AFG3L2,228.8911637,161.0078268,161.0091639,162.8630195,173.2254787,160.8730535
HOOK1,29.62878472,31.80668139,282.1518709,245.2987751,245.9985459,212.7834291
KCTD3,288.1507965,268.4604782,132.6587337,122.713595,116.6298313,118.2694797
MAP3K5 ,402.5249683,253.3364981,90.25749757,97.35624643,106.5508122,96.50050285
DCLRE1C,154.6459345,172.01748,178.4023085,197.4197376,172.01748,172.01748
HSPC049,160.4857059,160.9717303,172.448738,192.3052692,179.9809191,179.9809191
OVOL1,55.22882339,47.82562826,272.0466499,210.2512361,248.0500902,211.8788981
DBR1,179.001405,153.2244203,167.4575657,186.403114,202.7328901,156.3737257
ASXL1,219.7711439,234.6292847,149.2205145,151.2112418,135.743272,154.5825104
ANKS1A,157.2615888,153.2460964,174.9283874,191.8809403,188.4614049,179.1504284
SEPT6 ,342.3309955,535.9214354,35.53556109,40.15847181,43.39907532,47.55550491
YEATS4,222.1278652,146.6792726,180.5290895,181.0967662,152.685661,161.4335001
NCAPD3,260.905647,259.0742269,133.0239702,146.3761502,131.8993193,113.1189996
GCS1,172.5614449,154.6953161,172.4618872,183.2324326,168.0179566,192.8717192
ZNF576,210.61249,162.437709,167.8511755,161.7901241,172.7743747,167.8511755
TOP2A,208.1516725,664.6389912,40.65035447,42.14977419,42.25248662,44.55195957
MZF1,194.2599207,214.1956897,174.2409263,179.7394965,138.0702662,141.8745528
GUF1,179.2409797,153.2325332,197.7501338,181.541992,144.7363417,185.2931245
C11orf57,237.9723114,243.9167556,145.5408807,162.2780303,122.7691926,128.686251
WDR55,163.3406809,178.9464867,175.1983106,180.2387757,173.6463212,169.4977985
EHBP1L1,179.568608,236.9897561,142.351729,154.309875,151.7831594,175.5283607
TMEM142C,350.8063349,352.7099644,82.62810107,77.46477316,79.94140017,96.88608031
C20orf29,197.5210375,193.517649,162.0736258,187.6122993,160.2087283,138.4046542
C12orf38,235.383424,176.3349756,150.242135,170.0856195,173.7714937,132.6739187
HERC1,172.319,153.3693862,176.1539863,184.0613997,167.4273701,185.0280496
CREM,254.7273516,317.2514741,113.0830692,104.5154676,109.9573375,138.7274674
SNAPC1,245.394532,310.7389735,125.8413528,109.6746625,113.0767703,133.4621095
WDR23,146.7907334,165.8898336,167.2485463,196.5904706,186.6913811,174.542005
EPN2,96.45824397,155.848762,199.8140158,215.6234237,200.3903494,169.4497407
MAZ,223.9996317,187.8045761,160.9337141,156.5939718,154.1654565,154.0863028
C20orf27,264.0419528,263.3611931,100.7758555,137.2314554,139.6067636,131.9168119
C14orf122,177.2543089,202.0454264,165.0012346,166.8967104,151.5734212,173.2602263
SLC5A6,233.7903353,157.0045686,153.2647051,153.9543461,171.2034282,166.2069205
PCGF3,132.5033365,129.302099,183.6280731,207.3129242,185.6552117,196.0957471
LEPRE1,393.887519,438.1331021,47.23419263,47.99737091,42.03607308,64.45302456
ABCB9,93.0281339,98.02307168,215.6105779,246.7770057,203.5723305,175.5505838
HSD17B8,102.1855287,113.2695922,217.9133617,225.3538333,189.9854231,183.0090207
ABCG1,30.08287005,34.4065304,253.6396539,244.2723125,245.5193799,223.6411129
PTPN9,225.4061052,211.1723196,160.94416,131.4513439,148.7305412,152.6038495
IL17RC,228.5917181,201.2793039,147.3473525,132.6584364,160.9546259,158.9556585
RAB17,123.0800652,114.0715248,205.2696423,230.6479434,176.8838434,179.2466677
MTG1,203.3390001,211.6234541,156.9233217,152.6942773,151.3445421,153.1804481
C4orf16,159.6533281,143.6767359,176.4605178,183.0125934,187.2280068,178.689732
TRIM68,158.9305241,150.9245134,165.722855,187.4986644,164.8572262,200.3663779
ARFRP1,167.4956723,157.4640247,167.4956723,182.8517541,178.544901,174.3425437
TP53,235.2678752,205.7755434,147.4855142,142.2519936,152.8921137,143.6536044
PCYT2,206.3167699,246.8859436,139.0007284,130.0580035,152.0917485,152.7401747
POLR1E,351.0537259,238.8628935,133.1491582,96.10496157,98.1128332,109.4760258
EGLN2,166.368458,158.9004758,186.4391347,185.7957091,156.245366,172.9174139
RNF121,154.9194913,164.8275331,176.9453061,169.3638926,197.4954974,162.3631058
SMPD4 ,166.0053716,149.9316403,168.7844192,174.5099119,187.8763825,178.6156554
PRKX ,71.25835729,112.7508139,226.7446932,212.2932625,194.8728652,206.8945482
CHST12,279.1698959,262.5573771,117.6014045,131.6192278,100.9068986,131.6192278
TNFRSF6B ,428.482629,317.0937341,65.39323391,62.49155317,67.80136204,81.98674379
BTN2A1,154.2839279,194.8746793,167.7869364,168.6955342,168.6955342,168.6955342
POLA2,231.7187206,179.2059833,161.6298965,153.4546686,161.6298965,135.272883
TAF9B ,186.7192191,226.5439038,194.9390391,148.226108,116.7130198,148.2019871
RNF44,115.302351,117.6785736,206.2175359,162.1173179,199.7677425,219.2316049
UCKL1,164.1702507,197.439025,182.1301706,160.7382388,145.0130567,170.4307932
FCHSD2,156.7556945,156.3161712,179.3342149,169.5621142,192.7557166,164.8404395
TCFL5,342.8557626,286.0050711,106.0827048,88.67068606,95.27216481,100.5894666
IHPK1,188.7410946,193.6976208,175.019461,153.671507,123.9126144,183.3503119
GCN5L2,177.9596707,173.3797768,167.0290772,165.0797403,167.9064407,167.0290772
PLXND1,182.4767514,187.8500926,169.6537658,172.3418289,150.2966463,155.3725891
COQ3,217.4139185,164.6485375,164.6439921,178.5837844,157.1714878,135.0099931
FLJ10815,94.29966902,110.0449216,226.422558,202.8056698,194.4243851,188.6226387
WBP2,107.6746088,113.9842938,231.4994646,192.4518002,210.4008615,160.5190377
LRRC49,192.3658703,244.2723125,141.3171014,140.7081449,149.0276451,148.7762181
USP13,400.9652165,227.4183134,93.90959886,83.18332948,103.0042799,106.4881305
XPA,166.5068869,128.402811,165.1171438,213.9843276,175.2639694,165.1568098
HIST1H2BG,25.83209092,52.40273494,239.6235461,231.437337,227.7278666,237.3244013
GPR107,114.7889293,106.9642447,217.5441029,175.351812,221.0296185,178.4942467
PISD,152.6934999,146.4144875,197.6942395,162.7571356,170.7397963,183.7561235
PLEKHG3,88.5037592,90.98258931,204.1959544,198.3390191,226.0447833,205.1681222
GMCL1,156.5867612,165.7671686,197.969086,170.896444,135.8424802,186.0329585
RNF123,154.2033592,173.1549415,183.8611091,166.0291696,173.608325,162.1742287
METTL8,276.3314665,371.8694057,100.4187791,87.82357431,73.45276935,103.063404
GLI3,240.1723099,232.8781212,128.1583199,132.1604978,124.612968,152.7434944
SDC2,641.5278733,276.7834207,19.47340383,23.32531509,23.1550441,25.92230382
LOC728896,86.93960164,101.1312912,220.3332862,223.0723162,217.7784785,160.6842049
GRB10,254.3642334,294.9257518,97.87181598,92.23695897,113.993664,156.0758654
FER,156.5867612,209.9723227,156.5867612,156.5867612,172.6111784,156.3095721
RGL2,151.9220367,148.2110973,169.260226,194.935889,165.1652995,179.0546796
C17orf39,82.94338925,91.48374982,221.3068343,231.5582494,189.0205033,191.451314
PDPN,512.187373,270.27226,43.21334342,49.21363992,50.05898239,82.57327536
PAQR3,226.9539697,160.1746461,157.706868,161.4154379,148.7110827,152.4995729
TBCCD1,219.1937244,241.1604419,151.0174317,135.7116716,132.4915984,127.2250713
NHEJ1,190.9943667,159.6083443,165.5625434,165.5625434,164.1894414,160.8322508
PET112L,267.6901401,273.9299364,104.8848123,133.4674143,107.685367,118.0627362
SIKE,162.8966113,169.106611,197.7501338,148.2583228,158.5036258,169.106611
CDC40,219.6098423,265.4167554,143.5903221,125.3380659,116.4137815,133.905192
EXOC3,187.9084582,203.7860289,156.7978099,167.6394087,116.9874173,170.6996843
DOPEY1,123.1135643,128.6786629,184.3391691,176.4443286,179.0267465,211.9105071
POSTN,339.1834248,505.5834221,30.0584106,27.64147495,43.58305875,56.69692224
HSF1,165.1332831,144.3496518,170.3702922,169.1280959,183.0449006,169.4456126
DLC1,393.2256214,404.2159189,32.38204909,49.32885626,49.06549462,73.06127921
B4GALT7,242.4761834,176.4412712,141.0357332,158.1485403,143.7774203,137.2147576
ALS2CL,113.5883212,124.06161,194.9390391,167.3492495,185.3693349,213.749063
TGDS,272.3329489,211.3945417,129.8024273,137.8539183,113.0742956,134.3628326
SEC24D,333.8285979,319.9532802,86.12968699,92.50046347,67.87096685,98.47585641
KLF9,288.5100281,290.1196872,100.1281307,111.725881,107.8541777,100.1827179
MAP3K11,140.5470564,117.7227006,190.0826961,189.4724226,178.9458957,180.6210092
CABC1,259.4012659,243.1460799,122.725727,130.5798203,109.4228645,131.4456783
MAP4K3,117.0476849,85.48689933,208.8008829,213.1389856,160.3942121,211.3733705
TBCD,114.868938,144.3496518,168.818549,201.6499163,186.6692204,179.6524763
TICAM1,84.90085732,92.5082544,199.7614738,229.7723134,197.4288889,191.1267491
MEIS3P1,198.0510958,178.3699908,161.967047,156.2174968,150.0193049,150.3746095
TUBD1,112.9810533,86.49241276,209.7107251,201.9683184,160.4523766,222.7330731
LOC127406,156.7765562,158.8226964,170.3217953,170.3217953,170.3217953,167.5401182
ARTS-1,239.8332568,222.8322427,117.3286165,113.0830692,149.8675559,149.8675559
SUOX,218.7449501,168.060855,147.1536223,165.7514159,167.2656889,125.7915818
UCP2,29.79525359,50.18703298,252.5724015,243.7311419,235.81676,179.1504284
NDE1,127.1401085,151.4259514,178.9432843,183.2758869,176.4988338,173.8725454
HERC5,57.75184215,62.5824305,202.4844813,215.3202199,226.7416428,226.1947228
EFHC1,292.6813012,361.6237588,95.34497456,84.08510256,69.95750067,84.95961746
SLC7A11,217.2621554,235.1500866,133.02218,113.9831791,138.4106645,149.2452175
KIAA0974,213.5239708,242.716757,143.1307877,142.2880824,110.8335827,134.5077719
MTMR11,291.8937255,293.6612012,88.03119436,108.4146244,101.9368788,102.9979862
RPUSD2,170.8801554,137.4983739,184.6938056,163.2073777,156.6799256,173.8234434
SMARCD1,188.3382913,172.4692929,155.0414037,163.8517,143.994185,162.8767152
SGPP1,264.4914354,237.7723128,124.4346929,118.0689286,87.23522764,154.4652995
THBD,288.4537404,282.7647581,89.95436561,85.12088738,123.9749483,115.315033
RAPGEF6,151.2112418,181.6281223,170.360974,167.5893161,124.1472034,190.0331653
TMEM16A,21.29992854,20.84132789,250.2220364,262.736224,238.2563524,191.2351675
ATP13A2,125.3992658,208.7787151,169.2727603,155.4913228,164.396057,161.0190471
ACTR5,161.5452343,116.1498635,189.1441996,135.8669264,167.8103059,212.993668
AMACR,90.94815864,111.9602195,180.3948298,205.5333338,165.2157725,229.0839347
PDLIM7,162.5959342,164.296074,158.0235331,154.5622795,151.3437872,191.9698575
DBF4,249.0325598,248.7609684,137.6142069,117.1176877,105.5237891,124.1582375
PDSS2,188.755873,196.1241741,168.9510706,134.3770197,133.9367822,159.9151617
SLC22A5,139.9167266,107.8792788,180.4003261,171.2809564,171.2809564,209.9167895
ISG20L1,169.6582748,178.7837723,160.4442289,144.8669054,149.6148095,177.0876061
LY6G6C,66.04010335,75.68533052,219.0749091,222.6466405,202.3839992,193.5834917
COQ4,198.340101,202.7056678,154.7093904,145.0346025,145.9071711,132.4754163
ZNF451,167.3673644,229.9603642,152.652868,152.9261382,129.7086585,146.225741
LRP16,123.1917599,52.77914579,185.372483,188.9362091,214.9263398,212.957118
IL1R2,33.98058277,27.67887526,220.8343782,264.7236386,218.769127,211.0535517
STAC,64.14766702,63.67709362,225.8562375,239.5787826,186.5041007,197.2279133
JRKL,206.1102563,268.9389905,139.3002354,122.6506047,115.8663717,123.6581449
TBC1D12,133.0257737,128.958929,167.9484838,177.7949258,165.6291485,202.90462
ARHGEF10L,103.1654032,90.94864058,191.9875889,207.8007095,197.2487914,183.7645582
ZNF7,236.2314505,228.1424529,132.7338345,130.0003192,119.8824985,127.5322231
DARC,448.6004745,396.5622406,28.80168713,30.92882096,26.57903752,42.27475836
TESK1,116.0879025,119.1413468,171.595507,199.1501248,189.4227132,178.1370415
XPO4,114.1728166,127.6638842,191.6635109,170.9620025,199.9565876,168.797998
CDC2,229.827869,529.905647,49.49145764,52.66200085,53.79935782,56.44098029
C9orf9,172.9484389,215.0896934,151.0169824,137.340942,149.5685427,145.1908264
PHF2,108.8735149,117.6808562,212.1571795,189.8341446,167.8511755,174.3403449
BNIP1,168.1977961,171.9691865,162.1002814,163.8739232,177.3409166,126.0139687
TXNL4B,215.4564171,183.9785911,145.4522679,153.8965622,121.5933829,148.4351216
BCAS4,118.0340261,133.512286,188.2858952,165.2242455,176.3968186,187.3495782
ORC6L,190.1297025,213.5190864,144.0775939,139.6596981,131.9825175,149.1776068
ZNF33B,100.6963015,88.5660856,227.2302234,173.4773835,201.5324884,176.5825871
EGLN3,51.40784147,44.21372029,238.3414408,197.5427661,199.7056781,235.9056476
RBP1,35.15417968,33.52558655,248.5500902,254.7272439,252.82173,142.3253393
CRADD,227.5253699,238.9432923,123.894396,117.7110444,107.2355218,151.4223067
ANG ,271.3554185,219.5425897,100.9479529,131.0166403,95.45490013,148.3824729
BDNF,283.5623618,335.2835598,86.36836581,98.65772438,78.29738391,83.43166615
UPF1,111.9019569,123.3647287,175.981601,179.4398251,173.0099784,201.557763
PAFAH2,130.5328475,156.1091616,175.72486,162.8331881,183.9453658,156.1091616
RAPGEF5,35.07515282,30.66559531,226.3603115,232.4226222,242.716757,197.8759465
PLK3,141.013136,184.6756404,158.8194542,175.4644582,172.89603,132.0925515
CACNB3,167.0358505,117.5294428,176.0213411,170.4962215,152.514019,180.644062
KIAA0355,146.5144435,192.766403,164.449537,155.2206018,115.8847273,189.3946436
TncRNA,86.87114704,99.34766091,178.8393233,166.5291094,188.5835451,242.2539763
C12orf35,146.434551,138.9937147,172.9430852,150.8343408,188.0027129,165.1505886
SIRPA,52.57361309,41.79405643,228.1500874,206.447926,198.1342731,235.1375167
FAM3A,191.8093647,165.9476697,161.2704856,145.6884985,138.1985416,159.2544415
TBL1XR1,165.2403815,161.4675383,167.5032839,144.5244678,161.4675383,161.8472619
STIM1,85.09754517,57.23771361,220.7954468,200.8612315,185.0724967,212.9608652
PKD2,285.1069794,344.795659,84.43783555,80.74444283,80.82188178,85.13425624
ZNF84,249.7372055,224.085457,132.0378135,101.7782817,105.1645515,148.1840395
LRCH3,228.4254641,238.7948033,119.709989,109.7059172,124.4164938,139.159677
RTN2,135.5003919,147.2545149,162.6532866,157.1993725,187.9637297,169.1582248
PIP5K1C,181.7094541,184.0166674,137.8513624,157.1041605,158.4306086,140.4620572
IPP,164.0516794,167.3968655,175.716453,152.9817418,148.2475407,150.6422685
PRSS22,30.86376667,55.93201532,240.3389766,237.9507412,211.8924645,181.8357872
SYK,33.40964665,35.02823771,245.1964773,213.6945408,215.5452529,215.8703603
UNC119,116.4415808,91.30088503,185.0065907,188.6774401,193.2247053,184.0153199
ZNF322B,155.3649958,156.2590477,163.8600072,156.2590477,146.5609059,179.1422735
THRB ,159.0971652,150.2900036,160.8300881,166.8234882,159.5303837,160.8300881
MGC3032,221.7185354,222.862546,136.1918389,127.34702,87.61093489,161.4504666
GABPA ,127.601093,144.2450518,210.7759091,148.2266998,169.569211,156.6454628
KIAA0082,179.1869531,162.1077992,162.1077992,153.5062433,156.7089694,143.2881776
ATF3,122.3201693,92.27273452,195.336039,185.3385617,194.4519956,167.0648175
DLG3,70.36226029,69.13335357,254.6422354,198.8834628,185.6271377,177.8642103
DDX11,167.6380072,122.7019331,164.7077702,163.7497919,168.7942012,168.4805851
FRY,440.5703265,345.0389817,40.97217155,43.833335,45.51372638,40.02377402
TRIM23,204.0834445,209.0646563,151.4816123,121.8684512,128.820484,140.6169417
KIAA0701,240.8050275,244.963215,122.2576982,113.9576867,115.6751576,117.134513
SLAMF7,48.92212395,54.99602983,226.8600738,193.5992939,199.0707773,230.93898
XRCC1,186.0442324,175.116598,154.0555328,141.6579696,152.7059778,144.371804
SETD6,188.006271,119.0578874,152.8505603,171.5784825,163.1480055,158.7047981
SIRT2,190.4390793,174.791028,152.854948,158.6436715,144.7860349,131.1954414
SETBP1,120.5958592,121.1236561,168.1042707,205.8612186,173.7809204,162.1295245
MTA1,244.356857,250.5998594,110.4298289,119.869478,109.6511853,116.6592381
TTC31,140.9313504,181.2467667,167.8522678,176.324513,155.2738865,129.5538331
WDR32,140.7834866,135.7412884,167.8119332,176.4060987,176.626937,153.6974929
SLC24A6,98.49271632,87.53985782,186.0189995,157.5541849,246.0411877,175.2627998
DNAJC6,45.24003539,51.62155683,203.4834432,223.2641883,210.1798208,216.3842583
PAQR4,102.0596352,63.29075246,191.7823152,211.6458309,192.6925784,188.3391034
UPF3B,206.7101182,188.4391023,139.625679,131.9835855,140.8858822,141.8430584
KIAA0256 ,107.869873,113.1823191,191.0355798,181.3070344,156.844813,198.8370593
CHST2,419.3185584,337.8462828,38.44651461,38.73109519,45.44700321,68.5368768
TBC1D2,55.15113828,124.8213141,179.9087081,190.5691585,184.0661465,212.4792812
HCFC1,127.7247546,144.4441719,158.7094506,188.6934793,158.7094506,168.1781876
CINP,194.0731784,159.2215718,154.3739009,144.1766405,161.3403059,133.2346391
DVL2,192.0824285,198.9386087,151.7521938,133.1643452,149.8010707,119.1793683
PFKL,178.7616508,181.2945137,139.1663853,152.1194503,145.6114784,146.7586759
Magmas,173.7924752,161.5900867,154.1116734,172.6908656,160.4523766,120.7907501
AMFR,122.615957,122.2115491,180.0760987,164.4857661,175.7325067,177.4854833
DTX4,95.59396417,100.6055417,195.423864,177.7949258,181.6051277,190.1552221
ZNF143,152.5623031,214.892999,138.7233323,162.4462675,147.6254954,124.8910563
NID1,401.4786726,466.8936664,16.88242601,16.6518025,17.18991015,21.21040376
C16orf51,158.9594583,178.6986736,151.2804513,148.012146,151.2804513,151.2804513
WIZ,158.018416,177.4990526,144.5842618,153.0633405,164.1552523,142.1217755
SKIV2L,172.6365892,138.3789448,155.1095166,152.5328432,179.1305183,140.0777031
C12orf24,362.2167567,328.2063483,61.07075256,62.70402189,53.70547226,69.70071472
CLK1,185.1058285,71.40418358,175.512269,167.4956723,142.5260298,195.2441971
RBKS,211.947522,258.906358,115.6324535,108.0375338,115.4685542,127.2117201
TFCP2L1,47.82656088,55.63027535,183.5427357,212.3389851,209.5430901,226.3467465
SPON2,372.3500847,208.6664493,100.6191798,79.17064624,80.56826371,93.63435078
MYO1D,34.49608597,39.26782612,196.9793007,207.8454654,208.3042491,247.3775304
THOP1,199.8226276,177.7933215,126.7277865,160.5190377,157.9075624,111.4956796
KIAA1622,31.71310824,24.34091688,201.5111532,233.0484761,241.316753,202.0177885
BBOX1,19.7811425,22.10924081,219.4624457,207.8115934,185.0839879,279.5167513
PMS2L2,187.6062037,158.8194542,151.3975603,145.4829278,130.5398072,159.4638829
PITX1,64.65925929,55.44726838,227.967199,231.1278634,176.8351091,176.8351091
TREM1,335.3188499,275.5621963,70.85866067,81.16683226,77.95201302,91.3179612
PAXIP1,197.25607,166.4735696,134.2321836,127.0242439,146.9122949,160.2127406
PRRX1,405.6169944,436.7247659,23.75227323,20.8449139,21.10018033,22.07173886
NAB2,165.5601681,198.0665201,129.6565529,152.0521501,142.5405168,140.2990225
NOC4L,163.7683228,145.7569783,159.027694,134.9816279,165.2403815,159.027694
SLC25A20,213.1389856,171.9118211,113.6858248,126.4018211,164.6792194,137.3037489
SAMHD1,112.5102218,152.4309719,152.8041545,165.8723314,189.4591229,153.5990257
PCNT,159.4304156,188.0502193,121.8925823,151.4262226,144.0055798,161.3182666
AGTPBP1,236.6113842,209.395995,125.6114328,118.6971636,119.3002263,116.0419824
TPR,178.0575776,175.594023,147.6374812,147.7791635,135.5625682,140.8247894
PFAS,387.3523799,288.297339,76.03423955,58.58525043,56.65409005,58.22040835
RNF41,161.1410982,173.2298212,143.7943604,137.1409498,160.5712518,149.2421618
ZNF134,135.6959861,160.6652858,172.2684697,182.811516,127.6506575,145.9739289
RGNEF,111.4453116,80.44557115,160.330164,191.264007,211.3055877,169.6287756
TAF4,158.1979961,158.6734349,158.6734349,138.9538841,123.4590099,185.9234012
C9orf7,142.462717,136.1252029,159.5614064,167.3450863,161.322498,156.9910338
GNA12,175.6036871,149.5252758,157.0199565,141.2259717,142.9950213,155.8850432
PAMCI,33.23246184,36.9807089,212.8723167,195.8041506,232.9069193,210.1945449
DKFZp586I1420,78.78059898,75.82836109,181.2779342,187.3181998,184.3041415,213.8706806
KIAA0892,138.7964756,144.9144231,158.3418176,159.3290336,150.645862,168.1412838
REXO4,177.5568068,181.4170237,140.3247183,132.1108525,137.1267559,151.4527692
DECR2,205.1237032,213.4500953,130.9429299,110.2845721,128.8294907,131.2838587
RPL39L,178.5286124,246.026439,128.6157893,121.2532155,112.4752568,132.5253736
ZNF264,150.0029299,99.78603195,159.9697308,168.9510706,147.0137953,193.4514688
NFYB,178.5615638,224.2370104,115.8867999,129.4475285,121.1577413,148.9792102
CENTD2,135.72682,156.4511976,152.1955898,161.2073855,146.5910296,166.090985
INPP5F,104.0548094,158.8377981,185.3566628,155.8886258,156.7644832,156.7644832
OAS1,57.78737036,49.19922335,238.2013843,185.0991401,185.0991401,201.7132841
SIRT5,151.7665704,161.9374457,155.3649958,155.461291,152.9048346,139.562891
DSCR1L2,100.0578369,81.91108752,206.3134502,161.8355551,227.8688686,138.6649946
AZI2,165.6806369,209.2068535,124.8545206,128.3497611,139.651015,148.4351216
ZFX,125.1355633,157.5730834,174.9600774,168.1495908,142.7143655,147.31576
MTRF1,146.9014506,142.1168561,151.2162148,149.2887357,150.2574097,174.8284053
DOCK6,144.5694459,218.8517704,135.1117761,127.3946789,153.999067,132.8392578
RRAGD,113.0518716,60.06194118,198.6044822,175.5283607,211.7873191,153.0629386
CHD3,133.5813163,145.8595773,145.8595773,154.2759474,181.5964012,150.5560452
MVK,90.76212422,121.2358197,163.1293272,167.0120734,189.6110938,179.5396042
LBH,285.3385219,120.9006312,125.1310156,118.4709184,109.7649563,151.190684
HFE,189.9279691,209.7171985,129.1138386,123.0489738,118.0384877,140.5739054
TXLNA,230.9128455,196.9063258,101.9645936,146.9920844,125.8073813,107.7162918
RUFY3,113.7013141,178.7837723,136.4482515,153.7265094,177.6045094,149.9392682
KDELC1,378.6237074,312.3389763,50.59867252,49.8699414,50.12723309,68.03486325
NFRKB,146.6716811,147.1494765,145.7368002,154.309875,155.1575392,159.4566118
MARCH8,202.6386265,184.9798793,144.5164238,136.2839519,101.8493431,137.3041525
C11orf17 ,74.37634505,59.4561653,203.7871224,191.0846302,191.5330871,187.3291039
ZDHHC17,247.9598805,313.2207028,87.79302181,73.50882582,75.6247762,108.5569044
RIPK1,145.6180289,92.5902174,153.2325332,179.4393092,177.4506811,156.7644832
GRK6,115.9628013,116.8430189,171.8507469,165.3587971,166.3416885,168.0285387
PLAG1,260.9770167,224.8834187,100.9868607,116.3345397,111.5909925,89.54672906
DMD,74.84426288,95.42819681,166.3161746,202.5278931,181.1852736,183.742542
METRN,112.6664997,113.8388295,178.3086339,166.3402399,166.3402399,166.3402399
IFI44L,307.3815614,295.6638768,70.55960983,65.4072736,58.28061285,106.4969368
PERLD1,197.2892756,190.7184441,129.7161588,137.145236,119.8066658,128.482477
C21orf66,186.831803,176.527986,125.516154,130.8387235,142.3739416,140.873016
C8orf30A,183.3501595,165.8562642,136.8313263,136.8313263,145.42639,133.6693761
AIM1L ,28.44877937,21.94059755,225.0508428,215.1167604,202.1550956,207.472469
C19orf6,145.2913256,128.7511688,200.3826021,147.8725759,142.8649535,132.091632
ECSIT,168.2776994,182.8859334,144.7159001,106.3193937,152.4161906,141.7036486
AP4S1,158.019661,196.0389342,132.7332296,139.3682952,126.9595506,142.0008794
PIK4CA,176.2697329,221.6611975,110.1277567,113.052006,146.0136623,127.4325429
OASL,62.47171456,36.50513249,188.3670005,199.0906508,194.7055768,213.2246377
STX5,135.97192,115.0166247,170.0417624,141.6112663,161.6816461,169.8621013
PKIA,215.9389835,251.3785716,108.2524563,99.26192583,83.75888962,135.0509926
BCCIP,177.3086636,166.006947,132.697933,155.3872191,122.4761552,139.2776713
DNAJB2,69.05405295,91.30088503,166.2377317,203.4573557,174.9233563,188.0371899
TMEM8,124.4737047,121.0798457,163.0137797,173.3992796,155.5093569,155.5093569
ABHD14A,233.7560662,223.6834203,106.1575198,110.2321417,113.6274752,105.3328426
BCHE,360.2298743,431.492283,25.34726048,25.45250849,22.50863566,27.70550946
ASB6,126.2489582,110.5387333,171.8326478,175.6014559,173.0154756,135.3869784
EIF3S1 ,155.0421382,162.8951179,137.8079388,140.3431729,137.7123432,157.8073634
COL7A1,230.0659912,342.9046849,76.6309474,80.49580384,74.65518597,86.72909211
NOD2,48.58060269,67.90397614,168.5289017,235.1500866,206.366103,164.532681
NET1,158.7528242,167.9580592,151.6995034,143.9904324,142.6870581,125.7708499
FKSG49 ,191.0078745,180.7643201,129.7410292,133.9398354,109.6017406,145.4273197
SLFN12,231.2357699,190.6946324,113.9671238,118.4037432,119.007852,116.456577
LIG1,173.3543114,195.0694332,125.9264269,130.1371705,138.2762109,126.9992776
HS3ST1,36.55154477,40.68275301,203.6390012,254.5810582,224.0723091,129.8364433
TSPYL2,238.495494,211.7544763,105.2005999,115.8270708,101.4277495,116.4903391
KIAA0258,133.953376,148.9792102,152.5778547,163.2162122,137.8478029,152.2198871
AGRIN,121.3496161,137.0242843,152.3906045,152.6265033,152.8443218,172.4585383
KIAA0409,209.058246,202.6343105,117.4264776,138.9146312,103.8226485,116.672484
RASSF1,116.270865,146.9781452,163.7776729,177.0338899,142.0965384,142.0965384
SUV39H1,184.7165209,138.997382,143.3839323,136.1451324,143.3839323,141.6047467
GFOD2,92.66793311,87.87318356,198.0846769,179.0501805,156.7606461,172.6396491
VAMP4,216.4596363,153.6230176,129.2795214,120.0868247,126.534891,140.6878824
IL1F5,59.05564534,61.12992162,196.9246768,198.5412129,184.1882706,186.7029323
TK2,241.5170716,207.9992519,107.303755,116.2571115,111.6676713,101.3240608
PGS1,149.365111,164.3546163,141.4437147,146.9204574,148.865357,134.9168908
HCG4,86.58408736,103.7267139,166.006947,176.7705133,178.0797808,173.9866946
PFTK1,206.0086671,179.9209423,120.8843373,119.59124,110.1986144,148.2823561
LOC390411,161.8921644,154.860444,133.6400734,145.2376374,144.8936023,144.0049786
ASB9,87.15723858,105.8362828,184.9169389,197.6214766,148.2979569,160.6407977
SNX24,156.0419364,220.564126,125.4191149,135.5036125,130.1267372,116.6164153
ZDHHC24,110.1814057,102.1529604,189.0704033,156.0789942,156.0789942,169.9576531
CROCC ,164.4849457,158.8162386,133.5952543,130.1769872,144.371804,151.0052492
TINAGL1,42.16732467,44.68853203,194.2281927,218.2609113,221.0390523,161.3279632
RNF25,150.2818782,151.3001072,166.7567199,145.6263079,121.2546042,145.6263079
KYNU,448.410174,226.1958722,52.96562856,54.0683362,45.38004245,53.63623238
EREG,376.1490501,291.6365197,55.37684383,48.68882669,39.60488311,69.07232927
PIM1,40.00166115,43.85150279,218.6434251,188.46235,211.2834306,178.2282442
