TCGA.DD.A11D.01A.11R.A131.07 TCGA.DD.AACT.01A.11R.A41C.07 TCGA.G3.AAUZ.01A.11R.A38B.07 TCGA.EP.A26S.11A.12R.A16W.07
ENSG00000000003 54.7479721024885 38.9851936661706 30.6182682193161 55.302865089344
ENSG00000000005 0.27415547658775 0.0757326422257924 0.121130091400472 0.029275598872914
ENSG00000000419 46.8085837738626 89.8056118406683 30.6451437257484 44.6735451766795
ENSG00000000457 8.11214225470749 10.5401837309841 2.87112750908416 3.49240073146098
ENSG00000000460 1.75683258522292 4.29113563542716 1.03496159319179 1.15326332680901
ENSG00000000938 1.84230270608446 4.80839058600884 2.09577605846897 6.03756557643648
ENSG00000000971 735.474406251009 1312.76737962606 168.482117022394 357.423432372127
ENSG00000001036 77.1603374239196 102.371931289715 20.0628671019726 68.2789142834288
ENSG00000001084 22.9613715223953 33.223390226463 14.0951075477298 31.9905535012215
ENSG00000001167 10.0184367481072 14.0454143791244 5.7654660315286 6.95070778591552
ENSG00000001460 0.855709110041087 2.13459094625508 1.14569056018544 0.537183677123027
ENSG00000001461 2.17081052482067 2.85245660106634 2.06687986315578 1.95471592219138
ENSG00000001497 18.6380595606171 11.715185272719 16.0742455995871 10.8958237122064
ENSG00000001561 35.5171632447247 19.1375133107176 2.68356151750458 4.80356493740103
ENSG00000001617 14.7480705896598 14.3758632857067 5.11862066022189 3.27181812103385
ENSG00000001626 0.0777369350661678 0.0429480641012666 0.244241803019818 0.769236382738205
ENSG00000001629 10.4156971790816 8.43075317167399 2.82636879934532 4.25723870061629
ENSG00000001630 19.3934380946979 4.48930611132896 1.93072763097269 6.30532013527193
ENSG00000001631 9.19563161053915 7.60585709085468 1.76033027735051 4.67994325246574
ENSG00000002016 2.87061721875974 2.76451256049047 1.53595268642378 1.09116235703474
ENSG00000002079 0.0173885249490238 0.019213607624279 0.0717058582879049 0
ENSG00000002330 47.2918197113247 55.3251781834278 120.07930440537 47.3820768481185
ENSG00000002549 73.1180261430398 64.4277696082215 42.8166870768643 98.1526909404774
ENSG00000002586 148.619775688491 69.8755848349017 144.997711166268 109.294529087025
ENSG00000002587 0.148643567547468 0.5225978924123 0.310464463998968 0.173158391569954
ENSG00000002726 4.93447595837755 0.0318853436149972 0.0679984125366736 5.80543393861775
ENSG00000002745 0.135354283135962 0.0373902342790572 0.019934523883778 0.0144537608664196
ENSG00000002746 0.0237051727876721 0.0611175709191428 0.0093099151285185 0.0270010535970699
ENSG00000002822 27.1519147471612 8.88753457116672 35.9738500722335 10.4241782824809
ENSG00000002834 159.043664467798 89.0512264401144 45.0377725289228 45.4048327274963
ENSG00000002919 13.0972723105244 11.1582786507549 19.6497686632327 10.7312200072525
ENSG00000002933 668.397395559424 1582.24537055349 347.268029640607 565.428445393322
ENSG00000003056 24.5703770753799 18.9818844962744 3.25290579050938 22.3002243180494
