hs1	-1	1	0.002652604
hs1	1	3	0.001657046
hs1	3	5	0.000682732
hs1	5	7	0.001100871
hs1	7	9	0.000806383
hs1	9	11	0.000791084
hs1	11	13	0.000444843
hs1	13	15	0.000583069
hs1	15	17	0.000538623
hs1	17	19	0.000376564
hs1	19	21	0.000369536
hs1	21	23	0.00032595
hs1	23	25	0.000345652
hs1	25	27	0.000235436
hs1	27	29	0.000517974
hs1	29	31	0.000300739
hs1	31	33	0.000783305
hs1	33	35	0.000904672
hs1	35	37	0.000864861
hs1	37	39	0.000676574
hs1	39	41	0.000739419
hs1	41	43	0.000662868
hs1	43	45	0.000670369
hs1	45	47	0.000688731
hs1	47	49	0.000533716
hs1	49	51	0.000575755
hs1	51	53	0.000510564
hs1	53	55	0.000617364
hs1	55	57	0.000566175
hs1	57	59	0.000525098
hs1	59	61	0.000621095
hs1	61	63	0.000560812
hs1	63	65	0.000461402
hs1	65	67	0.000414171
hs1	67	69	0.000439177
hs1	69	71	0.000474998
hs1	71	73	0.000466624
hs1	73	75	0.000498425
hs1	75	77	0.000514033
hs1	77	79	0.000463732
hs1	79	81	0.000477817
hs1	81	83	0.000352762
hs1	83	85	0.000526432
hs1	85	87	0.000440954
hs1	87	89	0.000406083
hs1	89	91	0.00041219
hs1	91	93	0.000145948
hs1	93	95	0.000399106
hs1	95	97	0.000422597
hs1	97	99	0.000289953
hs1	99	101	0.000384169
hs1	101	103	0.000360314
hs1	103	105	0.00029274
hs1	105	107	0.000281031
hs1	107	109	0.000434103
hs1	109	111	0.000388785
hs1	111	113	0.000414651
hs1	113	115	0.000327559
hs1	115	117	0.00029196
hs1	117	119	0.000349254
hs1	119	121	0.000390375
hs1	121	123	0.000182298
hs1	123	125	0.00031178
hs1	125	127	0.000134859
hs1	127	129	0.000342531
hs1	129	131	0.000291058
hs1	131	133	0.000347609
hs1	133	135	0.000363243
hs1	135	137	0.000239095
hs1	137	139	0.000312035
hs1	139	141	0.000302749
hs1	141	143	0.000356051
hs1	143	145	0.000206024
hs1	145	147	0.000286109
hs1	147	149	0.000272154
hs1	149	151	0.000253538
hs1	151	153	0.000211814
hs1	153	155	0.000313117
hs1	155	157	0.000305013
hs1	157	159	0.000254072
hs1	159	161	0.000202596
hs1	161	163	0.000291769
hs1	163	165	0.000220861
hs1	165	167	0.000265842
hs1	167	169	0.000203601
hs1	169	171	0.00034221
hs1	171	173	0.000252369
hs1	173	175	0.000200897
hs1	175	177	0.00026175
hs1	177	179	0.000240181
hs1	179	181	0.000293908
hs1	181	183	0.00027164
hs1	183	185	0.000239907
hs1	185	187	0.000292549
hs1	187	189	0.000265699
hs1	189	191	0.000248909
hs1	191	193	0.000225936
hs1	193	195	0.000262197
