"gene","cancer","value","type"
"RP11-539E17.5","SKCM",0,"ES"
"RP11-608O21.1","SKCM",0,"ES"
"LINC00884","SKCM",0,"ES"
"BC005081","SKCM",0,"ES"
"LINC00944","SKCM",0,"ES"
"LINC00460","SKCM",0,"ES"
"RP11-278L15.2","SKCM",0,"ES"
"SNHG12","SKCM",0,"ES"
"AF186192.1","SKCM",0.802469135802469,"ES"
"RP11-259O2.1","SKCM",0,"ES"
"CTB-41I6.2","SKCM",0.530326594090202,"ES"
"ZNF667-AS1","SKCM",0.28125,"ES"
"AK125737","SKCM",0.817796610169492,"ES"
"HHIP-AS1","SKCM",0,"ES"
"CTD-2298J14.2","SKCM",0,"ES"
"LINC00461","SKCM",0.531782945736434,"ES"
"LINC01197","SKCM",0.787878787878788,"ES"
"LINC01158","SKCM",0,"ES"
"DPP10-AS1","SKCM",0,"ES"
"SNHG18","SKCM",0.577494692144374,"ES"
"DIO3OS","SKCM",0,"ES"
"RP11-74E22.3","SKCM",0.514195583596215,"ES"
"LINC01018","SKCM",0,"ES"
"CERS3-AS1","SKCM",0,"ES"
"RP3-412A9.16","SKCM",0,"ES"
"DNM3OS","SKCM",0,"ES"
"BC070363","SKCM",0,"ES"
"FGF14-IT1","SKCM",0.0593220338983051,"ES"
"MIR4666A","PRAD",0.00200803212851406,"ES"
"LINC00941","PRAD",0,"ES"
"RP11-539E17.5","PRAD",0,"ES"
"RP11-608O21.1","PRAD",0,"ES"
"LINC00884","PRAD",0,"ES"
"BC005081","PRAD",0,"ES"
"LINC00944","PRAD",0,"ES"
"LINC00460","PRAD",0,"ES"
"RP11-278L15.2","PRAD",0,"ES"
"SNHG12","PRAD",0,"ES"
"AF186192.1","PRAD",0.170682730923695,"ES"
"RP11-259O2.1","PRAD",0.868797308662742,"ES"
"CTB-41I6.2","PRAD",0,"ES"
"ZNF667-AS1","PRAD",0,"ES"
"AK125737","PRAD",0.744979919678715,"ES"
"HHIP-AS1","PRAD",0.918918918918919,"ES"
"CTD-2298J14.2","PRAD",0.871794871794872,"ES"
"LINC00461","PRAD",0.786852589641434,"ES"
"LINC01197","PRAD",0,"ES"
"LINC01158","PRAD",0,"ES"
"DPP10-AS1","PRAD",0,"ES"
"SNHG18","PRAD",0.455823293172691,"ES"
"DIO3OS","PRAD",0,"ES"
"RP11-74E22.3","PRAD",0.948969578017664,"ES"
"LINC01018","PRAD",0.963880288957688,"ES"
"CERS3-AS1","PRAD",0.934968017057569,"ES"
"RP3-412A9.16","PRAD",0.715031315240083,"ES"
"DNM3OS","PRAD",0,"ES"
"BC070363","PRAD",0.180722891566265,"ES"
"FGF14-IT1","PRAD",0.817106460418562,"ES"
"MIR4666A","LIHC",0.122015915119363,"ES"
"LINC00941","LIHC",0,"ES"
"RP11-539E17.5","LIHC",0,"ES"
"RP11-608O21.1","LIHC",0.111405835543767,"ES"
"LINC00884","LIHC",0,"ES"
"BC005081","LIHC",0.0106100795755968,"ES"
"LINC00944","LIHC",0,"ES"
"LINC00460","LIHC",0,"ES"
"RP11-278L15.2","LIHC",0.259946949602122,"ES"
"SNHG12","LIHC",0,"ES"
"AF186192.1","LIHC",0,"ES"
"RP11-259O2.1","LIHC",0,"ES"
"CTB-41I6.2","LIHC",0.812820512820513,"ES"
"ZNF667-AS1","LIHC",0.84554678692221,"ES"
"AK125737","LIHC",0,"ES"
"HHIP-AS1","LIHC",0,"ES"
"CTD-2298J14.2","LIHC",0.540642722117202,"ES"
"LINC00461","LIHC",0,"ES"
"LINC01197","LIHC",0,"ES"
"LINC01158","LIHC",0,"ES"
"DPP10-AS1","LIHC",0.615248226950355,"ES"
"SNHG18","LIHC",0,"ES"
"DIO3OS","LIHC",0.657894736842105,"ES"
"RP11-74E22.3","LIHC",0,"ES"
"LINC01018","LIHC",0.217506631299735,"ES"
"CERS3-AS1","LIHC",0.663120567375887,"ES"
"RP3-412A9.16","LIHC",0,"ES"
"DNM3OS","LIHC",0,"ES"
"BC070363","LIHC",0.309278350515464,"ES"
"FGF14-IT1","LIHC",0,"ES"
"MIR4666A","BRCA",0.0324675324675325,"ES"
"LINC00941","BRCA",0,"ES"
"RP11-539E17.5","BRCA",0,"ES"
"RP11-608O21.1","BRCA",0.346753246753247,"ES"
"LINC00884","BRCA",0,"ES"
"BC005081","BRCA",0.061038961038961,"ES"
"LINC00944","BRCA",0,"ES"
"LINC00460","BRCA",0,"ES"
"RP11-278L15.2","BRCA",0,"ES"
"SNHG12","BRCA",0,"ES"
"AF186192.1","BRCA",0.854181064270905,"ES"
"RP11-259O2.1","BRCA",0.797822706065319,"ES"
"CTB-41I6.2","BRCA",0.793798449612403,"ES"
"ZNF667-AS1","BRCA",0.771972956361401,"ES"
"AK125737","BRCA",0.867532467532467,"ES"
"HHIP-AS1","BRCA",0.762086513994911,"ES"
"CTD-2298J14.2","BRCA",0.747674418604651,"ES"
"LINC00461","BRCA",0.687552921253175,"ES"
"LINC01197","BRCA",0.849226804123711,"ES"
"LINC01158","BRCA",0.81551116333725,"ES"
"DPP10-AS1","BRCA",0.779269202087994,"ES"
"SNHG18","BRCA",0.867647058823529,"ES"
"DIO3OS","BRCA",0.776295133437991,"ES"
"RP11-74E22.3","BRCA",0,"ES"
"LINC01018","BRCA",0.845956354300385,"ES"
"CERS3-AS1","BRCA",0.810185185185185,"ES"
"RP3-412A9.16","BRCA",0,"ES"
"DNM3OS","BRCA",0.61948051948052,"ES"
"BC070363","BRCA",0.166233766233766,"ES"
"FGF14-IT1","BRCA",0.241335044929397,"ES"
"MIR4666A","LUSC",0.00810810810810811,"ES"
"LINC00941","LUSC",0,"ES"
"RP11-539E17.5","LUSC",0,"ES"
"RP11-608O21.1","LUSC",0,"ES"
"LINC00884","LUSC",0.489189189189189,"ES"
"BC005081","LUSC",0.0027027027027027,"ES"
"LINC00944","LUSC",0,"ES"
"LINC00460","LUSC",0,"ES"
"RP11-278L15.2","LUSC",0,"ES"
"SNHG12","LUSC",0,"ES"
"AF186192.1","LUSC",0.903448275862069,"ES"
"RP11-259O2.1","LUSC",0.490835030549898,"ES"
"CTB-41I6.2","LUSC",0.27027027027027,"ES"
"ZNF667-AS1","LUSC",0.859908883826879,"ES"
"AK125737","LUSC",0,"ES"
"HHIP-AS1","LUSC",0,"ES"
"CTD-2298J14.2","LUSC",0.755336617405583,"ES"
"LINC00461","LUSC",0,"ES"
"LINC01197","LUSC",0,"ES"
"LINC01158","LUSC",0.723842195540309,"ES"
"DPP10-AS1","LUSC",0,"ES"
"SNHG18","LUSC",0.616216216216216,"ES"
"DIO3OS","LUSC",0,"ES"
"RP11-74E22.3","LUSC",0,"ES"
"LINC01018","LUSC",0,"ES"
"CERS3-AS1","LUSC",0,"ES"
"RP3-412A9.16","LUSC",0.12972972972973,"ES"
"DNM3OS","LUSC",0,"ES"
"BC070363","LUSC",0.721311475409836,"ES"
"FGF14-IT1","LUSC",0,"ES"
"MIR4666A","COAD",0,"ES"
"LINC00941","COAD",0,"ES"
"RP11-539E17.5","COAD",0,"ES"
"RP11-608O21.1","COAD",0,"ES"
"LINC00884","COAD",0.581632653061224,"ES"
"BC005081","COAD",0.0238095238095238,"ES"
"LINC00944","COAD",0,"ES"
"LINC00460","COAD",0,"ES"
"RP11-278L15.2","COAD",0,"ES"
"SNHG12","COAD",0.431972789115646,"ES"
"AF186192.1","COAD",0,"ES"
"RP11-259O2.1","COAD",0.944444444444444,"ES"
"CTB-41I6.2","COAD",0.0510204081632653,"ES"
"ZNF667-AS1","COAD",0,"ES"
"AK125737","COAD",0,"ES"
"HHIP-AS1","COAD",0.854368932038835,"ES"
"CTD-2298J14.2","COAD",0,"ES"
"LINC00461","COAD",0.775257731958763,"ES"
"LINC01197","COAD",0,"ES"
"LINC01158","COAD",0.829501915708812,"ES"
"DPP10-AS1","COAD",0.96195652173913,"ES"
"SNHG18","COAD",0.0782312925170068,"ES"
"DIO3OS","COAD",0.322033898305085,"ES"
"RP11-74E22.3","COAD",0.565533980582524,"ES"
"LINC01018","COAD",0.738197424892704,"ES"
"CERS3-AS1","COAD",0,"ES"
"RP3-412A9.16","COAD",0.824242424242424,"ES"
"DNM3OS","COAD",0,"ES"
"BC070363","COAD",0.766233766233766,"ES"
"FGF14-IT1","COAD",0.836734693877551,"ES"
"MIR4666A","LGG",0,"ES"
"LINC00941","LGG",0,"ES"
"RP11-539E17.5","LGG",0,"ES"
"RP11-608O21.1","LGG",0,"ES"
"LINC00884","LGG",0,"ES"
"BC005081","LGG",0,"ES"
"LINC00944","LGG",0,"ES"
"LINC00460","LGG",0.974103585657371,"ES"
"RP11-278L15.2","LGG",0,"ES"
"SNHG12","LGG",0,"ES"
"AF186192.1","LGG",0.986471251409245,"ES"
"RP11-259O2.1","LGG",0.898778359511344,"ES"
"CTB-41I6.2","LGG",0.85838779956427,"ES"
"ZNF667-AS1","LGG",0,"ES"
"AK125737","LGG",0.977159880834161,"ES"
"HHIP-AS1","LGG",0.713123092573754,"ES"
"CTD-2298J14.2","LGG",0,"ES"
"LINC00461","LGG",0,"ES"
"LINC01197","LGG",0.752403846153846,"ES"
"LINC01158","LGG",0,"ES"
"DPP10-AS1","LGG",0.608409986859396,"ES"
"SNHG18","LGG",0.940329218106996,"ES"
"DIO3OS","LGG",0,"ES"
"RP11-74E22.3","LGG",0.959438377535101,"ES"
"LINC01018","LGG",0.848708487084871,"ES"
"CERS3-AS1","LGG",0,"ES"
"RP3-412A9.16","LGG",0.850374064837905,"ES"
"DNM3OS","LGG",0,"ES"
"BC070363","LGG",0.982944855031268,"ES"
"FGF14-IT1","LGG",0,"ES"
"MIR4666A","LUAD",0.00655021834061135,"ES"
"LINC00941","LUAD",0.615720524017467,"ES"
"RP11-539E17.5","LUAD",0,"ES"
"RP11-608O21.1","LUAD",0,"ES"
"LINC00884","LUAD",0,"ES"
"BC005081","LUAD",0.00436681222707424,"ES"
"LINC00944","LUAD",0,"ES"
"LINC00460","LUAD",0,"ES"
"RP11-278L15.2","LUAD",0,"ES"
"SNHG12","LUAD",0,"ES"
"AF186192.1","LUAD",0.885714285714286,"ES"
"RP11-259O2.1","LUAD",0.781914893617021,"ES"
"CTB-41I6.2","LUAD",0.853566958698373,"ES"
"ZNF667-AS1","LUAD",0.875,"ES"
"AK125737","LUAD",0,"ES"
"HHIP-AS1","LUAD",0.69701280227596,"ES"
"CTD-2298J14.2","LUAD",0,"ES"
"LINC00461","LUAD",0.762162162162162,"ES"
"LINC01197","LUAD",0.890829694323144,"ES"
"LINC01158","LUAD",0.840860215053763,"ES"
"DPP10-AS1","LUAD",0.516181229773463,"ES"
"SNHG18","LUAD",0,"ES"
"DIO3OS","LUAD",0.815006468305304,"ES"
"RP11-74E22.3","LUAD",0,"ES"
"LINC01018","LUAD",0.520193861066236,"ES"
"CERS3-AS1","LUAD",0.81038961038961,"ES"
"RP3-412A9.16","LUAD",0.55748031496063,"ES"
"DNM3OS","LUAD",0.849246231155779,"ES"
"BC070363","LUAD",0,"ES"
"FGF14-IT1","LUAD",0.295010845986985,"ES"
"MIR4666A","KICH",0,"ES"
"LINC00941","KICH",0,"ES"
"RP11-539E17.5","KICH",0,"ES"
"RP11-608O21.1","KICH",0,"ES"
"LINC00884","KICH",0,"ES"
"BC005081","KICH",0,"ES"
"LINC00944","KICH",0,"ES"
"LINC00460","KICH",0,"ES"
"RP11-278L15.2","KICH",0,"ES"
"SNHG12","KICH",0,"ES"
"AF186192.1","KICH",0.672131147540984,"ES"
"RP11-259O2.1","KICH",0,"ES"
"CTB-41I6.2","KICH",0.488636363636364,"ES"
"ZNF667-AS1","KICH",0.0606060606060606,"ES"
"AK125737","KICH",0.68,"ES"
"HHIP-AS1","KICH",0,"ES"
"CTD-2298J14.2","KICH",0.0454545454545455,"ES"
"LINC00461","KICH",0,"ES"
"LINC01197","KICH",0,"ES"
"LINC01158","KICH",0,"ES"
"DPP10-AS1","KICH",0,"ES"
"SNHG18","KICH",0.960629921259842,"ES"
"DIO3OS","KICH",0,"ES"
"RP11-74E22.3","KICH",0,"ES"
"LINC01018","KICH",0,"ES"
"CERS3-AS1","KICH",0,"ES"
"RP3-412A9.16","KICH",0.465116279069767,"ES"
"DNM3OS","KICH",0.681818181818182,"ES"
"BC070363","KICH",0.164179104477612,"ES"
"FGF14-IT1","KICH",0,"ES"
"MIR4666A","UCEC",0,"ES"
"LINC00941","UCEC",0,"ES"
"RP11-539E17.5","UCEC",0,"ES"
"RP11-608O21.1","UCEC",0,"ES"
"LINC00884","UCEC",0,"ES"
"BC005081","UCEC",0.0951276102088167,"ES"
"LINC00944","UCEC",0,"ES"
"LINC00460","UCEC",0,"ES"
"RP11-278L15.2","UCEC",0,"ES"
"SNHG12","UCEC",0,"ES"
"AF186192.1","UCEC",0.445475638051044,"ES"
"RP11-259O2.1","UCEC",0.820954907161804,"ES"
"CTB-41I6.2","UCEC",0,"ES"
"ZNF667-AS1","UCEC",0.660759493670886,"ES"
"AK125737","UCEC",0.861111111111111,"ES"
"HHIP-AS1","UCEC",0,"ES"
"CTD-2298J14.2","UCEC",0.823891625615764,"ES"
"LINC00461","UCEC",0.539763113367174,"ES"
"LINC01197","UCEC",0,"ES"
"LINC01158","UCEC",0.609177215189873,"ES"
"DPP10-AS1","UCEC",0,"ES"
"SNHG18","UCEC",0.577726218097448,"ES"
"DIO3OS","UCEC",0.807692307692308,"ES"
"RP11-74E22.3","UCEC",0.801242236024845,"ES"
"LINC01018","UCEC",0,"ES"
"CERS3-AS1","UCEC",0.816353887399464,"ES"
"RP3-412A9.16","UCEC",0.622311827956989,"ES"
"DNM3OS","UCEC",0.831978319783198,"ES"
"BC070363","UCEC",0,"ES"
"FGF14-IT1","UCEC",0.812060301507538,"ES"
"MIR4666A","KIRC",0.00940438871473354,"ES"
"LINC00941","KIRC",0,"ES"
"RP11-539E17.5","KIRC",0,"ES"
"RP11-608O21.1","KIRC",0,"ES"
"LINC00884","KIRC",0,"ES"
"BC005081","KIRC",0,"ES"
"LINC00944","KIRC",0,"ES"
"LINC00460","KIRC",0.178683385579937,"ES"
"RP11-278L15.2","KIRC",0,"ES"
"SNHG12","KIRC",0,"ES"
"AF186192.1","KIRC",0.866317169069463,"ES"
"RP11-259O2.1","KIRC",0,"ES"
"CTB-41I6.2","KIRC",0.761165048543689,"ES"
"ZNF667-AS1","KIRC",0.849593495934959,"ES"
"AK125737","KIRC",0.789373814041746,"ES"
"HHIP-AS1","KIRC",0,"ES"
"CTD-2298J14.2","KIRC",0,"ES"
"LINC00461","KIRC",0,"ES"
"LINC01197","KIRC",0.687242798353909,"ES"
"LINC01158","KIRC",0,"ES"
"DPP10-AS1","KIRC",0.524137931034483,"ES"
"SNHG18","KIRC",0,"ES"
"DIO3OS","KIRC",0.651162790697674,"ES"
"RP11-74E22.3","KIRC",0,"ES"
"LINC01018","KIRC",0,"ES"
"CERS3-AS1","KIRC",0,"ES"
"RP3-412A9.16","KIRC",0,"ES"
"DNM3OS","KIRC",0,"ES"
"BC070363","KIRC",0,"ES"
"FGF14-IT1","KIRC",0,"ES"
"MIR4666A","GBM",0.00719424460431655,"ES"
"LINC00941","GBM",0,"ES"
"RP11-539E17.5","GBM",0,"ES"
"RP11-608O21.1","GBM",0,"ES"
"LINC00884","GBM",0,"ES"
"BC005081","GBM",0,"ES"
"LINC00944","GBM",0,"ES"
"LINC00460","GBM",0.954887218045113,"ES"
"RP11-278L15.2","GBM",0,"ES"
"SNHG12","GBM",0,"ES"
"AF186192.1","GBM",0.909722222222222,"ES"
"RP11-259O2.1","GBM",0.787878787878788,"ES"
"CTB-41I6.2","GBM",0.906976744186046,"ES"
"ZNF667-AS1","GBM",0,"ES"
"AK125737","GBM",0.949640287769784,"ES"
"HHIP-AS1","GBM",0,"ES"
"CTD-2298J14.2","GBM",0.507853403141361,"ES"
"LINC00461","GBM",0,"ES"
"LINC01197","GBM",0.783216783216783,"ES"
"LINC01158","GBM",0,"ES"
"DPP10-AS1","GBM",0.849264705882353,"ES"
"SNHG18","GBM",0.647482014388489,"ES"
"DIO3OS","GBM",0.787234042553192,"ES"
"RP11-74E22.3","GBM",0.776666666666667,"ES"
"LINC01018","GBM",0,"ES"
"CERS3-AS1","GBM",0.792857142857143,"ES"
"RP3-412A9.16","GBM",0,"ES"
"DNM3OS","GBM",0,"ES"
"BC070363","GBM",0.854406130268199,"ES"
"FGF14-IT1","GBM",0,"ES"
"MIR4666A","CESC",0.00325732899022801,"ES"
"LINC00941","CESC",0,"ES"
"RP11-539E17.5","CESC",0,"ES"
"RP11-608O21.1","CESC",0,"ES"
"LINC00884","CESC",0,"ES"
"BC005081","CESC",0,"ES"
"LINC00944","CESC",0,"ES"
"LINC00460","CESC",0,"ES"
"RP11-278L15.2","CESC",0,"ES"
"SNHG12","CESC",0,"ES"
"AF186192.1","CESC",0.984293193717278,"ES"
"RP11-259O2.1","CESC",0.745928338762215,"ES"
"CTB-41I6.2","CESC",0.961666666666667,"ES"
"ZNF667-AS1","CESC",0.928682170542636,"ES"
"AK125737","CESC",0.785016286644951,"ES"
"HHIP-AS1","CESC",0.912521440823328,"ES"
"CTD-2298J14.2","CESC",0.926208651399491,"ES"
"LINC00461","CESC",0.811940298507463,"ES"
"LINC01197","CESC",0.89776357827476,"ES"
"LINC01158","CESC",0.941644562334218,"ES"
"DPP10-AS1","CESC",0,"ES"
"SNHG18","CESC",0.596091205211726,"ES"
"DIO3OS","CESC",0.70446735395189,"ES"
"RP11-74E22.3","CESC",0.467661691542289,"ES"
"LINC01018","CESC",0.694589877835951,"ES"
"CERS3-AS1","CESC",0.213592233009709,"ES"
"RP3-412A9.16","CESC",0,"ES"
"DNM3OS","CESC",0.941379310344828,"ES"
"BC070363","CESC",0.491525423728814,"ES"
"FGF14-IT1","CESC",0.779456193353474,"ES"
"MIR4666A","STAD",0.0126582278481013,"ES"
"LINC00941","STAD",0,"ES"
"RP11-539E17.5","STAD",0,"ES"
"RP11-608O21.1","STAD",0,"ES"
"LINC00884","STAD",0,"ES"
"BC005081","STAD",0,"ES"
"LINC00944","STAD",0,"ES"
"LINC00460","STAD",0.491139240506329,"ES"
"RP11-278L15.2","STAD",0,"ES"
"SNHG12","STAD",0,"ES"
"AF186192.1","STAD",0.943137254901961,"ES"
"RP11-259O2.1","STAD",0.86284289276808,"ES"
"CTB-41I6.2","STAD",0.807017543859649,"ES"
"ZNF667-AS1","STAD",0.974789915966387,"ES"
"AK125737","STAD",0.974683544303797,"ES"
"HHIP-AS1","STAD",0.894348894348894,"ES"
"CTD-2298J14.2","STAD",0.804597701149425,"ES"
"LINC00461","STAD",0.734076433121019,"ES"
"LINC01197","STAD",0.873737373737374,"ES"
"LINC01158","STAD",0.905092592592593,"ES"
"DPP10-AS1","STAD",0,"ES"
"SNHG18","STAD",0.364556962025316,"ES"
"DIO3OS","STAD",0.793969849246231,"ES"
"RP11-74E22.3","STAD",0.686178861788618,"ES"
"LINC01018","STAD",0.778120184899846,"ES"
"CERS3-AS1","STAD",0,"ES"
"RP3-412A9.16","STAD",0,"ES"
"DNM3OS","STAD",0.562025316455696,"ES"
"BC070363","STAD",0.677524429967427,"ES"
"FGF14-IT1","STAD",0.872950819672131,"ES"
"MIR4666A","THCA",0.187376725838264,"ES"
"LINC00941","THCA",0,"ES"
"RP11-539E17.5","THCA",0,"ES"
"RP11-608O21.1","THCA",0.287968441814596,"ES"
"LINC00884","THCA",0,"ES"
"BC005081","THCA",0.276134122287968,"ES"
"LINC00944","THCA",0,"ES"
"LINC00460","THCA",0,"ES"
"RP11-278L15.2","THCA",0,"ES"
"SNHG12","THCA",0,"ES"
"AF186192.1","THCA",0,"ES"
"RP11-259O2.1","THCA",0,"ES"
"CTB-41I6.2","THCA",0,"ES"
"ZNF667-AS1","THCA",0,"ES"
"AK125737","THCA",0,"ES"
"HHIP-AS1","THCA",0,"ES"
"CTD-2298J14.2","THCA",0,"ES"
"LINC00461","THCA",0,"ES"
"LINC01197","THCA",0,"ES"
"LINC01158","THCA",0,"ES"
"DPP10-AS1","THCA",0,"ES"
"SNHG18","THCA",0,"ES"
"DIO3OS","THCA",0,"ES"
"RP11-74E22.3","THCA",0,"ES"
"LINC01018","THCA",0,"ES"
"CERS3-AS1","THCA",0,"ES"
"RP3-412A9.16","THCA",0,"ES"
"DNM3OS","THCA",0,"ES"
"BC070363","THCA",0,"ES"
"FGF14-IT1","THCA",0,"ES"
"MIR4666A","HNSC",0.00378787878787879,"ES"
"LINC00941","HNSC",0,"ES"
"RP11-539E17.5","HNSC",0.0871212121212121,"ES"
"RP11-608O21.1","HNSC",0,"ES"
"LINC00884","HNSC",0,"ES"
"BC005081","HNSC",0,"ES"
"LINC00944","HNSC",0,"ES"
"LINC00460","HNSC",0,"ES"
"RP11-278L15.2","HNSC",0,"ES"
"SNHG12","HNSC",0,"ES"
"AF186192.1","HNSC",0,"ES"
"RP11-259O2.1","HNSC",0.646551724137931,"ES"
"CTB-41I6.2","HNSC",0,"ES"
"ZNF667-AS1","HNSC",0.94613124387855,"ES"
"AK125737","HNSC",0,"ES"
"HHIP-AS1","HNSC",0.79773156899811,"ES"
"CTD-2298J14.2","HNSC",0.741818181818182,"ES"
"LINC00461","HNSC",0.704517704517705,"ES"
"LINC01197","HNSC",0.873106060606061,"ES"
"LINC01158","HNSC",0.798534798534799,"ES"
"DPP10-AS1","HNSC",0.8500823723229,"ES"
"SNHG18","HNSC",0.570075757575758,"ES"
"DIO3OS","HNSC",0.559945504087193,"ES"
"RP11-74E22.3","HNSC",0.725748502994012,"ES"
"LINC01018","HNSC",0.557980900409277,"ES"
"CERS3-AS1","HNSC",0,"ES"
"RP3-412A9.16","HNSC",0.793226381461676,"ES"
"DNM3OS","HNSC",0.551136363636364,"ES"
"BC070363","HNSC",0.0606060606060606,"ES"
"FGF14-IT1","HNSC",0.68448098663926,"ES"
"MIR4666A","READ",0,"ES"
"LINC00941","READ",0,"ES"
"RP11-539E17.5","READ",0,"ES"
"RP11-608O21.1","READ",0,"ES"
"LINC00884","READ",0.612244897959184,"ES"
"BC005081","READ",0.0102040816326531,"ES"
"LINC00944","READ",0,"ES"
"LINC00460","READ",0,"ES"
"RP11-278L15.2","READ",0,"ES"
"SNHG12","READ",0.428571428571429,"ES"
"AF186192.1","READ",0,"ES"
"RP11-259O2.1","READ",0.898989898989899,"ES"
"CTB-41I6.2","READ",0.0306122448979592,"ES"
"ZNF667-AS1","READ",0,"ES"
"AK125737","READ",0,"ES"
"HHIP-AS1","READ",0.818181818181818,"ES"
"CTD-2298J14.2","READ",0,"ES"
"LINC00461","READ",0.657534246575342,"ES"
"LINC01197","READ",0,"ES"
"LINC01158","READ",0.780487804878049,"ES"
"DPP10-AS1","READ",0.917857142857143,"ES"
"SNHG18","READ",0.0204081632653061,"ES"
"DIO3OS","READ",0.0714285714285714,"ES"
"RP11-74E22.3","READ",0.432,"ES"
"LINC01018","READ",0.558823529411765,"ES"
"CERS3-AS1","READ",0,"ES"
"RP3-412A9.16","READ",0.84070796460177,"ES"
"DNM3OS","READ",0,"ES"
"BC070363","READ",0.685082872928177,"ES"
"FGF14-IT1","READ",0.781818181818182,"ES"
"MIR4666A","KIRP",0.0181818181818182,"ES"
"LINC00941","KIRP",0,"ES"
"RP11-539E17.5","KIRP",0,"ES"
"RP11-608O21.1","KIRP",0,"ES"
"LINC00884","KIRP",0,"ES"
"BC005081","KIRP",0.0109090909090909,"ES"
"LINC00944","KIRP",0.0909090909090909,"ES"
"LINC00460","KIRP",0.458181818181818,"ES"
"RP11-278L15.2","KIRP",0,"ES"
"SNHG12","KIRP",0,"ES"
"AF186192.1","KIRP",0.924050632911392,"ES"
"RP11-259O2.1","KIRP",0,"ES"
"CTB-41I6.2","KIRP",0.586283185840708,"ES"
"ZNF667-AS1","KIRP",0.178571428571429,"ES"
"AK125737","KIRP",0.802030456852792,"ES"
"HHIP-AS1","KIRP",0,"ES"
"CTD-2298J14.2","KIRP",0,"ES"
"LINC00461","KIRP",0,"ES"
"LINC01197","KIRP",0,"ES"
"LINC01158","KIRP",0,"ES"
"DPP10-AS1","KIRP",0,"ES"
"SNHG18","KIRP",0,"ES"
"DIO3OS","KIRP",0,"ES"
"RP11-74E22.3","KIRP",0.155797101449275,"ES"
"LINC01018","KIRP",0,"ES"
"CERS3-AS1","KIRP",0,"ES"
"RP3-412A9.16","KIRP",0,"ES"
"DNM3OS","KIRP",0.973880597014925,"ES"
"BC070363","KIRP",0.105454545454545,"ES"
"FGF14-IT1","KIRP",0,"ES"
