"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",1,1,0.0540958268933539,0.0833333333333333,0.0357698289269051,0.0307443365695793,1,1,1,0.529595015576324,0.0299684542586751,0.0360501567398119,0.0400641025641026,0.0449438202247191,0.0413476263399694,0.0288,0.0381679389312977,0.0382165605095541,0,1,1,1,1,0,0.0549450549450549,1,0.0362776025236593,0.00156494522691706,0.00930232558139535,0.00464396284829721,0.00809061488673139,0.00637958532695375,0.816326530612245,0.197836166924266,0.00153609831029186,0.00938967136150235,0,0.0171606864274571,0.981818181818182,0.021671826625387,0.0293663060278207,0.00313971742543171,0.00317460317460317,0.0230414746543779,0.9140625,0.0252365930599369,0.2,0.0671875,0.00457317073170732,0.00154320987654321,0.978294573643411,0.924679487179487,1,0.990595611285266,0.912363067292645,0.0251968503937008,0,0,0.00462249614791988,0.0230769230769231
"2",1,1,0.0572337042925278,0.0762987012987013,0.0382165605095541,0.0360065466448445,1,1,1,0.56682769726248,0.0361067503924647,0.0395569620253165,0.0442622950819672,0.0483091787439614,0.043343653250774,0.0340909090909091,0.0418604651162791,0.0447019867549669,0,0.996894409937888,0.998360655737705,1,1,0,0.0568720379146919,1,0.0385232744783307,0.00162074554294976,0.00801282051282051,0.00470219435736677,0.00646203554119548,0.00635930047694754,0.824367088607595,0.195618153364632,0,0.00955414012738853,0,0.0210355987055016,0.976887519260401,0.0237341772151899,0.0328638497652582,0.00320512820512821,0.00315955766192733,0.028436018957346,0.8944,0.0290322580645161,0.2046875,0.0649762282091918,0.00314465408805031,0.00159235668789809,0.974235104669887,0.906300484652666,1,0.990384615384615,0.893719806763285,0.0317965023847377,0,0,0.00458715596330275,0.0279503105590062
"3",0.0540958268933539,0.0572337042925278,1,0.914596273291925,0.992101105845182,0.975688816855754,0.0559875583203732,0.0430622009569378,0.0538461538461538,0.5140625,0.952904238618524,0.950949367088608,0.950479233226837,0.960191082802548,0.995405819295559,1,1,0.998402555910543,0,0.0641221374045802,0.0656,0.036741214057508,0.0395569620253165,0,0.996889580093313,0.0476190476190476,0.9858934169279,0,0.38,0,0.30016051364366,0,0.0391849529780564,0.00308166409861325,0.180124223602484,0,0.0201863354037267,0.973478939157566,0.0769230769230769,0.958333333333333,0.933130699088146,0,0.00778816199376947,0.961059190031153,0.0185471406491499,0.948031496062992,0.0276923076923077,0.933028919330289,0,0.0667701863354037,0.027906976744186,0.0256410256410256,0.0511278195488722,0.0436817472698908,0.0205696202531646,0.965891472868217,0.0295031055900621,0,0.0214067278287462,0.966917293233083
"4",0.0833333333333333,0.0762987012987013,0.914596273291925,1,0.944356120826709,0.967051070840198,0.0830721003134796,0.0765472312703583,0.0837209302325581,0.440758293838863,0.979462875197472,0.964516129032258,0.980392156862745,0.978688524590164,0.919083969465649,0.926470588235294,0.911353032659409,0.922455573505654,0.00153609831029186,0.0982839313572543,0.0983606557377049,0.0624,0.0556464811783961,0,0.927099841521395,0.0669781931464174,0.907936507936508,0,0.37245696400626,0,0.308681672025723,0,0.059375,0.00477707006369427,0.186046511627907,0.0109546165884194,0.0691318327974277,0.901273885350318,0.0990712074303406,0.878315132605304,0.956589147286822,0,0.0252365930599369,0.913793103448276,0.0332805071315372,0.96031746031746,0.0419254658385093,0.993836671802773,0,0.0652866242038217,0.0543130990415335,0.0403877221324717,0.0707692307692308,0.0637958532695375,0.0511182108626198,0.921348314606742,0.078525641025641,0,0.0399385560675883,0.881987577639752
"5",0.0357698289269051,0.0382165605095541,0.992101105845182,0.944356120826709,1,1,0.0345368916797488,0.0212071778140294,0.0358255451713396,0.522012578616352,0.990639625585023,0.9875,0.990338164251208,0.993620414673046,1,1,0.996904024767802,1,0,0.0429447852760736,0.0449438202247191,0.0238853503184713,0.026813880126183,0,0.996845425867508,0.0293663060278207,1,0,0.335925349922239,0,0.260731319554849,0,0.0186625194401244,0.00157232704402516,0.170245398773006,0,0.0142405063291139,0.993720565149137,0.0498489425981873,0.975116640746501,0.972049689440994,0,0.00467289719626168,0.983206106870229,0.00619195046439629,0.990506329113924,0.0292307692307692,0.963893249607535,0,0.0608424336973479,0.0126382306477093,0.0126382306477093,0.0305343511450382,0.0205047318611987,0.00789889415481832,0.984447900466563,0.016025641025641,0,0.0153139356814701,0.97737556561086
"6",0.0307443365695793,0.0360065466448445,0.975688816855754,0.967051070840198,1,1,0.0321543408360129,0.0265339966832504,0.0334928229665072,0.4976,0.996753246753247,0.996742671009772,0.998355263157895,1,0.987261146496815,0.98494983277592,0.977987421383648,0.985049833887043,0,0.041335453100159,0.0423728813559322,0.0232558139534884,0.0264026402640264,0,0.991816693944354,0.029874213836478,0.977198697068404,0,0.376413570274637,0,0.298482293423271,0,0.0192616372391653,0.0016260162601626,0.190779014308426,0.00484652665589661,0.0439024390243902,0.970443349753695,0.0464396284829721,0.949756888168558,0.987034035656402,0,0.0147783251231527,0.974025974025974,0.00666666666666667,0.996677740863787,0.0335463258785942,0.982428115015974,0,0.06645056726094,0.0130718954248366,0.0132669983416252,0.0284810126582278,0.0227272727272727,0.00819672131147541,0.977346278317152,0.0514950166112957,0,0.0303030303030303,0.955484896661367
"7",1,1,0.0559875583203732,0.0830721003134796,0.0345368916797488,0.0321543408360129,1,1,1,0.554330708661417,0.034375,0.0412044374009509,0.0414673046251994,0.0480769230769231,0.0412213740458015,0.0336538461538462,0.0446153846153846,0.0416,0,1,1,1,1,0,0.0566037735849057,1,0.0345911949685535,0,0.00943396226415094,0.00309597523219814,0.00810372771474878,0.004739336492891,0.819165378670788,0.188854489164087,0.00154320987654321,0.0078003120124805,0,0.0203761755485893,0.981954887218045,0.0234741784037559,0.0288753799392097,0.0015600624024961,0.0031201248049922,0.0282574568288854,0.894984326018809,0.0279937791601866,0.187116564417178,0.0679012345679012,0.00309597523219814,0.00156494522691706,0.976489028213166,0.910685805422648,1,0.99211356466877,0.89589905362776,0.0304,0,0,0.00458015267175573,0.0260736196319018
"8",1,1,0.0430622009569378,0.0765472312703583,0.0212071778140294,0.0265339966832504,1,1,1,0.444262295081967,0.025974025974026,0.0274193548387097,0.0315614617940199,0.0348258706467662,0.0285261489698891,0.0200333889816361,0.0330708661417323,0.0311475409836066,0,1,1,1,1,0,0.0421393841166937,1,0.0228384991843393,0,0.00975609756097561,0.00318979266347687,0.00815660685154975,0.00332778702163062,0.815660685154976,0.199036918138042,0.00159235668789809,0.00975609756097561,0,0.00644122383252818,0.985959438377535,0.00814332247557003,0.0208,0,0.0032258064516129,0.00952380952380952,0.940705128205128,0.0163934426229508,0.20545746388443,0.0581583198707593,0.00156494522691706,0,0.99198717948718,0.948333333333333,1,0.995153473344103,0.943089430894309,0.0147058823529412,0,0,0.00479233226837061,0.00797448165869218
"9",1,1,0.0538461538461538,0.0837209302325581,0.0358255451713396,0.0334928229665072,1,1,1,0.4375,0.0349206349206349,0.0377358490566038,0.0430622009569378,0.0486223662884927,0.0406015037593985,0.0317460317460317,0.039453717754173,0.045016077170418,0,0.995426829268293,0.996820349761526,1,1,0,0.0573643410852713,1,0.0361635220125786,0.00155038759689922,0.00928792569659443,0.00305810397553517,0.00801282051282051,0.00470957613814757,0.807044410413476,0.180555555555556,0.00154083204930663,0.0062402496099844,0,0.0172684458398744,1,0.0198776758409786,0.0308166409861325,0.00315955766192733,0.00156494522691706,0.0244648318042813,0.914596273291925,0.0266457680250784,0.186728395061728,0.0699844479004666,0.00305343511450382,0.00155763239875389,0.981279251170047,0.923076923076923,1,0.990610328638498,0.911111111111111,0.0279503105590062,0,0,0.00304878048780488,0.0244648318042813
"10",0.529595015576324,0.56682769726248,0.5140625,0.440758293838863,0.522012578616352,0.4976,0.554330708661417,0.444262295081967,0.4375,1,0.472929936305732,0.480190174326466,0.477491961414791,0.471358428805237,0.525423728813559,0.508196721311475,0.541158536585366,0.511363636363636,0,0.467175572519084,0.449760765550239,0.4944,0.5,0,0.496884735202492,0.500787401574803,0.516587677725118,0.00156494522691706,0.174454828660436,0.00310077519379845,0.124394184168013,0.00476190476190476,0.428120063191153,0.118110236220472,0.0791925465838509,0.00796178343949045,0.00975609756097561,0.471337579617834,0.414523449319213,0.523510971786834,0.475155279503106,0.00315955766192733,0.0046801872074883,0.541925465838509,0.399053627760252,0.470588235294118,0.125581395348837,0.458074534161491,0.00312989045383412,0.0190174326465927,0.465079365079365,0.411858974358974,0.483076923076923,0.483568075117371,0.389589905362776,0.534591194968553,0.0096,0,0.0155038759689922,0.637059724349158
