"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",1,1,0.134466769706337,0.166666666666667,0.105754276827372,0.103559870550162,1,1,1,0.571651090342679,0.107255520504732,0.11128526645768,0.112179487179487,0.115569823434992,0.119448698315467,0.0976,0.116030534351145,0.114649681528662,0,1,1,1,1,0,0.131868131868132,1,0.110410094637224,0.0156494522691706,0.0434108527131783,0.0247678018575851,0.0258899676375405,0.0271132376395534,0.817896389324961,0.258114374034003,0.00921658986175115,0.02660406885759,0.0031496062992126,0.0826833073322933,0.984848484848485,0.0835913312693498,0.089644513137558,0.0188383045525903,0.019047619047619,0.098310291858679,0.9484375,0.083596214511041,0.262121212121212,0.146875,0.0182926829268293,0.00462962962962963,0.990697674418605,0.958333333333333,1,0.992163009404389,0.951486697965571,0.0913385826771654,0.00316455696202532,0,0.0138674884437596,0.0953846153846154
"2",1,1,0.136724960254372,0.165584415584416,0.109872611464968,0.112929623567921,1,1,1,0.608695652173913,0.119309262166405,0.120253164556962,0.119672131147541,0.122383252818035,0.122291021671827,0.108766233766234,0.122480620155039,0.119205298013245,0,0.998447204968944,1,1,1,0.00158478605388273,0.135860979462875,1,0.113964686998395,0.0162074554294976,0.0416666666666667,0.0235109717868339,0.0274636510500808,0.0302066772655008,0.82753164556962,0.258215962441315,0.00938967136150235,0.0270700636942675,0.00650406504065041,0.087378640776699,0.979969183359014,0.0870253164556962,0.100156494522692,0.0208333333333333,0.018957345971564,0.102685624012638,0.9344,0.0967741935483871,0.26875,0.148969889064976,0.0157232704402516,0.00477707006369427,0.987117552334944,0.945072697899838,1,0.993589743589744,0.938808373590982,0.0985691573926868,0.00648298217179903,0.00156985871271586,0.0152905198776758,0.0993788819875776
"3",0.134466769706337,0.136724960254372,1,0.951863354037267,0.992101105845182,0.991896272285251,0.135303265940902,0.108452950558214,0.129230769230769,0.5640625,0.976452119309262,0.97626582278481,0.980830670926518,0.980891719745223,0.995405819295559,1,1,0.998402555910543,0.0167427701674277,0.145038167938931,0.1552,0.10702875399361,0.117088607594937,0.00920245398773006,0.996889580093313,0.127496159754224,0.987460815047022,0,0.484615384615385,0,0.401284109149278,0,0.0940438871473354,0.0107858243451464,0.271739130434783,0.0359375,0.217391304347826,0.976599063962558,0.155354449472097,0.970679012345679,0.968085106382979,0,0.0607476635514019,0.979750778816199,0.0633693972179289,0.977952755905512,0.0492307692307692,0.966514459665145,0,0.127329192546584,0.0961240310077519,0.0913461538461538,0.111278195488722,0.0967238689547582,0.0569620253164557,0.976744186046512,0.232919254658385,0,0.103975535168196,0.977443609022556
"4",0.166666666666667,0.165584415584416,0.951863354037267,1,0.955484896661367,0.970345963756178,0.167711598746081,0.146579804560261,0.164341085271318,0.516587677725118,0.981042654028436,0.966129032258065,0.980392156862745,0.980327868852459,0.949618320610687,0.959150326797386,0.94556765163297,0.956381260096931,0.0168970814132104,0.185647425897036,0.195081967213115,0.1376,0.140752864157119,0.0125195618153365,0.94770206022187,0.152647975077882,0.942857142857143,0,0.463223787167449,0,0.390675241157556,0,0.1265625,0.0159235668789809,0.271317829457364,0.0469483568075117,0.260450160771704,0.939490445859873,0.184210526315789,0.926677067082683,0.95968992248062,0,0.0741324921135647,0.945141065830721,0.0792393026941363,0.961904761904762,0.0590062111801242,0.993836671802773,0,0.121019108280255,0.124600638977636,0.106623586429725,0.136923076923077,0.121212121212121,0.0942492012779553,0.951845906902087,0.267628205128205,0,0.119815668202765,0.930124223602484
"5",0.105754276827372,0.109872611464968,0.992101105845182,0.955484896661367,1,1,0.108320251177394,0.0783034257748776,0.101246105919003,0.567610062893082,0.995319812792512,0.99375,0.998389694041868,0.996810207336523,1,1,0.996904024767802,1,0.015220700152207,0.111963190184049,0.123595505617978,0.0859872611464968,0.0946372239747634,0.00921658986175115,0.996845425867508,0.0989180834621329,1,0,0.430793157076205,0,0.348171701112878,0,0.0684292379471229,0.00786163522012579,0.251533742331288,0.031104199066874,0.215189873417722,0.996860282574568,0.117824773413897,0.986003110419907,0.984472049689441,0,0.0514018691588785,0.993893129770992,0.0417956656346749,0.996835443037975,0.0446153846153846,0.973312401883831,0,0.1201248049922,0.0663507109004739,0.0631911532385466,0.083969465648855,0.0662460567823344,0.0347551342812006,0.992223950233281,0.208333333333333,0,0.0918836140888208,0.987933634992459
"6",0.103559870550162,0.112929623567921,0.991896272285251,0.970345963756178,1,1,0.106109324758842,0.0912106135986733,0.108452950558214,0.5488,0.998376623376623,1,1,1,0.996815286624204,0.998327759197324,0.992138364779874,0.998338870431894,0.0158478605388273,0.117647058823529,0.132203389830508,0.0913621262458472,0.099009900990099,0.00964630225080386,0.995090016366612,0.105345911949686,0.993485342019544,0,0.468497576736672,0,0.386172006745363,0,0.0706260032102729,0.00975609756097561,0.276629570747218,0.0452342487883683,0.247154471544715,0.986863711001642,0.122291021671827,0.977309562398703,0.991896272285251,0,0.0640394088669951,0.99025974025974,0.0516666666666667,1,0.0479233226837061,0.984025559105431,0,0.129659643435981,0.0751633986928105,0.0713101160862355,0.0901898734177215,0.0698051948051948,0.0442622950819672,0.990291262135922,0.250830564784053,0,0.113237639553429,0.980922098569157
"7",1,1,0.135303265940902,0.167711598746081,0.108320251177394,0.106109324758842,1,1,1,0.596850393700787,0.1125,0.12202852614897,0.119617224880383,0.123397435897436,0.119083969465649,0.104166666666667,0.123076923076923,0.1216,0,1,1,1,1,0,0.133647798742138,1,0.106918238993711,0.0126582278481013,0.0471698113207547,0.0201238390092879,0.0275526742301459,0.0252764612954186,0.82225656877898,0.253869969040248,0.0108024691358025,0.0249609984399376,0.0063391442155309,0.0862068965517241,0.984962406015038,0.0892018779342723,0.0942249240121581,0.0171606864274571,0.0187207488299532,0.106750392464678,0.938871473354232,0.088646967340591,0.251533742331288,0.149691358024691,0.0154798761609907,0.00469483568075117,0.989028213166144,0.950558213716108,1,0.995268138801262,0.943217665615142,0.0976,0.00623052959501558,0,0.0152671755725191,0.0996932515337423
"8",1,1,0.108452950558214,0.146579804560261,0.0783034257748776,0.0912106135986733,1,1,1,0.49344262295082,0.0925324675324675,0.0919354838709677,0.101328903654485,0.0961857379767828,0.101426307448494,0.0751252086811352,0.0992125984251968,0.0950819672131148,0,1,1,1,1,0,0.105348460291734,1,0.0848287112561175,0.00980392156862745,0.0455284552845528,0.0175438596491228,0.0277324632952692,0.0199667221297837,0.817292006525285,0.264847512038523,0.0127388535031847,0.024390243902439,0.00328947368421053,0.0595813204508857,0.985959438377535,0.0602605863192182,0.0752,0.012987012987013,0.017741935483871,0.0793650793650794,0.971153846153846,0.0704918032786885,0.269662921348315,0.127625201938611,0.0109546165884194,0.0016025641025641,0.998397435897436,0.98,1,0.996768982229402,0.978861788617886,0.0702614379084967,0.00332778702163062,0,0.0143769968051118,0.0701754385964912
"9",1,1,0.129230769230769,0.164341085271318,0.101246105919003,0.108452950558214,1,1,1,0.4875,0.107936507936508,0.111635220125786,0.121212121212121,0.118314424635332,0.117293233082707,0.0984126984126984,0.115326251896813,0.114147909967846,0,0.996951219512195,0.998410174880763,1,1,0.00151057401812689,0.128682170542636,1,0.108490566037736,0.0155038759689922,0.0464396284829721,0.0214067278287462,0.0272435897435897,0.0266875981161695,0.808575803981623,0.243827160493827,0.012326656394453,0.0234009360374415,0.00626959247648903,0.0784929356357928,1,0.0779816513761468,0.0939907550077042,0.0221169036334913,0.0172143974960876,0.100917431192661,0.947204968944099,0.0877742946708464,0.25,0.149300155520995,0.0152671755725191,0.00311526479750779,0.989079563182527,0.951334379905808,1,0.993740219092332,0.949206349206349,0.0885093167701863,0.00630914826498423,0.00151975683890578,0.0152439024390244,0.0932721712538226
"10",0.571651090342679,0.608695652173913,0.5640625,0.516587677725118,0.567610062893082,0.5488,0.596850393700787,0.49344262295082,0.4875,1,0.538216560509554,0.541996830427892,0.535369774919614,0.530278232405892,0.570107858243451,0.554098360655738,0.580792682926829,0.551948051948052,0.00606060606060606,0.517557251908397,0.503987240829346,0.5312,0.545161290322581,0.00467289719626168,0.549844236760125,0.543307086614173,0.55608214849921,0.0109546165884194,0.241433021806854,0.013953488372093,0.189014539579968,0.0174603174603175,0.454976303317536,0.162204724409449,0.122670807453416,0.035031847133758,0.0991869918699187,0.506369426751592,0.464447806354009,0.553291536050157,0.540372670807453,0.0126382306477093,0.0343213728549142,0.576086956521739,0.458990536277603,0.527821939586645,0.176744186046512,0.527950310559006,0.0109546165884194,0.0491283676703645,0.522222222222222,0.480769230769231,0.518461538461538,0.511737089201878,0.452681388012618,0.567610062893082,0.0992,0.00156739811912226,0.0573643410852713,0.663093415007657
