id,GSH1,GSH2,GSH3,GSH4,GSH5,GSL6,GSL7,GSL8,GSL9,GSL10
K00001,9.00E-05,0.000134249,7.69E-05,4.90E-05,7.09E-05,8.22E-05,8.38E-05,6.09E-05,8.37E-05,7.95E-05
K00003,0.000324592,0.00032336,0.00032599,0.000221673,0.000264283,0.000296245,0.000187718,0.00029631,0.00023255,0.000216974
K00004,9.66E-05,5.77E-05,9.53E-05,4.06E-05,7.66E-05,8.22E-05,3.93E-05,2.37E-05,2.57E-05,3.22E-05
K00005,5.66E-06,2.61E-06,3.60E-06,2.30E-06,7.07E-06,1.84E-06,9.77E-07,4.48E-07,3.96E-06,1.43E-05
K00007,3.82E-05,2.11E-05,5.61E-05,1.05E-05,2.47E-05,1.24E-06,5.99E-06,2.25E-05,4.21E-06,1.38E-05
K00008,6.10E-05,5.56E-05,3.35E-05,4.64E-05,2.37E-05,4.10E-05,7.28E-05,8.00E-05,2.83E-05,5.87E-05
K00009,6.31E-06,2.16E-06,6.93E-06,3.10E-05,1.37E-05,4.08E-05,3.06E-05,3.72E-05,2.82E-05,5.03E-05
K00010,0.000131236,0.000157448,0.0001208,0.00016803,0.000177306,0.000159937,9.60E-05,0.0001335,0.000123421,0.00010486
K00012,0.000192566,0.000355525,0.000329241,0.000315345,0.000438508,0.000362537,0.00038763,0.000405961,0.000474709,0.000389308
K00013,0.000258831,0.000318255,0.000295198,0.000201097,0.000308018,0.000221287,0.000206434,0.000310711,0.000229342,0.000198648
K00014,0.000297526,0.000296184,0.000424338,0.000269757,0.000335199,0.000363946,0.000219963,0.000269838,0.000241239,0.000327078
K00015,1.58E-05,1.27E-05,1.71E-05,2.11E-05,1.59E-05,5.41E-05,2.75E-05,2.70E-05,5.82E-05,4.74E-05
K00016,1.84E-05,8.22E-06,1.68E-05,3.13E-05,8.46E-06,3.89E-05,9.42E-06,9.14E-06,1.70E-05,3.40E-05
K00018,8.43E-06,8.58E-05,4.74E-05,1.72E-05,2.41E-05,4.59E-05,2.54E-05,3.32E-05,4.44E-05,3.90E-05
K00019,0.000264056,0.000219862,0.000279876,0.000246485,0.000256215,0.000275317,0.000267872,0.000249216,0.000234653,0.000269814
K00020,0.000312947,0.000292021,0.000207989,0.000266606,0.000306949,0.000285555,0.000191535,0.000189177,0.000207299,0.000246502
K00021,9.43E-07,5.46E-06,4.95E-06,1.50E-05,2.92E-07,3.33E-06,6.44E-06,3.54E-05,7.01E-06,1.13E-05
K00023,0.00027135,0.000299252,0.000231238,0.000291482,0.000179816,0.000272599,0.000240149,0.000211681,0.000223555,0.000263336
K00024,0.000245812,0.000286454,0.000193787,0.000341634,0.000200282,0.000325961,0.000282039,0.000288331,0.000355416,0.000273419
K00027,3.00E-05,4.19E-05,2.10E-05,5.75E-05,6.39E-06,8.63E-05,5.78E-05,0.000107529,9.53E-05,8.99E-05
K00029,0.00091696,0.000796719,0.000780282,0.000582937,0.000682732,0.000530689,0.000561984,0.000423691,0.000547374,0.000570037
K00030,7.87E-05,2.85E-05,5.32E-05,0.000118124,2.69E-05,7.64E-05,7.59E-05,0.000102646,5.99E-05,5.96E-05
K00031,0.000452074,0.000448353,0.000549793,0.000498084,0.000389389,0.000573136,0.000532365,0.000467868,0.000612255,0.00059634
K00032,9.81E-08,3.39E-06,2.57E-05,8.97E-06,1.42E-05,1.70E-05,1.39E-06,1.47E-07,1.05E-05,8.53E-06
K00033,0.000176365,0.000150806,0.000200942,0.000271634,0.000189233,0.000280972,0.000373652,0.000463902,0.000366478,0.000304275
K00034,1.78E-05,2.13E-05,5.31E-05,4.40E-05,2.71E-05,5.41E-05,0.000124767,0.000147396,0.000137102,7.80E-05
K00035,8.16E-05,6.59E-05,7.43E-05,5.94E-05,0.000128675,6.74E-05,6.77E-05,6.56E-05,0.000102038,5.42E-05
K00036,0.000409238,0.000379237,0.000418675,0.000579028,0.000477817,0.000639096,0.000649522,0.000733094,0.000549399,0.000562845
K00038,4.76E-05,5.47E-05,4.78E-05,7.13E-05,0.000118701,5.38E-05,6.77E-05,6.72E-05,4.65E-05,4.10E-05
K00039,4.77E-05,4.85E-05,5.68E-05,2.60E-05,8.78E-05,2.05E-05,3.52E-05,2.63E-05,3.47E-05,3.26E-05
K00040,4.75E-05,6.15E-05,7.44E-05,8.29E-05,9.33E-05,0.000120824,9.95E-05,0.000107192,9.03E-05,0.000111671
K00041,6.00E-05,4.37E-05,6.50E-05,1.86E-05,4.42E-05,2.22E-05,4.15E-05,3.25E-05,3.24E-05,2.28E-05
K00042,0.0001341,9.14E-05,0.000166632,7.57E-05,0.000171139,0.000134842,0.000107366,8.05E-05,0.000116869,0.000120491
K00045,4.04E-05,8.34E-05,8.43E-05,5.07E-05,8.14E-05,5.57E-05,7.00E-05,5.68E-05,5.48E-05,5.38E-05
K00050,0.000143523,0.000107751,0.000178502,8.23E-05,0.000208,6.37E-05,8.49E-05,8.07E-05,7.61E-05,6.79E-05
K00052,0.000319054,0.000314136,0.000323321,0.000296821,0.000341326,0.000331849,0.000362357,0.000316063,0.000325381,0.000282502
K00053,0.00026786,0.000253133,0.00027665,0.000294348,0.000290889,0.000378548,0.00031036,0.000297756,0.000320256,0.000297503
K00054,8.81E-05,1.78E-05,1.97E-05,1.59E-05,2.75E-05,9.03E-06,2.89E-05,2.09E-05,1.73E-05,2.01E-05
K00055,5.14E-05,3.23E-05,1.04E-05,2.42E-05,5.01E-05,1.79E-05,5.70E-05,2.49E-05,2.60E-05,4.80E-05
K00057,0.000125294,0.000139495,0.000186315,0.000232939,0.000347492,0.000261193,0.000226551,0.0002875,0.000199059,0.000195885
K00058,0.000551708,0.000402911,0.000553247,0.000442092,0.000507256,0.000518106,0.000548097,0.000635947,0.000528055,0.000519832
K00059,0.001212985,0.000928455,0.001281325,0.001047196,0.001279485,0.000993044,0.001037672,0.001186167,0.001048419,0.000977225
K00060,0.000123735,5.74E-05,6.82E-05,0.000199422,0.000105222,0.000135676,0.000184822,0.000188796,0.000168914,0.000135711
K00064,5.02E-05,0.000112923,9.35E-05,0.000104656,0.000118756,0.000104469,0.000135815,0.000182074,0.000129192,0.000173963
K00065,0.000151465,6.58E-05,0.000101911,9.04E-05,0.000126209,0.000131331,8.08E-05,7.82E-05,0.000107217,8.62E-05
K00066,6.19E-06,1.38E-05,2.69E-05,3.11E-05,5.92E-06,4.00E-05,1.04E-05,8.29E-06,3.64E-05,3.16E-05
K00067,0.000197809,0.000189954,0.000219506,0.000160884,0.000177495,0.000228526,0.00016317,0.000225623,0.00023284,0.000223786
K00074,0.000398831,0.000396104,0.00032426,0.000269197,0.000312524,0.000312111,0.000269557,0.00033232,0.000354895,0.000330731
K00075,0.000183174,0.000163489,0.000191346,0.000169082,0.000214816,0.00022018,0.000222606,0.000300833,0.000229373,0.000195285
K00077,0.000528715,0.000273914,0.000431411,0.000174253,0.000259033,0.000286895,0.000223407,0.000366536,0.000278533,0.000247678
K00082,6.13E-07,8.90E-07,3.08E-06,4.54E-06,1.51E-06,3.27E-06,4.10E-05,7.34E-05,9.40E-06,9.73E-06
K00087,1.74E-07,2.02E-07,1.62E-07,4.60E-07,0,1.60E-06,5.59E-07,2.32E-06,6.84E-07,1.36E-06
K00088,0.000396884,0.000313667,0.000411828,0.000499831,0.000361827,0.000467882,0.00053553,0.000610708,0.000451278,0.000497858
K00090,0.000262595,8.71E-05,8.70E-05,5.79E-05,0.000166248,4.43E-05,4.39E-05,4.47E-05,2.60E-05,4.89E-05
K00096,5.69E-06,5.28E-06,2.93E-06,5.31E-06,7.02E-06,2.83E-06,3.30E-06,1.40E-05,1.53E-05,8.33E-06
K00097,0.000330672,0.000307316,0.000267199,0.000169135,0.000318986,0.000203237,0.000178707,0.00020832,0.000239466,0.000223689
K00099,0.00022641,0.000246122,0.000210693,0.000182884,0.000216662,0.000257558,0.000178252,0.00029786,0.0002169,0.000196362
K00101,0.000299308,0.000342444,0.000262775,0.0002276,0.000329501,0.00036187,0.000309635,0.000303228,0.000377856,0.000302302
K00102,0.00017714,0.000158211,0.000195791,6.29E-05,0.000114983,7.98E-05,0.000100873,8.41E-05,0.000107934,0.000103251
K00103,3.16E-07,1.40E-06,7.34E-07,1.10E-06,3.30E-07,1.57E-06,1.25E-05,9.08E-06,2.01E-06,3.92E-06
K00104,0.00020008,0.000191011,0.000205925,0.000162089,0.000183482,0.000229985,0.000230688,0.000261943,0.000222515,0.000272453
K00106,2.81E-06,7.14E-07,1.15E-07,6.05E-07,2.41E-07,4.40E-07,1.49E-07,0,9.25E-08,3.82E-07
K00108,0.000344408,0.000465537,0.000324196,0.000185016,0.000377121,0.000289458,0.000221015,0.000140327,0.000215149,0.000234542
K00109,0,0,0,0,0,0,0,1.51E-06,0,0
K00111,0.000400636,0.000362329,0.000442093,0.00031773,0.00042602,0.000340291,0.000390274,0.000403083,0.000329846,0.000356164
K00112,5.91E-08,3.43E-07,9.77E-07,4.24E-07,1.11E-06,3.48E-07,1.52E-07,9.37E-08,9.29E-07,1.97E-06
K00113,1.26E-07,2.50E-07,7.14E-07,4.10E-07,7.01E-07,6.70E-07,5.39E-08,0,7.04E-07,2.02E-06
K00114,4.19E-05,8.85E-05,6.62E-05,8.81E-05,3.24E-05,0.00016522,5.60E-05,5.91E-05,8.73E-05,0.000119596
K00116,0.000191128,0.00015268,0.000162903,0.000137639,0.000246635,0.000211217,0.000220257,8.84E-05,0.000118778,0.000142646
K00117,0.000233023,0.000353134,0.000222204,0.000204542,0.000379604,0.000266334,0.000256282,0.000212183,0.000293698,0.000217397
K00121,0.000366856,0.000426162,0.000359822,0.000448895,0.000376564,0.000334612,0.000359226,0.00031993,0.000347547,0.000313584
K00122,4.89E-05,3.75E-05,2.18E-05,1.80E-05,9.23E-06,4.08E-05,3.94E-05,3.47E-05,5.90E-05,4.34E-05
K00123,0.000795531,0.000656958,0.000734412,0.000329511,0.00049136,0.00062761,0.000537919,0.000430261,0.000562531,0.000620717
K00124,0.000207697,0.000254424,0.000195895,0.000116446,0.000194657,0.000204571,0.00015115,0.0001307,0.000178859,0.000178896
K00126,3.56E-05,2.79E-05,6.46E-05,1.68E-05,2.48E-05,2.15E-05,2.42E-05,6.60E-06,1.11E-05,1.74E-05
K00127,0.000173607,0.000166588,0.000163412,5.93E-05,0.000115027,0.000113334,0.000101889,6.66E-05,9.40E-05,0.000137143
K00128,0.000884382,0.000728774,0.000804961,0.000524314,0.00072854,0.000601147,0.000494711,0.000621531,0.000632822,0.000705447
K00129,2.03E-07,0,9.42E-08,0,0,1.86E-07,1.95E-06,3.15E-06,3.99E-07,4.32E-07
K00130,0.000167228,0.000115763,0.000159036,6.00E-05,0.000149928,0.000143478,0.00010006,8.16E-05,8.37E-05,0.000119614
K00131,4.29E-07,5.95E-06,3.69E-05,9.92E-06,1.34E-05,4.29E-05,3.35E-06,3.70E-07,1.64E-05,2.24E-05
K00132,2.67E-07,0,2.48E-07,7.84E-07,0,2.12E-06,4.57E-07,2.37E-06,1.92E-06,1.01E-06
K00133,0.000238496,0.000239935,0.000290926,0.000315447,0.000293908,0.000331688,0.000324286,0.000344355,0.000404535,0.000340755
K00134,0.000347312,0.000408711,0.000413312,0.000541148,0.000399106,0.000658406,0.000560561,0.000496706,0.000587717,0.000513317
K00135,0.00063262,0.000590609,0.000647224,0.000458261,0.000650326,0.00062271,0.000628151,0.000621932,0.000588524,0.00058347
K00137,1.48E-05,3.02E-05,6.76E-05,5.29E-05,3.27E-05,8.42E-05,3.18E-05,2.76E-05,4.35E-05,6.20E-05
K00138,0.00014843,0.000236362,0.000251245,0.000153876,0.000144935,0.000340482,0.000138456,7.71E-05,0.000164371,0.000272653
K00140,0.000573178,0.000587881,0.000464346,0.000501236,0.00055778,0.00054731,0.00042746,0.000349921,0.000367283,0.000472462
K00141,6.98E-05,3.91E-05,5.24E-05,2.34E-05,0.00012556,3.40E-05,5.42E-05,3.65E-05,2.47E-05,2.50E-05
K00143,0,1.80E-07,0,3.27E-06,0,1.42E-07,0,0,1.52E-07,0
K00145,0.000216855,0.000219225,0.000278663,0.000237454,0.000290146,0.000240024,0.000226094,0.00027804,0.000235514,0.000193073
K00146,2.54E-05,9.18E-06,2.11E-05,1.25E-05,4.29E-06,5.78E-05,7.05E-06,1.27E-05,8.91E-06,1.82E-05
K00147,0.000343582,0.000286103,0.000250935,0.000262438,0.000280233,0.000288789,0.000264542,0.000332758,0.000255162,0.000277327
K00148,0.000106199,8.72E-05,8.25E-05,4.81E-05,8.56E-05,9.67E-05,5.72E-05,2.48E-05,6.85E-05,9.62E-05
K00150,5.48E-07,0,9.66E-07,6.26E-06,0,3.19E-06,3.16E-07,1.26E-06,2.54E-05,5.58E-06
K00151,0.000167024,0.000104551,0.000112949,8.08E-05,0.00012729,0.000100317,0.000172295,0.000124942,9.48E-05,0.000139165
K00156,0.000189642,0.000115089,0.000157695,0.00018628,0.000201301,0.00023695,0.000338977,0.000434333,0.000345415,0.000273921
K00158,4.25E-07,1.12E-07,1.04E-06,2.89E-06,7.74E-07,4.69E-06,6.37E-06,1.13E-05,4.55E-06,4.97E-06
K00161,0.000255446,0.000156286,0.00025224,0.000395759,0.00040759,0.000427379,0.000535886,0.000602751,0.000367862,0.000371746
K00162,0.000265487,0.000162003,0.000274156,0.000427136,0.000395672,0.000474045,0.00047627,0.000522439,0.000393802,0.000398382
K00163,0.000600515,0.000494001,0.00050162,0.000607035,0.000419829,0.000666725,0.000593844,0.000600516,0.000593502,0.000607257
K00164,0.000480083,0.000470267,0.000555489,0.000733684,0.000566175,0.000907053,0.00077438,0.000759783,0.000843783,0.0007691
K00166,0.000105816,0.00010958,0.000117529,0.000101554,0.000133852,0.000112401,0.000100687,7.75E-05,0.000114204,0.000111445
K00167,0.000140652,0.000106424,0.000147701,0.00010699,9.30E-05,0.000125305,0.000107855,0.000112516,0.000124348,0.000132241
K00169,0,4.64E-07,8.00E-07,1.77E-06,2.22E-07,2.43E-06,1.40E-06,1.70E-05,4.00E-06,2.06E-06
K00170,2.78E-07,4.04E-07,1.01E-06,1.03E-06,0,1.72E-06,1.71E-06,1.06E-05,4.62E-06,2.19E-06
K00171,9.32E-08,2.06E-07,1.60E-07,9.10E-07,1.20E-07,0,2.39E-07,3.52E-06,1.04E-06,6.61E-07
K00172,0,1.63E-07,0,0,0,0,2.71E-07,1.25E-06,4.14E-07,0
K00174,6.99E-05,8.00E-05,0.000166514,0.000114577,3.78E-05,0.000147157,0.00014787,0.000214093,0.000201751,0.000157413
K00175,0.0001262,9.87E-05,0.000126113,5.81E-05,3.71E-05,7.16E-05,6.30E-05,8.51E-05,0.000105657,0.000121247
K00186,1.09E-07,4.22E-08,0,2.88E-07,0,5.00E-07,2.10E-07,2.26E-06,1.07E-06,7.74E-07
K00194,0,0,0,1.56E-07,0,0,0,1.44E-06,0,1.26E-07
K00200,4.57E-05,3.86E-05,1.95E-05,1.96E-05,6.65E-06,2.47E-05,1.41E-05,4.45E-05,3.05E-05,4.08E-05
K00201,9.79E-06,9.00E-06,6.84E-06,4.26E-06,3.11E-06,7.09E-06,3.80E-06,1.66E-05,7.33E-06,7.79E-06
K00202,7.36E-06,9.45E-06,4.00E-06,3.55E-06,1.48E-06,5.96E-06,2.52E-06,1.49E-05,7.57E-06,4.87E-06
K00207,1.35E-07,2.47E-07,2.56E-07,4.00E-07,4.71E-08,1.89E-06,5.53E-07,1.34E-06,4.17E-06,1.02E-06
K00208,0.00016209,0.000226873,0.000237777,0.000157828,0.000238078,0.000230788,0.000178216,0.000144116,0.000238703,0.000209421
K00209,8.01E-05,4.41E-05,7.00E-05,7.80E-05,5.57E-05,5.13E-05,6.86E-05,5.90E-05,4.20E-05,2.78E-05
K00210,3.76E-06,4.50E-06,8.90E-06,9.14E-06,1.13E-05,3.64E-05,1.74E-05,2.48E-05,4.96E-05,3.66E-05
K00211,1.68E-06,1.42E-07,9.99E-07,3.78E-07,0,1.40E-07,0,5.64E-08,2.11E-07,4.77E-07
K00215,0.000237154,0.000224362,0.000215482,0.000166901,0.000226531,0.000187046,0.000195049,0.000305259,0.000199273,0.000166146
K00216,3.65E-05,1.85E-05,8.60E-06,7.83E-05,4.09E-05,5.50E-06,2.41E-05,5.69E-06,3.44E-06,7.80E-06
K00217,0,4.60E-07,0,0,0,1.02E-05,0,9.37E-08,0,0
K00220,7.44E-05,6.51E-05,8.25E-05,5.57E-05,0.000135907,6.63E-05,6.17E-05,5.16E-05,4.02E-05,4.15E-05
K00222,0,1.81E-07,4.31E-07,1.37E-06,0,3.90E-06,1.90E-06,3.02E-06,1.21E-05,3.20E-06
K00226,2.29E-07,6.86E-08,2.47E-07,2.05E-06,0,7.25E-06,7.51E-07,2.70E-06,6.25E-06,2.81E-06
K00228,0.000153317,0.000246634,0.000171465,0.000180082,0.000195584,0.00019,0.000160557,0.00016642,0.000161485,0.000166696
K00230,1.17E-06,2.14E-06,1.01E-06,3.37E-06,8.80E-07,2.85E-05,9.36E-06,9.30E-06,1.99E-05,1.21E-05
K00231,8.07E-06,2.98E-06,7.21E-06,2.40E-05,1.25E-05,2.04E-05,4.80E-05,9.47E-05,2.59E-05,2.53E-05
K00232,3.33E-05,3.93E-05,4.36E-05,9.13E-05,5.55E-05,8.02E-05,0.000150419,0.000132933,8.25E-05,0.000105203
K00239,0.000456022,0.000433154,0.000517464,0.000555671,0.000514033,0.000587791,0.000629629,0.000616578,0.000666058,0.00055547
K00240,0.000243861,0.000220546,0.000242867,0.000375683,0.000277008,0.000349692,0.000419548,0.000323533,0.000368197,0.000323645
K00241,0.000193681,0.000165744,0.000196226,0.000257334,0.00018423,0.00024608,0.000254202,0.000200371,0.000207351,0.000235293
K00242,0.000193725,0.000157949,0.000157062,0.000258896,0.000172236,0.000229571,0.000229092,0.000161197,0.000181972,0.000195232
K00244,2.98E-05,1.11E-05,2.09E-05,1.10E-05,1.29E-05,1.24E-05,1.57E-05,3.17E-05,1.63E-05,1.79E-05
K00245,9.30E-07,1.98E-06,3.50E-06,2.05E-06,4.14E-06,4.90E-06,9.65E-06,1.10E-05,7.75E-06,4.98E-06
K00246,1.01E-06,2.45E-06,3.06E-06,7.30E-07,1.40E-06,3.60E-06,9.87E-06,8.56E-06,2.73E-06,3.98E-06
K00247,4.58E-07,0,1.15E-06,2.39E-07,4.89E-07,1.76E-06,5.43E-06,9.12E-06,3.87E-06,1.50E-06
K00248,0.00015889,6.75E-05,6.44E-05,3.21E-05,5.69E-05,5.13E-05,2.61E-05,2.92E-05,3.15E-05,4.45E-05
K00249,0.00078053,0.000314827,0.000368479,0.000132041,0.000285492,0.000134367,0.000173094,0.000182314,0.00021173,0.000282437
K00252,0.000252868,0.000261082,0.000274877,0.000360481,0.000254072,0.000464766,0.00036812,0.000316079,0.0003939,0.000391654
K00253,0.000295073,0.000256926,0.000319506,0.000259496,0.000193986,0.000229586,0.000251431,0.000158407,0.000245348,0.000210518
K00254,0.000192789,0.000255007,0.000161855,0.000192742,0.000244645,0.000208523,0.000177936,0.000234597,0.000207567,0.000199416
K00255,2.03E-06,3.07E-06,2.66E-06,3.04E-06,2.14E-06,1.80E-06,4.71E-06,6.98E-06,4.93E-06,7.54E-06
K00257,2.84E-06,2.40E-06,1.69E-06,5.82E-06,4.17E-07,5.06E-06,4.39E-06,1.02E-05,1.60E-05,7.09E-06
K00259,9.05E-05,8.66E-05,0.000113727,0.000246299,0.000107492,0.00026628,0.000205845,0.000364991,0.000263439,0.000249968
K00260,0,9.33E-07,0,0,0,0,0,0,0,0
K00261,0.000104171,0.000210487,9.92E-05,8.19E-05,4.90E-05,0.000111072,0.000119127,0.000279214,0.000202139,0.000128867
K00262,0.000116344,0.000186609,7.98E-05,9.37E-05,0.000122045,0.000133714,0.000123922,4.23E-05,8.17E-05,9.87E-05
K00263,9.28E-05,6.06E-05,0.000114087,0.00022381,0.000122036,0.000185454,0.000171822,0.000169798,0.000175519,0.000129651
K00265,0.000687873,0.000750014,0.000762097,0.00079802,0.001016739,0.001002258,0.000864025,0.000842633,0.00084538,0.000831399
K00266,0.000324232,0.000342969,0.000332398,0.000302341,0.000375249,0.000371872,0.000266979,0.000279431,0.000268791,0.000308542
K00271,9.43E-06,8.34E-06,5.66E-06,6.93E-06,2.04E-06,7.32E-06,7.32E-06,2.61E-05,9.21E-06,9.54E-06
K00273,2.31E-07,8.93E-08,1.07E-07,1.19E-07,0,2.11E-07,1.74E-07,4.45E-06,8.12E-07,3.56E-07
K00274,8.05E-05,6.54E-05,5.65E-05,8.10E-05,3.58E-05,9.86E-05,8.90E-05,9.60E-05,9.20E-05,9.72E-05
K00275,0.000147351,0.00016336,0.000163172,0.000143789,0.000202021,0.000146941,0.000133899,0.000124281,0.000148254,0.000164824
K00276,2.17E-05,2.10E-05,2.97E-05,6.82E-05,1.18E-05,7.54E-05,5.45E-05,6.50E-05,4.22E-05,0.000100447
K00278,0.000163688,0.000145297,0.000171868,0.000142139,0.000222345,0.000182492,0.000180273,0.000249366,0.000188899,0.000177243
K00281,0.000489655,0.000509148,0.000456449,0.000483958,0.000392259,0.000617134,0.000371228,0.000408869,0.000439021,0.000425194
K00282,4.17E-05,5.14E-05,6.70E-05,9.55E-05,9.23E-05,9.70E-05,0.000102493,0.000132784,0.000174593,0.000109987
K00283,5.04E-05,5.50E-05,8.46E-05,0.00011469,0.000151062,0.000147298,0.000103295,0.000126805,0.000165585,0.000142912
K00284,0.000239579,8.43E-05,7.43E-05,1.51E-05,5.53E-05,1.52E-05,2.71E-05,9.38E-06,1.42E-05,5.31E-05
K00285,0.000565948,0.000630502,0.000560189,0.000314225,0.000556759,0.000390572,0.000327,0.0003026,0.000347733,0.000364689
K00286,0.000144759,0.000207001,0.000195804,0.000142445,0.000251995,0.000159686,0.000122739,0.000171481,0.000127995,0.000136031
K00287,0.000179528,0.000158071,0.000167587,0.00020038,0.000167682,0.000183809,0.000221287,0.00020565,0.000176699,0.000179857
K00288,4.76E-08,1.11E-07,2.21E-07,9.23E-07,3.31E-08,1.14E-06,8.56E-07,2.04E-06,3.56E-06,1.35E-06
K00290,1.90E-05,3.02E-05,2.35E-05,2.23E-05,7.10E-05,1.05E-05,2.48E-05,5.53E-06,4.08E-06,9.54E-06
K00294,2.00E-05,1.67E-05,1.80E-05,3.09E-05,1.64E-05,4.95E-05,5.03E-05,9.60E-05,8.28E-05,4.87E-05
K00295,2.66E-07,1.03E-07,1.23E-07,4.44E-06,0,3.65E-06,6.82E-07,9.82E-07,1.83E-05,1.89E-06
K00297,0.000252866,0.000276693,0.000217699,0.00019021,0.000327272,0.000258128,0.000215288,0.000246059,0.000209318,0.000184948
K00299,0.000155543,0.000231887,0.0002015,0.000111458,0.00022499,0.000110831,0.000193858,0.00011834,8.30E-05,0.000102261
K00301,9.75E-06,1.50E-05,2.99E-05,2.88E-05,5.69E-05,2.88E-05,4.43E-05,3.28E-05,2.57E-05,3.24E-05
K00302,0.000206584,0.000180742,0.000307633,0.000135046,0.000259126,0.000289519,0.000139277,0.000107243,0.000170876,0.000164513
K00303,0.000183733,0.000153701,0.000302624,0.000125039,0.000195914,0.00023259,0.000124936,0.000106724,0.000147731,0.000153681
K00304,6.40E-05,5.00E-05,7.76E-05,2.29E-05,6.40E-05,5.93E-05,2.59E-05,1.56E-05,4.13E-05,3.50E-05
K00305,7.48E-05,6.88E-05,0.000110119,3.57E-05,0.000116841,8.39E-05,3.99E-05,2.56E-05,3.85E-05,5.45E-05
K00306,1.77E-07,2.06E-07,4.94E-07,7.81E-07,0,4.88E-07,1.14E-06,1.97E-06,3.49E-06,1.13E-06
K00315,2.64E-05,2.83E-05,3.74E-05,1.23E-05,4.58E-05,1.05E-05,1.84E-05,7.88E-06,6.89E-06,2.69E-05
K00316,2.63E-06,5.06E-06,2.37E-06,4.35E-06,1.54E-07,4.85E-06,7.28E-07,1.39E-06,5.28E-07,9.50E-07
K00317,6.21E-06,1.67E-05,6.57E-06,1.92E-05,4.11E-06,1.07E-05,3.26E-05,9.12E-05,5.25E-05,1.17E-05
K00318,2.06E-05,3.04E-05,1.63E-05,2.88E-05,9.53E-06,2.81E-05,2.67E-05,8.52E-05,3.96E-05,3.33E-05
K00320,1.61E-06,1.41E-06,1.77E-06,1.77E-05,9.62E-07,1.03E-05,6.61E-06,3.90E-05,1.51E-05,8.74E-06
K00322,2.96E-05,4.98E-05,5.08E-05,5.16E-05,8.68E-05,6.24E-05,2.26E-05,3.25E-05,4.15E-05,4.76E-05
K00324,0.00045685,0.000377989,0.000345257,0.000322022,0.000421349,0.000425293,0.000319324,0.000449922,0.000386224,0.000388696
K00325,0.00028982,0.000359464,0.000366244,0.000414434,0.000352866,0.000499264,0.000333494,0.000341089,0.000422204,0.000399815
K00329,3.36E-05,3.30E-05,3.84E-05,3.25E-05,4.48E-05,5.03E-05,3.42E-05,6.12E-05,3.10E-05,5.07E-05
K00330,0.000133059,0.000117135,0.000117681,0.000156337,0.000119441,0.000125079,0.000151931,0.000112316,0.000153763,0.000135317
K00331,0.000189558,0.000163139,0.000164791,0.000255296,0.000177901,0.000206993,0.000205426,0.000171456,0.000230961,0.000222349
K00332,0.000239724,0.000226832,0.000132724,0.000184073,0.000215128,0.000187899,0.000201952,0.000196437,0.000227033,0.000198697
K00333,0.000300427,0.000262708,0.000274474,0.000247971,0.000209615,0.000336849,0.000294443,0.000292148,0.000398465,0.000305453
K00334,0.000213366,0.000177868,0.000233271,0.000227814,0.000210978,0.000233451,0.000188182,0.000198287,0.000225926,0.000211
K00335,0.000227886,0.000253703,0.000278475,0.000324479,0.000239907,0.000384391,0.000323253,0.000354866,0.000417098,0.000313605
K00336,0.000446604,0.000410421,0.000433862,0.000386094,0.000433925,0.000427545,0.00040758,0.000434476,0.000446484,0.000362027
K00337,0.00032389,0.000290379,0.000286938,0.000290726,0.000234059,0.000366077,0.000295793,0.000263812,0.000366238,0.000287866
K00338,0.00018253,0.00015844,0.000134714,0.000190392,0.000150112,0.000207187,0.000185189,0.000157379,0.000214694,0.000159904
K00339,0.000179207,0.000221094,0.000202288,0.000247047,0.000191863,0.000217282,0.000187907,0.000196667,0.000241951,0.000199806
K00340,0.000147464,0.000127695,0.000127827,0.000190449,0.000121555,0.000154656,0.000128009,0.000169413,0.000223494,0.0001494
K00341,0.000461631,0.000423031,0.00043099,0.00052226,0.000384482,0.000526582,0.000472494,0.000490406,0.000566892,0.000451842
K00342,0.000342374,0.000286708,0.00034423,0.000458685,0.00024942,0.000452636,0.000433377,0.000479563,0.000519464,0.00039265
K00343,0.000414027,0.000347735,0.000418003,0.000375902,0.000274994,0.00038897,0.000355619,0.00038248,0.000387251,0.000428838
K00355,0.000199414,8.60E-05,8.25E-05,0.000100448,0.000125699,6.23E-05,7.76E-05,2.03E-05,4.63E-05,7.77E-05
K00356,4.90E-05,5.09E-05,5.13E-05,9.10E-05,0.000143476,7.39E-05,5.94E-05,0.000117766,7.99E-05,6.48E-05
K00360,2.70E-06,1.66E-06,4.11E-06,1.79E-05,6.35E-06,1.95E-05,2.37E-05,4.05E-05,1.26E-05,2.00E-05
K00362,0.000549027,0.000550323,0.000431429,0.000341138,0.000377342,0.000408191,0.000364379,0.000376815,0.000415871,0.000469278
K00363,0.000148189,0.000206533,0.000147627,0.000101422,0.000136728,9.63E-05,0.000119242,0.000104594,9.80E-05,0.000130141
K00364,0.000207248,9.77E-05,9.01E-05,2.66E-05,5.03E-05,2.65E-05,3.77E-05,1.77E-05,1.90E-05,5.54E-05
K00365,1.45E-05,1.09E-05,1.32E-05,2.68E-05,2.72E-06,3.22E-05,3.44E-05,2.97E-05,2.53E-05,5.69E-05
K00366,2.10E-06,5.47E-06,9.10E-06,1.90E-05,6.78E-06,2.48E-05,1.70E-05,6.17E-05,3.37E-05,1.97E-05
