id,GSH1,GSH2,GSH3,GSH4,GSH5,GSL6,GSL7,GSL8,GSL9,GSL10
K02907,6.30E-05,7.09E-05,6.00E-05,8.90E-05,4.04E-05,6.63E-05,5.48E-05,5.26E-05,6.73E-05,8.28E-05
K02909,8.03E-05,6.96E-05,6.42E-05,0.000105384,6.51E-05,0.000109397,8.12E-05,5.75E-05,8.62E-05,9.96E-05
K02911,3.23E-05,3.85E-05,3.37E-05,7.77E-05,3.84E-05,5.68E-05,5.33E-05,4.33E-05,6.06E-05,6.17E-05
K02913,1.95E-05,1.14E-05,1.28E-05,4.09E-05,1.46E-05,1.57E-05,1.80E-05,1.17E-05,1.76E-05,1.25E-05
K02914,7.26E-06,3.98E-06,7.79E-06,3.33E-05,1.27E-05,1.07E-05,2.90E-05,1.20E-05,1.34E-05,1.34E-05
K02916,8.08E-05,6.29E-05,6.53E-05,7.56E-05,5.87E-05,7.65E-05,7.68E-05,5.70E-05,6.34E-05,6.55E-05
K02919,6.72E-07,3.49E-06,2.45E-06,1.06E-05,6.10E-06,8.22E-06,5.61E-06,1.06E-06,6.22E-06,7.74E-06
K02925,9.15E-07,1.11E-06,8.91E-07,1.46E-06,9.70E-07,2.64E-06,1.51E-06,1.74E-06,2.65E-06,1.67E-06
K02926,0.000234484,0.000251456,0.000232864,0.000296309,0.000239372,0.000312991,0.000330364,0.000240657,0.000271784,0.000276714
K02927,1.34E-06,8.68E-07,1.56E-06,1.18E-06,9.35E-07,3.33E-06,5.15E-06,2.65E-06,3.52E-06,2.39E-06
K02930,1.43E-06,2.42E-06,3.84E-06,3.32E-06,2.47E-06,5.33E-06,4.29E-06,4.57E-06,7.64E-06,4.89E-06
K02931,0.000168833,0.000179855,0.000170837,0.000259025,0.000152271,0.000250919,0.00028452,0.000196658,0.000296302,0.000286634
K02932,7.67E-07,6.63E-07,4.75E-07,7.56E-07,2.38E-07,7.87E-07,1.53E-06,1.39E-06,1.01E-06,7.27E-07
K02933,0.000199631,0.000216858,0.000225811,0.000288434,0.000197367,0.000313105,0.000337774,0.000251501,0.000338872,0.000307043
K02934,7.25E-08,2.81E-07,2.02E-07,2.55E-07,2.52E-07,1.33E-07,1.86E-07,4.29E-07,7.12E-07,0
K02935,8.95E-05,9.11E-05,7.59E-05,8.76E-05,8.93E-05,7.25E-05,9.69E-05,6.36E-05,8.28E-05,8.85E-05
K02936,2.75E-06,1.29E-06,3.38E-06,1.02E-06,3.89E-06,7.56E-07,4.64E-07,1.05E-07,5.45E-07,4.05E-07
K02938,6.19E-07,8.39E-07,8.63E-07,1.09E-06,4.31E-07,1.14E-06,6.96E-07,1.72E-06,1.22E-06,1.21E-06
K02939,0.000186238,0.00014558,0.000149436,0.000234926,0.000193749,0.000226119,0.000184952,0.000148213,0.000207138,0.000199092
K02941,2.52E-07,2.57E-07,2.34E-07,6.21E-07,2.45E-07,6.47E-07,1.16E-07,2.24E-07,1.78E-07,2.15E-07
K02942,2.09E-06,3.13E-06,2.85E-06,3.93E-06,2.03E-06,6.13E-06,5.19E-06,6.18E-06,4.38E-06,6.92E-06
K02945,0.00050974,0.000476108,0.000472462,0.000618194,0.00046337,0.000681286,0.000597784,0.00047736,0.000636153,0.000589709
K02946,0.000129061,0.000120911,0.000124947,0.000165291,0.000126581,0.000196483,0.000192618,0.000134966,0.000203455,0.00018109
K02947,2.63E-06,2.95E-06,3.54E-06,5.59E-06,3.41E-06,6.82E-06,3.84E-06,7.51E-06,6.42E-06,4.64E-06
K02948,0.000125786,0.000141696,0.000149228,0.000197805,0.000136193,0.000213947,0.000153826,0.000133212,0.000214336,0.00019126
K02949,2.26E-06,2.44E-06,2.74E-06,5.19E-06,1.85E-06,3.97E-06,5.05E-06,4.80E-06,5.99E-06,2.65E-06
K02950,0.000156495,0.000154622,0.00012473,0.000179136,0.000147752,0.000178364,0.000210172,0.00015163,0.000222344,0.000175915
K02951,1.20E-07,3.11E-07,1.86E-07,0,8.38E-08,5.14E-07,2.57E-07,3.56E-07,1.10E-06,3.98E-07
K02952,0.000142174,0.000142383,0.000120416,0.000187878,0.000115286,0.000208544,0.000206098,0.000117907,0.000245826,0.000191936
K02953,1.96E-06,2.24E-06,3.17E-06,3.64E-06,2.08E-06,6.26E-06,3.05E-06,4.59E-06,3.86E-06,3.08E-06
K02954,0.000137754,0.000164316,0.000148929,0.000165951,0.00013267,0.000167691,0.000166608,0.000127766,0.00018232,0.000181853
K02956,6.38E-05,6.41E-05,8.19E-05,0.000117357,7.51E-05,9.00E-05,8.54E-05,7.24E-05,0.000102574,8.40E-05
K02959,7.72E-05,9.51E-05,0.000103288,9.21E-05,9.23E-05,0.000121673,0.00010272,9.36E-05,9.48E-05,0.000104722
K02960,5.01E-06,7.18E-06,7.49E-06,9.98E-06,5.15E-06,1.50E-05,8.26E-06,1.02E-05,1.50E-05,9.13E-06
K02961,0.000137823,0.000111644,0.000117138,0.000177911,0.000113156,0.000176451,0.000158449,0.000109803,0.000211137,0.000167538
K02962,8.71E-08,2.02E-07,0,3.07E-07,2.42E-07,4.79E-07,1.12E-07,9.02E-07,3.42E-07,4.95E-07
K02963,9.30E-05,9.87E-05,9.47E-05,0.000134597,0.00011616,0.00015215,0.000146437,0.000108388,0.000156651,0.000144643
K02964,2.37E-06,1.92E-06,1.65E-06,2.09E-06,1.17E-06,4.72E-06,2.41E-06,2.49E-06,3.11E-06,3.37E-06
K02965,0.000160911,0.000161568,0.000137654,0.000216094,0.000164048,0.000192584,0.00020863,0.000166378,0.000227789,0.000212909
K02966,1.14E-06,8.06E-07,1.26E-06,1.65E-06,7.96E-07,2.48E-06,2.40E-06,3.54E-06,2.45E-06,2.36E-06
K02967,0.000203071,0.00016463,0.000185273,0.000179554,0.000223665,0.000253727,0.000215602,0.00017499,0.000240155,0.000201098
K02968,8.79E-05,7.49E-05,8.40E-05,0.000126477,9.92E-05,9.65E-05,9.36E-05,5.42E-05,8.20E-05,9.22E-05
K02970,6.33E-05,5.10E-05,5.37E-05,6.04E-05,6.67E-05,5.61E-05,4.57E-05,3.00E-05,5.52E-05,6.51E-05
K02981,1.32E-06,2.62E-06,2.71E-06,3.97E-06,2.07E-06,5.10E-06,4.08E-06,4.60E-06,5.59E-06,4.61E-06
K02982,0.000271512,0.000264386,0.00023175,0.000260799,0.000269511,0.000318483,0.000279971,0.000267615,0.000356858,0.000280933
K02983,4.13E-07,2.56E-07,1.53E-07,5.82E-07,4.59E-07,9.09E-07,1.06E-07,1.34E-06,4.87E-07,9.38E-07
K02985,4.19E-07,7.30E-07,4.86E-07,9.22E-07,8.01E-07,3.84E-07,9.41E-07,7.75E-07,6.17E-07,8.92E-07
K02986,0.000223603,0.000235699,0.000230481,0.000277013,0.000223518,0.000289699,0.000259347,0.000225789,0.000339552,0.000287554
K02987,8.65E-07,1.07E-06,1.87E-06,2.34E-06,1.44E-06,4.97E-06,2.89E-06,4.01E-06,3.17E-06,3.11E-06
K02988,0.000215084,0.000244138,0.00024124,0.000239492,0.00026215,0.000288708,0.000231114,0.000260891,0.000293584,0.000238937
K02989,1.33E-06,1.39E-06,1.60E-06,2.89E-06,1.68E-06,3.01E-06,1.81E-06,3.35E-06,4.91E-06,3.11E-06
K02990,0.000151132,0.000126481,0.000117201,0.000171745,0.00016939,0.000196286,0.000180494,0.000139192,0.000182844,0.000147176
K02991,5.77E-07,7.45E-07,5.95E-07,4.52E-07,4.01E-07,1.76E-06,7.41E-07,1.42E-06,1.01E-06,1.73E-06
K02992,0.000176487,0.000155399,0.000151501,0.000217303,0.000149263,0.000235304,0.000187671,0.000142887,0.000221486,0.00023302
K02994,0.000175622,0.000185521,0.000184186,0.000213708,0.000167649,0.000254408,0.000257299,0.000208784,0.000282574,0.000248415
K02995,2.42E-06,2.62E-06,2.99E-06,3.40E-06,2.02E-06,4.28E-06,3.20E-06,4.88E-06,5.70E-06,3.77E-06
K02996,0.000159418,0.000114504,0.000126711,0.000178289,0.000159066,0.000168147,0.000123999,0.000125333,0.000157728,0.000154684
K02998,1.24E-06,1.47E-06,1.58E-06,1.69E-06,6.61E-07,2.27E-06,1.71E-06,2.12E-06,1.89E-06,1.77E-06
K03010,0,0,0,5.19E-07,0,2.43E-06,0,0,0,0
K03040,0.000203386,0.00023209,0.000232719,0.000363888,0.000200897,0.000414574,0.000368577,0.000361965,0.000448948,0.000357096
K03043,0.000970377,0.000964974,0.000917486,0.001110609,0.000904672,0.001398418,0.001312899,0.001030402,0.001333997,0.001155234
K03046,0.00085327,0.000870688,0.00094592,0.001130567,0.000783305,0.001440498,0.001407575,0.00112677,0.001403642,0.001342783
K03060,0.000124641,9.31E-05,0.000120528,0.000165938,0.000120523,0.000155163,0.000138426,0.000108704,0.000120373,0.00011766
K03070,0.000750278,0.00062203,0.000712125,0.00091688,0.000634372,0.000860734,0.000850261,0.000854061,0.000870419,0.00080231
K03071,0.00012923,0.000103308,0.000149244,0.000166496,0.000135083,0.000155307,0.000131814,0.000124969,0.000150411,0.000133588
K03072,0.000317627,0.000445076,0.000419139,0.000409539,0.000324291,0.000392559,0.000509716,0.000480401,0.000471526,0.000412646
K03073,0.000111915,0.000111359,8.35E-05,0.000137314,0.000107056,0.000148897,0.000147182,0.000118444,0.00012244,0.000128887
K03074,0.000371207,0.000328039,0.000277558,0.00034794,0.000253538,0.000356219,0.000380011,0.000377518,0.000362773,0.000375015
K03075,7.92E-05,7.85E-05,7.21E-05,0.000103835,8.97E-05,8.66E-05,9.12E-05,9.57E-05,8.79E-05,7.69E-05
K03076,0.000231019,0.000246254,0.000313824,0.000380788,0.000291058,0.000450412,0.000481186,0.000398771,0.000445478,0.000485083
K03077,5.83E-07,1.15E-06,0,1.14E-06,0,1.47E-06,0,0,5.52E-06,4.76E-06
K03078,0,1.00E-07,1.20E-07,0,0,9.51E-07,0,0,2.55E-07,2.02E-06
K03079,0,0,2.16E-07,0,0,2.54E-06,0,0,4.56E-07,1.32E-06
K03080,0,7.22E-08,1.73E-07,0,0,1.71E-07,1.20E-07,0,3.66E-07,1.59E-06
K03081,0,1.41E-07,2.54E-07,0,1.27E-07,0,0,1.35E-07,0,2.71E-06
K03082,2.92E-06,5.53E-06,1.75E-06,3.40E-06,2.68E-06,1.31E-06,1.31E-06,1.73E-07,2.04E-06,5.48E-06
K03087,4.31E-05,6.96E-05,8.84E-05,4.29E-05,2.99E-05,7.87E-05,5.33E-05,3.00E-05,6.59E-05,9.14E-05
K03092,0.000285245,0.000262662,0.00023906,0.000204234,0.000299987,0.000249288,0.000284125,0.000255112,0.000298168,0.000250122
K03094,0,0,6.97E-08,0,0,0,1.25E-06,0,1.47E-07,8.52E-07
K03100,0.000280246,0.000301553,0.000270224,0.000376186,0.000368816,0.000376011,0.000444215,0.000366396,0.000400665,0.000337955
K03101,0.000209264,0.000166216,0.000194722,0.000224897,0.000186474,0.00021162,0.000216035,0.00018957,0.000205599,0.00019979
K03106,0.000246243,0.0003373,0.000289704,0.000336039,0.000291769,0.000345702,0.000417914,0.000393621,0.000362324,0.000294497
K03110,0.00020055,0.000244057,0.000211507,0.000238115,0.000195121,0.000260446,0.000241798,0.000313956,0.000242801,0.000266131
K03111,0.000192438,0.000171035,0.000224713,0.000313109,0.000250512,0.000266993,0.000309597,0.000282141,0.000251364,0.000319709
K03113,2.07E-05,4.39E-05,5.28E-05,1.81E-05,1.52E-05,2.76E-05,6.85E-06,2.99E-06,1.71E-05,2.18E-05
K03115,5.18E-07,3.34E-07,8.82E-07,9.12E-07,7.20E-07,1.11E-06,8.86E-07,1.02E-06,2.20E-06,8.58E-07
K03116,9.54E-05,9.95E-05,0.000107095,0.000137143,0.000121024,8.94E-05,9.84E-05,0.000102899,8.16E-05,8.83E-05
K03117,0.000158496,0.000154413,0.000148117,0.000142737,0.000162677,0.000116301,0.000111873,9.39E-05,0.000115417,0.00012273
K03118,0.000167344,0.00021461,0.000212903,0.000287763,0.000180193,0.000314465,0.000293185,0.000265822,0.000267026,0.000305545
K03119,0.000401403,0.000235983,0.000334991,0.000196512,0.000236514,0.000193434,0.000113315,4.08E-05,0.000108603,0.000132621
K03147,0.000366671,0.000372618,0.000390942,0.000373101,0.000342483,0.000456618,0.000354936,0.000327821,0.000445559,0.000448746
K03148,3.56E-07,3.36E-07,1.05E-06,7.53E-07,1.49E-06,1.46E-06,3.08E-07,0,1.78E-06,1.65E-06
K03149,0.000166076,0.00024915,0.000179964,0.000188187,0.000158818,0.00021716,0.00017069,0.00019693,0.000187033,0.00014666
K03150,7.30E-06,8.25E-06,1.35E-05,7.47E-06,8.07E-06,8.68E-06,8.41E-06,1.94E-06,7.54E-06,4.18E-06
K03151,1.40E-07,1.50E-05,1.53E-05,2.48E-05,8.37E-06,4.03E-05,2.79E-06,1.69E-06,2.08E-05,1.85E-05
K03153,8.23E-05,6.69E-05,8.61E-05,6.03E-05,7.33E-05,7.83E-05,5.99E-05,9.63E-05,8.86E-05,7.53E-05
K03154,4.53E-05,7.12E-05,7.98E-05,5.66E-05,5.66E-05,6.45E-05,5.54E-05,5.36E-05,6.63E-05,3.48E-05
K03164,0,0,0,4.49E-07,0,1.87E-06,0,0,1.25E-07,0
K03178,3.51E-07,1.02E-06,4.85E-07,1.08E-06,3.07E-07,8.19E-07,6.83E-07,2.09E-06,1.23E-06,7.55E-07
K03179,0.000166039,0.000177678,0.000213194,0.000215454,0.000211198,0.000205448,0.000191319,0.000210466,0.000211413,0.000158559
K03181,6.51E-06,9.84E-05,4.44E-05,3.54E-05,2.21E-05,3.45E-05,1.89E-05,1.13E-05,3.74E-05,3.53E-05
K03182,8.87E-05,0.000138302,0.000148049,0.000113201,0.000108431,0.000178275,0.000113466,0.000165207,0.000213815,0.000141563
K03183,0.000246802,0.000214713,0.00023234,0.00024228,0.000226751,0.000294121,0.000276109,0.000271692,0.000244451,0.000240964
K03184,1.22E-05,1.91E-06,7.60E-06,2.81E-05,1.01E-05,9.31E-06,7.24E-06,6.18E-06,5.37E-07,2.18E-06
K03185,0.000125339,0.000150716,0.000154082,0.000155499,0.000236314,0.000173781,0.000134594,0.000186009,0.000172861,0.000143726
K03186,3.95E-05,0.000156334,8.37E-05,6.96E-05,0.000103799,0.000119468,9.99E-05,9.68E-05,0.000139934,9.17E-05
K03194,4.80E-05,1.29E-05,3.85E-05,3.10E-05,0.000123758,1.74E-05,4.72E-05,2.98E-05,9.21E-05,2.52E-05
K03195,6.86E-05,5.13E-05,0.000103503,8.22E-05,7.00E-05,6.24E-05,7.35E-05,7.84E-05,0.00015155,6.65E-05
K03196,8.32E-05,4.37E-05,0.000124869,0.000100424,0.000121902,7.29E-05,0.000104819,8.48E-05,0.000200692,7.44E-05
K03197,6.72E-05,3.18E-05,7.32E-05,7.78E-05,9.13E-05,3.58E-05,6.89E-05,3.90E-05,0.000121219,4.16E-05
K03198,5.63E-05,3.80E-05,8.38E-05,6.75E-05,7.53E-05,4.73E-05,7.31E-05,3.72E-05,9.88E-05,5.23E-05
K03199,9.35E-05,6.13E-05,9.79E-05,0.000157961,0.000109536,0.000111448,0.000191526,0.000113234,0.000248116,0.000113978
K03200,4.97E-05,3.50E-05,4.57E-05,9.81E-06,2.09E-05,1.49E-05,3.38E-05,1.30E-05,7.96E-05,3.08E-05
K03201,0.000113922,4.76E-05,0.000109239,0.000158381,0.000103368,6.56E-05,8.17E-05,6.19E-05,0.000144309,7.41E-05
K03202,1.16E-05,5.01E-06,1.21E-05,2.23E-06,1.33E-05,2.94E-07,8.58E-06,0,3.78E-06,2.39E-06
K03203,8.52E-05,4.49E-05,7.62E-05,6.54E-05,8.85E-05,4.23E-05,7.77E-05,4.62E-05,0.000103267,4.95E-05
K03204,8.73E-05,5.00E-05,8.40E-05,6.86E-05,0.000103491,6.24E-05,8.06E-05,5.20E-05,0.000105423,6.27E-05
K03205,0.000288811,0.000176141,0.00022209,0.000258492,0.000391115,0.000168824,0.000267909,0.000180196,0.00026127,0.000150993
K03210,0.000112212,0.000116632,0.000120241,0.000151967,0.000125326,0.00013379,0.000180384,0.000142141,0.000165716,0.00014513
K03217,0.000270104,0.000391793,0.00033677,0.000387621,0.00029196,0.000481147,0.000491849,0.000409747,0.000449172,0.000422882
K03219,4.16E-05,4.78E-05,6.17E-05,3.85E-05,1.47E-05,2.94E-05,2.69E-05,3.00E-05,4.95E-05,3.26E-05
K03221,1.80E-07,1.39E-07,1.73E-05,6.34E-07,1.25E-07,0,1.39E-06,3.99E-06,2.83E-06,2.78E-06
K03222,3.32E-05,2.66E-05,5.62E-05,9.85E-05,2.37E-05,2.10E-05,1.79E-05,1.68E-05,3.53E-05,2.37E-05
K03223,1.78E-05,6.43E-06,3.28E-05,2.64E-05,2.72E-05,3.35E-06,4.71E-06,5.56E-06,6.10E-06,6.78E-06
K03224,6.39E-06,1.08E-05,2.55E-05,8.15E-05,4.53E-05,8.88E-06,1.26E-05,1.54E-05,1.83E-05,8.58E-06
K03225,4.27E-05,2.67E-05,5.86E-05,3.87E-05,2.72E-05,3.51E-06,4.41E-06,7.77E-06,6.30E-06,1.83E-05
K03226,7.49E-05,6.99E-05,8.53E-05,0.00011461,3.30E-05,2.91E-05,2.79E-05,1.65E-05,4.96E-05,5.01E-05
K03227,6.86E-05,4.73E-05,5.58E-05,7.79E-05,2.66E-05,1.80E-05,1.93E-05,9.35E-06,2.56E-05,2.89E-05
K03228,4.84E-05,4.07E-05,5.92E-05,9.14E-05,2.69E-05,1.93E-05,1.57E-05,8.37E-06,2.83E-05,3.36E-05
K03229,7.87E-05,5.65E-05,6.61E-05,7.81E-05,2.74E-05,1.02E-05,1.37E-05,1.52E-05,2.08E-05,3.18E-05
K03230,7.59E-05,7.28E-05,7.42E-05,0.000107677,3.68E-05,3.43E-05,2.48E-05,4.30E-05,7.01E-05,5.59E-05
K03231,5.58E-07,7.87E-07,1.02E-06,5.62E-07,7.21E-07,2.33E-06,1.37E-06,2.21E-06,1.57E-06,2.85E-06
K03233,6.49E-07,8.67E-07,1.04E-06,1.29E-06,8.66E-07,1.89E-06,8.33E-07,1.60E-06,1.53E-06,1.41E-06
K03234,2.30E-07,4.87E-07,5.04E-07,4.20E-07,5.97E-07,9.09E-07,1.71E-07,1.65E-06,1.45E-06,7.85E-07
K03249,5.17E-07,5.78E-07,8.54E-07,4.05E-07,6.39E-07,1.26E-06,1.03E-06,8.49E-07,1.02E-06,5.71E-07
K03251,7.99E-07,7.22E-07,9.28E-07,7.04E-07,4.63E-07,1.22E-06,1.62E-06,9.85E-07,7.85E-07,1.61E-06
K03252,3.56E-07,4.83E-07,4.96E-07,1.02E-06,5.57E-07,1.06E-06,9.71E-07,1.65E-06,1.31E-06,1.33E-06
K03257,1.12E-06,1.26E-06,1.24E-06,1.66E-06,1.37E-06,2.68E-06,1.71E-06,2.41E-06,2.95E-06,2.26E-06
K03260,5.90E-07,3.81E-07,7.31E-07,1.04E-06,6.15E-07,1.26E-06,8.83E-07,1.31E-06,1.93E-06,6.98E-07
K03262,8.58E-07,6.65E-07,6.38E-07,6.05E-07,4.77E-07,1.26E-06,1.32E-06,1.27E-06,6.75E-07,4.87E-07
K03265,1.58E-07,1.50E-07,1.09E-07,3.00E-07,9.00E-08,1.04E-06,9.19E-07,8.91E-06,2.91E-06,6.33E-07
K03267,0,0,0,4.97E-07,0,2.42E-06,0,0,0,0
K03269,0.00010692,0.000111787,8.18E-05,9.37E-05,9.65E-05,8.10E-05,8.33E-05,0.000137364,7.56E-05,6.29E-05
K03270,5.91E-05,0.000112262,9.90E-05,6.90E-05,6.11E-05,9.85E-05,7.00E-05,0.000110994,7.81E-05,8.12E-05
K03271,9.93E-05,0.000136239,7.28E-05,6.43E-05,2.31E-05,9.04E-05,9.62E-05,0.000117501,0.00012065,8.16E-05
K03272,1.85E-05,4.89E-05,5.91E-05,4.86E-05,2.31E-05,5.73E-05,4.67E-05,4.91E-05,0.000103429,4.23E-05
K03273,0.000102159,8.08E-05,7.45E-05,6.73E-05,4.35E-05,0.000107392,5.12E-05,5.51E-05,7.96E-05,8.12E-05
K03274,2.97E-05,3.63E-05,1.56E-05,3.03E-05,2.10E-05,3.42E-05,2.13E-05,2.36E-05,3.27E-05,2.41E-05
K03275,0,5.03E-08,1.81E-07,0,0,0,4.16E-07,1.92E-07,4.08E-06,0
K03283,1.19E-06,8.68E-07,9.63E-07,9.69E-07,6.87E-07,2.11E-06,9.74E-07,1.37E-06,2.34E-06,1.24E-06
K03332,4.01E-06,2.33E-05,6.14E-06,8.25E-06,9.54E-06,1.15E-05,1.71E-05,1.12E-05,9.93E-06,1.23E-05
K03333,5.38E-05,5.73E-05,4.40E-05,6.06E-05,3.41E-05,4.16E-05,3.79E-05,8.06E-05,8.00E-05,7.65E-05
K03335,0.000112639,0.000173434,0.000167304,0.000168864,0.000197494,0.000175035,0.000165235,0.000132635,0.000125718,0.000135131
K03336,0.00011635,0.000128657,0.000146243,0.000159595,0.00018814,0.000140592,0.000133041,0.000178996,0.000100399,0.000130359
K03337,8.60E-05,0.000170825,0.000117455,8.53E-05,0.000127339,7.79E-05,6.05E-05,6.81E-05,4.94E-05,8.08E-05
K03338,0.000114592,0.000194693,0.000189268,0.000130749,0.000217747,9.91E-05,0.000114128,0.000107595,0.000103348,0.000109006
K03340,0,7.25E-06,1.10E-07,6.26E-07,6.51E-06,0,1.29E-06,8.77E-08,0,0
K03342,3.14E-05,0.000118152,8.59E-05,3.78E-05,3.60E-05,2.18E-05,5.18E-05,6.67E-05,5.08E-05,4.19E-05
K03343,1.14E-05,1.45E-05,2.56E-05,5.66E-05,4.08E-05,8.46E-05,6.98E-05,6.09E-05,6.23E-05,9.44E-05
K03350,7.11E-08,1.10E-07,3.96E-07,1.38E-06,4.94E-08,1.43E-06,1.28E-06,3.26E-06,2.24E-06,9.09E-07
K03366,1.63E-05,9.43E-05,2.03E-05,1.67E-05,2.02E-05,1.47E-05,4.08E-05,1.18E-05,1.33E-05,2.92E-05
K03367,8.70E-06,2.58E-06,6.50E-06,4.06E-06,1.07E-05,6.57E-06,5.24E-06,2.61E-06,2.95E-06,1.58E-06
K03379,4.18E-06,6.43E-06,6.44E-06,7.39E-06,2.80E-07,4.43E-06,9.72E-06,5.55E-06,9.45E-06,9.12E-06
K03380,1.23E-05,7.73E-06,2.08E-05,5.21E-05,3.16E-05,6.71E-05,0.000106057,7.64E-05,5.27E-05,7.59E-05
K03381,3.26E-05,4.87E-05,6.54E-05,3.30E-05,3.42E-05,6.40E-05,2.06E-05,2.26E-05,2.64E-05,7.43E-05
K03382,8.51E-07,1.98E-06,9.14E-07,6.74E-07,1.40E-07,5.13E-07,9.63E-08,1.03E-07,3.92E-06,3.50E-06
K03383,7.21E-08,1.93E-06,7.49E-06,8.75E-07,1.95E-07,2.38E-06,0,7.40E-07,2.83E-07,1.02E-07
K03385,0,1.72E-07,0,0,0,2.44E-06,0,0,0,0
K03386,0.0001211,0.000169419,0.000132836,0.000190045,0.000134747,0.000152867,0.000139076,7.98E-05,0.000132122,0.000112058
K03389,1.24E-07,9.55E-08,2.87E-07,1.51E-06,1.29E-07,1.13E-06,8.71E-07,5.64E-06,2.54E-06,2.62E-06
K03390,2.96E-07,3.10E-07,5.89E-07,1.30E-06,0,1.90E-06,1.19E-06,5.90E-06,6.80E-06,6.05E-06
K03392,6.17E-05,2.69E-05,9.04E-05,0.000105026,7.48E-05,0.000129706,8.08E-05,0.000179927,9.78E-05,0.00011051
K03394,0.000115043,8.20E-05,0.000101294,4.14E-05,0.000124674,6.66E-05,3.41E-05,1.43E-05,3.25E-05,4.60E-05
K03396,1.59E-06,3.41E-06,2.85E-06,4.87E-06,1.01E-06,1.12E-05,7.43E-06,7.09E-06,1.70E-05,1.89E-05
K03399,0,0,0,1.66E-06,0,3.24E-06,0,0,0,0
K03404,6.94E-06,2.13E-05,4.02E-06,4.00E-06,2.39E-06,1.42E-06,7.71E-07,4.11E-06,6.10E-06,0
K03405,8.78E-06,1.42E-05,3.58E-05,3.04E-05,2.05E-05,6.49E-05,4.31E-05,6.60E-05,4.38E-05,4.37E-05
K03406,0.001824439,0.003875452,0.002456108,0.00174164,0.002249776,0.002300995,0.001580393,0.001321833,0.002194053,0.002132154
K03407,0.000416566,0.000506613,0.000446593,0.000341097,0.00034962,0.000438401,0.000432056,0.00052359,0.000558475,0.000453821
K03408,0.000309252,0.000457447,0.000277371,0.000235163,0.000298147,0.0002545,0.000301992,0.000218134,0.000294075,0.000287691
K03409,4.23E-05,2.81E-05,3.45E-05,7.53E-05,2.77E-05,1.77E-05,1.19E-05,9.22E-06,1.18E-05,2.00E-05
K03410,1.47E-06,7.21E-05,1.91E-06,7.62E-06,1.14E-05,6.77E-06,6.97E-06,2.29E-05,1.64E-05,1.34E-05
K03411,0.000122858,0.000198882,0.000137364,7.78E-05,8.33E-05,6.79E-05,0.000100621,9.52E-05,7.87E-05,7.93E-05
K03412,0.000278271,0.000372618,0.000295528,0.000219827,0.000347332,0.000263474,0.00021916,0.00029799,0.000284966,0.000278439
K03413,0.000283334,0.000432871,0.000233059,0.000302236,0.000269487,0.000261098,0.000250662,0.000207668,0.000319127,0.00024815
K03414,0.000102992,0.000139886,7.97E-05,5.17E-05,6.71E-05,6.90E-05,8.57E-05,6.06E-05,8.51E-05,7.80E-05
K03415,2.84E-05,0.000120199,0.000114009,7.69E-05,7.15E-05,0.000133359,5.57E-05,6.28E-05,0.000114187,9.77E-05
K03417,8.18E-05,0.000118636,0.000104741,0.00018022,0.000126435,0.000182853,0.000198449,0.000187411,0.000164115,0.000163578
K03418,1.42E-06,4.58E-06,1.90E-06,5.65E-06,5.23E-07,4.11E-06,3.79E-06,8.11E-06,4.67E-06,2.77E-06
K03425,0,0,0,0,3.34E-07,0,0,0,0,0
K03426,0.000136642,0.000138568,0.000126472,0.000120709,0.00016755,0.000134619,0.000136983,0.000166261,0.000113998,0.00010421
K03428,0,0,0,1.66E-07,0,1.73E-07,0,2.37E-06,1.85E-07,1.34E-07
K03429,1.95E-05,6.29E-05,3.77E-05,1.24E-05,6.60E-06,1.96E-05,5.67E-06,9.71E-06,1.57E-05,1.91E-05
K03430,4.06E-05,1.70E-05,7.48E-06,1.27E-05,1.77E-05,5.03E-05,1.25E-05,1.04E-05,1.40E-05,3.61E-05
K03431,0.000254674,0.000247074,0.000279715,0.000326156,0.000325604,0.000316045,0.000286931,0.000326689,0.000284445,0.000280539
K03432,7.16E-06,1.04E-05,6.17E-06,1.41E-05,1.45E-06,2.39E-05,1.94E-05,3.55E-05,2.49E-05,2.19E-05
K03433,1.33E-05,1.48E-05,6.95E-06,1.61E-05,3.51E-06,2.87E-05,2.02E-05,2.91E-05,2.43E-05,2.47E-05
K03462,2.46E-05,3.27E-05,5.59E-05,7.95E-05,4.68E-05,4.69E-05,2.40E-05,1.29E-05,2.47E-05,3.45E-05
K03464,3.33E-05,9.56E-05,3.72E-05,1.64E-05,1.79E-05,3.61E-05,8.33E-06,1.09E-05,1.08E-05,3.88E-05
K03465,4.75E-06,1.33E-05,5.21E-06,5.19E-05,7.11E-07,9.43E-05,4.72E-05,6.76E-05,6.69E-05,3.02E-05
K03469,0.000151635,0.000186286,0.00018773,0.000170311,0.000154698,0.000169832,0.000163738,0.000189238,0.000172564,0.00016149
K03470,0.000129197,0.000154454,0.00014468,0.000134211,0.000157061,0.000139761,0.000154585,0.000191875,0.00019647,0.000142396
K03471,0,1.92E-07,0,0,0,1.51E-07,0,0,2.11E-06,0
K03472,5.31E-07,5.30E-06,2.35E-05,8.83E-06,5.67E-06,6.94E-05,2.70E-06,8.78E-08,1.71E-05,1.31E-05
K03473,3.02E-07,1.47E-05,1.75E-05,1.69E-05,1.36E-05,3.50E-05,2.17E-06,6.57E-08,1.75E-05,1.74E-05
