id,GS1,GS2,GS3,GS4,GS5,GS6,GS7,GS8,GS9,GS10,GSH_mean,GSL_mean,Mean_abundance,log2fc,Pvalue,FDR
K03217,0.000270104,0.000391793,0.00033677,0.000387621,0.00029196,0.000481147,0.000491849,0.000409747,0.000449172,0.000422882,0.0003356496,0.0004509594,0.0003933045,0.426041629964422,0.00793650793650794,0.0907652866415753
K03526,0.00034625,0.000330751,0.000328122,0.000331024,0.000363243,0.000399966,0.000389721,0.000390895,0.000387274,0.000372744,0.000339878,0.00038812,0.000363999,0.191485797232341,0.00793650793650794,0.0907652866415753
K03585,0.000392843,0.000327412,0.000426153,0.000390289,0.000538623,0.000322293,0.000311136,0.000336165,0.0003495,0.000287083,0.000415064,0.0003212354,0.0003681497,-0.369702921239774,0.0317460317460317,0.135276304290389
K03587,0.000399484,0.000394653,0.000402444,0.000380656,0.000384169,0.000498716,0.000503001,0.000467644,0.000503574,0.000417194,0.0003922812,0.0004780258,0.0004351535,0.285200289225244,0.00793650793650794,0.0907652866415753
K03628,0.000313351,0.000285067,0.000338333,0.000411207,0.00031178,0.000530043,0.000409714,0.000343435,0.000451976,0.000468762,0.0003319476,0.000440786,0.0003863668,0.409122881427809,0.0317460317460317,0.135276304290389
K03644,0.000242567,0.000287936,0.00026127,0.000294764,0.000262197,0.000333252,0.000317532,0.000338665,0.000335305,0.000343626,0.0002697468,0.000333676,0.0003017114,0.306842077724586,0.00793650793650794,0.0907652866415753
K03657,0.000666029,0.000608198,0.000564459,0.000637359,0.000617364,0.000671674,0.000715699,0.00088721,0.000808568,0.000723227,0.0006186818,0.0007612756,0.0006899787,0.299221244188275,0.00793650793650794,0.0907652866415753
K03695,0.000493754,0.000536464,0.000453019,0.000533866,0.000498425,0.000704089,0.000598325,0.000499576,0.000666877,0.000675134,0.0005031056,0.0006288002,0.0005659529,0.321740428313865,0.0317460317460317,0.135276304290389
K03703,0.000329461,0.000316786,0.00030861,0.000316846,0.000286109,0.000317686,0.000367356,0.000456767,0.000411617,0.000354979,0.0003115624,0.000381681,0.0003466217,0.292846234825672,0.0158730158730159,0.0994828565450034
K03781,0.000731111,0.000608487,0.000448802,0.000346126,0.000444843,0.00034574,0.000360915,0.00019144,0.000239033,0.000403773,0.0005158738,0.0003081802,0.000412027,-0.743244002931798,0.0317460317460317,0.135276304290389
K03980,0.00024464,0.00025711,0.00025005,0.000284577,0.000248909,0.000303532,0.00033383,0.000433458,0.000398851,0.000321812,0.0002570572,0.0003582966,0.0003076769,0.479064931806862,0.00793650793650794,0.0907652866415753
K04043,0.000415303,0.000494352,0.000490197,0.000633103,0.000461402,0.000822469,0.00073557,0.000621354,0.00075158,0.000670554,0.0004988714,0.0007203054,0.0006095884,0.529940757084882,0.0158730158730159,0.0994828565450034
K04077,0.000353519,0.000418147,0.000487464,0.000547895,0.000463732,0.000705402,0.00061498,0.000623718,0.000698919,0.000563578,0.0004541514,0.0006413194,0.0005477354,0.497869722048972,0.00793650793650794,0.0907652866415753
K05349,0.000883612,0.000724452,0.000859425,0.00116149,0.000864861,0.001310002,0.001334258,0.001426043,0.001155104,0.00133791,0.000898768,0.0013126634,0.0011057157,0.546476355855439,0.0158730158730159,0.0994828565450034
K05515,0.000291262,0.00036338,0.000223683,0.000263883,0.000313117,0.000367809,0.000322146,0.000402799,0.000462103,0.000364199,0.000291065,0.0003838112,0.0003374381,0.399055442833491,0.0158730158730159,0.0994828565450034
K07646,0.000272931,0.000325814,0.000223186,0.000293218,0.000252369,0.000323502,0.000339936,0.000454746,0.000400845,0.000310193,0.0002735036,0.0003658444,0.000319674,0.419670352950272,0.0317460317460317,0.135276304290389
K09808,0.000392842,0.000409387,0.00035483,0.000406755,0.000369536,0.000391522,0.000315007,0.000301418,0.000339259,0.000309505,0.00038667,0.0003313422,0.0003590061,-0.222780878609743,0.0317460317460317,0.135276304290389
K10111,0.000439301,0.000542503,0.000505057,0.000198311,0.000517974,0.000185722,0.0002187,0.000179611,0.000192449,0.00026628,0.0004406292,0.0002085524,0.0003245908,-1.07915518926781,0.0317460317460317,0.135276304290389
K10118,0.000172144,0.000181172,0.000180126,0.000314018,0.000225936,0.000416408,0.0005536,0.000304869,0.000262655,0.000438992,0.0002146792,0.0003953048,0.000304992,0.880783056186,0.0317460317460317,0.135276304290389
K10119,0.000192555,0.000219033,0.000208324,0.000346374,0.000302749,0.000469934,0.000617181,0.000350672,0.000319738,0.000527346,0.000253807,0.0004569742,0.0003553906,0.848380856156795,0.0158730158730159,0.0994828565450034
K12308,0.000161809,0.000175197,0.000199756,0.000423095,0.000239095,0.000412364,0.000573471,0.000537733,0.000432195,0.000464101,0.0002397904,0.0004839728,0.0003618816,1.01315206648046,0.0158730158730159,0.0994828565450034
K14266,0.000268821,0.000374527,0.000310096,0.00049735,0.000145948,0.000740565,0.000538217,0.000594594,0.000849779,0.000652307,0.0003193484,0.0006750924,0.0004972204,1.07995375523298,0.00793650793650794,0.0907652866415753
K15125,0.000677917,0.000669368,0.000434602,0.000231526,0.000235436,0.000157605,0.000183965,0.000183084,0.000229783,0.000321671,0.0004497698,0.0002152216,0.0003324957,-1.06336391749623,0.0317460317460317,0.135276304290389
