genes,cor.rho,p.value
ZBED5,-0.260978190827065,1.73271341820215e-11
GALNT18,0.153745487064777,8.95250267327798e-05
CSNK2A3,0.0225782014887367,0.567369193457573
USP47,-0.114462207477108,0.00362996499803192
DKK3,0.445394896998612,1.04970171775974e-32
MICAL2,0.047237096398002,0.231274367268601
PARVA,0.0972175692510441,0.0135809169610055
TEAD1,-0.0596515753313273,0.130484724099975
RASSF10,-0.12301492100894,0.00176245629529131
ARNTL,0.263380059990446,1.11269172717744e-11
BTBD10,-0.0266270250472613,0.499977593398455
PTH,0.0805755458933555,0.0409406818102037
FAR1,-0.135872793094625,0.000545389664070198
SPON1,0.313334119191198,3.8882181679214e-16
RRAS2,-0.0725828163593695,0.0656515345604566
COPB1,0.0196166710450983,0.61926239421219
PSMA1,-0.0082085050089657,0.835301333374788
PDE3B,-0.246632575440476,2.22507072622055e-10
CYP2R1,-0.333685057794288,3.25598452066896e-18
CALCB,0.0420449584914943,0.286704130878056
CALCA,-0.138990101555477,0.000403926353421057
INSC,-0.000437455135954975,0.99115977919647
SOX6,0.00622089614808667,0.874800786845978
C11orf58,-0.0432019713557006,0.273637406704636
PLEKHA7,-0.0677357200966139,0.0858744467200068
RPS13,-0.266031100611165,6.78889774733359e-12
PIK3C2A,-0.0891867658564904,0.0236097223124244
NUCB2,0.100498236219683,0.0107147107125697
NCR3LG1,-0.0668702735109836,0.0899656831265139
KCNJ11,-0.168610966912191,1.69732209035441e-05
ABCC8,-0.00711811979888522,0.856925703478302
USH1C,-0.330018477791622,7.91758472588932e-18
OTOG,-0.0374792072415549,0.342314751519698
MYOD1,-0.0457849355019012,0.245950022074253
KCNC1,0.0199705437345284,0.612953903556293
SERGEF,-0.336641744495837,1.57646395222922e-18
TPH1,0.0724055860288512,0.0663149490675537
SAAL1,-0.194051261545909,6.97187930460215e-07
SAA2-SAA4,0.218607596637616,2.08507155658476e-08
MRGPRX3,0.0251793534210195,0.523577760217842
MRGPRX4,0.00477289973190845,0.90377974964116
SAA4,0.114604640810784,0.00358788864132851
SAA2,0.267991614814,4.69436889572937e-12
SAA1,0.237128489462327,1.10766314561742e-09
HPS5,0.205929713864498,1.34673947378797e-07
GTF2H1,-0.0973749692613808,0.013429327335548
LDHA,-0.0553147736179866,0.16089192340083
LDHC,-0.0999468872615989,0.0111552565503468
LDHAL6A,0.00752744007911184,0.848794638782239
TSG101,-0.23217709909172,2.48849893346278e-09
UEVLD,-0.0664190767161525,0.0921598929735638
SPTY2D1,0.089371432091774,0.0233214789263743
TMEM86A,0.449107815443373,2.7461854492279e-33
IGSF22,-0.0384006849892255,0.330570282126282
PTPN5,0.146096501706522,0.000198994039777821
MRGPRX1,0.0433803553411234,0.271659549365087
MRGPRX2,0.0600005095903538,0.12824609967399
ZDHHC13,-0.207185159136536,1.12533952427529e-07
CSRP3,0.102284127303538,0.00939180121447404
E2F8,-0.142143270459891,0.000296231534948531
NAV2,-0.103518545091844,0.00856442348464605
DBX1,-0.0189099645229494,0.631944566524759
HTATIP2,-0.306394142853933,1.8300378981808e-15
PRMT3,-0.205295136350271,1.4740915175873e-07
SLC6A5,0.0301928171321052,0.444334870945263
NELL1,-0.0451512366401712,0.252554181459639
ANO5,0.0623759580837897,0.113789048267358
SLC17A6,0.00958830695635917,0.80811631485383
FANCF,-0.329101383415096,9.86973126958753e-18
GAS2,-0.105577149218567,0.00732840389929449
SVIP,-0.247844194867928,1.80448241183239e-10
CCDC179,0.086440187222091,0.0282748820778898
LUZP2,-0.0179654504205625,0.649063890851027
ANO3,-0.00963180096344666,0.807262954309944
MUC15,0.0105988199469593,0.78835072037008
SLC5A12,-0.130800675068341,0.00087721788115031
FIBIN,0.388784668072965,1.14483852987417e-24
BBOX1,-0.0065104006917288,0.869025662485943
CCDC34,-0.289866223403039,6.21977621135223e-14
LGR4,-0.0830425508620759,0.035123664883701
LIN7C,-0.157609744380245,5.89312787848341e-05
BDNF,0.194181679289624,6.85083343900398e-07
KIF18A,-0.0676003191924061,0.0865044480436183
METTL15,-0.247518120076526,1.90936101220754e-10
KCNA4,0.0301606814802008,0.444820062173988
FSHB,0.0782096767098049,0.0472644356052229
ARL14EP,-0.121121470694912,0.00207633948121181
MPPED2,0.0890483120598892,0.0238278514128205
DCDC1,0.0297483114656787,0.45107281192072
DNAJC24,0.0172141648075459,0.662814844429559
IMMP1L,-0.310334942972073,7.63228444652437e-16
ELP4,-0.213630478373661,4.39693379054437e-08
PAX6,-0.163349957094105,3.10925839658439e-05
RCN1,-0.218151623154532,2.23424005502315e-08
WT1,-0.0376758554625028,0.339786336946036
EIF3M,-0.333955132803877,3.04824987307181e-18
CCDC73,0.0402526330033354,0.307763459762684
PRRG4,-0.0961477069967656,0.0146518385731685
QSER1,-0.0684235482094768,0.0827309787998937
DEPDC7,-0.183567208305158,2.7418471803452e-06
TCP11L1,0.299589268451127,8.03335682547956e-15
CSTF3,-0.261061611621324,1.70639163029596e-11
HIPK3,-0.00110398336014287,0.977692827349799
KIAA1549L,0.218174660064488,2.22646195687269e-08
C11orf91,0.113831397108149,0.00382174708990516
CD59,0.214913696233081,3.63370587320336e-08
FBXO3,-0.0350974725791915,0.373886123374386
LMO2,0.354153125569957,1.82463614806534e-20
CAPRIN1,-0.0588475024117506,0.135758416332629
NAT10,-0.293439074509923,2.95859747399254e-14
ABTB2,-0.0505702233815985,0.199963567674413
CAT,-0.193967716931183,7.05049788152724e-07
ELF5,-0.0863311949447982,0.0284753072196885
EHF,-0.0338586473369609,0.390995815294164
APIP,-0.29526060705295,2.01750085887285e-14
PDHX,-0.0875182672044141,0.0263568721857011
CD44,0.00298040824638625,0.939826832394024
SLC1A2,-0.00471921726086862,0.9048568110952
PAMR1,0.372934047479361,1.11015113765053e-22
FJX1,0.240056277245228,6.80476884934128e-10
TRIM44,-0.0534782602411286,0.175271159711471
LDLRAD3,-0.0790658690458956,0.0448872436333902
COMMD9,0.0110439330910205,0.779686457633455
PRR5L,-0.170182585883058,1.4114494031338e-05
TRAF6,-0.0111919855586883,0.776810553905903
RAG1,-0.0745859613823679,0.0585259056918909
RAG2,0.0953030661942514,0.0155490842264778
C11orf74,-0.179859119922545,4.37020050542438e-06
LRRC4C,0.270828017085892,2.73809920541129e-12
API5,-0.062207874873028,0.114767985819899
TTC17,-0.245892355722614,2.52752597284825e-10
HSD17B12,-0.226071312990751,6.58541527716639e-09
ALKBH3,-0.195704709391907,5.57869598306833e-07
C11orf96,0.405054986902992,8.01192142058369e-27
ACCSL,0.0782356889731425,0.0471906875619259
ACCS,-0.178095207928501,5.43720281935035e-06
EXT2,-0.0211189234458088,0.592679815271531
ALX4,0.0863737911678853,0.0283968324470175
CD82,0.206865302718027,1.1781545225283e-07
TSPAN18,0.303175677322023,3.70182219040461e-15
TP53I11,-0.0712852454279358,0.0706372233721234
PRDM11,-0.174257731641579,8.68160978172509e-06
SYT13,-0.0887377159367367,0.0243235381475935
CHST1,0.4988448968695,8.07210063145756e-42
SLC35C1,-0.0909496205925553,0.0209799847065758
CRY2,-0.0395560090391121,0.316217499688129
MAPK8IP1,-0.00945859441289247,0.810662648185432
C11orf94,-0.171223119232374,1.24806137953247e-05
PEX16,-0.198406595646371,3.85954596680543e-07
GYLTL1B,-0.190198501438615,1.16341938311697e-06
PHF21A,0.0413789216337393,0.294413651681936
CREB3L1,0.0621897970055947,0.114873666115401
DGKZ,-0.0889634807398134,0.023962360042704
MDK,0.106655379291551,0.00674694964058508
CHRM4,0.11820980139384,0.0026598181352437
AMBRA1,-0.128133443333383,0.00111889494635907
HARBI1,-0.104015609562752,0.00825005876826505
ATG13,0.00138185765551322,0.972080134917068
ARHGAP1,0.0924338053016447,0.018967221538898
ZNF408,-0.205808638225116,1.37018819832911e-07
F2,-0.139010092152647,0.000403141188957961
CKAP5,-0.207403054387505,1.09067735543367e-07
LRP4,-0.201189415739333,2.62675403182125e-07
C11orf49,-0.353906293238705,1.94683006482775e-20
ARFGAP2,-0.316653427595867,1.82673547296499e-16
PACSIN3,-0.056095327578106,0.155057021948828
DDB2,0.0097199985425627,0.805533204709985
ACP2,0.296205267412523,1.65239777316993e-14
NR1H3,0.15259477386063,0.000101203536538893
MADD,-0.099037909391302,0.0119166696488023
MYBPC3,0.161399773739532,3.87316710571625e-05
SPI1,0.65902963782568,1.79243515888679e-81
SLC39A13,0.161655941505563,3.76353914299525e-05
PSMC3,-0.0470374024292634,0.233254846849449
RAPSN,-0.0996904330534313,0.0113655865617779
CELF1,-0.178479753344081,5.18526413938653e-06
NDUFS3,-0.171777968443309,1.16846526175679e-05
PTPMT1,-0.267292191712299,5.35657996379899e-12
KBTBD4,0.136437189467386,0.000516770622828521
FAM180B,0.154088448761443,8.62978801292137e-05
C1QTNF4,0.0785889388062146,0.0461987023911827
MTCH2,-0.258028310429893,2.96690797751265e-11
AGBL2,-0.22905150364017,4.10943573629622e-09
FNBP4,-0.182315210545526,3.21261619491818e-06
NUP160,-0.00602724822621286,0.878667470576213
PTPRJ,0.0784687412585415,0.0465342527921945
OR4B1,0.0651071565442313,0.0987842519493064
OR4X1,NA,NA
OR4S1,0.0433803553411234,0.271659549365087
OR4C3,0.0671387895621788,0.0886799059076028
OR4C5,0.0672015749648139,0.0883814021206356
OR4A47,-0.00075057271314592,0.984832809810355
TRIM49B,0.00752017005819257,0.848938919033932
TRIM64C,0.00477289973190845,0.90377974964116
FOLH1,0.2573558783072,3.35072939610206e-11
OR4C13,0.0433803553411234,0.271659549365087
OR4C12,0.0665768302922502,0.0913878980256887
OR4C46,0.0671387895621788,0.0886799059076028
OR4A5,0.00477289973190845,0.90377974964116
TRIM48,0.0030067742076497,0.939295536298865
OR4A16,0.0433803553411234,0.271659549365087
OR4A15,0.0875204646281332,0.0263530802410294
OR4C15,0.0782096767098049,0.0472644356052229
OR4C11,0.0782096767098049,0.0472644356052229
OR4P4,0.0433803553411234,0.271659549365087
OR4S2,0.0433803553411234,0.271659549365087
OR4C6,0.0531266765663885,0.17812979845934
OR5D14,0.0782096767098049,0.0472644356052229
OR5D18,0.0789602494229508,0.0451749429593387
OR5L2,NA,NA
OR5D16,NA,NA
TRIM51,0.0782096767098049,0.0472644356052229
OR5W2,0.0508202379402164,0.197745985074158
OR5I1,NA,NA
OR10AG1,0.0340335363435765,0.388552028236671
OR5F1,0.0681994339470474,0.0837448284911427
OR5AS1,0.0508202379402164,0.197745985074158
OR8I2,0.0880989309670324,0.0253710776064638
OR8H2,NA,NA
OR8H3,NA,NA
OR8J3,NA,NA
OR8K5,NA,NA
OR5J2,0.0433803553411234,0.271659549365087
OR5T2,-0.0380771334167807,0.33466404877889
OR5T3,NA,NA
OR5T1,0.0782356889731425,0.0471906875619259
OR8H1,0.00519715748585586,0.89527400047702
OR8K1,0.0671387895621788,0.0886799059076028
OR8J1,0.0408348088174389,0.300813857731556
OR8U1,0.0220668377664901,0.576179659816154
OR5M9,0.0509572988786026,0.196537924987766
OR5M3,0.0433803553411234,0.271659549365087
OR5M8,0.0340335363435765,0.388552028236671
OR5M11,-0.127207708203396,0.00121621632863225
OR5M10,0.0782096767098049,0.0472644356052229
OR5M1,NA,NA
OR5AP2,-0.0239705129233846,0.543712283892277
OR9G1,0.0125197421001715,0.751159659155251
OR9G4,0.00477289973190845,0.90377974964116
OR5AK2,0.0433803553411234,0.271659549365087
LRRC55,0.22058344007711,1.54286892136692e-08
APLNR,0.525702865512586,4.8037829008181e-47
TNKS1BP1,-0.126777363256983,0.00126406332709046
SSRP1,-0.244554718359041,3.17880738527992e-10
P2RX3,-0.0834763257330904,0.0341772801580908
PRG3,0.079677348070995,0.0432517581369451
PRG2,0.118096136683068,0.00268536857650229
RP11-872D17.8,0.115018602550089,0.0034681002089762
SLC43A3,0.406943292988528,4.42393980501151e-27
RTN4RL2,0.162524022751851,3.41349002906198e-05
SLC43A1,-0.13368909029545,0.000670569616590486
TIMM10,-0.104313501419943,0.00806663430621768
SMTNL1,0.255284802837549,4.86316864977307e-11
UBE2L6,0.34072333139758,5.71763686313272e-19
SERPING1,0.428494571105618,3.82537370151697e-30
YPEL4,0.32042383939508,7.65598071323007e-17
CLP1,-0.0969275022631081,0.0138642307481796
ZDHHC5,-0.181020294517545,3.78043915716998e-06
MED19,-0.0681070370726606,0.0841657254218255
TMX2,-0.150593114512767,0.000125004571980586
TMX2-CTNND1,0.0857496209286588,0.0295655210231629
C11orf31,-0.167588022813489,1.91210560727226e-05
RP11-691N7.6,-0.0901871789872631,0.0220843636255704
BTBD18,0.131624012718416,0.000812995492271144
CTNND1,-0.138431115293446,0.000426467229504895
OR9Q1,0.0508202379402164,0.197745985074158
OR9I1,0.0781834752823286,0.0473388176859265
OR9Q2,NA,NA
OR1S2,0.00477289973190845,0.90377974964116
OR10Q1,-0.0504338522481994,0.201180763985897
OR10W1,NA,NA
OR5B17,0.0671387895621788,0.0886799059076028
OR5B3,0.0511890590365518,0.194507467202784
OR5B2,0.0340335363435765,0.388552028236671
OR5B12,0.0669129831179351,0.0897601745790011
OR5B21,0.100723852629419,0.0105389322008071
LPXN,0.30310124008709,3.76224377608821e-15
ZFP91,0.00969935669972727,0.805937952151346
ZFP91-CNTF,NA,NA
CNTF,0.0873952935422777,0.026569830511533
GLYAT,0.084131283496638,0.0327895692697047
GLYATL2,-0.0666328713374885,0.0911149029331376
GLYATL1,-0.221485482214784,1.34341012311032e-08
FAM111B,-0.219635728403556,1.78326854049477e-08
FAM111A,-0.124993457128472,0.00148147205393673
DTX4,-0.258281836201582,2.8336376590006e-11
MPEG1,0.600326768826076,2.61056647330164e-64
OR5AN1,0.0340335363435765,0.388552028236671
OR5A2,0.00477289973190845,0.90377974964116
OR5A1,0.0340760011768248,0.387960054914601
OR4D6,0.00477289973190845,0.90377974964116
OR4D10,0.0515696442614949,0.191206531879569
OR4D11,NA,NA
OR4D9,0.0665768302922502,0.0913878980256887
OSBP,-0.11198363971013,0.00443752652760665
PATL1,-0.157153095939834,6.19482421504008e-05
OR10V1,0.0433803553411234,0.271659549365087
STX3,-0.327731552321427,1.36982493964168e-17
MRPL16,-0.239972878979838,6.90047846249042e-10
GIF,-0.13651415022062,0.000512978177782033
TCN1,0.0531997308286532,0.177532981130305
OOSP2,0.0206812834989485,0.600369961804963
MS4A3,0.134590171749198,0.000615992668049399
MS4A2,0.343169014741519,3.09130013886664e-19
MS4A6A,0.603134783248807,4.74475954972083e-65
MS4A4E,0.175086716109148,7.85356662311789e-06
MS4A4A,0.636619653912961,1.76356483959193e-74
MS4A6E,0.0867585620566273,0.0276963553535365
MS4A7,0.60606874899393,7.84465041556917e-66
MS4A14,0.417861457361178,1.32357373760199e-28
MS4A5,0.0666541614925736,0.0910113629296662
MS4A1,0.163220461876791,3.15519556540633e-05
MS4A12,0.0435312078251836,0.269994591536859
MS4A13,0.0689105685845893,0.0805620016690622
MS4A8,0.00517127059296181,0.895792661061178
MS4A18,0.118651324681973,0.00256265822659511
MS4A15,-0.0898394660325923,0.0226045442168385
MS4A10,-0.0718535769034094,0.0684166339621645
CCDC86,-0.253694629433744,6.45894572908151e-11
PTGDR2,-0.047222470054762,0.231419019366842
ZP1,0.0838240649945771,0.0334343862695687
PRPF19,-0.284707417348596,1.78526142500271e-13
TMEM109,0.090600992104219,0.0214788620300566
TMEM132A,0.2121692839195,5.45517065526713e-08
SLC15A3,0.507535324229499,1.84877219758703e-43
CD6,0.297316522616508,1.30531254050097e-14
CD5,0.12459788492151,0.00153411871549556
VPS37C,-0.0811714762086067,0.0394656642725585
PGA3,0.00477289973190845,0.90377974964116
PGA4,NA,NA
PGA5,0.0340760011768248,0.387960054914601
VWCE,0.0583782195614363,0.138911334863718
DDB1,-0.104484158451454,0.00796320263365382
DAK,-0.133504334265438,0.000682300089496632
CYB561A3,0.0698301230920748,0.0765924262144283
TMEM138,-0.163984027536775,2.89333475708651e-05
TMEM216,-0.217202262792429,2.57869652829424e-08
CPSF7,-0.115645906783552,0.0032934868548237
RP11-286N22.8,0.0553724368335864,0.160455289037561
SDHAF2,-0.167386314646523,1.95740027021264e-05
PPP1R32,-0.188673931090658,1.42069217395515e-06
LRRC10B,-0.0864498226025747,0.0282572221290617
SYT7,-0.218877860242193,2.00125904652268e-08
DAGLA,-0.268069346295049,4.62591474881045e-12
MYRF,0.037987913456832,0.335798621905088
TMEM258,-0.160518712422581,4.273758747953e-05
FEN1,-0.145978102979644,0.000201409150079439
FADS2,0.209282715475755,8.31527194787828e-08
FADS1,0.186289830847891,1.93543921047172e-06
FADS3,0.231623556110167,2.72110991974708e-09
RAB3IL1,0.35858828478513,5.63763559670107e-21
BEST1,0.39574103725598,1.41907350051991e-25
FTH1,0.250645481923559,1.10694013982224e-10
INCENP,-0.028270189740855,0.473888616944144
SCGB1D1,-0.00568499868418755,0.885508381211396
SCGB2A1,-0.0680046576050082,0.0846340894088674
SCGB1D2,0.0184775253634456,0.63975882742965
SCGB2A2,0.0297622810620974,0.450860182609683
SCGB1D4,NA,NA
ASRGL1,-0.049843564162652,0.20651164657333
SCGB1A1,-0.0533819658214804,0.176050687927453
AHNAK,0.0873295002563519,0.0266843750366609
EEF1G,-0.270005066018447,3.20377948667446e-12
RP11-864I4.1,-0.00238198317013949,0.951892324788388
TUT1,-0.36354713909785,1.4832217645869e-21
MTA2,-0.196533511766162,4.98528574278759e-07
EML3,0.0497942527132214,0.206961565288888
ROM1,-0.0866653864674663,0.0278646034414041
B3GAT3,-0.137204638752733,0.000480091896364649
GANAB,-0.066566793442559,0.091436860141948
INTS5,-0.0947525216336903,0.0161595632867525
RP11-831H9.11,NA,NA
C11orf98,-0.243514480294785,3.79568229746508e-10
LBHD1,-0.198324939041546,3.9030510060902e-07
METTL12,-0.00858338954724586,0.827894415580267
UQCC3,-0.201739114892433,2.43292144321453e-07
UBXN1,-0.296014638504833,1.72042604408235e-14
LRRN4CL,0.277313755974607,7.79275143777805e-13
HNRNPUL2-BSCL2,-0.0847492773691184,0.0315245988459927
BSCL2,-0.0852690617478538,0.0304932127759404
GNG3,-0.0546528060913198,0.165968772192892
HNRNPUL2,-0.297992313052949,1.13037862020155e-14
TTC9C,-0.197755469275735,4.21984980528391e-07
ZBTB3,-0.148490289188473,0.000155619595327861
POLR2G,-0.0468383467186175,0.235240907312301
TAF6L,-0.0462630429793114,0.241047986704443
TMEM223,-0.246358899007591,2.33254305018466e-10
TMEM179B,-0.0160380110646322,0.684570282930453
NXF1,-0.123048717203115,0.00175727195410657
STX5,0.17154015566365,1.20197014115689e-05
WDR74,-0.227201737324282,5.51103283754707e-09
SLC3A2,-0.154681680177602,8.09731989609053e-05
CHRM1,-0.0778621987139241,0.0482588879746104
SLC22A6,0.0556767499944439,0.158165773634756
SLC22A8,0.0700060690376274,0.0758513355496132
SLC22A24,0.104936502398852,0.007694755892301
SLC22A10,0.0875204646281332,0.0263530802410294
SLC22A25,0.100190511288752,0.0109586512672484
SLC22A9,0.0749382247896088,0.0573416315185015
HRASLS5,0.1901778501461,1.16658460548411e-06
LGALS12,0.320960045753344,6.7585679601314e-17
RARRES3,0.328750474288771,1.07359950819431e-17
HRASLS2,0.175000362204228,7.93617384452775e-06
PLA2G16,0.0750722115864216,0.0568964320400727
ATL3,0.138308906272976,0.000431548876835655
RTN3,-0.174565139027725,8.36528363821825e-06
C11orf95,-0.101678876369305,0.00982288954204954
C11orf84,-0.125252841045077,0.00144785774935375
MARK2,-0.176566867036596,6.558950083046e-06
RCOR2,-0.00719387165575402,0.855419738530731
NAA40,-0.155297417532382,7.5775115544506e-05
COX8A,-0.132461045028649,0.000752189515277875
AP000721.4,0.0598892740867937,0.128956485085668
OTUB1,-0.0268909779600968,0.495736116117613
MACROD1,-0.16970405749366,1.49324273538303e-05
FLRT1,-0.124203623308482,0.00158829655994856
STIP1,-0.0927357506522851,0.01857901977062
FERMT3,0.426481921254768,7.5546959316216e-30
TRPT1,-0.224146871124177,8.89876076770353e-09
NUDT22,0.00864019801571373,0.826773315519824
DNAJC4,-0.160792781617412,4.14512704432096e-05
VEGFB,0.0506953356275586,0.198851591005364
FKBP2,-0.204087646950602,1.749243492461e-07
PPP1R14B,-0.253531510738767,6.64899588109207e-11
PLCB3,-0.181841623719607,3.41010392677338e-06
BAD,-0.143198509906452,0.000266648303082092
GPR137,0.0879325033732691,0.0256503142383067
KCNK4,0.00477289973190845,0.90377974964116
TEX40,-0.0500312249274211,0.204805904883814
ESRRA,-0.283528216641655,2.26493498986553e-13
TRMT112,-0.12787708836813,0.00114509995074874
PRDX5,-0.269986596385483,3.21507329274428e-12
CCDC88B,-0.209365066583941,8.21655085751013e-08
RPS6KA4,-0.0270889316979028,0.49256780235021
SLC22A11,-0.12970670962085,0.00096981814289577
SLC22A12,-0.0352847870553505,0.371339907659692
NRXN2,0.090342736384237,0.0218550324632785
RASGRP2,0.346287976724995,1.39989389246695e-19
PYGM,0.200080591679275,3.06401833509673e-07
SF1,-0.065245074691356,0.0980704946960725
MAP4K2,-0.0790382266836891,0.044962389859544
MEN1,-0.194570953597003,6.50142880592218e-07
CDC42BPG,-0.2649897128268,8.24848036564197e-12
EHD1,0.23366149817493,1.95605307379248e-09
ATG2A,-0.00085641044054178,0.982694408989861
PPP2R5B,0.0517267859525912,0.189855655275305
GPHA2,0.0808799473138981,0.0401815211013448
C11orf85,0.1086138791994,0.00579567069518952
BATF2,0.147143860839448,0.00017878121943586
ARL2,-0.121726808478464,0.00197082636099762
ARL2-SNX15,NA,NA
SNX15,-0.141503271381637,0.000315639317570902
SAC3D1,-0.0781352539195004,0.0474759678910195
NAALADL1,0.262962577770888,1.2021223784665e-11
CDCA5,-0.0962576731945288,0.0145384396633332
ZFPL1,-0.0957995889600746,0.0150159687246181
TMEM262,-0.0770638568292411,0.0506102459757236
VPS51,-0.10785062692263,0.00615102875592051
TM7SF2,-0.208102545675102,9.86231702044999e-08
ZNHIT2,-0.0980491090707226,0.0127968214073592
FAU,-0.150657520541746,0.000124162979912867
SYVN1,-0.154479745285421,8.27499265883824e-05
MRPL49,0.0709881391531551,0.0718213493170414
SPDYC,-0.175484511549466,7.48350710190981e-06
CAPN1,0.00410985420605483,0.917094571801123
POLA2,-0.0625684361013754,0.112676102886751
CDC42EP2,0.0219090276410083,0.57891157439924
DPF2,-0.0974870401654719,0.0133223046716758
TIGD3,-0.0562444732413517,0.153960582982803
SLC25A45,0.0134849623913905,0.732681523897241
FRMD8,0.114000665050558,0.00376940363406216
SCYL1,0.0168675689700469,0.66919744870893
LTBP3,0.236190901314698,1.2929463765895e-09
SSSCA1,-0.0375685047329872,0.341165120255796
FAM89B,-0.0855394725912406,0.029968177791152
EHBP1L1,0.187901315882523,1.57109636406341e-06
SIPA1,0.244580927564974,3.1646008565661e-10
KCNK7,-0.10603382194437,0.00707687033125911
MAP3K11,-0.0816006341248689,0.0384315270399124
PCNXL3,-0.0619613956100087,0.116215451862265
RELA,-0.0413239320946153,0.29505630605003
KAT5,-0.0750450334622283,0.0569865044005953
RNASEH2C,-0.080571426110238,0.0409510389208927
AP5B1,0.147814461689523,0.000166868464163183
OVOL1,-0.253879015790743,6.25049562360719e-11
CFL1,-0.154832804994361,7.96671268452554e-05
SNX32,-0.0829465665413384,0.0353360671038466
MUS81,-0.218240089425868,2.20451336227199e-08
EFEMP2,0.438648189219573,1.15081347088828e-31
CTSW,0.413629495257122,5.23793568047509e-28
FIBP,-0.0083031903071833,0.833429150625161
CCDC85B,0.0298545023143231,0.449457916812198
FOSL1,0.128056257083505,0.00112672625055935
C11orf68,-0.0253160855946643,0.521324600159697
DRAP1,-0.0690116739247939,0.0801175491573095
TSGA10IP,0.0284900705805737,0.47045504458143
SART1,-0.201785801217264,2.4171097226712e-07
EIF1AD,-0.217540429196777,2.45048300611214e-08
BANF1,-0.24732469641873,1.97435658740215e-10
CST6,0.189170588125124,1.33141034219197e-06
CATSPER1,0.298571080791955,9.99019488267438e-15
GAL3ST3,0.0497192272629538,0.20764745987667
SF3B2,-0.194703820504306,6.38614141869558e-07
PACS1,0.0521827504161212,0.185975660555442
KLC2,-0.0138610353240147,0.725522969903902
RAB1B,-0.0472415851633925,0.231229986979862
CNIH2,0.119982457081453,0.00228900378690459
YIF1A,0.0286372627065336,0.468164230136925
TMEM151A,0.0790911135406155,0.0448187083959679
CD248,0.463033558488229,1.54744027197372e-35
RIN1,-0.160028582918967,4.51326784274347e-05
BRMS1,-0.239984943998444,6.88655177030234e-10
B4GAT1,-0.112019715617215,0.00442469188133168
SLC29A2,-0.289408730722391,6.83542659563708e-14
NPAS4,0.0459915309734799,0.243823310111195
MRPL11,-0.141431956444441,0.000317873960784568
PELI3,0.151564469799379,0.000112863656295732
DPP3,-0.175028109069506,7.90954090714765e-06
CTD-3074O7.11,NA,NA
BBS1,-0.0596953176848306,0.13020244334695
ZDHHC24,-0.0181067746687786,0.64649030241337
ACTN3,-0.0250682489314672,0.525412274085244
CTSF,0.242773552570586,4.3046380739647e-10
CCDC87,0.0979550931052794,0.0128834225589109
CCS,-0.217691505359589,2.39521890060208e-08
RBM14,-0.085921681505764,0.0292393076243116
RBM14-RBM4,-0.112607520653719,0.00422024500259902
RBM4,-0.134290988347941,0.000633638910431151
RBM4B,-0.0934845954856903,0.0176460458272565
SPTBN2,-0.14791544305391,0.000165140507403299
C11orf80,-0.243558332457318,3.76747107501268e-10
RCE1,-0.063420699544959,0.107850689022063
PC,-0.0400180601947667,0.310593349718816
LRFN4,-0.214717176355419,3.74165433735503e-08
C11orf86,0.0445186958779498,0.259268233738189
SYT12,0.157711502811206,5.82781672376563e-05
RHOD,0.0924711669417204,0.0189188063457071
KDM2A,-0.0700246077485839,0.0757735909083974
ADRBK1,-0.0844358481085644,0.0321608387093624
ANKRD13D,0.00756743378558099,0.848001017385628
SSH3,-0.217753427765892,2.37291790900815e-08
RAD9A,-0.156221668989712,6.85599429352782e-05
POLD4,-0.0749506918280369,0.0573000855640273
AP003419.11,0.0207914768808249,0.598429422481598
CLCF1,0.158323128409081,5.44944331934893e-05
PPP1CA,-0.0301830428066983,0.444482413990554
TBC1D10C,0.407712409082903,3.46960551065699e-27
CARNS1,0.139365686065706,0.000389410162796573
RPS6KB2,0.00585102941506987,0.882188650338952
PTPRCAP,NA,NA
CORO1B,-0.114800154006082,0.00353085260211466
GPR152,0.0390204475168973,0.322819359563237
CABP4,-0.0996126820444989,0.0114300439181147
TMEM134,-0.128396229354581,0.00109260762874622
AIP,0.0207175844154198,0.599730377993089
PITPNM1,0.0319582702102012,0.41814640866361
CDK2AP2,-0.0356599816941594,0.366272162656006
CABP2,0.0335091709618267,0.395906990259687
GSTP1,-0.0168196959865338,0.670080925693814
NDUFV1,-0.139731784610248,0.000375729952757719
NUDT8,-0.0653443662030678,0.0975591881919402
TBX10,-0.0998913771150421,0.0112004882361995
ACY3,-0.0897368765109868,0.0227600343070968
ALDH3B2,-0.049115167453102,0.213229878129816
UNC93B1,0.0457566783158028,0.246241909625629
ALDH3B1,0.0152124931019818,0.699998787279468
NDUFS8,-0.0797282134373812,0.0431180043090486
TCIRG1,0.13310964201872,0.000708000030028844
CHKA,-0.378006174803711,2.63938187239394e-23
SUV420H1,-0.193327906566875,7.68148319505671e-07
C11orf24,-0.0049493602486481,0.900240578467135
LRP5,-0.175424367859074,7.53836965369832e-06
PPP6R3,-0.114863197723867,0.00351263743551719
GAL,-0.0171652529486412,0.663714096781524
MTL5,-0.322652883262302,4.55194947552389e-17
CPT1A,-0.129056774119991,0.00102902723315255
MRPL21,-0.174147824460987,8.79744857029438e-06
IGHMBP2,-0.168308899566208,1.7582341098459e-05
MRGPRD,0.00053920726286534,0.989103658081206
MRGPRF,0.402625523492822,1.7106457822726e-26
TPCN2,0.10258652640495,0.00918279252944086
